id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/16/value
2814702467,283,4,1,23,57,2nnlsjfbcea40t4jeclcbw9lk,0,70.2,54.4,2025-05-14T17:25:11.397Z,2025-05-14T17:25:16Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726902861,152,,5726902857,13,,5726902865,286,,5726902863,265,,5726902859,56,Center,5726902993,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702675,154,1,1,24,23,4jg5vd59i24chckyua90dr1lg,0,31.2,46.1,2025-05-14T17:25:38.060Z,2025-05-14T17:25:41Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5726903997,141,81.4,5726903995,140,72.8,5726903989,155,,5726903999,212,49.8,5726903987,5,,5726904003,1,,5726903993,56,Left,5726903991,152,,5726904001,213,,,,,,,,,,,,,,,,,,,,,,0.50,,,
2814702683,285,44,1,24,26,2nnlsjfbcea40t4jeclcbw9lk,1,26.0,17.8,2025-05-14T17:25:40.867Z,2025-05-14T17:25:43Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726904025,56,Back,5726904027,285,,5726904039,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702677,155,44,1,24,26,4jg5vd59i24chckyua90dr1lg,0,74.0,82.2,2025-05-14T17:25:40.868Z,2025-05-14T17:25:45Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726904007,56,Left,5726904009,286,,5726904047,233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702707,286,12,1,24,26,2nnlsjfbcea40t4jeclcbw9lk,1,25.3,18.0,2025-05-14T17:25:40.940Z,2025-05-14T17:37:21Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726904135,213,4.53,5726904127,56,Back,5726904129,140,23.0,5726904193,167,,5726904133,212,13.0,5726904131,141,0.0,5726904141,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702711,287,5,1,24,28,2nnlsjfbcea40t4jeclcbw9lk,0,23.2,-1.4,2025-05-14T17:25:42.582Z,2025-05-14T17:25:45Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726904215,233,156,5726904165,56,Back,5726904167,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702695,156,5,1,24,28,4jg5vd59i24chckyua90dr1lg,1,76.9,101.1,2025-05-14T17:25:42.739Z,2025-05-14T17:25:46Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726904207,233,287,5726904087,347,,5726904085,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702831,157,1,1,24,47,4jg5vd59i24chckyua90dr1lg,1,77.1,100.0,2025-05-14T17:26:01.395Z,2025-05-14T17:26:05Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5726904881,140,95.4,5726904875,107,,5726904877,56,Left,5726904887,213,5.78,5726904885,212,22.0,5726904883,141,85.3,5726904889,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702835,158,1,1,24,50,4jg5vd59i24chckyua90dr1lg,0,94.6,89.9,2025-05-14T17:26:04.836Z,2025-05-14T17:26:05Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5726904917,213,4.24,5726904911,140,91.8,5726904915,212,6.4,5726904909,56,Left,5726904913,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702843,159,83,1,24,52,4jg5vd59i24chckyua90dr1lg,0,87.7,84.8,2025-05-14T17:26:07.060Z,2025-05-14T17:26:12Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726905323,399,1ojl4m8rsuzsjufucdotav4es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702873,289,1,1,24,55,2nnlsjfbcea40t4jeclcbw9lk,0,7.4,3.4,2025-05-14T17:26:09.622Z,2025-05-14T17:26:10Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726905147,212,1.3,5726905145,141,4.0,5726905143,140,8.6,5726905149,213,0.31,5726905187,233,160,5726905185,236,,5726905191,286,,5726905141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702869,160,74,1,24,55,4jg5vd59i24chckyua90dr1lg,1,87.9,96.8,2025-05-14T17:26:09.623Z,2025-05-14T17:26:11Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5726905123,285,,5726905121,56,Left,5726905225,233,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702899,161,5,1,24,56,4jg5vd59i24chckyua90dr1lg,0,88.8,101.0,2025-05-14T17:26:11.107Z,2025-05-14T17:26:15Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5726905289,347,,5726905327,233,290,5726905287,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702901,290,5,1,24,57,2nnlsjfbcea40t4jeclcbw9lk,1,11.2,-1.0,2025-05-14T17:26:11.927Z,2025-05-14T17:26:14Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726905295,56,Back,5726905297,347,,5726905315,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703009,291,1,1,25,9,2nnlsjfbcea40t4jeclcbw9lk,0,12.8,0.0,2025-05-14T17:26:23.926Z,2025-05-14T17:26:26Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726905997,107,,5726906003,141,7.6,5726906007,213,0.30,5726906005,212,21.2,5726906001,140,32.1,5726905999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703025,163,1,1,25,14,4jg5vd59i24chckyua90dr1lg,1,64.2,90.8,2025-05-14T17:26:28.331Z,2025-05-14T17:26:29Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5726906115,213,4.37,5726906111,141,77.3,5726906109,140,61.1,5726906113,212,9.7,5726906107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703037,164,1,1,25,14,4jg5vd59i24chckyua90dr1lg,1,61.1,77.3,2025-05-14T17:26:28.948Z,2025-05-14T17:26:32Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5726906195,140,66.1,5726906197,141,79.6,5726906199,212,5.5,5726906201,213,0.29,5726906193,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703035,292,83,1,25,17,2nnlsjfbcea40t4jeclcbw9lk,0,31.0,17.4,2025-05-14T17:26:31.478Z,2025-05-14T17:26:32Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726906209,399,21ht7s882is4sisnr8dpf61yi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703039,165,50,1,25,17,4jg5vd59i24chckyua90dr1lg,1,67.4,81.2,2025-05-14T17:26:31.827Z,2025-05-14T17:37:13Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726906283,233,293,5726906207,286,,5726906205,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703049,293,7,1,25,17,2nnlsjfbcea40t4jeclcbw9lk,0,32.6,18.8,2025-05-14T17:26:31.828Z,2025-05-14T17:37:10Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726906253,56,Back,5726906261,233,165,5726906255,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814707513,220,61,1,25,18,4jg5vd59i24chckyua90dr1lg,1,83.6,82.8,2025-05-14T17:26:32.564Z,2025-05-14T17:36:19Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726933849,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814707755,404,61,1,25,18,2nnlsjfbcea40t4jeclcbw9lk,0,15.7,13.3,2025-05-14T17:26:32.970Z,2025-05-14T17:36:33Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726934081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703057,166,1,1,25,21,4jg5vd59i24chckyua90dr1lg,1,68.3,83.3,2025-05-14T17:26:35.891Z,2025-05-14T17:37:15Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726906321,213,0.57,5726906317,141,94.4,5726906315,140,79.4,5726906313,56,Left,5726906319,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703071,167,1,1,25,25,4jg5vd59i24chckyua90dr1lg,0,80.4,94.5,2025-05-14T17:26:39.380Z,2025-05-14T17:37:18Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5726906403,140,89.4,5726906409,213,5.18,5726906401,56,Center,5726906405,141,67.3,5726906407,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703073,294,8,1,25,26,2nnlsjfbcea40t4jeclcbw9lk,1,8.2,23.7,2025-05-14T17:26:40.710Z,2025-05-14T17:26:40Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726906415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703089,295,12,1,25,27,2nnlsjfbcea40t4jeclcbw9lk,1,10.0,2.3,2025-05-14T17:26:41.718Z,2025-05-14T17:37:07Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726936297,233,168,5726906477,56,Back,5726936295,397,,5726906481,141,2.3,5726906479,140,11.4,5726906483,212,1.5,5726906485,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703083,168,74,1,25,27,4jg5vd59i24chckyua90dr1lg,1,85.2,95.6,2025-05-14T17:26:41.719Z,2025-05-14T17:37:09Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5726906457,285,,5726936329,233,295,5726906455,56,Left,5726936277,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703101,296,5,1,25,28,2nnlsjfbcea40t4jeclcbw9lk,1,13.6,-1.8,2025-05-14T17:26:42.518Z,2025-05-14T17:26:46Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726906557,347,,5726906601,233,169,5726906555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703097,169,5,1,25,29,4jg5vd59i24chckyua90dr1lg,0,86.4,101.8,2025-05-14T17:26:43.196Z,2025-05-14T17:26:47Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5726906549,347,,5726906611,233,296,5726906547,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703135,297,1,1,25,34,2nnlsjfbcea40t4jeclcbw9lk,1,11.0,0.0,2025-05-14T17:26:48.902Z,2025-05-14T17:37:39Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726906803,213,1.40,5726906795,56,Back,5726906797,140,11.7,5726906793,107,,5726906799,141,4.3,5726937993,189,,5726906801,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703139,298,1,1,25,36,2nnlsjfbcea40t4jeclcbw9lk,1,11.7,4.3,2025-05-14T17:26:50.374Z,2025-05-14T17:27:23Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726906821,140,5.9,5726906819,56,Back,5726906827,213,2.70,5726906825,212,6.7,5726908101,156,,5726906823,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703145,299,1,1,25,37,2nnlsjfbcea40t4jeclcbw9lk,1,5.9,8.5,2025-05-14T17:26:51.541Z,2025-05-14T17:38:54Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726906861,56,Back,5726906877,213,0.42,5726906869,141,27.6,5726906879,1,,5726906865,140,33.5,5726906873,212,31.8,5726906857,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814708751,422,44,1,25,38,2nnlsjfbcea40t4jeclcbw9lk,1,33.5,20.8,2025-05-14T17:26:52.677Z,2025-05-14T17:56:41Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5726941229,233,234,5726940775,56,Back,5726940777,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814708821,234,44,1,25,38,4jg5vd59i24chckyua90dr1lg,0,66.5,79.2,2025-05-14T17:26:52.678Z,2025-05-14T17:56:42Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5726941077,56,Left,5726941233,233,422,5726941079,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814708753,423,61,1,25,38,2nnlsjfbcea40t4jeclcbw9lk,1,32.9,15.4,2025-05-14T17:26:52.835Z,2025-05-14T17:38:52Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5726941493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703171,171,1,1,25,39,4jg5vd59i24chckyua90dr1lg,1,65.5,59.9,2025-05-14T17:26:54.099Z,2025-05-14T17:26:57Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5726907009,212,24.6,5726907011,213,3.34,5726907005,140,42.5,5726907007,141,52.7,5726907001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703229,172,1,1,25,42,4jg5vd59i24chckyua90dr1lg,1,42.5,52.7,2025-05-14T17:26:56.907Z,2025-05-14T17:27:01Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5726907283,141,57.8,5726907285,212,11.9,5726907279,56,Center,5726907281,140,53.3,5726907287,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703267,173,1,1,25,47,4jg5vd59i24chckyua90dr1lg,0,44.3,33.1,2025-05-14T17:27:01.468Z,2025-05-14T17:40:15Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5726907503,1,,5726907493,140,71.4,5726907499,212,32.4,5726907489,56,Right,5726907495,141,10.3,5726907501,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703299,300,8,1,25,50,2nnlsjfbcea40t4jeclcbw9lk,1,31.1,87.8,2025-05-14T17:27:04.421Z,2025-05-14T17:40:16Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726907643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814709843,255,1,1,25,52,4jg5vd59i24chckyua90dr1lg,0,61.1,3.9,2025-05-14T17:27:06.887Z,2025-05-14T17:40:25Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5726945701,56,Right,5726945705,141,5.2,5726945707,212,5.3,5726945709,213,0.17,5726945703,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703307,301,61,1,25,54,2nnlsjfbcea40t4jeclcbw9lk,1,31.1,87.8,2025-05-14T17:27:08.974Z,2025-05-14T17:40:17Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726907679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703331,174,61,1,25,55,4jg5vd59i24chckyua90dr1lg,1,58.2,5.5,2025-05-14T17:27:09.947Z,2025-05-14T17:40:19Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5726907809,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703327,302,5,1,25,56,2nnlsjfbcea40t4jeclcbw9lk,1,39.4,100.8,2025-05-14T17:27:10.587Z,2025-05-14T17:40:21Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726907785,347,,5726908485,233,175,5726907783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703337,175,5,1,25,58,4jg5vd59i24chckyua90dr1lg,0,62.3,-0.8,2025-05-14T17:27:12.676Z,2025-05-14T17:27:28Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5726908489,233,302,5726907835,56,Right,5726907837,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703543,304,1,1,26,25,2nnlsjfbcea40t4jeclcbw9lk,1,40.5,100.0,2025-05-14T17:27:39.958Z,2025-05-14T17:27:41Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726909025,56,Back,5726909027,140,39.6,5726909035,1,,5726909033,213,4.68,5726909023,107,,5726909029,141,63.4,5726909031,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703547,305,1,1,26,27,2nnlsjfbcea40t4jeclcbw9lk,1,39.6,63.4,2025-05-14T17:27:41.382Z,2025-05-14T17:27:42Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5726909057,56,Back,5726909061,141,36.0,5726909065,213,4.27,5726909063,212,20.6,5726909059,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703553,306,1,1,26,27,2nnlsjfbcea40t4jeclcbw9lk,1,31.3,36.0,2025-05-14T17:27:41.926Z,2025-05-14T17:27:42Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726909109,213,1.83,5726909103,140,27.3,5726909105,141,59.6,5726909101,56,Back,5726909107,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703561,307,1,1,26,28,2nnlsjfbcea40t4jeclcbw9lk,1,27.3,59.6,2025-05-14T17:27:42.614Z,2025-05-14T17:27:43Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5726909167,56,Back,5726909179,213,4.85,5726909169,140,29.8,5726909171,141,32.2,5726909175,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703577,308,1,1,26,29,2nnlsjfbcea40t4jeclcbw9lk,1,29.8,32.2,2025-05-14T17:27:43.254Z,2025-05-14T17:27:44Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726909293,212,17.3,5726909287,56,Back,5726909289,140,36.9,5726909295,213,5.16,5726909291,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703607,309,1,1,26,30,2nnlsjfbcea40t4jeclcbw9lk,1,36.9,9.2,2025-05-14T17:27:44.807Z,2025-05-14T17:27:47Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726909461,140,28.0,5726909465,212,17.5,5726909467,213,2.13,5726909459,56,Back,5726909463,141,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703649,310,1,1,26,34,2nnlsjfbcea40t4jeclcbw9lk,1,31.6,33.1,2025-05-14T17:27:48.183Z,2025-05-14T17:27:53Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726909753,140,26.5,5726909759,213,1.94,5726909757,212,15.0,5726909755,141,53.7,5726909751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703707,311,1,1,26,43,2nnlsjfbcea40t4jeclcbw9lk,1,33.2,61.1,2025-05-14T17:27:57.830Z,2025-05-14T17:28:00Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5726910091,141,96.3,5726910095,213,1.09,5726910089,140,45.1,5726910093,212,27.0,5726910087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703717,312,1,1,26,46,2nnlsjfbcea40t4jeclcbw9lk,1,45.1,96.3,2025-05-14T17:28:00.359Z,2025-05-14T17:28:01Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726910159,212,9.3,5726910153,56,Left,5726910157,141,95.9,5726910155,140,54.0,5726910161,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703751,313,1,1,26,47,2nnlsjfbcea40t4jeclcbw9lk,1,54.0,95.9,2025-05-14T17:28:01.383Z,2025-05-14T17:28:04Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5726910329,56,Left,5726910339,212,7.4,5726910343,213,4.96,5726910333,140,55.7,5726910337,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703761,314,1,1,26,49,2nnlsjfbcea40t4jeclcbw9lk,1,55.7,85.3,2025-05-14T17:28:04.039Z,2025-05-14T17:41:07Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5726910391,212,15.1,5726910389,141,91.4,5726910393,213,0.28,5726910385,56,Left,5726910387,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703803,315,1,1,26,56,2nnlsjfbcea40t4jeclcbw9lk,0,98.6,71.1,2025-05-14T17:28:10.263Z,2025-05-14T17:28:11Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5726910691,140,95.9,5726910703,195,,5726910693,141,58.1,5726910689,56,Center,5726910695,212,9.3,5726910697,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703819,177,12,1,26,57,4jg5vd59i24chckyua90dr1lg,1,8.3,45.4,2025-05-14T17:28:11.348Z,2025-05-14T17:41:29Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5726910777,141,14.9,5726910775,140,5.1,5726910773,56,Back,5726910779,212,21.0,5726910781,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703867,316,1,1,26,58,2nnlsjfbcea40t4jeclcbw9lk,1,91.9,83.0,2025-05-14T17:28:12.694Z,2025-05-14T17:28:18Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726911093,345,,5726911087,213,4.46,5726911085,212,52.6,5726911083,141,8.0,5726911089,1,,5726911079,56,Right,5726911081,140,79.5,5726911075,2,,5726911077,155,,,,,,,,,,,,,,,,,,,,,,,,,
2814703901,317,1,1,27,4,2nnlsjfbcea40t4jeclcbw9lk,1,79.5,8.0,2025-05-14T17:28:18.550Z,2025-05-14T17:28:22Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726911293,212,7.5,5726911281,56,Right,5726911285,140,74.7,5726911295,213,2.31,5726911289,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703923,318,1,1,27,8,2nnlsjfbcea40t4jeclcbw9lk,1,77.6,31.6,2025-05-14T17:28:22.471Z,2025-05-14T17:28:24Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726911413,141,42.5,5726911417,213,1.89,5726911415,212,7.8,5726911411,140,75.3,5726911409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703943,319,1,1,27,10,2nnlsjfbcea40t4jeclcbw9lk,1,75.6,37.3,2025-05-14T17:28:24.535Z,2025-05-14T17:28:26Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726911505,141,24.0,5726911501,56,Center,5726911509,212,9.8,5726911503,140,71.9,5726911511,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703961,320,1,1,27,12,2nnlsjfbcea40t4jeclcbw9lk,1,71.9,24.0,2025-05-14T17:28:26.183Z,2025-05-14T17:28:27Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5726911629,140,75.1,5726911633,212,6.5,5726911627,56,Center,5726911635,213,1.02,5726911631,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703987,321,1,1,27,13,2nnlsjfbcea40t4jeclcbw9lk,1,75.1,32.1,2025-05-14T17:28:27.623Z,2025-05-14T17:28:30Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726911761,212,16.1,5726911759,141,8.6,5726911763,213,4.84,5726911757,140,77.0,5726911755,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703993,322,1,1,27,16,2nnlsjfbcea40t4jeclcbw9lk,1,77.0,8.6,2025-05-14T17:28:30.663Z,2025-05-14T17:28:32Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726911827,212,9.2,5726911825,141,16.1,5726911829,213,2.55,5726911823,140,69.7,5726911821,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814704039,323,1,1,27,23,2nnlsjfbcea40t4jeclcbw9lk,1,69.7,20.9,2025-05-14T17:28:37.511Z,2025-05-14T17:28:38Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5726912105,213,2.96,5726912101,141,24.6,5726912099,140,56.9,5726912097,56,Center,5726912103,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814704059,324,1,1,27,24,2nnlsjfbcea40t4jeclcbw9lk,1,56.9,24.6,2025-05-14T17:28:38.486Z,2025-05-14T17:28:41Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726912221,213,2.06,5726912217,141,41.5,5726912215,140,51.1,5726912213,56,Center,5726912219,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814704077,325,1,1,27,27,2nnlsjfbcea40t4jeclcbw9lk,1,52.2,41.8,2025-05-14T17:28:41.591Z,2025-05-14T17:28:44Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5726912419,140,59.8,5726912423,212,10.6,5726912425,213,5.56,5726912421,141,31.5,5726912417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814704097,326,1,1,27,30,2nnlsjfbcea40t4jeclcbw9lk,1,61.1,24.1,2025-05-14T17:28:44.535Z,2025-05-14T17:28:48Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726912551,141,4.9,5726912555,213,5.07,5726912549,140,65.7,5726912547,56,Right,5726912553,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814704119,327,1,1,27,34,2nnlsjfbcea40t4jeclcbw9lk,1,70.7,5.3,2025-05-14T17:28:48.712Z,2025-05-14T17:28:52Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726912655,140,74.9,5726912657,141,12.2,5726912661,213,0.82,5726912659,212,6.4,5726912653,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
