id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2794324217,167,43,1,25,8,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T17:36:46.769Z,2025-03-31T17:43:48Z,cpamr0c0qq5lf5u6de1cbvgx6,E. Bećirović,,,5614475705,56,Back,5614502729,144,45,5614475707,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324241,258,43,1,25,8,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T17:36:46.769Z,2025-03-31T17:43:47Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5614475811,56,Center,5614502573,144,3,5614475867,233,167,5614475813,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324251,259,50,1,25,9,5mbo4f0vps12dr0fcvjn3wyp5,1,63.3,14.2,2025-03-31T17:36:47.539Z,2025-03-31T18:15:47Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5614507681,286,,5614507745,233,253,5614475859,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794329157,253,7,1,25,9,33hzf6j2rd9r50g2n4agsytkd,0,36.7,85.8,2025-03-31T17:36:47.540Z,2025-03-31T18:15:47Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614507385,56,Back,5614507387,285,,5614507697,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324269,260,61,1,25,12,5mbo4f0vps12dr0fcvjn3wyp5,0,65.1,11.0,2025-03-31T17:36:50.306Z,2025-03-31T17:45:19Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614475927,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324301,169,1,1,25,13,33hzf6j2rd9r50g2n4agsytkd,1,31.4,77.2,2025-03-31T17:36:51.579Z,2025-03-31T17:36:54Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5614476119,140,37.0,5614476117,56,Back,5614476123,212,11.4,5614476125,213,5.26,5614476121,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324335,171,61,1,25,16,33hzf6j2rd9r50g2n4agsytkd,1,36.6,61.7,2025-03-31T17:36:54.938Z,2025-03-31T17:45:34Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614476279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330391,333,83,1,25,17,5mbo4f0vps12dr0fcvjn3wyp5,0,54.7,54.6,2025-03-31T17:36:55.483Z,2025-03-31T17:46:59Z,67w8t2dyivgz6muc431ofsb2s,A. Redkin,,,5614513419,399,6ivuk1j53ybmv5hhzp55ybzzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324365,172,50,1,25,18,33hzf6j2rd9r50g2n4agsytkd,1,38.7,45.2,2025-03-31T17:36:56.312Z,2025-03-31T18:15:48Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614476445,56,Back,5614514837,233,332,5614514817,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794330381,332,7,1,25,18,5mbo4f0vps12dr0fcvjn3wyp5,1,61.3,54.8,2025-03-31T17:36:56.313Z,2025-03-31T18:15:47Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,5614514181,56,Center,5614514819,233,172,5614514185,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324421,173,1,1,25,22,33hzf6j2rd9r50g2n4agsytkd,1,28.8,67.5,2025-03-31T17:37:00.779Z,2025-03-31T17:37:04Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5614476719,212,11.1,5614476717,141,78.7,5614476713,56,Back,5614476715,140,21.1,5614476721,213,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324419,262,43,1,25,26,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T17:37:03.970Z,2025-03-31T17:37:17Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614477637,144,7,5614476693,56,Center,5614476697,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324451,174,1,1,25,26,33hzf6j2rd9r50g2n4agsytkd,1,21.4,76.3,2025-03-31T17:37:04.298Z,2025-03-31T17:37:05Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614476885,140,19.0,5614476889,212,17.2,5614476883,56,Back,5614476887,141,51.3,5614476891,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324469,175,1,1,25,27,33hzf6j2rd9r50g2n4agsytkd,1,18.1,49.4,2025-03-31T17:37:05.611Z,2025-03-31T17:37:08Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614477007,140,22.9,5614477013,213,5.04,5614477011,212,15.7,5614477009,141,27.6,5614477005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324505,176,1,1,25,30,33hzf6j2rd9r50g2n4agsytkd,1,19.0,30.4,2025-03-31T17:37:07.995Z,2025-03-31T17:37:10Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614477219,141,67.3,5614477223,213,1.65,5614477217,140,17.1,5614477215,56,Back,5614477221,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324571,177,1,1,25,32,33hzf6j2rd9r50g2n4agsytkd,1,18.1,68.8,2025-03-31T17:37:10.795Z,2025-03-31T17:37:15Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614477581,140,33.6,5614477585,212,21.3,5614477587,213,0.70,5614477579,56,Back,5614477583,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324587,178,1,1,25,37,33hzf6j2rd9r50g2n4agsytkd,1,36.3,88.4,2025-03-31T17:37:15.515Z,2025-03-31T17:48:36Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614477661,213,3.85,5614477651,56,Back,5614477655,140,23.9,5614477657,141,72.1,5614477659,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324623,179,1,1,25,39,33hzf6j2rd9r50g2n4agsytkd,1,25.1,68.2,2025-03-31T17:37:17.562Z,2025-03-31T17:48:38Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614477901,212,46.8,5614477905,1,,5614477895,56,Right,5614477897,140,50.9,5614477903,213,5.33,5614477899,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324709,180,1,1,25,48,33hzf6j2rd9r50g2n4agsytkd,1,57.5,19.7,2025-03-31T17:37:25.979Z,2025-03-31T17:48:40Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614478401,56,Back,5614478415,213,2.49,5614478405,140,49.1,5614478411,141,29.5,5614478413,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324741,181,1,1,25,52,33hzf6j2rd9r50g2n4agsytkd,1,49.9,29.8,2025-03-31T17:37:30.203Z,2025-03-31T17:48:35Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614478555,141,57.5,5614478551,56,Center,5614478559,213,1.55,5614478553,140,50.3,5614478557,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324769,182,1,1,25,55,33hzf6j2rd9r50g2n4agsytkd,1,50.4,58.8,2025-03-31T17:37:33.114Z,2025-03-31T17:48:33Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614478709,213,0.86,5614478703,140,62.2,5614478707,212,19.0,5614478705,141,79.9,5614478701,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324805,183,1,1,25,58,33hzf6j2rd9r50g2n4agsytkd,1,61.8,81.2,2025-03-31T17:37:36.155Z,2025-03-31T17:37:39Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614478923,213,0.66,5614478913,140,70.9,5614478911,56,Left,5614478919,212,12.1,5614478915,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324839,184,1,1,26,1,33hzf6j2rd9r50g2n4agsytkd,1,67.9,88.4,2025-03-31T17:37:39.035Z,2025-03-31T17:37:41Z,cpamr0c0qq5lf5u6de1cbvgx6,E. Bećirović,,,5614479119,213,3.22,5614479117,212,12.4,5614479113,140,56.1,5614479115,141,86.9,5614479111,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324859,185,1,1,26,3,33hzf6j2rd9r50g2n4agsytkd,1,54.6,85.3,2025-03-31T17:37:41.643Z,2025-03-31T17:37:44Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614479229,141,63.3,5614479225,56,Back,5614479231,212,16.5,5614479227,140,47.9,5614479233,213,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324919,186,1,1,26,5,33hzf6j2rd9r50g2n4agsytkd,1,47.9,63.3,2025-03-31T17:37:43.883Z,2025-03-31T17:37:49Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614479545,141,26.4,5614479549,212,25.1,5614479539,56,Back,5614479541,140,48.4,5614479551,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324973,187,1,1,26,11,33hzf6j2rd9r50g2n4agsytkd,1,58.7,26.1,2025-03-31T17:37:49.067Z,2025-03-31T17:37:54Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614479837,140,65.3,5614479841,212,10.1,5614479839,141,15.2,5614479835,56,Right,5614479843,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324965,264,83,1,26,14,5mbo4f0vps12dr0fcvjn3wyp5,0,34.6,85.3,2025-03-31T17:37:52.402Z,2025-03-31T17:37:57Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,5614479987,399,6ivuk1j53ybmv5hhzp55ybzzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794324993,188,1,1,26,16,33hzf6j2rd9r50g2n4agsytkd,1,62.9,23.7,2025-03-31T17:37:54.461Z,2025-03-31T17:37:59Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614479953,155,,5614479957,140,66.7,5614479963,213,1.47,5614479959,141,80.9,5614479961,212,39.1,5614480179,1,,5614479955,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325031,189,1,1,26,21,33hzf6j2rd9r50g2n4agsytkd,1,65.7,80.9,2025-03-31T17:37:59.114Z,2025-03-31T17:38:00Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614480205,213,0.33,5614480199,140,78.0,5614480195,155,,5614480201,141,87.5,5614480203,212,13.7,5614480197,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325035,190,43,1,26,22,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T17:38:00.299Z,2025-03-31T17:49:25Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614521049,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325041,191,43,1,26,22,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T17:38:00.579Z,2025-03-31T17:49:23Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614520941,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325067,192,50,1,26,22,33hzf6j2rd9r50g2n4agsytkd,1,71.4,92.8,2025-03-31T17:38:00.657Z,2025-03-31T18:15:48Z,cpamr0c0qq5lf5u6de1cbvgx6,E. Bećirović,,,5614480363,286,,5614480415,233,265,5614480361,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325047,265,7,1,26,22,5mbo4f0vps12dr0fcvjn3wyp5,1,28.6,7.2,2025-03-31T17:38:00.658Z,2025-03-31T18:15:48Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614480267,56,Back,5614480269,285,,5614480381,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325095,267,50,1,26,26,5mbo4f0vps12dr0fcvjn3wyp5,1,41.6,4.8,2025-03-31T17:38:04.226Z,2025-03-31T18:15:49Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614480499,56,Back,5614522329,233,193,5614480501,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325127,193,7,1,26,26,33hzf6j2rd9r50g2n4agsytkd,1,58.4,95.2,2025-03-31T17:38:04.227Z,2025-03-31T18:15:48Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614480639,285,,5614522313,233,267,5614480637,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325145,194,1,1,26,28,33hzf6j2rd9r50g2n4agsytkd,1,58.1,90.6,2025-03-31T17:38:06.651Z,2025-03-31T17:50:28Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614480723,56,Left,5614480731,213,6.23,5614480727,141,90.0,5614480725,140,65.8,5614480729,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325181,196,1,1,26,32,33hzf6j2rd9r50g2n4agsytkd,1,65.6,90.6,2025-03-31T17:38:10.635Z,2025-03-31T17:50:12Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614480895,213,4.54,5614480883,56,Left,5614480893,212,8.0,5614480891,141,79.0,5614480887,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325231,197,1,1,26,34,33hzf6j2rd9r50g2n4agsytkd,1,62.9,80.5,2025-03-31T17:38:12.171Z,2025-03-31T17:38:14Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5614481149,213,1.28,5614481147,212,5.5,5614481143,140,64.4,5614481145,141,88.3,5614481141,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325267,198,1,1,26,36,33hzf6j2rd9r50g2n4agsytkd,1,62.3,88.7,2025-03-31T17:38:14.619Z,2025-03-31T17:50:26Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614481361,141,62.6,5614481363,212,31.8,5614481365,213,3.73,5614481355,56,Back,5614481359,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325361,199,1,1,26,43,33hzf6j2rd9r50g2n4agsytkd,1,42.1,51.2,2025-03-31T17:38:21.580Z,2025-03-31T17:38:27Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614481969,213,5.35,5614481965,141,19.8,5614481967,212,26.6,5614481961,56,Right,5614481963,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325537,200,1,1,26,49,33hzf6j2rd9r50g2n4agsytkd,1,72.0,15.9,2025-03-31T17:38:27.211Z,2025-03-31T17:38:47Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614482947,212,7.4,5614482943,140,72.6,5614482949,213,1.49,5614482941,56,Center,5614482945,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325539,201,4,1,26,55,33hzf6j2rd9r50g2n4agsytkd,1,71.9,11.7,2025-03-31T17:38:33.169Z,2025-03-31T17:50:45Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5614484459,233,268,5614483021,56,Right,5614483601,294,,5614483027,286,,5614483023,152,,5614483019,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325419,268,4,1,26,55,5mbo4f0vps12dr0fcvjn3wyp5,0,28.1,88.3,2025-03-31T17:38:33.170Z,2025-03-31T17:50:45Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614483629,294,,5614482285,56,Back,5614484467,233,201,5614482283,13,,5614482287,152,,5614482291,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794325771,202,1,1,27,26,33hzf6j2rd9r50g2n4agsytkd,0,70.1,20.4,2025-03-31T17:39:04.875Z,2025-03-31T17:39:08Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5614484185,212,32.9,5614484171,2,,5614484175,155,,5614484181,140,95.1,5614484177,152,,5614484189,1,,5614484173,5,,5614484179,56,Center,5614484187,213,5614484183,141,49.6,0.65,,,,,,,,,,,,,,,,,,,,,,,,
2794326039,271,1,1,27,51,5mbo4f0vps12dr0fcvjn3wyp5,1,6.2,49.6,2025-03-31T17:39:29.803Z,2025-03-31T17:39:41Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614485859,1,,5614485857,213,0.65,5614485853,141,89.3,5614485855,212,44.4,5614485849,56,Back,5614486299,189,,5614485851,140,39.8,5614485847,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326045,272,61,1,27,55,5mbo4f0vps12dr0fcvjn3wyp5,0,39.7,90.2,2025-03-31T17:39:33.250Z,2025-03-31T17:52:43Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,5614485881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326063,203,1,1,27,56,33hzf6j2rd9r50g2n4agsytkd,0,80.0,21.3,2025-03-31T17:39:34.331Z,2025-03-31T17:39:35Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614485981,212,3.5,5614485975,140,76.7,5614485985,213,3.08,5614485977,141,21.6,5614485973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326059,273,8,1,27,56,5mbo4f0vps12dr0fcvjn3wyp5,1,33.6,93.6,2025-03-31T17:39:34.924Z,2025-03-31T17:52:45Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,5614485967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326287,205,4,1,27,58,33hzf6j2rd9r50g2n4agsytkd,1,70.7,3.6,2025-03-31T17:39:36.016Z,2025-03-31T18:15:37Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614487287,56,Right,5614525069,233,274,5614487293,286,,5614487285,13,,5614487289,152,,5614529621,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326099,274,4,1,27,58,5mbo4f0vps12dr0fcvjn3wyp5,0,29.3,96.4,2025-03-31T17:39:36.017Z,2025-03-31T18:15:37Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614525087,233,205,5614489709,285,,5614489705,295,,5614486157,56,Back,5614489703,13,,5614489707,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326101,275,43,1,27,59,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-03-31T17:39:37.158Z,2025-03-31T17:40:33Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614486175,347,0,5614486173,56,Back,5614487253,233,204,5614489831,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326283,204,43,1,28,0,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-03-31T17:39:38.539Z,2025-03-31T17:40:40Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614487177,347,0,5614487175,56,Right,5614490265,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326305,206,1,1,28,15,33hzf6j2rd9r50g2n4agsytkd,1,71.7,5.6,2025-03-31T17:39:53.516Z,2025-03-31T17:55:06Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614487319,56,Right,5614487327,213,2.77,5614487317,152,,5614487323,141,12.3,5614487325,212,12.7,5614487315,5,,5614487321,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326311,207,1,1,28,16,33hzf6j2rd9r50g2n4agsytkd,1,58.8,13.5,2025-03-31T17:39:54.443Z,2025-03-31T17:55:08Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614487347,212,10.4,5614487343,140,68.0,5614487349,213,5.91,5614487341,56,Right,5614487345,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326333,208,1,1,28,17,33hzf6j2rd9r50g2n4agsytkd,0,68.6,7.4,2025-03-31T17:39:55.226Z,2025-03-31T17:55:10Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614487453,56,Center,5614487463,1,,5614487457,141,48.7,5614487445,2,,5614487459,212,35.2,5614487461,213,0.92,5614487449,155,,5614487455,140,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794334281,345,1,1,28,19,33hzf6j2rd9r50g2n4agsytkd,0,86.6,34.0,2025-03-31T17:39:57.758Z,2025-03-31T17:54:44Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614535367,56,Center,5614535373,212,8.8,5614535371,141,46.6,5614535369,140,88.3,5614535375,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794334275,387,12,1,28,20,5mbo4f0vps12dr0fcvjn3wyp5,1,12.0,53.8,2025-03-31T17:39:58.181Z,2025-03-31T17:55:03Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614535881,140,4.3,5614535885,212,8.1,5614535883,141,53.0,5614536077,15,,5614535887,213,3.21,5614535879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326543,277,1,1,28,34,5mbo4f0vps12dr0fcvjn3wyp5,0,10.5,32.7,2025-03-31T17:40:12.723Z,2025-03-31T17:40:23Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614488655,56,Center,5614488659,141,30.6,5614488763,189,,5614488665,1,,5614488657,140,89.4,5614488663,213,6.27,5614488653,199,,5614488661,212,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326739,210,1,1,28,49,33hzf6j2rd9r50g2n4agsytkd,1,14.3,46.7,2025-03-31T17:40:27.419Z,2025-03-31T17:40:32Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5614489733,123,,5614489745,212,9.9,5614489737,56,Back,5614489741,140,12.3,5614489743,141,32.5,5614489747,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326785,211,1,1,28,54,33hzf6j2rd9r50g2n4agsytkd,1,22.2,33.9,2025-03-31T17:40:32.171Z,2025-03-31T17:40:36Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614490019,56,Back,5614490023,141,41.6,5614490027,213,0.57,5614490025,212,9.6,5614490021,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326801,212,1,1,28,58,33hzf6j2rd9r50g2n4agsytkd,0,31.1,37.0,2025-03-31T17:40:36.188Z,2025-03-31T17:56:24Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5614490115,213,4.97,5614490111,141,0.0,5614490109,140,37.5,5614490105,56,Back,5614490113,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326805,213,5,1,28,58,33hzf6j2rd9r50g2n4agsytkd,0,36.8,-1.4,2025-03-31T17:40:36.642Z,2025-03-31T17:50:41Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5614490195,233,278,5614490129,56,Back,5614490131,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326803,278,5,1,28,58,5mbo4f0vps12dr0fcvjn3wyp5,1,63.2,101.4,2025-03-31T17:40:36.642Z,2025-03-31T17:50:41Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614490167,233,213,5614490121,56,Left,5614490123,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326887,279,1,1,29,3,5mbo4f0vps12dr0fcvjn3wyp5,1,64.3,100.0,2025-03-31T17:40:41.810Z,2025-03-31T17:59:40Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,5614490607,56,Left,5614490615,213,4.22,5614490611,141,95.9,5614490609,140,62.2,5614490605,107,,5614539629,189,,5614490613,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326907,280,1,1,29,4,5mbo4f0vps12dr0fcvjn3wyp5,1,62.2,95.9,2025-03-31T17:40:42.947Z,2025-03-31T17:57:47Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614490715,213,0.05,5614490707,56,Left,5614490713,212,8.9,5614490709,140,70.7,5614490711,141,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794326923,281,1,1,29,5,5mbo4f0vps12dr0fcvjn3wyp5,1,71.1,96.9,2025-03-31T17:40:43.290Z,2025-03-31T17:59:38Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,5614490815,141,83.6,5614490819,213,4.25,5614490817,212,10.1,5614490811,56,Left,5614490813,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794327263,283,1,1,29,6,5mbo4f0vps12dr0fcvjn3wyp5,1,65.4,82.0,2025-03-31T17:40:44.468Z,2025-03-31T17:58:01Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614543535,140,71.1,5614543541,213,0.77,5614543539,212,8.4,5614543537,141,90.6,5614543533,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
