id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2805495485,121,1,1,10,29,czkf5t3ai00ghwbga03i5aqxw,0,12.0,100.0,2025-04-24T17:11:11.031Z,2025-04-24T17:11:14Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,5676108929,141,93.8,5676108931,212,30.0,5676108923,107,,5676108935,1,,5676108927,140,40.1,5676108933,213,6.10,5676108925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495501,84,1,1,10,33,cfvya7igkhkas7wvsktwz6j8k,1,59.9,8.5,2025-04-24T17:11:14.606Z,2025-04-24T17:11:16Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5676109003,141,3.2,5676109001,140,69.4,5676109005,212,10.6,5676108997,3,,5676108999,56,Right,5676109007,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495503,85,1,1,10,34,cfvya7igkhkas7wvsktwz6j8k,0,65.7,2.9,2025-04-24T17:11:16.207Z,2025-04-24T17:17:44Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,5676109025,141,11.7,5676109021,56,Right,5676109023,140,61.8,5676109027,212,7.3,5676109019,3,,5676109029,213,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495543,122,1,1,10,36,czkf5t3ai00ghwbga03i5aqxw,1,37.0,82.6,2025-04-24T17:11:17.872Z,2025-04-24T17:11:22Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,5676109283,157,,5676109293,213,5.94,5676109289,141,72.0,5676109291,212,21.7,5676109285,56,Center,5676109295,1,,5676109287,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495549,123,3,1,10,37,czkf5t3ai00ghwbga03i5aqxw,0,59.2,81.4,2025-04-24T17:11:18.812Z,2025-04-24T17:19:37Z,3bepi58wwope38a478y7jwlxw,A. Priske,,5676123291,233,86,5676109319,56,Left,5676123251,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495555,86,7,1,10,37,cfvya7igkhkas7wvsktwz6j8k,1,40.8,18.6,2025-04-24T17:11:18.813Z,2025-04-24T17:19:38Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5676109329,56,Back,5676123287,233,123,5676109331,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498055,152,1,1,10,39,cfvya7igkhkas7wvsktwz6j8k,0,35.8,18.4,2025-04-24T17:11:20.874Z,2025-04-24T17:19:12Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5676124355,212,20.2,5676124353,141,43.0,5676124351,140,25.1,5676124349,56,Back,5676124357,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498053,151,51,1,10,40,cfvya7igkhkas7wvsktwz6j8k,1,27.5,45.1,2025-04-24T17:11:21.731Z,2025-04-24T17:19:24Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5676124593,169,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495577,125,15,1,10,45,czkf5t3ai00ghwbga03i5aqxw,1,93.6,65.8,2025-04-24T17:11:26.664Z,2025-04-24T17:53:58Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5676110007,72,,5676185763,64,,5676110021,147,63.2,5676109429,56,Center,5676109425,22,,5676127261,76,,5676110017,458,,5676110013,103,3.2,5676110019,146,94.6,5676110027,233,87,5676110011,102,5676110015,215,,5676124781,468,151,,,,,,,,52.3,,,,,,,,
2805495603,87,10,1,10,45,cfvya7igkhkas7wvsktwz6j8k,1,3.1,42.0,2025-04-24T17:11:26.764Z,2025-04-24T18:03:59Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5676109573,56,Back,5676109627,183,,5676109569,178,,5676109567,173,,5676110035,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495629,88,6,1,10,46,cfvya7igkhkas7wvsktwz6j8k,0,1.8,29.8,2025-04-24T17:11:27.663Z,2025-04-24T17:52:51Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5676109663,56,Back,5676109665,73,,5676110699,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495583,126,6,1,10,46,czkf5t3ai00ghwbga03i5aqxw,1,98.2,70.2,2025-04-24T17:11:27.663Z,2025-04-24T17:52:51Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5676110695,233,88,5676109491,56,Center,5676109493,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495737,128,1,1,11,18,czkf5t3ai00ghwbga03i5aqxw,0,99.7,99.5,2025-04-24T17:12:00.159Z,2025-04-24T17:21:26Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5676110369,223,,5676110379,213,4.74,5676110363,6,,5676110373,140,100.0,5676110377,212,43.3,5676110367,155,,5676110361,2,,5676110381,1,,5676110371,56,Center,5676110375,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,
2805495733,89,5,1,11,21,cfvya7igkhkas7wvsktwz6j8k,1,-1.2,63.2,2025-04-24T17:12:03.247Z,2025-04-24T17:52:35Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5676110355,56,Back,5676110425,233,129,5676110357,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495743,129,5,1,11,21,czkf5t3ai00ghwbga03i5aqxw,0,101.2,36.8,2025-04-24T17:12:03.247Z,2025-04-24T17:52:35Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,5676110401,56,Center,5676110403,346,,5676110429,233,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495865,91,1,1,11,47,cfvya7igkhkas7wvsktwz6j8k,1,5.2,61.8,2025-04-24T17:12:29.280Z,2025-04-24T17:12:31Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5676111121,140,2.9,5676111125,212,6.8,5676111119,56,Back,5676111127,213,4.35,5676111131,237,,5676111123,141,52.5,5676111117,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495889,92,1,1,11,49,cfvya7igkhkas7wvsktwz6j8k,1,2.5,51.8,2025-04-24T17:12:31.199Z,2025-04-24T17:12:35Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5676111297,213,1.34,5676111291,140,5.5,5676111295,212,13.9,5676111289,56,Back,5676111293,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495901,93,1,1,11,53,cfvya7igkhkas7wvsktwz6j8k,1,18.3,73.0,2025-04-24T17:12:35.408Z,2025-04-24T17:12:37Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5676111361,212,44.4,5676111365,1,,5676111359,141,71.4,5676111353,155,,5676111363,213,6.26,5676111357,140,60.6,5676111355,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495921,94,1,1,11,55,cfvya7igkhkas7wvsktwz6j8k,1,63.1,69.1,2025-04-24T17:12:37.328Z,2025-04-24T17:12:40Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5676111459,140,55.5,5676111461,141,70.6,5676111465,213,3.01,5676111463,212,8.0,5676111457,56,Center,5676111455,3,,5676111469,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495925,95,3,1,11,59,cfvya7igkhkas7wvsktwz6j8k,0,57.4,72.2,2025-04-24T17:12:40.447Z,2025-04-24T18:10:10Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5676111521,233,130,5676111483,56,Center,5676111485,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495931,130,7,1,11,59,czkf5t3ai00ghwbga03i5aqxw,1,42.6,27.8,2025-04-24T17:12:40.448Z,2025-04-24T18:10:10Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676111505,56,Back,5676111513,233,95,5676111507,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495949,97,83,1,12,3,cfvya7igkhkas7wvsktwz6j8k,0,59.9,80.8,2025-04-24T17:12:44.424Z,2025-04-24T17:22:17Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,5676111763,399,bhaqw4112j43c753dlxhy61ud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495947,132,1,1,12,3,czkf5t3ai00ghwbga03i5aqxw,0,39.9,19.7,2025-04-24T17:12:44.671Z,2025-04-24T17:22:16Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676130253,213,0.30,5676111579,56,Back,5676130295,233,98,5676130247,140,42.0,5676130299,286,,5676130251,212,2.3,5676130293,236,,5676130249,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495953,98,74,1,12,3,cfvya7igkhkas7wvsktwz6j8k,1,58.4,80.8,2025-04-24T17:12:44.672Z,2025-04-24T17:22:16Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5676111609,56,Left,5676111611,285,,5676130301,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495959,133,1,1,12,4,czkf5t3ai00ghwbga03i5aqxw,1,40.1,5.9,2025-04-24T17:12:46.223Z,2025-04-24T17:12:47Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5676111645,213,1.07,5676111643,212,6.1,5676111637,56,Back,5676111641,141,13.8,5676111639,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495977,134,1,1,12,5,czkf5t3ai00ghwbga03i5aqxw,1,42.1,12.8,2025-04-24T17:12:46.800Z,2025-04-24T17:12:49Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676111739,141,12.2,5676111737,140,30.5,5676111743,213,3.18,5676111741,212,12.2,5676111735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495997,135,1,1,12,8,czkf5t3ai00ghwbga03i5aqxw,1,28.9,15.2,2025-04-24T17:12:49.959Z,2025-04-24T17:12:52Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,5676111891,212,11.1,5676111885,56,Back,5676111887,140,38.6,5676111893,213,5.87,5676111889,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496003,136,1,1,12,11,czkf5t3ai00ghwbga03i5aqxw,1,39.4,8.9,2025-04-24T17:12:52.431Z,2025-04-24T17:12:53Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676111919,141,17.6,5676111917,140,29.5,5676111915,56,Back,5676111921,212,12.0,5676111923,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496013,137,1,1,12,11,czkf5t3ai00ghwbga03i5aqxw,1,29.7,17.7,2025-04-24T17:12:53.040Z,2025-04-24T17:12:54Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,5676111977,141,23.4,5676111975,140,34.3,5676111981,213,0.68,5676111979,212,6.2,5676111973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496053,138,1,1,12,13,czkf5t3ai00ghwbga03i5aqxw,1,34.4,24.1,2025-04-24T17:12:54.712Z,2025-04-24T17:12:59Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,5676112177,56,Back,5676112185,213,2.72,5676112181,141,40.0,5676112179,140,11.7,5676112183,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496089,139,1,1,12,18,czkf5t3ai00ghwbga03i5aqxw,1,12.3,39.2,2025-04-24T17:12:59.496Z,2025-04-24T17:13:04Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,5676112429,213,4.67,5676112423,140,11.8,5676112427,212,13.8,5676112419,56,Back,5676112425,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496095,140,1,1,12,22,czkf5t3ai00ghwbga03i5aqxw,0,11.8,16.7,2025-04-24T17:13:04.136Z,2025-04-24T17:13:06Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,5676112449,56,Back,5676112457,213,5.10,5676112455,212,2.8,5676112451,140,12.8,5676112573,233,99,5676112577,286,,5676112453,141,12.9,5676112571,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496121,99,74,1,12,22,cfvya7igkhkas7wvsktwz6j8k,1,90.3,86.5,2025-04-24T17:13:04.137Z,2025-04-24T17:52:47Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,5676112563,56,Left,5676112565,285,,5676112579,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496137,100,1,1,12,25,cfvya7igkhkas7wvsktwz6j8k,1,90.6,87.5,2025-04-24T17:13:07.008Z,2025-04-24T17:13:08Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,5676112633,141,71.1,5676112635,212,11.3,5676112631,140,92.3,5676112637,213,4.87,5676112629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496153,102,1,1,12,26,cfvya7igkhkas7wvsktwz6j8k,1,93.3,70.3,2025-04-24T17:13:08.367Z,2025-04-24T17:13:10Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5676112721,141,57.0,5676112723,212,13.1,5676112725,213,3.91,5676112717,56,Center,5676112719,140,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496155,103,61,1,12,29,cfvya7igkhkas7wvsktwz6j8k,0,81.3,56.0,2025-04-24T17:13:10.799Z,2025-04-24T17:13:43Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5676112729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496299,105,45,1,12,29,cfvya7igkhkas7wvsktwz6j8k,0,83.8,60.0,2025-04-24T17:13:10.800Z,2025-04-24T18:10:16Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5676113547,286,,5676113661,233,141,5676113545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496167,141,3,1,12,29,czkf5t3ai00ghwbga03i5aqxw,1,16.2,40.0,2025-04-24T17:13:10.800Z,2025-04-24T18:10:16Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676112783,56,Back,5676112785,285,,5676113653,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496197,143,1,1,12,33,czkf5t3ai00ghwbga03i5aqxw,1,26.5,52.8,2025-04-24T17:13:14.584Z,2025-04-24T17:13:36Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,1.0,5676112963,141,57.3,5676112969,1,,5676113457,210,13,5676112961,140,63.1,5676112965,212,38.6,5676112959,56,Center,5676112967,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496201,144,13,1,12,39,czkf5t3ai00ghwbga03i5aqxw,1,77.2,37.6,2025-04-24T17:13:21.008Z,2025-04-24T17:53:00Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5676113493,231,48.7,5676113479,29,,5676113489,215,,5676113155,20,,5676112977,56,Center,5676113475,23,,5676113491,230,97.8,5676113481,55,143,5676113485,102,43.0,5676112975,18,,5676113487,103,5676113477,81,,,,,,,,,,,,62.5,,,,,,,,
2805496209,104,5,1,12,41,cfvya7igkhkas7wvsktwz6j8k,1,-1.6,58.0,2025-04-24T17:13:22.576Z,2025-04-24T17:52:36Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5676113021,346,,5676113019,56,Back,5676113027,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496205,145,5,1,12,41,czkf5t3ai00ghwbga03i5aqxw,0,101.6,42.0,2025-04-24T17:13:22.576Z,2025-04-24T17:13:26Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5676113063,233,104,5676113001,346,,5676112999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496337,106,1,1,13,3,cfvya7igkhkas7wvsktwz6j8k,1,5.1,55.7,2025-04-24T17:13:45.024Z,2025-04-24T17:13:46Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5676113817,141,75.9,5676113811,124,,5676113815,140,10.6,5676113819,212,14.9,5676113841,189,,5676113813,56,Back,5676113821,213,1.17,5676113825,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496353,107,1,1,13,5,cfvya7igkhkas7wvsktwz6j8k,1,10.7,76.0,2025-04-24T17:13:47.232Z,2025-04-24T17:13:48Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5676113893,56,Back,5676113901,213,0.72,5676113899,212,18.8,5676113895,140,24.2,5676113897,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496375,108,1,1,13,6,cfvya7igkhkas7wvsktwz6j8k,1,24.2,94.2,2025-04-24T17:13:47.984Z,2025-04-24T17:13:51Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676114021,140,7.0,5676114023,141,89.3,5676114025,212,18.4,5676114019,56,Back,5676114027,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496393,109,1,1,13,10,cfvya7igkhkas7wvsktwz6j8k,1,10.4,92.4,2025-04-24T17:13:51.569Z,2025-04-24T17:13:55Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5676114087,140,45.5,5676114091,212,46.5,5676114095,1,,5676114085,56,Back,5676114089,141,50.7,5676114093,213,5.63,5676114083,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496425,110,1,1,13,13,cfvya7igkhkas7wvsktwz6j8k,1,47.1,47.0,2025-04-24T17:13:54.848Z,2025-04-24T17:13:59Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5676114231,140,58.5,5676114235,212,25.8,5676114237,213,5.19,5676114229,56,Right,5676114233,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496467,111,1,1,13,18,cfvya7igkhkas7wvsktwz6j8k,1,60.9,11.0,2025-04-24T17:13:59.455Z,2025-04-24T17:14:04Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,5676114433,141,27.7,5676114429,56,Center,5676114437,213,2.00,5676114431,140,56.0,5676114435,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496485,112,1,1,13,23,cfvya7igkhkas7wvsktwz6j8k,1,55.1,33.3,2025-04-24T17:14:04.480Z,2025-04-24T17:14:06Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5676114549,212,15.6,5676114543,56,Center,5676114551,213,1.32,5676114547,141,55.5,5676114545,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496501,113,1,1,13,25,cfvya7igkhkas7wvsktwz6j8k,1,59.0,53.1,2025-04-24T17:14:06.689Z,2025-04-24T17:14:08Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5676114609,140,70.2,5676114611,141,33.7,5676114613,212,17.7,5676114607,56,Center,5676114615,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496521,114,1,1,13,27,cfvya7igkhkas7wvsktwz6j8k,1,69.6,25.0,2025-04-24T17:14:08.448Z,2025-04-24T17:14:11Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,5676114675,212,12.5,5676114673,141,21.2,5676114671,140,58.0,5676114669,56,Center,5676114677,213,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496539,116,1,1,13,30,cfvya7igkhkas7wvsktwz6j8k,1,58.9,18.3,2025-04-24T17:14:11.585Z,2025-04-24T17:14:14Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5676114757,140,62.5,5676114763,213,5.14,5676114755,56,Right,5676114759,141,6.1,5676114761,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496559,117,1,1,13,32,cfvya7igkhkas7wvsktwz6j8k,1,62.7,10.7,2025-04-24T17:14:14.080Z,2025-04-24T17:14:18Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,5676114897,212,8.5,5676114891,56,Right,5676114895,141,13.8,5676114899,213,2.89,5676114893,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496583,118,1,1,13,36,cfvya7igkhkas7wvsktwz6j8k,1,58.4,13.2,2025-04-24T17:14:17.856Z,2025-04-24T17:14:22Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5676115065,56,Back,5676115073,213,3.07,5676115071,212,18.1,5676115069,141,15.0,5676115067,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496595,119,1,1,13,41,cfvya7igkhkas7wvsktwz6j8k,1,42.4,13.7,2025-04-24T17:14:22.752Z,2025-04-24T17:14:25Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5676115137,212,36.5,5676115131,56,Center,5676115135,141,46.4,5676115139,213,0.65,5676115141,1,,5676115133,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496607,120,1,1,13,43,cfvya7igkhkas7wvsktwz6j8k,1,71.1,47.9,2025-04-24T17:14:25.183Z,2025-04-24T17:14:27Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5676115193,212,3.6,5676115199,156,,5676115189,140,68.1,5676115195,213,2.65,5676115191,141,50.4,5676115187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496617,121,3,1,13,45,cfvya7igkhkas7wvsktwz6j8k,1,66.6,48.0,2025-04-24T17:14:26.760Z,2025-04-24T18:10:17Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,5676115235,56,Center,5676115241,233,147,5676115237,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496603,147,45,1,13,45,czkf5t3ai00ghwbga03i5aqxw,0,33.4,52.0,2025-04-24T17:14:26.760Z,2025-04-24T18:10:17Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5676115245,233,121,5676115169,285,,5676115167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496625,122,1,1,13,47,cfvya7igkhkas7wvsktwz6j8k,1,80.9,61.5,2025-04-24T17:14:28.880Z,2025-04-24T17:14:30Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,5676115295,213,0.66,5676115285,140,91.4,5676115281,56,Center,5676115291,212,14.0,5676115289,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496641,123,1,1,13,49,cfvya7igkhkas7wvsktwz6j8k,0,93.2,75.0,2025-04-24T17:14:30.415Z,2025-04-24T17:14:34Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5676115381,213,4.85,5676115375,140,95.2,5676115371,155,,5676115377,141,52.5,5676115411,233,149,5676115373,56,Center,5676115369,2,,5676115379,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496639,148,44,1,13,51,czkf5t3ai00ghwbga03i5aqxw,1,6.2,48.2,2025-04-24T17:14:32.552Z,2025-04-24T18:10:22Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,5676115367,285,,5676115365,56,Back,5676115407,233,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496645,124,44,1,13,51,cfvya7igkhkas7wvsktwz6j8k,0,93.8,51.8,2025-04-24T17:14:32.553Z,2025-04-24T18:10:23Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,5676115389,56,Center,5676115415,233,148,5676115391,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496643,149,11,1,13,51,czkf5t3ai00ghwbga03i5aqxw,1,8.7,49.4,2025-04-24T17:14:33.121Z,2025-04-24T17:14:35Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,5676115387,88,,5676115385,56,Back,5676115421,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496653,150,1,1,13,52,czkf5t3ai00ghwbga03i5aqxw,1,12.4,50.7,2025-04-24T17:14:34.374Z,2025-04-24T17:14:36Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,5676115479,212,13.9,5676115473,56,Back,5676115477,141,54.0,5676115475,140,25.5,5676115471,123,,5676115481,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496681,151,1,1,13,54,czkf5t3ai00ghwbga03i5aqxw,1,26.2,54.6,2025-04-24T17:14:36.080Z,2025-04-24T17:14:43Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676115687,56,Back,5676115691,141,71.7,5676115695,213,1.44,5676115689,140,27.7,5676115693,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496731,152,1,1,14,1,czkf5t3ai00ghwbga03i5aqxw,1,31.2,80.0,2025-04-24T17:14:43.079Z,2025-04-24T17:14:50Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,5676116001,141,67.5,5676116005,213,4.64,5676115999,140,30.6,5676116003,212,8.5,5676115997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805496735,153,4,1,14,9,czkf5t3ai00ghwbga03i5aqxw,1,41.6,71.9,2025-04-24T17:14:50.457Z,2025-04-24T17:52:43Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5676116017,152,,5676116079,233,125,5676116011,13,,5676116015,56,Back,5676116019,286,,5676116013,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
