id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2818871973,172,1,1,15,3,9zqn9ugvg64it0lr5z8cq4g9v,1,76.2,57.3,2025-05-25T14:45:33.182Z,2025-05-25T14:45:36Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5749975599,141,37.0,5749975595,56,Center,5749975603,213,4.79,5749975601,212,13.8,5749975597,140,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871977,173,50,1,15,6,9zqn9ugvg64it0lr5z8cq4g9v,1,76.2,34.2,2025-05-25T14:45:35.981Z,2025-05-25T15:22:15Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5749975737,233,146,5749975615,286,,5749975613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871993,146,7,1,15,6,czkf5t3ai00ghwbga03i5aqxw,1,23.8,65.8,2025-05-25T14:45:35.982Z,2025-05-25T15:22:15Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5749975713,56,Back,5749975715,285,,5749975731,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872005,148,1,1,15,8,czkf5t3ai00ghwbga03i5aqxw,1,22.1,56.3,2025-05-25T14:45:38.611Z,2025-05-25T14:45:39Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5749975787,213,5.29,5749975781,140,24.7,5749975785,212,5.0,5749975779,56,Back,5749975783,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872009,149,1,1,15,9,czkf5t3ai00ghwbga03i5aqxw,1,24.7,50.1,2025-05-25T14:45:39.443Z,2025-05-25T14:45:40Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5749975807,141,52.7,5749975809,212,10.5,5749975805,140,14.8,5749975811,213,2.97,5749975803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872025,150,1,1,15,10,czkf5t3ai00ghwbga03i5aqxw,1,14.8,52.7,2025-05-25T14:45:40.603Z,2025-05-25T14:45:52Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5749975893,56,Back,5749975901,213,5.22,5749975897,141,26.7,5749976311,155,,5749975895,140,24.1,5749975899,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872043,151,1,1,15,14,czkf5t3ai00ghwbga03i5aqxw,1,28.1,26.2,2025-05-25T14:45:44.059Z,2025-05-25T14:45:46Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5749975999,140,19.5,5749976001,141,28.3,5749976003,212,9.1,5749975997,56,Back,5749976005,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872061,152,1,1,15,16,czkf5t3ai00ghwbga03i5aqxw,1,19.5,28.3,2025-05-25T14:45:46.421Z,2025-05-25T14:45:48Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5749976085,212,35.2,5749976089,1,,5749976083,141,24.7,5749976079,56,Center,5749976087,213,6.21,5749976081,140,52.9,5749976077,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872067,153,44,1,15,18,czkf5t3ai00ghwbga03i5aqxw,1,58.8,21.3,2025-05-25T14:45:47.934Z,2025-05-25T15:31:16Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5749976125,286,,5749976123,56,Center,5749976139,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872055,174,44,1,15,18,9zqn9ugvg64it0lr5z8cq4g9v,0,41.2,78.7,2025-05-25T14:45:47.935Z,2025-05-25T15:31:17Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749976183,233,153,5749976045,285,,5749976043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872073,154,61,1,15,18,czkf5t3ai00ghwbga03i5aqxw,0,52.9,24.7,2025-05-25T14:45:48.051Z,2025-05-25T14:45:55Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5749976137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872095,175,1,1,15,19,9zqn9ugvg64it0lr5z8cq4g9v,1,38.2,63.7,2025-05-25T14:45:49.358Z,2025-05-25T14:45:52Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5749976293,140,10.4,5749976295,141,61.1,5749976299,213,3.20,5749976291,56,Back,5749976297,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872131,177,1,1,15,25,9zqn9ugvg64it0lr5z8cq4g9v,1,7.2,61.7,2025-05-25T14:45:55.215Z,2025-05-25T14:45:58Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5749976511,212,15.4,5749976505,56,Back,5749976509,141,42.5,5749976513,213,5.27,5749976507,140,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872163,178,1,1,15,28,9zqn9ugvg64it0lr5z8cq4g9v,1,19.2,39.4,2025-05-25T14:45:58.238Z,2025-05-25T14:46:02Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5749976667,56,Back,5749976671,141,54.9,5749976673,212,18.7,5749976669,140,4.5,5749976675,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872177,179,1,1,15,32,9zqn9ugvg64it0lr5z8cq4g9v,1,8.1,57.5,2025-05-25T14:46:02.030Z,2025-05-25T14:46:04Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5749976753,140,33.7,5749976757,212,37.1,5749976755,141,95.0,5749976759,213,0.76,5749976749,155,,5749976761,1,,5749976751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872195,180,1,1,15,34,9zqn9ugvg64it0lr5z8cq4g9v,0,33.7,94.5,2025-05-25T14:46:04.031Z,2025-05-25T14:46:07Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5749976847,212,13.5,5749976841,56,Back,5749976849,213,5.87,5749976845,141,86.5,5749976839,155,,5749976843,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872207,181,4,1,15,38,9zqn9ugvg64it0lr5z8cq4g9v,1,46.6,82.9,2025-05-25T14:46:07.753Z,2025-05-25T15:22:04Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5749976991,294,,5749976995,152,,5749976989,13,,5749977215,233,155,5749976997,286,,5749976993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872257,155,4,1,15,38,czkf5t3ai00ghwbga03i5aqxw,0,53.4,17.1,2025-05-25T14:46:07.754Z,2025-05-25T15:22:05Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5749977175,56,Right,5749977249,233,181,5749977179,285,,5749977171,13,,5749977173,294,,5749977177,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872333,182,1,1,15,54,9zqn9ugvg64it0lr5z8cq4g9v,1,46.0,86.3,2025-05-25T14:46:23.790Z,2025-05-25T14:46:38Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5749977643,140,48.5,5749977647,212,13.7,5749977637,5,,5749977645,141,66.6,5749977649,213,4.91,5749977639,152,,5749978161,189,,5749977641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872341,183,1,1,15,54,9zqn9ugvg64it0lr5z8cq4g9v,1,48.5,66.4,2025-05-25T14:46:24.670Z,2025-05-25T14:46:39Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5749977717,56,Right,5749977723,212,38.8,5749978201,189,,5749977727,1,,5749977725,213,4.94,5749977715,155,,5749977719,140,57.0,5749977721,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872345,184,1,1,15,55,9zqn9ugvg64it0lr5z8cq4g9v,0,57.1,10.7,2025-05-25T14:46:25.470Z,2025-05-25T14:46:26Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5749977761,212,13.9,5749977759,141,31.0,5749977755,56,Center,5749977765,213,1.43,5749977757,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872421,157,1,1,16,2,czkf5t3ai00ghwbga03i5aqxw,1,39.9,69.3,2025-05-25T14:46:31.947Z,2025-05-25T15:20:15Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5749978109,213,1.21,5749978105,141,85.9,5749978101,56,Back,5749978103,140,44.0,5749978107,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872403,185,43,1,16,3,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-05-25T14:46:33.103Z,2025-05-25T15:19:35Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5749978219,399,dvl8q7nwvz3o6d73220d1ag2d,5750104637,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872427,158,1,1,16,7,czkf5t3ai00ghwbga03i5aqxw,1,45.8,92.7,2025-05-25T14:46:36.723Z,2025-05-25T15:20:16Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5749978171,213,3.11,5749978169,212,15.3,5749978165,140,31.2,5749978167,141,93.5,5749978163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872437,159,1,1,16,8,czkf5t3ai00ghwbga03i5aqxw,1,31.2,93.5,2025-05-25T14:46:38.395Z,2025-05-25T15:20:17Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5749978207,56,Back,5749978213,212,16.4,5749978209,140,23.9,5749978211,141,72.1,5749978215,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872439,160,1,1,16,10,czkf5t3ai00ghwbga03i5aqxw,1,24.7,70.5,2025-05-25T14:46:40.243Z,2025-05-25T14:46:43Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5749978223,140,29.5,5749978227,212,20.0,5749978229,213,4.97,5749978225,141,42.1,5749978221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872479,161,1,1,16,14,czkf5t3ai00ghwbga03i5aqxw,1,36.3,35.2,2025-05-25T14:46:43.786Z,2025-05-25T14:46:47Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5749978447,213,5.70,5749978443,141,8.2,5749978441,140,63.0,5749978445,212,33.5,5749978449,1,,5749978439,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872507,162,1,1,16,18,czkf5t3ai00ghwbga03i5aqxw,1,66.0,20.4,2025-05-25T14:46:47.763Z,2025-05-25T14:46:52Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5749978591,212,17.0,5749978585,56,Center,5749978589,141,45.4,5749978587,140,65.0,5749978593,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872517,163,4,1,16,22,czkf5t3ai00ghwbga03i5aqxw,1,73.3,28.1,2025-05-25T14:46:52.325Z,2025-05-25T15:20:05Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5749980055,13,,5750107165,295,,5749980061,286,,5749980345,233,188,5749980057,152,,5749978653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872807,188,4,1,16,22,9zqn9ugvg64it0lr5z8cq4g9v,0,26.7,71.9,2025-05-25T14:46:52.326Z,2025-05-25T15:20:12Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5749980353,233,163,5749980267,285,,5749980263,152,,5749986411,295,,5749980261,56,Back,5749980259,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872513,186,43,1,16,23,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-05-25T14:46:53.456Z,2025-05-25T14:47:49Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5749980365,144,5,5749978635,56,Back,5749978637,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872525,164,43,1,16,24,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-25T14:46:54.482Z,2025-05-25T14:47:42Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5749978681,346,0,5749980173,144,5,5749978715,233,186,5749978679,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872893,166,1,1,17,22,czkf5t3ai00ghwbga03i5aqxw,1,78.1,28.9,2025-05-25T14:47:52.563Z,2025-05-25T15:21:07Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5749980693,152,,5749980697,140,96.7,5749980703,213,0.95,5749980687,2,,5749980701,212,33.5,5749980691,155,,5749980689,5,,5749980695,56,Center,5749980699,141,5749980705,1,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,
2818872895,167,1,1,17,25,czkf5t3ai00ghwbga03i5aqxw,0,97.3,60.1,2025-05-25T14:47:55.410Z,2025-05-25T15:21:14Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5749980713,56,Center,5750112783,236,,5750112463,212,3.4,5750112459,140,95.6,5750112461,141,55.8,5750112465,213,4.16,5750112785,286,,5750113055,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872899,189,74,1,17,25,9zqn9ugvg64it0lr5z8cq4g9v,1,2.4,45.2,2025-05-25T14:47:55.411Z,2025-05-25T15:22:10Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5749980721,56,Back,5749984437,285,,5750113125,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872907,168,6,1,17,31,czkf5t3ai00ghwbga03i5aqxw,1,97.4,59.8,2025-05-25T14:48:00.914Z,2025-05-25T15:22:06Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5749980763,73,,5749980777,233,190,5749980761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818872901,190,6,1,17,31,9zqn9ugvg64it0lr5z8cq4g9v,0,2.6,40.2,2025-05-25T14:48:00.914Z,2025-05-25T14:48:05Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5749980747,56,Back,5749980783,233,168,5749980749,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873123,169,1,1,18,4,czkf5t3ai00ghwbga03i5aqxw,1,99.5,99.5,2025-05-25T14:48:34.170Z,2025-05-25T14:48:42Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5749981851,6,,5749981861,213,3.76,5749981859,212,22.8,5749981855,140,81.8,5749981857,141,80.0,5749981853,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873133,170,1,1,18,8,czkf5t3ai00ghwbga03i5aqxw,1,81.2,68.4,2025-05-25T14:48:38.610Z,2025-05-25T14:48:40Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5749981913,56,Center,5749981921,213,1.73,5749981915,140,80.2,5749981919,212,6.5,5749981917,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873139,171,1,1,18,10,czkf5t3ai00ghwbga03i5aqxw,0,80.2,77.8,2025-05-25T14:48:40.250Z,2025-05-25T14:48:43Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5749981993,212,39.3,5749981983,56,Center,5749981987,140,100.0,5749981995,213,5.30,5749981975,2,,5749981979,155,,5749982043,1,,5749981991,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873151,172,5,1,18,13,czkf5t3ai00ghwbga03i5aqxw,0,100.8,31.8,2025-05-25T14:48:42.958Z,2025-05-25T14:48:47Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5749982059,56,Center,5749982061,346,,5749982119,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873167,191,5,1,18,13,9zqn9ugvg64it0lr5z8cq4g9v,1,-0.8,68.2,2025-05-25T14:48:42.958Z,2025-05-25T15:22:27Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5749982109,56,Back,5749982111,346,,5749982113,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873261,192,1,1,18,33,9zqn9ugvg64it0lr5z8cq4g9v,1,5.5,59.9,2025-05-25T14:49:03.343Z,2025-05-25T14:49:04Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749982657,237,,5749982647,140,8.0,5749982653,213,5.10,5749982643,124,,5749982651,212,7.0,5749982645,56,Back,5749982649,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873273,193,1,1,18,34,9zqn9ugvg64it0lr5z8cq4g9v,1,8.0,50.4,2025-05-25T14:49:04.207Z,2025-05-25T14:49:06Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5749982717,212,16.1,5749982711,56,Back,5749982719,213,1.41,5749982715,141,73.8,5749982713,140,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873295,194,1,1,18,36,9zqn9ugvg64it0lr5z8cq4g9v,1,18.9,75.1,2025-05-25T14:49:06.286Z,2025-05-25T14:49:09Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749982853,212,16.1,5749982857,213,1.07,5749982845,140,26.3,5749982849,141,95.9,5749982841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873299,195,1,1,18,40,9zqn9ugvg64it0lr5z8cq4g9v,0,27.0,95.9,2025-05-25T14:49:09.759Z,2025-05-25T14:49:10Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5749982877,141,67.8,5749982873,56,Back,5749982875,140,46.8,5749982883,213,5.54,5749982879,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873327,175,1,1,18,43,czkf5t3ai00ghwbga03i5aqxw,1,50.2,37.0,2025-05-25T14:49:12.917Z,2025-05-25T14:49:14Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5749982991,140,67.5,5749982997,213,0.49,5749982993,141,51.2,5749982995,212,20.6,5749982989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873321,196,83,1,18,44,9zqn9ugvg64it0lr5z8cq4g9v,0,32.3,53.0,2025-05-25T14:49:13.758Z,2025-05-25T15:22:06Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5749983067,399,2zjl0xu23wp9j6ciq25irsq38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873333,176,50,1,18,44,czkf5t3ai00ghwbga03i5aqxw,1,67.6,49.7,2025-05-25T14:49:14.522Z,2025-05-25T15:22:16Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5749983025,286,,5749983079,233,197,5749983023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873341,197,7,1,18,44,9zqn9ugvg64it0lr5z8cq4g9v,1,32.4,50.3,2025-05-25T14:49:14.523Z,2025-05-25T15:22:16Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5749983061,285,,5749983071,233,176,5749983059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873349,199,1,1,18,47,9zqn9ugvg64it0lr5z8cq4g9v,1,30.0,50.9,2025-05-25T14:49:16.799Z,2025-05-25T14:49:18Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5749983091,56,Back,5749983095,141,64.3,5749983099,213,2.30,5749983097,212,12.3,5749983093,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873355,200,1,1,18,48,9zqn9ugvg64it0lr5z8cq4g9v,1,18.8,71.5,2025-05-25T14:49:18.432Z,2025-05-25T14:49:19Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749983135,141,55.1,5749983139,213,4.21,5749983131,56,Back,5749983133,140,12.9,5749983137,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873375,201,1,1,18,49,9zqn9ugvg64it0lr5z8cq4g9v,1,12.2,53.4,2025-05-25T14:49:19.567Z,2025-05-25T14:49:24Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5749983265,140,25.7,5749983269,212,34.9,5749983271,213,5.13,5749983263,56,Back,5749983273,1,,5749983267,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873379,202,1,1,18,54,9zqn9ugvg64it0lr5z8cq4g9v,1,25.7,5.5,2025-05-25T14:49:24.319Z,2025-05-25T14:49:25Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5749983291,56,Back,5749983297,212,13.9,5749983293,140,30.2,5749983295,141,24.7,5749983299,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873401,203,1,1,18,55,9zqn9ugvg64it0lr5z8cq4g9v,1,30.2,24.7,2025-05-25T14:49:25.072Z,2025-05-25T14:49:29Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5749983411,212,15.1,5749983405,56,Back,5749983409,141,13.1,5749983413,213,3.69,5749983407,140,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873405,204,1,1,18,59,9zqn9ugvg64it0lr5z8cq4g9v,1,24.8,14.0,2025-05-25T14:49:29.007Z,2025-05-25T14:49:29Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5749983435,212,9.8,5749983433,141,22.7,5749983437,213,0.64,5749983429,56,Back,5749983431,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873415,205,1,1,19,0,9zqn9ugvg64it0lr5z8cq4g9v,1,32.3,22.7,2025-05-25T14:49:29.744Z,2025-05-25T14:49:31Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5749983507,212,11.5,5749983503,140,29.5,5749983501,56,Back,5749983509,213,4.45,5749983505,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873441,206,1,1,19,1,9zqn9ugvg64it0lr5z8cq4g9v,1,29.5,7.4,2025-05-25T14:49:31.327Z,2025-05-25T14:49:39Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5749983679,213,2.52,5749983675,141,30.0,5749983671,56,Back,5749983673,140,9.0,5749983677,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873453,207,1,1,19,9,9zqn9ugvg64it0lr5z8cq4g9v,1,25.9,50.4,2025-05-25T14:49:39.103Z,2025-05-25T14:49:42Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5749983757,212,11.5,5749983753,140,26.0,5749983751,56,Back,5749983759,213,1.56,5749983755,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873455,208,1,1,19,12,9zqn9ugvg64it0lr5z8cq4g9v,1,28.1,75.1,2025-05-25T14:49:41.919Z,2025-05-25T14:49:43Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749983769,141,92.9,5749983773,213,1.06,5749983765,56,Back,5749983767,140,34.5,5749983771,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873467,209,1,1,19,13,9zqn9ugvg64it0lr5z8cq4g9v,1,34.5,92.9,2025-05-25T14:49:42.943Z,2025-05-25T14:49:47Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5749983833,56,Back,5749983837,141,82.3,5749983839,212,10.8,5749983835,140,26.9,5749983841,213,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873485,210,1,1,19,17,9zqn9ugvg64it0lr5z8cq4g9v,1,26.3,78.4,2025-05-25T14:49:47.647Z,2025-05-25T14:49:52Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749983937,140,19.6,5749983941,212,22.0,5749983939,141,47.8,5749983943,213,4.39,5749983935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873505,211,1,1,19,22,9zqn9ugvg64it0lr5z8cq4g9v,1,25.3,33.3,2025-05-25T14:49:52.416Z,2025-05-25T14:49:57Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5749984065,56,Back,5749984073,213,1.26,5749984069,141,57.9,5749984071,212,17.6,5749984067,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873517,212,1,1,19,27,9zqn9ugvg64it0lr5z8cq4g9v,1,37.5,66.3,2025-05-25T14:49:57.135Z,2025-05-25T14:50:01Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5749984151,56,Center,5749984155,141,77.8,5749984159,213,0.31,5749984157,212,25.9,5749984153,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818873525,213,1,1,19,31,9zqn9ugvg64it0lr5z8cq4g9v,1,61.0,77.8,2025-05-25T14:50:01.279Z,2025-05-25T14:50:02Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5749984197,141,87.5,5749984193,56,Left,5749984201,213,1.59,5749984195,140,60.9,5749984199,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
