id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/15/value
2807861131,186,5,1,19,28,evf5hhqgnjhwjsth1m6pawxdp,1,32.8,-1.6,2025-04-28T17:29:57.592Z,2025-04-28T18:06:15Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5689019771,233,182,5689019297,347,,5689019293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861211,187,1,1,19,34,evf5hhqgnjhwjsth1m6pawxdp,1,39.9,0.0,2025-04-28T17:30:03.353Z,2025-04-28T17:30:04Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5689019707,140,37.6,5689019699,107,,5689019719,213,1.79,5689019711,141,14.3,5689019715,212,11.1,5689019703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861231,188,1,1,19,35,evf5hhqgnjhwjsth1m6pawxdp,0,35.7,27.7,2025-04-28T17:30:04.410Z,2025-04-28T17:30:06Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5689019835,140,30.0,5689019833,56,Back,5689019841,213,1.81,5689019839,212,25.6,5689019831,155,,5689019837,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861253,183,8,1,19,40,33hzf6j2rd9r50g2n4agsytkd,1,72.0,26.5,2025-04-28T17:30:09.386Z,2025-04-28T17:41:51Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5689019951,56,Center,5689056677,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861269,189,56,1,19,43,evf5hhqgnjhwjsth1m6pawxdp,1,14.8,93.6,2025-04-28T17:30:11.721Z,2025-04-28T17:30:11Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5689020051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861297,184,5,1,19,44,33hzf6j2rd9r50g2n4agsytkd,0,82.2,-1.6,2025-04-28T17:30:13.115Z,2025-04-28T18:06:16Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5689020227,233,190,5689020197,56,Right,5689020199,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861285,190,5,1,19,44,evf5hhqgnjhwjsth1m6pawxdp,1,17.8,101.6,2025-04-28T17:30:13.115Z,2025-04-28T17:30:36Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5689020123,347,,5689020207,233,184,5689020121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861301,191,1,1,19,45,evf5hhqgnjhwjsth1m6pawxdp,1,15.4,100.0,2025-04-28T17:30:14.185Z,2025-04-28T17:30:17Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5689020235,140,8.1,5689020233,56,Back,5689020241,213,4.09,5689020239,212,13.1,5689020237,141,86.3,5689020231,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861327,192,1,1,19,48,evf5hhqgnjhwjsth1m6pawxdp,0,6.2,75.0,2025-04-28T17:30:17.307Z,2025-04-28T17:30:21Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689020385,213,5.75,5689020387,1,,5689020381,141,42.2,5689020375,157,,5689020383,212,44.1,5689020379,140,42.4,5689020377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807867801,293,44,1,19,51,33hzf6j2rd9r50g2n4agsytkd,1,56.1,55.6,2025-04-28T17:30:19.716Z,2025-04-28T19:06:19Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5689057175,233,193,5689057169,286,,5689057167,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861331,193,44,1,19,51,evf5hhqgnjhwjsth1m6pawxdp,0,43.9,44.4,2025-04-28T17:30:19.717Z,2025-04-28T19:06:19Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5689057179,233,293,5689020405,56,Back,5689055859,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861337,185,43,1,19,51,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-28T17:30:20.361Z,2025-04-28T17:30:51Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5689020879,264,0,5689020877,13,0,5689020883,285,0,5689020429,56,Center,5689020997,233,193,5689020881,152,0,5689021883,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807867793,292,1,1,19,51,33hzf6j2rd9r50g2n4agsytkd,0,51.4,51.7,2025-04-28T17:30:20.522Z,2025-04-28T17:42:04Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5689057459,56,Center,5689057457,3,,5689057463,141,58.3,5689057461,140,64.8,5689057467,213,0.31,5689057465,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861583,191,27,1,19,52,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-28T17:30:21.570Z,2025-04-28T17:42:13Z,,,,,5689022487,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861529,195,27,1,19,52,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-28T17:30:21.570Z,2025-04-28T17:42:15Z,,,,,5689057965,41,Injury,5689022469,233,191,5689057967,53,bm0bafkutd9qb9qee06cys9re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861361,186,43,1,19,53,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-28T17:30:21.737Z,2025-04-28T17:30:32Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5689020569,213,0.81,5689020567,212,10.9,5689020561,56,Center,5689020565,141,64.6,5689020559,3,0,5689021157,144,1,5689020563,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861365,194,43,1,19,53,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-28T17:30:22.457Z,2025-04-28T17:30:26Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5689020583,3,0,5689020593,213,0.61,5689020591,212,16.8,5689020585,56,Back,5689020587,140,44.8,5689020589,141,45.1,5689020767,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861585,192,28,1,20,11,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-28T17:30:40.642Z,2025-04-28T17:31:07Z,,,,,5689022789,233,196,5689021745,55,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861533,196,28,1,20,11,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-28T17:30:40.642Z,2025-04-28T17:31:07Z,,,,,5689021471,55,195,5689022781,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861563,198,43,1,20,15,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-28T17:30:44.299Z,2025-04-28T17:42:20Z,,,,,5689058199,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861573,199,1,1,20,16,evf5hhqgnjhwjsth1m6pawxdp,1,34.8,26.4,2025-04-28T17:30:44.969Z,2025-04-28T17:42:27Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5689021695,213,5.60,5689021687,56,Back,5689021689,140,46.1,5689021691,141,12.2,5689021693,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861579,200,1,1,20,17,evf5hhqgnjhwjsth1m6pawxdp,1,46.1,12.2,2025-04-28T17:30:45.769Z,2025-04-28T17:30:46Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5689021723,56,Back,5689021725,140,39.0,5689021731,213,2.13,5689021727,141,29.7,5689021729,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861593,201,1,1,20,17,evf5hhqgnjhwjsth1m6pawxdp,1,39.0,29.7,2025-04-28T17:30:46.393Z,2025-04-28T17:30:49Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5689021773,212,24.5,5689021771,141,65.7,5689021767,56,Back,5689021769,140,38.8,5689021775,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861613,202,1,1,20,21,evf5hhqgnjhwjsth1m6pawxdp,1,43.4,64.5,2025-04-28T17:30:49.849Z,2025-04-28T17:30:50Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689021841,140,40.9,5689021847,213,4.55,5689021839,56,Back,5689021845,212,16.2,5689021843,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861629,203,1,1,20,21,evf5hhqgnjhwjsth1m6pawxdp,1,41.0,41.3,2025-04-28T17:30:50.665Z,2025-04-28T17:30:52Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5689021891,141,64.5,5689021887,56,Back,5689021889,140,40.0,5689021895,213,1.64,5689021893,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861685,204,1,1,20,23,evf5hhqgnjhwjsth1m6pawxdp,1,40.0,64.5,2025-04-28T17:30:52.666Z,2025-04-28T17:30:59Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689022271,56,Back,5689022279,213,1.37,5689022277,212,16.0,5689022275,141,87.5,5689022273,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861723,205,1,1,20,30,evf5hhqgnjhwjsth1m6pawxdp,1,56.6,88.4,2025-04-28T17:30:59.384Z,2025-04-28T17:31:03Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5689022497,140,46.9,5689022501,212,14.0,5689022499,141,74.2,5689022495,56,Back,5689022503,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861773,206,1,1,20,34,evf5hhqgnjhwjsth1m6pawxdp,1,47.2,66.3,2025-04-28T17:31:02.969Z,2025-04-28T17:31:06Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689022717,140,45.5,5689022723,212,13.6,5689022725,213,4.58,5689022713,56,Back,5689022721,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861791,207,1,1,20,37,evf5hhqgnjhwjsth1m6pawxdp,1,53.2,31.9,2025-04-28T17:31:06.073Z,2025-04-28T17:31:08Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5689022843,212,20.1,5689022845,213,5.28,5689022841,141,7.0,5689022837,56,Right,5689022839,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861845,208,1,1,20,41,evf5hhqgnjhwjsth1m6pawxdp,1,60.1,28.3,2025-04-28T17:31:10.041Z,2025-04-28T17:31:14Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5689023151,140,51.2,5689023159,212,19.8,5689023165,213,2.06,5689023155,141,54.0,5689023147,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861857,209,1,1,20,45,evf5hhqgnjhwjsth1m6pawxdp,1,63.3,47.8,2025-04-28T17:31:14.680Z,2025-04-28T17:31:17Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689023243,213,4.71,5689023235,56,Center,5689023237,140,63.3,5689023239,141,39.5,5689023241,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861889,210,1,1,20,48,evf5hhqgnjhwjsth1m6pawxdp,1,61.2,34.6,2025-04-28T17:31:16.937Z,2025-04-28T17:31:21Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5689023407,140,67.1,5689023409,141,5.8,5689023405,56,Right,5689023413,213,5.02,5689023411,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861895,211,1,1,20,52,evf5hhqgnjhwjsth1m6pawxdp,1,66.2,7.7,2025-04-28T17:31:21.002Z,2025-04-28T17:31:22Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5689023445,213,2.04,5689023441,141,28.2,5689023437,56,Center,5689023439,140,59.4,5689023443,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861905,212,1,1,20,53,evf5hhqgnjhwjsth1m6pawxdp,1,58.3,30.3,2025-04-28T17:31:21.978Z,2025-04-28T17:31:25Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5689023503,141,51.8,5689023505,212,15.3,5689023499,56,Center,5689023507,213,1.88,5689023501,140,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861913,213,1,1,20,56,evf5hhqgnjhwjsth1m6pawxdp,1,52.0,43.6,2025-04-28T17:31:25.065Z,2025-04-28T17:31:28Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689023575,213,5.18,5689023571,141,17.6,5689023569,140,60.6,5689023567,56,Right,5689023573,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861929,214,1,1,20,59,evf5hhqgnjhwjsth1m6pawxdp,1,60.7,23.7,2025-04-28T17:31:28.538Z,2025-04-28T17:42:39Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5689023657,213,0.95,5689023651,140,63.5,5689023655,212,5.0,5689023653,141,29.7,5689023649,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861935,215,1,1,21,1,evf5hhqgnjhwjsth1m6pawxdp,1,61.3,24.7,2025-04-28T17:31:30.425Z,2025-04-28T17:31:57Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5689023691,212,4.4,5689023685,56,Center,5689023693,213,3.72,5689023687,140,57.8,5689023689,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861969,216,1,1,21,3,evf5hhqgnjhwjsth1m6pawxdp,1,56.9,28.2,2025-04-28T17:31:31.914Z,2025-04-28T17:42:41Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5689023891,141,48.2,5689023895,213,1.69,5689023889,140,55.4,5689023887,56,Center,5689023893,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861981,217,1,1,21,5,evf5hhqgnjhwjsth1m6pawxdp,1,59.6,54.5,2025-04-28T17:31:34.618Z,2025-04-28T17:31:35Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689023985,212,12.1,5689023987,213,0.46,5689023981,140,69.9,5689023983,141,62.4,5689023979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807861997,218,1,1,21,7,evf5hhqgnjhwjsth1m6pawxdp,1,69.9,62.4,2025-04-28T17:31:35.770Z,2025-04-28T17:31:36Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5689024073,141,87.1,5689024075,212,17.4,5689024071,140,74.4,5689024077,213,1.30,5689024069,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862029,220,1,1,21,9,evf5hhqgnjhwjsth1m6pawxdp,0,79.3,91.5,2025-04-28T17:31:37.930Z,2025-04-28T17:31:39Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5689024255,140,92.5,5689024253,56,Left,5689024261,213,5.94,5689024257,141,84.2,5689024259,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862037,193,43,1,21,11,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-28T17:31:40.471Z,2025-04-28T17:43:23Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5689024293,56,Back,5689061667,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862081,221,1,1,21,12,evf5hhqgnjhwjsth1m6pawxdp,1,92.2,87.1,2025-04-28T17:31:40.938Z,2025-04-28T17:31:45Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5689024543,56,Left,5689024545,140,84.4,5689024551,213,2.80,5689024547,141,91.4,5689024549,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862105,222,1,1,21,16,evf5hhqgnjhwjsth1m6pawxdp,1,82.6,90.9,2025-04-28T17:31:45.034Z,2025-04-28T17:31:47Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5689024673,56,Left,5689024681,213,3.45,5689024675,140,75.5,5689024677,141,87.4,5689024679,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862141,223,1,1,21,18,evf5hhqgnjhwjsth1m6pawxdp,0,69.7,78.1,2025-04-28T17:31:47.065Z,2025-04-28T17:31:53Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689024881,155,,5689024889,212,46.7,5689024887,141,30.5,5689024891,213,5.52,5689024885,140,100.0,5689024879,2,,5689024883,56,Center,5689025097,1,,,,,,,,,,,,,,,,,,,,,,,,,
2807862153,194,5,1,21,21,33hzf6j2rd9r50g2n4agsytkd,1,-1.2,65.2,2025-04-28T17:31:50.329Z,2025-04-28T18:06:16Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5689024941,346,,5689024939,56,Back,5689024975,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862149,224,5,1,21,21,evf5hhqgnjhwjsth1m6pawxdp,0,101.2,34.8,2025-04-28T17:31:50.329Z,2025-04-28T17:31:53Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689024989,233,194,5689024923,346,,5689024921,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862473,195,1,1,21,45,33hzf6j2rd9r50g2n4agsytkd,1,3.9,49.7,2025-04-28T17:32:14.642Z,2025-04-28T17:32:18Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5689026385,140,62.5,5689026391,213,0.00,5689026397,74,,5689026389,212,61.5,5689026381,124,,5689026387,141,49.9,5689026383,56,Center,5689026393,1,,,,,,,,,,,,,,,,,,,,,,,,,
2807862475,196,44,1,21,49,33hzf6j2rd9r50g2n4agsytkd,1,64.6,46.5,2025-04-28T17:32:17.896Z,2025-04-28T19:06:19Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5689026405,286,,5689026403,56,Center,5689026465,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862465,225,44,1,21,49,evf5hhqgnjhwjsth1m6pawxdp,0,35.4,53.5,2025-04-28T17:32:17.897Z,2025-04-28T19:06:20Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5689026349,285,,5689026347,56,Back,5689026471,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862487,197,1,1,21,50,33hzf6j2rd9r50g2n4agsytkd,0,62.5,49.9,2025-04-28T17:32:18.705Z,2025-04-28T17:32:19Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5689026453,140,65.9,5689026449,168,,5689026447,3,,5689026455,141,50.3,5689026459,213,0.08,5689026451,56,Center,5689026457,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862479,226,61,1,21,50,evf5hhqgnjhwjsth1m6pawxdp,1,33.3,54.8,2025-04-28T17:32:19.146Z,2025-04-28T17:43:59Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5689026411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862511,227,1,1,21,51,evf5hhqgnjhwjsth1m6pawxdp,1,27.2,64.5,2025-04-28T17:32:20.315Z,2025-04-28T17:32:22Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689026633,1,,5689026623,56,Center,5689026625,140,64.6,5689026631,213,0.10,5689026627,141,70.2,5689026629,212,39.5,5689026621,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862517,228,1,1,21,53,evf5hhqgnjhwjsth1m6pawxdp,0,64.6,70.2,2025-04-28T17:32:22.091Z,2025-04-28T17:32:22Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5689026673,141,58.2,5689026663,3,,5689026677,213,5.37,5689026671,140,70.6,5689026669,56,Center,5689026667,168,,5689026675,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862527,198,8,1,21,54,33hzf6j2rd9r50g2n4agsytkd,1,32.9,41.9,2025-04-28T17:32:23.386Z,2025-04-28T17:32:23Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5689026719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862541,199,61,1,21,56,33hzf6j2rd9r50g2n4agsytkd,1,37.0,45.4,2025-04-28T17:32:25.417Z,2025-04-28T17:32:25Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5689026809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862557,200,61,1,21,58,33hzf6j2rd9r50g2n4agsytkd,1,38.8,53.3,2025-04-28T17:32:27.018Z,2025-04-28T17:32:27Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5689026899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862583,201,1,1,21,59,33hzf6j2rd9r50g2n4agsytkd,1,36.7,54.9,2025-04-28T17:32:28.450Z,2025-04-28T17:32:30Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5689026985,141,86.6,5689026981,140,33.5,5689026989,213,1.73,5689026987,212,21.8,5689026977,155,,5689026979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862591,202,3,1,22,1,33hzf6j2rd9r50g2n4agsytkd,0,34.6,87.7,2025-04-28T17:32:30.083Z,2025-04-28T17:32:31Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5689027067,211,,5689027025,286,,5689027021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862601,203,5,1,22,1,33hzf6j2rd9r50g2n4agsytkd,0,41.0,102.0,2025-04-28T17:32:30.602Z,2025-04-28T18:06:16Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5689027083,347,,5689027081,56,Back,5689027109,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862595,230,5,1,22,1,evf5hhqgnjhwjsth1m6pawxdp,1,59.0,-2.0,2025-04-28T17:32:30.602Z,2025-04-28T18:06:16Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5689027099,233,203,5689027063,347,,5689027059,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862651,231,1,1,22,5,evf5hhqgnjhwjsth1m6pawxdp,1,54.3,0.0,2025-04-28T17:32:34.314Z,2025-04-28T17:32:37Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5689027423,213,2.52,5689027417,140,36.5,5689027419,141,17.6,5689027415,56,Back,5689027425,1,,5689027421,212,23.0,5689027413,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862677,232,1,1,22,9,evf5hhqgnjhwjsth1m6pawxdp,1,37.0,22.4,2025-04-28T17:32:37.834Z,2025-04-28T17:32:39Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5689027589,213,1.47,5689027587,212,21.0,5689027581,56,Back,5689027583,140,39.1,5689027585,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862753,233,1,1,22,13,evf5hhqgnjhwjsth1m6pawxdp,1,48.8,60.5,2025-04-28T17:32:42.074Z,2025-04-28T17:32:45Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5689028035,212,23.6,5689028029,56,Left,5689028037,213,1.28,5689028031,140,55.2,5689028033,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862801,234,1,1,22,16,evf5hhqgnjhwjsth1m6pawxdp,1,54.9,93.5,2025-04-28T17:32:45.178Z,2025-04-28T17:32:48Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5689028275,141,77.9,5689028279,213,4.54,5689028277,212,10.8,5689028271,56,Center,5689028273,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862819,235,1,1,22,19,evf5hhqgnjhwjsth1m6pawxdp,1,53.0,72.3,2025-04-28T17:32:48.698Z,2025-04-28T17:32:49Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5689028375,56,Back,5689028383,213,4.28,5689028381,212,18.9,5689028377,140,45.5,5689028379,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862873,236,1,1,22,22,evf5hhqgnjhwjsth1m6pawxdp,1,44.1,42.1,2025-04-28T17:32:51.082Z,2025-04-28T17:32:54Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5689028649,212,28.8,5689028647,141,4.4,5689028643,56,Right,5689028645,140,56.7,5689028651,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862917,237,1,1,22,25,evf5hhqgnjhwjsth1m6pawxdp,1,58.8,7.7,2025-04-28T17:32:54.698Z,2025-04-28T17:32:58Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5689028843,140,60.7,5689028845,141,15.2,5689028847,212,5.5,5689028849,213,1.20,5689028841,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862909,204,83,1,22,29,33hzf6j2rd9r50g2n4agsytkd,0,31.4,85.3,2025-04-28T17:32:57.833Z,2025-04-28T17:33:00Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5689028981,399,94i0qwhb3xu4pu37gofme9mnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862941,238,1,1,22,29,evf5hhqgnjhwjsth1m6pawxdp,0,58.0,5.8,2025-04-28T17:32:58.122Z,2025-04-28T17:32:59Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5689028959,212,5.8,5689028957,141,0.0,5689028963,213,5.24,5689028955,140,60.8,5689028953,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807862953,205,5,1,22,30,33hzf6j2rd9r50g2n4agsytkd,1,35.3,101.4,2025-04-28T17:32:59.384Z,2025-04-28T18:06:17Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5689029033,347,,5689029035,233,239,5689029031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
