id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2818180861,149,7,1,15,50,durq4oppf7c08tnbzrlebt0uz,0,15.4,4.2,2025-05-24T13:16:42.099Z,2025-05-24T13:24:49Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5746142903,285,,5746169425,233,184,5746142901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818180929,185,1,1,15,54,cfvya7igkhkas7wvsktwz6j8k,1,69.9,86.6,2025-05-24T13:16:46.819Z,2025-05-24T13:25:01Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746143269,212,13.5,5746143267,141,67.8,5746143265,140,65.7,5746143263,56,Center,5746143273,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818180961,186,1,1,15,56,cfvya7igkhkas7wvsktwz6j8k,1,66.3,65.5,2025-05-24T13:16:48.716Z,2025-05-24T13:16:50Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5746143383,140,67.3,5746143385,141,40.4,5746143387,212,17.1,5746143389,213,4.77,5746143381,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818180999,187,1,1,15,58,cfvya7igkhkas7wvsktwz6j8k,1,66.5,34.2,2025-05-24T13:16:50.323Z,2025-05-24T13:16:54Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746143603,212,24.7,5746143601,141,13.2,5746143605,213,5.67,5746143597,56,Right,5746143599,140,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181027,188,1,1,16,2,cfvya7igkhkas7wvsktwz6j8k,1,83.1,12.0,2025-05-24T13:16:54.771Z,2025-05-24T13:16:57Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5746143773,213,3.08,5746143765,56,Right,5746143771,212,14.7,5746143767,140,69.1,5746143769,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181055,189,1,1,16,5,cfvya7igkhkas7wvsktwz6j8k,1,68.7,19.5,2025-05-24T13:16:57.667Z,2025-05-24T13:17:00Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746143937,56,Center,5746143939,140,62.0,5746143943,212,27.6,5746143945,213,1.83,5746143941,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181081,190,1,1,16,8,cfvya7igkhkas7wvsktwz6j8k,1,61.8,61.5,2025-05-24T13:17:00.434Z,2025-05-24T13:17:03Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5746144087,56,Left,5746144089,140,65.1,5746144093,212,20.2,5746144095,213,1.40,5746144091,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181097,191,1,1,16,10,cfvya7igkhkas7wvsktwz6j8k,1,62.9,89.6,2025-05-24T13:17:02.827Z,2025-05-24T13:17:04Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746144235,212,8.5,5746144237,213,0.32,5746144231,140,70.6,5746144233,141,93.6,5746144229,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181123,192,1,1,16,12,cfvya7igkhkas7wvsktwz6j8k,1,70.2,93.9,2025-05-24T13:17:04.482Z,2025-05-24T13:17:08Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5746144343,56,Back,5746144351,213,3.10,5746144345,140,42.4,5746144347,141,95.9,5746144349,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181171,193,1,1,16,16,cfvya7igkhkas7wvsktwz6j8k,1,42.4,95.9,2025-05-24T13:17:07.970Z,2025-05-24T13:17:13Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5746144629,212,22.6,5746144631,213,3.72,5746144627,141,77.6,5746144625,140,24.4,5746144623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181185,194,1,1,16,21,cfvya7igkhkas7wvsktwz6j8k,1,30.4,73.5,2025-05-24T13:17:13.387Z,2025-05-24T13:17:14Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5746144725,212,19.7,5746144717,140,31.6,5746144721,141,44.6,5746144713,56,Back,5746144729,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181233,195,1,1,16,22,cfvya7igkhkas7wvsktwz6j8k,1,31.6,44.6,2025-05-24T13:17:14.474Z,2025-05-24T13:17:20Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746145029,212,12.8,5746145019,56,Back,5746145033,213,0.41,5746145023,141,52.2,5746145021,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181255,196,1,1,16,28,cfvya7igkhkas7wvsktwz6j8k,1,42.4,42.8,2025-05-24T13:17:20.570Z,2025-05-24T13:17:22Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746145141,141,21.8,5746145145,213,5.60,5746145143,212,22.6,5746145139,140,59.1,5746145137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181273,197,1,1,16,30,cfvya7igkhkas7wvsktwz6j8k,1,59.1,21.8,2025-05-24T13:17:22.219Z,2025-05-24T13:17:23Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746145221,213,4.82,5746145215,140,60.5,5746145219,212,13.2,5746145217,141,2.5,5746145213,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181331,198,1,1,16,31,cfvya7igkhkas7wvsktwz6j8k,1,60.5,2.5,2025-05-24T13:17:23.658Z,2025-05-24T13:17:29Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5746145533,140,39.4,5746145531,56,Back,5746145539,213,2.51,5746145537,212,27.4,5746145535,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181345,199,1,1,16,37,cfvya7igkhkas7wvsktwz6j8k,1,37.5,31.2,2025-05-24T13:17:29.827Z,2025-05-24T13:17:30Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746145597,141,44.2,5746145605,213,0.94,5746145589,56,Back,5746145603,212,11.0,5746145593,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181375,200,1,1,16,38,cfvya7igkhkas7wvsktwz6j8k,1,43.7,44.2,2025-05-24T13:17:30.738Z,2025-05-24T13:17:33Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746145749,141,30.6,5746145753,213,4.35,5746145747,140,40.4,5746145745,56,Back,5746145751,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181401,201,1,1,16,41,cfvya7igkhkas7wvsktwz6j8k,1,40.5,28.2,2025-05-24T13:17:33.586Z,2025-05-24T13:17:36Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5746145937,141,15.2,5746145935,140,68.9,5746145933,56,Right,5746145941,213,5.99,5746145939,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181421,202,1,1,16,44,cfvya7igkhkas7wvsktwz6j8k,1,66.2,8.3,2025-05-24T13:17:36.066Z,2025-05-24T13:17:37Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746146061,212,16.6,5746146055,56,Right,5746146063,213,6.04,5746146059,141,2.5,5746146057,140,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181459,203,1,1,16,45,cfvya7igkhkas7wvsktwz6j8k,1,81.6,2.5,2025-05-24T13:17:37.682Z,2025-05-24T13:17:41Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5746146269,140,72.8,5746146271,141,20.9,5746146267,56,Right,5746146275,213,2.21,5746146273,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181465,204,4,1,16,49,cfvya7igkhkas7wvsktwz6j8k,1,70.9,20.8,2025-05-24T13:17:40.997Z,2025-05-24T13:17:45Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5746146309,152,,5746146313,286,,5746146527,294,,5746146307,56,Right,5746146413,233,150,5746146305,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181455,150,4,1,16,49,durq4oppf7c08tnbzrlebt0uz,0,29.1,79.2,2025-05-24T13:17:40.998Z,2025-05-24T13:17:46Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5746146441,233,204,5746146397,294,,5746146395,13,,5746146403,285,,5746146401,152,,5746146399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181859,205,1,1,17,27,cfvya7igkhkas7wvsktwz6j8k,0,73.6,17.3,2025-05-24T13:18:19.483Z,2025-05-24T13:18:21Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746148565,213,0.97,5746148553,155,,5746148561,141,51.2,5746148551,5,,5746148557,56,Center,5746148563,212,28.0,5746148555,152,,5746148559,140,88.8,5746148549,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181879,151,12,1,17,31,durq4oppf7c08tnbzrlebt0uz,1,11.9,53.7,2025-05-24T13:18:23.094Z,2025-05-24T13:20:33Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5746148659,141,51.8,5746148655,56,Back,5746148663,213,6.14,5746148657,140,20.2,5746148677,15,,5746148661,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818181919,152,12,1,17,32,durq4oppf7c08tnbzrlebt0uz,1,20.3,51.6,2025-05-24T13:18:24.326Z,2025-05-24T13:18:27Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5746148905,56,Center,5746148911,212,37.2,5746148907,140,51.1,5746148909,141,24.7,5746148913,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182067,206,1,1,17,41,cfvya7igkhkas7wvsktwz6j8k,1,51.4,56.9,2025-05-24T13:18:33.515Z,2025-05-24T13:18:40Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746149733,213,1.06,5746149727,140,64.7,5746149731,212,28.4,5746149729,141,93.2,5746149725,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182145,207,1,1,17,48,cfvya7igkhkas7wvsktwz6j8k,1,54.6,76.6,2025-05-24T13:18:40.426Z,2025-05-24T13:18:48Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5746150169,213,3.72,5746150165,141,57.0,5746150167,212,24.4,5746150161,56,Back,5746150163,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182161,208,1,1,17,56,cfvya7igkhkas7wvsktwz6j8k,1,52.6,89.3,2025-05-24T13:18:47.954Z,2025-05-24T13:18:49Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746150267,141,83.9,5746150271,212,8.7,5746150275,213,5.85,5746150263,140,60.1,5746150259,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182195,209,1,1,17,57,cfvya7igkhkas7wvsktwz6j8k,1,59.8,84.1,2025-05-24T13:18:49.802Z,2025-05-24T13:18:52Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746150479,56,Left,5746150487,213,1.28,5746150481,140,61.8,5746150485,212,7.4,5746150483,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182209,210,1,1,18,0,cfvya7igkhkas7wvsktwz6j8k,1,66.1,96.5,2025-05-24T13:18:52.114Z,2025-05-24T13:18:55Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5746150635,140,43.5,5746150637,141,92.7,5746150641,213,3.25,5746150633,56,Back,5746150639,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182233,211,1,1,18,3,cfvya7igkhkas7wvsktwz6j8k,1,43.2,92.0,2025-05-24T13:18:55.641Z,2025-05-24T13:18:59Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746150783,140,38.2,5746150785,141,68.4,5746150781,56,Back,5746150789,213,4.40,5746150787,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182243,212,1,1,18,7,cfvya7igkhkas7wvsktwz6j8k,1,37.5,59.9,2025-05-24T13:18:59.018Z,2025-05-24T13:19:00Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5746150845,1,,5746150841,212,35.6,5746150839,141,12.9,5746150837,140,52.5,5746150843,213,5.17,5746150835,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182251,213,1,1,18,8,cfvya7igkhkas7wvsktwz6j8k,1,52.5,12.9,2025-05-24T13:19:00.546Z,2025-05-24T13:19:02Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5746150879,56,Right,5746150885,212,14.2,5746150887,213,5.96,5746150881,140,65.3,5746150883,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182263,214,1,1,18,10,cfvya7igkhkas7wvsktwz6j8k,1,65.3,6.2,2025-05-24T13:19:02.202Z,2025-05-24T13:19:03Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5746150953,56,Right,5746150961,213,1.81,5746150957,141,17.0,5746150959,212,7.6,5746150955,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182265,215,61,1,18,11,cfvya7igkhkas7wvsktwz6j8k,0,63.6,17.1,2025-05-24T13:19:03.298Z,2025-05-24T13:19:03Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5746150965,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182273,154,1,1,18,12,durq4oppf7c08tnbzrlebt0uz,1,31.9,66.6,2025-05-24T13:19:04.230Z,2025-05-24T13:19:05Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5746151013,212,9.2,5746151011,141,79.7,5746151005,3,,5746151009,140,29.9,5746151007,56,Back,5746151015,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182289,156,1,1,18,13,durq4oppf7c08tnbzrlebt0uz,1,29.9,79.6,2025-05-24T13:19:05.543Z,2025-05-24T13:19:06Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5746151085,56,Back,5746151093,141,75.9,5746151089,140,28.7,5746151097,212,2.8,5746151101,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182295,157,1,1,18,14,durq4oppf7c08tnbzrlebt0uz,0,28.7,75.9,2025-05-24T13:19:06.294Z,2025-05-24T13:19:08Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5746151123,141,80.8,5746151125,212,4.4,5746151235,233,216,5746151121,140,31.5,5746151231,236,,5746151127,213,0.85,5746151119,56,Back,5746151239,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182309,216,74,1,18,14,cfvya7igkhkas7wvsktwz6j8k,1,67.6,14.6,2025-05-24T13:19:06.295Z,2025-05-24T13:27:44Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5746151183,56,Right,5746151261,233,157,5746151185,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182335,158,1,1,18,17,durq4oppf7c08tnbzrlebt0uz,1,32.5,83.6,2025-05-24T13:19:09.591Z,2025-05-24T13:19:10Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5746151403,213,1.53,5746151395,56,Back,5746151401,212,4.7,5746151397,140,32.7,5746151399,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182351,159,1,1,18,18,durq4oppf7c08tnbzrlebt0uz,1,32.9,90.6,2025-05-24T13:19:10.422Z,2025-05-24T13:19:12Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5746151469,212,11.4,5746151467,141,79.7,5746151465,140,41.1,5746151473,213,5.57,5746151463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182421,160,1,1,18,20,durq4oppf7c08tnbzrlebt0uz,1,44.7,76.0,2025-05-24T13:19:12.663Z,2025-05-24T13:19:18Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5746151853,212,19.6,5746151851,141,89.1,5746151847,56,Left,5746151855,213,0.47,5746151849,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182435,161,1,1,18,26,durq4oppf7c08tnbzrlebt0uz,0,78.7,70.6,2025-05-24T13:19:18.662Z,2025-05-24T13:19:19Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5746151931,212,8.7,5746151929,141,59.1,5746151927,140,82.4,5746151925,56,Center,5746151933,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182455,217,12,1,18,28,cfvya7igkhkas7wvsktwz6j8k,1,10.8,38.0,2025-05-24T13:19:20.715Z,2025-05-24T13:20:50Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5746152043,212,23.9,5746152037,56,Back,5746152039,140,30.8,5746152041,141,21.3,5746152045,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182471,218,3,1,18,30,cfvya7igkhkas7wvsktwz6j8k,0,32.2,21.4,2025-05-24T13:19:22.421Z,2025-05-24T13:19:27Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5746152151,285,,5746152195,233,162,5746152149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182475,162,7,1,18,30,durq4oppf7c08tnbzrlebt0uz,1,67.8,78.6,2025-05-24T13:19:22.422Z,2025-05-24T13:19:26Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5746152191,286,,5746152165,167,,5746152187,233,218,5746152167,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182493,163,5,1,18,31,durq4oppf7c08tnbzrlebt0uz,0,73.8,101.4,2025-05-24T13:19:23.672Z,2025-05-24T13:27:38Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5746152309,233,219,5746152267,56,Left,5746152269,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182483,219,5,1,18,31,cfvya7igkhkas7wvsktwz6j8k,1,26.2,-1.4,2025-05-24T13:19:23.672Z,2025-05-24T13:27:38Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5746152285,233,163,5746152205,347,,5746152203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182641,220,1,1,18,49,cfvya7igkhkas7wvsktwz6j8k,0,30.6,0.0,2025-05-24T13:19:41.826Z,2025-05-24T13:19:43Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5746153231,212,37.8,5746153227,140,65.9,5746153229,141,8.8,5746153235,1,,5746153225,56,Right,5746153233,213,0.20,5746153223,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182667,164,1,1,18,52,durq4oppf7c08tnbzrlebt0uz,0,38.3,89.0,2025-05-24T13:19:44.342Z,2025-05-24T13:21:15Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5746153379,140,48.1,5746153375,3,,5746153381,141,83.3,5746153385,213,5.92,5746153377,56,Back,5746153383,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182673,221,1,1,18,53,cfvya7igkhkas7wvsktwz6j8k,0,60.2,10.7,2025-05-24T13:19:45.625Z,2025-05-24T13:19:46Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746153413,56,Right,5746153423,213,2.29,5746153419,141,16.7,5746153417,140,56.8,5746153409,3,,5746153421,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182707,165,1,1,18,54,durq4oppf7c08tnbzrlebt0uz,1,55.1,79.0,2025-05-24T13:19:46.838Z,2025-05-24T13:19:49Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5746153573,3,,5746153581,140,51.2,5746153585,141,90.5,5746153577,56,Left,5746153589,212,8.8,5746153593,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182709,166,61,1,18,57,durq4oppf7c08tnbzrlebt0uz,0,49.4,93.8,2025-05-24T13:19:49.414Z,2025-05-24T13:21:29Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5746153597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182713,167,5,1,18,58,durq4oppf7c08tnbzrlebt0uz,0,48.6,101.6,2025-05-24T13:19:50.246Z,2025-05-24T13:19:53Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5746153611,56,Back,5746153613,347,,5746153733,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182721,222,5,1,18,58,cfvya7igkhkas7wvsktwz6j8k,1,51.4,-1.6,2025-05-24T13:19:50.246Z,2025-05-24T13:27:38Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746153659,56,Right,5746153699,233,167,5746153663,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182757,223,1,1,19,1,cfvya7igkhkas7wvsktwz6j8k,0,56.1,0.0,2025-05-24T13:19:53.930Z,2025-05-24T13:19:55Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5746153913,212,19.8,5746153915,213,0.38,5746153909,140,73.6,5746153907,56,Right,5746153911,141,8.8,5746153905,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182767,168,1,1,19,4,durq4oppf7c08tnbzrlebt0uz,0,30.1,87.7,2025-05-24T13:19:55.959Z,2025-05-24T13:19:56Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5746153973,56,Back,5746153979,212,3.8,5746153977,141,89.4,5746153971,3,,5746153975,140,33.5,5746153981,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182779,224,1,1,19,4,cfvya7igkhkas7wvsktwz6j8k,1,67.4,7.6,2025-05-24T13:19:56.657Z,2025-05-24T13:19:58Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746154019,56,Right,5746154029,212,8.9,5746154017,3,,5746154021,140,74.6,5746154031,213,0.56,5746154027,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182829,225,1,1,19,5,cfvya7igkhkas7wvsktwz6j8k,1,74.6,14.6,2025-05-24T13:19:57.905Z,2025-05-24T13:20:04Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5746154349,213,1.84,5746154339,3,,5746154341,56,Center,5746154347,212,23.9,5746154345,141,48.5,5746154343,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182843,226,1,1,19,11,cfvya7igkhkas7wvsktwz6j8k,0,74.7,65.4,2025-05-24T13:20:03.705Z,2025-05-24T13:20:30Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5746154453,141,77.2,5746154451,140,90.3,5746154457,213,0.46,5746154455,212,18.2,5746154449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183039,171,61,1,19,12,durq4oppf7c08tnbzrlebt0uz,1,26.9,35.7,2025-05-24T13:20:04.816Z,2025-05-24T13:20:33Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5746155531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182845,227,1,1,19,14,cfvya7igkhkas7wvsktwz6j8k,0,90.3,77.2,2025-05-24T13:20:06.897Z,2025-05-24T13:20:09Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746154469,56,Center,5746154581,236,,5746154587,286,,5746154583,233,169,5746154477,213,4.77,5746154471,140,90.4,5746154467,155,,5746154475,212,1.9,5746154465,2,,5746154473,141,74.4,,,,,,,,,,,,,,,,,,,,,,,
2818182857,169,12,1,19,15,durq4oppf7c08tnbzrlebt0uz,1,10.8,26.2,2025-05-24T13:20:06.997Z,2025-05-24T13:20:09Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5746154605,233,227,5746154535,185,,5746154537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182895,229,61,1,19,15,cfvya7igkhkas7wvsktwz6j8k,1,98.2,72.8,2025-05-24T13:20:07.537Z,2025-05-24T13:21:14Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746154753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182891,170,5,1,19,17,durq4oppf7c08tnbzrlebt0uz,1,-0.8,28.8,2025-05-24T13:20:09.633Z,2025-05-24T13:27:38Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5746154745,346,,5746154769,233,228,5746154743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818182875,228,5,1,19,17,cfvya7igkhkas7wvsktwz6j8k,0,100.8,71.2,2025-05-24T13:20:09.633Z,2025-05-24T13:20:13Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746154661,346,,5746154789,233,170,5746154659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183273,172,27,1,20,1,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-05-24T13:20:53.058Z,2025-05-24T13:20:58Z,,,,,5746156937,41,Injury,5746156939,53,6vy0wrnn1jz4tjp9ofxr9qesq,5746156951,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183229,230,27,1,20,1,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-24T13:20:53.058Z,2025-05-24T13:20:59Z,,,,,5746156977,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
