id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value
2810172081,174,1,1,17,10,9zqn9ugvg64it0lr5z8cq4g9v,1,69.0,26.4,2025-05-04T12:17:40.253Z,2025-05-04T12:17:48Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5701833699,56,Right,5701833715,213,5.42,5701833711,212,17.1,5701833703,140,79.6,5701833707,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172119,175,1,1,17,18,9zqn9ugvg64it0lr5z8cq4g9v,1,84.4,18.2,2025-05-04T12:17:48.013Z,2025-05-04T12:17:50Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5701833857,56,Center,5701833871,212,13.9,5701833877,213,2.19,5701833863,140,76.7,5701833867,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172169,176,1,1,17,20,9zqn9ugvg64it0lr5z8cq4g9v,1,76.8,33.3,2025-05-04T12:17:50.557Z,2025-05-04T12:17:54Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5701834133,140,87.2,5701834137,212,14.4,5701834139,213,5.57,5701834131,56,Right,5701834135,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172207,177,1,1,17,24,9zqn9ugvg64it0lr5z8cq4g9v,1,86.8,19.4,2025-05-04T12:17:54.124Z,2025-05-04T12:17:56Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5701834317,56,Center,5701834325,213,2.17,5701834321,141,33.3,5701834323,212,11.5,5701834319,140,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172229,178,1,1,17,26,9zqn9ugvg64it0lr5z8cq4g9v,1,80.6,33.3,2025-05-04T12:17:56.013Z,2025-05-04T12:18:04Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,1.0,,5701834461,140,78.7,5701834465,212,5.9,5701834957,210,13,5701834459,56,Center,5701834463,141,41.5,5701834467,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172233,179,13,1,17,27,9zqn9ugvg64it0lr5z8cq4g9v,1,79.0,45.2,2025-05-04T12:17:57.148Z,2025-05-04T12:54:58Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5701834983,55,178,5701834987,102,55.6,5701834991,230,98.8,5701834485,18,,5701834665,72,,5701834979,74,,5701834977,121,,5701834487,56,Center,5701834483,22,,5701834993,231,48.9,5701834981,29,,5701834989,103,,,,,,,,,,,,,,,,,,65.3,,
2810172241,180,5,1,17,28,9zqn9ugvg64it0lr5z8cq4g9v,0,101.2,58.2,2025-05-04T12:17:57.977Z,2025-05-04T13:57:15Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5701834523,346,,5701834569,233,206,5701834521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172239,206,5,1,17,28,7hlumphk42363z3i2nry2wrzj,1,-1.2,41.8,2025-05-04T12:17:57.977Z,2025-05-04T13:57:14Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5701834509,56,Back,5701834549,233,180,5701834513,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172613,207,1,1,17,50,7hlumphk42363z3i2nry2wrzj,1,4.8,61.4,2025-05-04T12:18:19.991Z,2025-05-04T12:18:23Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5701836337,212,7.2,5701836333,140,3.1,5701836329,124,,5701836343,237,,5701836331,56,Back,5701836335,141,51.2,5701836339,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172643,208,1,1,17,53,7hlumphk42363z3i2nry2wrzj,1,4.5,50.3,2025-05-04T12:18:23.096Z,2025-05-04T12:18:25Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5701836471,56,Back,5701836475,141,38.9,5701836479,213,5.67,5701836473,140,15.1,5701836477,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172711,209,1,1,17,55,7hlumphk42363z3i2nry2wrzj,1,15.1,38.9,2025-05-04T12:18:25.273Z,2025-05-04T12:18:29Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5701836845,140,3.5,5701836851,213,3.77,5701836849,212,15.1,5701836843,56,Back,5701836847,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172771,210,1,1,17,59,7hlumphk42363z3i2nry2wrzj,1,3.5,25.8,2025-05-04T12:18:29.529Z,2025-05-04T12:18:32Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701837127,155,,5701837135,212,35.7,5701837131,140,37.1,5701837139,1,,5701837133,141,18.2,5701837137,213,6.14,5701837129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172781,211,1,1,18,2,7hlumphk42363z3i2nry2wrzj,1,37.1,18.2,2025-05-04T12:18:32.249Z,2025-05-04T12:18:33Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5701837205,141,3.1,5701837201,140,29.8,5701837209,212,12.8,5701837241,156,,5701837211,213,4.07,5701837193,3,,5701837197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172829,181,45,1,18,4,9zqn9ugvg64it0lr5z8cq4g9v,0,80.8,94.8,2025-05-04T12:18:34.248Z,2025-05-04T13:57:18Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5701837469,286,,5701837467,56,Left,5701837479,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172819,212,3,1,18,4,7hlumphk42363z3i2nry2wrzj,1,19.2,5.2,2025-05-04T12:18:34.248Z,2025-05-04T13:57:18Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5701837471,233,181,5701837415,285,,5701837413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172835,213,1,1,18,7,7hlumphk42363z3i2nry2wrzj,1,12.1,5.5,2025-05-04T12:18:36.920Z,2025-05-04T12:18:38Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5701837547,212,10.2,5701837543,140,5.6,5701837545,141,16.7,5701837541,56,Back,5701837549,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172853,214,1,1,18,8,7hlumphk42363z3i2nry2wrzj,1,6.7,16.8,2025-05-04T12:18:38.121Z,2025-05-04T12:18:39Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701837633,1,,5701837625,140,29.3,5701837621,157,,5701837629,212,24.2,5701837627,141,9.8,5701837623,56,Back,5701837631,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172855,215,61,1,18,10,7hlumphk42363z3i2nry2wrzj,0,29.3,9.8,2025-05-04T12:18:39.832Z,2025-05-04T12:18:40Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5701837641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172893,182,1,1,18,11,9zqn9ugvg64it0lr5z8cq4g9v,1,70.2,95.4,2025-05-04T12:18:41.358Z,2025-05-04T12:18:44Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5701837931,141,82.4,5701837935,213,5.75,5701837923,155,,5701837925,56,Left,5701837929,140,84.6,5701837933,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172897,183,50,1,18,13,9zqn9ugvg64it0lr5z8cq4g9v,1,80.9,83.8,2025-05-04T12:18:43.271Z,2025-05-04T12:18:48Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5701838165,233,216,5701837975,286,,5701837973,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172927,216,7,1,18,13,7hlumphk42363z3i2nry2wrzj,1,19.1,16.2,2025-05-04T12:18:43.272Z,2025-05-04T12:19:39Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701838107,285,,5701838103,56,Back,5701838141,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172913,184,43,1,18,16,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-05-04T12:18:45.846Z,2025-05-04T12:19:36Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5701841691,144,61,5701838049,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172945,217,1,1,18,17,7hlumphk42363z3i2nry2wrzj,1,24.1,3.5,2025-05-04T12:18:47.608Z,2025-05-04T12:23:51Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5701838209,56,Back,5701838213,141,8.8,5701838217,213,1.13,5701838219,1,,5701838215,212,4.0,5701838211,140,25.7,5701838207,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172951,218,61,1,18,18,7hlumphk42363z3i2nry2wrzj,1,26.1,8.2,2025-05-04T12:18:48.449Z,2025-05-04T12:23:55Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5701838243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172963,185,5,1,18,20,9zqn9ugvg64it0lr5z8cq4g9v,1,68.8,101.8,2025-05-04T12:18:50.407Z,2025-05-04T13:57:15Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5701838317,347,,5701838331,233,219,5701838315,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810172959,219,5,1,18,20,7hlumphk42363z3i2nry2wrzj,0,31.2,-1.8,2025-05-04T12:18:50.407Z,2025-05-04T12:18:53Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5701838383,233,185,5701838293,347,,5701838291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173015,186,1,1,18,22,9zqn9ugvg64it0lr5z8cq4g9v,1,62.6,100.0,2025-05-04T12:18:52.301Z,2025-05-04T12:18:54Z,17jltcnnaha4707duh52hirit,M. Lode,,,5701838607,213,3.79,5701838603,141,88.9,5701838599,56,Left,5701838597,107,,5701838605,212,14.8,5701838601,140,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173023,187,1,1,18,23,9zqn9ugvg64it0lr5z8cq4g9v,1,51.3,88.3,2025-05-04T12:18:53.294Z,2025-05-04T12:18:54Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5701838635,56,Center,5701838639,141,77.8,5701838643,213,5.44,5701838641,212,9.6,5701838637,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173063,189,1,1,18,25,9zqn9ugvg64it0lr5z8cq4g9v,1,59.5,71.7,2025-05-04T12:18:55.726Z,2025-05-04T12:18:57Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5701838847,140,67.6,5701838843,56,Center,5701838853,213,5.94,5701838849,141,67.3,5701838851,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173103,190,1,1,18,27,9zqn9ugvg64it0lr5z8cq4g9v,1,69.8,65.2,2025-05-04T12:18:57.261Z,2025-05-04T12:19:00Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5701839089,212,23.4,5701839085,140,65.2,5701839091,213,4.50,5701839083,56,Center,5701839087,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173143,191,1,1,18,30,9zqn9ugvg64it0lr5z8cq4g9v,1,72.0,21.0,2025-05-04T12:19:00.637Z,2025-05-04T12:19:04Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5701839323,140,84.9,5701839327,212,17.9,5701839321,56,Right,5701839325,141,3.7,5701839329,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173187,192,1,1,18,34,9zqn9ugvg64it0lr5z8cq4g9v,1,88.4,19.7,2025-05-04T12:19:04.557Z,2025-05-04T12:19:08Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5701839577,212,6.7,5701839573,140,84.8,5701839579,213,2.17,5701839571,56,Center,5701839575,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173161,220,83,1,18,36,7hlumphk42363z3i2nry2wrzj,0,19.9,75.3,2025-05-04T12:19:06.506Z,2025-05-04T12:19:11Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5701839769,399,bar5tlyxm2vim2ewqauywgb85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173191,193,3,1,18,38,9zqn9ugvg64it0lr5z8cq4g9v,0,86.8,23.4,2025-05-04T12:19:08.462Z,2025-05-04T13:56:59Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5701839671,233,221,5701839585,286,,5701839583,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173203,221,7,1,18,38,7hlumphk42363z3i2nry2wrzj,0,13.2,76.6,2025-05-04T12:19:08.463Z,2025-05-04T13:56:59Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5701839651,56,Back,5701839655,233,193,5701839653,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810185303,349,61,1,18,39,9zqn9ugvg64it0lr5z8cq4g9v,1,86.5,24.2,2025-05-04T12:19:09.169Z,2025-05-04T12:35:55Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5701908035,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173213,222,1,1,18,39,7hlumphk42363z3i2nry2wrzj,1,12.9,77.6,2025-05-04T12:19:09.225Z,2025-05-04T12:36:07Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5701839717,141,86.9,5701839713,56,Back,5701839715,140,19.6,5701839719,212,9.5,5701839721,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173215,223,1,1,18,40,7hlumphk42363z3i2nry2wrzj,1,19.6,86.9,2025-05-04T12:19:09.897Z,2025-05-04T12:19:10Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5701839731,212,3.7,5701839727,140,17.4,5701839729,141,91.2,5701839725,56,Back,5701839733,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173223,225,3,1,18,41,7hlumphk42363z3i2nry2wrzj,0,23.4,91.4,2025-05-04T12:19:11.112Z,2025-05-04T13:57:00Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5701839763,285,,5701840011,233,194,5701839761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173257,194,7,1,18,41,9zqn9ugvg64it0lr5z8cq4g9v,1,76.6,8.6,2025-05-04T12:19:11.113Z,2025-05-04T13:57:00Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5701839929,286,,5701839985,233,225,5701839927,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173263,195,61,1,18,43,9zqn9ugvg64it0lr5z8cq4g9v,1,75.4,8.9,2025-05-04T12:19:13.438Z,2025-05-04T12:19:17Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5701839951,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173281,226,1,1,18,45,7hlumphk42363z3i2nry2wrzj,0,40.5,73.3,2025-05-04T12:19:14.842Z,2025-05-04T12:19:17Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5701840069,140,66.4,5701840065,155,,5701840071,141,80.0,5701840075,213,0.17,5701840073,212,27.6,5701840067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173349,196,1,1,18,49,9zqn9ugvg64it0lr5z8cq4g9v,1,30.6,24.0,2025-05-04T12:19:18.925Z,2025-05-04T12:19:21Z,17jltcnnaha4707duh52hirit,M. Lode,,,5701840403,140,45.0,5701840405,141,10.3,5701840401,56,Back,5701840409,212,17.8,5701840411,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173375,198,1,1,18,51,9zqn9ugvg64it0lr5z8cq4g9v,1,45.1,9.1,2025-05-04T12:19:20.909Z,2025-05-04T12:19:22Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5701840543,212,7.2,5701840539,140,46.6,5701840537,56,Back,5701840541,141,19.4,5701840545,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173441,199,1,1,18,52,9zqn9ugvg64it0lr5z8cq4g9v,0,47.7,20.7,2025-05-04T12:19:22.126Z,2025-05-04T12:19:29Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5701840923,56,Center,5701840927,141,70.0,5701840933,1,,5701840931,213,0.89,5701840929,212,43.2,5701840925,140,73.7,5701840921,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173445,227,4,1,18,57,7hlumphk42363z3i2nry2wrzj,1,26.1,29.7,2025-05-04T12:19:27.163Z,2025-05-04T12:19:37Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701840979,56,Back,5701840981,152,,5701840985,285,,5701841057,233,200,5701841777,294,,5701840977,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173451,200,4,1,18,57,9zqn9ugvg64it0lr5z8cq4g9v,0,73.9,70.3,2025-05-04T12:19:27.164Z,2025-05-04T12:19:38Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5701841029,56,Center,5701841025,13,,5701841033,286,,5701841031,152,,5701841027,294,,5701841095,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173721,228,1,1,19,13,7hlumphk42363z3i2nry2wrzj,1,22.3,27.1,2025-05-04T12:19:43.066Z,2025-05-04T12:19:45Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701842377,141,52.5,5701842373,56,Back,5701842381,213,1.54,5701842375,140,22.8,5701842421,189,,5701842371,152,,5701842379,212,17.3,5701842369,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173789,229,1,1,19,16,7hlumphk42363z3i2nry2wrzj,1,22.8,52.5,2025-05-04T12:19:46.809Z,2025-05-04T12:19:50Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5701842791,140,29.9,5701842795,212,16.6,5701842793,141,30.7,5701842797,213,5.18,5701842789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173839,230,1,1,19,20,7hlumphk42363z3i2nry2wrzj,1,29.7,28.3,2025-05-04T12:19:50.713Z,2025-05-04T12:19:55Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701843133,141,45.7,5701843137,213,1.76,5701843129,56,Back,5701843135,212,12.1,5701843131,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173963,231,1,1,19,25,7hlumphk42363z3i2nry2wrzj,1,26.7,50.4,2025-05-04T12:19:55.641Z,2025-05-04T12:20:04Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5701843713,212,18.1,5701843705,56,Back,5701843709,141,68.4,5701843707,140,39.4,5701843715,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810173949,201,83,1,19,31,9zqn9ugvg64it0lr5z8cq4g9v,0,54.1,7.7,2025-05-04T12:20:01.789Z,2025-05-04T12:23:33Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5701843935,399,9d08simhpio6vi217mqtro6ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174003,232,1,1,19,34,7hlumphk42363z3i2nry2wrzj,1,46.1,87.4,2025-05-04T12:20:04.393Z,2025-05-04T12:20:07Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5701843897,140,38.0,5701843903,213,3.93,5701843895,56,Back,5701843901,212,12.1,5701843899,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174015,233,1,1,19,37,7hlumphk42363z3i2nry2wrzj,1,38.0,74.7,2025-05-04T12:20:06.952Z,2025-05-04T12:20:08Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5701843989,141,53.1,5701843985,56,Back,5701843991,212,15.5,5701843993,213,4.39,5701843987,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174047,234,1,1,19,38,7hlumphk42363z3i2nry2wrzj,1,33.4,53.4,2025-05-04T12:20:08.730Z,2025-05-04T12:20:11Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5701844141,213,1.37,5701844133,56,Back,5701844137,141,68.5,5701844135,140,35.4,5701844139,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174077,235,1,1,19,41,7hlumphk42363z3i2nry2wrzj,1,36.4,73.0,2025-05-04T12:20:11.241Z,2025-05-04T12:20:14Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5701844363,141,94.7,5701844367,213,1.03,5701844359,56,Back,5701844361,140,44.8,5701844365,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174093,236,1,1,19,44,7hlumphk42363z3i2nry2wrzj,1,47.9,94.2,2025-05-04T12:20:14.825Z,2025-05-04T12:20:16Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5701844459,56,Back,5701844463,141,80.6,5701844467,213,4.48,5701844465,212,9.5,5701844461,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174101,237,1,1,19,46,7hlumphk42363z3i2nry2wrzj,1,52.5,81.2,2025-05-04T12:20:16.426Z,2025-05-04T12:20:17Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5701844503,56,Center,5701844507,141,70.2,5701844511,213,5.48,5701844505,140,59.4,5701844509,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174123,238,1,1,19,47,7hlumphk42363z3i2nry2wrzj,1,59.4,70.2,2025-05-04T12:20:17.498Z,2025-05-04T12:20:19Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5701844635,56,Back,5701844639,141,62.3,5701844643,213,3.51,5701844641,212,14.9,5701844637,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174177,239,1,1,19,49,7hlumphk42363z3i2nry2wrzj,0,46.9,61.8,2025-05-04T12:20:19.514Z,2025-05-04T12:20:24Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5701845023,213,0.25,5701845015,56,Left,5701845019,141,82.9,5701845017,140,100.0,5701845013,155,,5701845025,1,,5701845021,212,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174187,202,5,1,19,54,9zqn9ugvg64it0lr5z8cq4g9v,1,-1.3,14.2,2025-05-04T12:20:24.334Z,2025-05-04T13:57:16Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5701845513,233,240,5701845081,346,,5701845079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174249,240,5,1,19,54,7hlumphk42363z3i2nry2wrzj,0,101.3,85.8,2025-05-04T12:20:24.334Z,2025-05-04T13:57:16Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5701845489,56,Left,5701845559,233,202,5701845491,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174377,203,1,1,20,8,9zqn9ugvg64it0lr5z8cq4g9v,1,4.4,40.6,2025-05-04T12:20:38.685Z,2025-05-04T12:20:40Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5701846145,237,,5701846141,213,1.20,5701846137,141,56.1,5701846133,140,8.3,5701846139,212,11.3,5701846131,56,Back,5701846127,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174437,204,1,1,20,10,9zqn9ugvg64it0lr5z8cq4g9v,1,7.5,54.9,2025-05-04T12:20:40.077Z,2025-05-04T12:20:45Z,17jltcnnaha4707duh52hirit,M. Lode,,,5701846463,213,4.66,5701846455,56,Back,5701846459,141,17.7,5701846457,140,6.3,5701846461,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174463,205,1,1,20,15,9zqn9ugvg64it0lr5z8cq4g9v,1,6.6,28.2,2025-05-04T12:20:45.022Z,2025-05-04T12:20:46Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5701846593,141,68.2,5701846597,213,1.70,5701846589,56,Back,5701846595,212,27.4,5701846591,140,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174487,206,1,1,20,16,9zqn9ugvg64it0lr5z8cq4g9v,1,3.5,71.8,2025-05-04T12:20:46.414Z,2025-05-04T12:20:48Z,17jltcnnaha4707duh52hirit,M. Lode,,,5701846731,56,Back,5701846735,141,95.3,5701846739,213,0.93,5701846733,140,14.9,5701846737,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810174533,207,43,1,20,18,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-05-04T12:20:48.526Z,2025-05-04T12:21:24Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5701849067,144,1,5701846971,212,16.4,5701846965,56,Back,5701846969,141,97.1,5701846967,140,28.9,5701846973,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
