id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2807028911,315,1,1,25,51,spvvjmk37iid7hsky9g3nce7,0,39.4,59.9,2025-04-27T12:27:03.760Z,2025-04-27T12:27:38Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5684434375,168,,5684434389,212,5.2,5684434385,141,66.7,5684434379,56,Back,5684434383,140,41.6,5684434393,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807028905,191,8,1,25,51,46yo78zak2j7kaxc5ak1fnm60,1,65.0,51.5,2025-04-27T12:27:03.923Z,2025-04-27T12:27:04Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5684434355,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029007,193,1,1,25,55,46yo78zak2j7kaxc5ak1fnm60,1,68.0,23.9,2025-04-27T12:27:07.859Z,2025-04-27T12:27:12Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5684434889,213,1.75,5684434887,212,7.1,5684434883,140,66.8,5684434881,56,Center,5684434885,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029095,194,1,1,25,59,46yo78zak2j7kaxc5ak1fnm60,1,70.9,39.4,2025-04-27T12:27:12.027Z,2025-04-27T12:27:19Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5684435401,56,Center,5684435403,140,72.4,5684435409,213,1.50,5684435405,141,74.4,5684435407,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029099,195,50,1,26,6,46yo78zak2j7kaxc5ak1fnm60,1,78.8,98.0,2025-04-27T12:27:19.199Z,2025-04-27T12:27:24Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5684435511,233,316,5684435433,286,,5684435431,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029107,316,7,1,26,6,spvvjmk37iid7hsky9g3nce7,1,21.2,2.0,2025-04-27T12:27:19.200Z,2025-04-27T12:27:23Z,bqravo7lm21jq5m4cz8uhx638,B. Bang-Kittilsen,,,5684435469,285,,5684435467,56,Back,5684435465,167,,5684435495,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029115,196,5,1,26,7,46yo78zak2j7kaxc5ak1fnm60,1,77.6,101.4,2025-04-27T12:27:20.577Z,2025-04-27T14:32:17Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5684435521,56,Left,5684435523,347,,5684435783,233,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029143,317,5,1,26,7,spvvjmk37iid7hsky9g3nce7,0,22.4,-1.4,2025-04-27T12:27:20.577Z,2025-04-27T14:32:18Z,bqravo7lm21jq5m4cz8uhx638,B. Bang-Kittilsen,,,5684435723,56,Back,5684435793,233,196,5684435725,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029131,197,1,1,26,9,46yo78zak2j7kaxc5ak1fnm60,1,80.3,100.0,2025-04-27T12:27:21.971Z,2025-04-27T12:27:23Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5684435649,107,,5684435669,213,3.74,5684435653,56,Left,5684435657,140,67.7,5684435665,212,16.1,5684435661,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029163,198,1,1,26,10,46yo78zak2j7kaxc5ak1fnm60,1,67.7,88.6,2025-04-27T12:27:23.195Z,2025-04-27T12:27:25Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5684435829,141,97.2,5684435827,140,69.4,5684435833,213,1.27,5684435831,212,6.1,5684435825,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029207,199,1,1,26,12,46yo78zak2j7kaxc5ak1fnm60,1,69.4,97.2,2025-04-27T12:27:25.460Z,2025-04-27T12:27:29Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5684436087,141,77.9,5684436075,56,Back,5684436095,213,3.61,5684436069,155,,5684436083,140,44.5,5684436091,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029243,200,1,1,26,16,46yo78zak2j7kaxc5ak1fnm60,1,42.1,60.6,2025-04-27T12:27:29.523Z,2025-04-27T12:27:32Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5684436319,212,30.8,5684436321,213,4.83,5684436317,141,15.6,5684436313,56,Back,5684436315,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029253,201,3,1,26,19,46yo78zak2j7kaxc5ak1fnm60,0,40.6,12.8,2025-04-27T12:27:32.652Z,2025-04-27T12:27:38Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5684436367,56,Back,5684436489,233,318,5684436369,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029277,318,7,1,26,19,spvvjmk37iid7hsky9g3nce7,0,59.4,87.2,2025-04-27T12:27:32.653Z,2025-04-27T12:27:37Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5684436473,285,,5684436471,56,Left,5684436475,233,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029323,202,1,1,26,21,46yo78zak2j7kaxc5ak1fnm60,1,40.1,20.1,2025-04-27T12:27:34.516Z,2025-04-27T12:27:37Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5684436745,140,28.3,5684436757,213,2.29,5684436749,141,40.7,5684436743,56,Back,5684436755,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029375,203,1,1,26,24,46yo78zak2j7kaxc5ak1fnm60,1,28.3,41.0,2025-04-27T12:27:37.003Z,2025-04-27T12:27:41Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5684437059,141,71.1,5684437063,213,1.62,5684437061,212,20.5,5684437057,140,27.3,5684437055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029535,204,2,1,26,28,46yo78zak2j7kaxc5ak1fnm60,1,28.1,73.6,2025-04-27T12:27:41.292Z,2025-04-27T12:27:50Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5684437833,141,87.8,5684437831,140,83.6,5684437961,1,,5684437963,56,Left,5684437959,7,7qsp3fm0wkymgiej6s7jj06p5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029573,319,55,1,26,28,spvvjmk37iid7hsky9g3nce7,1,19.8,19.1,2025-04-27T12:27:41.293Z,2025-04-27T12:48:48Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5684449127,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029749,320,1,1,26,43,spvvjmk37iid7hsky9g3nce7,1,20.9,12.8,2025-04-27T12:27:56.112Z,2025-04-27T12:28:04Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5684439083,5,,5684439093,212,18.4,5684439091,141,32.2,5684439085,241,,5684439095,213,2.34,5684439089,140,8.7,5684439087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029783,321,1,1,26,52,spvvjmk37iid7hsky9g3nce7,1,9.2,35.5,2025-04-27T12:28:04.751Z,2025-04-27T12:28:08Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5684439329,212,29.9,5684439331,213,1.35,5684439327,141,78.4,5684439323,56,Back,5684439325,140,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029803,322,1,1,26,55,spvvjmk37iid7hsky9g3nce7,1,15.8,76.1,2025-04-27T12:28:08.288Z,2025-04-27T12:28:10Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5684439451,141,61.4,5684439453,212,12.1,5684439447,56,Back,5684439455,213,4.11,5684439449,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029827,323,1,1,26,57,spvvjmk37iid7hsky9g3nce7,1,11.2,60.5,2025-04-27T12:28:10.528Z,2025-04-27T12:28:11Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5684439575,212,14.8,5684439571,141,42.1,5684439565,56,Back,5684439579,213,5.28,5684439567,140,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029845,324,1,1,26,59,spvvjmk37iid7hsky9g3nce7,1,18.8,42.1,2025-04-27T12:28:11.760Z,2025-04-27T12:28:13Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5684439677,140,14.6,5684439683,213,1.99,5684439681,212,10.8,5684439679,141,56.6,5684439675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029867,325,1,1,27,0,spvvjmk37iid7hsky9g3nce7,1,14.6,56.6,2025-04-27T12:28:13.039Z,2025-04-27T12:28:14Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5684439787,56,Back,5684439795,213,1.45,5684439793,212,18.1,5684439789,140,16.6,5684439791,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029885,326,1,1,27,1,spvvjmk37iid7hsky9g3nce7,1,16.6,83.2,2025-04-27T12:28:14.416Z,2025-04-27T12:28:16Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5684439899,212,15.8,5684439897,141,86.0,5684439901,213,0.12,5684439893,56,Back,5684439895,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029907,327,1,1,27,3,spvvjmk37iid7hsky9g3nce7,1,31.5,86.0,2025-04-27T12:28:16.320Z,2025-04-27T12:28:17Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5684440019,56,Back,5684440021,140,37.3,5684440023,141,92.4,5684440025,212,7.5,5684440027,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029953,328,1,1,27,5,spvvjmk37iid7hsky9g3nce7,1,39.7,93.6,2025-04-27T12:28:17.840Z,2025-04-27T12:28:21Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5684440285,56,Back,5684440293,213,5.82,5684440291,212,7.2,5684440287,140,45.8,5684440289,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029945,205,83,1,27,8,46yo78zak2j7kaxc5ak1fnm60,0,60.5,5.3,2025-04-27T12:28:21.132Z,2025-04-27T12:28:23Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5684440473,399,czfitwajt0sayki90i3fk5n85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807029977,329,1,1,27,9,spvvjmk37iid7hsky9g3nce7,0,46.3,92.3,2025-04-27T12:28:21.840Z,2025-04-27T12:28:24Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5684440437,212,39.8,5684440541,1,,5684440435,141,96.5,5684440439,213,0.07,5684440431,56,Left,5684440433,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030077,207,1,1,27,13,46yo78zak2j7kaxc5ak1fnm60,1,20.4,4.1,2025-04-27T12:28:25.900Z,2025-04-27T12:28:29Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5684440929,213,2.23,5684440927,212,26.4,5684440921,56,Back,5684440923,140,5.0,5684440925,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030105,208,1,1,27,16,46yo78zak2j7kaxc5ak1fnm60,0,5.0,34.8,2025-04-27T12:28:29.429Z,2025-04-27T12:28:31Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5684441079,1,,5684441067,157,,5684441073,141,17.1,5684441071,140,38.3,5684441077,213,5.95,5684441069,56,Back,5684441075,212,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030121,330,1,1,27,19,spvvjmk37iid7hsky9g3nce7,0,63.2,72.7,2025-04-27T12:28:32.288Z,2025-04-27T12:28:32Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5684441163,140,70.2,5684441159,157,,5684441161,56,Center,5684441169,213,5.94,5684441171,1,,5684441165,141,68.8,5684441167,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030205,209,1,1,27,23,46yo78zak2j7kaxc5ak1fnm60,1,33.7,29.4,2025-04-27T12:28:36.197Z,2025-04-27T12:28:37Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5684441637,213,4.83,5684441629,56,Back,5684441635,212,11.6,5684441633,141,12.5,5684441631,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030239,210,1,1,27,24,46yo78zak2j7kaxc5ak1fnm60,1,35.0,12.5,2025-04-27T12:28:37.620Z,2025-04-27T12:28:41Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5684441819,213,1.01,5684441811,56,Back,5684441813,140,38.8,5684441817,212,7.5,5684441815,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030283,211,1,1,27,28,46yo78zak2j7kaxc5ak1fnm60,1,38.8,21.5,2025-04-27T12:28:40.956Z,2025-04-27T12:28:45Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5684442073,140,24.2,5684442069,56,Back,5684442077,141,40.3,5684442081,213,2.45,5684442079,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030351,212,2,1,27,32,46yo78zak2j7kaxc5ak1fnm60,1,25.1,45.7,2025-04-27T12:28:45.020Z,2025-04-27T12:28:50Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5684442475,141,51.0,5684442543,7,8e8v25kjfqsohkczqxj5xsmj8,5684442473,140,66.3,5684442547,56,Center,5684442545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030495,332,1,1,27,50,spvvjmk37iid7hsky9g3nce7,1,39.4,39.7,2025-04-27T12:29:02.720Z,2025-04-27T12:29:04Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5684443369,212,16.7,5684443367,141,63.6,5684443359,5,,5684443361,241,,5684443363,56,Back,5684443365,140,43.1,5684443371,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030557,333,1,1,27,52,spvvjmk37iid7hsky9g3nce7,1,46.0,59.9,2025-04-27T12:29:04.800Z,2025-04-27T12:29:10Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5684443707,212,29.8,5684443705,141,27.9,5684443709,213,5.46,5684443701,56,Center,5684443703,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030561,334,4,1,27,57,spvvjmk37iid7hsky9g3nce7,1,67.0,35.4,2025-04-27T12:29:10.064Z,2025-04-27T14:27:59Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5684443739,286,,5684443737,265,,5684443733,56,Center,5684443731,13,,5684446459,233,242,5684443735,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030849,242,4,1,27,57,46yo78zak2j7kaxc5ak1fnm60,0,33.0,64.6,2025-04-27T12:29:10.065Z,2025-04-27T14:27:58Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5684445109,13,,5684445119,285,,5684445115,265,,5684445111,56,Back,5684445113,152,,5684446501,233,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030625,213,43,1,28,1,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:13.908Z,2025-04-27T12:29:38Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444067,56,Center,5684445753,144,44,5684444069,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030633,214,43,1,28,1,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:14.212Z,2025-04-27T12:29:38Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444119,56,Center,5684444121,286,0,5684445729,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030637,215,43,1,28,1,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:14.620Z,2025-04-27T12:29:45Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684446175,144,44,5684444139,56,Center,5684444141,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030655,216,43,1,28,2,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:15.052Z,2025-04-27T12:29:38Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684445715,144,44,5684444221,286,0,5684444219,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030661,217,43,1,28,3,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.060Z,2025-04-27T12:29:37Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444251,286,0,5684445655,144,44,5684444249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030665,218,43,1,28,3,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.574Z,2025-04-27T12:29:37Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444257,56,Center,5684445651,144,44,5684444259,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030669,219,43,1,28,3,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.620Z,2025-04-27T12:29:44Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444279,56,Center,5684446125,144,44,5684444281,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030675,220,43,1,28,3,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.643Z,2025-04-27T12:29:37Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444301,56,Center,5684444303,286,0,5684445637,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030683,221,43,1,28,3,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.672Z,2025-04-27T12:29:36Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444347,286,0,5684444343,56,Center,5684445631,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030685,222,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.700Z,2025-04-27T12:29:36Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684445623,144,44,5684444355,56,Center,5684444357,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030693,223,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.743Z,2025-04-27T12:29:36Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444403,286,0,5684444401,56,Center,5684445587,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030699,224,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.762Z,2025-04-27T12:29:35Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684445579,144,44,5684444421,56,Center,5684444423,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030703,225,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.806Z,2025-04-27T12:29:44Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444439,56,Center,5684444441,286,0,5684446075,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030707,226,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.851Z,2025-04-27T12:29:35Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444461,286,0,5684444459,56,Center,5684445547,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030711,227,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.868Z,2025-04-27T12:29:34Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444477,286,0,5684444475,56,Center,5684445509,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030719,228,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.912Z,2025-04-27T12:29:34Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444517,286,0,5684445507,144,44,5684444515,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030723,229,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.935Z,2025-04-27T12:29:34Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444525,286,0,5684445495,144,44,5684444523,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030727,230,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:16.965Z,2025-04-27T12:29:34Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444551,286,0,5684445473,144,44,5684444549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030735,231,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:17.007Z,2025-04-27T12:29:33Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444559,56,Center,5684444563,286,0,5684445445,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030743,232,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:17.038Z,2025-04-27T12:29:35Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444599,56,Center,5684444603,286,0,5684445537,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030751,233,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:17.068Z,2025-04-27T12:29:32Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444639,286,0,5684445399,144,44,5684444637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030759,234,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:17.110Z,2025-04-27T12:29:33Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444671,286,0,5684444669,56,Center,5684445435,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030765,235,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:17.136Z,2025-04-27T12:29:32Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684445317,144,44,5684444697,56,Center,5684444699,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030767,236,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:17.162Z,2025-04-27T12:29:32Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684445381,144,44,5684444701,56,Center,5684444703,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030773,237,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:17.205Z,2025-04-27T12:29:31Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444727,56,Center,5684445259,144,44,5684444729,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030775,238,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:17.228Z,2025-04-27T12:29:31Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444737,286,0,5684445297,144,44,5684444735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030779,239,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:17.256Z,2025-04-27T12:29:44Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684446067,144,44,5684444747,286,0,5684444745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807030787,240,43,1,28,4,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-27T12:29:17.306Z,2025-04-27T12:29:43Z,8e8v25kjfqsohkczqxj5xsmj8,Z. Salifu,,,5684444771,286,0,5684444767,56,Center,5684446047,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
