id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2815030949,82,74,1,8,40,cfvya7igkhkas7wvsktwz6j8k,1,28.6,17.4,2025-05-15T17:09:10.489Z,2025-05-15T17:09:15Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5728764471,233,103,5728764201,285,,5728764199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030979,84,1,1,8,42,cfvya7igkhkas7wvsktwz6j8k,0,33.9,7.1,2025-05-15T17:09:12.777Z,2025-05-15T17:09:14Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5728764363,140,64.1,5728764367,212,31.7,5728764365,141,7.3,5728764369,213,0.00,5728764361,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031033,105,1,1,8,46,evf5hhqgnjhwjsth1m6pawxdp,1,39.6,94.2,2025-05-15T17:09:17.057Z,2025-05-15T17:09:20Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5728764705,140,40.1,5728764703,56,Back,5728764707,141,76.0,5728764709,212,12.4,5728764711,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031091,106,1,1,8,50,evf5hhqgnjhwjsth1m6pawxdp,1,34.9,72.3,2025-05-15T17:09:20.832Z,2025-05-15T17:09:28Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5728765035,213,4.69,5728765029,140,34.2,5728765031,141,31.6,5728765033,212,27.7,5728765027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031109,107,1,1,8,58,evf5hhqgnjhwjsth1m6pawxdp,1,70.3,18.8,2025-05-15T17:09:28.657Z,2025-05-15T17:09:31Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5728765131,56,Right,5728765135,141,6.1,5728765139,213,5.89,5728765137,212,22.7,5728765133,140,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031111,108,1,1,9,1,evf5hhqgnjhwjsth1m6pawxdp,0,90.9,7.6,2025-05-15T17:09:31.601Z,2025-05-15T17:09:32Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728765157,213,1.27,5728765153,141,10.6,5728765147,155,,5728765151,140,91.5,5728765149,56,Right,5728765193,233,85,5728765197,286,,5728765145,2,,5728765155,212,5728765191,236,2.1,,,,,,,,,,,,,,,,,,,,,,,,
2815031115,85,12,1,9,1,cfvya7igkhkas7wvsktwz6j8k,1,15.3,86.5,2025-05-15T17:09:31.701Z,2025-05-15T17:09:32Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728765213,233,108,5728765173,185,,5728765175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031125,86,5,1,9,3,cfvya7igkhkas7wvsktwz6j8k,0,6.4,101.8,2025-05-15T17:09:33.801Z,2025-05-15T17:09:36Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728765285,233,109,5728765231,347,,5728765229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031129,109,5,1,9,3,evf5hhqgnjhwjsth1m6pawxdp,1,93.6,-1.8,2025-05-15T17:09:33.801Z,2025-05-15T17:13:52Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728765253,233,86,5728765251,347,,5728765249,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031163,110,1,1,9,6,evf5hhqgnjhwjsth1m6pawxdp,1,94.6,0.0,2025-05-15T17:09:36.641Z,2025-05-15T17:09:39Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728765435,212,18.8,5728765427,107,,5728765437,213,2.75,5728765433,141,8.5,5728765431,140,78.0,5728765429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031185,111,1,1,9,8,evf5hhqgnjhwjsth1m6pawxdp,1,73.9,14.6,2025-05-15T17:09:39.009Z,2025-05-15T17:09:41Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,5728765583,140,84.0,5728765587,212,12.6,5728765589,213,5.71,5728765581,56,Right,5728765585,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031203,112,1,1,9,11,evf5hhqgnjhwjsth1m6pawxdp,1,84.5,5.3,2025-05-15T17:09:41.697Z,2025-05-15T17:09:44Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728765701,140,69.7,5728765699,56,Right,5728765707,213,2.93,5728765703,141,10.1,5728765705,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031227,113,1,1,9,14,evf5hhqgnjhwjsth1m6pawxdp,1,67.9,15.9,2025-05-15T17:09:44.384Z,2025-05-15T17:09:48Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,5728765851,141,25.0,5728765849,140,54.6,5728765855,213,2.72,5728765853,212,15.3,5728765847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031239,114,1,1,9,17,evf5hhqgnjhwjsth1m6pawxdp,1,54.6,25.0,2025-05-15T17:09:47.952Z,2025-05-15T17:09:50Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5728765923,213,1.55,5728765915,56,Center,5728765919,141,58.7,5728765917,140,55.0,5728765921,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031273,115,1,1,9,19,evf5hhqgnjhwjsth1m6pawxdp,1,67.0,75.4,2025-05-15T17:09:49.936Z,2025-05-15T17:09:56Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5728766115,140,86.7,5728766121,213,0.58,5728766117,141,95.3,5728766113,56,Left,5728766119,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031297,116,1,1,9,26,evf5hhqgnjhwjsth1m6pawxdp,1,87.8,94.2,2025-05-15T17:09:56.706Z,2025-05-15T17:36:01Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,5728766217,212,15.4,5728766213,140,91.7,5728766211,56,Center,5728766219,213,4.98,5728766209,155,,5728766215,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031335,88,43,1,9,27,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-15T17:09:57.760Z,2025-05-15T17:36:08Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,5728825585,144,61,5728766387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031305,117,1,1,9,28,evf5hhqgnjhwjsth1m6pawxdp,0,92.5,76.5,2025-05-15T17:09:58.544Z,2025-05-15T17:36:18Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5728775231,213,5.22,5728775229,212,19.7,5728775225,140,100.0,5728775227,141,51.1,5728775223,155,,5728766255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031307,87,5,1,9,29,cfvya7igkhkas7wvsktwz6j8k,1,-1.4,41.8,2025-05-15T17:09:59.577Z,2025-05-15T17:13:52Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5728766271,56,Back,5728766329,233,118,5728766273,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031319,118,5,1,9,29,evf5hhqgnjhwjsth1m6pawxdp,0,101.4,58.2,2025-05-15T17:09:59.577Z,2025-05-15T17:13:53Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5728766313,56,Center,5728766341,233,87,5728766315,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031493,89,1,1,9,48,cfvya7igkhkas7wvsktwz6j8k,1,5.0,60.5,2025-05-15T17:10:18.393Z,2025-05-15T17:10:21Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5728767297,140,4.7,5728767293,124,,5728767299,141,46.0,5728767303,213,4.68,5728767295,56,Back,5728767301,212,9.9,5728767311,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031539,90,1,1,9,51,cfvya7igkhkas7wvsktwz6j8k,0,7.5,41.2,2025-05-15T17:10:21.449Z,2025-05-15T17:10:27Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5728767541,213,5.98,5728767531,157,,5728767539,212,61.8,5728767535,140,63.6,5728767537,141,13.8,5728767543,1,,5728767533,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031537,119,44,1,9,55,evf5hhqgnjhwjsth1m6pawxdp,1,37.6,83.0,2025-05-15T17:10:26.066Z,2025-05-15T17:17:06Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5728767627,233,91,5728767523,56,Back,5728767525,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031541,91,44,1,9,55,cfvya7igkhkas7wvsktwz6j8k,0,62.4,17.0,2025-05-15T17:10:26.067Z,2025-05-15T17:17:06Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,5728767575,286,,5728767635,233,119,5728767573,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031545,120,1,1,9,56,evf5hhqgnjhwjsth1m6pawxdp,0,39.4,78.1,2025-05-15T17:10:26.561Z,2025-05-15T17:10:27Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5728767617,213,6.21,5728767607,3,,5728767613,141,75.7,5728767611,140,59.3,5728767609,56,Center,5728767615,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031557,92,1,1,9,57,cfvya7igkhkas7wvsktwz6j8k,1,48.0,21.3,2025-05-15T17:10:28.281Z,2025-05-15T17:36:39Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,5728767693,212,24.4,5728767687,56,Right,5728767695,213,5.80,5728767691,141,4.7,5728767685,3,,5728767689,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031581,93,1,1,9,59,cfvya7igkhkas7wvsktwz6j8k,1,68.0,5.2,2025-05-15T17:10:29.481Z,2025-05-15T17:10:31Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5728767789,213,2.35,5728767781,56,Right,5728767783,140,63.7,5728767787,212,6.4,5728767785,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031585,94,50,1,10,1,cfvya7igkhkas7wvsktwz6j8k,1,62.9,14.2,2025-05-15T17:10:31.480Z,2025-05-15T17:36:52Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5728767803,286,,5728767801,56,Right,5728768049,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031609,121,7,1,10,1,evf5hhqgnjhwjsth1m6pawxdp,1,37.1,85.8,2025-05-15T17:10:31.481Z,2025-05-15T17:36:54Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,5728767959,285,,5728767995,233,94,5728767957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031623,123,1,1,10,5,evf5hhqgnjhwjsth1m6pawxdp,1,37.2,76.7,2025-05-15T17:10:35.553Z,2025-05-15T17:10:36Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5728768033,212,14.5,5728768027,56,Back,5728768029,140,47.3,5728768035,213,5.53,5728768031,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031643,124,1,1,10,6,evf5hhqgnjhwjsth1m6pawxdp,1,45.4,65.5,2025-05-15T17:10:36.593Z,2025-05-15T17:37:05Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5728768137,56,Center,5728768145,212,55.6,5728768143,141,26.4,5728768147,213,5.78,5728768149,1,,5728768141,140,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031649,125,1,1,10,9,evf5hhqgnjhwjsth1m6pawxdp,0,98.2,24.1,2025-05-15T17:10:39.522Z,2025-05-15T17:10:41Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728768189,56,Center,5728768191,140,97.2,5728768241,236,,5728768195,212,2.1,5728768243,233,95,5728768197,213,2.09,5728768247,286,,5728768193,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031655,95,74,1,10,9,cfvya7igkhkas7wvsktwz6j8k,1,4.4,70.0,2025-05-15T17:10:39.523Z,2025-05-15T17:17:01Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728768259,233,125,5728768225,56,Back,5728768227,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031671,96,6,1,10,11,cfvya7igkhkas7wvsktwz6j8k,0,0.4,73.2,2025-05-15T17:10:41.522Z,2025-05-15T17:13:56Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728768325,56,Back,5728768351,233,126,5728768327,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031665,126,6,1,10,11,evf5hhqgnjhwjsth1m6pawxdp,1,99.6,26.8,2025-05-15T17:10:41.522Z,2025-05-15T17:10:44Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728768333,233,96,5728768329,56,Center,5728768331,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031789,127,1,1,10,22,evf5hhqgnjhwjsth1m6pawxdp,1,99.5,0.5,2025-05-15T17:10:53.202Z,2025-05-15T17:37:18Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728769015,6,,5728769025,213,1.79,5728769019,140,97.0,5728769023,212,12.1,5728769017,56,Right,5728769021,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031805,128,1,1,10,26,evf5hhqgnjhwjsth1m6pawxdp,1,96.4,16.2,2025-05-15T17:10:56.650Z,2025-05-15T17:37:15Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5728769105,140,94.1,5728769103,56,Right,5728769107,141,12.9,5728769109,212,3.3,5728769111,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031825,129,3,1,10,27,evf5hhqgnjhwjsth1m6pawxdp,0,96.3,18.9,2025-05-15T17:10:58.200Z,2025-05-15T17:16:59Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728769209,286,,5728769207,56,Right,5728769225,233,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031779,97,7,1,10,27,cfvya7igkhkas7wvsktwz6j8k,0,3.7,81.1,2025-05-15T17:10:58.201Z,2025-05-15T17:16:59Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728768985,56,Back,5728768987,285,,5728769211,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031837,98,6,1,10,32,cfvya7igkhkas7wvsktwz6j8k,0,0.8,79.6,2025-05-15T17:11:02.785Z,2025-05-15T17:13:57Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728769267,73,,5728769307,233,130,5728769265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815031831,130,6,1,10,32,evf5hhqgnjhwjsth1m6pawxdp,1,99.2,20.4,2025-05-15T17:11:02.785Z,2025-05-15T17:11:06Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,5728769277,56,Right,5728769279,75,,5728769293,233,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032013,131,1,1,11,6,evf5hhqgnjhwjsth1m6pawxdp,0,99.5,0.5,2025-05-15T17:11:36.515Z,2025-05-15T17:11:38Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5728770415,56,Center,5728770413,223,,5728770421,212,31.8,5728770407,2,,5728770417,140,96.6,5728770423,213,1.67,5728770409,6,,5728770419,141,47.0,5728770411,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032025,99,12,1,11,9,cfvya7igkhkas7wvsktwz6j8k,1,3.3,58.2,2025-05-15T17:11:39.801Z,2025-05-15T17:11:44Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,5728770497,213,1.41,5728770493,141,97.2,5728770547,15,,5728770489,56,Back,5728770491,140,7.5,5728770495,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032041,132,43,1,11,10,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-15T17:11:41.234Z,2025-05-15T17:11:43Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5728770579,347,0,5728770679,144,5,5728770577,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032065,100,45,1,11,14,cfvya7igkhkas7wvsktwz6j8k,0,14.0,83.2,2025-05-15T17:11:44.344Z,2025-05-15T17:17:02Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5728770859,233,134,5728770717,56,Back,5728770719,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032079,134,3,1,11,14,evf5hhqgnjhwjsth1m6pawxdp,1,86.0,16.8,2025-05-15T17:11:44.344Z,2025-05-15T17:17:02Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5728770831,286,,5728770829,56,Right,5728770847,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032073,133,1,1,11,14,evf5hhqgnjhwjsth1m6pawxdp,1,93.2,3.8,2025-05-15T17:11:44.674Z,2025-05-15T17:12:07Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,1.0,5728770785,56,Right,5728770791,212,9.4,5728770789,141,12.0,5728770793,213,2.51,5728770787,140,86.0,5728771705,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032085,101,45,1,11,16,cfvya7igkhkas7wvsktwz6j8k,0,10.2,84.5,2025-05-15T17:11:46.609Z,2025-05-15T17:17:03Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5728770883,285,,5728770881,56,Back,5728771143,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032109,135,3,1,11,16,evf5hhqgnjhwjsth1m6pawxdp,1,89.8,15.5,2025-05-15T17:11:46.609Z,2025-05-15T17:17:03Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5728771061,286,,5728771101,233,101,5728771059,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032111,136,13,1,11,20,evf5hhqgnjhwjsth1m6pawxdp,1,91.3,30.9,2025-05-15T17:11:50.450Z,2025-05-15T17:39:49Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5728771725,55,133,5728771733,215,,5728771731,103,23.6,5728771371,25,,5728771071,63,,5728771073,56,Center,5728771735,230,99.0,5728771373,20,,5728833599,121,5728771737,231,,47.1,5728771723,29,5728771721,83,5728771729,102,58.5,,,,,,,,,,,,,,,,
2815032119,102,5,1,11,21,cfvya7igkhkas7wvsktwz6j8k,1,-1.0,39.8,2025-05-15T17:11:51.977Z,2025-05-15T17:13:53Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5728771325,233,137,5728771131,56,Back,5728771135,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032151,137,5,1,11,21,evf5hhqgnjhwjsth1m6pawxdp,0,101.0,60.2,2025-05-15T17:11:51.977Z,2025-05-15T17:13:53Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5728771383,233,102,5728771301,346,,5728771299,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032293,103,1,1,11,47,cfvya7igkhkas7wvsktwz6j8k,1,5.4,52.8,2025-05-15T17:12:17.913Z,2025-05-15T17:42:06Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5728772175,141,89.3,5728838335,189,,5728772179,213,0.93,5728772183,237,,5728772171,56,Back,5728772169,124,,5728772173,140,22.9,5728772177,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032311,104,1,1,11,51,cfvya7igkhkas7wvsktwz6j8k,1,24.4,91.8,2025-05-15T17:12:21.944Z,2025-05-15T17:42:08Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728772255,141,91.4,5728772259,213,3.16,5728772251,56,Back,5728772253,140,12.1,5728838383,189,,5728772257,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032321,105,1,1,11,53,cfvya7igkhkas7wvsktwz6j8k,0,10.7,86.7,2025-05-15T17:12:23.865Z,2025-05-15T17:42:31Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5728772317,141,94.2,5728772321,213,0.16,5728772313,56,Back,5728772319,212,31.8,5728772315,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032319,138,1,1,11,54,evf5hhqgnjhwjsth1m6pawxdp,0,58.5,7.0,2025-05-15T17:12:24.818Z,2025-05-15T17:42:29Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5728772301,213,0.04,5728772299,212,15.4,5728772295,140,73.2,5728772297,141,8.0,5728772293,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032325,106,1,1,11,55,cfvya7igkhkas7wvsktwz6j8k,0,16.7,86.0,2025-05-15T17:12:25.865Z,2025-05-15T17:42:39Z,3cplil800nf4znsypobvc22qy,D. Olsson,,5728772355,213,0.17,5728772351,141,91.1,5728772349,140,35.9,5728772345,157,,5728772353,212,20.5,5728772347,56,Back,5728772357,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032345,107,5,1,11,56,cfvya7igkhkas7wvsktwz6j8k,0,35.6,101.6,2025-05-15T17:12:27.044Z,2025-05-15T17:13:54Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5728772455,347,,5728772451,56,Back,5728772499,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032335,139,5,1,11,56,evf5hhqgnjhwjsth1m6pawxdp,1,64.4,-1.6,2025-05-15T17:12:27.044Z,2025-05-15T17:13:54Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5728772409,347,,5728772479,233,107,5728772407,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032371,140,1,1,11,58,evf5hhqgnjhwjsth1m6pawxdp,1,60.5,0.0,2025-05-15T17:12:28.595Z,2025-05-15T17:12:31Z,1vla5l510mtb859zevvplneju,F. Eriksson,,5728772601,141,14.1,5728772597,56,Right,5728772605,213,1.17,5728772603,212,11.6,5728772599,140,64.8,5728772595,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032385,141,1,1,12,1,evf5hhqgnjhwjsth1m6pawxdp,1,64.8,14.1,2025-05-15T17:12:31.378Z,2025-05-15T17:12:33Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5728772705,140,53.6,5728772709,212,12.2,5728772711,213,3.42,5728772703,56,Right,5728772707,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032413,142,1,1,12,3,evf5hhqgnjhwjsth1m6pawxdp,1,47.2,14.7,2025-05-15T17:12:33.730Z,2025-05-15T17:12:35Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5728772835,141,55.1,5728772839,213,2.20,5728772841,1,,5728772831,56,Back,5728772833,140,28.3,5728772837,212,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032447,143,1,1,12,5,evf5hhqgnjhwjsth1m6pawxdp,1,28.6,61.7,2025-05-15T17:12:35.746Z,2025-05-15T17:12:39Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,5728773015,213,0.90,5728773013,212,13.7,5728773007,56,Back,5728773009,140,36.7,5728773011,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032481,144,1,1,12,9,evf5hhqgnjhwjsth1m6pawxdp,1,40.4,80.6,2025-05-15T17:12:39.554Z,2025-05-15T17:12:43Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,5728773219,213,3.67,5728773211,56,Back,5728773213,140,22.3,5728773217,212,22.0,5728773215,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032551,145,1,1,12,13,evf5hhqgnjhwjsth1m6pawxdp,1,23.9,66.0,2025-05-15T17:12:43.348Z,2025-05-15T17:12:51Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,5728773561,213,4.84,5728773555,140,27.0,5728773559,212,25.2,5728773557,141,29.2,5728773553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032587,146,1,1,12,21,evf5hhqgnjhwjsth1m6pawxdp,1,45.3,24.7,2025-05-15T17:12:51.394Z,2025-05-15T17:12:56Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5728773733,56,Center,5728773737,141,38.5,5728773735,140,55.8,5728773739,212,14.5,5728773741,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032571,108,83,1,12,23,cfvya7igkhkas7wvsktwz6j8k,0,42.9,48.5,2025-05-15T17:12:53.914Z,2025-05-15T17:12:57Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,5728773803,399,bm0bafkutd9qb9qee06cys9re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032595,147,1,1,12,25,evf5hhqgnjhwjsth1m6pawxdp,1,68.9,29.4,2025-05-15T17:12:56.274Z,2025-05-15T17:12:57Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,5728773781,212,9.6,5728773775,140,77.5,5728773783,213,5.94,5728773779,141,24.7,5728773771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
