id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2808117709,70,1,1,11,21,cfvya7igkhkas7wvsktwz6j8k,0,12.7,47.9,2025-04-29T17:12:05.239Z,2025-04-29T17:12:10Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5690496125,1,,5690496121,212,55.9,5690496113,199,,5690496117,140,65.1,5690496123,213,6.11,5690496115,56,Center,5690496119,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117731,102,12,1,11,22,93ohqui2qgqm8408viwmm1ken,1,35.0,62.4,2025-04-29T17:12:06.298Z,2025-05-01T10:25:21Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690496297,213,0.07,5690496301,15,,5690496291,140,56.7,5690496295,212,22.8,5690496289,56,Center,5690496293,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117725,101,43,1,11,25,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-04-29T17:12:09.522Z,2025-04-29T17:12:41Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690496247,56,Back,5690496257,233,71,5690496877,144,44,5690496249,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117713,71,43,1,11,25,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-04-29T17:12:09.523Z,2025-04-29T17:12:42Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5690496147,286,0,5690496885,144,44,5690496145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117727,72,1,1,11,28,cfvya7igkhkas7wvsktwz6j8k,0,51.6,41.9,2025-04-29T17:12:12.196Z,2025-04-29T17:12:13Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5690496269,140,65.1,5690496265,3,,5690496275,213,5.76,5690496273,212,16.4,5690496267,56,Center,5690496271,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117787,103,12,1,11,30,93ohqui2qgqm8408viwmm1ken,1,37.1,73.2,2025-04-29T17:12:14.105Z,2025-04-29T17:12:30Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690496635,213,5.64,5690496627,56,Center,5690496633,212,23.8,5690496629,140,55.2,5690496631,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117743,73,1,1,11,32,cfvya7igkhkas7wvsktwz6j8k,1,44.6,53.6,2025-04-29T17:12:15.860Z,2025-04-29T17:12:17Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5690496357,140,48.8,5690496363,213,5.28,5690496355,56,Back,5690496361,212,8.2,5690496359,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117755,74,1,1,11,33,cfvya7igkhkas7wvsktwz6j8k,1,45.9,46.7,2025-04-29T17:12:17.252Z,2025-04-29T17:12:19Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5690496449,141,34.5,5690496453,213,3.69,5690496445,56,Back,5690496447,140,32.9,5690496451,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117767,75,1,1,11,35,cfvya7igkhkas7wvsktwz6j8k,1,33.9,31.3,2025-04-29T17:12:19.764Z,2025-04-29T17:12:23Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690496515,212,29.4,5690496517,213,5.94,5690496511,140,60.3,5690496513,141,16.7,5690496509,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117775,76,1,1,11,39,cfvya7igkhkas7wvsktwz6j8k,1,56.7,15.5,2025-04-29T17:12:23.364Z,2025-04-29T17:12:27Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5690496563,141,25.9,5690496567,213,2.85,5690496561,140,34.4,5690496559,56,Back,5690496565,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117783,77,1,1,11,43,cfvya7igkhkas7wvsktwz6j8k,0,43.7,27.7,2025-04-29T17:12:27.701Z,2025-04-29T17:12:30Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690496607,141,100.0,5690496601,196,,5690496609,212,62.1,5690496605,140,79.1,5690496613,1,,5690496611,213,0.93,5690496599,155,,5690496603,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117789,78,5,1,11,46,cfvya7igkhkas7wvsktwz6j8k,0,76.2,101.0,2025-04-29T17:12:30.027Z,2025-04-29T17:12:34Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690496637,56,Left,5690496667,233,104,5690496639,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117791,104,5,1,11,46,93ohqui2qgqm8408viwmm1ken,1,23.8,-1.0,2025-04-29T17:12:30.027Z,2025-04-29T18:57:25Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5690496645,347,,5690496643,56,Back,5690496661,233,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117855,105,1,1,12,5,93ohqui2qgqm8408viwmm1ken,1,37.4,0.0,2025-04-29T17:12:49.753Z,2025-04-29T17:12:54Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5690497019,212,23.5,5690497015,140,57.1,5690497017,141,15.0,5690497023,1,,5690497013,56,Right,5690497009,107,,5690497021,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117861,106,1,1,12,10,93ohqui2qgqm8408viwmm1ken,0,57.1,15.0,2025-04-29T17:12:54.011Z,2025-04-29T17:12:54Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5690497047,212,12.8,5690497041,56,Right,5690497049,213,5.15,5690497045,141,0.0,5690497039,3,,5690497043,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117867,79,5,1,12,10,cfvya7igkhkas7wvsktwz6j8k,1,37.4,101.8,2025-04-29T17:12:54.249Z,2025-04-29T18:57:25Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5690497061,56,Back,5690497063,347,,5690497069,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117865,107,5,1,12,10,93ohqui2qgqm8408viwmm1ken,0,62.6,-1.8,2025-04-29T17:12:54.249Z,2025-04-29T17:12:57Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5690497055,347,,5690497053,56,Right,5690497075,233,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117879,80,1,1,12,12,cfvya7igkhkas7wvsktwz6j8k,1,37.2,100.0,2025-04-29T17:12:56.260Z,2025-04-29T17:12:58Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5690497131,140,22.9,5690497137,213,3.94,5690497129,56,Back,5690497127,107,,5690497139,1,,5690497135,212,21.5,5690497133,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117889,81,1,1,12,14,cfvya7igkhkas7wvsktwz6j8k,1,23.6,73.9,2025-04-29T17:12:58.612Z,2025-04-29T17:13:02Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690497181,141,46.9,5690497179,140,25.5,5690497185,213,4.82,5690497183,212,18.5,5690497177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117899,82,1,1,12,18,cfvya7igkhkas7wvsktwz6j8k,1,29.2,37.7,2025-04-29T17:13:01.923Z,2025-04-29T17:13:05Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690497231,212,22.7,5690497229,141,5.9,5690497225,56,Back,5690497233,213,5.03,5690497227,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117903,83,1,1,12,21,cfvya7igkhkas7wvsktwz6j8k,0,39.1,8.9,2025-04-29T17:13:05.108Z,2025-04-29T17:15:00Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690497247,56,Right,5690497249,140,63.9,5690500749,155,,5690497253,212,26.1,5690497251,141,7.4,5690497255,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117911,108,1,1,12,23,93ohqui2qgqm8408viwmm1ken,0,38.5,88.9,2025-04-29T17:13:07.227Z,2025-04-29T17:13:07Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690497287,213,6.13,5690497281,140,59.3,5690497279,56,Left,5690497285,212,22.1,5690497283,141,84.1,5690497277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117915,84,1,1,12,24,cfvya7igkhkas7wvsktwz6j8k,0,43.5,15.8,2025-04-29T17:13:08.484Z,2025-04-29T17:13:09Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690497303,140,59.8,5690497299,155,,5690497309,213,5.94,5690497305,141,6.7,5690497301,56,Right,5690497307,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117917,109,8,1,12,26,93ohqui2qgqm8408viwmm1ken,1,44.4,89.4,2025-04-29T17:13:10.060Z,2025-05-01T10:28:44Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690497327,56,Back,5692454183,384,,5690497379,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117933,85,1,1,12,28,cfvya7igkhkas7wvsktwz6j8k,1,31.4,28.0,2025-04-29T17:13:12.644Z,2025-04-29T17:13:16Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690497441,56,Back,5690497447,212,24.9,5690497443,140,9.1,5690497445,141,40.6,5690497449,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117941,86,1,1,12,32,cfvya7igkhkas7wvsktwz6j8k,1,13.0,43.0,2025-04-29T17:13:15.972Z,2025-04-29T17:13:19Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5690497503,141,63.9,5690497507,213,1.14,5690497501,140,19.2,5690497499,56,Back,5690497505,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117947,87,1,1,12,35,cfvya7igkhkas7wvsktwz6j8k,1,21.4,63.0,2025-04-29T17:13:19.589Z,2025-04-29T17:13:20Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690497537,141,55.1,5690497535,140,35.8,5690497539,212,16.0,5690497541,213,5.94,5690497533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117953,88,1,1,12,36,cfvya7igkhkas7wvsktwz6j8k,1,34.7,55.1,2025-04-29T17:13:20.628Z,2025-04-29T17:13:23Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5690497563,212,12.6,5690497565,213,2.68,5690497569,156,,5690497557,56,Back,5690497561,141,63.3,5690497559,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117977,89,1,1,12,40,cfvya7igkhkas7wvsktwz6j8k,1,25.4,61.4,2025-04-29T17:13:23.780Z,2025-04-29T17:13:26Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690497647,140,29.4,5690497651,212,19.7,5690497653,213,1.36,5690497645,56,Back,5690497649,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117987,90,1,1,12,42,cfvya7igkhkas7wvsktwz6j8k,0,29.4,90.9,2025-04-29T17:13:26.340Z,2025-04-29T17:13:28Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5690497683,56,Center,5690497691,213,5.92,5690497689,212,45.3,5690497685,140,69.8,5690497681,155,,5690497693,1,,5690497687,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118063,115,44,1,12,45,93ohqui2qgqm8408viwmm1ken,1,30.0,34.4,2025-04-29T17:13:28.818Z,2025-04-29T19:05:31Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5690498221,233,91,5690498161,285,,5690498159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117993,91,44,1,12,45,cfvya7igkhkas7wvsktwz6j8k,0,70.0,65.6,2025-04-29T17:13:28.819Z,2025-04-29T19:05:31Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5690497725,286,,5690498229,233,115,5690497723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808117997,110,1,1,12,45,93ohqui2qgqm8408viwmm1ken,1,32.2,24.9,2025-04-29T17:13:29.731Z,2025-04-29T17:59:39Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5690497739,212,16.5,5690497735,140,47.9,5690497737,141,26.7,5690497731,3,,5690497733,56,Back,5690497741,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118001,111,61,1,12,48,93ohqui2qgqm8408viwmm1ken,0,47.9,26.7,2025-04-29T17:13:31.818Z,2025-04-29T17:13:32Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5690497745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118025,92,3,1,12,48,cfvya7igkhkas7wvsktwz6j8k,1,68.0,64.2,2025-04-29T17:13:32.724Z,2025-05-01T10:29:31Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5690497899,233,112,5692454763,465,,5690497883,56,Center,5690497885,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118003,112,45,1,12,48,93ohqui2qgqm8408viwmm1ken,0,32.0,35.8,2025-04-29T17:13:32.724Z,2025-04-29T18:02:11Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5690497751,285,,5690497749,56,Back,5690497915,233,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118027,93,15,1,12,53,cfvya7igkhkas7wvsktwz6j8k,1,78.7,60.1,2025-04-29T17:13:36.836Z,2025-04-29T19:13:58Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5690497887,22,,5690498137,215,,5690497889,18,,5690498135,103,1.9,5690498133,102,50.3,5690498125,78,,5690498143,146,98.9,5690498123,20,,5690497891,56,Center,5690499775,458,,5690498149,233,5690498145,147,113,,,,,,,,,,,50.9,,,,,,,,
2808118031,113,10,1,12,53,93ohqui2qgqm8408viwmm1ken,1,0.7,48.2,2025-04-29T17:13:36.936Z,2025-05-01T10:29:57Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5690497913,56,Back,5690498051,381,,5690498155,233,93,5690498049,174,,5692455189,376,,5690498053,180,,5690497911,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118051,114,52,1,12,58,93ohqui2qgqm8408viwmm1ken,1,1.1,41.6,2025-04-29T17:13:42.667Z,2025-05-01T10:30:03Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5692455247,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118117,116,1,1,13,16,93ohqui2qgqm8408viwmm1ken,1,9.7,40.1,2025-04-29T17:13:59.946Z,2025-04-29T17:14:02Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5690498499,213,1.24,5690498509,189,,5690498495,141,82.7,5690498497,212,30.6,5690498491,56,Back,5690498493,140,19.1,5690498489,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118147,117,1,1,13,19,93ohqui2qgqm8408viwmm1ken,1,34.5,86.0,2025-04-29T17:14:03.514Z,2025-04-29T17:14:06Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5690498639,56,Back,5690498643,141,97.2,5690498647,213,0.51,5690498641,140,47.5,5690498645,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118159,118,1,1,13,22,93ohqui2qgqm8408viwmm1ken,1,55.6,96.0,2025-04-29T17:14:06.106Z,2025-04-29T17:14:07Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690498695,56,Center,5690498701,212,15.8,5690498699,141,76.9,5690498703,213,5.31,5690498697,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118173,119,1,1,13,23,93ohqui2qgqm8408viwmm1ken,1,64.1,76.9,2025-04-29T17:14:07.562Z,2025-04-29T17:14:11Z,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,5690498777,140,96.4,5690498783,213,0.07,5690498785,1,,5690498781,212,34.0,5690498779,141,80.3,5690498775,56,Left,5690498773,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118175,120,1,1,13,27,93ohqui2qgqm8408viwmm1ken,0,96.4,80.3,2025-04-29T17:14:11.130Z,2025-04-29T17:14:12Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690498797,212,17.9,5690498791,56,Center,5690498801,195,,5690498799,213,4.64,5690498795,141,54.0,5690498793,140,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118177,94,52,1,13,29,cfvya7igkhkas7wvsktwz6j8k,1,3.9,47.0,2025-04-29T17:14:13.301Z,2025-05-01T10:30:29Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5692455565,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118189,95,1,1,13,30,cfvya7igkhkas7wvsktwz6j8k,1,7.0,51.3,2025-04-29T17:14:14.085Z,2025-04-29T17:14:16Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5690498883,213,0.72,5690498867,123,,5690498877,141,80.6,5690498879,212,30.1,5690498869,56,Back,5690498873,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118211,96,1,1,13,32,cfvya7igkhkas7wvsktwz6j8k,1,28.7,80.6,2025-04-29T17:14:15.988Z,2025-04-29T17:14:20Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5690498987,213,3.35,5690498981,140,17.9,5690498985,212,11.6,5690498979,56,Back,5690498983,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118221,97,1,1,13,36,cfvya7igkhkas7wvsktwz6j8k,1,25.0,80.5,2025-04-29T17:14:20.612Z,2025-04-29T17:14:25Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5690499087,141,95.6,5690499083,56,Back,5690499085,140,34.0,5690499091,213,0.83,5690499089,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118241,98,1,1,13,41,cfvya7igkhkas7wvsktwz6j8k,1,29.4,90.9,2025-04-29T17:14:25.364Z,2025-04-29T17:14:28Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5690499217,212,18.4,5690499211,56,Back,5690499215,141,94.1,5690499219,213,0.12,5690499213,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118245,99,3,1,13,44,cfvya7igkhkas7wvsktwz6j8k,0,37.4,92.6,2025-04-29T17:14:28.596Z,2025-05-01T10:30:58Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5690499239,286,,5692455987,464,,5690499237,56,Back,5690499303,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118251,121,7,1,13,44,93ohqui2qgqm8408viwmm1ken,0,62.6,7.4,2025-04-29T17:14:28.597Z,2025-05-01T10:31:03Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5690499285,285,,5692456069,384,,5692456071,178,,5690499281,233,99,5690499265,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118257,100,61,1,13,46,cfvya7igkhkas7wvsktwz6j8k,1,39.6,82.6,2025-04-29T17:14:30.095Z,2025-04-29T17:14:30Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5690499299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118281,123,1,1,13,46,93ohqui2qgqm8408viwmm1ken,0,66.5,8.0,2025-04-29T17:14:30.666Z,2025-04-29T17:14:33Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5690499401,212,9.3,5690499399,141,8.2,5690499395,56,Right,5690499403,213,0.01,5690499397,140,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118273,101,8,1,13,48,cfvya7igkhkas7wvsktwz6j8k,1,32.6,76.0,2025-04-29T17:14:32.602Z,2025-05-01T10:31:15Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5690499377,56,Back,5692456209,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118291,124,1,1,13,49,93ohqui2qgqm8408viwmm1ken,1,56.2,8.8,2025-04-29T17:14:33.226Z,2025-04-29T17:14:34Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5690499465,56,Center,5690499469,141,23.3,5690499473,213,1.92,5690499467,140,52.8,5690499471,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118305,125,1,1,13,50,93ohqui2qgqm8408viwmm1ken,1,52.7,23.3,2025-04-29T17:14:34.490Z,2025-04-29T17:14:35Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5690499543,212,7.3,5690499539,140,56.9,5690499545,213,0.92,5690499537,56,Center,5690499541,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118315,126,1,1,13,51,93ohqui2qgqm8408viwmm1ken,1,56.9,31.9,2025-04-29T17:14:35.674Z,2025-04-29T17:14:36Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5690499637,156,,5690499607,141,5.9,5690499599,56,Back,5690499611,212,19.6,5690499603,140,48.8,5690499615,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118337,127,1,1,13,53,93ohqui2qgqm8408viwmm1ken,1,48.8,5.9,2025-04-29T17:14:37.418Z,2025-04-29T17:14:38Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5690499717,141,4.0,5690499719,212,9.9,5690499715,140,58.1,5690499713,56,Right,5690499721,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118355,128,1,1,13,54,93ohqui2qgqm8408viwmm1ken,1,58.1,4.0,2025-04-29T17:14:38.346Z,2025-04-29T17:14:40Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5690499857,141,8.9,5690499853,56,Back,5690499861,213,2.81,5690499855,140,49.0,5690499859,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118373,129,1,1,13,56,93ohqui2qgqm8408viwmm1ken,1,49.9,9.4,2025-04-29T17:14:40.698Z,2025-04-29T17:14:43Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5690499969,213,1.07,5690499965,212,14.1,5690499957,140,56.3,5690499961,141,27.6,5690499953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118375,130,61,1,13,59,93ohqui2qgqm8408viwmm1ken,0,56.3,27.6,2025-04-29T17:14:43.146Z,2025-04-29T17:15:31Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5690499975,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118385,102,43,1,14,1,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-04-29T17:14:44.804Z,2025-04-29T17:54:34Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5690532975,144,61,5690500037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118425,104,1,1,14,2,cfvya7igkhkas7wvsktwz6j8k,1,52.3,53.7,2025-04-29T17:14:46.222Z,2025-04-29T17:14:50Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5690500243,141,50.4,5690500239,56,Center,5690500245,212,5.6,5690500241,140,57.2,5690500247,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118429,105,4,1,14,6,cfvya7igkhkas7wvsktwz6j8k,1,62.5,61.9,2025-04-29T17:14:49.924Z,2025-04-29T18:02:01Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5690500307,152,,5690500309,265,,5690500305,56,Center,5690500311,286,,5690500393,233,131,5690500303,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118443,131,4,1,14,6,93ohqui2qgqm8408viwmm1ken,0,37.5,38.1,2025-04-29T17:14:49.925Z,2025-04-29T18:02:01Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5690500373,56,Back,5690500371,13,,5690500397,233,105,5690500377,265,,5690500379,285,,5690500375,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118655,106,1,1,14,54,cfvya7igkhkas7wvsktwz6j8k,1,64.1,72.1,2025-04-29T17:15:38.245Z,2025-04-29T17:15:41Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5690501681,5,,5690501687,56,Center,5690501693,212,32.6,5690501689,140,88.5,5690501685,152,,5690501695,213,5.62,5690501697,1,,5690501683,155,,5690501691,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118657,107,1,1,14,57,cfvya7igkhkas7wvsktwz6j8k,0,87.7,45.1,2025-04-29T17:15:41.637Z,2025-04-29T17:16:24Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690501703,56,Center,5690501711,213,1.53,5690501705,140,88.0,5690501709,212,7.6,5690501701,3,,5690501707,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
