id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2815036903,260,4,1,22,10,93ohqui2qgqm8408viwmm1ken,1,26.7,9.6,2025-05-15T17:23:05.736Z,2025-05-15T17:23:44Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728798233,13,,5728799761,294,,5728798235,56,Back,5728798241,285,,5728798273,233,199,5728798237,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815036897,199,4,1,22,10,durq4oppf7c08tnbzrlebt0uz,0,73.3,90.4,2025-05-15T17:23:05.737Z,2025-05-15T17:23:47Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5728798271,286,,5728798279,233,260,5728798267,152,,5728799881,294,,5728798263,13,,5728798265,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037231,261,1,1,22,57,93ohqui2qgqm8408viwmm1ken,1,25.6,22.7,2025-05-15T17:23:52.300Z,2025-05-15T17:23:53Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5728800073,213,5.40,5728800063,152,,5728800065,56,Back,5728800071,212,11.1,5728800069,141,10.0,5728800061,5,,5728800067,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037237,262,1,1,22,58,93ohqui2qgqm8408viwmm1ken,1,32.3,10.0,2025-05-15T17:23:53.580Z,2025-05-15T17:23:54Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5728800111,212,15.8,5728800105,56,Back,5728800113,213,3.04,5728800109,141,12.3,5728800107,140,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037247,263,1,1,22,59,93ohqui2qgqm8408viwmm1ken,1,16.8,13.1,2025-05-15T17:23:54.459Z,2025-05-15T17:23:56Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5728800161,56,Back,5728800169,213,2.13,5728800167,212,16.2,5728800163,140,8.7,5728800165,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037257,264,1,1,23,1,93ohqui2qgqm8408viwmm1ken,0,6.3,33.1,2025-05-15T17:23:56.460Z,2025-05-15T17:24:00Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5728800243,141,16.5,5728800245,212,35.2,5728800249,1,,5728800241,140,38.1,5728800247,213,5.96,5728800239,56,Back,5728800237,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037255,200,44,1,23,4,durq4oppf7c08tnbzrlebt0uz,1,64.0,84.0,2025-05-15T17:23:58.969Z,2025-05-15T17:54:09Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5728800355,233,265,5728800233,56,Left,5728800235,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037263,265,44,1,23,4,93ohqui2qgqm8408viwmm1ken,0,36.0,16.0,2025-05-15T17:23:58.970Z,2025-05-15T17:54:09Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5728800361,233,200,5728800267,56,Back,5728800269,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037259,201,61,1,23,4,durq4oppf7c08tnbzrlebt0uz,1,67.7,85.0,2025-05-15T17:23:59.668Z,2025-05-15T17:24:00Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5728800253,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037285,202,1,1,23,5,durq4oppf7c08tnbzrlebt0uz,1,44.6,88.3,2025-05-15T17:24:00.826Z,2025-05-15T17:24:02Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5728800395,56,Center,5728800401,212,14.1,5728800399,141,73.5,5728800397,140,54.0,5728800403,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037307,204,1,1,23,7,durq4oppf7c08tnbzrlebt0uz,1,47.3,71.7,2025-05-15T17:24:02.634Z,2025-05-15T17:24:06Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5728800523,1,,5728800519,212,36.2,5728800517,141,18.5,5728800515,140,46.1,5728800521,213,4.68,5728800513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037327,205,1,1,23,11,durq4oppf7c08tnbzrlebt0uz,1,46.9,12.8,2025-05-15T17:24:06.153Z,2025-05-15T17:24:10Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728800633,141,4.6,5728800635,212,18.9,5728800631,140,64.1,5728800637,213,5.98,5728800629,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037331,206,3,1,23,15,durq4oppf7c08tnbzrlebt0uz,0,64.8,2.2,2025-05-15T17:24:10.233Z,2025-05-15T17:53:56Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728800761,233,266,5728800657,56,Right,5728800659,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037345,266,7,1,23,15,93ohqui2qgqm8408viwmm1ken,1,35.2,97.8,2025-05-15T17:24:10.234Z,2025-05-15T17:53:56Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5728800735,233,206,5728800727,56,Back,5728800729,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037347,267,50,1,23,18,93ohqui2qgqm8408viwmm1ken,1,24.4,88.9,2025-05-15T17:24:13.352Z,2025-05-15T17:53:56Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5728800733,285,,5728800731,56,Back,5728800915,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037373,207,7,1,23,18,durq4oppf7c08tnbzrlebt0uz,1,75.6,11.1,2025-05-15T17:24:13.353Z,2025-05-15T17:53:56Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728800907,233,267,5728800903,56,Right,5728800905,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037377,208,1,1,23,23,durq4oppf7c08tnbzrlebt0uz,1,88.1,14.6,2025-05-15T17:24:17.913Z,2025-05-15T17:24:19Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728800923,56,Right,5728800925,140,76.5,5728800929,212,13.0,5728800927,141,8.0,5728800931,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037387,209,1,1,23,24,durq4oppf7c08tnbzrlebt0uz,1,76.1,7.9,2025-05-15T17:24:19.161Z,2025-05-15T17:24:21Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728800979,56,Right,5728800983,141,19.8,5728800987,213,0.94,5728800981,140,81.7,5728800985,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037393,210,1,1,23,26,durq4oppf7c08tnbzrlebt0uz,1,80.0,18.2,2025-05-15T17:24:21.017Z,2025-05-15T17:24:21Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728801005,56,Center,5728801013,213,2.02,5728801009,141,26.5,5728801007,140,77.4,5728801011,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037407,211,1,1,23,26,durq4oppf7c08tnbzrlebt0uz,1,77.4,26.5,2025-05-15T17:24:21.578Z,2025-05-15T17:24:23Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5728801083,212,15.2,5728801079,140,69.8,5728801077,56,Right,5728801085,213,4.16,5728801081,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037431,212,1,1,23,28,durq4oppf7c08tnbzrlebt0uz,1,69.8,7.4,2025-05-15T17:24:23.145Z,2025-05-15T17:24:27Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728801199,140,93.9,5728801197,56,Center,5728801203,212,28.5,5728801201,141,26.7,5728801205,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037441,213,1,1,23,32,durq4oppf7c08tnbzrlebt0uz,0,98.3,31.1,2025-05-15T17:24:27.082Z,2025-05-15T17:24:47Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5728801257,212,10.6,5728801261,213,1.71,5728801253,141,46.6,5728801725,195,,5728801249,140,96.9,5728801247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037449,268,12,1,23,34,93ohqui2qgqm8408viwmm1ken,1,4.4,52.5,2025-05-15T17:24:29.021Z,2025-05-15T17:24:30Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5728801275,141,60.5,5728801279,213,2.45,5728801271,56,Back,5728801277,212,8.6,5728801273,140,0.0,5728801285,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037447,214,6,1,23,34,durq4oppf7c08tnbzrlebt0uz,1,99.8,42.4,2025-05-15T17:24:29.130Z,2025-05-15T17:24:34Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5728801325,233,269,5728801309,56,Center,5728801311,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037451,269,6,1,23,34,93ohqui2qgqm8408viwmm1ken,0,0.2,57.6,2025-05-15T17:24:29.130Z,2025-05-15T17:54:13Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5728801289,56,Back,5728801331,233,214,5728801291,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037643,215,1,1,24,5,durq4oppf7c08tnbzrlebt0uz,0,99.5,0.5,2025-05-15T17:25:00.554Z,2025-05-15T17:25:02Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728802393,223,,5728802403,213,1.63,5728802387,2,,5728802389,6,,5728802401,212,31.2,5728802395,56,Center,5728802399,141,46.3,5728802397,140,97.7,5728802391,155,,,,,,,,,,,,,,,,,,,,,,,,,
2815037659,270,12,1,24,8,93ohqui2qgqm8408viwmm1ken,1,7.0,52.8,2025-05-15T17:25:03.276Z,2025-05-15T17:25:14Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,,5728802485,56,Back,5728802501,213,0.17,5728802497,212,38.7,5728802489,140,43.3,5728802505,15,,5728802493,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037703,216,1,1,24,15,durq4oppf7c08tnbzrlebt0uz,1,63.9,10.0,2025-05-15T17:25:10.346Z,2025-05-15T17:25:13Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728802775,140,75.1,5728802779,212,12.8,5728802777,141,2.6,5728802773,56,Right,5728802781,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037707,217,50,1,24,18,durq4oppf7c08tnbzrlebt0uz,1,74.2,4.6,2025-05-15T17:25:12.906Z,2025-05-15T17:25:27Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728802935,233,271,5728802799,286,,5728802797,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037725,271,7,1,24,18,93ohqui2qgqm8408viwmm1ken,1,25.8,95.4,2025-05-15T17:25:12.907Z,2025-05-15T17:25:17Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5728802895,167,,5728802917,233,217,5728802897,56,Back,5728802899,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037715,218,5,1,24,18,durq4oppf7c08tnbzrlebt0uz,1,70.0,-0.4,2025-05-15T17:25:13.723Z,2025-05-15T17:25:28Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728802851,347,,5728803369,233,272,5728802849,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037813,272,5,1,24,18,93ohqui2qgqm8408viwmm1ken,0,30.0,100.4,2025-05-15T17:25:13.723Z,2025-05-15T17:54:55Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5728803337,347,,5728803383,233,218,5728803335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037837,219,1,1,24,35,durq4oppf7c08tnbzrlebt0uz,1,71.3,0.0,2025-05-15T17:25:30.427Z,2025-05-15T17:25:32Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728803525,56,Right,5728803531,212,10.9,5728803529,141,4.7,5728803527,140,80.7,5728803533,213,0.43,5728803523,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037857,220,1,1,24,37,durq4oppf7c08tnbzrlebt0uz,1,80.7,4.7,2025-05-15T17:25:32.490Z,2025-05-15T17:25:35Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728803637,141,7.7,5728803639,212,9.2,5728803641,213,0.22,5728803635,140,89.2,5728803633,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037881,221,1,1,24,40,durq4oppf7c08tnbzrlebt0uz,0,95.4,8.5,2025-05-15T17:25:35.290Z,2025-05-15T17:25:40Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728803819,212,28.2,5728803811,56,Center,5728803817,141,48.8,5728803815,140,100.0,5728803807,155,,5728803821,213,1.33,5728803805,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037899,222,5,1,24,45,durq4oppf7c08tnbzrlebt0uz,0,101.7,44.3,2025-05-15T17:25:39.932Z,2025-05-15T17:54:56Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728803873,56,Center,5728803875,346,,5728803903,233,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037895,273,5,1,24,45,93ohqui2qgqm8408viwmm1ken,1,-1.7,55.7,2025-05-15T17:25:39.932Z,2025-05-15T17:54:56Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5728803889,233,222,5728803845,56,Back,5728803849,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038021,274,1,1,25,8,93ohqui2qgqm8408viwmm1ken,1,4.5,39.7,2025-05-15T17:26:03.324Z,2025-05-15T17:26:07Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5728804665,213,1.23,5728804661,141,75.7,5728804669,237,,5728804663,212,25.9,5728804655,124,,5728804659,140,12.7,5728804657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038023,275,43,1,25,12,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-15T17:26:07.095Z,2025-05-15T17:26:17Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5728805009,144,61,5728804739,189,0,5728804671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038067,276,1,1,25,17,93ohqui2qgqm8408viwmm1ken,1,31.4,90.0,2025-05-15T17:26:11.852Z,2025-05-15T17:26:12Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5728804867,213,1.67,5728804861,141,94.5,5728804865,212,3.1,5728804859,140,31.1,5728804857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038075,277,1,1,25,17,93ohqui2qgqm8408viwmm1ken,1,31.1,94.5,2025-05-15T17:26:12.811Z,2025-05-15T17:26:14Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5728804909,212,6.7,5728804907,141,86.0,5728804905,140,27.8,5728804911,213,4.17,5728804903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038083,278,1,1,25,19,93ohqui2qgqm8408viwmm1ken,1,27.8,86.0,2025-05-15T17:26:14.012Z,2025-05-15T17:40:09Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5728804931,213,5.89,5728804927,141,82.0,5728804929,212,7.2,5728804925,140,34.1,5728804923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038089,279,1,1,25,19,93ohqui2qgqm8408viwmm1ken,1,34.1,82.0,2025-05-15T17:26:14.620Z,2025-05-15T17:26:16Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728804981,212,30.0,5728804989,156,,5728804985,213,4.16,5728804977,141,44.5,5728804971,140,19.1,5728804967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038099,280,1,1,25,24,93ohqui2qgqm8408viwmm1ken,1,30.6,36.1,2025-05-15T17:26:19.741Z,2025-05-15T17:40:20Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5728805111,213,5.85,5728805103,56,Right,5728805109,212,45.2,5728805107,141,8.2,5728805113,1,,5728805105,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038113,281,1,1,25,27,93ohqui2qgqm8408viwmm1ken,1,59.0,18.3,2025-05-15T17:26:22.492Z,2025-05-15T17:26:26Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5728805239,56,Center,5728805241,140,58.3,5728805247,213,1.63,5728805245,212,12.8,5728805243,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038129,282,1,1,25,32,93ohqui2qgqm8408viwmm1ken,1,65.2,62.0,2025-05-15T17:26:27.085Z,2025-05-15T17:26:28Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728805329,213,1.87,5728805327,212,15.6,5728805321,56,Left,5728805325,141,83.9,5728805323,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038145,283,1,1,25,33,93ohqui2qgqm8408viwmm1ken,1,61.3,86.8,2025-05-15T17:26:28.524Z,2025-05-15T17:26:34Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5728805411,56,Left,5728805419,213,0.57,5728805417,212,7.7,5728805415,141,92.9,5728805413,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038151,284,1,1,25,39,93ohqui2qgqm8408viwmm1ken,1,71.1,81.7,2025-05-15T17:26:33.964Z,2025-05-15T17:26:36Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5728805465,140,63.6,5728805463,56,Center,5728805469,212,16.2,5728805467,141,60.9,5728805471,213,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038159,285,1,1,25,41,93ohqui2qgqm8408viwmm1ken,1,64.9,55.1,2025-05-15T17:26:35.964Z,2025-05-15T17:26:41Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5728805543,213,5.19,5728805535,56,Right,5728805541,212,30.7,5728805539,141,15.0,5728805537,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038183,286,1,1,25,46,93ohqui2qgqm8408viwmm1ken,1,77.5,11.4,2025-05-15T17:26:41.340Z,2025-05-15T17:26:45Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5728805633,212,15.2,5728805635,213,2.98,5728805627,56,Right,5728805629,140,63.2,5728805631,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038203,287,1,1,25,50,93ohqui2qgqm8408viwmm1ken,1,65.6,16.5,2025-05-15T17:26:45.149Z,2025-05-15T17:26:48Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5728805737,56,Center,5728805739,140,53.1,5728805741,141,50.4,5728805745,213,2.09,5728805743,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038221,288,1,1,25,53,93ohqui2qgqm8408viwmm1ken,1,51.9,52.8,2025-05-15T17:26:48.300Z,2025-05-15T17:26:50Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5728805833,141,86.3,5728805829,56,Left,5728805837,213,1.03,5728805831,140,64.9,5728805835,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038229,289,1,1,25,55,93ohqui2qgqm8408viwmm1ken,1,65.6,87.5,2025-05-15T17:26:50.461Z,2025-05-15T17:26:53Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728805889,141,93.8,5728805887,140,81.8,5728805885,56,Left,5728805897,213,0.25,5728805893,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038251,290,1,1,25,58,93ohqui2qgqm8408viwmm1ken,1,81.8,93.8,2025-05-15T17:26:53.565Z,2025-05-15T17:26:56Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5728806015,212,6.3,5728806011,140,76.8,5728806017,213,3.73,5728806013,141,88.7,5728806009,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038261,291,1,1,26,1,93ohqui2qgqm8408viwmm1ken,1,74.5,88.7,2025-05-15T17:26:56.510Z,2025-05-15T17:26:57Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5728806087,213,3.91,5728806081,140,69.9,5728806085,212,6.7,5728806079,56,Left,5728806083,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038273,292,1,1,26,2,93ohqui2qgqm8408viwmm1ken,1,69.9,81.8,2025-05-15T17:26:57.613Z,2025-05-15T17:27:00Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5728806171,140,83.5,5728806177,213,0.32,5728806169,56,Left,5728806175,212,15.0,5728806173,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038293,293,1,1,26,5,93ohqui2qgqm8408viwmm1ken,1,87.3,84.8,2025-05-15T17:27:00.189Z,2025-05-15T17:27:03Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5728806283,56,Center,5728806285,140,85.7,5728806291,213,4.35,5728806287,141,78.2,5728806289,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038307,294,1,1,26,8,93ohqui2qgqm8408viwmm1ken,1,81.7,74.7,2025-05-15T17:27:02.956Z,2025-05-15T17:27:05Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728806377,140,91.6,5728806379,141,86.8,5728806381,212,13.3,5728806383,213,0.67,5728806375,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038319,295,1,1,26,10,93ohqui2qgqm8408viwmm1ken,0,88.0,85.7,2025-05-15T17:27:05.230Z,2025-05-15T17:27:07Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5728806487,56,Center,5728806489,140,96.9,5728806481,2,,5728806495,213,5.06,5728806493,212,27.4,5728806483,155,,5728806491,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038363,223,12,1,26,13,durq4oppf7c08tnbzrlebt0uz,1,4.2,46.6,2025-05-15T17:27:08.074Z,2025-05-15T17:27:16Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5728806769,56,Back,5728806777,213,1.65,5728806771,140,3.1,5728806775,212,14.5,5728806773,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038337,296,1,1,26,14,93ohqui2qgqm8408viwmm1ken,1,87.5,36.4,2025-05-15T17:27:09.213Z,2025-05-15T17:27:11Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5728806593,141,22.4,5728806591,140,93.6,5728806597,213,5.30,5728806589,56,Center,5728806595,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038353,297,1,1,26,16,93ohqui2qgqm8408viwmm1ken,1,94.7,23.3,2025-05-15T17:27:11.581Z,2025-05-15T17:41:21Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,1.0,,5728806709,141,62.0,5728806701,2,,5728806707,140,97.0,5728806713,213,1.48,5728806705,56,Center,5728806711,212,26.4,5728806703,155,,5728836727,210,13,5728836729,154,,,,,,,,,,,,,,,,,,,,,,,,,
2815038407,298,13,1,26,20,93ohqui2qgqm8408viwmm1ken,1,97.5,62.5,2025-05-15T17:27:15.341Z,2025-05-15T17:52:37Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5728807661,83,,5728807671,230,100,5728807021,22,,5728807435,72,,5728807437,61,,5728836737,154,,5728836735,29,,5728807667,328,,5728807665,103,22.2,5728807025,56,Center,5728836739,55,5728807663,102,57.1,5728807673,231,297,,,,,,52.0,,,,,,,
2815038365,224,5,1,26,21,durq4oppf7c08tnbzrlebt0uz,1,-0.7,40.4,2025-05-15T17:27:16.795Z,2025-05-15T17:54:56Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5728807847,233,299,5728806781,56,Back,5728806783,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038531,299,5,1,26,21,93ohqui2qgqm8408viwmm1ken,0,100.7,59.6,2025-05-15T17:27:16.795Z,2025-05-15T17:54:56Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5728807737,346,,5728807861,233,224,5728807735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038601,225,1,1,26,59,durq4oppf7c08tnbzrlebt0uz,0,4.4,46.1,2025-05-15T17:27:54.635Z,2025-05-15T17:27:58Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5728808125,140,59.9,5728808135,74,,5728808131,213,6.06,5728808127,141,26.2,5728808121,124,,5728808129,212,59.8,5728808133,1,,5728808123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038613,300,1,1,27,4,93ohqui2qgqm8408viwmm1ken,1,41.1,76.4,2025-05-15T17:27:59.549Z,2025-05-15T17:28:02Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5728808217,212,28.0,5728808219,213,0.33,5728808211,56,Left,5728808215,141,89.9,5728808209,3,,5728808213,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815038633,226,45,1,27,10,durq4oppf7c08tnbzrlebt0uz,0,32.6,10.6,2025-05-15T17:28:05.243Z,2025-05-15T17:54:05Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728808301,285,,5728808299,56,Back,5728808339,233,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
