id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2799659947,185,5,1,22,59,spvvjmk37iid7hsky9g3nce7,1,23.6,101.8,2025-04-12T13:23:44.292Z,2025-04-12T13:37:09Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5643983641,347,,5643983653,233,260,5643983639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799659941,260,5,1,22,59,9zqn9ugvg64it0lr5z8cq4g9v,0,76.4,-1.8,2025-04-12T13:23:44.292Z,2025-04-12T13:23:47Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643983713,233,185,5643983605,56,Right,5643983607,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660089,186,1,1,23,6,spvvjmk37iid7hsky9g3nce7,0,30.9,100.0,2025-04-12T13:23:51.169Z,2025-04-12T13:24:18Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5643984337,56,Center,5643984341,141,78.2,5643984333,107,,5643984339,140,71.4,5643984431,189,,5643984343,212,45.5,5643984349,1,,5643984345,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660249,262,1,1,23,11,9zqn9ugvg64it0lr5z8cq4g9v,1,24.5,30.7,2025-04-12T13:23:56.134Z,2025-04-12T13:24:01Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643985197,140,48.6,5643985203,213,6.19,5643985199,141,27.3,5643985195,56,Back,5643985201,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660329,263,1,1,23,16,9zqn9ugvg64it0lr5z8cq4g9v,1,48.0,34.6,2025-04-12T13:24:01.543Z,2025-04-12T13:24:06Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5643985773,213,1.29,5643985775,1,,5643985765,56,Left,5643985769,141,92.0,5643985763,155,,5643985767,140,58.6,5643985771,212,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660375,264,1,1,23,21,9zqn9ugvg64it0lr5z8cq4g9v,1,60.1,89.4,2025-04-12T13:24:06.462Z,2025-04-12T13:24:08Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5643986003,212,7.7,5643986001,141,79.9,5643986005,213,4.14,5643985999,140,56.1,5643985997,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660391,265,1,1,23,23,9zqn9ugvg64it0lr5z8cq4g9v,1,56.7,78.1,2025-04-12T13:24:08.439Z,2025-04-12T13:24:09Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5643986103,140,68.3,5643986117,213,0.12,5643986107,141,80.3,5643986111,212,12.3,5643986101,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660399,266,1,1,23,24,9zqn9ugvg64it0lr5z8cq4g9v,1,68.3,80.3,2025-04-12T13:24:09.351Z,2025-04-12T13:24:10Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5643986175,156,,5643986147,212,11.7,5643986145,141,95.3,5643986141,56,Left,5643986143,140,62.8,5643986149,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660473,267,1,1,23,28,9zqn9ugvg64it0lr5z8cq4g9v,1,63.3,94.4,2025-04-12T13:24:12.926Z,2025-04-12T13:24:16Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5643986607,141,93.9,5643986609,212,15.9,5643986603,56,Left,5643986611,213,6.26,5643986605,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660543,268,1,1,23,31,9zqn9ugvg64it0lr5z8cq4g9v,1,78.5,94.1,2025-04-12T13:24:15.990Z,2025-04-12T13:24:19Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5643986925,141,96.9,5643986929,212,14.3,5643986923,140,65.0,5643986921,56,Left,5643986931,213,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660571,269,1,1,23,34,9zqn9ugvg64it0lr5z8cq4g9v,1,65.5,95.3,2025-04-12T13:24:19.702Z,2025-04-12T13:24:21Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5643987065,140,67.1,5643987061,56,Center,5643987069,212,15.5,5643987071,213,4.82,5643987067,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660597,270,1,1,23,36,9zqn9ugvg64it0lr5z8cq4g9v,1,67.1,72.7,2025-04-12T13:24:21.344Z,2025-04-12T13:24:24Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5643987229,141,76.9,5643987225,56,Center,5643987233,213,0.57,5643987227,140,71.3,5643987231,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660637,187,83,1,23,38,spvvjmk37iid7hsky9g3nce7,0,29.1,37.3,2025-04-12T13:24:23.522Z,2025-04-12T13:24:56Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5643987897,399,epnkff9nsysx1eyh90muhmvl6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660631,271,61,1,23,39,9zqn9ugvg64it0lr5z8cq4g9v,1,68.0,68.4,2025-04-12T13:24:24.263Z,2025-04-12T13:24:41Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5643987369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660671,272,1,1,23,41,9zqn9ugvg64it0lr5z8cq4g9v,1,65.6,59.6,2025-04-12T13:24:25.918Z,2025-04-12T13:24:28Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5643987611,212,11.1,5643987607,140,72.9,5643987605,56,Center,5643987613,213,5.47,5643987609,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660703,273,1,1,23,43,9zqn9ugvg64it0lr5z8cq4g9v,1,77.6,42.1,2025-04-12T13:24:28.438Z,2025-04-12T13:24:30Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5643987777,141,29.8,5643987775,140,89.1,5643987779,212,14.7,5643987773,56,Center,5643987781,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660745,274,1,1,23,45,9zqn9ugvg64it0lr5z8cq4g9v,1,89.2,30.9,2025-04-12T13:24:30.054Z,2025-04-12T13:24:32Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5643988017,141,30.9,5643988015,140,96.6,5643988021,213,0.00,5643988013,56,Center,5643988019,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660765,275,1,1,23,47,9zqn9ugvg64it0lr5z8cq4g9v,0,97.0,26.6,2025-04-12T13:24:32.350Z,2025-04-12T13:24:47Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643988101,140,96.9,5643988099,56,Center,5643988107,213,1.59,5643988095,2,,5643988103,141,33.8,5643988097,155,,5643988105,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660771,188,8,1,23,48,spvvjmk37iid7hsky9g3nce7,1,3.4,63.1,2025-04-12T13:24:33.289Z,2025-04-12T13:24:33Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5643988133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660789,189,6,1,23,49,spvvjmk37iid7hsky9g3nce7,0,3.0,64.0,2025-04-12T13:24:34.185Z,2025-04-12T13:24:38Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5643988237,73,,5643988443,233,276,5643988235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799660797,276,6,1,23,49,9zqn9ugvg64it0lr5z8cq4g9v,1,97.0,36.0,2025-04-12T13:24:34.185Z,2025-04-12T13:58:27Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643988433,233,189,5643988395,75,,5643988393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661231,278,43,1,24,18,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-12T13:25:03.391Z,2025-04-12T13:25:34Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5643993441,144,50,5643990659,286,0,5643990657,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661269,279,1,1,24,20,9zqn9ugvg64it0lr5z8cq4g9v,0,99.7,0.5,2025-04-12T13:25:05.365Z,2025-04-12T13:44:49Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5643990931,213,1.74,5644090283,223,,5644098189,1,,5643990921,155,,5644090061,6,,5643990927,141,49.5,5643990923,56,Center,5643990929,212,33.8,5643990925,140,5643990919,2,,,,94.3,,,,,,,,,,,,,,,,,,,,,,
2799661285,190,12,1,24,21,spvvjmk37iid7hsky9g3nce7,1,10.4,55.2,2025-04-12T13:25:06.009Z,2025-04-12T13:44:51Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5643991003,141,56.0,5643991013,15,,5643991001,140,32.5,5643991005,212,23.2,5643991007,213,0.02,5643990999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799682175,504,1,1,24,22,9zqn9ugvg64it0lr5z8cq4g9v,1,70.2,44.0,2025-04-12T13:25:07.325Z,2025-04-12T13:46:03Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5644101763,140,59.4,5644101759,56,Center,5644101767,141,43.2,5644101771,212,11.4,5644101775,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661351,280,1,1,24,24,9zqn9ugvg64it0lr5z8cq4g9v,1,66.7,31.9,2025-04-12T13:25:09.247Z,2025-04-12T13:46:25Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643991417,141,13.1,5643991421,213,5.68,5643991413,56,Right,5643991419,212,22.6,5643991415,140,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661385,281,1,1,24,26,9zqn9ugvg64it0lr5z8cq4g9v,1,84.4,13.1,2025-04-12T13:25:10.918Z,2025-04-12T13:46:34Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5643991563,212,12.7,5643991559,140,79.2,5643991565,213,2.01,5643991561,141,30.0,5643991557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661439,282,1,1,24,26,9zqn9ugvg64it0lr5z8cq4g9v,1,85.6,34.2,2025-04-12T13:25:10.926Z,2025-04-12T13:47:48Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5643991889,140,88.2,5643991895,213,1.28,5643991887,56,Center,5643991893,212,9.6,5643991891,141,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799683947,513,1,1,24,27,9zqn9ugvg64it0lr5z8cq4g9v,1,85.8,46.0,2025-04-12T13:25:12.490Z,2025-04-12T13:47:46Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5644110247,141,34.2,5644110243,56,Center,5644110249,212,11.7,5644110251,213,5.53,5644110245,140,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799684039,514,61,1,24,28,9zqn9ugvg64it0lr5z8cq4g9v,0,34.0,27.7,2025-04-12T13:25:13.763Z,2025-04-12T13:47:34Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5644110727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661463,191,12,1,24,31,spvvjmk37iid7hsky9g3nce7,1,13.0,60.3,2025-04-12T13:25:16.258Z,2025-04-12T13:48:02Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5643992071,233,284,5643992067,397,,5643992021,212,1.9,5643992017,140,13.4,5643992015,56,Back,5643992023,213,1.35,5643992019,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661457,284,74,1,24,31,9zqn9ugvg64it0lr5z8cq4g9v,1,88.0,37.3,2025-04-12T13:25:16.259Z,2025-04-12T13:48:03Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5643992095,233,191,5643992047,397,,5643991995,285,,5643991993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661455,283,43,1,24,32,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-12T13:25:17.251Z,2025-04-12T13:48:23Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5644116429,144,61,5643991989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661495,192,12,1,24,33,spvvjmk37iid7hsky9g3nce7,1,8.4,49.7,2025-04-12T13:25:18.025Z,2025-04-12T13:48:42Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5643992217,56,Back,5643992225,213,0.27,5643992221,141,59.0,5643992219,140,30.0,5643992223,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661519,193,1,1,24,35,spvvjmk37iid7hsky9g3nce7,1,30.0,58.1,2025-04-12T13:25:19.995Z,2025-04-12T13:48:44Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5643992379,141,69.9,5643992375,140,23.9,5643992383,213,2.24,5643992371,56,Back,5643992381,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661595,195,1,1,24,37,spvvjmk37iid7hsky9g3nce7,1,24.1,70.8,2025-04-12T13:25:22.178Z,2025-04-12T13:25:25Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5643992747,141,83.6,5643992749,212,13.8,5643992743,56,Back,5643992751,213,0.68,5643992745,140,34.3,5643992741,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661593,285,43,1,24,40,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-12T13:25:25.134Z,2025-04-12T13:25:30Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643993133,144,83,5643992849,399,f0iow2x82mfh6x1olrrjo5puc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661599,196,50,1,24,40,spvvjmk37iid7hsky9g3nce7,1,27.8,87.9,2025-04-12T13:25:25.452Z,2025-04-12T13:48:58Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5643992989,233,286,5643992769,56,Back,5643992771,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661629,286,7,1,24,40,9zqn9ugvg64it0lr5z8cq4g9v,0,72.2,12.1,2025-04-12T13:25:25.453Z,2025-04-12T13:25:30Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643992963,233,196,5643992945,286,,5643992943,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661641,197,1,1,24,41,spvvjmk37iid7hsky9g3nce7,1,31.6,88.1,2025-04-12T13:25:26.050Z,2025-04-12T13:25:28Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5643993027,141,84.8,5643993029,212,10.4,5643993023,56,Back,5643993025,140,21.9,5643993031,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661651,198,1,1,24,43,spvvjmk37iid7hsky9g3nce7,1,21.8,85.0,2025-04-12T13:25:28.476Z,2025-04-12T13:25:30Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5643993099,141,72.7,5643993095,56,Back,5643993097,140,26.7,5643993103,213,5.26,5643993101,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661671,199,1,1,24,45,spvvjmk37iid7hsky9g3nce7,1,27.0,72.7,2025-04-12T13:25:29.881Z,2025-04-12T13:25:32Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5643993279,212,11.9,5643993273,56,Back,5643993275,140,19.3,5643993277,141,59.9,5643993281,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661705,200,1,1,24,48,spvvjmk37iid7hsky9g3nce7,1,19.8,59.7,2025-04-12T13:25:33.233Z,2025-04-12T13:25:35Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5643993561,213,5.02,5643993549,140,26.4,5643993553,141,28.0,5643993545,56,Back,5643993557,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661735,201,1,1,24,50,spvvjmk37iid7hsky9g3nce7,1,26.4,28.0,2025-04-12T13:25:35.162Z,2025-04-12T13:25:36Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5643993757,141,52.4,5643993761,213,1.54,5643993755,140,26.9,5643993759,212,16.6,5643993753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661779,202,1,1,24,51,spvvjmk37iid7hsky9g3nce7,1,26.9,52.4,2025-04-12T13:25:36.753Z,2025-04-12T13:25:39Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5643994021,140,29.7,5643994019,56,Back,5643994025,212,9.6,5643994023,141,65.8,5643994027,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661795,203,1,1,24,55,spvvjmk37iid7hsky9g3nce7,1,31.9,67.9,2025-04-12T13:25:39.801Z,2025-04-12T13:25:41Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5643994123,212,7.3,5643994113,56,Back,5643994119,140,38.8,5643994125,213,6.17,5643994121,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661823,204,1,1,24,56,spvvjmk37iid7hsky9g3nce7,1,38.5,66.6,2025-04-12T13:25:40.994Z,2025-04-12T13:25:43Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5643994271,212,7.2,5643994267,140,34.2,5643994269,141,58.4,5643994263,56,Back,5643994295,156,,5643994273,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661889,205,1,1,24,58,spvvjmk37iid7hsky9g3nce7,1,34.2,58.4,2025-04-12T13:25:43.001Z,2025-04-12T13:25:46Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5643994655,141,59.3,5643994651,56,Back,5643994659,213,3.08,5643994653,140,24.5,5643994657,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799661951,206,1,1,25,1,spvvjmk37iid7hsky9g3nce7,0,28.7,54.8,2025-04-12T13:25:46.241Z,2025-04-12T13:25:50Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5643995013,56,Center,5643995025,212,56.0,5643995021,141,77.3,5643995009,155,,5643995029,213,0.28,5643995017,140,80.0,5643995033,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662069,288,1,1,25,9,9zqn9ugvg64it0lr5z8cq4g9v,1,14.6,9.7,2025-04-12T13:25:54.245Z,2025-04-12T13:25:58Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643995647,141,20.9,5643995643,56,Back,5643995651,212,7.8,5643995655,213,1.38,5643995645,140,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662075,289,1,1,25,13,9zqn9ugvg64it0lr5z8cq4g9v,0,16.0,20.9,2025-04-12T13:25:58.294Z,2025-04-12T13:25:59Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643995711,56,Back,5643995721,1,,5643995717,212,7.4,5643995715,141,27.3,5643995709,157,,5643995719,213,0.63,5643995713,140,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662083,207,27,1,25,13,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-12T13:25:58.619Z,2025-04-12T13:37:11Z,,,,,5644058107,233,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662177,291,27,1,25,13,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-12T13:25:58.619Z,2025-04-12T13:37:11Z,,,,,5644058081,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662091,208,28,1,25,14,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-12T13:25:59.779Z,2025-04-12T13:37:12Z,,,,,5643995787,55,207,5644058165,233,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662185,292,28,1,25,14,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-12T13:25:59.779Z,2025-04-12T13:37:11Z,,,,,5644058143,233,208,5643996329,55,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662113,290,81,1,25,15,9zqn9ugvg64it0lr5z8cq4g9v,0,21.8,26.4,2025-04-12T13:26:00.205Z,2025-04-12T13:26:02Z,,,,,5643995927,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662399,211,68,1,25,29,spvvjmk37iid7hsky9g3nce7,0,81.8,82.7,2025-04-12T13:26:14.097Z,2025-04-12T13:26:25Z,,,,,5643997839,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662331,294,1,1,25,30,9zqn9ugvg64it0lr5z8cq4g9v,1,28.5,23.1,2025-04-12T13:26:15.622Z,2025-04-12T13:49:26Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5644121755,189,,5643997231,213,3.79,5643997225,140,14.3,5643997223,56,Back,5643997229,212,18.7,5643997227,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662341,295,1,1,25,31,9zqn9ugvg64it0lr5z8cq4g9v,0,13.1,6.2,2025-04-12T13:26:16.365Z,2025-04-12T13:26:17Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643997307,286,,5643997277,140,17.2,5643997283,213,0.13,5643997275,56,Back,5643997303,233,209,5643997279,141,7.0,5643997281,212,4.3,5643997301,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662335,209,74,1,25,31,spvvjmk37iid7hsky9g3nce7,1,89.6,88.0,2025-04-12T13:26:16.366Z,2025-04-12T13:26:18Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5643997377,233,295,5643997249,56,Left,5643997251,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662377,210,5,1,25,32,spvvjmk37iid7hsky9g3nce7,0,85.7,101.8,2025-04-12T13:26:17.678Z,2025-04-12T13:37:09Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5643997457,347,,5643997455,56,Left,5643997497,233,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662369,296,5,1,25,32,9zqn9ugvg64it0lr5z8cq4g9v,1,14.3,-1.8,2025-04-12T13:26:17.678Z,2025-04-12T13:37:09Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643997441,347,,5643997477,233,210,5643997439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662569,297,1,1,25,43,9zqn9ugvg64it0lr5z8cq4g9v,1,16.3,0.0,2025-04-12T13:26:28.389Z,2025-04-12T13:26:29Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643998327,213,0.79,5643998317,140,25.0,5643998315,56,Back,5643998323,212,13.0,5643998313,107,,5643998319,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662589,298,1,1,25,44,9zqn9ugvg64it0lr5z8cq4g9v,1,25.0,12.2,2025-04-12T13:26:29.472Z,2025-04-12T13:26:30Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5643998453,56,Back,5643998459,212,8.9,5643998461,213,3.65,5643998455,140,17.6,5643998457,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662605,299,1,1,25,45,9zqn9ugvg64it0lr5z8cq4g9v,0,16.7,5.6,2025-04-12T13:26:30.429Z,2025-04-12T13:26:31Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643998577,56,Back,5643998583,212,10.5,5643998581,141,18.8,5643998585,213,2.12,5643998579,140,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662611,212,43,1,25,47,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-12T13:26:31.794Z,2025-04-12T13:50:45Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5644127729,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662639,213,50,1,25,48,spvvjmk37iid7hsky9g3nce7,1,92.6,68.4,2025-04-12T13:26:33.778Z,2025-04-12T13:58:35Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5643998765,56,Center,5643999213,233,300,5643998767,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662699,300,7,1,25,48,9zqn9ugvg64it0lr5z8cq4g9v,1,7.4,31.6,2025-04-12T13:26:33.779Z,2025-04-12T13:58:34Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643999107,285,,5643999105,56,Back,5643999181,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799662767,302,1,1,25,56,9zqn9ugvg64it0lr5z8cq4g9v,1,8.7,51.2,2025-04-12T13:26:41.142Z,2025-04-12T13:26:43Z,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,5643999551,140,25.1,5643999553,141,61.7,5643999549,56,Back,5643999555,212,18.6,5643999557,213,0.39,5643999547,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
