id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2820321115,179,1,1,24,12,1939bnru25svvgv15k2c7tw2y,1,49.2,86.0,2025-05-31T13:25:34.485Z,2025-05-31T13:25:36Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5758083177,213,0.32,5758083175,212,17.6,5758083171,140,65.1,5758083169,56,Left,5758083173,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321121,180,61,1,24,14,1939bnru25svvgv15k2c7tw2y,0,64.8,96.6,2025-05-31T13:25:36.724Z,2025-05-31T13:25:37Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5758083209,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321127,181,5,1,24,15,1939bnru25svvgv15k2c7tw2y,0,66.1,101.4,2025-05-31T13:25:36.907Z,2025-05-31T13:50:49Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5758083247,233,284,5758083223,347,,5758083221,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321125,284,5,1,24,15,2nnlsjfbcea40t4jeclcbw9lk,1,33.9,-1.4,2025-05-31T13:25:36.907Z,2025-05-31T13:50:49Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5758083217,347,,5758083215,56,Back,5758083229,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321169,285,1,1,24,25,2nnlsjfbcea40t4jeclcbw9lk,1,37.6,0.0,2025-05-31T13:25:47.338Z,2025-05-31T13:25:50Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5758083477,140,15.7,5758083479,141,7.6,5758083475,56,Back,5758083483,213,2.87,5758083481,212,23.8,5758083473,107,,5758083485,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321181,286,1,1,24,28,2nnlsjfbcea40t4jeclcbw9lk,0,14.5,6.5,2025-05-31T13:25:50.538Z,2025-05-31T13:25:52Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5758083559,1,,5758083557,213,0.24,5758083547,157,,5758083553,141,16.1,5758083549,56,Back,5758083551,140,39.8,5758083555,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321199,182,1,1,24,32,1939bnru25svvgv15k2c7tw2y,1,61.8,92.7,2025-05-31T13:25:54.021Z,2025-05-31T13:25:56Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5758083649,140,67.2,5758083655,212,6.6,5758083653,141,97.8,5758083657,213,0.55,5758083641,3,,5758083645,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321205,184,1,1,24,34,1939bnru25svvgv15k2c7tw2y,1,67.2,97.8,2025-05-31T13:25:56.133Z,2025-05-31T13:25:56Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5758083691,213,3.94,5758083685,140,63.6,5758083687,141,92.1,5758083683,56,Left,5758083689,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321209,185,1,1,24,35,1939bnru25svvgv15k2c7tw2y,1,63.6,92.1,2025-05-31T13:25:56.854Z,2025-05-31T13:25:57Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5758083711,141,79.7,5758083715,213,5.35,5758083713,212,10.5,5758083709,140,69.5,5758083707,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321213,186,1,1,24,35,1939bnru25svvgv15k2c7tw2y,1,69.5,79.7,2025-05-31T13:25:57.445Z,2025-05-31T13:25:58Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5758083735,141,92.1,5758083737,212,9.0,5758083731,56,Left,5758083733,140,72.4,5758083739,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321243,187,1,1,24,36,1939bnru25svvgv15k2c7tw2y,1,72.4,92.1,2025-05-31T13:25:57.988Z,2025-05-31T13:26:21Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,1.0,,5758083927,140,71.0,5758083933,213,4.58,5758083929,141,75.7,5758084371,210,13,5758083931,212,11.2,5758083925,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321245,188,13,1,24,41,1939bnru25svvgv15k2c7tw2y,1,84.8,67.0,2025-05-31T13:26:03.685Z,2025-05-31T13:26:21Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5758084381,84,,5758084385,55,187,5758084397,231,50.9,5758084383,29,,5758083941,56,Center,5758084045,72,,5758084395,230,98.4,5758083939,64,,5758084391,103,6.9,5758084389,102,5758083937,22,,41.2,5758084393,215,,,,,,,,,,,,,,,,,,,,,,,,
2820321247,189,5,1,24,43,1939bnru25svvgv15k2c7tw2y,0,100.6,42.8,2025-05-31T13:26:05.030Z,2025-05-31T13:26:09Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5758083951,346,,5758083949,56,Center,5758084043,233,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321257,287,5,1,24,43,2nnlsjfbcea40t4jeclcbw9lk,1,-0.6,57.2,2025-05-31T13:26:05.030Z,2025-05-31T13:50:50Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5758084031,233,189,5758084001,56,Back,5758084003,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321329,288,1,1,25,0,2nnlsjfbcea40t4jeclcbw9lk,1,5.2,47.5,2025-05-31T13:26:22.027Z,2025-05-31T13:26:23Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5758084441,56,Back,5758084461,189,,5758084445,141,49.7,5758084443,140,15.1,5758084439,124,,5758084447,212,10.5,5758084453,237,,5758084449,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321341,289,1,1,25,3,2nnlsjfbcea40t4jeclcbw9lk,1,28.0,49.0,2025-05-31T13:26:25.690Z,2025-05-31T13:26:28Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5758084553,212,18.3,5758084547,56,Back,5758084555,213,1.45,5758084549,140,30.1,5758084551,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321361,290,1,1,25,6,2nnlsjfbcea40t4jeclcbw9lk,1,30.1,75.7,2025-05-31T13:26:27.931Z,2025-05-31T13:26:33Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758084697,56,Back,5758084703,212,10.4,5758084705,213,6.15,5758084699,140,39.9,5758084701,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321367,291,1,1,25,12,2nnlsjfbcea40t4jeclcbw9lk,1,41.4,64.3,2025-05-31T13:26:34.075Z,2025-05-31T13:26:34Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5758084739,141,46.3,5758084743,213,4.67,5758084735,56,Back,5758084737,140,40.9,5758084741,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321381,292,1,1,25,13,2nnlsjfbcea40t4jeclcbw9lk,1,40.9,46.3,2025-05-31T13:26:34.827Z,2025-05-31T13:26:37Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5758084843,213,5.14,5758084839,141,17.4,5758084841,212,21.6,5758084837,140,49.5,5758084835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321411,293,1,1,25,15,2nnlsjfbcea40t4jeclcbw9lk,1,50.1,16.5,2025-05-31T13:26:37.371Z,2025-05-31T13:26:40Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5758084939,213,5.71,5758084933,140,62.0,5758084937,212,14.9,5758084931,56,Right,5758084935,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321417,294,1,1,25,18,2nnlsjfbcea40t4jeclcbw9lk,1,61.2,4.6,2025-05-31T13:26:40.410Z,2025-05-31T13:26:43Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5758085007,140,50.8,5758085005,56,Right,5758085013,213,3.17,5758085009,141,4.1,5758085011,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321445,295,1,1,25,21,2nnlsjfbcea40t4jeclcbw9lk,1,51.2,5.0,2025-05-31T13:26:42.890Z,2025-05-31T13:26:46Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5758085173,140,42.1,5758085179,213,2.24,5758085171,56,Back,5758085177,212,15.4,5758085175,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321471,296,1,1,25,24,2nnlsjfbcea40t4jeclcbw9lk,1,43.2,26.8,2025-05-31T13:26:45.882Z,2025-05-31T13:26:48Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5758085345,212,23.2,5758085341,140,46.3,5758085343,141,60.6,5758085339,56,Back,5758085347,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321479,297,1,1,25,26,2nnlsjfbcea40t4jeclcbw9lk,1,47.4,66.0,2025-05-31T13:26:48.635Z,2025-05-31T13:26:50Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758085389,212,14.8,5758085383,56,Center,5758085385,140,60.8,5758085391,213,0.31,5758085387,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321485,298,1,1,25,28,2nnlsjfbcea40t4jeclcbw9lk,1,60.8,72.6,2025-05-31T13:26:50.394Z,2025-05-31T13:26:51Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5758085419,212,10.5,5758085413,56,Left,5758085421,213,1.45,5758085415,140,62.0,5758085417,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321499,299,1,1,25,29,2nnlsjfbcea40t4jeclcbw9lk,1,62.0,88.0,2025-05-31T13:26:51.306Z,2025-05-31T13:26:53Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758085483,140,60.0,5758085489,213,4.00,5758085481,56,Left,5758085487,212,3.2,5758085485,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321505,300,1,1,25,31,2nnlsjfbcea40t4jeclcbw9lk,1,55.4,72.7,2025-05-31T13:26:53.723Z,2025-05-31T13:26:55Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5758085497,140,46.9,5758085501,212,14.1,5758085495,56,Back,5758085499,141,56.6,5758085503,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321543,301,1,1,25,33,2nnlsjfbcea40t4jeclcbw9lk,1,46.9,56.6,2025-05-31T13:26:55.130Z,2025-05-31T13:27:05Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5758085751,140,52.2,5758085749,56,Center,5758085755,212,10.5,5758085753,141,69.7,5758085757,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321555,302,1,1,25,43,2nnlsjfbcea40t4jeclcbw9lk,1,62.0,72.0,2025-05-31T13:27:05.322Z,2025-05-31T13:27:09Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5758085825,140,65.8,5758085823,56,Left,5758085827,141,93.0,5758085831,213,1.30,5758085829,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321559,303,1,1,25,47,2nnlsjfbcea40t4jeclcbw9lk,1,67.2,92.7,2025-05-31T13:27:09.451Z,2025-05-31T13:27:11Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758085877,213,3.91,5758085873,141,84.2,5758085875,212,8.3,5758085871,140,61.5,5758085869,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321573,304,1,1,25,50,2nnlsjfbcea40t4jeclcbw9lk,1,61.6,82.0,2025-05-31T13:27:11.867Z,2025-05-31T13:27:15Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5758085939,212,15.4,5758085933,56,Center,5758085937,141,63.1,5758085941,213,4.13,5758085935,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321607,305,1,1,25,53,2nnlsjfbcea40t4jeclcbw9lk,1,53.6,63.1,2025-05-31T13:27:15.466Z,2025-05-31T13:27:22Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5758086135,213,0.40,5758086129,140,61.8,5758086131,141,68.4,5758086127,56,Center,5758086133,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321641,306,1,1,26,0,2nnlsjfbcea40t4jeclcbw9lk,1,63.2,76.9,2025-05-31T13:27:22.682Z,2025-05-31T13:27:28Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5758086279,56,Center,5758086291,212,10.8,5758086295,213,3.97,5758086287,141,65.2,5758086283,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321655,307,1,1,26,6,2nnlsjfbcea40t4jeclcbw9lk,1,62.0,48.8,2025-05-31T13:27:27.930Z,2025-05-31T13:27:31Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5758086425,141,20.7,5758086427,212,19.4,5758086421,56,Right,5758086429,213,4.90,5758086423,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321665,308,1,1,26,9,2nnlsjfbcea40t4jeclcbw9lk,1,65.4,20.7,2025-05-31T13:27:31.611Z,2025-05-31T13:27:36Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5758086503,212,10.2,5758086499,140,64.6,5758086501,141,35.7,5758086505,213,1.65,5758086497,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321675,309,1,1,26,14,2nnlsjfbcea40t4jeclcbw9lk,1,65.0,36.4,2025-05-31T13:27:36.122Z,2025-05-31T13:27:37Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5758086565,141,53.1,5758086561,56,Center,5758086567,212,11.6,5758086569,213,1.77,5758086563,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321681,310,1,1,26,15,2nnlsjfbcea40t4jeclcbw9lk,1,62.8,53.1,2025-05-31T13:27:37.338Z,2025-05-31T13:27:38Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5758086593,56,Center,5758086599,212,17.8,5758086595,140,69.4,5758086597,141,77.2,5758086601,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321687,311,1,1,26,17,2nnlsjfbcea40t4jeclcbw9lk,1,69.4,77.2,2025-05-31T13:27:38.843Z,2025-05-31T13:27:42Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758086635,141,95.1,5758086637,212,19.2,5758086631,56,Left,5758086639,213,0.68,5758086633,140,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321693,312,1,1,26,21,2nnlsjfbcea40t4jeclcbw9lk,1,84.4,85.7,2025-05-31T13:27:42.859Z,2025-05-31T13:27:44Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5758086703,140,72.0,5758086709,213,3.62,5758086705,141,75.7,5758086701,56,Center,5758086707,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321703,313,1,1,26,23,2nnlsjfbcea40t4jeclcbw9lk,1,72.0,75.7,2025-05-31T13:27:44.746Z,2025-05-31T13:27:47Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758086785,213,0.60,5758086781,141,81.5,5758086783,212,7.0,5758086779,140,77.5,5758086777,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321721,314,1,1,26,25,2nnlsjfbcea40t4jeclcbw9lk,1,77.7,79.4,2025-05-31T13:27:47.306Z,2025-05-31T13:27:52Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5758086889,212,9.5,5758086883,56,Left,5758086885,140,85.5,5758086891,213,0.54,5758086887,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321723,315,3,1,26,30,2nnlsjfbcea40t4jeclcbw9lk,0,89.9,81.2,2025-05-31T13:27:52.491Z,2025-05-31T13:27:53Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5758086899,211,,5758086897,286,,5758086895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321733,190,5,1,26,33,1939bnru25svvgv15k2c7tw2y,1,-1.6,31.0,2025-05-31T13:27:54.933Z,2025-05-31T13:50:50Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5758086921,56,Back,5758086935,233,316,5758086923,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321735,316,5,1,26,33,2nnlsjfbcea40t4jeclcbw9lk,0,101.6,69.0,2025-05-31T13:27:54.933Z,2025-05-31T13:50:50Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5758086927,346,,5758086925,56,Center,5758086945,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321845,191,1,1,27,1,1939bnru25svvgv15k2c7tw2y,0,5.1,46.3,2025-05-31T13:28:23.381Z,2025-05-31T13:28:25Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5758087553,1,,5758087547,141,26.8,5758087555,74,,5758087551,213,6.08,5758087549,212,65.7,5758087545,140,66.4,5758087541,124,,5758087557,189,,5758087543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321859,317,1,1,27,3,2nnlsjfbcea40t4jeclcbw9lk,1,42.1,84.2,2025-05-31T13:28:25.595Z,2025-05-31T13:28:27Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758087613,141,95.4,5758087611,140,46.1,5758087615,212,8.7,5758087607,3,,5758087617,213,1.07,5758087609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321871,318,1,1,27,5,2nnlsjfbcea40t4jeclcbw9lk,1,46.9,95.4,2025-05-31T13:28:27.419Z,2025-05-31T13:28:29Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5758087683,141,78.8,5758087685,212,20.8,5758087681,140,63.5,5758087679,56,Center,5758087687,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321895,320,1,1,27,8,2nnlsjfbcea40t4jeclcbw9lk,1,63.7,81.8,2025-05-31T13:28:29.754Z,2025-05-31T13:28:32Z,dwmmr57jqlzrzvkpxr01fnt3o,M. Kaboré,,,5758087779,141,88.4,5758087777,140,57.2,5758087781,212,8.2,5758087783,213,2.56,5758087775,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321889,192,83,1,27,9,1939bnru25svvgv15k2c7tw2y,0,29.1,21.8,2025-05-31T13:28:31.237Z,2025-05-31T13:28:35Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5758087845,399,b1sztx2xd79amygbbvdia24et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321905,321,1,1,27,10,2nnlsjfbcea40t4jeclcbw9lk,0,58.3,86.2,2025-05-31T13:28:31.987Z,2025-05-31T13:28:34Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5758087835,212,18.6,5758087829,56,Center,5758087831,140,74.4,5758087827,155,,5758087833,141,74.7,5758087837,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321911,193,12,1,27,12,1939bnru25svvgv15k2c7tw2y,1,23.8,26.7,2025-05-31T13:28:34.422Z,2025-05-31T13:28:37Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5758087891,15,,5758087865,140,35.7,5758087863,56,Back,5758087867,141,25.2,5758087871,213,6.20,5758087869,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321937,322,4,1,27,15,2nnlsjfbcea40t4jeclcbw9lk,1,65.5,72.8,2025-05-31T13:28:37.020Z,2025-05-31T13:50:25Z,dwmmr57jqlzrzvkpxr01fnt3o,M. Kaboré,,,5758088083,152,,5758088157,233,194,5758088081,56,Center,5758088085,265,,5758088087,286,,5758088079,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820321951,194,4,1,27,15,1939bnru25svvgv15k2c7tw2y,0,34.5,27.2,2025-05-31T13:28:37.021Z,2025-05-31T13:50:25Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5758088143,56,Back,5758088149,285,,5758088141,13,,5758088147,265,,5758088145,152,,5758088161,233,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322081,323,1,1,27,54,2nnlsjfbcea40t4jeclcbw9lk,1,69.1,70.5,2025-05-31T13:29:16.363Z,2025-05-31T13:29:23Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758088915,5,,5758088927,213,4.21,5758088919,56,Center,5758088923,141,45.8,5758088917,152,,5758088925,212,19.1,5758088921,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322095,324,1,1,28,1,2nnlsjfbcea40t4jeclcbw9lk,1,63.2,31.3,2025-05-31T13:29:23.739Z,2025-05-31T13:29:26Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5758089005,140,56.9,5758089007,141,45.7,5758089011,213,2.16,5758089003,56,Center,5758089009,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322099,325,1,1,28,4,2nnlsjfbcea40t4jeclcbw9lk,1,56.9,45.7,2025-05-31T13:29:25.931Z,2025-05-31T13:29:27Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5758089025,212,11.7,5758089021,140,63.4,5758089019,56,Center,5758089023,141,59.7,5758089027,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322105,326,1,1,28,5,2nnlsjfbcea40t4jeclcbw9lk,1,63.4,59.7,2025-05-31T13:29:27.275Z,2025-05-31T13:29:29Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758089047,56,Center,5758089053,212,11.7,5758089055,213,0.83,5758089051,141,72.4,5758089049,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322117,327,1,1,28,7,2nnlsjfbcea40t4jeclcbw9lk,1,71.3,74.1,2025-05-31T13:29:29.660Z,2025-05-31T13:29:33Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5758089157,141,91.8,5758089155,140,82.7,5758089153,56,Left,5758089159,212,17.0,5758089161,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322123,195,45,1,28,11,1939bnru25svvgv15k2c7tw2y,0,19.1,15.0,2025-05-31T13:29:33.419Z,2025-05-31T13:50:33Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5758089211,233,328,5758089187,285,,5758089185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322125,328,3,1,28,11,2nnlsjfbcea40t4jeclcbw9lk,1,80.9,85.0,2025-05-31T13:29:33.419Z,2025-05-31T13:50:33Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5758089191,56,Left,5758089199,233,195,5758089193,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322133,329,1,1,28,13,2nnlsjfbcea40t4jeclcbw9lk,1,76.4,80.0,2025-05-31T13:29:35.148Z,2025-05-31T13:29:37Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5758089235,140,71.7,5758089241,213,4.16,5758089237,141,68.1,5758089239,212,9.5,5758089233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322135,330,1,1,28,15,2nnlsjfbcea40t4jeclcbw9lk,1,71.7,68.1,2025-05-31T13:29:37.147Z,2025-05-31T13:29:38Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5758089251,212,6.5,5758089249,141,64.3,5758089245,56,Center,5758089247,140,77.4,5758089253,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322137,331,1,1,28,16,2nnlsjfbcea40t4jeclcbw9lk,0,77.4,64.3,2025-05-31T13:29:38.539Z,2025-05-31T13:39:09Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5758089263,141,63.9,5758089265,212,1.6,5758089259,56,Center,5758089261,140,78.9,5758089267,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820322149,196,43,1,28,20,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-31T13:29:41.916Z,2025-05-31T13:39:08Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5758089349,56,Back,5758102591,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
