id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2793551217,120,1,1,11,19,spvvjmk37iid7hsky9g3nce7,1,40.2,32.5,2025-03-30T12:11:57.685Z,2025-03-30T12:11:59Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610235915,213,5.00,5610235911,141,12.6,5610235907,56,Back,5610235913,212,14.1,5610235909,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551209,86,43,1,11,20,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-03-30T12:11:59.371Z,2025-03-30T12:20:56Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5610235887,56,Back,5610280705,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551241,121,1,1,11,21,spvvjmk37iid7hsky9g3nce7,1,43.6,12.2,2025-03-30T12:11:59.589Z,2025-03-30T12:12:00Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610235991,140,48.8,5610235995,212,6.1,5610235989,56,Back,5610235997,213,0.46,5610235993,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551249,122,1,1,11,21,spvvjmk37iid7hsky9g3nce7,1,48.8,16.2,2025-03-30T12:12:00.469Z,2025-03-30T12:21:06Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610236053,212,5.7,5610236047,56,Back,5610236049,140,43.7,5610236051,141,13.2,5610236055,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551373,123,1,1,11,24,spvvjmk37iid7hsky9g3nce7,1,47.0,33.9,2025-03-30T12:12:02.917Z,2025-03-30T12:21:16Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610236639,155,,5610236643,140,66.0,5610236649,213,0.93,5610236647,212,33.4,5610236651,1,,5610236641,56,Center,5610236645,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551385,124,61,1,11,28,spvvjmk37iid7hsky9g3nce7,0,69.2,60.3,2025-03-30T12:12:07.082Z,2025-03-30T12:25:01Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5610236695,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551919,93,43,1,11,28,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-03-30T12:12:07.083Z,2025-03-30T12:25:00Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5610297561,144,7,5610239459,285,0,5610239457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551455,88,1,1,11,31,1939bnru25svvgv15k2c7tw2y,1,26.2,49.0,2025-03-30T12:12:09.851Z,2025-03-30T12:12:13Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5610237117,213,0.02,5610237115,212,15.5,5610237111,140,41.0,5610237113,141,49.4,5610237109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551647,89,1,1,11,34,1939bnru25svvgv15k2c7tw2y,1,38.5,50.0,2025-03-30T12:12:13.051Z,2025-03-30T12:12:24Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5610238109,155,,5610238113,140,64.1,5610238121,1,,5610238119,213,0.82,5610238117,212,39.2,5610238115,141,92.0,5610238111,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551653,90,3,1,11,46,1939bnru25svvgv15k2c7tw2y,0,87.6,72.4,2025-03-30T12:12:24.635Z,2025-03-30T12:12:27Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5610238171,286,,5610238231,233,125,5610238167,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551659,125,7,1,11,46,spvvjmk37iid7hsky9g3nce7,0,12.4,27.6,2025-03-30T12:12:24.636Z,2025-03-30T12:12:28Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610238193,285,,5610238213,233,90,5610238191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551675,91,61,1,11,47,1939bnru25svvgv15k2c7tw2y,1,87.1,75.0,2025-03-30T12:12:25.927Z,2025-03-30T12:12:26Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5610238261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551693,92,5,1,11,48,1939bnru25svvgv15k2c7tw2y,0,101.2,62.6,2025-03-30T12:12:26.875Z,2025-03-30T12:12:30Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5610238535,233,126,5610238379,56,Center,5610238381,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551721,126,5,1,11,48,spvvjmk37iid7hsky9g3nce7,1,-1.2,37.4,2025-03-30T12:12:26.875Z,2025-03-30T12:48:23Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610238497,56,Back,5610238499,346,,5610238517,233,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551887,127,1,1,11,54,spvvjmk37iid7hsky9g3nce7,1,4.4,41.5,2025-03-30T12:12:32.566Z,2025-03-30T12:12:36Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5610239259,189,,5610239257,237,,5610239247,212,31.1,5610239229,124,,5610239243,141,77.5,5610239251,213,0.91,5610239231,56,Back,5610239235,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793551929,128,1,1,11,58,spvvjmk37iid7hsky9g3nce7,1,23.3,76.6,2025-03-30T12:12:37.238Z,2025-03-30T12:12:39Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5610239517,56,Back,5610239519,140,19.1,5610239521,141,54.6,5610239525,213,4.43,5610239523,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552017,129,1,1,12,0,spvvjmk37iid7hsky9g3nce7,1,19.0,54.3,2025-03-30T12:12:39.445Z,2025-03-30T12:12:44Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610239993,140,21.9,5610239991,56,Back,5610239995,141,37.0,5610239997,212,12.2,5610239999,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552063,130,1,1,12,6,spvvjmk37iid7hsky9g3nce7,1,26.0,30.6,2025-03-30T12:12:44.646Z,2025-03-30T12:12:47Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610240225,56,Back,5610240231,212,14.9,5610240229,141,51.8,5610240233,213,1.82,5610240227,140,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552095,131,1,1,12,8,spvvjmk37iid7hsky9g3nce7,1,23.5,52.4,2025-03-30T12:12:47.126Z,2025-03-30T12:12:49Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610240403,141,73.0,5610240407,213,1.19,5610240399,56,Back,5610240405,212,15.1,5610240401,140,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552165,132,1,1,12,10,spvvjmk37iid7hsky9g3nce7,1,28.1,72.6,2025-03-30T12:12:48.902Z,2025-03-30T12:12:52Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5610240781,141,58.4,5610240785,213,5.77,5610240777,56,Back,5610240779,140,44.6,5610240783,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552191,133,1,1,12,13,spvvjmk37iid7hsky9g3nce7,1,44.6,58.8,2025-03-30T12:12:52.389Z,2025-03-30T12:25:29Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5610240921,140,42.3,5610240925,141,60.6,5610240927,212,2.7,5610240929,213,2.67,5610240917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552271,134,1,1,12,18,spvvjmk37iid7hsky9g3nce7,0,64.0,60.8,2025-03-30T12:12:57.157Z,2025-03-30T12:25:31Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5610241383,56,Center,5610241385,140,70.7,5610241387,141,31.3,5610241391,213,5.05,5610241389,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552411,95,1,1,12,25,1939bnru25svvgv15k2c7tw2y,1,42.8,95.1,2025-03-30T12:13:04.093Z,2025-03-30T12:13:06Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610242041,56,Back,5610242045,141,81.2,5610242049,213,3.66,5610242047,212,19.2,5610242043,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552531,96,1,1,12,28,1939bnru25svvgv15k2c7tw2y,1,27.8,84.4,2025-03-30T12:13:06.571Z,2025-03-30T12:13:12Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5610242633,213,5.24,5610242627,140,34.0,5610242629,141,68.1,5610242625,56,Back,5610242631,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552625,97,1,1,12,33,1939bnru25svvgv15k2c7tw2y,1,38.6,66.6,2025-03-30T12:13:12.218Z,2025-03-30T12:13:17Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5610243113,140,57.0,5610243115,141,94.8,5610243111,56,Left,5610243117,212,27.2,5610243119,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552687,98,1,1,12,38,1939bnru25svvgv15k2c7tw2y,1,59.3,94.2,2025-03-30T12:13:17.004Z,2025-03-30T12:13:20Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610243415,56,Center,5610243423,213,5.24,5610243417,140,80.5,5610243421,212,44.4,5610243425,1,,5610243419,141,37.7,5610243413,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552725,99,1,1,12,41,1939bnru25svvgv15k2c7tw2y,1,80.5,37.7,2025-03-30T12:13:20.140Z,2025-03-30T12:13:22Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5610243617,141,52.8,5610243615,140,66.3,5610243621,213,2.54,5610243619,212,18.1,5610243613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552777,100,1,1,12,43,1939bnru25svvgv15k2c7tw2y,1,69.7,53.4,2025-03-30T12:13:21.948Z,2025-03-30T12:13:24Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5610243863,140,70.2,5610243867,212,15.6,5610243861,56,Center,5610243865,141,30.4,5610243869,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552829,101,1,1,12,45,1939bnru25svvgv15k2c7tw2y,0,71.7,24.6,2025-03-30T12:13:24.252Z,2025-03-30T12:26:22Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5610244071,2,,5610244075,56,Center,5610244083,213,0.69,5610244073,155,,5610244081,212,6.7,5610244077,140,76.6,5610244079,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552799,135,61,1,12,47,spvvjmk37iid7hsky9g3nce7,1,27.0,75.6,2025-03-30T12:13:26.485Z,2025-03-30T12:13:26Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5610243949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552937,102,61,1,12,51,1939bnru25svvgv15k2c7tw2y,0,94.7,41.9,2025-03-30T12:13:29.612Z,2025-03-30T12:26:38Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5610244525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552911,136,12,1,12,52,spvvjmk37iid7hsky9g3nce7,1,10.9,62.7,2025-03-30T12:13:31.480Z,2025-03-30T12:13:32Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5610244437,141,100.0,5610244435,140,12.3,5610244439,212,25.9,5610244491,167,,5610244433,56,Back,5610244441,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553151,103,5,1,12,53,1939bnru25svvgv15k2c7tw2y,1,89.6,-1.2,2025-03-30T12:13:32.036Z,2025-03-30T12:48:23Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5610250859,233,137,5610245661,347,,5610245659,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793552917,137,5,1,12,53,spvvjmk37iid7hsky9g3nce7,0,10.4,101.2,2025-03-30T12:13:32.036Z,2025-03-30T12:48:23Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5610244467,56,Back,5610244469,347,,5610250895,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553281,104,1,1,13,15,1939bnru25svvgv15k2c7tw2y,1,92.7,0.0,2025-03-30T12:13:54.204Z,2025-03-30T12:14:58Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5610246393,141,8.8,5610251217,189,,5610246395,212,10.1,5610246391,140,86.1,5610246389,56,Right,5610246397,213,2.33,5610246387,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553289,105,61,1,13,19,1939bnru25svvgv15k2c7tw2y,1,86.1,8.8,2025-03-30T12:13:58.156Z,2025-03-30T12:15:00Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5610251415,189,,5610246427,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553303,106,5,1,13,20,1939bnru25svvgv15k2c7tw2y,0,85.1,-1.6,2025-03-30T12:13:58.951Z,2025-03-30T12:48:24Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5610246499,347,,5610246539,233,138,5610246497,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553299,138,5,1,13,20,spvvjmk37iid7hsky9g3nce7,1,14.9,101.6,2025-03-30T12:13:58.951Z,2025-03-30T12:48:23Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5610246533,233,106,5610246477,56,Back,5610246479,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553413,139,1,1,13,23,spvvjmk37iid7hsky9g3nce7,1,19.9,100.0,2025-03-30T12:14:02.485Z,2025-03-30T12:14:07Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5610247101,107,,5610247105,140,34.4,5610247109,212,20.8,5610247107,141,80.8,5610247111,213,5.53,5610247103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553423,140,1,1,13,28,spvvjmk37iid7hsky9g3nce7,0,37.8,79.9,2025-03-30T12:14:07.125Z,2025-03-30T12:27:21Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610247179,140,38.0,5610247177,56,Back,5610247181,141,80.6,5610247185,213,1.16,5610247393,286,,5610247183,212,0.5,5610247387,236,,5610247389,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553463,107,74,1,13,28,1939bnru25svvgv15k2c7tw2y,1,71.7,27.4,2025-03-30T12:14:07.126Z,2025-03-30T12:48:11Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5610247373,285,,5610247395,233,140,5610247371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553479,141,1,1,13,31,spvvjmk37iid7hsky9g3nce7,1,37.1,82.4,2025-03-30T12:14:10.076Z,2025-03-30T12:27:20Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610247435,140,32.0,5610247441,213,2.24,5610247439,212,8.7,5610247437,141,92.4,5610247433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553499,142,1,1,13,33,spvvjmk37iid7hsky9g3nce7,0,32.1,92.4,2025-03-30T12:14:11.685Z,2025-03-30T12:14:12Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5610247529,157,,5610247533,140,42.1,5610247539,213,5.38,5610247537,212,16.9,5610247541,1,,5610247531,56,Back,5610247535,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553521,108,1,1,13,34,1939bnru25svvgv15k2c7tw2y,1,61.1,51.6,2025-03-30T12:14:13.339Z,2025-03-30T12:27:35Z,dp4bh2qpsagd632sfe3qq4hqt,J. Magnússon,,,5610247731,213,3.44,5610247725,140,42.1,5610247723,56,Back,5610247729,212,20.9,5610247727,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553595,110,1,1,13,38,1939bnru25svvgv15k2c7tw2y,1,41.7,38.6,2025-03-30T12:14:16.620Z,2025-03-30T12:14:19Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5610248151,56,Left,5610248155,141,82.4,5610248161,1,,5610248159,213,1.18,5610248157,212,32.2,5610248153,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553649,111,1,1,13,41,1939bnru25svvgv15k2c7tw2y,1,57.7,82.3,2025-03-30T12:14:19.548Z,2025-03-30T12:14:23Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610248463,140,44.3,5610248469,213,3.46,5610248465,141,75.4,5610248461,56,Back,5610248467,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553675,112,1,1,13,44,1939bnru25svvgv15k2c7tw2y,1,44.7,72.1,2025-03-30T12:14:23.036Z,2025-03-30T12:14:24Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5610248605,140,42.0,5610248609,212,23.8,5610248607,141,37.3,5610248611,213,4.59,5610248603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553723,114,1,1,13,47,1939bnru25svvgv15k2c7tw2y,1,42.0,37.3,2025-03-30T12:14:25.948Z,2025-03-30T12:14:28Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5610248831,141,19.7,5610248835,213,5.69,5610248827,56,Right,5610248833,212,21.3,5610248829,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553761,115,1,1,13,49,1939bnru25svvgv15k2c7tw2y,1,59.8,17.0,2025-03-30T12:14:27.900Z,2025-03-30T12:14:30Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5610249023,212,19.2,5610249017,56,Back,5610249019,140,42.1,5610249025,213,2.89,5610249021,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553789,116,1,1,13,51,1939bnru25svvgv15k2c7tw2y,1,43.6,25.9,2025-03-30T12:14:29.932Z,2025-03-30T12:14:33Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5610249231,212,57.4,5610249235,1,,5610249221,155,,5610249225,56,Left,5610249223,196,,5610249233,213,0.93,5610249227,140,76.3,5610249229,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553815,117,1,1,13,54,1939bnru25svvgv15k2c7tw2y,0,76.3,93.6,2025-03-30T12:14:33.260Z,2025-03-30T12:14:34Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5610249379,141,86.8,5610249377,140,68.9,5610249381,212,9.0,5610249373,3,,5610249383,213,3.68,5610249375,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553853,144,3,1,13,58,spvvjmk37iid7hsky9g3nce7,0,31.0,10.4,2025-03-30T12:14:37.349Z,2025-03-30T12:14:42Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610249583,285,,5610249783,233,118,5610249581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553881,118,7,1,13,58,1939bnru25svvgv15k2c7tw2y,1,69.0,89.6,2025-03-30T12:14:37.350Z,2025-03-30T12:14:42Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610249763,56,Left,5610249775,233,144,5610249761,167,,5610249765,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553921,119,5,1,14,1,1939bnru25svvgv15k2c7tw2y,0,71.9,102.0,2025-03-30T12:14:39.765Z,2025-03-30T12:48:24Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610249965,56,Left,5610250005,233,145,5610249967,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553883,145,5,1,14,1,spvvjmk37iid7hsky9g3nce7,1,28.1,-2.0,2025-03-30T12:14:39.765Z,2025-03-30T12:48:24Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610249993,233,119,5610249767,56,Back,5610249769,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554223,146,1,1,14,21,spvvjmk37iid7hsky9g3nce7,0,34.9,0.0,2025-03-30T12:15:00.024Z,2025-03-30T12:15:01Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610251497,140,62.4,5610251499,141,13.7,5610251501,212,30.8,5610251505,1,,5610251493,107,,5610251495,56,Right,5610251503,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554305,120,1,1,14,24,1939bnru25svvgv15k2c7tw2y,1,34.0,82.1,2025-03-30T12:15:03.470Z,2025-03-30T12:15:06Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5610251909,56,Back,5610251907,3,,5610251913,141,94.8,5610251917,213,0.61,5610251915,212,15.0,5610251911,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554345,121,1,1,14,27,1939bnru25svvgv15k2c7tw2y,0,45.7,94.8,2025-03-30T12:15:06.093Z,2025-03-30T12:15:07Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5610252119,157,,5610252127,140,75.6,5610252133,141,77.2,5610252141,213,5.92,5610252137,212,33.6,5610252123,56,Center,5610252143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554377,147,44,1,14,29,spvvjmk37iid7hsky9g3nce7,1,30.8,27.6,2025-03-30T12:15:08.070Z,2025-03-30T12:15:12Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610252271,56,Back,5610252403,233,122,5610252273,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554393,122,44,1,14,29,1939bnru25svvgv15k2c7tw2y,0,69.2,72.4,2025-03-30T12:15:08.071Z,2025-03-30T12:15:12Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5610252345,56,Center,5610252347,286,,5610252407,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554383,148,12,1,14,30,spvvjmk37iid7hsky9g3nce7,1,28.2,30.5,2025-03-30T12:15:08.838Z,2025-03-30T12:15:14Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610252299,212,17.5,5610252301,213,5.95,5610252295,140,44.0,5610252297,141,22.1,5610252293,56,Back,5610252373,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554529,124,1,1,14,36,1939bnru25svvgv15k2c7tw2y,1,71.6,76.1,2025-03-30T12:15:15.260Z,2025-03-30T12:15:18Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5610253077,213,5.39,5610253075,212,13.3,5610253071,140,79.5,5610253069,56,Center,5610253073,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554549,125,1,1,14,39,1939bnru25svvgv15k2c7tw2y,1,79.5,60.9,2025-03-30T12:15:18.141Z,2025-03-30T12:28:28Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5610253143,56,Center,5610253149,212,6.2,5610253147,141,69.6,5610253145,140,81.2,5610253151,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554551,149,43,1,14,40,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-03-30T12:15:18.775Z,2025-03-30T12:28:26Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610309285,144,8,5610253153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793564339,229,61,1,14,40,1939bnru25svvgv15k2c7tw2y,1,77.4,72.2,2025-03-30T12:15:18.929Z,2025-03-30T12:29:13Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5610312015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554595,126,1,1,14,42,1939bnru25svvgv15k2c7tw2y,0,84.2,67.5,2025-03-30T12:15:20.837Z,2025-03-30T12:28:22Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5610253377,213,4.96,5610253375,212,4.7,5610253371,140,85.3,5610253373,141,60.8,5610253369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793565695,305,12,1,14,42,spvvjmk37iid7hsky9g3nce7,1,13.0,40.7,2025-03-30T12:15:21.186Z,2025-03-30T12:30:08Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610315435,213,5.16,5610315431,141,32.9,5610315429,140,15.4,5610315433,212,5.9,5610315427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793554571,150,61,1,14,43,spvvjmk37iid7hsky9g3nce7,1,13.3,47.6,2025-03-30T12:15:21.842Z,2025-03-30T12:29:43Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610253255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
