id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2793745525,201,50,1,25,12,46yo78zak2j7kaxc5ak1fnm60,1,55.0,93.5,2025-03-30T14:56:48.244Z,2025-03-30T15:31:20Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611285719,233,238,5611285451,286,,5611285449,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793745555,238,7,1,25,12,6i936isoyj6d0uuxdj537uc97,1,45.0,6.5,2025-03-30T14:56:48.245Z,2025-03-30T15:31:19Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611285673,233,201,5611285627,285,,5611285625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793745577,240,1,1,25,14,6i936isoyj6d0uuxdj537uc97,1,48.1,13.4,2025-03-30T14:56:50.837Z,2025-03-30T14:56:52Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611285749,213,2.00,5611285745,141,34.0,5611285741,56,Back,5611285743,140,42.0,5611285747,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793745599,241,1,1,25,15,6i936isoyj6d0uuxdj537uc97,1,41.1,32.4,2025-03-30T14:56:51.797Z,2025-03-30T15:28:16Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5611285897,212,14.7,5611285893,140,27.4,5611285891,56,Back,5611285895,141,27.7,5611285899,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793745691,242,1,1,25,18,6i936isoyj6d0uuxdj537uc97,1,33.6,26.5,2025-03-30T14:56:54.949Z,2025-03-30T14:56:59Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611286441,56,Back,5611286451,1,,5611286443,140,36.1,5611286447,212,36.2,5611286449,213,1.50,5611286445,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793745739,243,1,1,25,23,6i936isoyj6d0uuxdj537uc97,1,45.7,76.9,2025-03-30T14:56:59.573Z,2025-03-30T14:57:01Z,2iaisohuaaw7ioyox0d9zuvl6,P. Chrupałła,,,5611286727,212,23.8,5611286731,213,0.19,5611286721,56,Left,5611286723,140,67.9,5611286725,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793745881,244,1,1,25,24,6i936isoyj6d0uuxdj537uc97,1,67.7,83.3,2025-03-30T14:57:01.158Z,2025-03-30T14:57:09Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5611287365,56,Left,5611287369,141,97.4,5611287373,213,0.58,5611287371,212,17.5,5611287367,140,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793745885,245,50,1,25,33,6i936isoyj6d0uuxdj537uc97,1,83.2,91.8,2025-03-30T14:57:09.606Z,2025-03-30T14:57:14Z,2iaisohuaaw7ioyox0d9zuvl6,P. Chrupałła,,,5611287501,233,202,5611287383,56,Left,5611287385,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793745907,202,7,1,25,33,46yo78zak2j7kaxc5ak1fnm60,0,16.8,8.2,2025-03-30T14:57:09.607Z,2025-03-30T14:57:15Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5611287471,285,,5611287485,233,245,5611287469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793745927,246,1,1,25,36,6i936isoyj6d0uuxdj537uc97,0,78.0,95.3,2025-03-30T14:57:12.789Z,2025-03-30T14:57:13Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611287575,2,,5611287585,212,10.5,5611287579,56,Left,5611287583,141,85.4,5611287581,140,85.7,5611287587,213,5.59,5611287577,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793745943,203,61,1,25,37,46yo78zak2j7kaxc5ak1fnm60,1,10.7,11.0,2025-03-30T14:57:13.805Z,2025-03-30T14:57:15Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5611287677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746001,204,12,1,25,41,46yo78zak2j7kaxc5ak1fnm60,1,2.4,18.3,2025-03-30T14:57:17.365Z,2025-03-30T14:57:19Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5611287987,140,22.4,5611288065,167,,5611287991,212,24.8,5611287993,213,5.72,5611287989,141,0.0,5611287985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746011,205,5,1,25,42,46yo78zak2j7kaxc5ak1fnm60,0,23.6,-1.4,2025-03-30T14:57:18.933Z,2025-03-30T15:28:59Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5611288023,56,Back,5611288025,347,,5611288489,233,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746087,247,5,1,25,42,6i936isoyj6d0uuxdj537uc97,1,76.4,101.4,2025-03-30T14:57:18.933Z,2025-03-30T14:57:26Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611288409,56,Left,5611288441,233,205,5611288411,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746363,248,1,1,25,58,6i936isoyj6d0uuxdj537uc97,1,76.4,100.0,2025-03-30T14:57:34.389Z,2025-03-30T14:57:39Z,2iaisohuaaw7ioyox0d9zuvl6,P. Chrupałła,,,5611289815,212,25.4,5611289819,1,,5611289809,56,Center,5611289807,107,,5611289813,141,71.2,5611289811,140,90.3,5611289817,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746339,206,4,1,26,1,46yo78zak2j7kaxc5ak1fnm60,1,9.6,29.4,2025-03-30T14:57:37.669Z,2025-03-30T15:29:10Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5611289911,152,,5611289915,285,,5611289907,56,Back,5611290021,233,249,5611289903,13,,5611289905,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746373,249,4,1,26,1,6i936isoyj6d0uuxdj537uc97,0,90.4,70.6,2025-03-30T14:57:37.670Z,2025-03-30T15:29:10Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611290041,233,206,5611289977,56,Center,5611289987,286,,5611289973,294,,5611289967,13,,5611289981,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746791,207,1,1,26,34,46yo78zak2j7kaxc5ak1fnm60,0,16.9,30.0,2025-03-30T14:58:10.997Z,2025-03-30T14:58:14Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5611292485,213,0.39,5611292475,152,,5611292479,140,68.4,5611292477,56,Center,5611292487,1,,5611292473,157,,5611292483,212,58.6,5611292471,5,,5611292481,141,,,,,,,,,,,,,,,,,,,,,63.1,,,,,,,,,,
2793746815,250,1,1,26,40,6i936isoyj6d0uuxdj537uc97,0,33.4,37.9,2025-03-30T14:58:16.373Z,2025-03-30T15:27:17Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611292609,140,52.3,5611292605,3,,5611292615,213,0.09,5611292613,212,19.9,5611292607,56,Center,5611292611,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746819,208,1,1,26,40,46yo78zak2j7kaxc5ak1fnm60,0,60.5,64.5,2025-03-30T14:58:16.565Z,2025-03-30T14:58:17Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611292637,140,73.0,5611292633,3,,5611292641,212,13.2,5611292643,213,6.16,5611292639,141,62.1,5611292635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746899,251,1,1,26,42,6i936isoyj6d0uuxdj537uc97,1,32.6,37.0,2025-03-30T14:58:18.631Z,2025-03-30T15:27:44Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611293023,212,15.3,5611293017,56,Back,5611293021,141,17.4,5611293025,213,5.23,5611293019,140,39.8,5611293015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746913,252,61,1,26,45,6i936isoyj6d0uuxdj537uc97,0,36.1,12.6,2025-03-30T14:58:21.478Z,2025-03-30T14:59:05Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611293087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746897,209,5,1,26,46,46yo78zak2j7kaxc5ak1fnm60,1,64.3,101.7,2025-03-30T14:58:22.837Z,2025-03-30T15:29:00Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611293013,347,,5611293189,233,253,5611293011,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746927,253,5,1,26,46,6i936isoyj6d0uuxdj537uc97,0,35.7,-1.7,2025-03-30T14:58:22.837Z,2025-03-30T15:29:00Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611293141,347,,5611293139,56,Back,5611293217,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793746977,210,1,1,26,50,46yo78zak2j7kaxc5ak1fnm60,1,65.8,100.0,2025-03-30T14:58:26.917Z,2025-03-30T14:58:28Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5611293375,212,10.2,5611293369,56,Left,5611293371,140,60.8,5611293367,107,,5611293373,141,88.4,5611293377,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747015,211,1,1,26,51,46yo78zak2j7kaxc5ak1fnm60,1,61.3,88.7,2025-03-30T14:58:27.989Z,2025-03-30T14:58:30Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5611293537,212,15.8,5611293533,140,76.2,5611293531,56,Left,5611293535,141,85.4,5611293539,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747021,212,61,1,26,53,46yo78zak2j7kaxc5ak1fnm60,0,76.2,85.4,2025-03-30T14:58:30.005Z,2025-03-30T15:28:46Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611293597,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747059,254,1,1,26,55,6i936isoyj6d0uuxdj537uc97,0,24.2,23.6,2025-03-30T14:58:31.630Z,2025-03-30T15:28:40Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611293791,140,42.8,5611293793,141,12.0,5611293797,213,5.90,5611293787,56,Back,5611293795,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747047,213,61,1,26,56,46yo78zak2j7kaxc5ak1fnm60,1,68.8,85.3,2025-03-30T14:58:32.211Z,2025-03-30T15:28:45Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611293731,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747087,214,50,1,26,58,46yo78zak2j7kaxc5ak1fnm60,1,71.1,73.9,2025-03-30T14:58:34.596Z,2025-03-30T15:31:20Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5611477045,233,255,5611476807,286,,5611293945,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747069,255,7,1,26,58,6i936isoyj6d0uuxdj537uc97,0,28.9,26.1,2025-03-30T14:58:34.597Z,2025-03-30T15:31:20Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5611476997,56,Back,5611476999,285,,5611477027,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793781053,418,61,1,26,59,46yo78zak2j7kaxc5ak1fnm60,1,75.1,65.8,2025-03-30T14:58:35.184Z,2025-03-30T15:29:18Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5611477609,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747111,215,1,1,26,59,46yo78zak2j7kaxc5ak1fnm60,1,76.3,70.8,2025-03-30T14:58:35.525Z,2025-03-30T14:58:36Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5611294073,141,82.0,5611294071,140,92.7,5611294077,213,0.42,5611294075,212,18.8,5611294069,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747115,216,1,1,27,0,46yo78zak2j7kaxc5ak1fnm60,0,92.7,82.0,2025-03-30T14:58:36.709Z,2025-03-30T15:29:26Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611294127,213,4.28,5611294123,141,60.0,5611294121,140,86.2,5611294119,56,Center,5611294115,2,,5611294125,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747197,256,12,1,27,5,6i936isoyj6d0uuxdj537uc97,1,13.4,45.4,2025-03-30T14:58:41.830Z,2025-03-30T15:29:42Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5611294561,141,27.8,5611294563,212,12.0,5611294559,140,13.0,5611294557,56,Back,5611294565,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747235,257,1,1,27,7,6i936isoyj6d0uuxdj537uc97,1,13.4,13.2,2025-03-30T14:58:43.254Z,2025-03-30T14:58:45Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5611294715,213,1.98,5611294709,140,8.1,5611294711,141,31.9,5611294713,212,13.9,5611294707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747265,259,1,1,27,11,6i936isoyj6d0uuxdj537uc97,0,8.1,31.9,2025-03-30T14:58:47.623Z,2025-03-30T14:58:48Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611294893,213,0.03,5611294891,212,65.8,5611294885,56,Center,5611294889,141,35.1,5611294895,1,,5611294887,140,70.7,5611294883,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747281,218,1,1,27,12,46yo78zak2j7kaxc5ak1fnm60,1,44.1,69.6,2025-03-30T14:58:49.029Z,2025-03-30T14:58:49Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5611294977,213,4.46,5611294971,140,41.6,5611294973,141,54.8,5611294969,56,Back,5611294975,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747311,219,1,1,27,13,46yo78zak2j7kaxc5ak1fnm60,1,41.6,54.8,2025-03-30T14:58:49.605Z,2025-03-30T14:58:51Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5611295115,213,0.14,5611295109,140,48.7,5611295113,212,7.5,5611295107,56,Back,5611295111,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747333,220,1,1,27,15,46yo78zak2j7kaxc5ak1fnm60,1,48.7,56.4,2025-03-30T14:58:51.237Z,2025-03-30T14:58:53Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5611295311,213,1.83,5611295309,212,22.7,5611295305,140,43.1,5611295301,155,,5611295303,56,Back,5611295307,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747349,221,1,1,27,16,46yo78zak2j7kaxc5ak1fnm60,1,43.8,91.7,2025-03-30T14:58:53.093Z,2025-03-30T14:58:54Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5611295425,56,Left,5611295439,213,0.23,5611295435,212,15.6,5611295431,141,96.9,5611295427,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747369,222,1,1,27,18,46yo78zak2j7kaxc5ak1fnm60,1,57.1,94.7,2025-03-30T14:58:54.756Z,2025-03-30T14:58:56Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5611295573,213,3.94,5611295567,141,78.8,5611295571,212,15.1,5611295563,140,47.0,5611295561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747381,223,1,1,27,20,46yo78zak2j7kaxc5ak1fnm60,0,47.0,78.8,2025-03-30T14:58:56.405Z,2025-03-30T14:58:57Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5611295655,141,75.6,5611295661,1,,5611295649,155,,5611295659,213,6.22,5611295657,212,32.5,5611295653,140,77.9,5611295651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747415,261,12,1,27,22,6i936isoyj6d0uuxdj537uc97,1,16.8,28.3,2025-03-30T14:58:58.982Z,2025-03-30T14:59:01Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611295835,140,0.0,5611295839,212,19.8,5611295837,141,21.3,5611295833,56,Back,5611295869,15,,5611295841,213,3.38,5611295979,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747435,224,6,1,27,24,46yo78zak2j7kaxc5ak1fnm60,1,99.2,79.4,2025-03-30T14:59:00.885Z,2025-03-30T15:29:05Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5611295993,56,Left,5611296071,233,262,5611295995,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793747437,262,6,1,27,24,6i936isoyj6d0uuxdj537uc97,0,0.8,20.6,2025-03-30T14:59:00.885Z,2025-03-30T15:29:06Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611296043,73,,5611296041,56,Back,5611296075,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748007,225,1,1,28,8,46yo78zak2j7kaxc5ak1fnm60,0,99.5,99.5,2025-03-30T14:59:44.437Z,2025-03-30T14:59:46Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5611299015,213,4.64,5611299013,212,28.4,5611299011,141,57.9,5611299009,140,97.5,5611299005,223,,5611298999,2,,5611299007,56,Center,5611299001,6,,5611299003,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793781413,421,12,1,28,9,6i936isoyj6d0uuxdj537uc97,1,16.3,27.1,2025-03-30T14:59:45.184Z,2025-03-30T15:30:08Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611479735,56,Back,5611479739,141,44.5,5611479743,213,0.85,5611479741,212,15.7,5611479737,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748027,226,1,1,28,10,46yo78zak2j7kaxc5ak1fnm60,0,78.5,66.9,2025-03-30T14:59:46.942Z,2025-03-30T15:30:15Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5611299113,155,,5611299121,212,5.8,5611299123,213,6.06,5611299117,140,83.9,5611299115,56,Center,5611299119,141,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793781881,422,61,1,28,11,6i936isoyj6d0uuxdj537uc97,1,18.9,34.6,2025-03-30T14:59:47.184Z,2025-03-30T15:30:08Z,d7nx940m1bs3895u6vnu8ah1x,B. Ingason,,,5611482353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748075,264,44,1,28,14,6i936isoyj6d0uuxdj537uc97,1,10.4,33.3,2025-03-30T14:59:50.351Z,2025-03-30T15:51:35Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5611299313,56,Back,5611299315,285,,5611485625,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748065,227,44,1,28,14,46yo78zak2j7kaxc5ak1fnm60,0,89.6,66.7,2025-03-30T14:59:50.352Z,2025-03-30T15:51:36Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5611299273,286,,5611485691,233,264,5611299271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748079,265,61,1,28,14,6i936isoyj6d0uuxdj537uc97,1,11.1,34.3,2025-03-30T14:59:50.702Z,2025-03-30T15:31:22Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5611299327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748073,228,43,1,28,14,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-03-30T14:59:51.167Z,2025-03-30T15:30:47Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5611299309,56,Center,5611485851,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748093,229,15,1,28,16,46yo78zak2j7kaxc5ak1fnm60,1,80.1,69.6,2025-03-30T14:59:52.485Z,2025-03-30T15:31:39Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5611490055,458,,5611303807,103,19,5611303805,102,50.3,5611299387,18,,5611303217,82,,5611303851,233,266,5611303815,231,50.7,5611299391,56,Center,5611303809,146,5611490051,215,,5611303797,78,,5611490053,328,5611303811,147,67.9,5611303813,230,98.8,5611303211,25,,5611303213,20,,81.9,,,,,,,,,,
2793748155,266,10,1,28,16,6i936isoyj6d0uuxdj537uc97,1,12.5,40.5,2025-03-30T14:59:52.585Z,2025-03-30T15:31:01Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5611299731,94,,5611299733,56,Back,5611303931,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748129,230,15,1,28,18,46yo78zak2j7kaxc5ak1fnm60,1,78.5,66.4,2025-03-30T14:59:54.405Z,2025-03-30T15:32:50Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5611304613,147,63.7,5611304611,146,81.9,5611299613,56,Center,5611299611,18,,5611495585,233,424,5611304609,458,,5611304413,20,,5611304603,78,,5611304615,230,5611304617,231,51.3,5611304605,102,49.4,5611304607,103,5611304417,82,,5611496615,25,,,,,,,,98.8,19,,,,,,,,,
2793783685,424,10,1,28,18,6i936isoyj6d0uuxdj537uc97,1,18.1,36.3,2025-03-30T14:59:54.505Z,2025-03-30T15:32:36Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611495531,94,,5611495533,56,Back,5611495597,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793785281,428,44,1,28,19,6i936isoyj6d0uuxdj537uc97,1,12.1,35.7,2025-03-30T14:59:55.184Z,2025-03-30T15:51:36Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5611504229,56,Back,5611504245,233,231,5611504231,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748159,231,44,1,28,19,46yo78zak2j7kaxc5ak1fnm60,0,87.9,64.3,2025-03-30T14:59:55.185Z,2025-03-30T15:52:05Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5611299765,286,,5611504277,233,428,5611299761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793785325,429,12,1,28,20,6i936isoyj6d0uuxdj537uc97,1,11.2,34.6,2025-03-30T14:59:56.184Z,2025-03-30T15:52:06Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5611504793,56,Back,5611513679,15,,5611504797,141,35.8,5611504795,140,21.2,5611504801,213,0.08,5611504799,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793785241,427,44,1,28,20,6i936isoyj6d0uuxdj537uc97,1,21.1,35.6,2025-03-30T14:59:57.182Z,2025-03-30T16:12:58Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611507235,233,232,5611506887,56,Back,5611506889,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748181,232,44,1,28,20,46yo78zak2j7kaxc5ak1fnm60,0,78.9,64.4,2025-03-30T14:59:57.183Z,2025-03-30T15:52:15Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5611299849,56,Center,5611507197,233,427,5611299851,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793785217,426,1,1,28,21,6i936isoyj6d0uuxdj537uc97,0,21.4,30.3,2025-03-30T14:59:57.184Z,2025-03-30T16:28:17Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611508339,56,Back,5611515695,141,30.5,5611515699,213,0.16,5611515693,140,22.2,5611515691,168,,5611515697,212,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748185,233,61,1,28,22,46yo78zak2j7kaxc5ak1fnm60,1,77.0,65.5,2025-03-30T14:59:59.037Z,2025-03-30T16:28:18Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5611299879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748235,267,12,1,28,24,6i936isoyj6d0uuxdj537uc97,1,11.4,42.1,2025-03-30T15:00:00.510Z,2025-03-30T15:36:18Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611300143,56,Back,5611300161,213,0.02,5611300155,141,42.7,5611300149,140,35.8,5611300159,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793748239,268,50,1,28,24,6i936isoyj6d0uuxdj537uc97,1,27.4,41.4,2025-03-30T15:00:00.980Z,2025-03-30T15:36:33Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611300165,56,Back,5611300179,233,234,5611300167,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
