id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2820317179,156,1,1,12,3,7hlumphk42363z3i2nry2wrzj,0,53.4,64.0,2025-05-31T13:12:43.473Z,2025-05-31T13:42:02Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758106637,157,,5758060951,212,42.6,5758060939,56,Left,5758060959,1,,5758060955,213,0.64,5758060947,141,100.0,5758060943,140,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317187,133,5,1,12,3,33hzf6j2rd9r50g2n4agsytkd,1,13.0,-1.6,2025-05-31T13:12:44.172Z,2025-05-31T14:02:03Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5758060967,347,,5758060965,56,Back,5758060969,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317183,157,5,1,12,3,7hlumphk42363z3i2nry2wrzj,0,87.0,101.6,2025-05-31T13:12:44.172Z,2025-05-31T13:12:48Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758060961,56,Left,5758060963,347,,5758060977,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317261,134,1,1,12,23,33hzf6j2rd9r50g2n4agsytkd,0,15.2,0.0,2025-05-31T13:13:03.510Z,2025-05-31T13:42:44Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5758061489,140,20.4,5758061485,107,,5758061491,141,7.4,5758061493,212,8.3,5758061487,56,Back,5758061495,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820325363,384,61,1,12,24,33hzf6j2rd9r50g2n4agsytkd,0,31.6,4.9,2025-05-31T13:13:04.364Z,2025-05-31T13:43:12Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758107889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317285,158,50,1,12,27,7hlumphk42363z3i2nry2wrzj,1,71.4,90.0,2025-05-31T13:13:07.813Z,2025-05-31T14:01:43Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5758061661,233,135,5758061623,56,Left,5758061625,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317293,135,7,1,12,27,33hzf6j2rd9r50g2n4agsytkd,1,28.6,10.0,2025-05-31T13:13:07.814Z,2025-05-31T14:01:43Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758061655,285,,5758061657,233,158,5758061653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317299,136,1,1,12,29,33hzf6j2rd9r50g2n4agsytkd,0,23.9,4.7,2025-05-31T13:13:09.974Z,2025-05-31T13:43:33Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758061689,157,,5758061693,140,34.9,5758061697,212,13.6,5758061701,1,,5758061691,56,Back,5758061699,213,0.55,5758061695,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317303,159,8,1,12,31,7hlumphk42363z3i2nry2wrzj,1,61.2,79.9,2025-05-31T13:13:11.503Z,2025-05-31T13:13:11Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5758061717,15,,5758061715,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317319,137,1,1,12,33,33hzf6j2rd9r50g2n4agsytkd,1,28.9,14.7,2025-05-31T13:13:13.622Z,2025-05-31T13:13:15Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758061809,213,3.23,5758061805,141,13.4,5758061801,56,Back,5758061803,140,19.7,5758061807,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317327,138,1,1,12,34,33hzf6j2rd9r50g2n4agsytkd,0,22.8,1.7,2025-05-31T13:13:15.129Z,2025-05-31T13:43:46Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5758061849,56,Back,5758061851,140,32.3,5758061853,141,22.1,5758061857,213,0.95,5758061859,1,,5758061847,157,,5758061855,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317331,160,8,1,12,35,7hlumphk42363z3i2nry2wrzj,1,65.1,69.6,2025-05-31T13:13:16.257Z,2025-05-31T13:43:52Z,9d08simhpio6vi217mqtro6ad,A. Traustason,1.0,,5758061885,15,,5758061871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317347,162,15,1,12,39,7hlumphk42363z3i2nry2wrzj,1,71.4,62.4,2025-05-31T13:13:19.695Z,2025-05-31T13:13:32Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5758061927,18,,5758062289,147,57.6,5758062271,29,,5758062273,55,160,5758062277,102,51.2,5758061925,22,,5758062307,233,139,5758062269,78,,5758062293,231,5758062291,230,96.8,5758062113,72,,5758062281,215,,5758062279,103,19,5758062117,82,,5758062287,146,52.9,5758061929,56,Center,83.7,,,,,,
2820317353,139,10,1,12,39,33hzf6j2rd9r50g2n4agsytkd,1,16.3,42.4,2025-05-31T13:13:19.795Z,2025-05-31T13:13:41Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5758061977,56,Back,5758061975,94,,5758062311,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317359,140,6,1,12,40,33hzf6j2rd9r50g2n4agsytkd,0,23.1,41.8,2025-05-31T13:13:20.992Z,2025-05-31T14:01:35Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5758062017,73,,5758062015,56,Back,5758062045,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317349,163,6,1,12,40,7hlumphk42363z3i2nry2wrzj,1,76.9,58.2,2025-05-31T13:13:20.992Z,2025-05-31T14:01:35Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5758061965,75,,5758062031,233,140,5758061963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317527,164,1,1,13,8,7hlumphk42363z3i2nry2wrzj,1,99.5,0.5,2025-05-31T13:13:49.328Z,2025-05-31T13:14:39Z,3v40cf58jryvu4l4cxu4w9ht6,T. Prica,1.0,,5758062953,1,,5758062949,213,1.67,5758062935,155,,5758062937,223,,5758062933,6,,5758062931,2,,5758062941,140,96.5,5758062943,141,47.5,5758064277,154,5758062945,212,32.1,5758064275,210,15,5758062939,56,Center,,,,,,,,,,,,,,,,,,,
2820317741,170,44,1,13,11,7hlumphk42363z3i2nry2wrzj,1,94.6,43.7,2025-05-31T13:13:51.351Z,2025-05-31T14:01:55Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5758064243,233,150,5758064193,286,,5758064191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317725,150,44,1,13,11,33hzf6j2rd9r50g2n4agsytkd,0,5.4,56.3,2025-05-31T13:13:51.352Z,2025-05-31T14:01:55Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5758064247,233,170,5758064105,285,,5758064103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317529,165,15,1,13,11,7hlumphk42363z3i2nry2wrzj,1,96.5,47.5,2025-05-31T13:13:52.266Z,2025-05-31T13:45:06Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5758064295,146,99.4,5758064281,79,,5758064283,29,,5758110477,214,,5758064293,103,26.6,5758064291,102,51.5,5758064285,154,,5758110481,138,,5758062959,16,5758062961,56,Center,5758065947,233,141,5758064221,15,,5758064287,55,164,5758064297,147,48.9,5758064225,328,,5758064219,25,,,5758110479,275,,,,
2820317525,141,10,1,13,12,33hzf6j2rd9r50g2n4agsytkd,1,0.7,50.3,2025-05-31T13:13:52.366Z,2025-05-31T13:44:52Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5758062923,182,,5758065945,275,,5758062925,56,Back,5758065943,181,,5758065941,175,,5758065977,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317585,142,12,1,13,15,33hzf6j2rd9r50g2n4agsytkd,1,4.3,42.4,2025-05-31T13:13:55.496Z,2025-05-31T13:14:03Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5758063211,141,6.1,5758063213,212,48.4,5758063209,140,44.0,5758063215,213,5.75,5758063207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317617,144,1,1,13,24,33hzf6j2rd9r50g2n4agsytkd,1,58.1,2.7,2025-05-31T13:14:05.287Z,2025-05-31T13:45:52Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758063409,140,75.1,5758063411,141,57.7,5758063413,212,41.4,5758063417,1,,5758063403,155,,5758063415,213,1.13,5758063407,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317619,145,3,1,13,28,33hzf6j2rd9r50g2n4agsytkd,0,88.6,64.8,2025-05-31T13:14:09.319Z,2025-05-31T13:46:14Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,,5758063425,286,,5758063423,56,Center,5758111955,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317621,167,7,1,13,28,7hlumphk42363z3i2nry2wrzj,0,11.4,35.2,2025-05-31T13:14:09.320Z,2025-05-31T13:46:15Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758063427,56,Back,5758111959,233,145,5758063429,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317653,146,1,1,13,32,33hzf6j2rd9r50g2n4agsytkd,1,87.8,89.3,2025-05-31T13:14:12.713Z,2025-05-31T13:15:11Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,1.0,,5758063665,140,88.0,5758063669,212,32.7,5758063663,56,Center,5758063667,141,41.2,5758063661,155,,5758063659,2,,5758063671,213,4.72,5758063673,1,,5758065283,154,5758065281,210,13,,,,,,,,,,,,,,,,,,,,,,,,,
2820317661,147,44,1,13,35,33hzf6j2rd9r50g2n4agsytkd,1,89.5,48.0,2025-05-31T13:14:16.337Z,2025-05-31T13:14:23Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5758063761,233,168,5758063721,286,,5758063717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317649,168,44,1,13,35,7hlumphk42363z3i2nry2wrzj,0,10.5,52.0,2025-05-31T13:14:16.338Z,2025-05-31T13:46:24Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5758063647,56,Back,5758063649,285,,5758063769,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317665,148,13,1,13,36,33hzf6j2rd9r50g2n4agsytkd,1,92.0,45.8,2025-05-31T13:14:16.379Z,2025-05-31T13:46:54Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5758063739,17,,5758065287,75,,5758065297,102,38.8,5758065293,55,146,5758065285,15,,5758065291,154,,5758063741,56,Center,5758065303,328,,5758065307,231,5758065299,103,16.7,5758065289,29,,5758063737,22,,5758065305,230,99.3,,,,,,48.2,,,,,,,,,,
2820317677,149,5,1,13,37,33hzf6j2rd9r50g2n4agsytkd,0,101.6,37.6,2025-05-31T13:14:17.932Z,2025-05-31T13:46:43Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5758063807,346,,5758063839,233,169,5758063805,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317671,169,5,1,13,37,7hlumphk42363z3i2nry2wrzj,1,-1.6,62.4,2025-05-31T13:14:17.932Z,2025-05-31T14:02:03Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5758063765,56,Back,5758063813,233,149,5758063767,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317767,171,1,1,14,0,7hlumphk42363z3i2nry2wrzj,1,3.7,38.9,2025-05-31T13:14:41.183Z,2025-05-31T13:15:39Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5758064339,124,,5758064349,213,1.33,5758066071,189,,5758064353,237,,5758064345,141,52.3,5758064341,56,Back,5758064347,212,9.4,5758064343,140,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317771,172,1,1,14,1,7hlumphk42363z3i2nry2wrzj,0,7.3,38.6,2025-05-31T13:14:42.096Z,2025-05-31T13:47:25Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5758064371,140,40.2,5758064373,141,93.5,5758064377,213,0.82,5758064375,212,50.9,5758064379,1,,5758064369,56,Back,5758064367,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317779,151,1,1,14,2,33hzf6j2rd9r50g2n4agsytkd,1,56.9,20.3,2025-05-31T13:14:42.471Z,2025-05-31T13:14:43Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5758064415,140,63.0,5758064419,212,6.9,5758064421,213,0.38,5758064411,3,,5758064413,56,Center,5758064417,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317815,153,1,1,14,10,33hzf6j2rd9r50g2n4agsytkd,1,66.4,15.5,2025-05-31T13:14:50.503Z,2025-05-31T13:14:53Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5758064661,212,20.4,5758064659,141,20.0,5758064663,213,0.15,5758064655,56,Right,5758064657,140,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317809,173,83,1,14,12,7hlumphk42363z3i2nry2wrzj,0,9.6,84.5,2025-05-31T13:14:52.496Z,2025-05-31T13:48:32Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758064873,399,6ivuk1j53ybmv5hhzp55ybzzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317827,154,3,1,14,12,33hzf6j2rd9r50g2n4agsytkd,1,88.6,15.8,2025-05-31T13:14:53.222Z,2025-05-31T14:01:47Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758064721,56,Right,5758064743,233,174,5758064723,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317817,174,45,1,14,12,7hlumphk42363z3i2nry2wrzj,0,11.4,84.2,2025-05-31T13:14:53.222Z,2025-05-31T14:01:47Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5758064669,285,,5758064747,233,154,5758064667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317837,155,1,1,14,15,33hzf6j2rd9r50g2n4agsytkd,0,80.3,20.7,2025-05-31T13:14:55.400Z,2025-05-31T13:14:57Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758064777,213,0.87,5758064773,141,21.8,5758064771,140,80.9,5758064775,212,1.0,5758064819,233,175,5758064769,56,Center,5758064823,286,,5758064817,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317841,175,74,1,14,15,7hlumphk42363z3i2nry2wrzj,1,17.2,87.7,2025-05-31T13:14:55.401Z,2025-05-31T14:01:39Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758064809,56,Back,5758064811,285,,5758064831,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317875,177,1,1,14,19,7hlumphk42363z3i2nry2wrzj,1,23.0,89.6,2025-05-31T13:14:59.472Z,2025-05-31T13:15:01Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758064985,140,11.9,5758064993,212,12.0,5758064989,141,85.7,5758064983,56,Back,5758064995,213,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317887,178,1,1,14,20,7hlumphk42363z3i2nry2wrzj,1,13.5,86.3,2025-05-31T13:15:01.216Z,2025-05-31T13:15:05Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5758065069,212,10.9,5758065071,213,4.17,5758065065,140,8.1,5758065067,141,72.6,5758065063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317947,179,1,1,14,25,7hlumphk42363z3i2nry2wrzj,1,21.1,66.6,2025-05-31T13:15:05.504Z,2025-05-31T13:15:16Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5758065457,1,,5758065453,212,38.2,5758065451,141,14.3,5758065449,140,34.5,5758065455,213,5.09,5758065447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317951,180,4,1,14,36,7hlumphk42363z3i2nry2wrzj,1,70.4,11.4,2025-05-31T13:15:16.481Z,2025-05-31T14:01:28Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5758065549,233,156,5758065477,13,,5758065485,286,,5758066451,294,,5758065479,56,Right,5758065481,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317953,156,4,1,14,36,33hzf6j2rd9r50g2n4agsytkd,0,29.6,88.6,2025-05-31T13:15:16.482Z,2025-05-31T14:01:29Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758065547,285,,5758065543,56,Back,5758065541,294,,5758065545,152,,5758065565,233,180,5758065539,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318281,181,1,1,15,35,7hlumphk42363z3i2nry2wrzj,0,68.2,8.5,2025-05-31T13:16:15.520Z,2025-05-31T13:16:18Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758067335,155,,5758067339,56,Center,5758067331,2,,5758067337,152,,5758067333,5,,5758067347,213,0.88,5758067343,141,57.5,5758067341,140,94.3,5758067345,212,5758067349,1,,,,,,,,,,,,,,,,43.1,,,,,,,,,,
2820318295,157,12,1,15,37,33hzf6j2rd9r50g2n4agsytkd,1,6.6,46.9,2025-05-31T13:16:18.288Z,2025-05-31T13:16:24Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5758067455,167,,5758067451,15,,5758067423,56,Back,5758067435,212,17.2,5758067429,140,0.0,5758067433,141,24.7,5758067437,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318299,158,6,1,15,38,33hzf6j2rd9r50g2n4agsytkd,0,1.3,31.4,2025-05-31T13:16:19.200Z,2025-05-31T14:01:36Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5758067477,73,,5758067475,56,Back,5758067483,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318289,182,6,1,15,38,7hlumphk42363z3i2nry2wrzj,1,98.7,68.6,2025-05-31T13:16:19.200Z,2025-05-31T14:01:35Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758067479,233,158,5758067409,73,,5758067407,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318575,183,1,1,16,42,7hlumphk42363z3i2nry2wrzj,0,99.5,99.5,2025-05-31T13:17:22.368Z,2025-05-31T13:17:24Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758069075,2,,5758069081,223,,5758069079,155,,5758069087,141,56.9,5758069083,56,Center,5758069089,212,29.3,5758069077,6,,5758069085,140,95.1,5758069091,213,,,,,,,,,,,,,,,,,,4.55,,,,,,,,,,
2820318581,159,12,1,16,44,33hzf6j2rd9r50g2n4agsytkd,1,5.3,44.2,2025-05-31T13:17:24.858Z,2025-05-31T13:17:26Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,,5758069145,213,1.23,5758069137,56,Back,5758069143,212,17.8,5758069141,141,68.8,5758069139,140,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318595,160,12,1,16,46,33hzf6j2rd9r50g2n4agsytkd,1,11.7,69.9,2025-05-31T13:17:26.778Z,2025-05-31T13:17:31Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758069211,141,100.0,5758069213,212,27.8,5758069209,140,29.3,5758069233,167,,5758069215,213,0.84,5758069207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318599,161,5,1,16,50,33hzf6j2rd9r50g2n4agsytkd,0,32.6,101.0,2025-05-31T13:17:30.387Z,2025-05-31T13:17:34Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5758069229,56,Back,5758069231,347,,5758069301,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318607,184,5,1,16,50,7hlumphk42363z3i2nry2wrzj,1,67.4,-1.0,2025-05-31T13:17:30.387Z,2025-05-31T14:02:04Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5758069283,233,161,5758069281,347,,5758069279,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318673,185,1,1,17,4,7hlumphk42363z3i2nry2wrzj,1,61.0,0.0,2025-05-31T13:17:44.417Z,2025-05-31T13:17:48Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5758069673,56,Back,5758069677,141,8.8,5758069671,107,,5758069683,1,,5758069679,212,24.9,5758069681,213,2.85,5758069675,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318689,186,1,1,17,7,7hlumphk42363z3i2nry2wrzj,1,37.3,15.0,2025-05-31T13:17:48.016Z,2025-05-31T13:17:51Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5758069757,140,44.7,5758069763,213,1.05,5758069759,141,34.9,5758069761,212,15.6,5758069755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318703,187,1,1,17,10,7hlumphk42363z3i2nry2wrzj,1,44.6,29.1,2025-05-31T13:17:50.912Z,2025-05-31T13:17:53Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758069839,212,15.6,5758069841,213,4.76,5758069835,140,45.3,5758069831,56,Back,5758069837,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318715,188,1,1,17,13,7hlumphk42363z3i2nry2wrzj,1,47.0,6.2,2025-05-31T13:17:53.681Z,2025-05-31T13:17:56Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5758069887,56,Right,5758069895,213,0.90,5758069891,141,16.4,5758069893,212,8.8,5758069889,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318717,189,61,1,17,15,7hlumphk42363z3i2nry2wrzj,0,59.5,16.7,2025-05-31T13:17:56.161Z,2025-05-31T13:51:06Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758069899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318719,190,43,1,17,16,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-31T13:17:56.441Z,2025-05-31T13:50:39Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758069903,56,Right,5758115791,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318739,162,4,1,17,17,33hzf6j2rd9r50g2n4agsytkd,1,49.2,80.0,2025-05-31T13:17:58.344Z,2025-05-31T14:01:29Z,1a112nxaob06fjynlat625u96,K. Holmén,,,5758069985,56,Back,5758115715,265,,5758116043,286,,5758115923,233,448,5758115711,13,,5758115713,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820326819,448,4,1,17,18,7hlumphk42363z3i2nry2wrzj,0,50.8,20.0,2025-05-31T13:17:58.345Z,2025-05-31T13:51:11Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5758115893,13,,5758115897,152,,5758115895,56,Right,5758115917,233,162,5758116045,285,,5758115899,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318757,163,43,1,17,19,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-31T13:17:59.744Z,2025-05-31T13:50:43Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758070107,56,Back,5758070125,236,0,5758070115,213,5.97,5758070131,286,0,5758070109,140,44.1,5758070113,212,7.7,5758070111,141,90.3,5758115799,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318735,191,43,1,17,19,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-31T13:17:59.745Z,2025-05-31T13:50:41Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5758070161,233,163,5758069973,285,0,5758115797,144,74,5758069971,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318745,192,43,1,17,20,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-31T13:18:00.368Z,2025-05-31T13:50:54Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5758070005,56,Right,5758070007,347,0,5758115847,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318771,164,43,1,17,23,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-31T13:18:03.511Z,2025-05-31T13:50:52Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758070193,56,Back,5758070197,233,192,5758070195,347,0,5758115845,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318787,165,43,1,17,27,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-05-31T13:18:07.672Z,2025-05-31T13:51:20Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5758070281,107,0,5758070295,189,0,5758070283,56,Back,5758070287,141,88.6,5758070289,212,13.0,5758070285,140,31.8,5758070291,213,3.81,5758116067,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
