id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2807216011,226,1,1,20,32,4jg5vd59i24chckyua90dr1lg,1,85.8,17.0,2025-04-27T14:51:25.742Z,2025-04-27T14:51:46Z,21ht7s882is4sisnr8dpf61yi,J. Persson,1.0,,5685448139,154,,5685445865,2,,5685445869,56,Center,5685445877,213,1.53,5685445871,140,87.0,5685445875,212,29.9,5685448137,210,15,5685445873,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216245,152,45,1,20,35,6i936isoyj6d0uuxdj537uc97,0,11.6,42.6,2025-04-27T14:51:28.508Z,2025-04-27T15:45:21Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685447207,285,,5685447467,233,227,5685447205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216059,227,3,1,20,35,4jg5vd59i24chckyua90dr1lg,1,88.4,57.4,2025-04-27T14:51:28.508Z,2025-04-27T15:45:21Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5685446189,286,,5685447425,233,152,5685446187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216061,228,15,1,20,35,4jg5vd59i24chckyua90dr1lg,1,88.1,59.9,2025-04-27T14:51:29.022Z,2025-04-27T15:30:14Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5685446211,22,,5685447039,82,,5685448181,55,226,5685448195,230,98.0,5685446213,17,,5685448199,231,52.3,5685448179,154,,5685446215,56,Center,5685448193,147,56.9,5685448185,102,5685448175,78,,5685448189,215,5685447029,72,50.0,,,5685448191,146,91.7,5685448187,103,19,5685448177,29,5685448229,233,149,,,,,,,,
2807216073,149,10,1,20,35,6i936isoyj6d0uuxdj537uc97,1,8.4,43.0,2025-04-27T14:51:29.122Z,2025-04-27T15:11:05Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5685446307,94,,5685446309,56,Back,5685448261,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216107,229,15,1,20,37,4jg5vd59i24chckyua90dr1lg,1,82.8,63.4,2025-04-27T14:51:31.213Z,2025-04-27T15:30:39Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685653619,18,,5685449309,231,52.5,5685449295,102,50.1,5685449299,215,,5685446497,22,,5685449305,147,58.3,5685449301,458,,5685449297,103,19,5685446503,56,Center,5685449331,233,5685449293,78,,5685448895,82,5685448891,72,150,,,5685449307,230,98.2,5685449303,146,89.4,,,,,,,,,,,,,
2807216163,150,10,1,20,37,6i936isoyj6d0uuxdj537uc97,1,8.1,43.7,2025-04-27T14:51:31.313Z,2025-04-27T14:51:59Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5685449363,233,229,5685446767,94,,5685446769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216199,151,6,1,20,40,6i936isoyj6d0uuxdj537uc97,0,5.5,36.4,2025-04-27T14:51:33.420Z,2025-04-27T15:27:36Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5685446935,56,Back,5685446937,73,,5685447003,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216143,230,6,1,20,40,4jg5vd59i24chckyua90dr1lg,1,94.5,63.6,2025-04-27T14:51:33.420Z,2025-04-27T15:27:36Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685446723,73,,5685446721,56,Center,5685446965,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216717,231,1,1,21,10,4jg5vd59i24chckyua90dr1lg,1,99.5,99.5,2025-04-27T14:52:04.302Z,2025-04-27T14:52:10Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5685449987,140,78.4,5685449985,56,Center,5685449993,213,3.78,5685449983,6,,5685449991,212,27.6,5685449989,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216733,232,1,1,21,13,4jg5vd59i24chckyua90dr1lg,0,78.5,75.4,2025-04-27T14:52:07.166Z,2025-04-27T14:52:07Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5685450077,141,54.5,5685450071,155,,5685450075,140,89.2,5685450073,56,Center,5685450079,212,18.1,5685450083,213,5.38,5685450069,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216789,153,12,1,21,15,6i936isoyj6d0uuxdj537uc97,1,9.9,49.0,2025-04-27T14:52:08.790Z,2025-04-27T15:12:20Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5685450431,56,Back,5685450437,212,24.9,5685450435,141,14.1,5685450433,140,17.2,5685450439,213,5.02,5685450461,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216839,233,1,1,21,18,4jg5vd59i24chckyua90dr1lg,1,90.6,82.9,2025-04-27T14:52:11.533Z,2025-04-27T14:52:14Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5685450807,56,Center,5685450813,212,8.2,5685450811,141,70.8,5685450815,213,4.74,5685450809,140,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216861,234,1,1,21,20,4jg5vd59i24chckyua90dr1lg,0,93.3,72.0,2025-04-27T14:52:13.966Z,2025-04-27T14:52:15Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5685450921,213,5.01,5685450903,2,,5685450911,56,Center,5685450915,140,94.0,5685450917,141,68.5,5685450907,155,,5685450919,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807216933,155,1,1,21,25,6i936isoyj6d0uuxdj537uc97,1,12.2,46.9,2025-04-27T14:52:18.478Z,2025-04-27T14:52:23Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5685451393,123,,5685451397,140,58.7,5685451395,56,Right,5685451403,213,5.88,5685451401,212,53.2,5685451455,287,,5685451975,1,,5685451399,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807217083,156,1,1,21,30,6i936isoyj6d0uuxdj537uc97,1,60.1,16.1,2025-04-27T14:52:23.701Z,2025-04-27T14:53:02Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5685452163,213,0.81,5685452155,56,Center,5685452157,140,78.6,5685452161,212,28.1,5685452159,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807217091,157,3,1,21,32,6i936isoyj6d0uuxdj537uc97,0,81.2,43.4,2025-04-27T14:52:26.045Z,2025-04-27T15:25:15Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5685452195,286,,5685624009,233,235,5685452191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807217117,235,7,1,21,32,4jg5vd59i24chckyua90dr1lg,0,18.8,56.6,2025-04-27T14:52:26.046Z,2025-04-27T15:25:15Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5685452303,56,Back,5685624057,233,157,5685452305,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807217887,239,83,1,21,34,4jg5vd59i24chckyua90dr1lg,0,11.0,64.2,2025-04-27T14:52:28.102Z,2025-04-27T14:53:11Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5685456941,399,c3jxdm8s5meuohhv6hthhdy0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807217187,158,14,1,21,35,6i936isoyj6d0uuxdj537uc97,1,85.0,43.2,2025-04-27T14:52:29.285Z,2025-04-27T15:25:29Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5685455321,231,49.8,5685455313,102,44.5,5685455317,215,,5685455319,230,98.9,5685456109,458,,5685457063,17,,5685452735,56,Center,5685455305,75,,5685454131,72,,5685454129,23,5685455315,103,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2807217299,237,1,1,21,42,4jg5vd59i24chckyua90dr1lg,0,25.7,20.3,2025-04-27T14:52:35.759Z,2025-04-27T14:52:36Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5685453299,212,40.4,5685453297,141,0.0,5685453291,157,,5685453295,140,61.6,5685453301,213,5.91,5685453293,56,Right,5685453303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807217459,159,5,1,21,42,6i936isoyj6d0uuxdj537uc97,1,38.2,101.2,2025-04-27T14:52:36.259Z,2025-04-27T15:27:42Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5685454153,233,238,5685454097,347,,5685454093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807217303,238,5,1,21,42,4jg5vd59i24chckyua90dr1lg,0,61.8,-1.2,2025-04-27T14:52:36.259Z,2025-04-27T14:52:44Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5685454195,233,159,5685453319,347,,5685453317,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807218131,160,27,1,22,23,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-27T14:53:16.653Z,2025-04-27T14:53:21Z,,,,,5685457823,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807218115,240,27,1,22,23,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-27T14:53:16.653Z,2025-04-27T14:53:21Z,,,,,5685457595,53,6lykrd3hzedl7xljr167gow5x,5685457593,41,Injury,5685457795,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807218333,241,43,1,22,42,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-27T14:53:36.015Z,2025-04-27T14:53:38Z,,,,,5685458975,55,240,5685459203,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219155,161,28,1,23,33,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-27T14:54:26.756Z,2025-04-27T14:54:31Z,,,,,5685463859,55,160,5685464263,233,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219215,243,28,1,23,33,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-27T14:54:26.756Z,2025-04-27T14:54:31Z,,,,,5685464231,55,240,5685464251,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219203,162,1,1,23,34,6i936isoyj6d0uuxdj537uc97,1,37.6,100.0,2025-04-27T14:54:27.860Z,2025-04-27T14:54:30Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5685464139,56,Back,5685464189,189,,5685464143,141,58.5,5685464145,212,29.7,5685464147,213,4.51,5685464141,140,32.0,5685464149,1,,5685464137,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219239,163,1,1,23,37,6i936isoyj6d0uuxdj537uc97,1,31.6,53.4,2025-04-27T14:54:31.124Z,2025-04-27T14:54:32Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5685464377,212,13.8,5685464375,141,73.6,5685464371,56,Back,5685464373,140,32.9,5685464379,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219225,244,43,1,23,38,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-27T14:54:31.678Z,2025-04-27T14:54:39Z,,,,,5685465047,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219295,164,1,1,23,39,6i936isoyj6d0uuxdj537uc97,1,33.0,76.0,2025-04-27T14:54:32.613Z,2025-04-27T14:54:36Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5685464719,56,Back,5685464729,213,0.91,5685464725,141,88.4,5685464727,212,10.7,5685464723,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219321,165,1,1,23,42,6i936isoyj6d0uuxdj537uc97,1,39.4,81.1,2025-04-27T14:54:36.236Z,2025-04-27T14:54:37Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5685464841,140,32.1,5685464847,213,3.84,5685464845,212,10.0,5685464843,141,71.7,5685464837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219349,166,1,1,23,44,6i936isoyj6d0uuxdj537uc97,1,31.3,69.1,2025-04-27T14:54:37.805Z,2025-04-27T14:54:39Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5685465001,213,4.67,5685464999,212,18.5,5685464997,141,41.9,5685464995,140,30.6,5685464993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219439,167,1,1,23,45,6i936isoyj6d0uuxdj537uc97,1,31.0,39.4,2025-04-27T14:54:38.957Z,2025-04-27T14:54:44Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5685465489,140,37.1,5685465487,56,Back,5685465493,212,23.1,5685465491,141,6.8,5685465495,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219505,169,1,1,23,51,6i936isoyj6d0uuxdj537uc97,1,34.8,14.4,2025-04-27T14:54:45.053Z,2025-04-27T14:54:46Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5685465813,213,2.56,5685465805,140,7.9,5685465807,141,41.9,5685465811,212,33.9,5685465815,1,,5685465803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219697,170,1,1,23,53,6i936isoyj6d0uuxdj537uc97,1,7.9,43.4,2025-04-27T14:54:46.741Z,2025-04-27T14:54:55Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5685466647,56,Back,5685466649,140,13.3,5685466653,212,27.9,5685466651,141,83.5,5685466655,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219791,171,1,1,24,2,6i936isoyj6d0uuxdj537uc97,1,24.0,59.7,2025-04-27T14:54:55.541Z,2025-04-27T14:55:01Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5685467237,56,Back,5685467239,140,41.1,5685467241,141,31.8,5685467245,213,5.47,5685467243,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807219971,172,2,1,24,7,6i936isoyj6d0uuxdj537uc97,1,61.1,17.8,2025-04-27T14:55:00.940Z,2025-04-27T14:55:11Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5685468219,140,81.9,5685468221,141,30.3,5685468215,7,atxo9oz3czimyk1t4xigfrkrt,5685468217,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220177,247,1,1,24,28,4jg5vd59i24chckyua90dr1lg,1,19.3,68.7,2025-04-27T14:55:21.821Z,2025-04-27T15:12:38Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5685469341,141,66.0,5685469345,213,6.15,5685469343,212,13.8,5685469339,140,32.3,5685469333,5,,5685469335,241,,5685469337,56,Back,5685469357,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220219,248,1,1,24,35,4jg5vd59i24chckyua90dr1lg,1,32.4,66.0,2025-04-27T14:55:28.333Z,2025-04-27T15:12:49Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5685469529,213,3.75,5685469523,140,19.7,5685469525,141,52.2,5685469527,212,16.3,5685469521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220231,249,1,1,24,37,4jg5vd59i24chckyua90dr1lg,0,18.4,42.5,2025-04-27T14:55:30.989Z,2025-04-27T14:55:31Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5685469577,213,4.87,5685469575,212,30.0,5685469571,140,23.0,5685469573,141,0.0,5685469569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220271,173,5,1,24,37,6i936isoyj6d0uuxdj537uc97,1,77.6,101.2,2025-04-27T14:55:31.172Z,2025-04-27T14:55:37Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5685469775,56,Left,5685469777,347,,5685469795,233,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220237,250,5,1,24,37,4jg5vd59i24chckyua90dr1lg,0,22.4,-1.2,2025-04-27T14:55:31.172Z,2025-04-27T15:27:42Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5685469625,56,Back,5685469629,347,,5685469801,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220737,174,1,1,25,9,6i936isoyj6d0uuxdj537uc97,1,80.6,100.0,2025-04-27T14:56:03.205Z,2025-04-27T14:56:08Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5685472641,212,36.3,5685472645,1,,5685472643,213,5.00,5685472639,141,50.1,5685472633,107,,5685472635,56,Center,5685472637,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220745,175,1,1,25,15,6i936isoyj6d0uuxdj537uc97,1,90.4,50.1,2025-04-27T14:56:08.405Z,2025-04-27T15:13:50Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5685472675,3,,5685472677,168,,5685472679,56,Center,5685472683,141,41.0,5685472681,140,92.1,5685472687,213,4.99,5685472685,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236515,329,61,1,25,16,6i936isoyj6d0uuxdj537uc97,0,90.2,57.9,2025-04-27T14:56:09.573Z,2025-04-27T15:13:56Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5685560941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220753,251,61,1,25,16,4jg5vd59i24chckyua90dr1lg,1,9.6,39.2,2025-04-27T14:56:10.158Z,2025-04-27T15:14:08Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5685472727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220797,176,15,1,25,18,6i936isoyj6d0uuxdj537uc97,1,88.7,57.7,2025-04-27T14:56:12.314Z,2025-04-27T15:14:41Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5685565109,17,,5685475101,160,,5685475115,146,91.1,5685475111,103,19,5685475149,233,252,5685475109,102,52.9,5685475119,230,98.2,5685472949,56,Center,5685565111,76,,5685475121,231,5685475113,458,,5685475117,147,5685474713,20,51.8,56.7,,5685474717,82,,,,,,,,,,,,,,,,,
2807220783,252,10,1,25,19,4jg5vd59i24chckyua90dr1lg,1,7.2,42.8,2025-04-27T14:56:12.414Z,2025-04-27T15:14:49Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5685472853,94,,5685475171,233,176,5685472855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220829,253,12,1,25,21,4jg5vd59i24chckyua90dr1lg,1,10.2,51.5,2025-04-27T14:56:14.526Z,2025-04-27T15:15:00Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5685473089,212,48.6,5685473085,141,43.0,5685473081,140,56.2,5685473091,213,6.16,5685473079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220991,177,1,1,25,26,6i936isoyj6d0uuxdj537uc97,1,36.9,52.1,2025-04-27T14:56:19.615Z,2025-04-27T15:16:19Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685473889,56,Left,5685473899,1,,5685473893,141,85.9,5685473887,157,,5685473891,140,98.6,5685473895,212,68.7,5685473897,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239327,345,61,1,25,27,6i936isoyj6d0uuxdj537uc97,0,98.6,87.5,2025-04-27T14:56:21.028Z,2025-04-27T15:16:58Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5685576043,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807221905,182,5,1,25,28,6i936isoyj6d0uuxdj537uc97,0,101.6,73.6,2025-04-27T14:56:21.541Z,2025-04-27T16:43:04Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685487539,233,254,5686070901,346,,5685478893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807220987,254,5,1,25,28,4jg5vd59i24chckyua90dr1lg,1,-1.6,26.4,2025-04-27T14:56:21.541Z,2025-04-27T16:43:04Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5685487529,233,182,5686070931,346,,5685474049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807221037,178,43,1,25,32,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-27T14:56:25.567Z,2025-04-27T14:57:10Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5685474679,233,254,5685474363,294,0,5685474367,56,Center,5685474359,13,0,5685474369,152,0,5685477459,144,4,5685474371,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807221663,255,1,1,26,17,4jg5vd59i24chckyua90dr1lg,1,5.1,46.2,2025-04-27T14:57:10.708Z,2025-04-27T16:42:54Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5686070093,140,5.1,5686070097,212,9.0,5686070103,237,,5686070095,141,59.5,5686070091,56,Back,5686070089,124,,5686070099,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807221701,256,1,1,26,18,4jg5vd59i24chckyua90dr1lg,1,6.7,62.7,2025-04-27T14:57:11.982Z,2025-04-27T14:57:14Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5685477799,56,Back,5685477807,213,1.15,5685477805,212,25.0,5685477801,140,16.5,5685477803,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807221707,257,3,1,26,21,4jg5vd59i24chckyua90dr1lg,0,17.1,97.0,2025-04-27T14:57:14.767Z,2025-04-27T16:16:40Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685477825,56,Back,5685477827,285,,5685478157,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807221749,179,7,1,26,21,6i936isoyj6d0uuxdj537uc97,1,82.9,3.0,2025-04-27T14:57:14.768Z,2025-04-27T16:16:40Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685478091,56,Right,5685478093,286,,5685478147,233,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807221753,180,61,1,26,25,6i936isoyj6d0uuxdj537uc97,0,81.9,1.9,2025-04-27T14:57:19.172Z,2025-04-27T14:57:19Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685478113,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807221769,181,5,1,26,26,6i936isoyj6d0uuxdj537uc97,0,77.0,-1.4,2025-04-27T14:57:19.815Z,2025-04-27T14:57:23Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685478199,56,Right,5685478201,347,,5685478315,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807221779,258,5,1,26,26,4jg5vd59i24chckyua90dr1lg,1,23.0,101.4,2025-04-27T14:57:19.815Z,2025-04-27T15:27:43Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685478249,56,Back,5685478251,347,,5685478299,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807221917,259,1,1,26,33,4jg5vd59i24chckyua90dr1lg,1,23.3,100.0,2025-04-27T14:57:27.182Z,2025-04-27T14:57:29Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685478965,140,15.0,5685478967,141,87.7,5685478963,56,Back,5685478969,212,12.9,5685478959,107,,5685478971,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807222001,260,1,1,26,36,4jg5vd59i24chckyua90dr1lg,1,12.0,81.5,2025-04-27T14:57:29.710Z,2025-04-27T14:57:35Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5685479427,213,4.15,5685479419,56,Back,5685479425,212,20.0,5685479421,140,1.9,5685479423,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807222063,261,1,1,26,42,4jg5vd59i24chckyua90dr1lg,1,7.7,50.7,2025-04-27T14:57:35.517Z,2025-04-27T14:57:40Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5685479793,213,1.21,5685479785,56,Back,5685479787,140,18.8,5685479795,1,,5685479791,212,32.9,5685479789,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807222109,262,1,1,26,46,4jg5vd59i24chckyua90dr1lg,1,18.8,96.0,2025-04-27T14:57:40.094Z,2025-04-27T14:57:43Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685480071,213,6.08,5685480073,1,,5685480069,212,37.2,5685480063,56,Left,5685480067,141,84.7,5685480061,155,,5685480065,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
