id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId
2810992561,305,1,1,28,48,93ohqui2qgqm8408viwmm1ken,0,63.2,92.7,2025-05-05T17:30:19.089Z,2025-05-05T17:30:49Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706322363,213,5.37,5706322357,140,63.8,5706322353,3,,5706322361,212,1.0,5706322359,141,91.5,5706322355,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992565,238,61,1,28,50,ac8jow4mdkvnsv5s0och4qqm,1,37.3,6.1,2025-05-05T17:30:20.427Z,2025-05-05T17:30:47Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5706322377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992593,239,1,1,28,51,ac8jow4mdkvnsv5s0och4qqm,1,39.2,8.8,2025-05-05T17:30:21.433Z,2025-05-05T17:30:23Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5706322535,141,27.6,5706322539,213,1.73,5706322533,140,37.3,5706322537,212,12.9,5706322531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992609,241,1,1,28,53,ac8jow4mdkvnsv5s0och4qqm,1,36.1,33.7,2025-05-05T17:30:24.010Z,2025-05-05T17:30:24Z,dxjb3lzx9qudbom1zbgyupt78,K. Barslund,,,5706322607,140,20.8,5706322605,56,Back,5706322613,213,3.18,5706322609,141,32.8,5706322611,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992647,242,1,1,28,54,ac8jow4mdkvnsv5s0och4qqm,1,20.8,32.8,2025-05-05T17:30:24.650Z,2025-05-05T17:30:29Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5706322867,213,1.36,5706322861,140,29.0,5706322863,141,91.8,5706322859,56,Back,5706322865,212,41.0,5706322869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992683,243,43,1,29,1,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-05T17:30:31.561Z,2025-05-05T17:30:40Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706323059,286,0,5706323467,144,3,5706323057,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992687,244,3,1,29,3,ac8jow4mdkvnsv5s0och4qqm,1,59.2,76.5,2025-05-05T17:30:34.089Z,2025-05-05T17:33:01Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706325937,286,,5706326299,233,306,5706323083,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992699,306,45,1,29,3,93ohqui2qgqm8408viwmm1ken,0,40.8,23.5,2025-05-05T17:30:34.089Z,2025-05-05T17:33:01Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5706326129,285,,5706323157,56,Back,5706326309,233,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993885,251,1,1,29,4,ac8jow4mdkvnsv5s0och4qqm,0,57.8,86.5,2025-05-05T17:30:34.722Z,2025-05-05T17:32:42Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706330431,233,307,5706330395,212,3.0,5706330393,141,82.8,5706330389,56,Left,5706330391,140,59.4,5706330397,213,5.30,5706330429,236,,5706330435,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992713,307,74,1,29,4,93ohqui2qgqm8408viwmm1ken,1,39.2,23.6,2025-05-05T17:30:34.723Z,2025-05-05T17:32:55Z,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,5706330467,233,251,5706323229,56,Back,5706329307,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993399,328,43,1,29,4,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-05T17:30:34.936Z,2025-05-05T17:32:34Z,duhvdeeqlyxgt2qve8fjgrpat,O. Lewicki,,,5706328893,140,40.7,5706328901,213,2.10,5706328891,56,Back,5706328895,141,18.8,5706328899,212,2.5,5706329901,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992705,245,43,1,29,4,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-05T17:30:35.147Z,2025-05-05T17:31:21Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706323189,233,306,5706323165,56,Center,5706325749,144,7,5706323167,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992749,309,1,1,29,7,93ohqui2qgqm8408viwmm1ken,1,24.0,26.5,2025-05-05T17:30:37.537Z,2025-05-05T17:30:40Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706323453,141,40.3,5706323449,56,Back,5706323457,213,2.61,5706323451,140,8.8,5706323455,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992833,310,1,1,29,16,93ohqui2qgqm8408viwmm1ken,1,9.1,42.8,2025-05-05T17:30:46.561Z,2025-05-05T17:30:50Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5706323995,212,13.1,5706323989,56,Back,5706323997,213,4.80,5706323991,140,10.2,5706323993,141,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992863,311,1,1,29,20,93ohqui2qgqm8408viwmm1ken,1,12.7,32.4,2025-05-05T17:30:50.257Z,2025-05-05T17:30:55Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706324185,56,Back,5706324189,141,75.1,5706324191,212,30.2,5706324193,213,1.29,5706324187,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992889,312,1,1,29,25,93ohqui2qgqm8408viwmm1ken,1,26.5,83.5,2025-05-05T17:30:55.329Z,2025-05-05T17:30:58Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5706324327,212,12.3,5706324321,56,Back,5706324325,141,88.6,5706324323,140,37.7,5706324329,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992905,313,1,1,29,27,93ohqui2qgqm8408viwmm1ken,1,40.0,88.7,2025-05-05T17:30:57.872Z,2025-05-05T17:30:59Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706324419,141,75.9,5706324415,56,Back,5706324423,213,4.43,5706324417,140,37.6,5706324421,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810992967,314,1,1,29,28,93ohqui2qgqm8408viwmm1ken,1,37.6,75.9,2025-05-05T17:30:58.937Z,2025-05-05T17:31:05Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5706324733,56,Center,5706324741,213,6.25,5706324737,141,75.1,5706324739,212,16.9,5706324735,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993003,315,1,1,29,35,93ohqui2qgqm8408viwmm1ken,1,56.0,88.1,2025-05-05T17:31:05.505Z,2025-05-05T17:31:08Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5706324935,141,93.9,5706324939,213,0.30,5706324937,212,13.4,5706324931,56,Left,5706324933,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993047,316,1,1,29,37,93ohqui2qgqm8408viwmm1ken,1,70.5,94.5,2025-05-05T17:31:08.193Z,2025-05-05T17:31:12Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706325211,213,6.12,5706325209,212,22.6,5706325205,140,91.7,5706325207,141,89.1,5706325203,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993057,317,1,1,29,42,93ohqui2qgqm8408viwmm1ken,0,97.5,76.3,2025-05-05T17:31:12.817Z,2025-05-05T17:31:13Z,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,5706325261,212,2.4,5706325259,141,73.9,5706325255,56,Center,5706325257,140,95.8,5706325263,213,3.88,5706325289,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993049,246,61,1,29,42,ac8jow4mdkvnsv5s0och4qqm,1,7.0,32.5,2025-05-05T17:31:12.825Z,2025-05-05T17:31:13Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5706325217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993321,247,12,1,29,44,ac8jow4mdkvnsv5s0och4qqm,1,5.0,46.3,2025-05-05T17:31:14.426Z,2025-05-05T17:31:37Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5706326663,141,26.5,5706326657,56,Back,5706326665,212,29.0,5706326661,140,29.5,5706326667,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993121,318,1,1,29,46,93ohqui2qgqm8408viwmm1ken,1,74.0,73.2,2025-05-05T17:31:16.305Z,2025-05-05T17:31:18Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706325573,213,3.69,5706325567,140,66.4,5706325565,56,Center,5706325569,141,66.0,5706325571,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993151,319,1,1,29,47,93ohqui2qgqm8408viwmm1ken,1,66.2,64.9,2025-05-05T17:31:18.033Z,2025-05-05T17:31:21Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5706325725,140,63.9,5706325729,212,16.9,5706325723,56,Center,5706325731,213,4.57,5706325727,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993203,320,1,1,29,50,93ohqui2qgqm8408viwmm1ken,1,63.9,35.8,2025-05-05T17:31:20.944Z,2025-05-05T17:31:25Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706325993,140,76.9,5706325997,212,22.9,5706325991,56,Right,5706325995,141,8.8,5706325999,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993213,321,1,1,29,55,93ohqui2qgqm8408viwmm1ken,1,75.5,9.2,2025-05-05T17:31:25.840Z,2025-05-05T17:31:27Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5706326067,212,9.9,5706326061,56,Right,5706326063,140,66.1,5706326069,213,3.22,5706326065,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993245,322,1,1,29,56,93ohqui2qgqm8408viwmm1ken,1,66.1,8.0,2025-05-05T17:31:27.201Z,2025-05-05T17:31:30Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706326261,141,27.7,5706326263,212,13.4,5706326257,56,Center,5706326259,140,66.4,5706326265,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993285,323,1,1,29,59,93ohqui2qgqm8408viwmm1ken,1,66.5,28.3,2025-05-05T17:31:30.160Z,2025-05-05T17:31:34Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5706326461,213,5.10,5706326453,56,Right,5706326457,141,10.4,5706326459,212,13.1,5706326455,140,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993309,324,1,1,30,3,93ohqui2qgqm8408viwmm1ken,0,73.7,11.6,2025-05-05T17:31:33.937Z,2025-05-05T17:31:35Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706326619,213,1.17,5706326613,140,76.0,5706326615,141,20.0,5706326617,212,6.2,5706326611,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993323,248,61,1,30,5,ac8jow4mdkvnsv5s0och4qqm,0,25.5,72.4,2025-05-05T17:31:35.986Z,2025-05-05T17:32:02Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706326669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993337,325,1,1,30,6,93ohqui2qgqm8408viwmm1ken,1,74.5,20.4,2025-05-05T17:31:36.657Z,2025-05-05T17:31:39Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5706326795,141,9.7,5706326799,213,5.32,5706326793,140,79.3,5706326791,56,Right,5706326797,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993391,326,1,1,30,8,93ohqui2qgqm8408viwmm1ken,0,89.9,14.9,2025-05-05T17:31:39.091Z,2025-05-05T17:31:58Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5706327275,345,,5706327061,1,,5706327053,140,90.7,5706327049,155,,5706327051,56,Left,5706327057,212,58.2,5706327059,213,1.56,5706327055,141,100.0,5706327047,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993575,249,5,1,30,14,ac8jow4mdkvnsv5s0och4qqm,1,9.8,-1.0,2025-05-05T17:31:45.248Z,2025-05-05T17:32:06Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706328089,56,Back,5706328091,347,,5706328113,233,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993393,327,5,1,30,14,93ohqui2qgqm8408viwmm1ken,0,90.2,101.0,2025-05-05T17:31:45.248Z,2025-05-05T17:32:07Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5706327065,347,,5706328119,233,249,5706327063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993725,250,27,1,30,40,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-05T17:32:11.171Z,2025-05-05T17:32:18Z,,,,,5706328955,41,Injury,5706328989,233,329,5706328957,53,aqjwz3wm0it916o2vb5tz9vxl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810993693,329,27,1,30,40,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-05T17:32:11.171Z,2025-05-05T17:32:25Z,,,,,5706328959,233,250,5706329411,41,Injury,5706329413,53,dvi2tleym136aqpvwfi4lustm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994421,252,28,1,31,53,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-05T17:33:23.650Z,2025-05-05T17:33:25Z,,,,,5706332855,55,250,5706332915,233,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994415,330,28,1,31,53,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-05T17:33:23.650Z,2025-05-05T17:33:24Z,,,,,5706332889,233,252,5706332833,55,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994735,253,1,1,32,20,ac8jow4mdkvnsv5s0och4qqm,1,11.8,0.0,2025-05-05T17:33:50.826Z,2025-05-05T17:33:52Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5706334685,107,,5706334691,141,10.1,5706334689,140,10.5,5706334693,212,8.3,5706334695,213,1.74,5706334687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994743,254,1,1,32,22,ac8jow4mdkvnsv5s0och4qqm,0,9.1,6.8,2025-05-05T17:33:52.282Z,2025-05-05T17:33:53Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5706334719,213,5.91,5706334713,140,14.3,5706334715,141,3.7,5706334717,212,5.9,5706334711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994745,331,8,1,32,23,93ohqui2qgqm8408viwmm1ken,1,87.6,92.4,2025-05-05T17:33:54.002Z,2025-05-05T17:33:54Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5706334723,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994755,333,1,1,32,25,93ohqui2qgqm8408viwmm1ken,0,92.9,93.2,2025-05-05T17:33:55.923Z,2025-05-05T17:33:57Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5706334777,140,92.8,5706334771,2,,5706334783,213,4.67,5706334779,141,89.1,5706334781,212,2.8,5706334775,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994757,255,61,1,32,26,ac8jow4mdkvnsv5s0och4qqm,0,10.3,20.6,2025-05-05T17:33:56.417Z,2025-05-05T17:34:38Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5706334787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994789,334,1,1,32,28,93ohqui2qgqm8408viwmm1ken,0,94.1,71.4,2025-05-05T17:33:58.562Z,2025-05-05T17:34:46Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5706334991,286,,5706335053,195,,5706334985,236,,5706334955,140,91.9,5706334959,212,3.0,5706334957,141,68.5,5706334987,233,256,5706334961,213,3.85,5706334953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994779,256,74,1,32,28,ac8jow4mdkvnsv5s0och4qqm,1,8.4,28.2,2025-05-05T17:33:58.563Z,2025-05-05T17:34:37Z,dxjb3lzx9qudbom1zbgyupt78,K. Barslund,,,5706334915,285,,5706334913,56,Back,5706335011,233,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994833,257,12,1,32,30,ac8jow4mdkvnsv5s0och4qqm,1,12.1,24.7,2025-05-05T17:34:00.666Z,2025-05-05T17:34:03Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5706335201,140,32.9,5706335207,213,0.17,5706335199,56,Back,5706335205,212,22.1,5706335203,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994835,258,61,1,32,32,ac8jow4mdkvnsv5s0och4qqm,0,32.9,30.1,2025-05-05T17:34:02.922Z,2025-05-05T17:34:03Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5706335215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994903,335,61,1,32,36,93ohqui2qgqm8408viwmm1ken,0,70.4,41.6,2025-05-05T17:34:07.010Z,2025-05-05T17:35:16Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5706335631,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994911,259,3,1,32,37,ac8jow4mdkvnsv5s0och4qqm,0,29.5,78.3,2025-05-05T17:34:07.937Z,2025-05-05T18:59:27Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706335687,285,,5706335885,233,336,5706335685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994937,336,7,1,32,37,93ohqui2qgqm8408viwmm1ken,1,70.5,21.7,2025-05-05T17:34:07.938Z,2025-05-05T18:59:27Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5706335869,233,259,5706335831,286,,5706335829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994965,260,83,1,32,41,ac8jow4mdkvnsv5s0och4qqm,0,14.7,90.8,2025-05-05T17:34:12.098Z,2025-05-05T17:34:53Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5706338301,399,7si8brq1p8o6fvw93hq9v9bmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994963,337,3,1,32,42,93ohqui2qgqm8408viwmm1ken,0,77.5,13.2,2025-05-05T17:34:12.513Z,2025-05-05T17:34:13Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5706335979,286,,5706336009,211,,5706335977,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810994983,261,1,1,32,44,ac8jow4mdkvnsv5s0och4qqm,1,11.6,90.8,2025-05-05T17:34:14.442Z,2025-05-05T17:34:15Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706336101,213,0.55,5706336097,212,6.0,5706336089,140,16.5,5706336085,56,Back,5706336093,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995011,263,1,1,32,45,ac8jow4mdkvnsv5s0och4qqm,1,16.6,95.7,2025-05-05T17:34:15.754Z,2025-05-05T17:34:18Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5706336267,141,84.5,5706336263,56,Back,5706336265,140,14.6,5706336269,212,7.9,5706336271,213,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995017,264,4,1,32,47,ac8jow4mdkvnsv5s0och4qqm,1,17.8,86.2,2025-05-05T17:34:18.074Z,2025-05-05T17:38:11Z,dxjb3lzx9qudbom1zbgyupt78,K. Barslund,,,5706336321,56,Back,5706336327,285,,5706336323,152,,5706336319,13,,5706336351,233,338,5706336325,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995023,338,4,1,32,47,93ohqui2qgqm8408viwmm1ken,0,82.2,13.8,2025-05-05T17:34:18.075Z,2025-05-05T17:38:11Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5706336385,233,264,5706336331,13,,5706336337,265,,5706336335,152,,5706336339,286,,5706336333,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995253,265,1,1,33,9,ac8jow4mdkvnsv5s0och4qqm,1,15.9,83.0,2025-05-05T17:34:39.706Z,2025-05-05T17:34:42Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5706337625,56,Back,5706337629,141,70.0,5706337623,152,,5706337633,213,5.55,5706337631,212,13.2,5706337621,5,,5706337627,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995271,266,1,1,33,11,ac8jow4mdkvnsv5s0och4qqm,1,23.8,65.5,2025-05-05T17:34:42.121Z,2025-05-05T17:35:38Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5706337745,212,13.8,5706337739,56,Back,5706337743,141,83.6,5706337741,140,17.8,5706337747,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995295,267,1,1,33,14,ac8jow4mdkvnsv5s0och4qqm,0,18.4,85.4,2025-05-05T17:34:44.906Z,2025-05-05T17:34:45Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5706337859,140,32.4,5706337861,141,100.0,5706337865,213,0.64,5706337857,56,Back,5706337863,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995301,268,5,1,33,15,ac8jow4mdkvnsv5s0och4qqm,0,34.0,101.6,2025-05-05T17:34:45.397Z,2025-05-05T17:34:51Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5706337891,56,Back,5706338113,233,339,5706337893,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995349,339,5,1,33,15,93ohqui2qgqm8408viwmm1ken,1,66.0,-1.6,2025-05-05T17:34:45.397Z,2025-05-05T17:35:41Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5706338107,233,268,5706338083,56,Right,5706338085,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995439,340,1,1,33,28,93ohqui2qgqm8408viwmm1ken,0,61.4,0.0,2025-05-05T17:34:58.418Z,2025-05-05T17:35:00Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5706338671,141,25.5,5706338669,140,71.5,5706338677,1,,5706338665,107,,5706338673,212,21.5,5706338667,56,Center,5706338675,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995459,269,1,1,33,30,ac8jow4mdkvnsv5s0och4qqm,1,26.6,67.5,2025-05-05T17:35:00.794Z,2025-05-05T17:35:02Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5706338791,3,,5706338797,141,62.1,5706338795,140,41.6,5706338801,213,6.05,5706338799,212,16.2,5706338793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995475,270,1,1,33,32,ac8jow4mdkvnsv5s0och4qqm,1,41.6,62.1,2025-05-05T17:35:02.745Z,2025-05-05T17:35:04Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5706338905,212,13.0,5706338899,56,Center,5706338903,141,70.8,5706338901,140,52.6,5706338907,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995485,341,83,1,33,34,93ohqui2qgqm8408viwmm1ken,0,48.1,23.1,2025-05-05T17:35:05.124Z,2025-05-05T17:35:06Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5706339023,399,9niqy9wbsy6b03fa5iyx22gic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995499,272,1,1,33,35,ac8jow4mdkvnsv5s0och4qqm,0,56.3,67.6,2025-05-05T17:35:06.122Z,2025-05-05T17:35:08Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5706339007,56,Center,5706339153,1,,5706339015,213,5.51,5706339011,141,34.6,5706339013,212,32.1,5706339009,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995549,343,1,1,33,39,93ohqui2qgqm8408viwmm1ken,1,23.9,66.9,2025-05-05T17:35:09.939Z,2025-05-05T17:35:12Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706339341,56,Back,5706339347,212,20.9,5706339343,140,4.9,5706339349,213,3.45,5706339345,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810995565,344,1,1,33,41,93ohqui2qgqm8408viwmm1ken,1,4.3,56.0,2025-05-05T17:35:12.130Z,2025-05-05T17:35:14Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5706339455,213,5.00,5706339447,56,Back,5706339453,212,20.5,5706339449,140,9.8,5706339451,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
