id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2807013899,101,1,1,7,53,2nnlsjfbcea40t4jeclcbw9lk,1,27.5,84.4,2025-04-27T12:12:14.286Z,2025-04-27T12:12:16Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5684354519,140,28.0,5684354527,212,11.0,5684354523,141,68.2,5684354517,56,Back,5684354531,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014051,102,1,1,7,55,2nnlsjfbcea40t4jeclcbw9lk,1,28.9,66.4,2025-04-27T12:12:15.870Z,2025-04-27T12:12:22Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5684355305,56,Back,5684355307,140,35.6,5684355313,212,10.4,5684355311,141,55.2,5684355317,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014109,103,1,1,8,1,2nnlsjfbcea40t4jeclcbw9lk,0,39.8,23.9,2025-04-27T12:12:22.366Z,2025-04-27T12:12:25Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684355645,141,35.8,5684355635,155,,5684355659,1,,5684355653,213,0.17,5684355649,212,48.9,5684355639,56,Center,5684355643,140,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014277,67,1,1,8,8,9zqn9ugvg64it0lr5z8cq4g9v,1,9.5,62.6,2025-04-27T12:12:29.279Z,2025-04-27T12:12:33Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5684356525,140,14.3,5684356527,141,37.1,5684356523,56,Back,5684356531,213,5.00,5684356529,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014345,68,1,1,8,12,9zqn9ugvg64it0lr5z8cq4g9v,0,17.8,31.0,2025-04-27T12:12:32.880Z,2025-04-27T12:12:36Z,17jltcnnaha4707duh52hirit,M. Lode,,,5684356899,140,65.3,5684356905,212,54.7,5684356895,56,Right,5684356909,1,,5684356893,157,,5684356907,213,5.86,5684356901,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014349,69,5,1,8,15,9zqn9ugvg64it0lr5z8cq4g9v,0,65.7,-1.5,2025-04-27T12:12:36.366Z,2025-04-27T13:04:43Z,17jltcnnaha4707duh52hirit,M. Lode,,,5684356927,347,,5684356925,56,Right,5684357539,233,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014459,104,5,1,8,15,2nnlsjfbcea40t4jeclcbw9lk,1,34.3,101.5,2025-04-27T12:12:36.366Z,2025-04-27T13:04:43Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684357515,233,69,5684357481,347,,5684357479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014609,105,1,1,8,21,2nnlsjfbcea40t4jeclcbw9lk,1,33.4,100.0,2025-04-27T12:12:42.125Z,2025-04-27T12:12:50Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5684358369,212,9.4,5684358371,213,4.04,5684358365,140,27.8,5684358361,107,,5684358363,56,Back,5684358367,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014643,106,1,1,8,29,2nnlsjfbcea40t4jeclcbw9lk,1,29.9,82.4,2025-04-27T12:12:50.574Z,2025-04-27T12:12:52Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5684358535,56,Back,5684358539,141,70.9,5684358541,212,8.8,5684358543,213,4.23,5684358537,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014699,107,1,1,8,31,2nnlsjfbcea40t4jeclcbw9lk,1,26.2,69.3,2025-04-27T12:12:52.606Z,2025-04-27T12:12:57Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5684358869,212,22.2,5684358871,213,4.71,5684358861,140,26.2,5684358865,141,36.6,5684358859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014783,108,1,1,8,36,2nnlsjfbcea40t4jeclcbw9lk,1,36.6,26.2,2025-04-27T12:12:57.021Z,2025-04-27T12:13:01Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5684359299,56,Back,5684359307,213,2.29,5684359305,212,7.3,5684359301,140,32.0,5684359303,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014821,109,1,1,8,40,2nnlsjfbcea40t4jeclcbw9lk,1,30.3,39.4,2025-04-27T12:13:01.181Z,2025-04-27T12:13:03Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5684359503,141,31.2,5684359499,56,Back,5684359501,140,34.2,5684359505,212,6.9,5684359507,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014847,110,1,1,8,42,2nnlsjfbcea40t4jeclcbw9lk,0,33.9,30.0,2025-04-27T12:13:03.486Z,2025-04-27T12:13:05Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684359689,141,45.7,5684359693,212,17.2,5684359685,56,Back,5684359687,140,46.7,5684359695,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014857,70,8,1,8,44,9zqn9ugvg64it0lr5z8cq4g9v,1,53.1,50.6,2025-04-27T12:13:05.535Z,2025-04-27T12:13:05Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5684359723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014891,71,61,1,8,46,9zqn9ugvg64it0lr5z8cq4g9v,0,54.0,50.1,2025-04-27T12:13:07.648Z,2025-04-27T12:13:07Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5684359873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014911,111,1,1,8,47,2nnlsjfbcea40t4jeclcbw9lk,1,46.3,44.8,2025-04-27T12:13:07.838Z,2025-04-27T12:13:08Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5684359971,212,2.5,5684359973,213,2.38,5684359963,140,44.6,5684359959,56,Back,5684359967,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014939,112,1,1,8,47,2nnlsjfbcea40t4jeclcbw9lk,1,44.6,47.3,2025-04-27T12:13:08.334Z,2025-04-27T12:13:09Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684360117,140,41.6,5684360119,141,30.3,5684360123,213,4.45,5684360121,212,12.0,5684360115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014953,113,1,1,8,48,2nnlsjfbcea40t4jeclcbw9lk,0,41.6,29.4,2025-04-27T12:13:09.597Z,2025-04-27T12:13:10Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684360167,56,Center,5684360175,212,20.3,5684360177,213,6.13,5684360173,141,24.9,5684360171,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807014961,72,1,1,8,49,9zqn9ugvg64it0lr5z8cq4g9v,1,32.8,65.4,2025-04-27T12:13:10.464Z,2025-04-27T12:55:09Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5684360213,212,18.2,5684360211,141,82.2,5684360207,56,Back,5684360209,140,46.3,5684360215,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015015,74,1,1,8,52,9zqn9ugvg64it0lr5z8cq4g9v,0,43.1,90.0,2025-04-27T12:13:12.895Z,2025-04-27T12:13:13Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5684360491,212,5.6,5684360489,141,83.6,5684360493,213,5.38,5684360485,56,Back,5684360487,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015027,114,8,1,8,53,2nnlsjfbcea40t4jeclcbw9lk,1,57.0,24.9,2025-04-27T12:13:14.173Z,2025-04-27T12:13:14Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5684360569,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015119,116,1,1,8,54,2nnlsjfbcea40t4jeclcbw9lk,1,43.4,19.2,2025-04-27T12:13:15.726Z,2025-04-27T12:13:17Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5684361051,213,2.76,5684361045,140,38.5,5684361047,141,22.2,5684361043,56,Back,5684361049,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015143,117,1,1,8,56,2nnlsjfbcea40t4jeclcbw9lk,1,35.4,21.0,2025-04-27T12:13:17.229Z,2025-04-27T12:13:18Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684361173,212,8.8,5684361169,140,28.4,5684361171,141,28.0,5684361175,213,2.57,5684361167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015259,118,1,1,8,57,2nnlsjfbcea40t4jeclcbw9lk,1,27.7,30.3,2025-04-27T12:13:18.350Z,2025-04-27T12:13:23Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5684361763,56,Back,5684361773,213,1.69,5684361769,141,53.4,5684361771,212,15.8,5684361767,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015323,119,1,1,9,2,2nnlsjfbcea40t4jeclcbw9lk,1,30.2,49.9,2025-04-27T12:13:23.774Z,2025-04-27T12:13:26Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5684362067,213,4.83,5684362065,212,12.6,5684362059,56,Back,5684362061,140,31.6,5684362063,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015377,120,1,1,9,5,2nnlsjfbcea40t4jeclcbw9lk,1,31.0,30.1,2025-04-27T12:13:25.998Z,2025-04-27T12:13:28Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684362331,56,Back,5684362333,140,29.1,5684362337,212,15.5,5684362339,213,1.70,5684362335,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015421,121,1,1,9,7,2nnlsjfbcea40t4jeclcbw9lk,1,30.5,53.6,2025-04-27T12:13:28.334Z,2025-04-27T12:13:30Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5684362583,212,12.6,5684362581,141,35.4,5684362579,140,32.7,5684362577,56,Back,5684362585,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015439,122,1,1,9,9,2nnlsjfbcea40t4jeclcbw9lk,1,33.2,34.6,2025-04-27T12:13:30.414Z,2025-04-27T12:13:31Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684362687,141,34.3,5684362685,140,36.1,5684362689,212,3.1,5684362691,213,6.22,5684362683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015567,123,1,1,9,10,2nnlsjfbcea40t4jeclcbw9lk,0,37.9,26.8,2025-04-27T12:13:31.422Z,2025-04-27T12:13:39Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684363299,140,44.6,5684363305,213,5.06,5684363303,212,20.6,5684363297,56,Back,5684363301,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015583,75,5,1,9,14,9zqn9ugvg64it0lr5z8cq4g9v,1,53.6,101.6,2025-04-27T12:13:35.630Z,2025-04-27T13:04:43Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5684363373,56,Left,5684363395,233,124,5684363375,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015575,124,5,1,9,14,2nnlsjfbcea40t4jeclcbw9lk,0,46.4,-1.6,2025-04-27T12:13:35.630Z,2025-04-27T12:13:39Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5684363335,56,Back,5684363427,233,75,5684363339,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015705,76,1,1,9,18,9zqn9ugvg64it0lr5z8cq4g9v,1,46.5,100.0,2025-04-27T12:13:39.264Z,2025-04-27T12:13:42Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5684363965,213,4.62,5684363951,107,,5684363953,56,Back,5684363957,141,95.0,5684363955,140,46.1,5684363961,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015753,77,1,1,9,21,9zqn9ugvg64it0lr5z8cq4g9v,1,40.5,96.6,2025-04-27T12:13:42.240Z,2025-04-27T12:13:44Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5684364239,213,3.18,5684364235,141,95.4,5684364231,56,Back,5684364233,140,22.4,5684364237,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015897,78,1,1,9,23,9zqn9ugvg64it0lr5z8cq4g9v,1,23.3,94.1,2025-04-27T12:13:43.968Z,2025-04-27T12:13:50Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5684364921,140,7.5,5684364923,141,54.9,5684364927,213,4.16,5684364925,212,31.4,5684364919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807015981,79,1,1,9,29,9zqn9ugvg64it0lr5z8cq4g9v,1,9.0,55.5,2025-04-27T12:13:49.855Z,2025-04-27T12:13:53Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5684365335,141,6.1,5684365327,56,Back,5684365353,1,,5684365339,212,46.7,5684365323,155,,5684365345,213,5.48,5684365331,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016007,80,1,1,9,32,9zqn9ugvg64it0lr5z8cq4g9v,1,37.7,6.8,2025-04-27T12:13:53.119Z,2025-04-27T12:13:54Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5684365483,140,25.5,5684365481,56,Back,5684365489,213,2.98,5684365485,141,9.8,5684365487,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016071,81,1,1,9,33,9zqn9ugvg64it0lr5z8cq4g9v,0,34.5,8.8,2025-04-27T12:13:54.192Z,2025-04-27T12:14:00Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5684365799,213,0.24,5684365793,140,70.4,5684365791,56,Center,5684365795,141,22.3,5684365797,212,38.8,5684365801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016267,126,1,1,9,36,2nnlsjfbcea40t4jeclcbw9lk,1,26.0,80.6,2025-04-27T12:13:57.693Z,2025-04-27T12:14:06Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5684366789,140,29.3,5684366807,213,1.00,5684366783,56,Back,5684366803,212,6.4,5684366797,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016361,127,1,1,9,45,2nnlsjfbcea40t4jeclcbw9lk,1,37.4,91.1,2025-04-27T12:14:06.014Z,2025-04-27T12:14:09Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5684367253,212,18.8,5684367251,141,94.4,5684367245,56,Left,5684367255,213,0.12,5684367249,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016409,128,1,1,9,48,2nnlsjfbcea40t4jeclcbw9lk,1,55.4,93.8,2025-04-27T12:14:09.278Z,2025-04-27T12:14:11Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5684367475,141,84.2,5684367479,213,3.46,5684367477,212,20.9,5684367471,56,Back,5684367473,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016363,82,83,1,9,48,9zqn9ugvg64it0lr5z8cq4g9v,0,40.1,17.0,2025-04-27T12:14:09.647Z,2025-04-27T12:14:14Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5684367705,399,7eo3ceto09y3x4j4gh9m91kvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016455,129,1,1,9,50,2nnlsjfbcea40t4jeclcbw9lk,1,36.5,82.7,2025-04-27T12:14:11.534Z,2025-04-27T12:14:13Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5684367691,141,40.1,5684367689,140,30.8,5684367693,212,29.6,5684367695,213,4.51,5684367687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016557,130,1,1,9,57,2nnlsjfbcea40t4jeclcbw9lk,1,33.0,45.1,2025-04-27T12:14:17.934Z,2025-04-27T12:14:20Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5684368221,56,Back,5684368223,140,45.9,5684368227,141,53.3,5684368229,212,14.6,5684368231,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016629,131,1,1,9,59,2nnlsjfbcea40t4jeclcbw9lk,1,45.6,49.6,2025-04-27T12:14:19.870Z,2025-04-27T12:14:22Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684368537,212,14.7,5684368531,141,57.3,5684368519,56,Back,5684368527,140,32.5,5684368541,213,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016693,132,1,1,10,1,2nnlsjfbcea40t4jeclcbw9lk,1,30.0,54.8,2025-04-27T12:14:22.686Z,2025-04-27T12:14:25Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5684368827,212,8.8,5684368821,56,Back,5684368823,140,31.1,5684368825,141,67.6,5684368829,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016733,133,1,1,10,4,2nnlsjfbcea40t4jeclcbw9lk,1,29.6,63.7,2025-04-27T12:14:25.262Z,2025-04-27T12:14:27Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5684369005,141,47.3,5684369007,212,12.2,5684369009,213,5.14,5684369003,140,34.4,5684369001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016761,134,1,1,10,6,2nnlsjfbcea40t4jeclcbw9lk,0,35.7,47.3,2025-04-27T12:14:27.117Z,2025-04-27T12:14:28Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684369183,213,6.07,5684369179,141,43.6,5684369181,212,11.9,5684369177,140,46.8,5684369175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016791,83,8,1,10,8,9zqn9ugvg64it0lr5z8cq4g9v,1,61.3,66.6,2025-04-27T12:14:29.696Z,2025-04-27T12:14:29Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5684369311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016807,84,1,1,10,9,9zqn9ugvg64it0lr5z8cq4g9v,1,57.3,57.0,2025-04-27T12:14:30.756Z,2025-04-27T12:55:22Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5684369407,140,35.0,5684369413,213,3.72,5684369411,212,27.9,5684369405,56,Back,5684369409,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016875,86,1,1,10,11,9zqn9ugvg64it0lr5z8cq4g9v,0,33.4,44.6,2025-04-27T12:14:32.031Z,2025-04-27T12:14:33Z,17jltcnnaha4707duh52hirit,M. Lode,,,5684369711,213,5.94,5684369713,1,,5684369707,141,24.1,5684369705,140,70.9,5684369703,56,Center,5684369709,212,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016895,135,43,1,10,14,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-27T12:14:34.893Z,2025-04-27T12:14:39Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5684369825,56,Back,5684370329,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016947,137,1,1,10,15,2nnlsjfbcea40t4jeclcbw9lk,0,44.9,80.2,2025-04-27T12:14:35.822Z,2025-04-27T12:14:38Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5684370179,56,Center,5684370181,140,72.9,5684370183,141,78.8,5684370187,213,6.25,5684370185,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016983,88,1,1,10,17,9zqn9ugvg64it0lr5z8cq4g9v,1,11.4,20.6,2025-04-27T12:14:38.584Z,2025-04-27T12:14:40Z,17jltcnnaha4707duh52hirit,M. Lode,,,5684370395,141,38.2,5684370399,213,2.12,5684370397,212,14.0,5684370393,140,4.4,5684370391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807017085,89,1,1,10,19,9zqn9ugvg64it0lr5z8cq4g9v,1,3.8,35.8,2025-04-27T12:14:40.559Z,2025-04-27T12:14:45Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5684370955,157,,5684370963,140,31.3,5684370959,56,Back,5684370967,212,30.7,5684370971,1,,5684370969,213,0.35,5684370965,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807017093,90,1,1,10,24,9zqn9ugvg64it0lr5z8cq4g9v,0,31.3,51.2,2025-04-27T12:14:45.424Z,2025-04-27T12:55:40Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5684371011,140,43.1,5684371013,141,55.8,5684371007,168,,5684371005,3,,5684371021,213,0.25,5684371017,212,12.8,5684371009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807017089,138,8,1,10,24,2nnlsjfbcea40t4jeclcbw9lk,1,57.1,44.6,2025-04-27T12:14:45.486Z,2025-04-27T12:14:45Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5684370991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807017147,139,1,1,10,25,2nnlsjfbcea40t4jeclcbw9lk,0,57.4,66.9,2025-04-27T12:14:46.303Z,2025-04-27T12:15:55Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5684371305,140,63.3,5684371313,212,6.2,5684371309,141,65.7,5684371317,213,6.15,5684371303,56,Center,5684371301,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807018739,99,1,1,10,26,9zqn9ugvg64it0lr5z8cq4g9v,0,39.5,49.1,2025-04-27T12:14:47.026Z,2025-04-27T12:17:28Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5684387733,140,26.4,5684387731,56,Back,5684387739,213,3.13,5684387729,155,,5684387735,141,49.3,5684387737,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807017181,140,43,1,10,26,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-27T12:14:47.774Z,2025-04-27T12:15:54Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5684371493,213,5.12,5684371491,212,7.3,5684371489,141,54.6,5684371485,56,Center,5684377779,144,1,5684371483,155,0,5684371487,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807020363,118,51,1,10,27,9zqn9ugvg64it0lr5z8cq4g9v,1,32.7,36.1,2025-04-27T12:14:48.313Z,2025-04-27T12:17:39Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5684388655,169,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807017217,142,15,1,10,29,2nnlsjfbcea40t4jeclcbw9lk,1,78.5,51.8,2025-04-27T12:14:50.527Z,2025-04-27T12:16:23Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5684381225,233,91,5684381143,458,,5684381153,147,52.0,5684371635,18,,5684381151,146,80.5,5684381155,230,98.4,5684381117,20,,5684371633,22,,5684381157,231,49.8,5684381119,76,5684381147,82,,5684381133,215,,5684381129,103,5684371637,56,Center,5684381125,102,,,,,,,19,53.8,,,,
2807017225,91,10,1,10,29,9zqn9ugvg64it0lr5z8cq4g9v,1,19.5,48.0,2025-04-27T12:14:50.627Z,2025-04-27T12:16:24Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5684381301,233,142,5684371689,56,Back,5684371687,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807017317,92,12,1,10,31,9zqn9ugvg64it0lr5z8cq4g9v,1,22.2,33.0,2025-04-27T12:14:52.224Z,2025-04-27T12:14:55Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5684372075,56,Back,5684372077,140,30.8,5684372081,212,13.7,5684372079,141,48.1,5684372083,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807017325,143,1,1,10,32,2nnlsjfbcea40t4jeclcbw9lk,1,72.4,44.0,2025-04-27T12:14:53.582Z,2025-04-27T12:14:55Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5684372121,140,73.3,5684372131,213,4.82,5684372129,212,9.0,5684372117,56,Center,5684372125,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807017345,144,3,1,10,34,2nnlsjfbcea40t4jeclcbw9lk,0,73.2,31.4,2025-04-27T12:14:54.975Z,2025-04-27T14:15:46Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5684372261,233,93,5684372215,56,Center,5684372217,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807017331,93,7,1,10,34,9zqn9ugvg64it0lr5z8cq4g9v,1,26.8,68.6,2025-04-27T12:14:54.976Z,2025-04-27T14:15:45Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5684372255,233,144,5684372163,285,,5684372161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
