id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2797134543,208,1,1,22,15,2nnlsjfbcea40t4jeclcbw9lk,1,63.9,17.4,2025-04-06T12:22:43.336Z,2025-04-06T12:22:46Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629941743,140,67.0,5629941749,212,5.6,5629941753,213,0.95,5629941741,56,Center,5629941745,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134555,209,4,1,22,17,2nnlsjfbcea40t4jeclcbw9lk,1,68.4,32.4,2025-04-06T12:22:45.831Z,2025-04-06T12:22:59Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5629942293,233,206,5629941879,286,,5629941863,56,Center,5629943051,294,,5629941859,13,,5629941871,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134535,206,4,1,22,17,ac8jow4mdkvnsv5s0och4qqm,0,31.6,67.6,2025-04-06T12:22:45.832Z,2025-04-06T12:22:59Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5629941935,13,,5629942329,233,209,5629941941,56,Back,5629941943,152,,5629941945,285,,5629941939,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135287,210,1,1,23,0,2nnlsjfbcea40t4jeclcbw9lk,1,71.5,33.7,2025-04-06T12:23:28.440Z,2025-04-06T12:23:31Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5629946019,212,3.7,5629946013,56,Center,5629946011,152,,5629946017,141,39.1,5629946009,5,,5629946015,140,71.0,5629946021,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135305,211,1,1,23,2,2nnlsjfbcea40t4jeclcbw9lk,1,72.2,39.2,2025-04-06T12:23:31.064Z,2025-04-06T12:23:32Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629946121,141,48.7,5629946125,213,0.63,5629946119,140,80.6,5629946123,212,10.9,5629946117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135325,212,1,1,23,4,2nnlsjfbcea40t4jeclcbw9lk,1,80.6,48.7,2025-04-06T12:23:32.505Z,2025-04-06T12:23:33Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5629946213,212,2.4,5629946211,141,45.2,5629946207,56,Center,5629946209,140,80.3,5629946215,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135331,213,1,1,23,5,2nnlsjfbcea40t4jeclcbw9lk,0,80.1,44.2,2025-04-06T12:23:33.496Z,2025-04-06T12:23:34Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629946229,56,Center,5629946253,286,,5629946237,213,6.17,5629946235,212,3.7,5629946247,233,208,5629946233,141,43.6,5629946245,236,,5629946231,140,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135319,208,74,1,23,5,ac8jow4mdkvnsv5s0och4qqm,1,19.8,58.1,2025-04-06T12:23:33.497Z,2025-04-06T12:23:34Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5629946275,233,213,5629946179,56,Back,5629946181,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135401,210,1,1,23,9,ac8jow4mdkvnsv5s0och4qqm,0,34.1,54.5,2025-04-06T12:23:37.482Z,2025-04-06T12:23:38Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5629946569,56,Back,5629946573,141,65.1,5629946577,213,0.45,5629946575,212,16.7,5629946571,140,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135403,214,8,1,23,10,2nnlsjfbcea40t4jeclcbw9lk,1,42.5,34.5,2025-04-06T12:23:38.584Z,2025-04-06T12:23:38Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5629946583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135465,211,1,1,23,12,ac8jow4mdkvnsv5s0och4qqm,0,53.5,68.7,2025-04-06T12:23:40.202Z,2025-04-06T12:23:40Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5629946921,212,16.9,5629946909,56,Center,5629946913,140,58.2,5629946917,141,44.9,5629946923,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135543,216,1,1,23,16,2nnlsjfbcea40t4jeclcbw9lk,1,44.9,54.0,2025-04-06T12:23:44.712Z,2025-04-06T12:33:42Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5629947431,213,5.74,5629947425,140,55.2,5629947423,56,Center,5629947427,141,44.3,5629947429,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135571,217,1,1,23,17,2nnlsjfbcea40t4jeclcbw9lk,1,55.5,44.5,2025-04-06T12:23:45.848Z,2025-04-06T12:23:47Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5629947573,141,50.9,5629947571,140,67.5,5629947569,56,Center,5629947577,213,0.33,5629947575,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135575,218,3,1,23,19,2nnlsjfbcea40t4jeclcbw9lk,0,70.9,46.3,2025-04-06T12:23:47.384Z,2025-04-06T12:34:29Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5629998447,211,,5629947597,56,Center,5629947599,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135593,212,1,1,23,19,ac8jow4mdkvnsv5s0och4qqm,1,27.6,55.8,2025-04-06T12:23:47.385Z,2025-04-06T12:34:34Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5629999387,141,55.2,5629999389,212,21.5,5629999391,213,3.16,5629947705,56,Back,5629999385,140,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135627,214,1,1,23,21,ac8jow4mdkvnsv5s0och4qqm,1,7.9,50.6,2025-04-06T12:23:50.025Z,2025-04-06T12:23:52Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5629947881,213,5.30,5629947877,141,28.2,5629947879,212,18.3,5629947873,56,Back,5629947875,140,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135657,215,1,1,23,23,ac8jow4mdkvnsv5s0och4qqm,1,20.7,24.1,2025-04-06T12:23:51.994Z,2025-04-06T12:23:54Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5629948045,212,10.2,5629948039,56,Back,5629948047,213,0.67,5629948041,140,28.3,5629948043,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135667,216,1,1,23,25,ac8jow4mdkvnsv5s0och4qqm,1,28.1,31.9,2025-04-06T12:23:53.898Z,2025-04-06T12:23:55Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5629948131,212,17.2,5629948125,56,Back,5629948133,213,3.94,5629948127,140,16.6,5629948129,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135713,217,1,1,23,27,ac8jow4mdkvnsv5s0och4qqm,0,16.6,13.8,2025-04-06T12:23:55.243Z,2025-04-06T12:23:59Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5629948425,56,Back,5629948433,141,3.1,5629948421,155,,5629948441,213,6.05,5629948437,212,32.1,5629948443,1,,5629948429,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135877,220,1,1,23,32,2nnlsjfbcea40t4jeclcbw9lk,1,58.8,95.0,2025-04-06T12:24:00.744Z,2025-04-06T12:34:53Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5629949421,213,5.90,5629949415,140,63.2,5629949417,141,92.3,5629949419,212,5.0,5629949413,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135923,221,1,1,23,42,2nnlsjfbcea40t4jeclcbw9lk,1,58.3,82.9,2025-04-06T12:24:10.200Z,2025-04-06T12:34:54Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629949667,141,71.4,5629949671,213,4.51,5629949669,212,8.0,5629949663,140,56.8,5629949661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135937,222,1,1,23,42,2nnlsjfbcea40t4jeclcbw9lk,1,55.6,72.3,2025-04-06T12:24:10.896Z,2025-04-06T12:35:00Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629949767,141,78.7,5629949765,140,55.8,5629949771,213,1.52,5629949763,56,Center,5629949769,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135947,223,1,1,23,43,2nnlsjfbcea40t4jeclcbw9lk,0,55.7,78.2,2025-04-06T12:24:11.690Z,2025-04-06T12:24:14Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629949875,233,218,5629949829,141,73.8,5629949835,212,6.0,5629949821,56,Center,5629949839,213,5.76,5629949879,286,,5629949873,236,,5629949825,140,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135913,218,74,1,23,43,ac8jow4mdkvnsv5s0och4qqm,1,44.8,21.9,2025-04-06T12:24:11.691Z,2025-04-06T12:24:14Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5629949895,233,223,5629949585,285,,5629949581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136031,220,1,1,23,45,ac8jow4mdkvnsv5s0och4qqm,1,38.2,32.4,2025-04-06T12:24:13.945Z,2025-04-06T12:24:20Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5629950337,212,36.2,5629950339,213,1.73,5629950333,140,32.6,5629950331,56,Back,5629950335,141,85.0,5629950341,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136109,221,1,1,23,51,ac8jow4mdkvnsv5s0och4qqm,1,35.7,89.9,2025-04-06T12:24:20.041Z,2025-04-06T12:24:25Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5629950789,140,47.1,5629950793,141,94.5,5629950799,213,0.26,5629950797,212,12.4,5629950785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136079,224,83,1,23,55,2nnlsjfbcea40t4jeclcbw9lk,0,56.5,7.1,2025-04-06T12:24:23.386Z,2025-04-06T12:24:26Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5629950873,399,av9lz5umeimwlq7v4q4d7twr8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136121,222,3,1,23,57,ac8jow4mdkvnsv5s0och4qqm,0,46.9,92.6,2025-04-06T12:24:25.337Z,2025-04-06T12:24:31Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,,,5629950845,56,Back,5629950847,286,,5629951015,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136149,225,7,1,23,57,2nnlsjfbcea40t4jeclcbw9lk,1,53.1,7.4,2025-04-06T12:24:25.338Z,2025-04-06T12:24:31Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5629950981,56,Right,5629950985,233,222,5629950979,167,,5629950983,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136141,223,5,1,23,59,ac8jow4mdkvnsv5s0och4qqm,1,43.1,100.8,2025-04-06T12:24:27.194Z,2025-04-06T12:41:48Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,,,5629950941,347,,5629951223,233,226,5629950939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136193,226,5,1,23,59,2nnlsjfbcea40t4jeclcbw9lk,0,56.9,-0.8,2025-04-06T12:24:27.194Z,2025-04-06T12:41:48Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5629951169,56,Right,5629951171,347,,5629951227,233,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136369,224,1,1,24,8,ac8jow4mdkvnsv5s0och4qqm,1,54.1,100.0,2025-04-06T12:24:36.762Z,2025-04-06T12:24:41Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5629952193,1,,5629952189,212,35.5,5629952187,141,92.3,5629952183,56,Left,5629952191,213,6.10,5629952181,107,,5629952185,140,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136373,225,61,1,24,13,ac8jow4mdkvnsv5s0och4qqm,0,87.7,92.3,2025-04-06T12:24:41.578Z,2025-04-06T12:24:59Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5629952217,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136467,227,43,1,24,18,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-06T12:24:46.744Z,2025-04-06T12:25:00Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5629952785,56,Back,5629953793,144,7,5629952787,285,0,5629952783,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136505,229,4,1,24,19,2nnlsjfbcea40t4jeclcbw9lk,1,4.2,5.0,2025-04-06T12:24:47.960Z,2025-04-06T12:24:54Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5629953041,265,,5629953037,152,,5629953043,285,,5629953031,13,,5629953033,56,Back,5629953057,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136445,226,4,1,24,19,ac8jow4mdkvnsv5s0och4qqm,0,95.8,95.0,2025-04-06T12:24:47.961Z,2025-04-06T12:24:54Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5629952677,56,Left,5629952681,265,,5629952675,13,,5629953105,233,229,5629952679,152,,5629952685,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137019,230,1,1,24,55,2nnlsjfbcea40t4jeclcbw9lk,1,5.1,8.6,2025-04-06T12:25:23.529Z,2025-04-06T12:25:27Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5629955863,157,,5629955877,1,,5629955869,140,67.1,5629955861,5,,5629955875,213,0.38,5629955867,56,Center,5629955873,212,70.0,5629955865,152,,5629955871,141,46.6,,,,,,,,,,,,,,,,,,,,,,,
2797137037,231,44,1,24,58,2nnlsjfbcea40t4jeclcbw9lk,1,62.8,49.3,2025-04-06T12:25:26.761Z,2025-04-06T12:41:16Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5629955973,286,,5629956031,233,227,5629955971,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137011,227,44,1,24,58,ac8jow4mdkvnsv5s0och4qqm,0,37.2,50.7,2025-04-06T12:25:26.762Z,2025-04-06T12:41:16Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5629955833,285,,5629956061,233,231,5629955831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137045,232,61,1,24,58,2nnlsjfbcea40t4jeclcbw9lk,1,67.1,46.6,2025-04-06T12:25:26.953Z,2025-04-06T12:41:19Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5629956017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137121,229,1,1,25,3,ac8jow4mdkvnsv5s0och4qqm,1,52.9,41.6,2025-04-06T12:25:31.274Z,2025-04-06T12:25:32Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5629956399,140,57.6,5629956405,212,9.5,5629956409,213,1.03,5629956397,56,Center,5629956401,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137135,230,1,1,25,4,ac8jow4mdkvnsv5s0och4qqm,0,57.6,53.6,2025-04-06T12:25:32.187Z,2025-04-06T12:25:51Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5629956451,140,78.4,5629956455,212,24.8,5629956457,213,5.79,5629956453,141,36.4,5629956449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137201,234,1,1,25,6,2nnlsjfbcea40t4jeclcbw9lk,1,24.3,68.8,2025-04-06T12:25:34.744Z,2025-04-06T12:25:36Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5629956765,56,Back,5629956771,212,17.3,5629956769,141,51.6,5629956773,213,3.89,5629956767,140,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137229,235,1,1,25,8,2nnlsjfbcea40t4jeclcbw9lk,0,12.2,51.6,2025-04-06T12:25:36.410Z,2025-04-06T12:25:37Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5629956895,157,,5629956901,141,42.5,5629956905,213,6.14,5629956907,1,,5629956897,56,Center,5629956903,212,43.6,5629956899,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137255,231,1,1,25,9,ac8jow4mdkvnsv5s0och4qqm,0,47.2,56.3,2025-04-06T12:25:37.643Z,2025-04-06T12:25:38Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5629957015,141,55.1,5629957009,3,,5629957017,212,17.4,5629957011,56,Center,5629957013,140,63.8,5629957019,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137283,236,8,1,25,11,2nnlsjfbcea40t4jeclcbw9lk,1,44.7,43.7,2025-04-06T12:25:39.705Z,2025-04-06T12:25:39Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629957189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137319,237,1,1,25,11,2nnlsjfbcea40t4jeclcbw9lk,1,44.8,44.0,2025-04-06T12:25:40.137Z,2025-04-06T12:25:42Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629957407,140,48.9,5629957411,212,8.2,5629957409,141,54.3,5629957413,213,1.02,5629957405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137335,238,1,1,25,14,2nnlsjfbcea40t4jeclcbw9lk,1,58.6,67.6,2025-04-06T12:25:42.457Z,2025-04-06T12:25:44Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5629957551,212,6.5,5629957545,56,Center,5629957549,141,76.9,5629957553,213,1.83,5629957547,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137359,239,1,1,25,16,2nnlsjfbcea40t4jeclcbw9lk,1,58.7,79.3,2025-04-06T12:25:44.632Z,2025-04-06T12:25:47Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5629957703,212,15.6,5629957697,56,Left,5629957699,140,71.4,5629957705,213,0.55,5629957701,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137375,240,1,1,25,18,2nnlsjfbcea40t4jeclcbw9lk,1,69.2,86.0,2025-04-06T12:25:46.856Z,2025-04-06T12:25:48Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5629957795,141,77.8,5629957797,212,8.7,5629957791,56,Center,5629957793,140,62.9,5629957799,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137411,241,1,1,25,20,2nnlsjfbcea40t4jeclcbw9lk,1,63.6,76.6,2025-04-06T12:25:48.329Z,2025-04-06T12:25:51Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5629957965,56,Left,5629957971,212,12.9,5629957969,141,93.2,5629957973,213,1.07,5629957967,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137427,242,1,1,25,22,2nnlsjfbcea40t4jeclcbw9lk,1,68.4,92.6,2025-04-06T12:25:51.001Z,2025-04-06T12:25:52Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5629958065,212,17.7,5629958067,213,4.09,5629958059,56,Center,5629958061,140,58.6,5629958063,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137439,243,1,1,25,24,2nnlsjfbcea40t4jeclcbw9lk,1,58.6,71.5,2025-04-06T12:25:52.665Z,2025-04-06T12:25:53Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629958095,56,Center,5629958097,140,66.0,5629958103,213,5.52,5629958101,212,10.7,5629958099,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137465,244,1,1,25,25,2nnlsjfbcea40t4jeclcbw9lk,1,65.4,60.6,2025-04-06T12:25:53.641Z,2025-04-06T12:25:55Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629958185,140,43.0,5629958191,213,2.93,5629958187,141,68.2,5629958189,212,24.1,5629958183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137515,245,1,1,25,27,2nnlsjfbcea40t4jeclcbw9lk,1,43.0,68.2,2025-04-06T12:25:55.737Z,2025-04-06T12:25:59Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5629958487,213,1.03,5629958479,56,Back,5629958485,212,7.9,5629958483,141,78.2,5629958481,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137533,246,1,1,25,31,2nnlsjfbcea40t4jeclcbw9lk,1,51.1,77.3,2025-04-06T12:25:59.209Z,2025-04-06T12:26:00Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629958603,141,66.7,5629958601,140,52.5,5629958607,213,4.91,5629958605,212,7.4,5629958597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137599,247,1,1,25,32,2nnlsjfbcea40t4jeclcbw9lk,1,48.5,64.0,2025-04-06T12:26:00.680Z,2025-04-06T12:26:06Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629959023,141,43.4,5629959021,140,49.0,5629959027,213,4.75,5629959019,56,Back,5629959025,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137603,248,1,1,25,37,2nnlsjfbcea40t4jeclcbw9lk,0,67.6,27.0,2025-04-06T12:26:05.864Z,2025-04-06T12:26:06Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5629959065,141,30.0,5629959061,56,Center,5629959063,140,74.6,5629959069,213,0.27,5629959067,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137629,232,8,1,25,39,ac8jow4mdkvnsv5s0och4qqm,1,24.2,71.7,2025-04-06T12:26:07.883Z,2025-04-06T12:26:08Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5629959231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137699,249,1,1,25,41,2nnlsjfbcea40t4jeclcbw9lk,1,70.7,27.0,2025-04-06T12:26:09.193Z,2025-04-06T12:26:12Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629959645,212,8.0,5629959633,56,Center,5629959641,141,36.9,5629959637,140,66.6,5629959649,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137705,250,1,1,25,43,2nnlsjfbcea40t4jeclcbw9lk,0,66.6,36.9,2025-04-06T12:26:12.104Z,2025-04-06T12:26:13Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629959697,56,Center,5629959703,212,23.3,5629959699,140,88.5,5629959701,141,31.0,5629959695,155,,5629959705,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137725,233,1,1,25,45,ac8jow4mdkvnsv5s0och4qqm,1,13.9,69.9,2025-04-06T12:26:13.291Z,2025-04-06T12:26:15Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5629959839,141,82.1,5629959843,213,1.16,5629959829,3,,5629959831,56,Back,5629959835,140,17.3,5629959841,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137751,235,1,1,25,47,ac8jow4mdkvnsv5s0och4qqm,1,17.3,82.1,2025-04-06T12:26:15.546Z,2025-04-06T12:26:17Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,,,5629959975,140,22.6,5629959973,56,Back,5629959977,141,72.3,5629959979,212,8.7,5629959981,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137801,236,1,1,25,49,ac8jow4mdkvnsv5s0och4qqm,1,22.7,72.3,2025-04-06T12:26:17.241Z,2025-04-06T12:26:19Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5629960247,213,1.85,5629960245,212,12.0,5629960243,141,89.3,5629960235,56,Back,5629960241,140,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137847,237,1,1,25,51,ac8jow4mdkvnsv5s0och4qqm,1,19.6,89.3,2025-04-06T12:26:19.419Z,2025-04-06T12:26:23Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,,,5629960517,213,6.07,5629960509,56,Back,5629960515,212,25.2,5629960513,141,81.5,5629960511,140,43.1,5629960507,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137857,238,1,1,25,55,ac8jow4mdkvnsv5s0och4qqm,0,43.1,81.2,2025-04-06T12:26:23.371Z,2025-04-06T12:26:24Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5629960623,212,15.5,5629960617,56,Left,5629960621,141,79.6,5629960615,168,,5629960619,140,57.8,5629960613,3,,5629960625,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137899,252,1,1,25,57,2nnlsjfbcea40t4jeclcbw9lk,1,42.2,21.0,2025-04-06T12:26:26.042Z,2025-04-06T12:26:28Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5629960871,141,23.3,5629960875,212,2.9,5629960877,213,0.57,5629960869,140,44.5,5629960867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137919,253,1,1,25,59,2nnlsjfbcea40t4jeclcbw9lk,1,44.6,23.7,2025-04-06T12:26:27.930Z,2025-04-06T12:26:30Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629961011,56,Center,5629961019,213,0.50,5629961013,140,54.6,5629961015,141,32.1,5629961017,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
