id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2805497417,126,44,1,16,15,ac8jow4mdkvnsv5s0och4qqm,0,19.5,78.2,2025-04-24T17:16:51.448Z,2025-04-24T19:04:08Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5676119983,285,,5676119981,56,Back,5676119993,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497415,158,1,1,16,16,33hzf6j2rd9r50g2n4agsytkd,0,77.8,17.6,2025-04-24T17:16:52.375Z,2025-04-24T17:16:53Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5676119977,213,0.42,5676119975,212,2.6,5676119967,3,,5676119973,141,19.2,5676119971,140,80.1,5676119969,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497421,127,61,1,16,17,ac8jow4mdkvnsv5s0och4qqm,1,17.9,75.7,2025-04-24T17:16:53.815Z,2025-04-24T17:56:31Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5676119997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497463,129,1,1,16,19,ac8jow4mdkvnsv5s0och4qqm,1,19.4,67.2,2025-04-24T17:16:55.516Z,2025-04-24T17:56:42Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5676120187,141,92.0,5676120185,140,27.1,5676120183,56,Back,5676120191,213,1.12,5676120189,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497467,159,83,1,16,21,33hzf6j2rd9r50g2n4agsytkd,0,66.6,9.7,2025-04-24T17:16:56.886Z,2025-04-24T17:56:58Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676120385,399,7qgiqoaaarr6c2bs4yffqwju2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497481,130,1,1,16,22,ac8jow4mdkvnsv5s0och4qqm,1,28.0,91.2,2025-04-24T17:16:58.620Z,2025-04-24T17:57:01Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5676120295,212,2.2,5676120293,141,94.4,5676120297,213,1.76,5676120291,140,27.6,5676120289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497489,131,1,1,16,25,ac8jow4mdkvnsv5s0och4qqm,0,39.3,95.3,2025-04-24T17:17:01.004Z,2025-04-24T17:57:24Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5676120337,213,0.02,5676120333,141,96.0,5676120331,140,62.3,5676120335,212,24.2,5676120329,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497537,161,1,1,16,30,33hzf6j2rd9r50g2n4agsytkd,1,27.6,12.2,2025-04-24T17:17:06.613Z,2025-04-24T17:57:41Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676120571,213,1.13,5676120569,212,12.7,5676120563,56,Back,5676120565,140,32.8,5676120567,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497547,162,1,1,16,33,33hzf6j2rd9r50g2n4agsytkd,1,32.6,34.5,2025-04-24T17:17:09.317Z,2025-04-24T17:17:11Z,1a112nxaob06fjynlat625u96,K. Holmén,,5676120639,213,1.62,5676120631,56,Back,5676120633,140,31.6,5676120635,141,67.0,5676120637,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497579,164,1,1,16,37,33hzf6j2rd9r50g2n4agsytkd,1,38.6,73.0,2025-04-24T17:17:12.934Z,2025-04-24T17:17:18Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,5676120817,140,32.7,5676120815,56,Back,5676120821,212,8.9,5676120823,213,3.94,5676120819,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497603,165,1,1,16,42,33hzf6j2rd9r50g2n4agsytkd,1,37.2,58.4,2025-04-24T17:17:18.101Z,2025-04-24T17:17:23Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,5676120935,141,36.9,5676120937,212,14.9,5676120939,213,4.53,5676120931,56,Back,5676120933,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497609,166,1,1,16,47,33hzf6j2rd9r50g2n4agsytkd,1,34.6,36.9,2025-04-24T17:17:23.174Z,2025-04-24T17:17:24Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676120969,140,34.5,5676120971,141,15.8,5676120973,212,14.3,5676120967,56,Back,5676120975,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497657,167,1,1,16,48,33hzf6j2rd9r50g2n4agsytkd,1,34.5,15.8,2025-04-24T17:17:24.357Z,2025-04-24T17:17:28Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5676121233,141,34.6,5676121237,213,2.03,5676121231,140,28.5,5676121229,56,Back,5676121235,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497669,168,1,1,16,52,33hzf6j2rd9r50g2n4agsytkd,1,27.3,39.8,2025-04-24T17:17:28.230Z,2025-04-24T17:17:30Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676121289,141,56.4,5676121291,212,11.3,5676121293,213,1.63,5676121287,140,26.7,5676121285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497685,169,1,1,16,54,33hzf6j2rd9r50g2n4agsytkd,1,27.4,56.6,2025-04-24T17:17:30.166Z,2025-04-24T17:17:31Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,5676121387,213,0.87,5676121381,140,31.9,5676121383,141,64.8,5676121385,212,7.3,5676121379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497689,170,50,1,16,55,33hzf6j2rd9r50g2n4agsytkd,1,35.0,73.3,2025-04-24T17:17:31.799Z,2025-04-24T19:02:38Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,5676121403,56,Back,5676121631,286,,5676121627,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497721,132,7,1,16,55,ac8jow4mdkvnsv5s0och4qqm,1,65.0,26.7,2025-04-24T17:17:31.800Z,2025-04-24T19:02:37Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,1.0,5676121545,285,,5676121605,233,170,5676121543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497735,134,15,1,17,0,ac8jow4mdkvnsv5s0och4qqm,1,72.8,36.2,2025-04-24T17:17:36.385Z,2025-04-24T19:11:38Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5676121653,18,,5676121651,22,,5676121655,56,Center,5676343823,78,,5676122829,233,171,5676121733,72,,5676122005,147,50,5676121997,102,48.4,5676121999,103,5676121991,29,,5676121993,55,5676122003,146,97.6,132,5676122001,215,,4.4,,,,,,,,,,,,,,,
2805497715,171,10,1,17,0,33hzf6j2rd9r50g2n4agsytkd,1,3.3,52.4,2025-04-24T17:17:36.485Z,2025-04-24T17:18:14Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,5676122833,233,134,5676121525,182,,5676122791,179,,5676122789,177,,5676121527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497815,172,1,1,17,16,33hzf6j2rd9r50g2n4agsytkd,1,12.1,48.7,2025-04-24T17:17:52.710Z,2025-04-24T17:17:54Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,5676122115,56,Back,5676122117,140,24.6,5676122119,141,42.5,5676122113,123,,5676122121,212,13.8,5676122123,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497831,173,1,1,17,18,33hzf6j2rd9r50g2n4agsytkd,1,25.0,46.7,2025-04-24T17:17:54.629Z,2025-04-24T17:17:57Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676122229,140,23.8,5676122231,141,63.4,5676122233,212,11.4,5676122235,213,1.68,5676122227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497859,174,1,1,17,21,33hzf6j2rd9r50g2n4agsytkd,0,25.9,67.6,2025-04-24T17:17:57.686Z,2025-04-24T17:18:03Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,5676122371,56,Left,5676122373,140,76.7,5676122369,155,,5676122379,213,0.29,5676122377,212,55.6,5676122381,1,,5676122375,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497893,135,1,1,17,30,ac8jow4mdkvnsv5s0och4qqm,0,5.2,2.9,2025-04-24T17:18:05.885Z,2025-04-24T17:18:07Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5676122535,212,28.3,5676122537,213,6.17,5676122527,157,,5676122539,1,,5676122529,56,Back,5676122531,140,32.0,5676122533,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497895,136,5,1,17,30,ac8jow4mdkvnsv5s0och4qqm,0,31.2,-1.8,2025-04-24T17:18:06.350Z,2025-04-24T19:04:36Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,5676122547,56,Back,5676122573,233,175,5676122549,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805497879,175,5,1,17,30,33hzf6j2rd9r50g2n4agsytkd,1,68.8,101.8,2025-04-24T17:18:06.350Z,2025-04-24T17:57:59Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,5676122555,233,136,5676122491,347,,5676122489,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498015,176,1,1,17,52,33hzf6j2rd9r50g2n4agsytkd,1,76.7,100.0,2025-04-24T17:18:28.822Z,2025-04-24T17:18:34Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,5676123335,212,13.1,5676123327,107,,5676123337,213,5.86,5676123329,56,Left,5676123331,140,88.1,5676123333,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498037,139,83,1,17,58,ac8jow4mdkvnsv5s0och4qqm,0,5.9,6.8,2025-04-24T17:18:33.876Z,2025-04-24T17:18:41Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5676123555,399,1bufat0ubgsc88lkybvxb1bs9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498019,177,50,1,17,58,33hzf6j2rd9r50g2n4agsytkd,1,91.8,95.1,2025-04-24T17:18:34.295Z,2025-04-24T19:02:38Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,5676123449,233,138,5676123343,286,,5676123341,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498031,138,7,1,17,58,ac8jow4mdkvnsv5s0och4qqm,1,8.2,4.9,2025-04-24T17:18:34.296Z,2025-04-24T19:02:38Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5676123445,233,177,5676123417,56,Back,5676123419,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498041,140,5,1,17,59,ac8jow4mdkvnsv5s0och4qqm,0,11.2,-1.4,2025-04-24T17:18:35.319Z,2025-04-24T19:04:36Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5676123453,56,Back,5676123455,347,,5676123485,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498025,178,5,1,17,59,33hzf6j2rd9r50g2n4agsytkd,1,88.8,101.4,2025-04-24T17:18:35.319Z,2025-04-24T19:04:36Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,5676123369,347,,5676123481,233,140,5676123367,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498051,179,1,1,18,3,33hzf6j2rd9r50g2n4agsytkd,1,87.1,100.0,2025-04-24T17:18:39.414Z,2025-04-24T17:18:41Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,5676123537,107,,5676123545,212,11.4,5676123547,213,4.66,5676123539,56,Left,5676123541,140,86.5,5676123543,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498075,180,1,1,18,5,33hzf6j2rd9r50g2n4agsytkd,1,86.5,85.3,2025-04-24T17:18:41.525Z,2025-04-24T17:18:44Z,1a112nxaob06fjynlat625u96,K. Holmén,,5676123627,140,88.6,5676123631,212,3.7,5676123633,213,0.94,5676123625,56,Left,5676123629,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498077,181,3,1,18,8,33hzf6j2rd9r50g2n4agsytkd,0,83.8,90.0,2025-04-24T17:18:44.230Z,2025-04-24T19:02:39Z,f10q2mnvhe30a9au85fjnnt3o,R. Wendin Thomasson,,5676123757,233,141,5676123639,286,,5676123637,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498091,141,7,1,18,8,ac8jow4mdkvnsv5s0och4qqm,1,16.2,10.0,2025-04-24T17:18:44.231Z,2025-04-24T19:02:39Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5676123735,233,181,5676123733,285,,5676123731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498081,182,83,1,18,10,33hzf6j2rd9r50g2n4agsytkd,0,82.6,96.3,2025-04-24T17:18:46.485Z,2025-04-24T18:01:02Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,5676123811,399,9niqy9wbsy6b03fa5iyx22gic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498093,142,43,1,18,11,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-04-24T17:18:47.582Z,2025-04-24T18:01:01Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5676192129,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498107,143,1,1,18,11,ac8jow4mdkvnsv5s0och4qqm,1,28.4,4.3,2025-04-24T17:18:47.661Z,2025-04-24T18:00:57Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5676123815,140,29.2,5676123817,141,30.4,5676123819,212,17.8,5676123813,56,Back,5676123821,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498109,144,4,1,18,15,ac8jow4mdkvnsv5s0och4qqm,1,29.4,18.4,2025-04-24T17:18:51.557Z,2025-04-24T17:18:54Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5676123865,233,183,5676123845,265,,5676123847,285,,5676123843,152,,5676123841,56,Back,5676123839,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498103,183,4,1,18,15,33hzf6j2rd9r50g2n4agsytkd,0,70.6,81.6,2025-04-24T17:18:51.558Z,2025-04-24T17:18:55Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,5676123835,265,,5676123837,286,,5676123829,13,,5676123871,233,144,5676123831,56,Left,5676123833,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498131,145,1,1,18,21,ac8jow4mdkvnsv5s0och4qqm,1,33.8,25.3,2025-04-24T17:18:57.404Z,2025-04-24T18:02:45Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5676124005,213,1.32,5676123997,56,Back,5676194307,155,,5676124007,1,,5676123995,152,,5676123991,5,,5676123993,196,,5676124003,212,46.7,5676123999,140,5676124001,141,91.7,,,,,,,,,,45.0,,,,,,,,,,,,,,,
2805498167,147,1,1,18,26,ac8jow4mdkvnsv5s0och4qqm,1,51.8,91.5,2025-04-24T17:19:02.541Z,2025-04-24T17:19:05Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,5676124195,212,16.7,5676124193,141,82.6,5676124197,213,3.51,5676124191,140,37.0,5676124189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498177,148,1,1,18,29,ac8jow4mdkvnsv5s0och4qqm,1,38.1,76.1,2025-04-24T17:19:05.133Z,2025-04-24T17:19:09Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,5676124245,213,5.20,5676124237,56,Back,5676124239,140,46.3,5676124243,212,18.2,5676124241,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498191,149,1,1,18,33,ac8jow4mdkvnsv5s0och4qqm,1,45.9,42.7,2025-04-24T17:19:08.925Z,2025-04-24T17:19:12Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,5676124341,141,5.2,5676124343,212,30.7,5676124339,140,62.2,5676124337,56,Right,5676124345,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498211,150,1,1,18,36,ac8jow4mdkvnsv5s0och4qqm,1,63.4,5.5,2025-04-24T17:19:12.797Z,2025-04-24T17:19:16Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5676124429,56,Right,5676124435,212,7.5,5676124437,213,1.32,5676124431,140,65.2,5676124433,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498221,151,1,1,18,40,ac8jow4mdkvnsv5s0och4qqm,1,60.7,28.5,2025-04-24T17:19:16.620Z,2025-04-24T17:19:19Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5676124493,56,Center,5676124501,213,0.89,5676124499,212,15.2,5676124497,141,45.8,5676124495,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498233,152,3,1,18,43,ac8jow4mdkvnsv5s0och4qqm,1,71.4,42.9,2025-04-24T17:19:19.261Z,2025-04-24T19:02:49Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5676124585,233,186,5676124535,286,,5676124531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498239,186,45,1,18,43,33hzf6j2rd9r50g2n4agsytkd,0,28.6,57.1,2025-04-24T17:19:19.261Z,2025-04-24T19:02:49Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5676124589,233,152,5676124553,285,,5676124551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498225,185,83,1,18,43,33hzf6j2rd9r50g2n4agsytkd,0,27.1,57.5,2025-04-24T17:19:19.317Z,2025-04-24T17:19:22Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676124601,399,aykbbz6l05b9t5n8uaxp6n2fo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498243,153,1,1,18,44,ac8jow4mdkvnsv5s0och4qqm,0,68.9,40.1,2025-04-24T17:19:20.492Z,2025-04-24T17:19:22Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5676124559,140,69.2,5676124561,141,36.3,5676124563,212,2.6,5676124627,236,,5676124629,233,187,5676124567,213,4.83,5676124633,286,,5676124557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498251,187,74,1,18,44,33hzf6j2rd9r50g2n4agsytkd,1,25.2,63.6,2025-04-24T17:19:20.493Z,2025-04-24T19:04:23Z,1a112nxaob06fjynlat625u96,K. Holmén,,5676124609,56,Back,5676124611,285,,5676124635,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498275,188,1,1,18,47,33hzf6j2rd9r50g2n4agsytkd,1,25.9,62.7,2025-04-24T17:19:23.318Z,2025-04-24T17:19:25Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5676124765,56,Back,5676124769,141,71.7,5676124771,212,7.1,5676124773,213,1.04,5676124767,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498297,190,61,1,18,50,33hzf6j2rd9r50g2n4agsytkd,0,29.3,70.9,2025-04-24T17:19:26.358Z,2025-04-24T18:03:32Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,5676124893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498301,154,1,1,18,51,ac8jow4mdkvnsv5s0och4qqm,1,59.5,32.7,2025-04-24T17:19:27.069Z,2025-04-24T18:03:35Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5676124915,212,13.0,5676124909,56,Center,5676124913,141,25.2,5676124917,213,5.88,5676124911,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498305,156,1,1,18,54,ac8jow4mdkvnsv5s0och4qqm,0,69.7,20.4,2025-04-24T17:19:30.380Z,2025-04-24T18:04:08Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,5676124927,56,Center,5676124935,213,0.89,5676124925,155,,5676124933,212,28.2,5676124931,141,52.7,5676124923,2,,5676124929,140,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498311,191,12,1,18,55,33hzf6j2rd9r50g2n4agsytkd,1,17.8,53.3,2025-04-24T17:19:30.854Z,2025-04-24T17:19:33Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676124947,141,53.0,5676124943,56,Back,5676124959,15,,5676124951,213,6.26,5676124945,140,26.6,5676124949,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498323,157,45,1,18,58,ac8jow4mdkvnsv5s0och4qqm,0,66.8,64.5,2025-04-24T17:19:34.293Z,2025-04-24T19:02:49Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5676125089,233,193,5676125095,286,,5676125049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498329,193,3,1,18,58,33hzf6j2rd9r50g2n4agsytkd,1,33.2,35.5,2025-04-24T17:19:34.293Z,2025-04-24T19:02:49Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,5676125085,233,157,5676326041,285,,5676125081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498339,194,1,1,19,0,33hzf6j2rd9r50g2n4agsytkd,1,31.9,30.9,2025-04-24T17:19:36.150Z,2025-04-24T17:19:37Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,5676125141,140,33.0,5676125147,213,4.78,5676125143,141,7.1,5676125139,56,Back,5676125145,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498349,195,1,1,19,1,33hzf6j2rd9r50g2n4agsytkd,1,32.3,8.8,2025-04-24T17:19:37.430Z,2025-04-24T17:19:39Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5676125199,56,Back,5676125201,140,21.7,5676125207,213,3.10,5676125203,141,9.4,5676125205,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498355,196,1,1,19,3,33hzf6j2rd9r50g2n4agsytkd,1,20.9,14.4,2025-04-24T17:19:39.239Z,2025-04-24T17:19:40Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5676125237,140,12.7,5676125239,141,37.6,5676125243,213,2.07,5676125241,212,18.0,5676125235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498369,197,1,1,19,4,33hzf6j2rd9r50g2n4agsytkd,1,13.6,37.6,2025-04-24T17:19:40.822Z,2025-04-24T17:19:42Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5676125301,140,28.6,5676125307,213,6.07,5676125303,141,32.5,5676125299,56,Back,5676125305,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498377,198,1,1,19,6,33hzf6j2rd9r50g2n4agsytkd,1,28.6,32.5,2025-04-24T17:19:41.878Z,2025-04-24T17:19:43Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5676125355,212,14.7,5676125359,213,4.08,5676125369,156,,5676125345,56,Back,5676125353,141,15.0,5676125349,140,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498405,199,1,1,19,9,33hzf6j2rd9r50g2n4agsytkd,1,15.3,18.9,2025-04-24T17:19:45.382Z,2025-04-24T17:19:47Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5676125509,212,21.1,5676125503,56,Back,5676125511,213,2.17,5676125505,140,3.9,5676125507,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498421,200,1,1,19,11,33hzf6j2rd9r50g2n4agsytkd,0,4.5,43.3,2025-04-24T17:19:47.381Z,2025-04-24T17:19:51Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,5676125611,212,30.9,5676125613,213,4.78,5676125605,140,6.6,5676125607,141,0.0,5676125601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498441,158,5,1,19,15,ac8jow4mdkvnsv5s0och4qqm,1,86.2,101.6,2025-04-24T17:19:51.102Z,2025-04-24T19:04:37Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,5676125701,56,Left,5676125703,347,,5676125711,233,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805498425,201,5,1,19,15,33hzf6j2rd9r50g2n4agsytkd,0,13.8,-1.6,2025-04-24T17:19:51.102Z,2025-04-24T17:19:56Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,5676125717,233,158,5676125623,347,,5676125621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
