id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2800776871,172,1,1,19,55,46yo78zak2j7kaxc5ak1fnm60,1,22.4,7.1,2025-04-13T14:50:55.842Z,2025-04-13T14:50:59Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5649971987,213,3.05,5649971983,141,8.8,5649971981,140,10.4,5649971979,56,Back,5649971985,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800776917,173,1,1,19,58,46yo78zak2j7kaxc5ak1fnm60,1,10.3,9.4,2025-04-13T14:50:58.858Z,2025-04-13T14:51:01Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5649972223,140,38.4,5649972221,56,Back,5649972231,1,,5649972219,157,,5649972229,213,0.17,5649972227,212,29.9,5649972225,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800776923,174,61,1,20,1,46yo78zak2j7kaxc5ak1fnm60,1,39.2,16.8,2025-04-13T14:51:00.961Z,2025-04-13T14:51:01Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5649972263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800776975,175,1,1,20,2,46yo78zak2j7kaxc5ak1fnm60,1,38.9,17.3,2025-04-13T14:51:02.219Z,2025-04-13T14:51:03Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5649972499,56,Back,5649972503,141,34.9,5649972501,140,46.8,5649972505,212,14.6,5649972507,213,0.96,5649972497,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800777037,176,1,1,20,3,46yo78zak2j7kaxc5ak1fnm60,0,46.4,33.1,2025-04-13T14:51:03.706Z,2025-04-13T14:51:05Z,43qtylo4kl50nmdiiu5hufqj8,T. Grönborg,,,5649972757,3,,5649972765,212,29.6,5649972767,213,0.44,5649972759,56,Center,5649972763,141,51.8,5649972761,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800777115,215,59,1,20,6,33hzf6j2rd9r50g2n4agsytkd,1,28.3,44.3,2025-04-13T14:51:06.695Z,2025-04-13T14:57:00Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5649973169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800777167,216,1,1,20,7,33hzf6j2rd9r50g2n4agsytkd,0,28.3,44.3,2025-04-13T14:51:07.544Z,2025-04-13T14:57:02Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5649973433,157,,5649973441,212,51.6,5649973443,213,6.17,5649973439,141,35.5,5649973437,140,77.1,5649973445,1,,5649973435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800777171,177,8,1,20,8,46yo78zak2j7kaxc5ak1fnm60,1,31.8,70.9,2025-04-13T14:51:08.730Z,2025-04-13T14:57:13Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5649973457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800777251,217,1,1,20,9,33hzf6j2rd9r50g2n4agsytkd,1,75.5,47.2,2025-04-13T14:51:09.760Z,2025-04-13T14:57:23Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,1.0,5649973897,213,4.96,5649973887,155,,5649973895,212,13.5,5649979023,22,,5649979021,210,16,5649973891,140,78.6,5649973893,141,28.0,5649973889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800777329,219,16,1,20,11,33hzf6j2rd9r50g2n4agsytkd,1,78.5,27.6,2025-04-13T14:51:11.833Z,2025-04-13T14:52:16Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5649974279,22,,5649979057,55,217,5649979065,215,,5649979055,29,,5649979053,81,,5649979051,20,,5649979069,230,97.8,5649979063,103,32.3,5649979061,102,46.1,5649979075,374,2025-04-13 15:51:10.199,5649979071,231,5649979079,375,20:10.307,5649974281,18,,5649974283,56,,,,,,Center,47.3,,,,
2800778385,179,1,1,21,22,46yo78zak2j7kaxc5ak1fnm60,1,50.1,49.7,2025-04-13T14:52:21.977Z,2025-04-13T14:52:27Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5649979631,56,Back,5649979633,140,31.3,5649979911,189,,5649979639,213,3.52,5649979641,279,G,5649979637,212,21.3,5649979635,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778397,180,61,1,21,23,46yo78zak2j7kaxc5ak1fnm60,1,31.2,36.3,2025-04-13T14:52:23.825Z,2025-04-13T14:52:24Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5649979691,56,Back,5649979715,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778435,221,1,1,21,26,33hzf6j2rd9r50g2n4agsytkd,1,56.7,85.9,2025-04-13T14:52:26.768Z,2025-04-13T14:52:28Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5649979939,140,50.1,5649979941,141,76.6,5649979943,212,9.4,5649979937,56,Center,5649979945,213,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778491,222,1,1,21,28,33hzf6j2rd9r50g2n4agsytkd,1,48.3,75.7,2025-04-13T14:52:28.128Z,2025-04-13T14:52:30Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5649980185,56,Back,5649980187,140,44.8,5649980193,213,2.21,5649980191,212,6.2,5649980189,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778607,223,1,1,21,30,33hzf6j2rd9r50g2n4agsytkd,1,42.8,79.4,2025-04-13T14:52:30.768Z,2025-04-13T14:52:37Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5649980795,212,31.8,5649980789,56,Back,5649980791,140,37.5,5649980797,213,4.54,5649980793,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778673,224,1,1,21,37,33hzf6j2rd9r50g2n4agsytkd,1,62.3,30.1,2025-04-13T14:52:37.264Z,2025-04-13T14:52:42Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5649981169,213,5.17,5649981165,212,11.1,5649981157,140,67.0,5649981153,56,Right,5649981161,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778699,225,1,1,21,42,33hzf6j2rd9r50g2n4agsytkd,1,64.1,27.6,2025-04-13T14:52:42.321Z,2025-04-13T14:52:44Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5649981307,213,2.21,5649981303,141,49.9,5649981301,140,53.3,5649981299,56,Center,5649981305,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778761,226,1,1,21,44,33hzf6j2rd9r50g2n4agsytkd,1,53.6,52.4,2025-04-13T14:52:44.129Z,2025-04-13T14:52:47Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5649981627,56,Left,5649981637,213,1.26,5649981631,141,88.4,5649981633,212,25.7,5649981629,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778807,227,1,1,21,47,33hzf6j2rd9r50g2n4agsytkd,1,60.2,83.8,2025-04-13T14:52:47.600Z,2025-04-13T14:52:50Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5649981823,56,Back,5649981833,212,17.5,5649981829,141,76.6,5649981839,213,3.43,5649981825,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778883,228,1,1,21,50,33hzf6j2rd9r50g2n4agsytkd,1,41.1,68.7,2025-04-13T14:52:50.128Z,2025-04-13T14:52:54Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5649982267,140,39.2,5649982275,212,19.1,5649982265,56,Back,5649982271,141,40.7,5649982277,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778919,229,1,1,21,54,33hzf6j2rd9r50g2n4agsytkd,1,40.7,26.1,2025-04-13T14:52:54.496Z,2025-04-13T14:52:56Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5649982467,213,0.61,5649982461,140,52.5,5649982463,141,38.9,5649982459,56,Center,5649982465,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778925,230,1,1,21,56,33hzf6j2rd9r50g2n4agsytkd,1,52.5,38.9,2025-04-13T14:52:55.919Z,2025-04-13T14:54:35Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5649982503,213,4.84,5649982497,140,52.8,5649982501,212,2.5,5649982495,56,Center,5649982499,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800778951,181,43,1,21,57,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-13T14:52:57.345Z,2025-04-13T14:53:11Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5649982595,56,Back,5649983925,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779027,231,1,1,21,58,33hzf6j2rd9r50g2n4agsytkd,1,48.1,27.3,2025-04-13T14:52:58.079Z,2025-04-13T14:53:01Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5649982971,140,42.2,5649982973,141,21.2,5649982969,56,Back,5649982975,212,7.5,5649982977,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779099,232,1,1,22,1,33hzf6j2rd9r50g2n4agsytkd,1,42.9,33.7,2025-04-13T14:53:01.792Z,2025-04-13T14:53:06Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5649983395,56,Back,5649983403,213,1.77,5649983401,212,20.1,5649983397,140,39.2,5649983399,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779131,233,1,1,22,6,33hzf6j2rd9r50g2n4agsytkd,1,56.3,68.8,2025-04-13T14:53:06.128Z,2025-04-13T14:53:08Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5649983601,56,Left,5649983603,140,58.0,5649983609,212,15.7,5649983605,141,91.7,5649983611,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779171,234,1,1,22,8,33hzf6j2rd9r50g2n4agsytkd,1,64.3,92.3,2025-04-13T14:53:08.336Z,2025-04-13T14:53:11Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5649983875,213,0.06,5649983867,56,Left,5649983871,141,93.0,5649983873,212,7.7,5649983869,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779219,235,1,1,22,11,33hzf6j2rd9r50g2n4agsytkd,1,63.8,92.0,2025-04-13T14:53:10.903Z,2025-04-13T14:53:14Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,,5649984117,140,47.4,5649984115,56,Back,5649984123,213,3.56,5649984121,212,18.8,5649984119,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779293,236,1,1,22,14,33hzf6j2rd9r50g2n4agsytkd,1,40.9,75.0,2025-04-13T14:53:14.416Z,2025-04-13T14:53:19Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5649984545,56,Back,5649984547,140,36.4,5649984553,213,4.50,5649984551,212,22.2,5649984549,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779367,237,1,1,22,19,33hzf6j2rd9r50g2n4agsytkd,1,54.1,34.3,2025-04-13T14:53:19.664Z,2025-04-13T14:53:22Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5649984883,212,16.0,5649984869,56,Right,5649984873,140,57.7,5649984877,141,11.4,5649984889,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779411,238,1,1,22,22,33hzf6j2rd9r50g2n4agsytkd,0,60.2,9.4,2025-04-13T14:53:22.481Z,2025-04-13T14:53:24Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5649985107,155,,5649985113,141,32.2,5649985121,213,0.61,5649985111,140,81.5,5649985109,56,Center,5649985117,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779485,182,12,1,22,27,46yo78zak2j7kaxc5ak1fnm60,1,11.9,66.3,2025-04-13T14:53:27.561Z,2025-04-13T14:53:28Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5649985417,213,1.41,5649985411,140,13.9,5649985413,141,85.7,5649985409,56,Back,5649985451,15,,5649985415,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779501,239,61,1,22,28,33hzf6j2rd9r50g2n4agsytkd,0,81.5,12.5,2025-04-13T14:53:28.392Z,2025-04-13T14:53:38Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5649985495,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779503,183,5,1,22,29,46yo78zak2j7kaxc5ak1fnm60,1,4.9,101.2,2025-04-13T14:53:29.329Z,2025-04-13T15:33:47Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5649985501,347,,5649985567,233,240,5649985499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779511,240,5,1,22,29,33hzf6j2rd9r50g2n4agsytkd,0,95.1,-1.2,2025-04-13T14:53:29.329Z,2025-04-13T15:33:47Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5649985545,347,,5649985543,56,Right,5649985619,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779791,184,1,1,22,47,46yo78zak2j7kaxc5ak1fnm60,0,4.1,100.0,2025-04-13T14:53:47.745Z,2025-04-13T14:53:49Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5649986983,56,Back,5649986989,212,23.1,5649986993,1,,5649986991,213,5.82,5649987023,189,,5649986987,141,86.8,5649986985,140,23.8,5649986979,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779821,242,1,1,22,49,33hzf6j2rd9r50g2n4agsytkd,1,73.8,16.4,2025-04-13T14:53:49.856Z,2025-04-13T14:55:04Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5649987133,212,13.7,5649987131,141,36.3,5649987129,140,71.5,5649987127,56,Center,5649987135,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779875,185,43,1,22,53,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-13T14:53:53.200Z,2025-04-13T14:54:48Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5649991581,144,45,5649987493,233,243,5649987397,285,0,5649987395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779885,243,43,1,22,53,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-13T14:53:53.200Z,2025-04-13T14:54:51Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5649987437,286,0,5649991775,144,3,5649987435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779923,244,1,1,22,54,33hzf6j2rd9r50g2n4agsytkd,1,71.6,41.9,2025-04-13T14:53:54.272Z,2025-04-13T14:53:56Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5649987637,213,4.69,5649987631,140,71.4,5649987633,141,25.6,5649987635,212,11.1,5649987629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800779975,245,1,1,22,56,33hzf6j2rd9r50g2n4agsytkd,1,70.7,25.6,2025-04-13T14:53:56.224Z,2025-04-13T14:54:00Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5649987927,140,81.8,5649987933,213,5.61,5649987931,212,14.9,5649987929,141,12.0,5649987925,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800780053,246,1,1,23,0,33hzf6j2rd9r50g2n4agsytkd,1,79.3,10.0,2025-04-13T14:54:00.096Z,2025-04-13T14:54:05Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5649988335,141,9.7,5649988337,212,14.1,5649988339,213,3.16,5649988333,140,65.9,5649988331,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800780083,247,1,1,23,5,33hzf6j2rd9r50g2n4agsytkd,1,74.9,11.9,2025-04-13T14:54:05.136Z,2025-04-13T14:54:06Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5649988523,56,Right,5649988531,213,0.76,5649988529,212,7.1,5649988527,141,19.1,5649988525,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800780177,250,4,1,23,5,33hzf6j2rd9r50g2n4agsytkd,1,81.4,21.2,2025-04-13T14:54:05.511Z,2025-04-13T14:55:09Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5649989107,233,186,5649989081,152,,5649989083,265,,5649989077,13,,5649989085,286,,5649989079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800780155,186,4,1,23,5,46yo78zak2j7kaxc5ak1fnm60,0,18.6,78.8,2025-04-13T14:54:05.512Z,2025-04-13T14:54:28Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5649989819,55,187,5649988981,13,,5649988983,56,Back,5649988989,285,,5649988987,265,,5649989177,233,250,5649988985,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800780103,248,43,1,23,6,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-13T14:54:06.544Z,2025-04-13T14:54:19Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5649988633,140,80.1,5649989655,144,1,5649988639,213,1.53,5649988627,56,Center,5649988637,212,7.9,5649988635,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800780185,187,17,1,23,6,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-13T14:54:06.624Z,2025-04-13T14:54:29Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5649989781,13,243,5649989783,55,186,5649989777,31,,5649989779,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800780109,249,43,1,23,7,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-13T14:54:07.840Z,2025-04-13T14:54:18Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5649988669,56,Center,5649989535,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781229,251,15,1,24,34,33hzf6j2rd9r50g2n4agsytkd,1,82.4,17.4,2025-04-13T14:55:33.953Z,2025-04-13T14:55:48Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5649996107,80,,5649995113,67,,5649995111,26,,5649996105,72,,5649996153,233,189,5649995115,56,Right,5649996109,102,47.5,5649996129,231,45.3,5649996119,458,,5649996123,146,88.4,5649996121,82,5649996113,103,19,5649996125,147,27.6,5649996127,230,,,,,,97.7,,,,,
2800781241,189,10,1,24,34,46yo78zak2j7kaxc5ak1fnm60,1,11.6,72.4,2025-04-13T14:55:34.053Z,2025-04-13T14:56:02Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5649995233,94,,5649995235,56,Back,5649996201,233,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781269,252,15,1,24,38,33hzf6j2rd9r50g2n4agsytkd,1,79.4,23.4,2025-04-13T14:55:38.304Z,2025-04-13T15:20:23Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5649996897,76,,5649996919,82,,5649996895,72,,5649996923,147,28.0,5649996911,328,,5649996921,146,82.5,5649996925,230,98.2,5649996927,231,44.9,5649996917,458,,5649996899,102,53.5,5650107579,24,5649996995,233,190,5649996901,103,19,5649995391,18,5649995393,56,,,,,,Center,,,
2800781265,190,10,1,24,38,46yo78zak2j7kaxc5ak1fnm60,1,17.5,72.0,2025-04-13T14:55:38.404Z,2025-04-13T14:55:59Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5649995369,94,,5649995371,56,Back,5649996999,233,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781271,191,6,1,24,38,46yo78zak2j7kaxc5ak1fnm60,0,15.4,68.2,2025-04-13T14:55:38.808Z,2025-04-13T14:55:45Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5649995445,73,,5649995583,233,253,5649995443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781281,253,6,1,24,38,33hzf6j2rd9r50g2n4agsytkd,1,84.6,31.8,2025-04-13T14:55:38.808Z,2025-04-13T15:33:55Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5649995515,56,Center,5649995517,75,,5649995565,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781569,254,1,1,25,0,33hzf6j2rd9r50g2n4agsytkd,1,99.5,0.5,2025-04-13T14:56:00.625Z,2025-04-13T14:56:04Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5649997149,56,Right,5649997151,140,88.0,5649997153,141,8.8,5649997157,213,2.70,5649997155,212,13.3,5649997147,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781603,255,1,1,25,1,33hzf6j2rd9r50g2n4agsytkd,1,88.0,8.8,2025-04-13T14:56:01.553Z,2025-04-13T14:56:04Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5649997305,212,4.9,5649997299,56,Right,5649997301,140,83.4,5649997307,213,3.30,5649997303,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781647,256,1,1,25,4,33hzf6j2rd9r50g2n4agsytkd,0,77.2,23.3,2025-04-13T14:56:04.577Z,2025-04-13T14:56:07Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5649997545,56,Center,5649997547,140,88.9,5649997549,141,51.9,5649997551,212,23.0,5649997553,213,1.01,5649997543,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781645,192,12,1,25,6,46yo78zak2j7kaxc5ak1fnm60,1,6.1,49.3,2025-04-13T14:56:06.071Z,2025-04-13T14:56:07Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5649997531,212,12.2,5649997523,56,Back,5649997535,213,0.46,5649997525,140,16.5,5649997537,15,,5649997527,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781787,193,12,1,25,7,46yo78zak2j7kaxc5ak1fnm60,1,16.5,57.3,2025-04-13T14:56:07.817Z,2025-04-13T14:56:21Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5649998375,141,56.0,5649998379,213,6.25,5649998373,140,44.8,5649998377,212,29.7,5649998371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781747,257,1,1,25,13,33hzf6j2rd9r50g2n4agsytkd,1,55.2,44.9,2025-04-13T14:56:13.169Z,2025-04-13T14:56:16Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5649998145,212,12.8,5649998135,56,Center,5649998147,213,5.20,5649998141,141,28.3,5649998139,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781759,258,1,1,25,16,33hzf6j2rd9r50g2n4agsytkd,0,58.6,28.8,2025-04-13T14:56:16.625Z,2025-04-13T14:56:18Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5649998227,213,0.84,5649998217,155,,5649998225,212,38.1,5649998221,140,82.8,5649998223,141,70.5,5649998219,56,Center,5649998229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781795,194,12,1,25,21,46yo78zak2j7kaxc5ak1fnm60,1,19.9,26.8,2025-04-13T14:56:20.961Z,2025-04-13T14:56:37Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5649998443,15,,5649998401,140,33.8,5649998403,141,20.3,5649998409,213,5.99,5649998399,56,Back,5649998405,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800808517,461,61,1,25,26,33hzf6j2rd9r50g2n4agsytkd,0,74.1,79.6,2025-04-13T14:56:25.892Z,2025-04-13T15:27:25Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5650142631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781867,195,4,1,25,27,46yo78zak2j7kaxc5ak1fnm60,1,29.7,20.1,2025-04-13T14:56:27.264Z,2025-04-13T14:57:06Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5649998811,152,,5649999677,285,,5649998807,56,Back,5649999673,233,259,5649998803,13,,5650001355,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800781869,259,4,1,25,27,33hzf6j2rd9r50g2n4agsytkd,0,70.3,79.9,2025-04-13T14:56:27.265Z,2025-04-13T14:57:08Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5649998869,286,,5649999717,233,195,5649998863,56,Left,5649998861,13,,5649998865,152,,5650001443,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800782003,196,1,1,25,40,46yo78zak2j7kaxc5ak1fnm60,1,45.3,20.0,2025-04-13T14:56:40.080Z,2025-04-13T14:56:41Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5649999617,152,,5649999615,5,,5649999625,212,10.5,5649999623,141,18.9,5649999621,140,35.3,5649999629,213,3.21,5649999619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800782019,197,1,1,25,41,46yo78zak2j7kaxc5ak1fnm60,1,35.3,18.9,2025-04-13T14:56:40.928Z,2025-04-13T14:56:42Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5649999743,140,31.7,5649999741,56,Back,5649999749,213,1.86,5649999747,212,13.1,5649999745,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
