id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value
2800612761,244,83,1,24,50,2nnlsjfbcea40t4jeclcbw9lk,0,38.3,12.9,2025-04-13T12:32:15.240Z,2025-04-13T12:32:17Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5649093137,399,dvl8q7nwvz3o6d73220d1ag2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800612793,186,1,1,24,52,czkf5t3ai00ghwbga03i5aqxw,0,68.0,94.2,2025-04-13T12:32:16.996Z,2025-04-13T12:32:18Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5649093095,56,Left,5649093097,140,76.4,5649093101,212,8.9,5649093103,213,0.09,5649093099,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800612841,245,8,1,24,53,2nnlsjfbcea40t4jeclcbw9lk,1,25.6,7.4,2025-04-13T12:32:18.153Z,2025-04-13T12:32:25Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5649093321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800612855,246,43,1,24,54,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-13T12:32:19.745Z,2025-04-13T12:32:44Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5649093401,141,0.0,5649093403,212,8.0,5649093399,140,30.8,5649095483,144,1,5649093397,56,Back,5649093405,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800612835,187,5,1,24,55,czkf5t3ai00ghwbga03i5aqxw,1,68.2,101.8,2025-04-13T12:32:19.781Z,2025-04-13T14:37:07Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5649093437,233,247,5649093309,56,Left,5649093311,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800612861,247,5,1,24,55,2nnlsjfbcea40t4jeclcbw9lk,0,31.8,-1.8,2025-04-13T12:32:19.781Z,2025-04-13T14:37:08Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5649093435,347,,5649093433,56,Back,5649093455,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800612983,188,1,1,24,59,czkf5t3ai00ghwbga03i5aqxw,1,66.4,100.0,2025-04-13T12:32:24.084Z,2025-04-13T12:32:28Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5649094087,140,51.9,5649094095,212,15.7,5649094099,213,3.39,5649094083,56,Left,5649094091,141,96.3,5649094079,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800612991,189,1,1,25,3,czkf5t3ai00ghwbga03i5aqxw,1,48.1,86.5,2025-04-13T12:32:28.517Z,2025-04-13T12:32:29Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5649094147,213,3.20,5649094141,140,37.3,5649094143,141,85.6,5649094139,56,Back,5649094145,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613061,190,1,1,25,4,czkf5t3ai00ghwbga03i5aqxw,1,37.5,85.6,2025-04-13T12:32:29.348Z,2025-04-13T12:32:46Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5649094527,140,34.4,5649094525,56,Back,5649094529,141,51.0,5649094533,213,4.57,5649094531,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613093,191,1,1,25,8,czkf5t3ai00ghwbga03i5aqxw,1,34.4,49.4,2025-04-13T12:32:33.013Z,2025-04-13T12:32:44Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5649094665,212,32.4,5649094669,1,,5649094667,213,5.27,5649094659,140,50.7,5649094663,141,8.9,5649094655,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613109,192,1,1,25,9,czkf5t3ai00ghwbga03i5aqxw,1,50.8,9.8,2025-04-13T12:32:34.596Z,2025-04-13T12:32:35Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649094765,213,1.47,5649094759,140,51.8,5649094757,56,Center,5649094761,141,24.4,5649094763,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613115,193,1,1,25,11,czkf5t3ai00ghwbga03i5aqxw,0,51.8,24.3,2025-04-13T12:32:35.747Z,2025-04-13T12:32:40Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5649094803,212,1.4,5649095103,236,,5649094801,141,24.4,5649095107,233,248,5649094799,140,53.1,5649094797,56,Center,5649095115,286,,5649094805,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613175,248,74,1,25,11,2nnlsjfbcea40t4jeclcbw9lk,1,40.1,87.7,2025-04-13T12:32:35.748Z,2025-04-13T14:38:08Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5649095165,233,193,5649095087,56,Back,5649095091,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613151,194,5,1,25,13,czkf5t3ai00ghwbga03i5aqxw,1,58.1,-2.0,2025-04-13T12:32:38.628Z,2025-04-13T14:37:08Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5649095217,233,249,5649094993,56,Right,5649094997,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613193,249,5,1,25,13,2nnlsjfbcea40t4jeclcbw9lk,0,41.9,102.0,2025-04-13T12:32:38.628Z,2025-04-13T14:37:09Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5649095243,233,194,5649095205,56,Back,5649095207,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613349,195,1,1,25,24,czkf5t3ai00ghwbga03i5aqxw,1,56.0,0.0,2025-04-13T12:32:49.428Z,2025-04-13T12:32:50Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649096015,213,1.27,5649096009,140,59.5,5649096005,107,,5649096011,141,16.4,5649096013,212,12.4,5649096007,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613383,196,1,1,25,25,czkf5t3ai00ghwbga03i5aqxw,1,59.5,16.4,2025-04-13T12:32:50.516Z,2025-04-13T12:32:52Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5649096165,56,Right,5649096167,140,59.0,5649096169,141,5.2,5649096171,212,7.6,5649096173,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613393,197,3,1,25,27,czkf5t3ai00ghwbga03i5aqxw,0,59.4,7.0,2025-04-13T12:32:52.660Z,2025-04-13T12:32:58Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649096205,56,Right,5649096207,286,,5649096489,233,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613429,250,7,1,25,27,2nnlsjfbcea40t4jeclcbw9lk,1,40.6,93.0,2025-04-13T12:32:52.661Z,2025-04-13T12:32:57Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5649096449,233,197,5649096423,167,,5649096431,285,,5649096427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613405,198,5,1,25,29,czkf5t3ai00ghwbga03i5aqxw,1,59.9,-1.8,2025-04-13T12:32:53.875Z,2025-04-13T14:37:09Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649096747,233,251,5649096287,56,Right,5649096291,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613485,251,5,1,25,29,2nnlsjfbcea40t4jeclcbw9lk,0,40.1,101.8,2025-04-13T12:32:53.875Z,2025-04-13T14:37:10Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5649096721,347,,5649096771,233,198,5649096719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613661,199,1,1,25,39,czkf5t3ai00ghwbga03i5aqxw,0,57.8,0.0,2025-04-13T12:33:03.877Z,2025-04-13T12:33:13Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649097555,56,Right,5649097557,140,76.4,5649097563,213,0.40,5649097561,212,21.2,5649097559,141,10.7,5649097553,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613671,200,61,1,25,42,czkf5t3ai00ghwbga03i5aqxw,1,76.4,10.7,2025-04-13T12:33:07.150Z,2025-04-13T12:33:24Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5649097581,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613667,252,4,1,25,43,2nnlsjfbcea40t4jeclcbw9lk,1,17.7,88.5,2025-04-13T12:33:07.928Z,2025-04-13T14:37:44Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5649099471,152,,5649097569,285,,5649100409,233,204,5649099465,13,,5649099467,264,,5649097567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613747,201,43,1,25,43,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-13T12:33:07.929Z,2025-04-13T12:33:37Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5649097925,286,0,5649097923,56,Right,5649100073,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800614025,204,4,1,25,43,czkf5t3ai00ghwbga03i5aqxw,0,82.3,11.5,2025-04-13T12:33:07.929Z,2025-04-13T14:37:45Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5649099429,56,Right,5649099431,152,,5649099433,286,,5649099425,13,,5649120287,55,235,5649099427,264,,5649100439,233,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613733,253,43,1,25,43,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-13T12:33:08.217Z,2025-04-13T12:33:32Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5649097825,140,9.4,5649099553,144,12,5649097831,213,1.02,5649097829,212,2.0,5649097827,141,89.3,5649097823,56,Back,5649097841,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613771,202,43,1,25,47,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-13T12:33:11.777Z,2025-04-13T12:33:34Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5649099769,144,61,5649098029,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613779,254,43,1,25,48,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-13T12:33:13.514Z,2025-04-13T12:33:33Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5649098059,56,Back,5649099707,144,5,5649098061,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800613787,203,43,1,25,49,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-13T12:33:14.325Z,2025-04-13T12:33:32Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5649098075,56,Right,5649098137,233,254,5649098077,347,0,5649099563,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800614489,255,1,1,26,18,2nnlsjfbcea40t4jeclcbw9lk,1,15.5,90.3,2025-04-13T12:33:43.243Z,2025-04-13T12:33:53Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5649101547,212,9.8,5649101541,56,Back,5649101543,140,8.6,5649101539,152,,5649101537,5,,5649101545,141,80.6,5649101549,213,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800614543,256,1,1,26,28,2nnlsjfbcea40t4jeclcbw9lk,1,6.4,76.1,2025-04-13T12:33:53.466Z,2025-04-13T12:33:56Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5649101833,56,Back,5649101837,141,30.9,5649101841,213,4.91,5649101839,212,31.4,5649101835,140,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800614781,257,1,1,26,31,2nnlsjfbcea40t4jeclcbw9lk,1,13.0,29.5,2025-04-13T12:33:56.169Z,2025-04-13T13:06:06Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5649103021,56,Back,5649103023,140,22.5,5649103027,212,17.8,5649103029,213,5.31,5649103025,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800614813,258,1,1,26,42,2nnlsjfbcea40t4jeclcbw9lk,0,30.0,6.4,2025-04-13T12:34:07.194Z,2025-04-13T13:06:04Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5649103189,1,,5649103179,56,Right,5649103181,140,62.2,5649103183,141,13.1,5649103187,213,0.13,5649103185,212,34.1,5649103177,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800614877,205,1,1,26,44,czkf5t3ai00ghwbga03i5aqxw,1,36.8,86.6,2025-04-13T12:34:09.140Z,2025-04-13T12:34:11Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5649103465,140,47.9,5649103475,213,5.95,5649103469,141,80.6,5649103473,212,12.3,5649103463,56,Back,5649103461,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800614895,206,1,1,26,46,czkf5t3ai00ghwbga03i5aqxw,1,47.9,80.6,2025-04-13T12:34:11.493Z,2025-04-13T12:34:12Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5649103569,212,7.6,5649103571,213,4.25,5649103563,56,Back,5649103567,141,70.6,5649103565,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800615001,208,1,1,26,52,czkf5t3ai00ghwbga03i5aqxw,0,54.4,74.7,2025-04-13T12:34:16.756Z,2025-04-13T12:34:18Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5649104059,212,4.0,5649104359,233,259,5649104055,140,58.2,5649104363,286,,5649104061,213,6.23,5649104053,56,Center,5649104357,236,,5649104057,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2800615051,259,74,1,26,52,2nnlsjfbcea40t4jeclcbw9lk,1,38.0,25.9,2025-04-13T12:34:16.757Z,2025-04-13T14:38:08Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5649104291,56,Back,5649104293,285,,5649104389,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800615271,209,1,1,26,59,czkf5t3ai00ghwbga03i5aqxw,1,27.7,95.9,2025-04-13T12:34:23.973Z,2025-04-13T12:34:27Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5649105287,212,8.7,5649105281,56,Back,5649105283,140,19.6,5649105285,141,98.6,5649105289,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800615469,210,1,1,27,2,czkf5t3ai00ghwbga03i5aqxw,0,19.7,98.6,2025-04-13T12:34:26.997Z,2025-04-13T12:34:43Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5649106239,140,20.9,5649106241,141,98.9,5649106243,212,1.3,5649106247,1,,5649107093,236,,5649106235,157,,5649107095,233,261,5649106237,56,Back,5649106245,213,0.16,5649107099,286,,,,,,,,,,,,,,,,,,,,,
2800615615,261,74,1,27,2,2nnlsjfbcea40t4jeclcbw9lk,1,70.4,2.5,2025-04-13T12:34:26.998Z,2025-04-13T14:38:09Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5649106873,56,Right,5649106877,285,,5649107119,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616739,220,5,1,27,4,czkf5t3ai00ghwbga03i5aqxw,1,35.2,102.0,2025-04-13T12:34:29.007Z,2025-04-13T12:35:38Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5649112487,56,Back,5649112801,233,260,5649112489,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800615415,260,5,1,27,4,2nnlsjfbcea40t4jeclcbw9lk,0,64.8,-2.0,2025-04-13T12:34:29.007Z,2025-04-13T14:37:10Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5649105983,56,Right,5649112835,233,220,5649105985,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800615955,211,1,1,27,29,czkf5t3ai00ghwbga03i5aqxw,0,26.3,100.0,2025-04-13T12:34:53.860Z,2025-04-13T12:35:39Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5649108547,212,22.3,5649108545,141,92.1,5649113203,107,,5649113207,1,,5649108549,213,5.98,5649108541,56,Back,5649108543,140,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800615989,262,44,1,27,31,2nnlsjfbcea40t4jeclcbw9lk,1,53.1,7.2,2025-04-13T12:34:56.084Z,2025-04-13T14:39:09Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5649108773,233,212,5649108711,56,Right,5649108713,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800615963,212,44,1,27,31,czkf5t3ai00ghwbga03i5aqxw,0,46.9,92.8,2025-04-13T12:34:56.085Z,2025-04-13T14:39:09Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5649108589,285,,5649108585,56,Back,5649108823,233,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616015,263,1,1,27,31,2nnlsjfbcea40t4jeclcbw9lk,1,52.7,5.9,2025-04-13T12:34:56.467Z,2025-04-13T14:27:57Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5649108881,140,57.5,5649108873,3,,5649108877,56,Right,5649108893,213,0.57,5649108889,212,6.0,5649108885,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616111,264,1,1,27,33,2nnlsjfbcea40t4jeclcbw9lk,0,57.5,10.7,2025-04-13T12:34:58.570Z,2025-04-13T12:35:03Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5649109379,140,70.4,5649109381,141,42.5,5649109383,212,25.5,5649109375,157,,5649109377,56,Center,5649109387,1,,5649109385,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616049,213,44,1,27,35,czkf5t3ai00ghwbga03i5aqxw,1,27.8,59.0,2025-04-13T12:35:00.053Z,2025-04-13T14:39:10Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649109095,56,Back,5649109097,285,,5649109563,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616123,265,44,1,27,35,2nnlsjfbcea40t4jeclcbw9lk,0,72.2,41.0,2025-04-13T12:35:00.054Z,2025-04-13T14:39:10Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5649109439,56,Center,5649109643,233,213,5649109441,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616081,214,1,1,27,35,czkf5t3ai00ghwbga03i5aqxw,0,24.8,61.5,2025-04-13T12:35:00.309Z,2025-04-13T12:35:01Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649109237,212,16.1,5649109225,56,Back,5649109229,140,39.3,5649109239,213,0.34,5649109221,3,,5649109233,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616215,266,1,1,27,38,2nnlsjfbcea40t4jeclcbw9lk,1,63.8,39.8,2025-04-13T12:35:03.578Z,2025-04-13T12:35:06Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5649109903,3,,5649109907,56,Center,5649109911,141,62.1,5649109913,212,16.8,5649109909,140,70.6,5649109915,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616371,268,3,1,27,49,2nnlsjfbcea40t4jeclcbw9lk,0,90.2,87.4,2025-04-13T12:35:13.898Z,2025-04-13T14:38:25Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5649110717,286,,5649110715,56,Left,5649111235,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616473,215,7,1,27,49,czkf5t3ai00ghwbga03i5aqxw,1,9.8,12.6,2025-04-13T12:35:13.899Z,2025-04-13T14:38:24Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649111173,285,,5649111171,56,Back,5649111225,233,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616513,217,61,1,27,56,czkf5t3ai00ghwbga03i5aqxw,0,8.2,2.9,2025-04-13T12:35:21.126Z,2025-04-13T12:35:21Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649111331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616553,269,61,1,27,57,2nnlsjfbcea40t4jeclcbw9lk,0,81.5,92.6,2025-04-13T12:35:22.730Z,2025-04-13T13:08:31Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5649111493,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616655,218,12,1,28,2,czkf5t3ai00ghwbga03i5aqxw,1,2.7,3.8,2025-04-13T12:35:27.002Z,2025-04-13T12:35:30Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5649112045,397,,5649111993,56,Back,5649112001,212,1.8,5649111997,141,3.8,5649112047,233,270,5649112005,213,0.00,5649112015,15,,5649111995,140,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616613,270,74,1,28,2,2nnlsjfbcea40t4jeclcbw9lk,1,94.8,95.0,2025-04-13T12:35:27.003Z,2025-04-13T12:35:29Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5649111763,285,,5649111845,397,,5649111761,56,Left,5649112035,233,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616671,219,5,1,28,3,czkf5t3ai00ghwbga03i5aqxw,1,6.8,-2.0,2025-04-13T12:35:28.506Z,2025-04-13T14:37:11Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5649112085,56,Back,5649112087,347,,5649112117,233,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616647,271,5,1,28,3,2nnlsjfbcea40t4jeclcbw9lk,0,93.2,102.0,2025-04-13T12:35:28.506Z,2025-04-13T12:35:33Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5649111955,347,,5649112155,233,219,5649111953,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616947,221,1,1,28,17,czkf5t3ai00ghwbga03i5aqxw,1,11.9,0.0,2025-04-13T12:35:42.133Z,2025-04-13T12:35:44Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649113563,141,16.4,5649113561,140,29.1,5649113559,56,Back,5649113567,213,0.59,5649113569,1,,5649113557,107,,5649113565,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800616959,222,1,1,28,19,czkf5t3ai00ghwbga03i5aqxw,1,29.1,16.4,2025-04-13T12:35:44.228Z,2025-04-13T12:59:50Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5649113613,213,3.54,5649113611,212,16.9,5649113607,140,14.3,5649113663,156,,5649113605,56,Back,5649113609,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800617011,223,1,1,28,21,czkf5t3ai00ghwbga03i5aqxw,0,14.1,6.2,2025-04-13T12:35:45.765Z,2025-04-13T12:35:47Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649113967,140,26.8,5649113965,56,Back,5649113975,1,,5649113973,213,5.89,5649113971,212,14.5,5649113969,141,0.0,5649113963,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800617013,224,5,1,28,22,czkf5t3ai00ghwbga03i5aqxw,0,27.7,-2.0,2025-04-13T12:35:46.958Z,2025-04-13T14:37:12Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5649114263,233,272,5649113979,347,,5649113977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800617061,272,5,1,28,22,2nnlsjfbcea40t4jeclcbw9lk,1,72.3,102.0,2025-04-13T12:35:46.958Z,2025-04-13T14:37:11Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5649114213,233,224,5649114205,56,Left,5649114207,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800617169,273,1,1,28,24,2nnlsjfbcea40t4jeclcbw9lk,1,70.9,100.0,2025-04-13T12:35:49.690Z,2025-04-13T12:35:55Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5649114737,141,90.0,5649114733,56,Left,5649114731,107,,5649114735,140,92.0,5649114739,212,23.6,5649114743,1,,5649114741,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800617201,274,1,1,28,31,2nnlsjfbcea40t4jeclcbw9lk,1,91.5,93.3,2025-04-13T12:35:55.851Z,2025-04-13T12:35:57Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5649114925,140,83.7,5649114927,141,96.5,5649114929,212,8.5,5649114923,56,Left,5649114931,213,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800617235,275,1,1,28,32,2nnlsjfbcea40t4jeclcbw9lk,0,82.6,96.3,2025-04-13T12:35:57.242Z,2025-04-13T12:35:58Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5649115067,56,Left,5649115075,213,4.21,5649115073,212,11.3,5649115071,141,81.8,5649115069,140,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800617263,225,8,1,28,35,czkf5t3ai00ghwbga03i5aqxw,1,22.3,12.6,2025-04-13T12:35:59.956Z,2025-04-13T12:36:00Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5649115267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
