id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2793556065,116,83,1,12,57,evf5hhqgnjhwjsth1m6pawxdp,0,23.1,90.0,2025-03-30T12:16:52.967Z,2025-03-30T12:16:59Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5610261615,399,cyfvxg9z9aqfsoydhz7sr3qxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556089,117,83,1,12,59,evf5hhqgnjhwjsth1m6pawxdp,0,18.7,91.1,2025-03-30T12:16:54.743Z,2025-03-30T13:09:03Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5610261567,399,cyfvxg9z9aqfsoydhz7sr3qxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556155,172,1,1,12,59,2nnlsjfbcea40t4jeclcbw9lk,1,86.8,9.7,2025-03-30T12:16:55.308Z,2025-03-30T12:29:48Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5610261505,140,72.5,5610261503,56,Right,5610261511,213,3.30,5610261509,212,15.2,5610261507,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556159,173,1,1,13,2,2nnlsjfbcea40t4jeclcbw9lk,1,71.5,5.9,2025-03-30T12:16:57.532Z,2025-03-30T12:29:50Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610261537,141,10.9,5610261539,212,7.6,5610261543,213,2.68,5610261535,140,65.0,5610261533,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556229,174,1,1,13,7,2nnlsjfbcea40t4jeclcbw9lk,1,64.3,10.9,2025-03-30T12:17:02.549Z,2025-03-30T12:30:03Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5610261919,141,19.2,5610261927,213,1.15,5610261923,212,6.2,5610261913,56,Right,5610261915,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556329,175,1,1,13,8,2nnlsjfbcea40t4jeclcbw9lk,0,66.7,19.2,2025-03-30T12:17:03.604Z,2025-03-30T13:00:48Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5610262427,212,35.7,5610262429,213,5.87,5610262421,56,Right,5610262423,140,97.8,5610262425,141,0.0,5610262431,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556443,177,81,1,13,12,2nnlsjfbcea40t4jeclcbw9lk,0,97.6,2.8,2025-03-30T12:17:07.477Z,2025-03-30T12:17:27Z,,,,,5610262953,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556385,118,5,1,13,13,evf5hhqgnjhwjsth1m6pawxdp,1,2.6,101.6,2025-03-30T12:17:09.320Z,2025-03-30T12:22:21Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5610262679,233,176,5610262659,56,Back,5610262661,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556335,176,5,1,13,13,2nnlsjfbcea40t4jeclcbw9lk,0,97.4,-1.6,2025-03-30T12:17:09.320Z,2025-03-30T12:17:13Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5610262717,233,118,5610262461,56,Right,5610262463,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556655,119,1,1,13,31,evf5hhqgnjhwjsth1m6pawxdp,0,4.8,100.0,2025-03-30T12:17:26.952Z,2025-03-30T12:17:30Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5610264195,56,Back,5610264193,107,,5610264201,212,19.7,5610264197,140,23.1,5610264203,213,6.05,5610264199,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556651,178,44,1,13,34,2nnlsjfbcea40t4jeclcbw9lk,1,76.5,5.1,2025-03-30T12:17:29.509Z,2025-03-30T13:17:52Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610264177,56,Right,5610264179,286,,5610264317,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556661,120,44,1,13,34,evf5hhqgnjhwjsth1m6pawxdp,0,23.5,94.9,2025-03-30T12:17:29.510Z,2025-03-30T13:17:52Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5610264327,233,178,5610264227,56,Back,5610264229,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556669,179,1,1,13,34,2nnlsjfbcea40t4jeclcbw9lk,1,75.9,5.9,2025-03-30T12:17:29.877Z,2025-03-30T12:22:48Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610264257,212,5.0,5610264249,140,79.2,5610264241,3,,5610264261,213,0.81,5610264253,141,11.3,5610264245,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556679,180,1,1,13,35,2nnlsjfbcea40t4jeclcbw9lk,1,79.3,11.6,2025-03-30T12:17:30.517Z,2025-03-30T12:22:50Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5610264301,141,9.2,5610264303,212,3.5,5610264305,213,5.81,5610264297,56,Right,5610264299,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556691,181,1,1,13,35,2nnlsjfbcea40t4jeclcbw9lk,0,82.6,10.9,2025-03-30T12:17:30.981Z,2025-03-30T12:22:49Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610264369,141,8.6,5610264367,140,80.3,5610264371,212,2.9,5610264373,213,3.72,5610264365,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556701,121,3,1,13,37,evf5hhqgnjhwjsth1m6pawxdp,0,20.8,92.8,2025-03-30T12:17:32.676Z,2025-03-30T12:17:36Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5610264409,56,Back,5610264505,233,182,5610264411,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556709,182,7,1,13,37,2nnlsjfbcea40t4jeclcbw9lk,0,79.2,7.2,2025-03-30T12:17:32.677Z,2025-03-30T12:17:35Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5610264477,233,121,5610264437,286,,5610264433,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556721,122,61,1,13,38,evf5hhqgnjhwjsth1m6pawxdp,1,20.1,92.4,2025-03-30T12:17:33.678Z,2025-03-30T12:17:33Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5610264489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556737,123,83,1,13,39,evf5hhqgnjhwjsth1m6pawxdp,0,26.1,93.5,2025-03-30T12:17:34.696Z,2025-03-30T13:53:44Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5610264867,399,1ojl4m8rsuzsjufucdotav4es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556799,184,1,1,13,41,2nnlsjfbcea40t4jeclcbw9lk,1,70.9,5.8,2025-03-30T12:17:36.518Z,2025-03-30T12:17:38Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610264957,213,2.38,5610264949,56,Center,5610264951,140,57.8,5610264953,141,25.2,5610264955,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556903,185,1,1,13,48,2nnlsjfbcea40t4jeclcbw9lk,1,63.4,52.7,2025-03-30T12:17:43.941Z,2025-03-30T12:17:46Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5610265535,140,55.0,5610265533,56,Left,5610265539,212,20.0,5610265541,213,2.03,5610265537,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556949,186,1,1,13,50,2nnlsjfbcea40t4jeclcbw9lk,1,54.3,79.4,2025-03-30T12:17:45.939Z,2025-03-30T12:17:49Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5610265777,141,82.3,5610265779,212,34.8,5610265773,56,Left,5610265775,140,87.4,5610265781,213,0.06,5610265783,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556969,187,1,1,13,54,2nnlsjfbcea40t4jeclcbw9lk,0,96.7,73.8,2025-03-30T12:17:49.621Z,2025-03-30T12:17:50Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5610265927,236,,5610265889,212,2.1,5610265891,213,4.46,5610265887,141,70.8,5610265929,233,124,5610265933,286,,5610265883,56,Center,5610265885,140,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793556961,124,74,1,13,54,evf5hhqgnjhwjsth1m6pawxdp,1,4.3,28.3,2025-03-30T12:17:49.622Z,2025-03-30T12:17:51Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5610265951,233,187,5610265841,56,Back,5610265843,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557035,126,1,1,13,58,evf5hhqgnjhwjsth1m6pawxdp,0,8.2,5.9,2025-03-30T12:17:53.705Z,2025-03-30T12:17:55Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5610266183,157,,5610266185,56,Back,5610266187,140,31.0,5610266189,141,33.0,5610266191,212,30.2,5610266193,213,0.66,5610266195,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557091,189,1,1,14,2,2nnlsjfbcea40t4jeclcbw9lk,1,72.6,60.5,2025-03-30T12:17:57.877Z,2025-03-30T12:18:06Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,1.0,,5610266489,212,18.1,5610266491,213,4.86,5610266487,141,34.2,5610266911,210,15,5610266485,140,75.2,5610266483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557093,190,15,1,14,4,2nnlsjfbcea40t4jeclcbw9lk,1,75.4,33.0,2025-03-30T12:17:59.796Z,2025-03-30T12:18:06Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610266991,146,82.1,5610266497,18,,5610266979,103,19,5610266967,29,,5610266993,147,37.5,5610266997,231,49.5,5610267005,233,127,5610266975,102,49.6,5610266499,56,Center,5610266661,82,5610266995,230,5610266969,55,189,5610266965,78,,5610266657,20,5610266495,22,,,98.1,5610266983,215,,,,,,,,,
2793557103,127,10,1,14,4,evf5hhqgnjhwjsth1m6pawxdp,1,17.9,62.5,2025-03-30T12:17:59.896Z,2025-03-30T12:18:06Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5610266545,56,Back,5610267031,233,190,5610266543,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557419,130,1,1,14,23,evf5hhqgnjhwjsth1m6pawxdp,0,18.0,55.5,2025-03-30T12:18:18.520Z,2025-03-30T12:18:31Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5610268261,140,64.7,5610268263,141,80.0,5610268265,212,51.8,5610268259,56,Left,5610268269,1,,5610269267,157,,5610268267,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557481,191,1,1,14,27,2nnlsjfbcea40t4jeclcbw9lk,1,33.2,21.2,2025-03-30T12:18:22.437Z,2025-03-30T12:18:25Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610268605,3,,5610268607,56,Center,5610268609,140,56.7,5610268615,213,0.21,5610268613,212,25.3,5610268611,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557487,192,50,1,14,29,2nnlsjfbcea40t4jeclcbw9lk,1,57.4,29.8,2025-03-30T12:18:25.317Z,2025-03-30T12:18:27Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610268631,56,Center,5610268633,286,,5610268743,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557511,131,7,1,14,29,evf5hhqgnjhwjsth1m6pawxdp,0,42.6,70.2,2025-03-30T12:18:25.318Z,2025-03-30T12:18:28Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5610268697,285,,5610268713,233,192,5610268695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557555,132,45,1,14,31,evf5hhqgnjhwjsth1m6pawxdp,0,41.5,70.6,2025-03-30T12:18:26.628Z,2025-03-30T13:01:11Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5610269069,233,194,5610268939,285,,5610268937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557545,194,3,1,14,31,2nnlsjfbcea40t4jeclcbw9lk,1,58.5,29.4,2025-03-30T12:18:26.628Z,2025-03-30T12:18:29Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5610268895,286,,5610268893,56,Center,5610268981,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557629,195,1,1,14,32,2nnlsjfbcea40t4jeclcbw9lk,1,56.5,33.6,2025-03-30T12:18:28.309Z,2025-03-30T12:18:33Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5610269359,141,54.3,5610269357,140,67.2,5610269361,212,18.0,5610269363,213,0.90,5610269355,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557635,196,50,1,14,37,2nnlsjfbcea40t4jeclcbw9lk,1,70.8,48.6,2025-03-30T12:18:33.014Z,2025-03-30T12:59:58Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5610269389,56,Center,5610269391,286,,5610269469,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557645,133,7,1,14,37,evf5hhqgnjhwjsth1m6pawxdp,1,29.2,51.4,2025-03-30T12:18:33.015Z,2025-03-30T13:01:22Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5610269429,285,,5610269427,56,Back,5610269495,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793596927,387,3,1,14,38,evf5hhqgnjhwjsth1m6pawxdp,0,25.7,49.3,2025-03-30T12:18:33.343Z,2025-03-30T13:17:37Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5610479567,233,197,5610479509,56,Back,5610479511,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557657,197,7,1,14,38,2nnlsjfbcea40t4jeclcbw9lk,0,74.3,50.7,2025-03-30T12:18:33.344Z,2025-03-30T13:17:36Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610269499,56,Center,5610478137,286,,5610479517,233,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597031,388,61,1,14,38,evf5hhqgnjhwjsth1m6pawxdp,1,26.0,47.9,2025-03-30T12:18:33.443Z,2025-03-30T13:00:34Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5610480001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557697,134,43,1,14,39,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-03-30T12:18:34.922Z,2025-03-30T12:18:59Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5610269719,285,0,5610269717,56,Back,5610271167,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557737,198,43,1,14,39,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-03-30T12:18:35.269Z,2025-03-30T12:18:44Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610270107,144,1,5610269955,140,76.2,5610269953,56,Center,5610269961,213,1.38,5610269959,212,13.2,5610269957,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557751,135,4,1,14,40,evf5hhqgnjhwjsth1m6pawxdp,1,25.5,44.8,2025-03-30T12:18:36.176Z,2025-03-30T13:09:31Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5610270083,56,Back,5610270085,152,,5610270211,233,199,5610270719,294,,5610270081,13,,5610270089,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557765,199,4,1,14,40,2nnlsjfbcea40t4jeclcbw9lk,0,74.5,55.2,2025-03-30T12:18:36.177Z,2025-03-30T12:18:52Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610270185,56,Center,5610270183,13,,5610270739,294,,5610270187,152,,5610270191,286,,5610270241,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558141,136,1,1,15,18,evf5hhqgnjhwjsth1m6pawxdp,1,26.4,47.5,2025-03-30T12:19:14.328Z,2025-03-30T12:19:15Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5610272411,140,27.3,5610272415,212,11.1,5610272409,56,Back,5610272413,141,31.3,5610272407,152,,5610272417,213,4.80,5610272421,189,,5610272405,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558167,137,1,1,15,22,evf5hhqgnjhwjsth1m6pawxdp,1,27.3,38.5,2025-03-30T12:19:17.416Z,2025-03-30T12:19:19Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5610272571,212,22.4,5610272573,213,1.55,5610272565,56,Back,5610272569,141,71.5,5610272567,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558199,138,1,1,15,23,evf5hhqgnjhwjsth1m6pawxdp,1,29.7,79.3,2025-03-30T12:19:18.904Z,2025-03-30T12:19:22Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5610272811,212,12.9,5610272813,213,1.14,5610272809,141,96.5,5610272807,140,34.8,5610272805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558217,139,1,1,15,26,evf5hhqgnjhwjsth1m6pawxdp,0,34.8,96.5,2025-03-30T12:19:22.024Z,2025-03-30T12:19:24Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5610273099,236,,5610273105,286,,5610272899,140,37.4,5610272897,56,Back,5610272905,213,0.15,5610272903,212,2.8,5610272901,141,97.1,5610273101,233,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558227,200,74,1,15,26,2nnlsjfbcea40t4jeclcbw9lk,1,58.4,3.2,2025-03-30T12:19:22.025Z,2025-03-30T13:17:30Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610272947,56,Right,5610273107,233,139,5610272951,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558245,140,5,1,15,27,evf5hhqgnjhwjsth1m6pawxdp,1,44.6,101.6,2025-03-30T12:19:23.126Z,2025-03-30T12:22:22Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5610273115,233,201,5610273053,56,Back,5610273055,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558241,201,5,1,15,27,2nnlsjfbcea40t4jeclcbw9lk,0,55.4,-1.6,2025-03-30T12:19:23.126Z,2025-03-30T12:19:27Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610273037,347,,5610273139,233,140,5610273035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558461,141,1,1,15,40,evf5hhqgnjhwjsth1m6pawxdp,1,42.6,100.0,2025-03-30T12:19:36.217Z,2025-03-30T12:19:38Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5610274295,107,,5610274299,140,59.8,5610274305,213,5.87,5610274303,212,19.8,5610274297,56,Left,5610274301,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558513,142,1,1,15,44,evf5hhqgnjhwjsth1m6pawxdp,0,58.6,82.1,2025-03-30T12:19:40.249Z,2025-03-30T13:01:52Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5610274585,140,66.5,5610274583,56,Center,5610274593,1,,5610274587,141,55.8,5610274581,157,,5610274589,212,19.7,5610274591,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558563,202,1,1,15,47,2nnlsjfbcea40t4jeclcbw9lk,0,34.5,41.6,2025-03-30T12:19:42.886Z,2025-03-30T12:19:44Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5610274881,140,67.0,5610274883,141,27.9,5610274885,212,35.4,5610274889,1,,5610274887,213,6.02,5610274879,56,Center,5610274877,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558569,143,44,1,15,48,evf5hhqgnjhwjsth1m6pawxdp,1,31.5,73.3,2025-03-30T12:19:43.912Z,2025-03-30T13:17:53Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5610274901,56,Back,5610274903,285,,5610275045,233,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558575,203,44,1,15,48,2nnlsjfbcea40t4jeclcbw9lk,0,68.5,26.7,2025-03-30T12:19:43.913Z,2025-03-30T13:17:53Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5610274911,286,,5610275079,233,143,5610274909,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558585,144,12,1,15,48,evf5hhqgnjhwjsth1m6pawxdp,1,29.0,75.3,2025-03-30T12:19:44.313Z,2025-03-30T12:19:47Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5610274959,56,Back,5610274969,213,5.78,5610275015,15,,5610274967,212,13.6,5610274963,140,40.4,5610274965,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558647,145,50,1,15,51,evf5hhqgnjhwjsth1m6pawxdp,1,42.7,53.9,2025-03-30T12:19:46.724Z,2025-03-30T13:17:37Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5610275411,233,204,5610275369,286,,5610275367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558641,204,7,1,15,51,2nnlsjfbcea40t4jeclcbw9lk,0,57.3,46.1,2025-03-30T12:19:46.725Z,2025-03-30T13:17:37Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5610275325,56,Center,5610275329,285,,5610275381,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558689,205,61,1,15,55,2nnlsjfbcea40t4jeclcbw9lk,1,56.9,82.3,2025-03-30T12:19:50.746Z,2025-03-30T12:19:50Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5610275609,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558717,206,1,1,15,56,2nnlsjfbcea40t4jeclcbw9lk,1,57.0,82.6,2025-03-30T12:19:51.942Z,2025-03-30T12:59:10Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5610275755,140,37.3,5610275753,56,Back,5610275757,141,78.5,5610275759,212,20.9,5610275761,213,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558749,208,1,1,15,58,2nnlsjfbcea40t4jeclcbw9lk,1,36.0,75.6,2025-03-30T12:19:54.197Z,2025-03-30T12:19:56Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5610275961,212,8.6,5610275953,56,Back,5610275963,213,5.23,5610275957,140,40.1,5610275959,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558775,146,43,1,16,2,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-03-30T12:19:57.992Z,2025-03-30T12:20:03Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5610276617,144,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558799,209,4,1,16,2,2nnlsjfbcea40t4jeclcbw9lk,1,37.4,64.3,2025-03-30T12:19:58.264Z,2025-03-30T13:09:31Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5610276317,152,,5610276311,13,,5610276319,286,,5610276315,56,Back,5610276313,294,,5610276441,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558789,147,4,1,16,2,evf5hhqgnjhwjsth1m6pawxdp,0,62.6,35.7,2025-03-30T12:19:58.265Z,2025-03-30T13:09:32Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5610276421,285,,5610276419,152,,5610276465,233,209,5610276417,56,Center,5610276413,13,,5610276415,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559233,210,1,1,16,28,2nnlsjfbcea40t4jeclcbw9lk,1,36.7,60.6,2025-03-30T12:20:24.278Z,2025-03-30T12:20:30Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5610278715,5,,5610278727,213,3.23,5610278725,212,7.2,5610278723,141,59.7,5610278721,140,29.9,5610278719,56,Back,5610278717,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559259,211,1,1,16,35,2nnlsjfbcea40t4jeclcbw9lk,1,37.5,65.1,2025-03-30T12:20:30.597Z,2025-03-30T12:20:34Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5610278881,56,Left,5610278889,213,0.80,5610278887,212,27.0,5610278883,140,55.4,5610278885,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
