id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value
2816550207,276,1,1,22,58,93ohqui2qgqm8408viwmm1ken,1,55.1,78.4,2025-05-18T14:54:24.511Z,2025-05-18T14:54:27Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5737011551,140,62.6,5737011549,56,Center,5737011553,141,67.2,5737011557,213,5.51,5737011555,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550257,277,1,1,23,1,93ohqui2qgqm8408viwmm1ken,1,62.6,71.5,2025-05-18T14:54:27.455Z,2025-05-18T14:54:31Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737011811,212,27.1,5737011809,141,97.5,5737011805,56,Left,5737011813,213,0.71,5737011807,140,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550307,278,1,1,23,5,93ohqui2qgqm8408viwmm1ken,1,82.2,96.0,2025-05-18T14:54:31.167Z,2025-05-18T14:54:34Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5737012023,213,4.74,5737012019,141,75.7,5737012021,212,13.8,5737012017,140,82.5,5737012015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550339,279,1,1,23,8,93ohqui2qgqm8408viwmm1ken,1,88.2,83.6,2025-05-18T14:54:34.383Z,2025-05-18T14:54:55Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,1.0,,5737012191,140,79.5,5737012193,141,70.3,5737013363,210,15,5737012197,213,3.92,5737012195,212,12.9,5737012189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550347,280,15,1,23,10,93ohqui2qgqm8408viwmm1ken,1,78.2,63.8,2025-05-18T14:54:37.023Z,2025-05-18T15:31:28Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5737013437,233,166,5737013425,146,82.4,5737012223,22,,5737013427,147,60.8,5737013421,102,48.4,5737013429,230,98.4,5737246385,78,,5737013431,231,53.4,5737013285,20,,5737013415,29,,5737013417,55,279,5737013293,82,,5737012225,18,5737013423,103,5737012227,56,Center,,,,,,,,,19,
2816550353,166,10,1,23,10,6i936isoyj6d0uuxdj537uc97,1,16.2,35.0,2025-05-18T14:54:37.123Z,2025-05-18T15:11:11Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5737012253,56,Back,5737012251,94,,5737013483,233,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550385,167,12,1,23,14,6i936isoyj6d0uuxdj537uc97,1,11.0,18.3,2025-05-18T14:54:40.260Z,2025-05-18T14:54:41Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737012479,140,18.4,5737012483,212,16.6,5737012481,141,39.8,5737012497,15,,5737012485,213,1.08,5737012477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550447,168,1,1,23,16,6i936isoyj6d0uuxdj537uc97,1,18.4,39.8,2025-05-18T14:54:42.372Z,2025-05-18T14:54:46Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5737012819,157,,5737012821,56,Back,5737012823,140,48.6,5737012831,213,5.65,5737012835,1,,5737012825,141,5.9,5737012827,212,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550487,170,3,1,23,20,6i936isoyj6d0uuxdj537uc97,0,57.7,10.9,2025-05-18T14:54:47.140Z,2025-05-18T14:54:48Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5737013019,286,,5737013033,211,,5737013017,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550543,282,1,1,23,23,93ohqui2qgqm8408viwmm1ken,1,21.2,92.1,2025-05-18T14:54:49.791Z,2025-05-18T14:54:52Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5737013251,212,27.3,5737013247,141,57.3,5737013255,213,4.19,5737013239,56,Back,5737013241,140,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550613,283,1,1,23,29,93ohqui2qgqm8408viwmm1ken,1,9.1,48.2,2025-05-18T14:54:55.903Z,2025-05-18T14:54:58Z,7iv79dtpsplpjl1jxod3swmlm,M. Ellborg,,,5737013583,212,19.2,5737013579,140,23.9,5737013585,213,0.63,5737013577,56,Back,5737013581,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550635,284,1,1,23,31,93ohqui2qgqm8408viwmm1ken,1,23.9,64.8,2025-05-18T14:54:57.871Z,2025-05-18T14:54:59Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5737013699,56,Back,5737013703,141,63.4,5737013707,213,6.21,5737013705,212,12.8,5737013701,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550675,285,1,1,23,33,93ohqui2qgqm8408viwmm1ken,1,36.1,63.4,2025-05-18T14:54:59.295Z,2025-05-18T14:55:00Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737013823,140,48.2,5737013821,56,Back,5737013829,213,5.75,5737013825,141,52.4,5737013827,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550683,286,1,1,23,34,93ohqui2qgqm8408viwmm1ken,1,48.2,52.4,2025-05-18T14:55:00.654Z,2025-05-18T14:55:01Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,,5737013885,212,11.7,5737013887,213,2.50,5737013881,140,39.3,5737013907,156,,5737013883,141,62.7,5737013879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550757,289,1,1,23,38,93ohqui2qgqm8408viwmm1ken,1,56.5,72.4,2025-05-18T14:55:04.687Z,2025-05-18T14:55:06Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737014219,212,15.8,5737014223,213,1.13,5737014213,56,Left,5737014217,141,93.5,5737014215,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550807,290,1,1,23,40,93ohqui2qgqm8408viwmm1ken,1,63.4,94.1,2025-05-18T14:55:06.638Z,2025-05-18T14:55:10Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737014471,213,4.32,5737014469,212,10.0,5737014463,56,Left,5737014467,141,80.5,5737014465,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550843,291,1,1,23,43,93ohqui2qgqm8408viwmm1ken,1,62.4,74.8,2025-05-18T14:55:10.015Z,2025-05-18T14:55:13Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737014631,140,57.2,5737014629,56,Center,5737014633,141,75.1,5737014637,213,3.10,5737014635,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550923,292,1,1,23,47,93ohqui2qgqm8408viwmm1ken,1,55.5,65.7,2025-05-18T14:55:13.567Z,2025-05-18T14:55:20Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5737015089,212,21.7,5737015083,56,Center,5737015085,140,52.8,5737015091,213,4.58,5737015087,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550993,293,1,1,23,54,93ohqui2qgqm8408viwmm1ken,1,59.9,31.5,2025-05-18T14:55:20.607Z,2025-05-18T14:55:26Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5737015491,140,53.9,5737015495,212,17.1,5737015497,213,1.95,5737015493,141,54.9,5737015489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551041,294,1,1,23,59,93ohqui2qgqm8408viwmm1ken,1,63.4,50.1,2025-05-18T14:55:25.935Z,2025-05-18T14:55:28Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5737015675,213,4.80,5737015667,56,Right,5737015669,140,66.0,5737015671,141,6.7,5737015673,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551071,295,1,1,24,2,93ohqui2qgqm8408viwmm1ken,1,64.6,7.4,2025-05-18T14:55:28.687Z,2025-05-18T14:55:31Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5737015805,56,Center,5737015807,140,56.8,5737015813,213,2.09,5737015811,212,16.6,5737015809,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551111,296,1,1,24,4,93ohqui2qgqm8408viwmm1ken,1,56.3,28.9,2025-05-18T14:55:30.847Z,2025-05-18T14:55:33Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5737016037,140,61.7,5737016043,213,0.95,5737016035,56,Center,5737016041,212,9.8,5737016039,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551179,297,1,1,24,7,93ohqui2qgqm8408viwmm1ken,1,65.7,45.5,2025-05-18T14:55:33.615Z,2025-05-18T14:55:38Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737016375,1,,5737016365,140,80.6,5737016367,141,94.8,5737016363,56,Left,5737016371,213,1.13,5737016369,212,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551189,298,3,1,24,12,93ohqui2qgqm8408viwmm1ken,0,86.2,90.0,2025-05-18T14:55:38.383Z,2025-05-18T14:55:41Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737016401,56,Left,5737016403,286,,5737016475,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551199,172,7,1,24,12,6i936isoyj6d0uuxdj537uc97,1,13.8,10.0,2025-05-18T14:55:38.384Z,2025-05-18T14:55:42Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737016451,56,Back,5737016467,233,298,5737016453,285,,5737016449,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551243,173,5,1,24,13,6i936isoyj6d0uuxdj537uc97,0,17.6,-2.0,2025-05-18T14:55:39.204Z,2025-05-18T15:21:06Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737016637,56,Back,5737016639,347,,5737016693,233,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551223,299,5,1,24,13,93ohqui2qgqm8408viwmm1ken,1,82.4,102.0,2025-05-18T14:55:39.204Z,2025-05-18T15:21:06Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737016649,233,173,5737016561,56,Left,5737016563,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551359,300,1,1,24,25,93ohqui2qgqm8408viwmm1ken,1,87.3,100.0,2025-05-18T14:55:51.984Z,2025-05-18T14:55:53Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737017225,213,4.17,5737017215,107,,5737017217,56,Center,5737017227,1,,5737017219,140,76.9,5737017221,141,75.1,5737017223,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551381,301,1,1,24,27,93ohqui2qgqm8408viwmm1ken,1,76.3,72.6,2025-05-18T14:55:53.695Z,2025-05-18T14:55:54Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5737017313,213,4.54,5737017307,140,74.4,5737017305,56,Center,5737017309,141,56.1,5737017311,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551411,302,1,1,24,28,93ohqui2qgqm8408viwmm1ken,1,74.4,56.1,2025-05-18T14:55:54.335Z,2025-05-18T14:55:55Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,,5737017425,140,68.6,5737017427,141,40.0,5737017431,213,4.20,5737017423,56,Center,5737017429,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551443,303,1,1,24,29,93ohqui2qgqm8408viwmm1ken,1,68.6,40.0,2025-05-18T14:55:55.791Z,2025-05-18T14:55:57Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5737017561,213,1.12,5737017559,212,10.8,5737017557,141,54.2,5737017555,140,73.1,5737017553,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551559,304,1,1,24,31,93ohqui2qgqm8408viwmm1ken,1,72.0,49.9,2025-05-18T14:55:57.375Z,2025-05-18T14:56:04Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5737018149,213,4.65,5737018141,56,Center,5737018143,140,71.6,5737018147,212,7.1,5737018145,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551567,305,4,1,24,37,93ohqui2qgqm8408viwmm1ken,1,74.8,14.4,2025-05-18T14:56:03.171Z,2025-05-18T14:56:09Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,,5737018227,233,174,5737018215,286,,5737018213,265,,5737018207,13,,5737018211,152,,5737018209,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816551539,174,4,1,24,37,6i936isoyj6d0uuxdj537uc97,0,25.2,85.6,2025-05-18T14:56:03.172Z,2025-05-18T14:56:08Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5737018077,13,,5737018269,233,305,5737018085,285,,5737018081,152,,5737018083,265,,5737018079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552287,306,1,1,25,38,93ohqui2qgqm8408viwmm1ken,0,73.1,13.8,2025-05-18T14:57:04.625Z,2025-05-18T14:57:07Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737022263,56,Center,5737022269,212,31.7,5737022259,155,,5737022271,213,0.91,5737022261,152,,5737022255,2,,5737022267,141,50.6,5737022265,140,91.7,5737022257,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552313,175,12,1,25,41,6i936isoyj6d0uuxdj537uc97,1,11.0,43.4,2025-05-18T14:57:08.117Z,2025-05-18T14:57:09Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5737022381,56,Back,5737022395,15,,5737022383,140,15.9,5737022485,167,,5737022391,213,4.88,5737022387,212,31.3,5737022385,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552325,176,5,1,25,43,6i936isoyj6d0uuxdj537uc97,0,15.0,-2.0,2025-05-18T14:57:09.446Z,2025-05-18T14:57:14Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5737022439,347,,5737022649,233,307,5737022437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552363,307,5,1,25,43,93ohqui2qgqm8408viwmm1ken,1,85.0,102.0,2025-05-18T14:57:09.446Z,2025-05-18T15:21:07Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737022621,233,176,5737022597,56,Left,5737022599,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552715,308,1,1,26,3,93ohqui2qgqm8408viwmm1ken,0,86.5,100.0,2025-05-18T14:57:29.599Z,2025-05-18T14:57:40Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5737024349,56,Center,5737024353,141,72.1,5737024355,212,20.8,5737024359,213,4.93,5737024351,140,90.8,5737024347,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552735,177,12,1,26,7,6i936isoyj6d0uuxdj537uc97,1,10.5,37.7,2025-05-18T14:57:33.286Z,2025-05-18T14:58:00Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737024445,140,24.1,5737024451,213,0.18,5737024447,141,41.5,5737024443,56,Back,5737024475,15,,5737024449,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552767,310,1,1,26,9,93ohqui2qgqm8408viwmm1ken,1,75.6,67.8,2025-05-18T14:57:35.408Z,2025-05-18T14:57:37Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5737024595,140,73.4,5737024597,141,45.5,5737024601,213,4.56,5737024593,56,Center,5737024591,155,,5737024599,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552785,311,1,1,26,10,93ohqui2qgqm8408viwmm1ken,0,72.4,34.6,2025-05-18T14:57:36.879Z,2025-05-18T14:57:38Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5737024705,213,0.45,5737024703,212,16.1,5737024699,140,86.2,5737024701,141,44.8,5737024697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552865,179,1,1,26,13,6i936isoyj6d0uuxdj537uc97,0,14.9,53.9,2025-05-18T14:57:39.590Z,2025-05-18T14:57:42Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5737025169,213,0.18,5737025159,56,Center,5737025171,1,,5737025161,140,55.0,5737025163,141,65.2,5737025165,212,42.8,5737025157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552915,312,1,1,26,17,93ohqui2qgqm8408viwmm1ken,0,41.4,32.7,2025-05-18T14:57:43.649Z,2025-05-18T14:57:47Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737025427,141,47.3,5737025425,140,55.0,5737025423,56,Center,5737025431,213,0.61,5737025429,212,17.4,5737025421,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552921,180,44,1,26,19,6i936isoyj6d0uuxdj537uc97,1,45.8,54.1,2025-05-18T14:57:45.733Z,2025-05-18T15:20:55Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5737025543,233,313,5737025457,56,Back,5737025459,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552931,313,44,1,26,19,93ohqui2qgqm8408viwmm1ken,0,54.2,45.9,2025-05-18T14:57:45.734Z,2025-05-18T15:20:55Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5737025487,56,Center,5737025489,286,,5737025547,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816552937,181,1,1,26,20,6i936isoyj6d0uuxdj537uc97,1,47.1,56.4,2025-05-18T14:57:46.230Z,2025-05-18T14:57:55Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5737025523,141,59.0,5737025521,140,35.7,5737025519,56,Back,5737025525,212,12.1,5737025527,213,2.99,5737025517,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553003,182,1,1,26,23,6i936isoyj6d0uuxdj537uc97,1,34.9,60.2,2025-05-18T14:57:49.606Z,2025-05-18T14:58:34Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5737025835,140,19.5,5737025845,1,,5737025843,213,2.56,5737025833,56,Back,5737025831,157,,5737025839,141,75.7,5737025841,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553023,183,1,1,26,25,6i936isoyj6d0uuxdj537uc97,1,19.5,75.7,2025-05-18T14:57:51.462Z,2025-05-18T14:57:53Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5737025919,141,64.0,5737025911,56,Back,5737025907,3,,5737025923,212,13.0,5737025927,213,3.80,5737025915,140,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553203,185,1,1,26,38,6i936isoyj6d0uuxdj537uc97,1,14.9,36.4,2025-05-18T14:58:05.141Z,2025-05-18T14:58:10Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5737026869,212,74.9,5737026871,213,6.06,5737026861,199,,5737026873,1,,5737026863,56,Right,5737026867,141,11.6,5737026865,140,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553209,186,44,1,26,43,6i936isoyj6d0uuxdj537uc97,1,75.8,12.8,2025-05-18T14:58:09.806Z,2025-05-18T14:58:14Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737026901,286,,5737026921,233,314,5737026899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553207,314,44,1,26,43,93ohqui2qgqm8408viwmm1ken,0,24.2,87.2,2025-05-18T14:58:09.807Z,2025-05-18T14:58:14Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5737026935,233,186,5737026895,56,Back,5737026897,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553213,187,61,1,26,43,6i936isoyj6d0uuxdj537uc97,0,84.4,11.6,2025-05-18T14:58:10.102Z,2025-05-18T14:58:10Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737026907,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553249,315,1,1,26,45,93ohqui2qgqm8408viwmm1ken,1,11.5,68.2,2025-05-18T14:58:12.063Z,2025-05-18T14:58:14Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5737027149,213,4.04,5737027141,56,Back,5737027143,140,2.9,5737027147,212,14.5,5737027145,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553279,317,1,1,26,48,93ohqui2qgqm8408viwmm1ken,1,2.9,51.5,2025-05-18T14:58:14.651Z,2025-05-18T14:58:17Z,7iv79dtpsplpjl1jxod3swmlm,M. Ellborg,,,5737027281,1,,5737027273,140,43.2,5737027271,56,Back,5737027269,157,,5737027279,213,0.43,5737027277,212,46.5,5737027275,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553303,318,1,1,26,51,93ohqui2qgqm8408viwmm1ken,0,41.8,88.9,2025-05-18T14:58:17.664Z,2025-05-18T14:58:20Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5737027391,140,71.0,5737027397,213,0.26,5737027395,212,31.7,5737027389,56,Left,5737027393,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553301,188,5,1,26,53,6i936isoyj6d0uuxdj537uc97,1,32.0,-1.0,2025-05-18T14:58:19.575Z,2025-05-18T15:21:07Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737027447,233,319,5737027385,56,Back,5737027387,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553307,319,5,1,26,53,93ohqui2qgqm8408viwmm1ken,0,68.0,101.0,2025-05-18T14:58:19.575Z,2025-05-18T15:21:07Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5737027481,233,188,5737027407,347,,5737027405,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553607,189,1,1,27,10,6i936isoyj6d0uuxdj537uc97,1,37.0,0.0,2025-05-18T14:58:36.902Z,2025-05-18T14:58:38Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737028753,56,Back,5737028755,140,44.5,5737028757,141,6.7,5737028759,212,9.5,5737028761,213,0.59,5737028751,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553619,190,1,1,27,12,6i936isoyj6d0uuxdj537uc97,1,44.5,6.7,2025-05-18T14:58:38.694Z,2025-05-18T15:00:27Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5737028827,140,34.7,5737028825,56,Back,5737028837,213,2.65,5737028829,141,14.9,5737028833,212,11.7,5737037795,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553625,191,1,1,27,13,6i936isoyj6d0uuxdj537uc97,1,34.7,14.9,2025-05-18T14:58:39.431Z,2025-05-18T14:58:40Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5737028853,141,4.9,5737028849,56,Back,5737028855,212,6.9,5737028857,213,4.57,5737028851,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553643,192,1,1,27,13,6i936isoyj6d0uuxdj537uc97,1,33.8,4.9,2025-05-18T14:58:40.103Z,2025-05-18T14:58:41Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5737028951,140,41.7,5737028953,141,16.1,5737028949,56,Back,5737028955,212,11.3,5737028957,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553667,193,1,1,27,15,6i936isoyj6d0uuxdj537uc97,1,41.7,16.1,2025-05-18T14:58:41.446Z,2025-05-18T14:58:44Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5737029167,1,,5737029155,155,,5737029165,213,1.37,5737029157,56,Back,5737029163,212,35.6,5737029161,141,67.3,5737029159,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553689,194,1,1,27,18,6i936isoyj6d0uuxdj537uc97,1,51.8,68.1,2025-05-18T14:58:44.455Z,2025-05-18T14:58:47Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5737029277,212,6.7,5737029275,141,64.8,5737029271,56,Back,5737029279,213,3.48,5737029273,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553711,195,1,1,27,20,6i936isoyj6d0uuxdj537uc97,1,46.1,64.6,2025-05-18T14:58:47.030Z,2025-05-18T14:58:49Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5737029405,212,16.6,5737029407,213,4.06,5737029403,141,45.2,5737029399,56,Back,5737029401,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816553745,196,1,1,27,23,6i936isoyj6d0uuxdj537uc97,1,37.3,42.5,2025-05-18T14:58:49.654Z,2025-05-18T14:58:51Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5737029603,141,16.2,5737029599,56,Back,5737029605,212,18.1,5737029607,213,4.88,5737029601,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
