id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2813460981,288,1,1,24,44,2nnlsjfbcea40t4jeclcbw9lk,1,87.4,93.0,2025-05-11T12:26:28.706Z,2025-05-11T12:55:32Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5719980075,56,Left,5719980085,213,0.48,5719980083,212,3.0,5720147179,189,,5719980081,141,95.0,5719980079,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461013,289,1,1,24,46,2nnlsjfbcea40t4jeclcbw9lk,1,89.9,94.8,2025-05-11T12:26:29.860Z,2025-05-11T12:55:43Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5719980273,56,Left,5719980275,140,91.0,5719980277,141,83.8,5719980279,212,7.6,5719980281,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813460997,175,83,1,24,48,7hlumphk42363z3i2nry2wrzj,0,8.3,10.7,2025-05-11T12:26:31.802Z,2025-05-11T12:56:07Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,5719980389,399,4mroygq2ruxkml5c5j4awwted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813492885,333,83,1,24,49,7hlumphk42363z3i2nry2wrzj,0,7.8,20.1,2025-05-11T12:26:32.761Z,2025-05-11T12:56:33Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,5720151517,399,4mroygq2ruxkml5c5j4awwted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461023,290,50,1,24,49,2nnlsjfbcea40t4jeclcbw9lk,1,88.4,71.4,2025-05-11T12:26:33.760Z,2025-05-11T12:57:44Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5720155229,233,334,5719980355,56,Center,5720154595,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813493543,334,7,1,24,50,7hlumphk42363z3i2nry2wrzj,1,11.6,28.6,2025-05-11T12:26:33.761Z,2025-05-11T12:57:45Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,5720155179,56,Back,5720155181,285,,5720155207,233,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461075,176,12,1,24,50,7hlumphk42363z3i2nry2wrzj,1,14.2,29.2,2025-05-11T12:26:34.171Z,2025-05-11T12:57:51Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,5719980589,140,29.5,5719980595,213,5.49,5719980591,141,5.3,5719980587,56,Back,5719980593,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813493561,552,61,1,24,51,2nnlsjfbcea40t4jeclcbw9lk,1,76.0,83.8,2025-05-11T12:26:34.761Z,2025-05-11T12:57:22Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,5720155275,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461089,178,1,1,24,56,7hlumphk42363z3i2nry2wrzj,0,31.3,6.7,2025-05-11T12:26:40.514Z,2025-05-11T12:58:05Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,5719980645,140,51.6,5719980651,213,0.12,5719980643,56,Right,5719980647,141,10.6,5719980649,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461125,291,1,1,24,59,2nnlsjfbcea40t4jeclcbw9lk,0,46.6,97.4,2025-05-11T12:26:43.363Z,2025-05-11T12:57:56Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5719980857,233,179,5719980839,212,1.0,5719980841,213,4.01,5719980837,141,96.3,5719980835,140,46.0,5719980855,236,,5719980833,56,Back,5719980861,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461123,179,74,1,24,59,7hlumphk42363z3i2nry2wrzj,1,53.5,6.8,2025-05-11T12:26:43.364Z,2025-05-11T12:58:22Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,5719980831,285,,5719980871,233,291,5719980829,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461157,292,61,1,25,1,2nnlsjfbcea40t4jeclcbw9lk,0,54.5,95.1,2025-05-11T12:26:45.699Z,2025-05-11T12:26:45Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,5719981011,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461163,293,83,1,25,2,2nnlsjfbcea40t4jeclcbw9lk,0,54.6,94.8,2025-05-11T12:26:46.098Z,2025-05-11T12:26:50Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,5719981387,399,7a08ravzlia5dhw5dm1q707pw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461173,294,83,1,25,3,2nnlsjfbcea40t4jeclcbw9lk,0,54.6,94.4,2025-05-11T12:26:47.090Z,2025-05-11T12:26:50Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,5719981353,399,7a08ravzlia5dhw5dm1q707pw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461201,180,1,1,25,4,7hlumphk42363z3i2nry2wrzj,0,40.9,10.3,2025-05-11T12:26:48.562Z,2025-05-11T12:58:31Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,5719981467,286,,5719981245,56,Back,5719981253,213,1.99,5719981251,212,0.5,5719981249,141,11.0,5719981449,236,,5719981247,140,40.7,5719981457,233,295,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461217,295,74,1,25,4,2nnlsjfbcea40t4jeclcbw9lk,1,54.7,93.9,2025-05-11T12:26:48.563Z,2025-05-11T12:58:48Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5719981315,285,,5719981485,233,180,5719981313,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461355,297,1,1,25,12,2nnlsjfbcea40t4jeclcbw9lk,1,38.7,60.0,2025-05-11T12:26:55.907Z,2025-05-11T12:26:58Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,5719982171,56,Back,5719982179,213,4.72,5719982177,212,13.8,5719982175,141,39.7,5719982173,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461377,298,1,1,25,14,2nnlsjfbcea40t4jeclcbw9lk,1,43.3,31.8,2025-05-11T12:26:58.691Z,2025-05-11T12:27:00Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719982291,212,18.0,5719982287,140,41.8,5719982289,141,5.5,5719982293,213,4.62,5719982285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461507,299,1,1,25,16,2nnlsjfbcea40t4jeclcbw9lk,1,41.8,5.5,2025-05-11T12:26:59.875Z,2025-05-11T12:27:09Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,5719982985,212,27.4,5719982981,140,31.4,5719982987,213,1.98,5719982983,141,42.5,5719982979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461573,300,1,1,25,26,2nnlsjfbcea40t4jeclcbw9lk,1,33.6,46.9,2025-05-11T12:27:09.779Z,2025-05-11T12:27:13Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5719983275,212,13.1,5719983269,56,Back,5719983271,140,38.0,5719983273,141,28.9,5719983277,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461629,301,1,1,25,29,2nnlsjfbcea40t4jeclcbw9lk,1,39.5,30.4,2025-05-11T12:27:13.123Z,2025-05-11T12:27:18Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5719983655,56,Back,5719983663,213,2.04,5719983661,212,14.5,5719983657,140,33.2,5719983659,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461647,302,1,1,25,34,2nnlsjfbcea40t4jeclcbw9lk,1,35.8,50.9,2025-05-11T12:27:17.875Z,2025-05-11T12:27:19Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5719983765,56,Back,5719983773,212,14.0,5719983775,213,1.27,5719983767,140,39.8,5719983771,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461671,303,1,1,25,35,2nnlsjfbcea40t4jeclcbw9lk,1,39.6,70.3,2025-05-11T12:27:19.011Z,2025-05-11T12:27:21Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5719983921,213,4.30,5719983919,212,20.0,5719983917,141,43.3,5719983915,140,32.0,5719983913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461699,304,1,1,25,37,2nnlsjfbcea40t4jeclcbw9lk,1,32.4,41.2,2025-05-11T12:27:21.746Z,2025-05-11T12:27:23Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719984059,56,Back,5719984065,212,8.5,5719984061,140,36.0,5719984063,141,30.0,5719984067,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461737,305,1,1,25,39,2nnlsjfbcea40t4jeclcbw9lk,1,36.6,29.2,2025-05-11T12:27:23.283Z,2025-05-11T12:27:26Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5719984269,212,24.5,5719984271,213,5.43,5719984263,56,Right,5719984267,141,2.0,5719984265,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461763,306,1,1,25,42,2nnlsjfbcea40t4jeclcbw9lk,1,53.6,2.6,2025-05-11T12:27:26.019Z,2025-05-11T12:27:28Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,5719984409,213,0.79,5719984403,140,57.0,5719984407,212,5.1,5719984405,141,7.9,5719984401,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461795,307,1,1,25,44,2nnlsjfbcea40t4jeclcbw9lk,1,56.6,9.7,2025-05-11T12:27:28.003Z,2025-05-11T12:27:30Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,5719984601,56,Right,5719984605,140,53.5,5719984609,141,11.9,5719984613,212,3.6,5719984617,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461873,308,1,1,25,46,2nnlsjfbcea40t4jeclcbw9lk,1,56.1,12.9,2025-05-11T12:27:30.755Z,2025-05-11T12:27:36Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5719985091,141,45.2,5719985087,56,Back,5719985089,140,42.3,5719985093,212,26.3,5719985095,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461893,309,1,1,25,52,2nnlsjfbcea40t4jeclcbw9lk,1,45.6,46.1,2025-05-11T12:27:35.987Z,2025-05-11T12:27:37Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5719985203,213,1.28,5719985199,141,60.8,5719985197,140,48.5,5719985195,56,Back,5719985201,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813461959,310,1,1,25,53,2nnlsjfbcea40t4jeclcbw9lk,1,48.3,62.7,2025-05-11T12:27:37.684Z,2025-05-11T12:27:41Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5719985549,140,63.2,5719985547,56,Left,5719985551,141,93.2,5719985555,213,0.92,5719985553,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462027,311,1,1,25,57,2nnlsjfbcea40t4jeclcbw9lk,1,66.2,94.1,2025-05-11T12:27:41.635Z,2025-05-11T12:27:45Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,5719985899,140,77.2,5719985897,56,Left,5719985901,141,95.3,5719985905,213,0.07,5719985903,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462055,312,1,1,26,1,2nnlsjfbcea40t4jeclcbw9lk,1,86.0,96.2,2025-05-11T12:27:45.475Z,2025-05-11T12:27:47Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,5719986047,213,3.33,5719986043,141,93.3,5719986045,212,10.5,5719986041,140,76.2,5719986039,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462097,313,1,1,26,3,2nnlsjfbcea40t4jeclcbw9lk,1,76.0,93.2,2025-05-11T12:27:47.219Z,2025-05-11T12:27:50Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,5719986309,56,Left,5719986317,213,3.90,5719986313,141,79.6,5719986315,212,13.4,5719986311,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462111,314,1,1,26,6,2nnlsjfbcea40t4jeclcbw9lk,1,63.5,78.2,2025-05-11T12:27:50.355Z,2025-05-11T12:27:51Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5719986423,212,6.6,5719986427,213,4.81,5719986417,56,Center,5719986419,140,64.1,5719986421,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462177,315,1,1,26,7,2nnlsjfbcea40t4jeclcbw9lk,1,64.0,68.5,2025-05-11T12:27:51.379Z,2025-05-11T12:27:56Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5719986827,213,4.47,5719986817,56,Center,5719986819,140,59.6,5719986821,141,41.0,5719986823,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462235,316,1,1,26,13,2nnlsjfbcea40t4jeclcbw9lk,1,66.0,33.9,2025-05-11T12:27:56.771Z,2025-05-11T12:28:00Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719987201,141,16.8,5719987205,213,4.46,5719987197,56,Right,5719987199,140,63.2,5719987203,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462351,317,1,1,26,16,2nnlsjfbcea40t4jeclcbw9lk,1,63.8,15.2,2025-05-11T12:27:59.939Z,2025-05-11T12:28:06Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,5719987795,140,70.5,5719987803,212,10.8,5719987793,56,Right,5719987805,213,5.42,5719987799,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462357,318,50,1,26,22,2nnlsjfbcea40t4jeclcbw9lk,1,76.8,24.8,2025-05-11T12:28:06.433Z,2025-05-11T14:09:09Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,5719987833,56,Center,5719988011,233,181,5719987835,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462381,181,7,1,26,22,7hlumphk42363z3i2nry2wrzj,1,23.2,75.2,2025-05-11T12:28:06.434Z,2025-05-11T14:09:08Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,5719987931,285,,5719987929,56,Back,5719987983,233,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462385,319,83,1,26,24,2nnlsjfbcea40t4jeclcbw9lk,0,75.0,23.1,2025-05-11T12:28:08.179Z,2025-05-11T12:30:45Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5719988101,399,8ntq70sdmvbmmvchvu5jd6ndh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462405,183,1,1,26,24,7hlumphk42363z3i2nry2wrzj,0,27.8,73.6,2025-05-11T12:28:08.498Z,2025-05-11T12:28:09Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,5719988053,212,4.8,5719988051,141,74.2,5719988055,213,0.08,5719988049,140,32.4,5719988047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462419,320,43,1,26,26,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-05-11T12:28:10.676Z,2025-05-11T12:29:11Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,5719988123,56,Center,5719993325,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462507,322,1,1,26,28,2nnlsjfbcea40t4jeclcbw9lk,1,67.7,32.1,2025-05-11T12:28:12.515Z,2025-05-11T12:28:16Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719988625,56,Left,5719988631,212,39.9,5719988635,1,,5719988633,213,1.57,5719988629,141,90.8,5719988627,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462687,323,1,1,26,39,2nnlsjfbcea40t4jeclcbw9lk,1,79.5,84.2,2025-05-11T12:28:23.603Z,2025-05-11T12:28:27Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,5719989615,212,11.2,5719989611,140,71.4,5719989609,56,Center,5719989613,141,73.5,5719989617,213,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462703,324,1,1,26,43,2nnlsjfbcea40t4jeclcbw9lk,1,69.7,73.2,2025-05-11T12:28:27.411Z,2025-05-11T12:28:29Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5719989729,213,4.64,5719989725,212,20.8,5719989715,140,68.2,5719989721,141,42.7,5719989711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462799,325,1,1,26,45,2nnlsjfbcea40t4jeclcbw9lk,1,68.0,40.4,2025-05-11T12:28:29.107Z,2025-05-11T12:28:36Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719990305,213,5.09,5719990301,141,5.8,5719990297,56,Right,5719990299,140,76.8,5719990303,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462829,326,1,1,26,52,2nnlsjfbcea40t4jeclcbw9lk,1,80.0,22.7,2025-05-11T12:28:36.563Z,2025-05-11T12:28:38Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,5719990425,213,3.09,5719990423,212,10.0,5719990421,141,23.4,5719990417,56,Center,5719990419,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462865,327,1,1,26,54,2nnlsjfbcea40t4jeclcbw9lk,1,69.6,23.7,2025-05-11T12:28:38.082Z,2025-05-11T12:28:39Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5719990623,140,69.6,5719990625,141,32.8,5719990629,212,6.2,5719990619,56,Center,5719990633,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462889,328,1,1,26,55,2nnlsjfbcea40t4jeclcbw9lk,1,69.1,31.9,2025-05-11T12:28:39.363Z,2025-05-11T12:28:41Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5719990797,140,63.2,5719990799,141,25.3,5719990801,212,7.6,5719990803,213,3.77,5719990795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462929,329,1,1,26,57,2nnlsjfbcea40t4jeclcbw9lk,1,63.8,24.1,2025-05-11T12:28:41.075Z,2025-05-11T12:28:43Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719991017,141,4.6,5719991019,212,19.3,5719991021,213,5.52,5719991013,56,Right,5719991015,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462977,330,1,1,26,59,2nnlsjfbcea40t4jeclcbw9lk,1,77.8,4.3,2025-05-11T12:28:43.604Z,2025-05-11T12:28:46Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,5719991265,140,74.8,5719991271,213,2.04,5719991267,141,13.5,5719991263,56,Right,5719991269,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813462983,331,1,1,27,2,2nnlsjfbcea40t4jeclcbw9lk,0,76.9,17.0,2025-05-11T12:28:46.083Z,2025-05-11T12:28:55Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5719991321,212,15.6,5719991325,213,5.36,5719991315,56,Right,5719991317,140,85.9,5719991319,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463013,184,5,1,27,3,7hlumphk42363z3i2nry2wrzj,1,12.8,102.0,2025-05-11T12:28:47.428Z,2025-05-11T12:57:28Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,5719991441,347,,5719991439,56,Back,5719992071,233,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463007,332,5,1,27,3,2nnlsjfbcea40t4jeclcbw9lk,0,87.2,-2.0,2025-05-11T12:28:47.428Z,2025-05-11T12:57:28Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5719992087,233,184,5719991407,56,Right,5719991409,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463437,185,1,1,27,27,7hlumphk42363z3i2nry2wrzj,1,20.6,100.0,2025-05-11T12:29:11.251Z,2025-05-11T12:29:15Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,5719993655,140,34.7,5719993651,107,,5719993659,212,15.5,5719993653,56,Back,5719993657,141,94.5,5719993661,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463461,186,1,1,27,30,7hlumphk42363z3i2nry2wrzj,0,37.3,93.2,2025-05-11T12:29:14.084Z,2025-05-11T12:29:25Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,5719993775,140,51.1,5719994577,1,,5719993773,56,Left,5719994575,157,,5719993781,213,0.00,5719993779,212,14.5,5719993777,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463597,334,1,1,27,33,2nnlsjfbcea40t4jeclcbw9lk,1,47.5,9.4,2025-05-11T12:29:16.979Z,2025-05-11T12:29:24Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5719994489,212,26.6,5719994491,213,2.67,5719994483,140,24.9,5719994487,141,27.1,5719994479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463653,335,1,1,27,40,2nnlsjfbcea40t4jeclcbw9lk,1,18.7,37.9,2025-05-11T12:29:24.500Z,2025-05-11T12:29:28Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,5719994827,212,20.2,5719994823,140,24.9,5719994829,213,5.04,5719994821,56,Back,5719994825,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463727,336,1,1,27,44,2nnlsjfbcea40t4jeclcbw9lk,1,27.4,9.2,2025-05-11T12:29:28.627Z,2025-05-11T12:29:33Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5719995191,140,19.8,5719995189,56,Back,5719995195,212,12.2,5719995197,213,2.28,5719995193,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463875,337,1,1,27,49,2nnlsjfbcea40t4jeclcbw9lk,1,23.0,24.9,2025-05-11T12:29:33.572Z,2025-05-11T12:29:42Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719995961,213,4.83,5719995959,212,12.1,5719995957,141,7.3,5719995955,140,24.4,5719995951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463895,338,1,1,27,58,2nnlsjfbcea40t4jeclcbw9lk,1,27.8,3.8,2025-05-11T12:29:42.420Z,2025-05-11T12:29:43Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5719996053,140,23.2,5719996057,141,20.6,5719996061,212,12.4,5719996047,56,Back,5719996063,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463915,339,1,1,28,0,2nnlsjfbcea40t4jeclcbw9lk,1,23.1,21.0,2025-05-11T12:29:43.763Z,2025-05-11T12:29:44Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719996129,56,Back,5719996137,213,6.18,5719996133,141,19.7,5719996131,140,31.2,5719996135,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463929,340,1,1,28,0,2nnlsjfbcea40t4jeclcbw9lk,1,31.5,19.7,2025-05-11T12:29:44.659Z,2025-05-11T12:30:37Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,5719996227,212,5.6,5719996223,140,31.9,5719996229,213,1.50,5719996221,56,Back,5719996225,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813463985,341,1,1,28,1,2nnlsjfbcea40t4jeclcbw9lk,1,31.9,27.9,2025-05-11T12:29:45.652Z,2025-05-11T12:29:49Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5719996549,212,13.8,5719996555,213,1.22,5719996537,56,Back,5719996545,141,46.9,5719996541,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813464147,342,1,1,28,6,2nnlsjfbcea40t4jeclcbw9lk,1,38.3,54.2,2025-05-11T12:29:50.547Z,2025-05-11T12:30:01Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,5719997499,212,37.7,5719997503,1,,5719997497,141,93.2,5719997501,213,0.78,5719997495,140,63.8,5719997493,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813464171,343,1,1,28,17,2nnlsjfbcea40t4jeclcbw9lk,0,95.4,72.4,2025-05-11T12:30:00.869Z,2025-05-11T12:30:02Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,5719997631,213,4.79,5719997625,140,96.8,5719997623,56,Center,5719997627,141,45.2,5719997629,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813464193,187,12,1,28,18,7hlumphk42363z3i2nry2wrzj,1,2.7,49.4,2025-05-11T12:30:02.324Z,2025-05-11T12:30:05Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,5719997873,167,,5719997819,141,0.0,5719997823,213,5.17,5719997817,140,18.9,5719997815,56,Back,5719997821,212,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813464199,188,5,1,28,19,7hlumphk42363z3i2nry2wrzj,0,20.0,-1.4,2025-05-11T12:30:03.268Z,2025-05-11T12:57:29Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,5719997837,56,Back,5719997895,233,344,5719997839,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
