id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2813121421,113,83,1,8,39,5h878vnmkbuy2ummddprusxgq,0,74.1,13.7,2025-05-11T00:16:04.243Z,2025-05-11T00:16:07Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718197137,399,2giowiodzndu5m2gwn79iiui1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813121465,71,1,1,8,40,aj8ytsr2ap33tod0hd8ofzaw9,0,26.9,74.8,2025-05-11T00:16:05.066Z,2025-05-11T00:16:10Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718197103,157,,5718197115,1,,5718197109,141,75.0,5718197105,56,Center,5718197113,213,0.00,5718197111,212,63.1,5718197107,140,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813121581,114,12,1,8,48,5h878vnmkbuy2ummddprusxgq,1,3.7,16.1,2025-05-11T00:16:12.940Z,2025-05-11T00:16:14Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718197747,56,Back,5718197753,212,16.7,5718197749,140,14.9,5718197751,141,0.0,5718197755,213,5.49,5718197843,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813121617,72,5,1,8,48,aj8ytsr2ap33tod0hd8ofzaw9,1,83.4,101.4,2025-05-11T00:16:13.512Z,2025-05-11T00:16:17Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718197975,56,Left,5718198055,233,115,5718197981,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813121591,115,5,1,8,48,5h878vnmkbuy2ummddprusxgq,0,18.2,-1.4,2025-05-11T00:16:13.661Z,2025-05-11T00:16:17Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718197787,347,,5718198161,233,72,5718197785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122113,73,1,1,9,21,aj8ytsr2ap33tod0hd8ofzaw9,1,79.8,100.0,2025-05-11T00:16:46.330Z,2025-05-11T00:16:50Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5718200681,141,68.1,5718200677,56,Center,5718200683,212,26.5,5718200689,1,,5718200675,107,,5718200685,213,5.23,5718200679,140,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122125,74,44,1,9,23,aj8ytsr2ap33tod0hd8ofzaw9,1,93.6,64.3,2025-05-11T00:16:48.154Z,2025-05-11T00:16:52Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718200737,286,,5718200791,233,116,5718200735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122085,116,44,1,9,23,5h878vnmkbuy2ummddprusxgq,0,6.8,34.4,2025-05-11T00:16:48.155Z,2025-05-11T00:19:42Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718200813,233,74,5718200517,285,,5718200515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122153,75,1,1,9,23,aj8ytsr2ap33tod0hd8ofzaw9,1,92.2,68.1,2025-05-11T00:16:48.167Z,2025-05-11T03:21:30Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,1.0,,5718202589,210,13,5718200875,213,4.69,5718202591,154,,5718200863,3,,5718200869,140,91.9,5718200865,168,,5718200871,141,51.0,5718200867,56,Center,5718200873,212,11.6,,,,,,,,,,,,,,,,,,,,,,,
2813122179,76,13,1,9,28,aj8ytsr2ap33tod0hd8ofzaw9,1,92.3,50.5,2025-05-11T00:16:53.255Z,2025-05-11T03:27:34Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5718202605,29,,5718202607,154,,5718202599,160,,5718202617,328,,5718202601,15,,5718201021,17,,5718768317,85,,5718202615,103,58.3,5718202621,231,48.2,5718202613,102,5718202619,230,5718201023,56,Center,5718202609,55,,,,,,,,,100,49.1,75,,,
2813122345,77,5,1,9,30,aj8ytsr2ap33tod0hd8ofzaw9,0,101.1,47.4,2025-05-11T00:16:55.047Z,2025-05-11T03:21:27Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5718202051,346,,5718202085,233,117,5718202049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122197,117,5,1,9,30,5h878vnmkbuy2ummddprusxgq,1,-1.1,52.6,2025-05-11T00:16:55.715Z,2025-05-11T03:21:26Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718201133,346,,5718202061,233,77,5718201131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122471,118,1,1,9,50,5h878vnmkbuy2ummddprusxgq,1,4.8,48.2,2025-05-11T00:17:15.483Z,2025-05-11T00:17:16Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5718202821,141,27.4,5718202815,124,,5718202823,212,15.7,5718202817,56,Back,5718202829,237,,5718202825,213,5.16,5718202819,140,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122497,119,1,1,9,51,5h878vnmkbuy2ummddprusxgq,1,11.3,27.4,2025-05-11T00:17:16.746Z,2025-05-11T00:17:18Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718202991,140,21.7,5718202999,213,5.31,5718202993,141,4.0,5718202989,56,Back,5718202997,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122541,120,1,1,9,53,5h878vnmkbuy2ummddprusxgq,1,21.7,4.0,2025-05-11T00:17:18.715Z,2025-05-11T00:17:21Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718203211,56,Back,5718203219,213,0.15,5718203213,140,42.5,5718203209,155,,5718203215,141,8.9,5718203217,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122547,121,50,1,9,56,5h878vnmkbuy2ummddprusxgq,1,37.7,18.1,2025-05-11T00:17:21.746Z,2025-05-11T01:07:19Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5718203491,233,78,5718203241,286,,5718203239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122577,78,7,1,9,56,aj8ytsr2ap33tod0hd8ofzaw9,1,62.3,81.9,2025-05-11T00:17:21.747Z,2025-05-11T01:07:19Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,1.0,,5718203463,233,121,5718203467,285,,5718203405,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122611,80,15,1,10,0,aj8ytsr2ap33tod0hd8ofzaw9,1,75.7,59.5,2025-05-11T00:17:24.936Z,2025-05-11T03:28:55Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5718204283,215,,5718204289,230,92.4,5718776621,76,,5718204275,55,78,5718204291,231,52.5,5718203941,82,,5718203569,56,Center,5718203565,22,,5718204281,103,19,5718204371,233,5718203567,18,5718204269,72,,5718204287,147,5718204285,146,81.6,5718204273,29,5718204279,102,54.6,,122,58.3,,,
2813122627,122,10,1,10,0,5h878vnmkbuy2ummddprusxgq,1,19.0,39.2,2025-05-11T00:17:25.036Z,2025-05-11T02:14:29Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718203621,94,,5718204429,233,80,5718203623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122625,81,61,1,10,1,aj8ytsr2ap33tod0hd8ofzaw9,1,70.9,67.3,2025-05-11T00:17:26.536Z,2025-05-11T00:17:26Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5718203617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122653,123,1,1,10,3,5h878vnmkbuy2ummddprusxgq,1,23.5,25.1,2025-05-11T00:17:28.234Z,2025-05-11T00:17:29Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718203797,141,23.3,5718203801,213,6.17,5718203795,140,34.0,5718203799,212,11.1,5718203793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122665,125,1,1,10,4,5h878vnmkbuy2ummddprusxgq,1,34.0,23.3,2025-05-11T00:17:29.619Z,2025-05-11T00:19:02Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718203855,56,Back,5718203863,213,2.90,5718203857,140,24.9,5718203859,141,26.8,5718203861,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122677,126,1,1,10,5,5h878vnmkbuy2ummddprusxgq,1,24.9,26.8,2025-05-11T00:17:30.234Z,2025-05-11T00:17:31Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718203983,141,28.3,5718203981,140,38.8,5718203987,213,0.07,5718203985,212,14.6,5718203979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122679,127,1,1,10,6,5h878vnmkbuy2ummddprusxgq,1,38.8,28.3,2025-05-11T00:17:31.178Z,2025-05-11T02:14:38Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5718204009,141,30.4,5718204007,140,32.4,5718204011,212,6.9,5718204013,213,2.93,5718204005,56,Back,5718204047,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122743,128,1,1,10,7,5h878vnmkbuy2ummddprusxgq,1,32.4,30.4,2025-05-11T00:17:32.386Z,2025-05-11T00:17:35Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718204405,140,21.4,5718204411,213,2.04,5718204407,141,63.9,5718204409,212,25.5,5718204403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122749,129,1,1,10,10,5h878vnmkbuy2ummddprusxgq,1,21.6,67.4,2025-05-11T00:17:35.034Z,2025-05-11T00:17:36Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718204455,212,21.8,5718204457,213,0.09,5718204451,140,42.3,5718204453,141,70.2,5718204449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122755,130,1,1,10,11,5h878vnmkbuy2ummddprusxgq,1,42.3,70.2,2025-05-11T00:17:36.306Z,2025-05-11T02:14:45Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5718204483,141,58.1,5718204481,140,39.5,5718204487,213,4.37,5718204485,212,8.7,5718204507,156,,5718204479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122827,131,1,1,10,13,5h878vnmkbuy2ummddprusxgq,0,41.3,60.2,2025-05-11T00:17:38.306Z,2025-05-11T02:14:55Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5718204809,212,51.7,5718204803,56,Left,5718204805,140,87.3,5718204813,1,,5718204811,213,0.36,5718204807,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813122951,83,1,1,10,22,aj8ytsr2ap33tod0hd8ofzaw9,1,7.8,6.4,2025-05-11T00:17:47.703Z,2025-05-11T00:17:51Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5718205477,141,43.4,5718205479,212,25.2,5718205473,56,Back,5718205481,213,1.52,5718205475,140,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123081,84,1,1,10,26,aj8ytsr2ap33tod0hd8ofzaw9,1,9.4,46.9,2025-05-11T00:17:51.638Z,2025-05-11T00:17:59Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5718206155,140,14.7,5718206151,56,Back,5718206157,141,70.3,5718206165,213,1.23,5718206161,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123125,85,1,1,10,34,aj8ytsr2ap33tod0hd8ofzaw9,1,23.2,71.2,2025-05-11T00:17:59.023Z,2025-05-11T00:18:02Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718206399,140,62.3,5718206407,1,,5718206393,155,,5718206405,213,0.20,5718206403,212,41.9,5718206401,141,83.3,5718206395,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123131,86,61,1,10,37,aj8ytsr2ap33tod0hd8ofzaw9,1,62.3,83.3,2025-05-11T00:18:02.295Z,2025-05-11T00:18:10Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718206449,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123171,87,1,1,10,39,aj8ytsr2ap33tod0hd8ofzaw9,1,55.7,76.1,2025-05-11T00:18:04.046Z,2025-05-11T00:18:05Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5718206665,140,58.5,5718206671,213,5.35,5718206667,141,70.3,5718206669,212,4.9,5718206663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123177,88,1,1,10,40,aj8ytsr2ap33tod0hd8ofzaw9,0,58.5,70.3,2025-05-11T00:18:04.991Z,2025-05-11T00:18:05Z,am6xykrxjymw2qpqli6upysq,A. Touré,,,5718206713,213,4.04,5718206705,56,Center,5718206707,140,52.7,5718206711,212,9.8,5718206709,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123305,133,1,1,10,46,5h878vnmkbuy2ummddprusxgq,1,55.3,19.7,2025-05-11T00:18:10.890Z,2025-05-11T00:18:14Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718207341,56,Right,5718207343,140,77.3,5718207349,213,5.82,5718207345,141,2.9,5718207347,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123329,134,1,1,10,49,5h878vnmkbuy2ummddprusxgq,1,76.7,4.7,2025-05-11T00:18:13.930Z,2025-05-11T00:18:15Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718207473,56,Right,5718207477,141,13.1,5718207479,212,9.5,5718207481,213,2.49,5718207475,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123349,135,1,1,10,50,5h878vnmkbuy2ummddprusxgq,1,69.0,13.9,2025-05-11T00:18:15.569Z,2025-05-11T00:18:17Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718207633,213,1.80,5718207627,140,67.1,5718207629,141,26.6,5718207631,212,8.9,5718207625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123433,136,1,1,10,52,5h878vnmkbuy2ummddprusxgq,1,66.8,37.1,2025-05-11T00:18:17.722Z,2025-05-11T00:18:24Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718208087,212,26.8,5718208089,213,1.32,5718208083,140,73.2,5718208081,56,Center,5718208085,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123451,137,1,1,10,59,5h878vnmkbuy2ummddprusxgq,0,86.5,86.9,2025-05-11T00:18:24.490Z,2025-05-11T03:28:04Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5718208251,213,5.18,5718208241,155,,5718208243,56,Center,5718208253,1,,5718208249,212,35.3,5718208245,140,100.0,5718208239,2,,5718208247,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123841,89,5,1,11,1,aj8ytsr2ap33tod0hd8ofzaw9,1,-1.6,58.4,2025-05-11T00:18:26.336Z,2025-05-11T00:19:02Z,am6xykrxjymw2qpqli6upysq,A. Touré,,,5718210595,346,,5718210633,233,138,5718210593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123477,138,5,1,11,2,5h878vnmkbuy2ummddprusxgq,0,101.5,42.7,2025-05-11T00:18:27.104Z,2025-05-11T00:19:01Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5718210655,233,89,5718208409,346,,5718208407,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123897,90,1,1,11,35,aj8ytsr2ap33tod0hd8ofzaw9,0,4.3,59.0,2025-05-11T00:19:00.464Z,2025-05-11T00:19:06Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5718210973,1,,5718210979,74,,5718210965,212,68.6,5718210957,140,69.6,5718210947,124,,5718210969,213,0.00,5718210961,141,59.4,5718210953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123895,139,44,1,11,40,5h878vnmkbuy2ummddprusxgq,1,33.2,35.3,2025-05-11T00:19:05.066Z,2025-05-11T00:19:08Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718211155,233,91,5718210941,285,,5718210939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123909,91,44,1,11,40,aj8ytsr2ap33tod0hd8ofzaw9,0,64.0,70.0,2025-05-11T00:19:05.067Z,2025-05-11T00:22:26Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718211025,56,Center,5718211203,233,139,5718211027,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123927,140,1,1,11,40,5h878vnmkbuy2ummddprusxgq,0,41.6,19.3,2025-05-11T00:19:05.306Z,2025-05-11T00:19:07Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718211119,141,14.3,5718211113,3,,5718211121,212,27.7,5718211115,56,Right,5718211117,140,67.8,5718211123,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813123983,92,1,1,11,43,aj8ytsr2ap33tod0hd8ofzaw9,0,34.7,81.7,2025-05-11T00:19:08.686Z,2025-05-11T00:19:11Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718211483,213,0.03,5718211487,1,,5718211475,56,Left,5718211481,212,53.0,5718211473,157,,5718211477,140,85.2,5718211479,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124053,141,1,1,11,46,5h878vnmkbuy2ummddprusxgq,1,27.8,10.4,2025-05-11T00:19:11.530Z,2025-05-11T00:19:16Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718211883,213,1.42,5718211871,140,31.3,5718211875,141,46.9,5718211885,1,,5718211863,157,,5718211879,212,25.1,5718211867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124057,142,1,1,11,51,5h878vnmkbuy2ummddprusxgq,0,31.3,47.3,2025-05-11T00:19:16.321Z,2025-05-11T00:19:17Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718211913,140,43.0,5718211919,213,5.80,5718211917,212,13.8,5718211915,141,37.9,5718211911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124155,93,1,1,11,53,aj8ytsr2ap33tod0hd8ofzaw9,0,63.3,47.2,2025-05-11T00:19:18.262Z,2025-05-11T00:19:23Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5718212419,141,19.5,5718212413,155,,5718212415,56,Right,5718212421,212,23.9,5718212417,140,77.3,5718212423,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124161,143,61,1,11,59,5h878vnmkbuy2ummddprusxgq,1,24.2,71.6,2025-05-11T00:19:23.945Z,2025-05-11T03:28:47Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718212459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124207,144,50,1,12,1,5h878vnmkbuy2ummddprusxgq,1,19.8,92.1,2025-05-11T00:19:25.924Z,2025-05-11T03:28:45Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5718212723,56,Back,5718212725,285,,5718212843,233,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124217,94,7,1,12,1,aj8ytsr2ap33tod0hd8ofzaw9,0,80.2,7.9,2025-05-11T00:19:25.925Z,2025-05-11T00:20:04Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718212773,286,,5718212807,233,144,5718212771,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124267,146,61,1,12,1,5h878vnmkbuy2ummddprusxgq,1,16.7,93.5,2025-05-11T00:19:26.561Z,2025-05-11T00:19:32Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5718213101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124225,145,5,1,12,2,5h878vnmkbuy2ummddprusxgq,0,19.0,100.6,2025-05-11T00:19:27.201Z,2025-05-11T00:19:31Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5718212825,347,,5718213209,233,95,5718212823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124263,95,5,1,12,2,aj8ytsr2ap33tod0hd8ofzaw9,1,82.0,-0.8,2025-05-11T00:19:27.718Z,2025-05-11T00:19:32Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718213169,233,145,5718213091,347,,5718213089,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124623,96,1,1,12,26,aj8ytsr2ap33tod0hd8ofzaw9,1,89.2,0.0,2025-05-11T00:19:51.125Z,2025-05-11T00:19:56Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5718215203,141,65.1,5718215209,1,,5718215195,107,,5718215197,56,Center,5718215207,213,1.63,5718215205,212,45.0,5718215199,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124631,97,44,1,12,30,aj8ytsr2ap33tod0hd8ofzaw9,1,86.6,48.5,2025-05-11T00:19:54.864Z,2025-05-11T01:01:50Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718215303,233,147,5718215257,56,Center,5718215259,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124607,147,44,1,12,30,5h878vnmkbuy2ummddprusxgq,0,13.4,46.0,2025-05-11T00:19:54.865Z,2025-05-11T00:19:58Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718215097,285,,5718215095,56,Back,5718215339,233,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124669,98,1,1,12,30,aj8ytsr2ap33tod0hd8ofzaw9,0,86.7,65.1,2025-05-11T00:19:55.069Z,2025-05-11T03:31:40Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718215511,212,5.4,5718215507,140,87.2,5718215513,213,1.47,5718215505,56,Center,5718215503,168,,5718215509,141,73.0,5718215501,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124721,148,12,1,12,30,5h878vnmkbuy2ummddprusxgq,1,10.6,45.5,2025-05-11T00:19:55.361Z,2025-05-11T03:29:14Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718215813,56,Back,5718215817,141,52.1,5718215819,212,9.6,5718215815,140,18.7,5718215821,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124723,149,4,1,12,35,5h878vnmkbuy2ummddprusxgq,1,15.9,40.2,2025-05-11T00:19:59.828Z,2025-05-11T02:16:08Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5718409797,294,,5718215969,152,,5718215975,285,,5718216125,233,99,5718215967,56,Back,5718215965,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124677,99,4,1,12,35,aj8ytsr2ap33tod0hd8ofzaw9,0,84.1,59.8,2025-05-11T00:19:59.829Z,2025-05-11T00:21:37Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5718215579,56,Center,5718222149,294,,5718216183,233,149,5718215589,286,,5718215583,152,,5718215575,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124821,150,1,1,12,44,5h878vnmkbuy2ummddprusxgq,1,8.9,46.7,2025-05-11T00:20:08.920Z,2025-05-11T00:20:11Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5718216419,212,35.0,5718216413,56,Back,5718216411,152,,5718216423,1,,5718216417,141,10.3,5718216409,5,,5718216421,213,5.50,5718216415,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124857,151,1,1,12,46,5h878vnmkbuy2ummddprusxgq,1,32.4,10.3,2025-05-11T00:20:10.904Z,2025-05-11T00:20:14Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718216671,56,Back,5718216675,141,2.2,5718216679,213,5.81,5718216677,212,12.1,5718216673,140,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124879,152,1,1,12,49,5h878vnmkbuy2ummddprusxgq,0,42.7,2.0,2025-05-11T00:20:13.808Z,2025-05-11T00:20:15Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718216823,56,Right,5718216829,141,6.8,5718216827,140,64.0,5718216833,213,0.14,5718216831,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124891,100,61,1,12,51,aj8ytsr2ap33tod0hd8ofzaw9,1,42.4,86.8,2025-05-11T00:20:16.341Z,2025-05-11T00:20:16Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718216907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124967,153,1,1,12,52,5h878vnmkbuy2ummddprusxgq,1,67.6,12.1,2025-05-11T00:20:17.024Z,2025-05-11T00:20:22Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5718217385,140,63.3,5718217391,213,2.08,5718217387,141,23.9,5718217389,212,9.2,5718217383,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813124999,154,1,1,12,57,5h878vnmkbuy2ummddprusxgq,1,85.8,31.9,2025-05-11T00:20:22.439Z,2025-05-11T03:28:44Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,1.0,,5718675953,210,13,5718217545,56,Center,5718217551,212,18.1,5718217547,140,76.1,5718217553,213,2.17,5718217549,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
