id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2793243933,186,1,1,25,30,87c66ubwpzykovmkaf1t46bis,0,71.5,10.7,2025-03-29T23:32:07.419Z,2025-03-29T23:32:10Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608626231,56,Center,5608626227,2,,5608626229,155,,5608626239,213,0.79,5608626235,141,58.2,5608626241,1,,5608626237,212,45.4,5608626233,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793244449,187,4,1,25,30,87c66ubwpzykovmkaf1t46bis,1,89.8,65.7,2025-03-29T23:32:07.659Z,2025-03-30T00:06:38Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5608629727,265,,5608629723,56,Center,5608629729,286,,5608629725,152,,5608629719,9,,5608629721,13,,5608631155,348,zd582wgzhdcz8n6oipywt3vt,5608629733,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793244473,214,4,1,25,30,ck22dnk93ng8ax7wonlff7yms,0,10.2,34.3,2025-03-29T23:32:07.660Z,2025-03-29T23:33:04Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5608629487,285,,5608629483,152,,5608629763,233,187,5608629477,9,,5608629485,265,,5608629479,13,,5608629481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793244557,215,17,1,25,35,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-03-29T23:32:12.082Z,2025-03-30T01:57:10Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5608629881,13,243,5609142347,289,,5608629877,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793245055,188,16,1,26,51,87c66ubwpzykovmkaf1t46bis,1,88.5,50.0,2025-03-29T23:33:28.115Z,2025-03-29T23:34:15Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608635651,79,,5608632549,17,,5608633185,375,26:50.433,5608635681,472,187,5608633179,374,2025-03-29 23:33:27.391,5608635759,353,216,5608635659,458,,5608633171,72,,5608635675,281,5608632547,9,,5608635653,102,5608635657,390,474303,5608632553,214,,51.6,5608635655,103,27.8,5608635685,487,5608635669,231,,50.2,4o1ryjpzoxzpi3ex53cmayui1,5608632551,56,Center,5608635673,280,PENALTY_WON,5608635663,230,99.4,5608635677,282,87c66ubwpzykovmkaf1t46bis
2793245047,216,58,1,26,51,ck22dnk93ng8ax7wonlff7yms,0,0.0,0.0,2025-03-29T23:33:28.115Z,2025-03-29T23:33:44Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5608632533,56,Back,5608632531,75,,5608633347,233,188,5608632523,9,,5608632529,179,,5608632525,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793245751,217,1,1,27,41,ck22dnk93ng8ax7wonlff7yms,1,49.6,50.1,2025-03-29T23:34:18.399Z,2025-03-29T23:34:22Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5608636291,141,50.4,5608636289,140,33.6,5608636295,213,3.13,5608636287,56,Back,5608636297,279,G,5608636293,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793245807,218,1,1,27,45,ck22dnk93ng8ax7wonlff7yms,0,32.6,44.5,2025-03-29T23:34:22.103Z,2025-03-29T23:34:26Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608636539,140,67.0,5608636535,155,,5608636541,141,72.6,5608636537,56,Center,5608636543,212,40.9,5608636547,1,,5608636545,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793245821,189,44,1,27,48,87c66ubwpzykovmkaf1t46bis,1,34.6,28.0,2025-03-29T23:34:25.561Z,2025-03-30T01:10:24Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5608636741,233,219,5608636605,56,Back,5608636607,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793245817,219,44,1,27,48,ck22dnk93ng8ax7wonlff7yms,0,65.4,72.0,2025-03-29T23:34:25.562Z,2025-03-30T01:10:25Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,,5608636581,56,Center,5608636583,286,,5608636765,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793245825,190,12,1,27,49,87c66ubwpzykovmkaf1t46bis,1,37.3,28.9,2025-03-29T23:34:26.154Z,2025-03-29T23:34:34Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5608636635,140,42.4,5608636639,212,5.4,5608636671,15,,5608636641,213,6.19,5608636633,56,Back,5608636637,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793245855,220,61,1,27,50,ck22dnk93ng8ax7wonlff7yms,1,65.2,71.4,2025-03-29T23:34:27.849Z,2025-03-29T23:34:28Z,97rumgrdtahzassy8weq13dyi,E. Cáceres,,,5608636773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793245899,221,1,1,27,52,ck22dnk93ng8ax7wonlff7yms,1,66.8,72.3,2025-03-29T23:34:29.358Z,2025-03-29T23:34:30Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5608636967,140,50.6,5608636973,213,3.14,5608636969,141,72.4,5608636965,56,Center,5608636971,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793245913,222,1,1,27,53,ck22dnk93ng8ax7wonlff7yms,0,50.6,72.4,2025-03-29T23:34:30.096Z,2025-03-29T23:34:31Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5608637043,56,Center,5608637047,141,65.7,5608637051,213,5.81,5608637045,140,59.0,5608637049,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793245971,191,3,1,27,57,87c66ubwpzykovmkaf1t46bis,0,43.2,42.9,2025-03-29T23:34:34.250Z,2025-03-30T01:10:09Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5608637337,56,Back,5608637765,233,223,5608637339,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246031,223,7,1,27,57,ck22dnk93ng8ax7wonlff7yms,1,56.8,57.1,2025-03-29T23:34:34.251Z,2025-03-30T01:10:09Z,97rumgrdtahzassy8weq13dyi,E. Cáceres,,,5608637673,56,Center,5608637677,285,,5608637737,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246051,224,1,1,28,1,ck22dnk93ng8ax7wonlff7yms,1,54.0,53.3,2025-03-29T23:34:38.654Z,2025-03-29T23:34:40Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5608637789,140,32.1,5608637795,212,23.0,5608637787,56,Back,5608637793,141,51.2,5608637797,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246083,225,1,1,28,2,ck22dnk93ng8ax7wonlff7yms,1,32.1,51.2,2025-03-29T23:34:39.831Z,2025-03-29T23:34:42Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608637997,141,45.4,5608637995,140,11.0,5608637999,212,22.5,5608638001,213,3.32,5608637991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246135,226,1,1,28,5,ck22dnk93ng8ax7wonlff7yms,1,11.2,42.4,2025-03-29T23:34:42.727Z,2025-03-29T23:34:46Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5608638259,140,41.5,5608638267,1,,5608638263,212,35.4,5608638255,157,,5608638257,56,Back,5608638265,213,5.83,5608638261,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246141,227,61,1,28,8,ck22dnk93ng8ax7wonlff7yms,1,39.4,17.9,2025-03-29T23:34:45.902Z,2025-03-29T23:34:46Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5608638301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246205,228,1,1,28,10,ck22dnk93ng8ax7wonlff7yms,1,36.8,13.2,2025-03-29T23:34:47.392Z,2025-03-29T23:34:50Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5608638583,141,16.7,5608638587,213,2.96,5608638585,212,13.5,5608638581,140,24.1,5608638579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246213,229,1,1,28,12,ck22dnk93ng8ax7wonlff7yms,1,26.2,18.2,2025-03-29T23:34:49.862Z,2025-03-29T23:34:51Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608638681,141,26.8,5608638679,140,31.8,5608638685,213,0.78,5608638677,56,Back,5608638683,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246243,230,1,1,28,13,ck22dnk93ng8ax7wonlff7yms,1,31.8,26.8,2025-03-29T23:34:50.847Z,2025-03-29T23:34:53Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5608638839,213,1.49,5608638835,212,8.0,5608638825,56,Back,5608638827,140,32.4,5608638831,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246259,231,1,1,28,15,ck22dnk93ng8ax7wonlff7yms,1,31.0,33.4,2025-03-29T23:34:52.838Z,2025-03-29T23:34:54Z,97rumgrdtahzassy8weq13dyi,E. Cáceres,,,5608638903,141,28.9,5608638907,213,4.38,5608638905,212,3.2,5608638901,140,30.0,5608638899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246257,193,83,1,28,16,87c66ubwpzykovmkaf1t46bis,0,64.6,60.0,2025-03-29T23:34:53.610Z,2025-03-29T23:34:59Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5608639219,399,khvgxqohya7mawca1qx5q590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246271,232,1,1,28,16,ck22dnk93ng8ax7wonlff7yms,1,29.8,28.6,2025-03-29T23:34:53.926Z,2025-03-29T23:34:55Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5608639013,213,2.16,5608639009,141,42.1,5608639005,56,Back,5608639011,212,11.1,5608639007,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246287,233,1,1,28,18,ck22dnk93ng8ax7wonlff7yms,1,19.9,39.4,2025-03-29T23:34:55.526Z,2025-03-29T23:34:56Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608639077,56,Back,5608639083,212,20.5,5608639081,141,63.7,5608639079,140,31.4,5608639085,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246363,234,1,1,28,21,ck22dnk93ng8ax7wonlff7yms,1,32.3,67.0,2025-03-29T23:34:58.175Z,2025-03-29T23:35:02Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5608639447,140,48.7,5608639451,212,20.4,5608639449,141,83.0,5608639445,56,Back,5608639455,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246399,235,1,1,28,25,ck22dnk93ng8ax7wonlff7yms,1,54.9,89.6,2025-03-29T23:35:02.255Z,2025-03-29T23:35:05Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,,5608639685,140,45.6,5608639689,212,15.3,5608639691,213,4.02,5608639683,56,Back,5608639687,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246427,236,1,1,28,28,ck22dnk93ng8ax7wonlff7yms,1,46.5,71.2,2025-03-29T23:35:05.447Z,2025-03-29T23:35:08Z,97rumgrdtahzassy8weq13dyi,E. Cáceres,,,5608639853,213,3.97,5608639845,140,33.3,5608639849,212,20.6,5608639843,56,Back,5608639847,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246439,237,1,1,28,31,ck22dnk93ng8ax7wonlff7yms,1,33.2,46.1,2025-03-29T23:35:08.368Z,2025-03-29T23:35:09Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608639909,140,48.2,5608639913,212,16.6,5608639915,213,5.95,5608639907,56,Back,5608639911,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246453,238,1,1,28,32,ck22dnk93ng8ax7wonlff7yms,0,46.8,37.4,2025-03-29T23:35:09.319Z,2025-03-29T23:35:10Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5608639977,212,6.7,5608639973,140,44.0,5608639971,56,Back,5608639979,213,2.02,5608639975,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246491,194,8,1,28,35,87c66ubwpzykovmkaf1t46bis,1,65.7,55.1,2025-03-29T23:35:12.946Z,2025-03-29T23:35:13Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5608640153,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246593,196,1,1,28,36,87c66ubwpzykovmkaf1t46bis,0,65.7,55.1,2025-03-29T23:35:13.633Z,2025-03-30T00:08:11Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5608640759,213,5.66,5608640755,141,45.8,5608640751,56,Center,5608640757,212,10.9,5608640753,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247615,259,12,1,28,46,ck22dnk93ng8ax7wonlff7yms,1,17.6,62.3,2025-03-29T23:35:23.174Z,2025-03-29T23:37:01Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608646067,212,2.9,5608646063,140,20.2,5608646069,213,0.31,5608646065,141,63.6,5608646061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246599,197,61,1,28,47,87c66ubwpzykovmkaf1t46bis,1,81.7,44.9,2025-03-29T23:35:24.386Z,2025-03-29T23:35:41Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5608640797,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246621,198,5,1,28,49,87c66ubwpzykovmkaf1t46bis,0,101.6,35.8,2025-03-29T23:35:26.538Z,2025-03-30T00:06:57Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5608640881,346,,5608641775,233,239,5608640877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246769,239,5,1,28,49,ck22dnk93ng8ax7wonlff7yms,1,-1.6,64.2,2025-03-29T23:35:26.538Z,2025-03-30T00:06:56Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608641763,56,Back,5608641769,233,198,5608641765,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246779,240,1,1,29,4,ck22dnk93ng8ax7wonlff7yms,1,4.4,52.1,2025-03-29T23:35:41.861Z,2025-03-29T23:35:43Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5608641821,237,,5608641809,56,Back,5608641813,141,34.9,5608641817,213,5.09,5608641811,140,8.8,5608641815,212,12.6,5608641807,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246791,241,1,1,29,5,ck22dnk93ng8ax7wonlff7yms,1,9.0,34.9,2025-03-29T23:35:42.510Z,2025-03-29T23:35:43Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608641861,56,Back,5608641871,212,15.8,5608641863,140,14.1,5608641873,213,5.06,5608641867,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246805,242,1,1,29,6,ck22dnk93ng8ax7wonlff7yms,1,14.1,13.1,2025-03-29T23:35:43.374Z,2025-03-29T23:35:44Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608641941,213,0.79,5608641937,141,30.3,5608641933,56,Back,5608641939,212,16.4,5608641935,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793246979,243,1,1,29,7,ck22dnk93ng8ax7wonlff7yms,1,35.1,34.8,2025-03-29T23:35:44.806Z,2025-03-29T23:35:59Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5608642825,213,1.56,5608642823,212,24.7,5608642817,56,Back,5608642821,141,71.1,5608642819,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247015,244,1,1,29,21,ck22dnk93ng8ax7wonlff7yms,1,44.6,68.5,2025-03-29T23:35:58.911Z,2025-03-29T23:36:01Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5608642977,140,34.3,5608642983,213,4.08,5608642979,141,46.7,5608642981,212,18.3,5608642975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247055,245,1,1,29,24,ck22dnk93ng8ax7wonlff7yms,1,30.6,37.9,2025-03-29T23:36:01.046Z,2025-03-29T23:36:03Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608643153,212,12.0,5608643149,140,38.2,5608643155,213,5.44,5608643147,56,Back,5608643151,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247119,246,1,1,29,26,ck22dnk93ng8ax7wonlff7yms,1,42.2,20.9,2025-03-29T23:36:03.631Z,2025-03-29T23:36:09Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608643467,212,25.1,5608643463,140,65.4,5608643469,213,6.04,5608643465,141,12.0,5608643461,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247169,247,1,1,29,31,ck22dnk93ng8ax7wonlff7yms,1,60.3,14.9,2025-03-29T23:36:08.919Z,2025-03-29T23:36:12Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5608643769,212,20.8,5608643765,140,40.5,5608643767,141,16.8,5608643763,56,Back,5608643771,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247189,248,1,1,29,35,ck22dnk93ng8ax7wonlff7yms,1,40.5,16.8,2025-03-29T23:36:12.366Z,2025-03-29T23:36:14Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608643887,141,9.4,5608643881,56,Right,5608643889,212,18.4,5608643891,213,6.01,5608643885,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247225,249,1,1,29,37,ck22dnk93ng8ax7wonlff7yms,1,58.3,8.5,2025-03-29T23:36:14.535Z,2025-03-29T23:36:17Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5608644059,212,19.2,5608644055,140,40.6,5608644057,141,15.3,5608644053,56,Back,5608644061,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247261,250,1,1,29,40,ck22dnk93ng8ax7wonlff7yms,1,41.7,17.6,2025-03-29T23:36:17.254Z,2025-03-29T23:36:20Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608644217,213,1.81,5608644213,141,49.6,5608644209,56,Back,5608644211,140,36.6,5608644215,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247313,251,1,1,29,43,ck22dnk93ng8ax7wonlff7yms,1,36.6,49.9,2025-03-29T23:36:20.022Z,2025-03-29T23:36:24Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608644489,56,Back,5608644491,140,45.5,5608644495,212,19.6,5608644497,213,1.07,5608644493,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247405,252,1,1,29,46,ck22dnk93ng8ax7wonlff7yms,1,54.1,77.5,2025-03-29T23:36:23.823Z,2025-03-29T23:36:30Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5608644893,56,Left,5608644897,141,82.7,5608644895,140,67.7,5608644899,212,14.7,5608644901,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247451,253,1,1,29,53,ck22dnk93ng8ax7wonlff7yms,1,64.4,85.6,2025-03-29T23:36:30.150Z,2025-03-29T23:36:33Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5608645133,212,29.1,5608645135,213,4.02,5608645129,140,46.7,5608645131,141,52.7,5608645127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247475,254,1,1,29,56,ck22dnk93ng8ax7wonlff7yms,1,46.3,49.0,2025-03-29T23:36:33.343Z,2025-03-29T23:36:35Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5608645271,140,48.9,5608645273,141,28.3,5608645277,213,4.90,5608645275,212,14.3,5608645269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247487,255,1,1,29,58,ck22dnk93ng8ax7wonlff7yms,1,48.6,24.3,2025-03-29T23:36:35.590Z,2025-03-29T23:36:37Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,,5608645361,213,5.86,5608645353,56,Right,5608645357,141,12.8,5608645355,140,65.3,5608645359,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247509,256,1,1,30,0,ck22dnk93ng8ax7wonlff7yms,1,64.7,12.5,2025-03-29T23:36:36.966Z,2025-03-29T23:36:38Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5608645479,212,10.9,5608645475,140,64.9,5608645481,213,1.55,5608645477,141,28.5,5608645473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247569,257,1,1,30,1,ck22dnk93ng8ax7wonlff7yms,0,64.9,28.5,2025-03-29T23:36:38.574Z,2025-03-29T23:36:44Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5608645785,155,,5608645789,140,100.0,5608645791,141,7.6,5608645795,213,5.92,5608645787,56,Right,5608645797,1,,5608645793,212,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247587,199,56,1,30,6,87c66ubwpzykovmkaf1t46bis,1,2.6,90.6,2025-03-29T23:36:43.314Z,2025-03-30T00:05:21Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5608645885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247825,200,5,1,30,7,87c66ubwpzykovmkaf1t46bis,1,-0.9,90.3,2025-03-29T23:36:44.282Z,2025-03-30T00:06:57Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5608647319,233,258,5608647279,56,Back,5608647281,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247597,258,5,1,30,7,ck22dnk93ng8ax7wonlff7yms,0,100.9,9.7,2025-03-29T23:36:44.282Z,2025-03-30T00:06:57Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5608645949,56,Right,5608647329,233,200,5608645951,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247849,201,1,1,30,33,87c66ubwpzykovmkaf1t46bis,1,4.6,40.9,2025-03-29T23:37:10.346Z,2025-03-29T23:37:12Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5608647393,56,Back,5608647397,141,19.5,5608647395,140,15.2,5608647405,237,,5608647399,212,18.3,5608647391,124,,5608647401,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247915,202,1,1,30,35,87c66ubwpzykovmkaf1t46bis,1,19.7,12.8,2025-03-29T23:37:12.458Z,2025-03-29T23:37:20Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5608647797,56,Back,5608647803,212,20.0,5608647805,213,0.90,5608647799,140,31.6,5608647801,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247949,203,1,1,30,42,87c66ubwpzykovmkaf1t46bis,1,75.4,68.1,2025-03-29T23:37:19.858Z,2025-03-29T23:37:22Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608647975,212,8.5,5608647969,56,Center,5608647979,213,4.60,5608647973,141,55.7,5608647971,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247967,204,1,1,30,45,87c66ubwpzykovmkaf1t46bis,1,74.5,55.1,2025-03-29T23:37:22.508Z,2025-03-29T23:37:23Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5608648061,140,76.2,5608648065,212,5.7,5608648063,141,63.0,5608648059,56,Center,5608648067,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793247975,205,1,1,30,46,87c66ubwpzykovmkaf1t46bis,1,75.6,69.1,2025-03-29T23:37:23.418Z,2025-03-29T23:37:24Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5608648115,212,3.4,5608648111,140,77.7,5608648117,213,5.41,5608648113,141,65.2,5608648109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
