id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2819840057,111,1,1,9,56,87c66ubwpzykovmkaf1t46bis,1,25.4,46.9,2025-05-29T00:17:33.517Z,2025-05-29T00:17:38Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5755372437,140,29.0,5755372441,212,9.1,5755372435,56,Back,5755372439,141,34.8,5755372443,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840087,112,1,1,10,3,87c66ubwpzykovmkaf1t46bis,1,28.5,32.4,2025-05-29T00:17:41.004Z,2025-05-29T00:17:43Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5755372633,140,30.2,5755372635,141,9.1,5755372631,56,Back,5755372639,213,4.82,5755372637,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840105,113,1,1,10,5,87c66ubwpzykovmkaf1t46bis,1,30.2,9.1,2025-05-29T00:17:43.044Z,2025-05-29T00:17:45Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5755372751,213,6.26,5755372747,141,8.2,5755372745,140,53.7,5755372749,212,24.7,5755372743,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840117,114,1,1,10,8,87c66ubwpzykovmkaf1t46bis,1,53.7,8.2,2025-05-29T00:17:45.524Z,2025-05-29T00:17:48Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,5755372803,56,Back,5755372809,212,16.7,5755372811,213,3.08,5755372805,140,37.8,5755372807,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840131,115,1,1,10,10,87c66ubwpzykovmkaf1t46bis,1,39.4,12.6,2025-05-29T00:17:48.284Z,2025-05-29T00:17:51Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5755372919,213,2.38,5755372917,212,15.5,5755372915,141,28.3,5755372913,140,28.7,5755372911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840147,116,1,1,10,13,87c66ubwpzykovmkaf1t46bis,0,28.9,28.2,2025-05-29T00:17:51.141Z,2025-05-29T00:17:52Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5755372999,141,72.0,5755373003,213,0.74,5755372993,155,,5755372997,140,60.2,5755373001,212,44.4,5755373005,1,,5755372995,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840169,79,1,1,10,16,aj8ytsr2ap33tod0hd8ofzaw9,1,31.7,12.1,2025-05-29T00:17:53.827Z,2025-05-29T00:17:56Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,5755373113,56,Right,5755373119,212,26.1,5755373111,3,,5755373115,140,56.4,5755373121,213,0.13,5755373117,141,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840201,81,1,1,10,18,aj8ytsr2ap33tod0hd8ofzaw9,1,58.0,17.5,2025-05-29T00:17:55.947Z,2025-05-29T00:17:59Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,5755373269,212,22.3,5755373263,56,Center,5755373267,141,47.5,5755373271,213,1.16,5755373265,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840205,82,50,1,10,22,aj8ytsr2ap33tod0hd8ofzaw9,1,66.1,57.8,2025-05-29T00:17:59.586Z,2025-05-29T01:08:32Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5755373295,56,Center,5755373405,233,117,5755373297,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840209,117,7,1,10,22,87c66ubwpzykovmkaf1t46bis,1,33.9,42.2,2025-05-29T00:17:59.587Z,2025-05-29T01:08:31Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5755373305,56,Back,5755373391,233,82,5755373307,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840223,119,1,1,10,24,87c66ubwpzykovmkaf1t46bis,1,34.5,34.8,2025-05-29T00:18:01.300Z,2025-05-29T00:18:03Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5755373419,212,18.5,5755373413,56,Center,5755373421,213,0.17,5755373417,141,39.4,5755373415,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840231,120,1,1,10,24,87c66ubwpzykovmkaf1t46bis,1,51.9,39.4,2025-05-29T00:18:02.260Z,2025-05-29T00:18:05Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,5755373475,141,22.5,5755373473,140,40.8,5755373471,56,Back,5755373479,213,3.92,5755373477,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840263,121,1,1,10,27,87c66ubwpzykovmkaf1t46bis,1,42.8,27.6,2025-05-29T00:18:05.188Z,2025-05-29T00:18:10Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,5755373663,1,,5755373653,56,Center,5755373659,212,55.0,5755373655,140,86.6,5755373651,155,,5755373661,213,0.58,5755373657,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840267,122,61,1,10,33,87c66ubwpzykovmkaf1t46bis,0,96.4,78.1,2025-05-29T00:18:10.620Z,2025-05-29T00:18:11Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,5755373681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840303,84,1,1,10,37,aj8ytsr2ap33tod0hd8ofzaw9,0,6.8,5.9,2025-05-29T00:18:14.339Z,2025-05-29T00:18:18Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755373889,141,16.9,5755373893,213,0.18,5755373883,157,,5755373887,140,44.9,5755373885,56,Back,5755373895,1,,5755373891,212,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840301,123,44,1,10,39,87c66ubwpzykovmkaf1t46bis,1,53.3,80.2,2025-05-29T00:18:16.811Z,2025-05-29T01:08:46Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755373881,286,,5755373879,56,Left,5755373959,233,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840305,85,44,1,10,39,aj8ytsr2ap33tod0hd8ofzaw9,0,46.7,19.8,2025-05-29T00:18:16.812Z,2025-05-29T01:08:46Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,5755373901,285,,5755373899,56,Back,5755373967,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840333,124,1,1,10,39,87c66ubwpzykovmkaf1t46bis,1,50.3,75.3,2025-05-29T00:18:17.068Z,2025-05-29T00:18:20Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755374045,212,13.2,5755374043,141,61.1,5755374041,140,58.9,5755374039,56,Center,5755374037,3,,5755374047,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840349,126,1,1,10,43,87c66ubwpzykovmkaf1t46bis,1,59.0,61.2,2025-05-29T00:18:20.691Z,2025-05-29T00:18:22Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,5755374139,56,Center,5755374145,212,6.8,5755374143,141,53.4,5755374141,140,54.9,5755374147,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840357,127,1,1,10,45,87c66ubwpzykovmkaf1t46bis,1,54.9,53.4,2025-05-29T00:18:22.771Z,2025-05-29T02:50:39Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5755374187,212,5.3,5755374185,141,59.7,5755374181,56,Center,5755374189,213,2.19,5755374183,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840387,128,1,1,10,49,87c66ubwpzykovmkaf1t46bis,1,52.1,62.9,2025-05-29T00:18:26.943Z,2025-05-29T02:50:05Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5755374357,140,35.2,5755374361,212,18.2,5755374355,56,Back,5755374359,141,68.8,5755374363,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819857977,403,1,1,10,50,87c66ubwpzykovmkaf1t46bis,1,59.5,54.0,2025-05-29T00:18:27.396Z,2025-05-29T00:54:45Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5755473115,140,51.4,5755473117,141,67.9,5755473121,213,2.30,5755473113,56,Center,5755473119,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840443,129,1,1,10,54,87c66ubwpzykovmkaf1t46bis,1,36.1,63.0,2025-05-29T00:18:31.299Z,2025-05-29T00:18:33Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755374657,213,4.37,5755374653,141,38.0,5755374655,212,18.0,5755374651,140,30.4,5755374649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840465,130,1,1,10,56,87c66ubwpzykovmkaf1t46bis,1,30.9,37.9,2025-05-29T00:18:33.404Z,2025-05-29T00:18:35Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5755374773,213,5.56,5755374769,141,9.7,5755374765,56,Right,5755374771,212,29.1,5755374767,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840473,131,1,1,10,58,87c66ubwpzykovmkaf1t46bis,0,51.4,10.0,2025-05-29T00:18:35.411Z,2025-05-29T00:18:37Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,5755374829,212,14.3,5755374827,141,21.2,5755374823,56,Center,5755374825,140,62.9,5755374831,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840495,86,8,1,11,2,aj8ytsr2ap33tod0hd8ofzaw9,1,25.0,76.5,2025-05-29T00:18:39.531Z,2025-05-29T00:18:39Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5755374915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840531,88,1,1,11,3,aj8ytsr2ap33tod0hd8ofzaw9,1,30.4,75.0,2025-05-29T00:18:40.540Z,2025-05-29T00:18:45Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5755375135,212,11.8,5755375133,141,92.3,5755375131,140,30.5,5755375137,213,1.56,5755375129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840535,89,1,1,11,7,aj8ytsr2ap33tod0hd8ofzaw9,1,55.5,91.1,2025-05-29T00:18:45.235Z,2025-05-29T00:18:46Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5755375159,56,Center,5755375163,141,76.8,5755375167,213,5.32,5755375165,212,11.9,5755375161,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840545,90,1,1,11,9,aj8ytsr2ap33tod0hd8ofzaw9,1,62.0,76.8,2025-05-29T00:18:46.676Z,2025-05-29T00:18:48Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,5755375245,213,5.01,5755375241,141,52.2,5755375243,212,17.5,5755375239,140,66.9,5755375237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840577,91,1,1,11,10,aj8ytsr2ap33tod0hd8ofzaw9,1,69.2,51.9,2025-05-29T00:18:48.147Z,2025-05-29T00:18:52Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,5755375407,213,5.21,5755375401,140,84.6,5755375405,212,33.8,5755375409,1,,5755375399,56,Right,5755375403,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840645,92,1,1,11,14,aj8ytsr2ap33tod0hd8ofzaw9,1,84.6,8.3,2025-05-29T00:18:52.251Z,2025-05-29T00:18:58Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,5755375707,56,Left,5755375713,212,62.0,5755375705,155,,5755375715,213,1.47,5755375709,140,90.5,5755375711,141,99.0,5755375717,1,,5755375703,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840677,93,1,1,11,20,aj8ytsr2ap33tod0hd8ofzaw9,0,90.5,99.0,2025-05-29T00:18:58.142Z,2025-05-29T00:19:03Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5755375927,213,4.66,5755375915,2,,5755375921,140,88.7,5755375925,212,36.2,5755375917,155,,5755375929,1,,5755375923,141,45.8,5755375919,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840661,132,12,1,11,23,87c66ubwpzykovmkaf1t46bis,1,13.4,43.0,2025-05-29T00:19:00.435Z,2025-05-29T02:49:59Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5755375807,213,1.51,5755375819,15,,5755375805,212,20.2,5755375801,140,14.6,5755375799,56,Back,5755375803,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840741,94,1,1,11,28,aj8ytsr2ap33tod0hd8ofzaw9,0,94.3,23.5,2025-05-29T00:19:05.531Z,2025-05-29T00:19:10Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,5755376247,2,,5755376249,155,,5755376251,56,Center,5755376255,141,60.0,5755376253,140,95.3,5755376259,213,1.53,5755376257,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840739,133,44,1,11,31,87c66ubwpzykovmkaf1t46bis,1,5.9,37.6,2025-05-29T00:19:09.003Z,2025-05-29T01:08:46Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5755376369,233,95,5755376245,285,,5755376243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840745,95,44,1,11,31,aj8ytsr2ap33tod0hd8ofzaw9,0,94.1,62.4,2025-05-29T00:19:09.004Z,2025-05-29T01:08:47Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,5755376287,286,,5755376373,233,133,5755376285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840743,134,12,1,11,32,87c66ubwpzykovmkaf1t46bis,1,7.7,35.8,2025-05-29T00:19:09.532Z,2025-05-29T00:19:11Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5755376267,141,26.1,5755376271,213,3.73,5755376265,140,0.0,5755376269,212,12.0,5755376263,56,Back,5755376307,167,,5755376289,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840767,96,6,1,11,33,aj8ytsr2ap33tod0hd8ofzaw9,1,99.0,68.8,2025-05-29T00:19:10.627Z,2025-05-29T01:02:00Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,5755376475,56,Center,5755376477,73,,5755376491,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819840747,135,6,1,11,33,87c66ubwpzykovmkaf1t46bis,0,1.0,31.2,2025-05-29T00:19:10.627Z,2025-05-29T00:19:19Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5755376363,73,,5755376361,56,Back,5755376497,233,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841049,97,1,1,12,17,aj8ytsr2ap33tod0hd8ofzaw9,0,99.5,99.5,2025-05-29T00:19:54.667Z,2025-05-29T00:19:57Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5755377995,2,,5755378003,56,Center,5755377997,6,,5755378015,1,,5755378009,212,48.2,5755378011,213,4.74,5755378005,140,100.0,5755378001,223,,5755377999,155,,5755378007,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841237,98,5,1,12,20,aj8ytsr2ap33tod0hd8ofzaw9,0,100.8,33.4,2025-05-29T00:19:57.619Z,2025-05-29T01:08:57Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5755379057,233,136,5755379049,56,Center,5755379051,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841173,136,5,1,12,20,87c66ubwpzykovmkaf1t46bis,1,-0.8,66.6,2025-05-29T00:19:57.619Z,2025-05-29T01:08:57Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5755379053,233,98,5755378609,56,Back,5755378611,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841199,137,1,1,12,42,87c66ubwpzykovmkaf1t46bis,1,4.8,53.1,2025-05-29T00:20:19.738Z,2025-05-29T00:20:23Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5755378763,141,85.3,5755378759,56,Back,5755378771,237,,5755378765,212,24.3,5755378761,140,14.8,5755378767,213,1.12,5755378757,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841207,138,1,1,12,45,87c66ubwpzykovmkaf1t46bis,0,14.8,85.3,2025-05-29T00:20:23.162Z,2025-05-29T02:50:30Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755378803,157,,5755378815,1,,5755378811,212,51.1,5755378809,141,14.4,5755378805,56,Back,5755378807,140,0.0,5755378813,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841239,99,6,1,12,47,aj8ytsr2ap33tod0hd8ofzaw9,1,95.2,67.2,2025-05-29T00:20:24.332Z,2025-05-29T01:02:00Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5755479283,233,139,5755379061,56,Center,5755379063,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841209,139,6,1,12,47,87c66ubwpzykovmkaf1t46bis,0,4.8,32.8,2025-05-29T00:20:24.332Z,2025-05-29T02:50:14Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755378829,56,Back,5755479317,233,99,5755378831,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841451,100,1,1,13,26,aj8ytsr2ap33tod0hd8ofzaw9,1,99.5,99.5,2025-05-29T00:21:04.132Z,2025-05-29T02:20:35Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,1.0,5755691411,210,13,5755380143,223,,5755380139,6,,5755380149,141,59.0,5755380153,213,4.46,5755691413,154,,5755380145,56,Center,5755380141,155,,5755380137,2,,5755380147,140,92.6,5755380151,212,,,,28.5,,,,,,,,,,,,,,,,,,,,,
2819841455,101,44,1,13,33,aj8ytsr2ap33tod0hd8ofzaw9,1,91.9,61.0,2025-05-29T00:21:10.968Z,2025-05-29T01:08:47Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755380171,286,,5755380205,233,140,5755380169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841445,140,44,1,13,33,87c66ubwpzykovmkaf1t46bis,0,8.1,39.0,2025-05-29T00:21:10.969Z,2025-05-29T02:50:12Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5755380213,233,101,5755380109,285,,5755380107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841459,102,13,1,13,33,aj8ytsr2ap33tod0hd8ofzaw9,1,92.6,59.0,2025-05-29T00:21:11.083Z,2025-05-29T03:08:29Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755380603,102,28.2,5755380185,56,Center,5755380611,231,52.7,5755380609,230,99.7,5755380593,75,,5755380605,103,15.3,5755691471,55,100,5755380183,17,,5755380591,15,,5755380607,328,,5755380589,25,5755691461,29,,,5755691465,154,,,,,,,,,,,,,,,,,,,
2819841467,103,5,1,13,35,aj8ytsr2ap33tod0hd8ofzaw9,0,100.6,40.9,2025-05-29T00:21:13.168Z,2025-05-29T01:08:58Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755380253,56,Center,5755380255,346,,5755380797,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841529,141,5,1,13,35,87c66ubwpzykovmkaf1t46bis,1,-0.6,59.1,2025-05-29T00:21:13.168Z,2025-05-29T01:08:58Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5755380761,233,103,5755380743,56,Back,5755380745,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841539,142,1,1,13,54,87c66ubwpzykovmkaf1t46bis,1,4.3,50.6,2025-05-29T00:21:31.793Z,2025-05-29T00:21:34Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5755380833,124,,5755380843,213,1.38,5755380839,141,68.7,5755380847,237,,5755380835,56,Back,5755380841,212,12.5,5755380837,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841543,143,1,1,13,56,87c66ubwpzykovmkaf1t46bis,1,6.4,69.7,2025-05-29T00:21:34.001Z,2025-05-29T00:21:35Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5755380873,213,1.14,5755380869,141,89.6,5755380871,212,14.9,5755380865,56,Back,5755380867,140,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841551,144,1,1,13,57,87c66ubwpzykovmkaf1t46bis,1,12.3,89.6,2025-05-29T00:21:34.993Z,2025-05-29T02:50:01Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755380919,56,Back,5755380921,140,23.9,5755380925,212,12.4,5755380923,141,85.9,5755380927,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841569,145,2,1,13,59,87c66ubwpzykovmkaf1t46bis,1,42.0,84.0,2025-05-29T00:21:37.184Z,2025-05-29T02:46:53Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,5755381015,56,Left,5755381017,140,55.6,5755494309,7,c481wk3de3opu190d8z99w8yy,5755381019,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841571,104,43,1,14,2,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-29T00:21:40.060Z,2025-05-29T00:22:02Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,5755381923,144,8,5755381025,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841577,105,43,1,14,3,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-29T00:21:40.708Z,2025-05-29T00:22:01Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,5755381847,144,1,5755381061,140,64.2,5755381065,212,11.0,5755381057,157,0,5755381067,213,5.71,5755381063,141,0.0,5755381069,1,0,5755381059,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841617,146,43,1,14,4,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-05-29T00:21:41.481Z,2025-05-29T00:22:04Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,5755381981,144,5,5755381219,56,Back,5755381221,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841579,106,43,1,14,4,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-29T00:21:41.492Z,2025-05-29T00:22:00Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,5755381071,56,Right,5755381073,347,0,5755381833,144,5,5755381273,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841717,147,43,1,14,22,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-05-29T00:22:00.136Z,2025-05-29T01:01:30Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5755381873,56,Left,5755381879,285,0,5755495183,144,4,5755381871,13,0,5755381875,152,0,5755381877,265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841807,108,1,1,14,29,aj8ytsr2ap33tod0hd8ofzaw9,1,45.0,5.9,2025-05-29T00:22:07.091Z,2025-05-29T00:22:13Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755382395,196,,5755382391,5,,5755382407,213,1.24,5755382397,152,,5755382405,212,58.7,5755382401,140,63.1,5755382393,155,,5755382409,1,,5755382399,56,Left,5755382403,141,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841833,109,1,1,14,36,aj8ytsr2ap33tod0hd8ofzaw9,1,63.8,87.2,2025-05-29T00:22:13.571Z,2025-05-29T00:22:17Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,5755382545,213,0.57,5755382543,212,8.5,5755382541,141,93.9,5755382537,56,Left,5755382539,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841859,110,1,1,14,39,aj8ytsr2ap33tod0hd8ofzaw9,1,78.1,94.7,2025-05-29T00:22:16.931Z,2025-05-29T00:22:19Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5755382669,212,12.9,5755382663,56,Left,5755382667,141,93.0,5755382665,140,65.9,5755382671,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841903,111,1,1,14,42,aj8ytsr2ap33tod0hd8ofzaw9,0,66.2,93.6,2025-05-29T00:22:19.515Z,2025-05-29T00:22:47Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,5755382989,56,Center,5755382999,1,,5755382993,141,33.1,5755382987,155,,5755382997,213,5.44,5755382985,2,,5755382995,212,55.2,5755382991,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819841911,112,5,1,14,45,aj8ytsr2ap33tod0hd8ofzaw9,0,101.0,38.8,2025-05-29T00:22:22.832Z,2025-05-29T01:08:59Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,5755383665,233,148,5755383035,56,Center,5755383037,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
