id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2793232689,101,1,1,13,4,c9xffml4i7ihblp1qhus9w3fu,1,46.1,54.0,2025-03-29T23:20:03.658Z,2025-03-29T23:20:05Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5608562027,141,59.9,5608562023,140,56.2,5608562019,56,Center,5608562033,213,0.36,5608562031,212,11.3,5608562011,5,,5608562015,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232721,102,1,1,13,6,c9xffml4i7ihblp1qhus9w3fu,1,57.9,63.6,2025-03-29T23:20:05.530Z,2025-03-29T23:20:07Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608562185,212,23.0,5608562183,141,92.9,5608562181,140,68.9,5608562187,213,1.05,5608562179,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232771,103,1,1,13,8,c9xffml4i7ihblp1qhus9w3fu,1,68.9,92.9,2025-03-29T23:20:07.578Z,2025-03-29T23:20:11Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5608562477,213,4.35,5608562469,56,Center,5608562475,212,10.9,5608562473,141,77.9,5608562471,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232785,104,43,1,13,11,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-29T23:20:10.962Z,2025-03-29T23:22:46Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608562551,56,Center,5608562553,286,0,5608576745,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232847,105,1,1,13,12,c9xffml4i7ihblp1qhus9w3fu,1,65.2,77.8,2025-03-29T23:20:11.754Z,2025-03-29T23:20:15Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608562963,213,2.71,5608562957,140,58.9,5608562961,212,7.3,5608562955,56,Left,5608562959,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232827,138,83,1,13,14,224tl8u2smnbyliroayk69nt0,0,34.5,14.9,2025-03-29T23:20:13.779Z,2025-03-29T23:22:48Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5608576781,399,8t6b8q53ovws370a1b27s85jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232857,106,1,1,13,15,c9xffml4i7ihblp1qhus9w3fu,0,58.7,83.6,2025-03-29T23:20:14.834Z,2025-03-29T23:20:15Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5608563023,56,Center,5608563031,213,5.90,5608563025,140,72.2,5608563029,212,15.3,5608563027,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232909,139,1,1,13,17,224tl8u2smnbyliroayk69nt0,0,26.1,12.9,2025-03-29T23:20:17.018Z,2025-03-29T23:20:18Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5608563291,56,Back,5608563293,140,47.1,5608563301,1,,5608563295,141,38.6,5608563289,157,,5608563297,212,28.1,5608563299,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233007,107,1,1,13,21,c9xffml4i7ihblp1qhus9w3fu,1,46.3,50.7,2025-03-29T23:20:21.003Z,2025-03-29T23:20:22Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5608563815,56,Back,5608563817,140,39.8,5608563819,141,60.9,5608563823,213,2.35,5608563821,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233077,108,1,1,13,23,c9xffml4i7ihblp1qhus9w3fu,1,39.7,61.2,2025-03-29T23:20:22.578Z,2025-03-29T23:20:27Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5608564193,212,24.5,5608564191,141,26.2,5608564187,56,Back,5608564195,213,4.47,5608564189,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233115,109,1,1,13,29,c9xffml4i7ihblp1qhus9w3fu,1,32.1,24.3,2025-03-29T23:20:29.003Z,2025-03-29T23:20:30Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608564407,140,30.5,5608564411,212,20.6,5608564413,213,1.65,5608564405,56,Back,5608564409,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233139,110,1,1,13,31,c9xffml4i7ihblp1qhus9w3fu,1,32.8,60.5,2025-03-29T23:20:30.394Z,2025-03-29T23:20:32Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5608564579,140,56.8,5608564577,56,Center,5608564585,213,6.00,5608564581,141,49.9,5608564583,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233159,111,1,1,13,32,c9xffml4i7ihblp1qhus9w3fu,0,56.8,49.9,2025-03-29T23:20:32.195Z,2025-03-29T23:20:35Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608564725,213,0.30,5608564721,212,48.1,5608564727,1,,5608564715,140,100.0,5608564711,155,,5608564713,56,Center,5608564717,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233329,112,5,1,13,35,c9xffml4i7ihblp1qhus9w3fu,0,100.7,73.8,2025-03-29T23:20:34.985Z,2025-03-30T01:27:31Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608567489,233,140,5608565677,56,Center,5608565679,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233641,140,5,1,13,35,224tl8u2smnbyliroayk69nt0,1,-0.7,26.2,2025-03-29T23:20:34.985Z,2025-03-30T01:27:30Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5608567409,346,,5608567407,56,Back,5608567447,233,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233709,141,1,1,14,6,224tl8u2smnbyliroayk69nt0,0,4.8,60.5,2025-03-29T23:21:06.185Z,2025-03-29T23:21:10Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5608567741,140,60.6,5608567737,124,,5608567743,141,85.1,5608567745,212,60.9,5608567747,213,0.28,5608567751,74,,5608567749,1,,5608567739,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233771,113,1,1,14,12,c9xffml4i7ihblp1qhus9w3fu,1,37.5,24.1,2025-03-29T23:21:11.535Z,2025-03-29T23:24:21Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608568099,213,6.24,5608568095,141,23.3,5608568093,140,50.9,5608568091,56,Center,5608568097,212,14.1,5608568089,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233803,114,1,1,14,13,c9xffml4i7ihblp1qhus9w3fu,1,50.9,23.3,2025-03-29T23:21:13.274Z,2025-03-29T23:24:24Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5608568251,140,45.8,5608568253,141,26.2,5608568255,212,5.7,5608568257,213,2.79,5608568249,56,Back,5608584189,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233817,115,1,1,14,15,c9xffml4i7ihblp1qhus9w3fu,0,45.7,26.1,2025-03-29T23:21:15.299Z,2025-03-29T23:22:00Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608568363,155,,5608568365,56,Center,5608568369,141,21.2,5608568367,140,53.5,5608568373,213,5.90,5608568371,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233829,142,1,1,14,16,224tl8u2smnbyliroayk69nt0,0,43.7,88.7,2025-03-29T23:21:15.754Z,2025-03-30T01:22:30Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608568427,157,,5608568439,1,,5608568437,213,0.19,5608568435,212,24.7,5608568429,56,Left,5608568433,141,95.4,5608568431,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233889,116,1,1,14,18,c9xffml4i7ihblp1qhus9w3fu,0,28.5,15.6,2025-03-29T23:21:18.059Z,2025-03-29T23:27:28Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608568759,1,,5608568749,56,Right,5608568755,212,23.7,5608568747,157,,5608568753,141,13.7,5608568751,140,51.0,5608568757,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233891,143,44,1,14,20,224tl8u2smnbyliroayk69nt0,1,52.9,89.5,2025-03-29T23:21:19.729Z,2025-03-30T01:57:57Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608568771,56,Left,5608568773,286,,5608569093,233,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233933,117,44,1,14,20,c9xffml4i7ihblp1qhus9w3fu,0,47.1,10.5,2025-03-29T23:21:19.730Z,2025-03-30T01:57:58Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5608569027,56,Back,5608569123,233,143,5608569029,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793233919,144,1,1,14,21,224tl8u2smnbyliroayk69nt0,0,51.4,97.4,2025-03-29T23:21:20.441Z,2025-03-29T23:21:21Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608568963,213,6.17,5608568961,212,11.7,5608568959,141,95.4,5608568957,140,62.5,5608568955,56,Left,5608568953,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234051,119,1,1,14,25,c9xffml4i7ihblp1qhus9w3fu,0,38.3,16.4,2025-03-29T23:21:24.819Z,2025-03-30T01:22:16Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608569667,56,Back,5608569665,3,,5608569673,212,5.2,5608569671,141,14.4,5608569675,213,6.02,5608569669,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234059,120,43,1,14,25,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-29T23:21:24.984Z,2025-03-29T23:26:12Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608569755,236,0,5608569727,212,6.2,5608569761,286,0,5608569721,56,Back,5608569757,233,145,5608569731,1,0,5608569729,213,6.11,5608569723,140,45.5,5608569725,141,10.6,5608595097,144,1,5608569719,157,0,,,,,,,,,,,,,,,,,,,,
2793233979,145,61,1,14,25,224tl8u2smnbyliroayk69nt0,1,57.7,96.6,2025-03-29T23:21:24.985Z,2025-03-30T00:12:00Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5608569319,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234209,121,5,1,14,26,c9xffml4i7ihblp1qhus9w3fu,1,42.4,-1.7,2025-03-29T23:21:25.729Z,2025-03-30T01:27:31Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5609058417,233,146,5608570571,56,Back,5608570573,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234003,146,5,1,14,26,224tl8u2smnbyliroayk69nt0,0,57.6,101.7,2025-03-29T23:21:25.729Z,2025-03-30T01:27:31Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5608569441,347,,5609058445,233,121,5608569439,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234021,118,43,1,14,27,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-29T23:21:26.547Z,2025-03-29T23:25:49Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608593291,144,44,5608569513,56,Back,5608569515,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234219,122,1,1,14,37,c9xffml4i7ihblp1qhus9w3fu,0,42.5,0.0,2025-03-29T23:21:36.707Z,2025-03-29T23:21:37Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608570607,140,57.5,5608570611,212,15.9,5608570613,213,0.12,5608570603,107,,5608570605,56,Right,5608570609,141,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234233,147,1,1,14,37,224tl8u2smnbyliroayk69nt0,0,32.4,91.4,2025-03-29T23:21:36.992Z,2025-03-29T23:21:38Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608570695,212,20.4,5608570687,3,,5608570691,140,51.8,5608570693,141,88.9,5608570689,56,Left,5608570697,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234251,123,1,1,14,39,c9xffml4i7ihblp1qhus9w3fu,0,41.4,19.8,2025-03-29T23:21:38.499Z,2025-03-29T23:21:39Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5608570797,212,3.4,5608570799,213,0.18,5608570795,141,20.7,5608570791,56,Back,5608570793,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234269,148,61,1,14,41,224tl8u2smnbyliroayk69nt0,1,48.8,77.6,2025-03-29T23:21:40.393Z,2025-03-30T00:03:20Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5608570897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234345,124,43,1,14,41,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-29T23:21:40.899Z,2025-03-29T23:21:49Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5608571707,144,1,5608571357,213,2.17,5608571349,56,Back,5608571355,212,17.2,5608571351,140,35.4,5608571353,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234349,125,4,1,14,43,c9xffml4i7ihblp1qhus9w3fu,1,45.7,48.8,2025-03-29T23:21:43.308Z,2025-03-30T01:23:20Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5608571399,265,,5608571583,233,149,5608571401,286,,5608571393,13,,5608571395,56,Back,5608571397,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234371,149,4,1,14,43,224tl8u2smnbyliroayk69nt0,0,54.3,51.2,2025-03-29T23:21:43.309Z,2025-03-30T01:22:47Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5608571537,265,,5608571533,56,Center,5608571531,13,,5608571535,152,,5608571923,55,150,5608571629,233,125,5608571539,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234403,150,17,1,14,45,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-29T23:21:44.514Z,2025-03-29T23:22:36Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5608571917,55,149,5608571911,31,,5608571913,392,,5608571915,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235383,126,1,1,15,50,c9xffml4i7ihblp1qhus9w3fu,0,50.6,49.7,2025-03-29T23:22:50.178Z,2025-03-29T23:22:54Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5608577459,1,,5608577449,56,Center,5608577453,141,54.3,5608577451,140,91.8,5608577455,212,43.4,5608577447,152,,5608577457,213,0.07,5608577445,155,,5608577443,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235389,151,44,1,15,54,224tl8u2smnbyliroayk69nt0,1,10.0,40.1,2025-03-29T23:22:53.699Z,2025-03-30T01:57:58Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5608577499,285,,5608577575,233,127,5608577497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235391,127,44,1,15,54,c9xffml4i7ihblp1qhus9w3fu,0,90.0,59.9,2025-03-29T23:22:53.700Z,2025-03-30T01:57:58Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5608577509,286,,5608577605,233,151,5608577507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235399,152,12,1,15,54,224tl8u2smnbyliroayk69nt0,1,12.8,30.7,2025-03-29T23:22:54Z,2025-03-29T23:22:55Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5608577539,140,23.7,5608577537,56,Back,5608577541,141,28.9,5608577569,15,,5608577543,212,11.5,5608577545,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235415,128,1,1,15,56,c9xffml4i7ihblp1qhus9w3fu,0,66.2,66.3,2025-03-29T23:22:56.075Z,2025-03-29T23:22:56Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5608577669,56,Center,5608577677,213,5.61,5608577667,155,,5608577675,212,20.0,5608577671,140,81.1,5608577673,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235447,153,12,1,15,58,224tl8u2smnbyliroayk69nt0,1,14.7,53.0,2025-03-29T23:22:57.825Z,2025-03-29T23:22:59Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608577935,141,35.1,5608577931,56,Back,5608577933,140,32.5,5608577937,212,22.3,5608577979,15,,5608577939,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235517,129,1,1,16,0,c9xffml4i7ihblp1qhus9w3fu,0,60.7,73.0,2025-03-29T23:22:59.820Z,2025-03-29T23:23:03Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5608578301,3,,5608578303,56,Center,5608578309,212,22.6,5608578305,140,79.1,5608578307,141,55.8,5608578311,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235615,154,12,1,16,7,224tl8u2smnbyliroayk69nt0,1,19.0,36.9,2025-03-29T23:23:06.928Z,2025-03-29T23:23:10Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5608578875,140,27.6,5608578879,212,27.2,5608578873,56,Back,5608578881,213,1.23,5608578877,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235593,130,1,1,16,8,c9xffml4i7ihblp1qhus9w3fu,0,66.2,30.3,2025-03-29T23:23:07.428Z,2025-03-29T23:23:08Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608578767,140,73.1,5608578771,212,10.9,5608578773,213,5.44,5608578763,3,,5608578769,141,18.3,5608578765,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235623,155,1,1,16,10,224tl8u2smnbyliroayk69nt0,0,23.6,84.8,2025-03-29T23:23:09.888Z,2025-03-29T23:23:10Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608578917,56,Back,5608578931,213,5.91,5608578915,157,,5608578935,1,,5608578927,212,8.5,5608578923,141,80.2,5608578919,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235691,131,1,1,16,11,c9xffml4i7ihblp1qhus9w3fu,0,74.4,13.7,2025-03-29T23:23:11.203Z,2025-03-29T23:23:14Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608579299,213,0.47,5608579295,141,31.6,5608579291,56,Center,5608579293,140,97.3,5608579289,3,,5608579297,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235765,157,1,1,16,16,224tl8u2smnbyliroayk69nt0,1,9.2,66.0,2025-03-29T23:23:15.815Z,2025-03-29T23:23:19Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5608579691,213,4.71,5608579687,212,14.8,5608579673,56,Back,5608579671,123,,5608579681,141,44.2,5608579677,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235805,158,1,1,16,19,224tl8u2smnbyliroayk69nt0,1,10.4,37.6,2025-03-29T23:23:18.927Z,2025-03-29T23:23:21Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5608579915,56,Back,5608579917,140,15.9,5608579919,141,54.0,5608579923,213,1.09,5608579921,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235871,159,1,1,16,22,224tl8u2smnbyliroayk69nt0,1,17.0,58.2,2025-03-29T23:23:21.368Z,2025-03-29T23:23:26Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5608580333,212,10.7,5608580331,141,70.6,5608580335,213,0.91,5608580329,140,23.2,5608580327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235917,160,1,1,16,27,224tl8u2smnbyliroayk69nt0,1,30.4,72.4,2025-03-29T23:23:26.343Z,2025-03-29T23:23:29Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608580639,213,0.74,5608580635,141,92.3,5608580631,56,Back,5608580633,140,44.6,5608580637,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235977,161,1,1,16,30,224tl8u2smnbyliroayk69nt0,1,54.4,95.3,2025-03-29T23:23:29.359Z,2025-03-29T23:23:33Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608580975,212,12.2,5608580971,140,43.3,5608580973,141,90.0,5608580969,56,Back,5608580977,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236037,162,1,1,16,33,224tl8u2smnbyliroayk69nt0,1,43.3,84.4,2025-03-29T23:23:33.336Z,2025-03-29T23:23:37Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5608581371,213,4.47,5608581367,141,42.8,5608581369,212,29.2,5608581365,140,36.5,5608581361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236075,163,1,1,16,38,224tl8u2smnbyliroayk69nt0,0,39.6,33.4,2025-03-29T23:23:37.520Z,2025-03-29T23:23:40Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5608581623,213,0.61,5608581621,212,52.5,5608581625,1,,5608581619,141,77.9,5608581613,155,,5608581615,56,Center,5608581617,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236103,132,12,1,16,43,c9xffml4i7ihblp1qhus9w3fu,1,24.4,19.8,2025-03-29T23:23:42.516Z,2025-03-29T23:23:58Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5608581821,15,,5608581797,56,Back,5608581805,213,5.78,5608581799,140,31.1,5608581803,212,8.0,5608581801,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236109,164,61,1,16,44,224tl8u2smnbyliroayk69nt0,1,74.6,79.7,2025-03-29T23:23:43.470Z,2025-03-29T23:23:43Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5608581843,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236189,165,1,1,16,45,224tl8u2smnbyliroayk69nt0,1,70.9,80.3,2025-03-29T23:23:45.255Z,2025-03-29T23:23:49Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5608582355,141,71.7,5608582359,213,3.76,5608582353,140,63.1,5608582351,56,Center,5608582357,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236223,166,1,1,16,49,224tl8u2smnbyliroayk69nt0,1,61.4,62.9,2025-03-29T23:23:49.127Z,2025-03-29T23:23:51Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5608582527,212,6.2,5608582525,141,54.2,5608582523,140,63.1,5608582521,56,Center,5608582529,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236315,167,1,1,16,51,224tl8u2smnbyliroayk69nt0,1,61.9,38.2,2025-03-29T23:23:51.015Z,2025-03-29T23:23:57Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5608583121,213,5.32,5608583097,56,Right,5608583109,141,11.6,5608583115,212,22.0,5608583103,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236327,168,3,1,16,58,224tl8u2smnbyliroayk69nt0,0,93.4,14.4,2025-03-29T23:23:57.735Z,2025-03-29T23:24:02Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5608583167,56,Right,5608583475,233,133,5608583171,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236353,133,7,1,16,58,c9xffml4i7ihblp1qhus9w3fu,1,6.6,85.6,2025-03-29T23:23:57.736Z,2025-03-29T23:24:03Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5608583299,56,Back,5608583301,285,,5608583433,233,168,5608583297,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236369,134,6,1,16,59,c9xffml4i7ihblp1qhus9w3fu,0,6.6,84.2,2025-03-29T23:23:59.220Z,2025-03-30T01:17:24Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5608583689,56,Back,5608583803,233,169,5608583693,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236375,169,6,1,16,59,224tl8u2smnbyliroayk69nt0,1,93.4,15.8,2025-03-29T23:23:59.220Z,2025-03-30T01:17:23Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5608583573,56,Right,5608583575,75,,5608583755,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236883,170,1,1,17,27,224tl8u2smnbyliroayk69nt0,1,99.5,0.5,2025-03-29T23:24:27.254Z,2025-03-29T23:24:33Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5608586271,140,90.4,5608586261,2,,5608586267,224,,5608586283,1,,5608586269,56,Center,5608586275,212,44.2,5608586273,141,63.9,5608586263,6,,5608586265,155,,5608586279,213,1.79,,,,,,,,,,,,,,,,,,,,,,,
2793236915,171,1,1,17,32,224tl8u2smnbyliroayk69nt0,1,89.1,65.1,2025-03-29T23:24:32.150Z,2025-03-29T23:24:33Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5608586409,56,Center,5608586417,212,12.0,5608586405,3,,5608586415,141,58.4,5608586419,213,3.53,5608586413,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
