id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2792330497,193,5,1,26,47,7neuneh44n9rtsfsh6r0sb9no,1,80.4,101.6,2025-03-29T00:34:24.099Z,2025-03-29T01:07:45Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603710669,233,237,5603710665,56,Left,5603710667,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330401,237,5,1,26,47,aj8ytsr2ap33tod0hd8ofzaw9,0,19.6,-1.6,2025-03-29T00:34:24.099Z,2025-03-29T01:07:45Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603710157,347,,5603710155,56,Back,5603710691,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330539,194,1,1,27,1,7neuneh44n9rtsfsh6r0sb9no,1,78.0,100.0,2025-03-29T00:34:37.646Z,2025-03-29T00:34:44Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603710887,107,,5603710895,140,82.5,5603710897,141,73.6,5603710899,212,19.8,5603710901,213,4.95,5603710891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330545,195,1,1,27,3,7neuneh44n9rtsfsh6r0sb9no,0,80.3,73.4,2025-03-29T00:34:40.057Z,2025-03-29T01:05:36Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5603712879,140,83.3,5603713393,286,,5603712883,212,3.4,5603712881,141,71.6,5603710939,56,Center,5603713389,233,238,5603713387,236,,5603712885,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330507,238,74,1,27,3,aj8ytsr2ap33tod0hd8ofzaw9,1,19.2,27.1,2025-03-29T00:34:40.058Z,2025-03-29T00:35:56Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603710739,56,Back,5603713381,285,,5603713397,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330567,240,1,1,27,8,aj8ytsr2ap33tod0hd8ofzaw9,1,37.6,49.4,2025-03-29T00:34:44.906Z,2025-03-29T00:34:47Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603711037,141,78.7,5603711033,56,Back,5603711039,212,20.4,5603711035,140,41.6,5603711041,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330593,241,1,1,27,11,aj8ytsr2ap33tod0hd8ofzaw9,1,41.6,78.7,2025-03-29T00:34:47.778Z,2025-03-29T00:34:52Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5603711207,56,Back,5603711215,213,4.03,5603711211,141,65.5,5603711213,212,11.6,5603711209,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330615,242,1,1,27,15,aj8ytsr2ap33tod0hd8ofzaw9,1,34.3,67.3,2025-03-29T00:34:51.922Z,2025-03-29T00:34:57Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603711329,213,4.27,5603711323,140,24.6,5603711325,141,35.4,5603711321,56,Back,5603711327,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330635,243,1,1,27,21,aj8ytsr2ap33tod0hd8ofzaw9,1,28.5,33.1,2025-03-29T00:34:57.347Z,2025-03-29T00:35:00Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5603711485,141,6.5,5603711481,56,Back,5603711483,140,37.5,5603711489,213,5.19,5603711487,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330651,244,1,1,27,24,aj8ytsr2ap33tod0hd8ofzaw9,0,37.5,6.5,2025-03-29T00:35:00.579Z,2025-03-29T00:35:04Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603711555,56,Center,5603711565,1,,5603711559,141,47.6,5603711553,155,,5603711561,212,37.8,5603711563,213,0.83,5603711557,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330667,197,44,1,27,27,7neuneh44n9rtsfsh6r0sb9no,1,35.2,54.6,2025-03-29T00:35:03.466Z,2025-03-29T00:35:09Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603711647,285,,5603711649,233,245,5603711645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330655,245,44,1,27,27,aj8ytsr2ap33tod0hd8ofzaw9,0,64.8,45.4,2025-03-29T00:35:03.467Z,2025-03-29T00:35:10Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5603711589,56,Center,5603711655,233,197,5603711591,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330689,198,1,1,27,27,7neuneh44n9rtsfsh6r0sb9no,1,30.8,57.5,2025-03-29T00:35:03.623Z,2025-03-29T01:07:30Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603711789,56,Back,5603711795,212,16.8,5603711787,3,,5603711797,213,5.64,5603711791,140,43.6,5603711793,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330701,199,1,1,27,29,7neuneh44n9rtsfsh6r0sb9no,1,43.6,42.7,2025-03-29T00:35:05.695Z,2025-03-29T00:35:10Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5603711855,213,2.23,5603711845,3,,5603711851,141,48.1,5603711853,212,4.6,5603711849,140,40.9,5603711847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330721,201,1,1,27,30,7neuneh44n9rtsfsh6r0sb9no,1,40.9,48.1,2025-03-29T00:35:06.990Z,2025-03-29T00:35:13Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5603711997,213,5.81,5603711989,56,Center,5603711991,140,56.6,5603711995,212,18.5,5603711993,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330737,202,3,1,27,35,7neuneh44n9rtsfsh6r0sb9no,1,52.0,45.7,2025-03-29T00:35:11.303Z,2025-03-29T01:07:10Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5603712059,286,,5603712077,233,246,5603712053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330719,246,45,1,27,35,aj8ytsr2ap33tod0hd8ofzaw9,0,48.0,54.3,2025-03-29T00:35:11.303Z,2025-03-29T02:19:47Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603711983,56,Back,5603711985,285,,5603712099,233,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792341331,397,83,1,27,35,aj8ytsr2ap33tod0hd8ofzaw9,0,47.2,52.5,2025-03-29T00:35:11.303Z,2025-03-29T01:07:25Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603779543,399,do8svqsgqomasmzdwwsgg7qlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330731,247,83,1,27,37,aj8ytsr2ap33tod0hd8ofzaw9,0,51.1,54.0,2025-03-29T00:35:13.827Z,2025-03-29T02:19:49Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603712187,399,do8svqsgqomasmzdwwsgg7qlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330763,203,1,1,27,37,7neuneh44n9rtsfsh6r0sb9no,0,60.7,49.0,2025-03-29T00:35:13.902Z,2025-03-29T00:35:18Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5603712185,213,6.00,5603712183,212,17.5,5603712181,141,41.8,5603712177,56,Center,5603712179,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330767,204,61,1,27,41,7neuneh44n9rtsfsh6r0sb9no,1,76.7,41.8,2025-03-29T00:35:17.338Z,2025-03-29T00:35:19Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,1.0,,5603712203,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330769,248,12,1,27,41,aj8ytsr2ap33tod0hd8ofzaw9,1,20.8,52.8,2025-03-29T00:35:17.458Z,2025-03-29T02:19:51Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5603712209,141,50.7,5603712205,56,Back,5603712213,213,5.06,5603712211,212,1.5,5603712207,140,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330771,205,13,1,27,42,7neuneh44n9rtsfsh6r0sb9no,1,92.1,33.3,2025-03-29T00:35:18.798Z,2025-03-29T02:28:19Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5603712333,29,,5603712269,20,,5603712343,230,99.4,5603712219,56,Center,5603712331,84,,5603712345,231,46.8,5603712339,102,42.2,5603712217,63,,5603712215,22,,5603712335,55,204,5603712341,103,,,16.7,,,,,,,,,,,,,,,,,,,
2792330781,206,5,1,27,42,7neuneh44n9rtsfsh6r0sb9no,0,101.0,43.0,2025-03-29T00:35:18.930Z,2025-03-29T01:07:46Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5603712247,56,Center,5603712249,346,,5603712289,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792330779,249,5,1,27,42,aj8ytsr2ap33tod0hd8ofzaw9,1,-1.0,57.0,2025-03-29T00:35:18.930Z,2025-03-29T01:07:45Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5603712241,56,Back,5603712243,346,,5603712273,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331037,251,1,1,28,21,aj8ytsr2ap33tod0hd8ofzaw9,0,5.3,49.0,2025-03-29T00:35:57.930Z,2025-03-29T00:36:02Z,4r4a2d3piuh8wusw8ftrsh016,B. Dowd,,,5603713685,212,63.7,5603713691,74,,5603713689,1,,5603713683,141,31.2,5603713677,124,,5603713681,140,64.9,5603713679,56,Center,5603713687,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331045,208,1,1,28,26,7neuneh44n9rtsfsh6r0sb9no,0,25.7,78.2,2025-03-29T00:36:03.021Z,2025-03-29T00:36:04Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603713765,212,18.3,5603713757,3,,5603713761,140,43.1,5603713763,141,78.1,5603713759,56,Back,5603713767,213,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331063,252,61,1,28,29,aj8ytsr2ap33tod0hd8ofzaw9,0,34.6,18.3,2025-03-29T00:36:05.761Z,2025-03-29T00:36:05Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603713865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331149,209,5,1,28,30,7neuneh44n9rtsfsh6r0sb9no,1,64.4,100.8,2025-03-29T00:36:06.939Z,2025-03-29T01:07:46Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603714427,233,253,5603714375,56,Left,5603714381,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331065,253,5,1,28,30,aj8ytsr2ap33tod0hd8ofzaw9,0,35.6,-0.8,2025-03-29T00:36:06.939Z,2025-03-29T01:07:46Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603713881,347,,5603714447,233,209,5603713879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331185,210,1,1,28,44,7neuneh44n9rtsfsh6r0sb9no,1,60.0,100.0,2025-03-29T00:36:20.652Z,2025-03-29T00:36:26Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603714605,56,Left,5603714615,1,,5603714609,141,84.5,5603714601,107,,5603714611,212,28.6,5603714613,213,5.87,5603714607,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331207,211,1,1,28,45,7neuneh44n9rtsfsh6r0sb9no,1,87.1,86.0,2025-03-29T00:36:22.268Z,2025-03-29T01:04:59Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5603714741,212,10.5,5603714743,213,3.13,5603714735,56,Left,5603714737,140,77.1,5603714739,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331711,222,1,1,28,48,7neuneh44n9rtsfsh6r0sb9no,0,71.4,98.7,2025-03-29T00:36:25.219Z,2025-03-29T01:04:57Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603717695,56,Left,5603717699,141,85.9,5603717697,140,78.9,5603717703,213,5.45,5603717701,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331201,254,43,1,28,51,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-29T00:36:27.993Z,2025-03-29T01:02:45Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5603714689,56,Back,5603770337,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331213,255,61,1,28,53,aj8ytsr2ap33tod0hd8ofzaw9,1,15.3,35.1,2025-03-29T00:36:29.834Z,2025-03-29T01:02:53Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5603714767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331265,256,12,1,28,56,aj8ytsr2ap33tod0hd8ofzaw9,1,13.2,36.0,2025-03-29T00:36:32.473Z,2025-03-29T01:02:52Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603715079,213,5.79,5603715071,56,Back,5603715075,141,8.6,5603715073,140,45.9,5603715077,212,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331253,212,1,1,28,57,7neuneh44n9rtsfsh6r0sb9no,1,38.3,83.8,2025-03-29T00:36:33.820Z,2025-03-29T00:36:36Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603715015,212,16.2,5603715005,140,52.0,5603714997,3,,5603715021,213,0.48,5603715011,141,94.7,5603715001,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331259,213,4,1,28,59,7neuneh44n9rtsfsh6r0sb9no,1,56.5,92.4,2025-03-29T00:36:35.998Z,2025-03-29T01:07:03Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603715087,265,,5603715083,56,Left,5603715085,152,,5603715081,13,,5603715135,233,257,5603715089,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331269,257,4,1,28,59,aj8ytsr2ap33tod0hd8ofzaw9,0,43.5,7.6,2025-03-29T00:36:35.999Z,2025-03-29T01:07:03Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5603715099,152,,5603715097,56,Back,5603715141,233,213,5603715095,13,,5603715101,265,,5603715103,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331465,214,1,1,29,28,7neuneh44n9rtsfsh6r0sb9no,1,63.6,96.6,2025-03-29T00:37:05.236Z,2025-03-29T02:42:46Z,9r38gjqqpwb3jue2rna0nwdsl,J. Portillo,1.0,,5603716233,5,,5603717107,210,15,5603716243,141,42.5,5603717109,154,,5603716237,152,,5603716245,212,42.5,5603716239,56,Center,5603716231,2,,5603716247,213,5.24,5603716241,140,83.8,5603716235,155,5603716249,1,,,,,,,,,,,,,,,,,,,,
2792331471,215,44,1,29,30,7neuneh44n9rtsfsh6r0sb9no,1,89.4,44.7,2025-03-29T00:37:06.707Z,2025-03-29T00:37:11Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603716273,286,,5603716271,56,Center,5603716313,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331467,258,44,1,29,30,aj8ytsr2ap33tod0hd8ofzaw9,0,10.6,55.3,2025-03-29T00:37:06.708Z,2025-03-29T00:37:12Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5603716265,285,,5603716263,56,Back,5603716323,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331475,216,15,1,29,30,7neuneh44n9rtsfsh6r0sb9no,1,90.1,41.9,2025-03-29T00:37:07.035Z,2025-03-29T02:28:54Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603717183,233,261,5603717143,24,,5603717163,146,91.5,5603717149,29,,5603717151,154,,5603717157,102,50.8,5603717169,231,46.0,5603716289,17,,5603717145,15,,5603717165,147,43.1,5603717153,55,5603716291,56,214,Center,5603717159,103,5603717167,230,19,5603717161,328,,5603717147,78,5603716993,82,,,97.2,,,
2792331523,261,10,1,29,30,aj8ytsr2ap33tod0hd8ofzaw9,1,12.1,56.5,2025-03-29T00:37:07.135Z,2025-03-29T01:02:29Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5603716525,94,,5603717189,233,216,5603716527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331501,259,12,1,29,33,aj8ytsr2ap33tod0hd8ofzaw9,1,8.8,54.2,2025-03-29T00:37:10.161Z,2025-03-29T01:02:28Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5603716419,140,22.5,5603716421,141,57.0,5603716425,213,0.13,5603716423,212,14.5,5603716417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331505,260,61,1,29,34,aj8ytsr2ap33tod0hd8ofzaw9,1,22.5,57.0,2025-03-29T00:37:11.173Z,2025-03-29T00:37:11Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5603716439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331515,217,1,1,29,35,7neuneh44n9rtsfsh6r0sb9no,1,79.6,33.3,2025-03-29T00:37:11.579Z,2025-03-29T00:37:12Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603716479,140,71.6,5603716485,213,3.68,5603716483,212,9.8,5603716481,141,25.9,5603716477,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331529,218,1,1,29,36,7neuneh44n9rtsfsh6r0sb9no,1,71.6,25.9,2025-03-29T00:37:12.811Z,2025-03-29T00:37:14Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5603716567,56,Center,5603716569,140,65.3,5603716575,213,2.61,5603716571,141,31.6,5603716573,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331555,219,1,1,29,38,7neuneh44n9rtsfsh6r0sb9no,1,65.3,31.6,2025-03-29T00:37:14.483Z,2025-03-29T00:37:20Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5603716763,140,89.3,5603716761,56,Left,5603716771,1,,5603716769,213,0.95,5603716767,212,43.0,5603716759,157,,5603716765,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331605,262,5,1,29,43,aj8ytsr2ap33tod0hd8ofzaw9,1,-0.4,60.2,2025-03-29T00:37:19.609Z,2025-03-29T01:07:44Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5603717071,346,,5603717069,56,Back,5603717097,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331569,220,1,1,29,44,7neuneh44n9rtsfsh6r0sb9no,0,89.3,82.9,2025-03-29T00:37:20.451Z,2025-03-29T00:37:22Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5603716823,2,,5603716829,140,100.0,5603716837,1,,5603716827,56,Center,5603716833,212,34.7,5603716831,141,34.9,5603716825,155,,5603716835,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331591,221,5,1,29,45,7neuneh44n9rtsfsh6r0sb9no,0,100.4,38.2,2025-03-29T00:37:21.609Z,2025-03-29T01:07:55Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5603717131,233,262,5603716983,346,,5603716981,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331699,263,1,1,30,0,aj8ytsr2ap33tod0hd8ofzaw9,1,4.2,47.9,2025-03-29T00:37:37.033Z,2025-03-29T00:37:41Z,4r4a2d3piuh8wusw8ftrsh016,B. Dowd,,,5603717623,237,,5603717613,140,4.8,5603717611,56,Back,5603717619,213,4.76,5603717617,212,12.5,5603717609,124,,5603717615,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331713,264,1,1,30,4,aj8ytsr2ap33tod0hd8ofzaw9,0,4.8,29.5,2025-03-29T00:37:41.257Z,2025-03-29T00:37:44Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5603717729,155,,5603717737,212,38.7,5603717735,141,34.5,5603717731,56,Back,5603717733,140,41.5,5603717741,1,,5603717739,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331715,223,44,1,30,7,7neuneh44n9rtsfsh6r0sb9no,1,45.4,65.9,2025-03-29T00:37:43.610Z,2025-03-29T01:07:16Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603717749,56,Back,5603717751,285,,5603717783,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331717,265,44,1,30,7,aj8ytsr2ap33tod0hd8ofzaw9,0,54.6,34.1,2025-03-29T00:37:43.611Z,2025-03-29T01:07:16Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5603717753,56,Center,5603717795,286,,5603717791,233,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331719,224,1,1,30,7,7neuneh44n9rtsfsh6r0sb9no,0,23.7,66.7,2025-03-29T00:37:43.907Z,2025-03-29T00:37:44Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603717765,212,4.1,5603717761,140,25.5,5603717763,141,61.4,5603717757,3,,5603717767,213,5.20,5603717759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331737,266,1,1,30,8,aj8ytsr2ap33tod0hd8ofzaw9,1,41.3,37.4,2025-03-29T00:37:45.049Z,2025-03-29T00:37:47Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5603717867,140,44.6,5603717869,141,26.4,5603717871,212,8.2,5603717873,213,5.15,5603717865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331781,267,1,1,30,10,aj8ytsr2ap33tod0hd8ofzaw9,1,44.6,26.4,2025-03-29T00:37:47.064Z,2025-03-29T00:37:53Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5603718105,141,15.6,5603718101,56,Right,5603718103,140,73.6,5603718109,213,6.05,5603718099,155,,5603718107,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331773,225,83,1,30,16,7neuneh44n9rtsfsh6r0sb9no,0,11.1,94.7,2025-03-29T00:37:53.194Z,2025-03-29T00:37:54Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5603718121,399,1d20nyyvmp0doobj6heejkowk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331783,268,50,1,30,17,aj8ytsr2ap33tod0hd8ofzaw9,1,89.2,10.9,2025-03-29T00:37:53.632Z,2025-03-29T01:06:56Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5603718119,286,,5603718245,233,226,5603718117,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331793,226,7,1,30,17,7neuneh44n9rtsfsh6r0sb9no,1,10.8,89.1,2025-03-29T00:37:53.633Z,2025-03-29T01:06:55Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603718157,56,Back,5603718241,233,268,5603718159,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331795,227,1,1,30,18,7neuneh44n9rtsfsh6r0sb9no,0,8.6,94.5,2025-03-29T00:37:54.848Z,2025-03-29T00:37:57Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603718173,212,3.1,5603718209,233,269,5603718207,236,,5603718177,1,,5603718167,56,Back,5603718169,140,11.5,5603718171,141,95.4,5603718213,286,,5603718175,213,0.20,5603718165,157,,,,,,,,,,,,,,,,,,,,,,,,,
2792331785,269,74,1,30,18,aj8ytsr2ap33tod0hd8ofzaw9,1,89.4,14.4,2025-03-29T00:37:54.849Z,2025-03-29T00:37:57Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5603718125,285,,5603718123,56,Right,5603718217,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331969,228,5,1,30,20,7neuneh44n9rtsfsh6r0sb9no,1,-1.4,89.4,2025-03-29T00:37:56.649Z,2025-03-29T01:07:47Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5603719089,56,Back,5603719113,233,270,5603719091,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792331799,270,5,1,30,20,aj8ytsr2ap33tod0hd8ofzaw9,0,101.4,10.6,2025-03-29T00:37:56.649Z,2025-03-29T01:07:48Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5603718199,56,Right,5603719143,233,228,5603718201,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792332029,229,1,1,30,51,7neuneh44n9rtsfsh6r0sb9no,1,2.9,54.3,2025-03-29T00:38:28.123Z,2025-03-29T00:38:30Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5603719457,124,,5603719469,1,,5603719473,74,,5603719461,140,43.9,5603719463,141,75.9,5603719459,56,Back,5603719467,213,0.33,5603719465,212,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
