id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2812973793,156,1,1,16,0,daicfonrbj124lu2la2rctxck,0,28.6,9.2,2025-05-10T20:22:23.582Z,2025-05-10T20:22:28Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717367255,56,Back,5717367259,141,0.0,5717367257,140,44.8,5717367495,189,,5717367261,212,18.6,5717367253,152,,5717367251,5,,5717367263,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812973797,157,5,1,16,2,daicfonrbj124lu2la2rctxck,0,48.8,-1.6,2025-05-10T20:22:26.256Z,2025-05-10T22:11:24Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717367313,347,,5717367521,233,165,5717367309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812973825,165,5,1,16,2,kfq8fhwnmycbtad1u0fyefx0,1,51.2,101.6,2025-05-10T20:22:26.256Z,2025-05-10T22:11:24Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5717367473,56,Left,5717367513,233,157,5717367477,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812973853,166,1,1,16,4,kfq8fhwnmycbtad1u0fyefx0,1,44.5,100.0,2025-05-10T20:22:28.031Z,2025-05-10T20:33:29Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5717367669,107,,5717432573,189,,5717367687,213,3.82,5717367671,56,Back,5717367673,140,32.6,5717367681,212,16.0,5717367677,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812973875,167,1,1,16,5,kfq8fhwnmycbtad1u0fyefx0,1,32.5,86.2,2025-05-10T20:22:28.871Z,2025-05-10T20:22:31Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5717367819,213,4.14,5717367815,141,62.0,5717367817,212,19.6,5717367811,56,Back,5717367813,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812973877,168,1,1,16,7,kfq8fhwnmycbtad1u0fyefx0,1,22.3,62.0,2025-05-10T20:22:30.680Z,2025-05-10T20:33:27Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5717367853,212,5.8,5717367851,141,68.4,5717367855,213,0.84,5717367849,140,26.0,5717367847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812973939,169,1,1,16,9,kfq8fhwnmycbtad1u0fyefx0,1,26.0,68.7,2025-05-10T20:22:33.008Z,2025-05-10T20:22:35Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5717368197,213,0.36,5717368191,140,38.0,5717368193,141,75.7,5717368195,212,13.5,5717368189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812973991,170,1,1,16,12,kfq8fhwnmycbtad1u0fyefx0,1,38.0,75.7,2025-05-10T20:22:35.720Z,2025-05-10T20:22:39Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5717368477,56,Back,5717368481,141,66.4,5717368483,212,14.2,5717368479,140,25.9,5717368485,213,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812974031,171,1,1,16,16,kfq8fhwnmycbtad1u0fyefx0,1,29.4,67.0,2025-05-10T20:22:39.408Z,2025-05-10T20:22:41Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5717368733,56,Back,5717368741,213,1.38,5717368737,141,76.4,5717368735,140,30.6,5717368739,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812974089,172,1,1,16,18,kfq8fhwnmycbtad1u0fyefx0,1,30.6,76.7,2025-05-10T20:22:41.744Z,2025-05-10T20:22:44Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5717369041,213,4.21,5717369033,56,Back,5717369035,140,26.1,5717369039,212,9.8,5717369037,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812974143,173,1,1,16,20,kfq8fhwnmycbtad1u0fyefx0,1,25.9,65.7,2025-05-10T20:22:44.113Z,2025-05-10T20:22:47Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5717369297,213,3.88,5717369291,212,18.8,5717369281,140,12.7,5717369279,56,Back,5717369285,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812974185,174,1,1,16,23,kfq8fhwnmycbtad1u0fyefx0,1,13.4,49.0,2025-05-10T20:22:47.089Z,2025-05-10T20:22:49Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5717369489,212,12.3,5717369479,56,Back,5717369487,141,67.0,5717369493,213,1.44,5717369483,140,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812974235,175,1,1,16,26,kfq8fhwnmycbtad1u0fyefx0,1,14.9,67.0,2025-05-10T20:22:49.440Z,2025-05-10T20:22:51Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5717369767,212,13.0,5717369763,140,5.0,5717369769,213,3.79,5717369765,141,55.4,5717369759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812974301,176,1,1,16,28,kfq8fhwnmycbtad1u0fyefx0,0,5.0,56.0,2025-05-10T20:22:51.553Z,2025-05-10T20:22:55Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5717370121,141,46.0,5717370115,56,Back,5717370119,140,48.9,5717370123,212,46.6,5717370113,157,,5717370125,213,6.14,5717370127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812974331,158,1,1,16,32,daicfonrbj124lu2la2rctxck,0,61.3,63.0,2025-05-10T20:22:55.717Z,2025-05-10T20:22:56Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5717370271,213,1.17,5717370261,3,,5717370267,141,82.0,5717370263,56,Left,5717370265,140,66.5,5717370269,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812974507,177,1,1,16,34,kfq8fhwnmycbtad1u0fyefx0,1,39.0,21.0,2025-05-10T20:22:57.720Z,2025-05-10T20:23:05Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5717371267,212,28.4,5717371261,56,Right,5717371263,140,66.0,5717371269,213,6.23,5717371265,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812974543,178,1,1,16,41,kfq8fhwnmycbtad1u0fyefx0,1,80.0,11.6,2025-05-10T20:23:05.008Z,2025-05-10T20:23:07Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5717371459,56,Center,5717371465,212,9.2,5717371463,141,23.4,5717371461,140,75.8,5717371467,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812974577,179,1,1,16,44,kfq8fhwnmycbtad1u0fyefx0,1,89.1,17.9,2025-05-10T20:23:07.560Z,2025-05-10T20:23:09Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5717371647,212,10.9,5717371641,56,Center,5717371643,140,86.4,5717371649,213,1.83,5717371645,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812975073,180,1,1,16,45,kfq8fhwnmycbtad1u0fyefx0,1,86.4,33.4,2025-05-10T20:23:09.183Z,2025-05-10T20:23:53Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,1.0,,5717375665,154,,5717374399,140,95.4,5717374403,212,17.9,5717375671,22,,5717374397,56,Center,5717374401,141,55.8,5717374405,213,1.02,5717375661,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812975079,181,16,1,16,49,kfq8fhwnmycbtad1u0fyefx0,1,96.4,55.0,2025-05-10T20:23:12.761Z,2025-05-10T21:11:56Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5717375757,29,,5717375767,102,53.0,5717375755,77,,5717375759,154,,5717375093,20,,5717544787,16,,5717375761,55,180,5717544789,328,,5717375097,374,5717375773,214,,2025-05-10 21:23:12.456,5717374451,56,Center,5717375771,103,28.5,5717374447,22,5717375777,231,51.8,5717375101,375,16:49.190,5717375775,230,98.1,,,,,,,
2812975573,159,1,1,17,42,daicfonrbj124lu2la2rctxck,1,49.9,50.1,2025-05-10T20:24:05.758Z,2025-05-10T20:24:10Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5717377245,212,23.5,5717377249,279,G,5717377239,56,Back,5717377247,213,3.40,5717377243,141,41.3,5717377241,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812975671,160,1,1,17,47,daicfonrbj124lu2la2rctxck,0,28.3,41.3,2025-05-10T20:24:10.605Z,2025-05-10T20:24:39Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5717377817,212,84.4,5717377809,157,,5717377821,1,,5717377819,213,0.44,5717377815,141,94.7,5717377813,140,100.0,5717377811,56,Left,5717379865,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976005,161,5,1,17,53,daicfonrbj124lu2la2rctxck,0,101.2,81.1,2025-05-10T20:24:17.123Z,2025-05-10T22:11:25Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5717380229,233,182,5717379569,56,Left,5717379571,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976109,182,5,1,17,53,kfq8fhwnmycbtad1u0fyefx0,1,-1.2,18.9,2025-05-10T20:24:17.123Z,2025-05-10T22:11:25Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5717380159,56,Back,5717380161,346,,5717380191,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976133,183,1,1,18,17,kfq8fhwnmycbtad1u0fyefx0,1,4.2,49.7,2025-05-10T20:24:41.224Z,2025-05-10T20:24:43Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5717380291,140,12.1,5717380293,141,32.5,5717380287,124,,5717380289,56,Back,5717380297,213,5.33,5717380301,237,,5717380295,212,14.3,5717380329,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976189,184,1,1,18,20,kfq8fhwnmycbtad1u0fyefx0,1,11.5,32.8,2025-05-10T20:24:43.511Z,2025-05-10T20:24:45Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5717380571,56,Back,5717380573,140,26.9,5717380575,141,11.6,5717380579,213,5.56,5717380577,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976249,185,1,1,18,22,kfq8fhwnmycbtad1u0fyefx0,1,27.5,12.3,2025-05-10T20:24:45.687Z,2025-05-10T20:24:48Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5717380879,56,Back,5717380883,141,25.0,5717380881,140,42.5,5717380885,212,18.0,5717380887,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976365,186,1,1,18,25,kfq8fhwnmycbtad1u0fyefx0,1,40.8,24.1,2025-05-10T20:24:48.616Z,2025-05-10T20:24:55Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5717381533,213,5.90,5717381531,212,19.3,5717381527,140,57.8,5717381525,56,Right,5717381529,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976381,187,1,1,18,31,kfq8fhwnmycbtad1u0fyefx0,0,66.4,14.0,2025-05-10T20:24:54.928Z,2025-05-10T20:24:56Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5717381599,141,15.9,5717381595,56,Right,5717381597,140,65.7,5717381601,212,1.5,5717381603,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976373,162,61,1,18,32,daicfonrbj124lu2la2rctxck,1,37.7,89.6,2025-05-10T20:24:55.532Z,2025-05-10T20:24:55Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5717381561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976421,164,1,1,18,34,daicfonrbj124lu2la2rctxck,1,35.6,86.5,2025-05-10T20:24:58.197Z,2025-05-10T20:24:59Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5717381799,141,80.2,5717381795,56,Back,5717381801,212,6.5,5717381803,213,3.87,5717381797,140,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976475,165,1,1,18,35,daicfonrbj124lu2la2rctxck,1,31.0,80.2,2025-05-10T20:24:58.918Z,2025-05-10T20:25:03Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5717382169,213,3.68,5717382165,141,58.1,5717382163,140,6.8,5717382161,56,Back,5717382167,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976537,166,1,1,18,40,daicfonrbj124lu2la2rctxck,1,7.1,49.4,2025-05-10T20:25:03.358Z,2025-05-10T20:25:07Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5717382565,1,,5717382559,141,31.8,5717382555,56,Center,5717382557,140,53.9,5717382561,212,50.6,5717382553,157,,5717382563,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976551,167,44,1,18,43,daicfonrbj124lu2la2rctxck,1,53.9,34.4,2025-05-10T20:25:06.383Z,2025-05-10T20:25:11Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5717382721,233,188,5717382623,56,Center,5717382625,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976549,188,44,1,18,43,kfq8fhwnmycbtad1u0fyefx0,0,46.1,65.6,2025-05-10T20:25:06.384Z,2025-05-10T20:25:11Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5717382615,285,,5717382797,233,167,5717382613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976563,168,1,1,18,43,daicfonrbj124lu2la2rctxck,0,53.9,31.8,2025-05-10T20:25:07.078Z,2025-05-10T20:25:07Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5717382691,141,33.9,5717382687,56,Center,5717382693,212,7.4,5717382689,140,60.8,5717382685,168,,5717382683,3,,5717382695,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976565,189,61,1,18,44,kfq8fhwnmycbtad1u0fyefx0,1,46.1,63.7,2025-05-10T20:25:07.680Z,2025-05-10T20:25:08Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5717382703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976597,190,83,1,18,46,kfq8fhwnmycbtad1u0fyefx0,0,48.8,44.2,2025-05-10T20:25:09.799Z,2025-05-10T20:25:15Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5717383359,399,449e2muutlpvx9lhv1t2tcsmh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976667,169,1,1,18,48,daicfonrbj124lu2la2rctxck,1,57.8,70.2,2025-05-10T20:25:11.374Z,2025-05-10T20:25:15Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5717383327,140,70.5,5717383325,56,Left,5717383329,141,93.6,5717383333,213,0.87,5717383331,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976739,170,1,1,18,53,daicfonrbj124lu2la2rctxck,1,72.7,90.8,2025-05-10T20:25:16.550Z,2025-05-10T20:25:20Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5717383801,213,3.37,5717383793,56,Left,5717383799,212,14.5,5717383795,140,59.3,5717383797,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976773,171,1,1,18,57,daicfonrbj124lu2la2rctxck,1,60.0,80.3,2025-05-10T20:25:20.333Z,2025-05-10T20:25:22Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5717383945,212,9.3,5717383943,141,67.0,5717383939,56,Center,5717383941,140,62.0,5717383947,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976795,172,1,1,18,59,daicfonrbj124lu2la2rctxck,1,60.0,66.9,2025-05-10T20:25:22.646Z,2025-05-10T20:25:24Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5717384061,141,44.2,5717384063,212,19.3,5717384065,213,5.35,5717384059,140,71.0,5717384057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976865,173,1,1,19,0,daicfonrbj124lu2la2rctxck,1,70.6,42.5,2025-05-10T20:25:24.093Z,2025-05-10T20:25:27Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5717384417,56,Right,5717384421,141,16.2,5717384419,140,62.6,5717384423,212,19.8,5717384425,213,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976935,174,1,1,19,4,daicfonrbj124lu2la2rctxck,1,62.9,17.1,2025-05-10T20:25:27.461Z,2025-05-10T20:25:32Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717384753,56,Right,5717384761,213,5.91,5717384757,141,8.5,5717384759,212,16.0,5717384755,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812976985,175,1,1,19,8,daicfonrbj124lu2la2rctxck,1,75.0,10.6,2025-05-10T20:25:31.941Z,2025-05-10T20:25:34Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5717385043,212,9.3,5717385041,141,4.7,5717385039,140,67.0,5717385037,56,Right,5717385045,213,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977005,176,1,1,19,11,daicfonrbj124lu2la2rctxck,1,66.2,5.3,2025-05-10T20:25:34.285Z,2025-05-10T20:25:36Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717385167,212,4.6,5717385161,56,Right,5717385163,140,66.2,5717385169,213,1.57,5717385165,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977059,177,1,1,19,12,daicfonrbj124lu2la2rctxck,1,65.5,12.2,2025-05-10T20:25:35.933Z,2025-05-10T20:25:39Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5717385455,212,28.6,5717385449,56,Back,5717385453,141,17.3,5717385451,140,38.5,5717385457,213,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977113,178,1,1,19,16,daicfonrbj124lu2la2rctxck,1,39.0,21.5,2025-05-10T20:25:39.326Z,2025-05-10T20:25:43Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5717385777,212,25.0,5717385779,213,2.07,5717385775,141,53.7,5717385771,56,Back,5717385773,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977199,179,1,1,19,19,daicfonrbj124lu2la2rctxck,1,29.1,54.9,2025-05-10T20:25:43.029Z,2025-05-10T20:25:47Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5717386243,213,0.31,5717386233,140,56.9,5717386231,56,Center,5717386235,141,68.5,5717386237,212,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977209,180,4,1,19,24,daicfonrbj124lu2la2rctxck,1,58.3,67.7,2025-05-10T20:25:47.389Z,2025-05-10T22:10:59Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5717386343,13,,5717386353,265,,5717386345,56,Center,5717386349,152,,5717386357,286,,5717386679,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977207,191,4,1,19,24,kfq8fhwnmycbtad1u0fyefx0,0,41.7,32.3,2025-05-10T20:25:47.390Z,2025-05-10T22:10:59Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5717386553,56,Back,5717386551,13,,5717386711,233,180,5717386559,285,,5717386555,152,,5717386557,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977371,181,1,1,19,29,daicfonrbj124lu2la2rctxck,1,53.0,64.0,2025-05-10T20:25:53.037Z,2025-05-10T20:25:56Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5717387191,212,15.9,5717387187,140,38.4,5717387193,213,3.41,5717387189,141,57.8,5717387185,56,Back,5717387183,152,,5717387181,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977385,182,1,1,19,32,daicfonrbj124lu2la2rctxck,1,37.6,57.5,2025-05-10T20:25:56.237Z,2025-05-10T20:25:57Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5717387273,140,39.5,5717387271,56,Back,5717387277,212,12.3,5717387275,141,39.7,5717387279,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977417,183,1,1,19,33,daicfonrbj124lu2la2rctxck,1,38.8,39.7,2025-05-10T20:25:57.021Z,2025-05-10T20:25:58Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5717387459,56,Center,5717387469,213,6.17,5717387463,141,34.8,5717387461,140,67.4,5717387467,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977431,184,1,1,19,35,daicfonrbj124lu2la2rctxck,0,67.9,34.3,2025-05-10T20:25:58.478Z,2025-05-10T20:25:59Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5717387529,56,Center,5717387537,213,0.45,5717387527,168,,5717387535,212,7.9,5717387533,141,39.4,5717387531,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977495,193,1,1,19,36,kfq8fhwnmycbtad1u0fyefx0,1,37.0,64.8,2025-05-10T20:26:00.239Z,2025-05-10T20:26:02Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5717387925,213,6.17,5717387917,56,Center,5717387921,141,61.1,5717387919,140,58.0,5717387923,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977531,194,1,1,19,38,kfq8fhwnmycbtad1u0fyefx0,1,58.0,61.1,2025-05-10T20:26:01.959Z,2025-05-10T20:26:03Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,,5717388137,140,51.6,5717388141,212,13.3,5717388135,56,Center,5717388143,213,4.18,5717388139,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977565,195,1,1,19,40,kfq8fhwnmycbtad1u0fyefx0,0,51.6,44.2,2025-05-10T20:26:03.511Z,2025-05-10T20:26:06Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5717388343,141,62.4,5717388341,140,74.5,5717388337,155,,5717388345,212,27.0,5717388339,56,Center,5717388347,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977585,185,12,1,19,43,daicfonrbj124lu2la2rctxck,1,24.4,39.8,2025-05-10T20:26:06.709Z,2025-05-10T20:26:10Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5717388455,56,Back,5717388459,141,51.9,5717388489,15,,5717388457,140,34.4,5717388463,213,0.66,5717388461,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977623,196,1,1,19,44,kfq8fhwnmycbtad1u0fyefx0,0,66.7,44.9,2025-05-10T20:26:07.495Z,2025-05-10T20:26:10Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5717388739,141,48.4,5717388735,56,Center,5717388737,140,91.3,5717388741,212,25.9,5717388743,213,0.09,5717388733,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977649,187,1,1,19,47,daicfonrbj124lu2la2rctxck,1,9.4,55.5,2025-05-10T20:26:10.750Z,2025-05-10T20:26:15Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5717388893,123,,5717388921,287,,5717389295,1,,5717388901,212,36.2,5717388903,213,0.78,5717388897,140,33.9,5717388899,141,93.0,5717388895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977737,188,1,1,19,52,daicfonrbj124lu2la2rctxck,0,34.1,92.9,2025-05-10T20:26:15.317Z,2025-05-10T20:26:16Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5717389411,141,71.7,5717389409,140,46.1,5717389413,212,19.1,5717389415,213,5.43,5717389407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977771,198,1,1,19,54,kfq8fhwnmycbtad1u0fyefx0,1,44.1,33.7,2025-05-10T20:26:17.512Z,2025-05-10T20:26:18Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5717389599,56,Back,5717389605,212,10.9,5717389607,213,3.70,5717389601,140,35.3,5717389603,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977799,199,1,1,19,55,kfq8fhwnmycbtad1u0fyefx0,1,35.1,24.7,2025-05-10T20:26:18.400Z,2025-05-10T20:26:19Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5717389769,56,Back,5717389775,212,15.0,5717389773,141,43.3,5717389771,140,27.4,5717389777,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977845,200,1,1,19,56,kfq8fhwnmycbtad1u0fyefx0,1,27.0,43.3,2025-05-10T20:26:19.735Z,2025-05-10T20:26:22Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5717390031,56,Back,5717390047,213,0.31,5717390035,140,37.0,5717390043,212,11.0,5717390039,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812977883,201,1,1,19,58,kfq8fhwnmycbtad1u0fyefx0,1,36.7,48.4,2025-05-10T20:26:22.015Z,2025-05-10T20:26:24Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5717390315,213,4.42,5717390307,56,Back,5717390311,141,26.5,5717390309,140,32.4,5717390313,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
