id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2800395641,130,1,1,16,24,b1rpb2ox52uxcmjrsnqd95pk5,1,39.5,56.5,2025-04-13T02:25:26.601Z,2025-04-13T02:25:30Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5647970939,56,Back,5647970943,141,15.4,5647970947,213,4.92,5647970941,140,45.0,5647970945,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395659,131,1,1,16,28,b1rpb2ox52uxcmjrsnqd95pk5,1,44.2,19.2,2025-04-13T02:25:30.384Z,2025-04-13T02:25:32Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5647971043,140,33.8,5647971049,213,2.78,5647971047,212,11.7,5647971045,141,25.3,5647971041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395669,132,1,1,16,30,b1rpb2ox52uxcmjrsnqd95pk5,0,33.1,25.3,2025-04-13T02:25:32.136Z,2025-04-13T02:25:34Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5647971089,56,Center,5647971087,155,,5647971095,212,36.9,5647971091,140,58.4,5647971097,213,0.77,5647971099,1,,5647971093,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395695,149,1,1,16,33,2iwybwokic7nmr1t33abdbjoq,0,31.8,42.2,2025-04-13T02:25:35.353Z,2025-04-13T02:25:40Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5647971179,56,Back,5647971177,3,,5647971181,140,39.7,5647971185,212,10.8,5647971183,141,32.0,5647971187,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395743,133,1,1,16,35,b1rpb2ox52uxcmjrsnqd95pk5,1,58.0,62.1,2025-04-13T02:25:37.179Z,2025-04-13T04:31:08Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5647971455,141,89.1,5647971453,140,53.3,5647971459,213,1.83,5647971457,212,19.0,5647971449,155,,5647971451,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395751,134,1,1,16,41,b1rpb2ox52uxcmjrsnqd95pk5,1,59.0,79.2,2025-04-13T02:25:43.128Z,2025-04-13T02:25:45Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5647971487,140,71.2,5647971489,141,86.7,5647971491,212,13.8,5647971493,213,0.38,5647971485,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395759,135,1,1,16,43,b1rpb2ox52uxcmjrsnqd95pk5,1,71.2,86.7,2025-04-13T02:25:45.408Z,2025-04-13T02:25:47Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5647971557,212,6.7,5647971559,213,0.74,5647971553,140,75.9,5647971551,56,Left,5647971555,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395777,136,1,1,16,45,b1rpb2ox52uxcmjrsnqd95pk5,1,75.6,93.3,2025-04-13T02:25:47.296Z,2025-04-13T02:25:49Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5647971625,140,68.1,5647971631,213,3.73,5647971623,56,Left,5647971629,212,9.5,5647971627,141,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395787,137,1,1,16,47,b1rpb2ox52uxcmjrsnqd95pk5,1,67.0,84.9,2025-04-13T02:25:49.465Z,2025-04-13T04:31:21Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5647971689,141,72.9,5647971687,140,65.7,5647971691,212,8.3,5647971693,213,4.55,5647971685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395791,138,1,1,16,48,b1rpb2ox52uxcmjrsnqd95pk5,1,65.6,71.1,2025-04-13T02:25:50.680Z,2025-04-13T02:25:52Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5647971715,56,Center,5647971723,213,1.24,5647971719,141,75.6,5647971717,140,66.6,5647971721,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395825,139,1,1,16,50,b1rpb2ox52uxcmjrsnqd95pk5,1,66.6,75.6,2025-04-13T02:25:52.312Z,2025-04-13T02:25:54Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5647971849,141,67.2,5647971847,140,63.8,5647971851,212,6.4,5647971853,213,4.24,5647971845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395835,140,1,1,16,52,b1rpb2ox52uxcmjrsnqd95pk5,1,63.8,67.2,2025-04-13T02:25:54.744Z,2025-04-13T02:25:57Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5647971949,213,4.67,5647971947,212,18.4,5647971943,140,63.0,5647971941,56,Center,5647971945,141,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395847,141,1,1,16,55,b1rpb2ox52uxcmjrsnqd95pk5,1,62.4,38.8,2025-04-13T02:25:57.144Z,2025-04-13T02:25:59Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5647972023,213,6.14,5647972015,56,Center,5647972017,140,74.7,5647972019,141,36.1,5647972021,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395881,142,1,1,16,57,b1rpb2ox52uxcmjrsnqd95pk5,1,74.7,36.1,2025-04-13T02:25:59.056Z,2025-04-13T02:26:02Z,tc5nl1hz1w06jobp5ckktr3e,J. Adebayo-Smith,,,5647972193,141,13.0,5647972197,213,4.76,5647972191,140,75.4,5647972195,212,15.7,5647972189,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395917,143,1,1,17,0,b1rpb2ox52uxcmjrsnqd95pk5,1,79.4,12.9,2025-04-13T02:26:02.488Z,2025-04-13T02:26:06Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5647972385,213,0.00,5647972377,56,Right,5647972379,140,91.4,5647972381,141,12.9,5647972383,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395915,150,83,1,17,4,2iwybwokic7nmr1t33abdbjoq,0,10.5,86.9,2025-04-13T02:26:06.128Z,2025-04-13T02:26:08Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5647972415,399,tc5nl1hz1w06jobp5ckktr3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395921,144,1,1,17,4,b1rpb2ox52uxcmjrsnqd95pk5,1,81.3,7.2,2025-04-13T02:26:06.286Z,2025-04-13T02:26:28Z,tc5nl1hz1w06jobp5ckktr3e,J. Adebayo-Smith,,,5647973097,140,79.6,5647973099,141,6.2,5647972393,56,Right,5647973107,213,3.51,5647973103,212,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395935,145,3,1,17,5,b1rpb2ox52uxcmjrsnqd95pk5,1,90.6,12.9,2025-04-13T02:26:07.280Z,2025-04-13T04:57:59Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5647972441,56,Right,5647972477,233,151,5647972443,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395925,151,45,1,17,5,2iwybwokic7nmr1t33abdbjoq,0,9.4,87.1,2025-04-13T02:26:07.280Z,2025-04-13T04:58:00Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5647972401,285,,5647972507,233,145,5647972399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395939,146,4,1,17,7,b1rpb2ox52uxcmjrsnqd95pk5,1,90.6,12.8,2025-04-13T02:26:09.191Z,2025-04-13T02:26:14Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5647972551,286,,5647972549,265,,5647972547,152,,5647972543,13,,5647972561,233,152,5647972545,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395933,152,4,1,17,7,2iwybwokic7nmr1t33abdbjoq,0,9.4,87.2,2025-04-13T02:26:09.192Z,2025-04-13T02:26:15Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5647972575,233,146,5647972499,285,,5647972497,265,,5647972493,56,Back,5647972495,152,,5647972491,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396395,147,1,1,18,4,b1rpb2ox52uxcmjrsnqd95pk5,0,86.3,7.0,2025-04-13T02:27:06.448Z,2025-04-13T02:27:08Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5647974583,1,,5647974575,140,89.6,5647974581,213,1.47,5647974565,2,,5647974571,152,,5647974567,5,,5647974569,155,,5647974573,56,Center,5647974579,212,34.6,5647974577,141,57.7,,,,,,,,,,,,,,,,,,,,,,,,
2800396477,153,12,1,18,10,2iwybwokic7nmr1t33abdbjoq,1,14.8,67.4,2025-04-13T02:27:12.312Z,2025-04-13T02:39:06Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5647975033,140,28.2,5647975037,212,14.5,5647975039,213,0.24,5647975031,56,Back,5647975035,141,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396451,148,13,1,18,13,b1rpb2ox52uxcmjrsnqd95pk5,1,70.7,43.0,2025-04-13T02:27:14.975Z,2025-04-13T04:57:19Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5648207941,75,,5648207937,72,,5648207939,18,,5647974907,56,Center,5647975597,230,99.0,5647975599,231,50,5647975591,458,,5647975595,147,43.5,5648207943,215,,5647975589,103,19,5647975587,102,38.4,5648207945,153,5647975593,146,85.1,5648207935,24,,,,,,,,,,,,,,
2800396485,154,12,1,18,13,2iwybwokic7nmr1t33abdbjoq,1,14.0,59.7,2025-04-13T02:27:15.075Z,2025-04-13T05:12:34Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5648228401,212,31.6,5647975073,56,Back,5648228403,213,0.31,5648228397,140,42.7,5648228399,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396525,149,1,1,18,16,b1rpb2ox52uxcmjrsnqd95pk5,1,43.8,25.6,2025-04-13T02:27:18.575Z,2025-04-13T04:33:28Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5647975247,213,5.42,5647975237,56,Right,5647975239,140,53.8,5647975241,141,7.6,5647975235,3,,5647975245,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396533,150,61,1,18,19,b1rpb2ox52uxcmjrsnqd95pk5,0,53.8,7.6,2025-04-13T02:27:21.879Z,2025-04-13T02:27:22Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5647975285,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396545,155,5,1,18,20,2iwybwokic7nmr1t33abdbjoq,1,45.1,101.2,2025-04-13T02:27:22.383Z,2025-04-13T04:34:31Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5647975355,347,,5647975353,56,Back,5647975397,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396551,151,5,1,18,20,b1rpb2ox52uxcmjrsnqd95pk5,0,54.9,-1.2,2025-04-13T02:27:22.944Z,2025-04-13T04:34:32Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5647975375,347,,5647975411,233,155,5647975373,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396571,156,1,1,18,22,2iwybwokic7nmr1t33abdbjoq,1,45.5,100.0,2025-04-13T02:27:24.144Z,2025-04-13T02:27:25Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5647975491,140,39.3,5647975493,141,87.8,5647975497,213,4.07,5647975495,212,10.8,5647975489,56,Back,5647975487,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396579,157,1,1,18,23,2iwybwokic7nmr1t33abdbjoq,1,39.3,87.8,2025-04-13T02:27:25.120Z,2025-04-13T02:27:26Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5647975517,141,93.5,5647975519,212,5.6,5647975513,56,Back,5647975521,213,2.38,5647975515,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396647,158,1,1,18,23,2iwybwokic7nmr1t33abdbjoq,1,35.4,93.5,2025-04-13T02:27:25.904Z,2025-04-13T02:27:32Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5647975855,140,27.7,5647975859,212,9.5,5647975857,141,86.3,5647975853,56,Back,5647975861,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396659,159,1,1,18,29,2iwybwokic7nmr1t33abdbjoq,1,26.3,75.6,2025-04-13T02:27:31.944Z,2025-04-13T02:27:33Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5647975909,212,29.6,5647975907,141,32.2,5647975903,56,Back,5647975911,213,4.80,5647975905,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396675,160,1,1,18,31,2iwybwokic7nmr1t33abdbjoq,1,28.9,32.2,2025-04-13T02:27:32.951Z,2025-04-13T02:27:35Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5647975989,141,58.8,5647975987,140,28.5,5647975991,212,18.1,5647975993,213,1.59,5647975985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396715,161,1,1,18,33,2iwybwokic7nmr1t33abdbjoq,1,30.5,63.0,2025-04-13T02:27:35.191Z,2025-04-13T02:27:43Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5647976223,56,Back,5647976227,141,81.9,5647976229,212,15.2,5647976231,213,1.01,5647976225,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396731,162,1,1,18,41,2iwybwokic7nmr1t33abdbjoq,0,59.5,89.9,2025-04-13T02:27:43.136Z,2025-04-13T02:27:47Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5647976291,155,,5647976293,56,Left,5647976301,213,6.11,5647976299,212,26.2,5647976297,141,83.3,5647976295,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396877,153,1,1,18,56,b1rpb2ox52uxcmjrsnqd95pk5,1,11.1,41.1,2025-04-13T02:27:58.431Z,2025-04-13T02:28:03Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5647977015,140,9.8,5647977021,213,4.49,5647977013,56,Back,5647977019,212,6.1,5647977017,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396929,154,1,1,19,1,b1rpb2ox52uxcmjrsnqd95pk5,1,12.7,30.4,2025-04-13T02:28:03.607Z,2025-04-13T02:28:10Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5647977281,212,20.9,5647977279,141,34.2,5647977277,140,32.5,5647977283,213,0.12,5647977275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396945,155,1,1,19,8,b1rpb2ox52uxcmjrsnqd95pk5,1,32.1,36.0,2025-04-13T02:28:10.711Z,2025-04-13T02:28:13Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5647977373,140,34.4,5647977377,212,35.6,5647977379,213,1.50,5647977371,56,Back,5647977381,1,,5647977375,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396957,156,1,1,19,11,b1rpb2ox52uxcmjrsnqd95pk5,1,34.4,88.3,2025-04-13T02:28:13.455Z,2025-04-13T02:28:15Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5647977445,212,7.3,5647977439,56,Back,5647977443,141,79.2,5647977447,213,4.15,5647977441,140,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800396965,157,1,1,19,13,b1rpb2ox52uxcmjrsnqd95pk5,1,30.7,79.2,2025-04-13T02:28:15.087Z,2025-04-13T04:33:45Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5647977475,140,27.3,5647977477,141,51.3,5647977479,212,19.3,5647977481,213,4.53,5647977473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397003,158,1,1,19,15,b1rpb2ox52uxcmjrsnqd95pk5,1,27.4,49.9,2025-04-13T02:28:17.672Z,2025-04-13T02:28:21Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5647977701,56,Right,5647977699,155,,5647977703,140,77.0,5647977707,212,56.0,5647977709,213,5.91,5647977711,1,,5647977705,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397035,159,1,1,19,19,b1rpb2ox52uxcmjrsnqd95pk5,1,77.0,19.8,2025-04-13T02:28:21.479Z,2025-04-13T02:28:26Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5647977861,213,2.83,5647977855,140,67.2,5647977853,56,Center,5647977859,212,10.8,5647977857,141,24.6,5647977851,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397057,160,1,1,19,24,b1rpb2ox52uxcmjrsnqd95pk5,1,66.8,22.8,2025-04-13T02:28:26.422Z,2025-04-13T02:28:30Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5647978003,56,Center,5647978009,212,13.4,5647978007,141,39.4,5647978011,213,2.13,5647978005,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397093,161,1,1,19,28,b1rpb2ox52uxcmjrsnqd95pk5,1,60.0,39.4,2025-04-13T02:28:30.327Z,2025-04-13T02:28:33Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5647978169,56,Center,5647978171,140,58.0,5647978173,141,58.3,5647978177,212,13.0,5647978181,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397125,162,1,1,19,31,b1rpb2ox52uxcmjrsnqd95pk5,1,59.7,58.3,2025-04-13T02:28:33.143Z,2025-04-13T02:28:37Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5647978317,141,88.0,5647978319,212,20.2,5647978313,56,Left,5647978321,213,1.62,5647978315,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397141,163,1,1,19,35,b1rpb2ox52uxcmjrsnqd95pk5,1,59.2,88.6,2025-04-13T02:28:36.999Z,2025-04-13T02:28:39Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5647978395,140,59.5,5647978401,213,4.76,5647978393,56,Left,5647978399,212,6.6,5647978397,141,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397169,164,1,1,19,36,b1rpb2ox52uxcmjrsnqd95pk5,1,59.8,78.9,2025-04-13T02:28:38.943Z,2025-04-13T02:28:42Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5647978515,140,77.2,5647978521,213,0.42,5647978513,56,Left,5647978517,141,90.9,5647978519,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397219,165,1,1,19,40,b1rpb2ox52uxcmjrsnqd95pk5,1,89.0,85.9,2025-04-13T02:28:42.127Z,2025-04-13T04:46:00Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,1.0,,5647978717,141,67.8,5647978719,212,12.6,5647978713,56,Center,5647978721,213,4.49,5648199881,210,15,5648199883,154,,5647978715,140,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397221,166,15,1,19,44,b1rpb2ox52uxcmjrsnqd95pk5,1,90.1,65.2,2025-04-13T02:28:46.611Z,2025-04-13T04:59:41Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5648209815,328,,5648199887,154,,5647978733,22,,5648057225,82,,5648209813,80,,5647978735,64,,5648057309,103,19,5648057317,230,97.7,5648199889,55,165,5648057315,147,63,5648057313,146,91.4,5648057321,233,5648057307,102,47.9,5647978737,56,163,Center,5648057319,231,54.5,5648199885,29,5648057221,20,,,,,
2800397207,163,10,1,19,44,2iwybwokic7nmr1t33abdbjoq,1,9.6,36.1,2025-04-13T02:28:46.711Z,2025-04-13T03:05:51Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5647978671,94,,5647978673,56,Back,5648057365,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397223,164,3,1,19,46,2iwybwokic7nmr1t33abdbjoq,0,25.4,16.6,2025-04-13T02:28:48.079Z,2025-04-13T04:57:48Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5647979145,233,167,5647978749,285,,5647978747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397245,167,7,1,19,46,b1rpb2ox52uxcmjrsnqd95pk5,1,74.6,83.4,2025-04-13T02:28:48.080Z,2025-04-13T04:57:48Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5647978841,286,,5647979127,233,164,5647978839,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397249,168,3,1,19,49,b1rpb2ox52uxcmjrsnqd95pk5,0,87.8,94.6,2025-04-13T02:28:51.342Z,2025-04-13T02:28:58Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5647978849,286,,5647978847,56,Left,5647978877,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397251,165,7,1,19,49,2iwybwokic7nmr1t33abdbjoq,1,12.2,5.4,2025-04-13T02:28:51.343Z,2025-04-13T02:28:57Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5647978855,167,,5647978863,233,168,5647978859,285,,5647978857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397305,166,5,1,19,50,2iwybwokic7nmr1t33abdbjoq,0,12.4,-1.0,2025-04-13T02:28:52.519Z,2025-04-13T02:29:02Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5647979049,347,,5647979047,56,Back,5647979159,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397321,169,5,1,19,51,b1rpb2ox52uxcmjrsnqd95pk5,1,88.6,101.2,2025-04-13T02:28:53.270Z,2025-04-13T02:29:03Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5647979099,347,,5647979097,56,Left,5647979155,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397469,170,1,1,20,11,b1rpb2ox52uxcmjrsnqd95pk5,1,75.6,100.0,2025-04-13T02:29:13.094Z,2025-04-13T02:29:16Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5647979789,107,,5647979795,141,87.9,5647979799,213,3.72,5647979797,212,16.3,5647979793,140,62.6,5647979791,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397483,171,1,1,20,14,b1rpb2ox52uxcmjrsnqd95pk5,1,66.0,76.9,2025-04-13T02:29:16.774Z,2025-04-13T02:29:19Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5647979865,140,53.4,5647979871,213,2.66,5647979863,56,Left,5647979867,141,87.1,5647979869,212,14.9,5647979893,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397501,172,1,1,20,16,b1rpb2ox52uxcmjrsnqd95pk5,1,53.4,87.1,2025-04-13T02:29:18.919Z,2025-04-13T02:29:21Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5647979975,213,3.54,5647979967,56,Back,5647979969,140,39.0,5647979971,141,77.7,5647979973,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397523,173,1,1,20,19,b1rpb2ox52uxcmjrsnqd95pk5,1,38.2,74.4,2025-04-13T02:29:21.510Z,2025-04-13T02:29:25Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5647980101,212,20.8,5647980099,141,43.8,5647980097,140,37.3,5647980103,213,4.67,5647980095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397541,174,1,1,20,23,b1rpb2ox52uxcmjrsnqd95pk5,1,41.5,32.7,2025-04-13T02:29:25.238Z,2025-04-13T02:29:28Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5647980195,56,Center,5647980201,212,27.3,5647980199,141,40.6,5647980197,140,67.0,5647980203,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397545,175,50,1,20,26,b1rpb2ox52uxcmjrsnqd95pk5,1,65.2,30.8,2025-04-13T02:29:28.206Z,2025-04-13T02:29:33Z,tc5nl1hz1w06jobp5ckktr3e,J. Adebayo-Smith,,,5647980211,56,Center,5647980265,233,167,5647980213,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397547,167,7,1,20,26,2iwybwokic7nmr1t33abdbjoq,0,34.8,69.2,2025-04-13T02:29:28.207Z,2025-04-13T02:29:33Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5647980233,233,175,5647980215,56,Back,5647980217,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800397573,176,1,1,20,30,b1rpb2ox52uxcmjrsnqd95pk5,1,82.0,19.2,2025-04-13T02:29:32.911Z,2025-04-13T02:29:34Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5647980325,140,80.5,5647980323,56,Right,5647980329,212,6.3,5647980327,141,10.2,5647980331,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
