id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2818672637,131,4,1,16,4,ak0rmms5xl49w57i2rvid1tk9,1,41.9,80.2,2025-05-25T01:19:37.196Z,2025-05-25T03:08:32Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5748892857,233,129,5748892793,56,Back,5748892797,286,,5748892795,152,,5748892789,13,,5748892791,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818672641,129,4,1,16,4,cf5r1qpotp6n5i3vdchsp2en1,0,58.1,19.8,2025-05-25T01:19:37.197Z,2025-05-25T01:53:01Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5748892827,294,,5748892831,152,,5748892833,285,,5748892829,56,Right,5748892825,13,,5748892875,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673193,132,1,1,16,48,ak0rmms5xl49w57i2rvid1tk9,1,39.4,80.5,2025-05-25T01:20:21.076Z,2025-05-25T03:08:39Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5748895775,212,12.6,5748895767,152,,5748895771,140,30.8,5748895765,5,,5748895777,213,3.92,5748895773,141,67.5,5748937125,189,,5748895769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673209,133,1,1,16,49,ak0rmms5xl49w57i2rvid1tk9,1,30.8,67.5,2025-05-25T01:20:21.924Z,2025-05-25T01:33:00Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5748895917,1,,5748895913,212,32.4,5748895907,56,Back,5748937767,189,,5748895909,140,35.2,5748895915,213,4.86,5748895911,141,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673231,134,1,1,16,50,ak0rmms5xl49w57i2rvid1tk9,1,35.2,20.3,2025-05-25T01:20:23.123Z,2025-05-25T01:20:25Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5748896093,212,11.1,5748896087,56,Back,5748896095,213,5.54,5748896091,141,9.2,5748896089,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673263,135,1,1,16,52,ak0rmms5xl49w57i2rvid1tk9,0,43.0,9.1,2025-05-25T01:20:25.300Z,2025-05-25T01:20:28Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5748896321,56,Right,5748896325,140,70.4,5748896331,213,6.22,5748896329,212,28.8,5748896319,155,,5748896327,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673277,130,12,1,16,55,cf5r1qpotp6n5i3vdchsp2en1,1,25.6,87.4,2025-05-25T01:20:28.493Z,2025-05-25T01:20:30Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5748896527,167,,5748896407,213,0.76,5748896403,141,100.0,5748896471,15,,5748896405,212,14.3,5748896401,140,35.4,5748896399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673287,131,5,1,16,57,cf5r1qpotp6n5i3vdchsp2en1,0,33.9,101.8,2025-05-25T01:20:29.712Z,2025-05-25T01:53:18Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5748896871,233,136,5748896491,347,,5748896489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673329,136,5,1,16,57,ak0rmms5xl49w57i2rvid1tk9,1,66.1,-1.8,2025-05-25T01:20:29.712Z,2025-05-25T01:53:18Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5748896759,56,Right,5748896835,233,131,5748896761,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673405,137,1,1,16,59,ak0rmms5xl49w57i2rvid1tk9,1,66.0,0.0,2025-05-25T01:20:32.596Z,2025-05-25T01:20:37Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5748897207,107,,5748897217,213,2.77,5748897213,141,14.3,5748897219,1,,5748897211,140,38.6,5748897215,212,30.8,5748897209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673461,138,1,1,17,4,ak0rmms5xl49w57i2rvid1tk9,1,41.5,23.3,2025-05-25T01:20:37.612Z,2025-05-25T01:20:41Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5748897517,141,58.7,5748897513,56,Back,5748897521,213,1.71,5748897515,140,38.4,5748897519,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673505,139,1,1,17,9,ak0rmms5xl49w57i2rvid1tk9,1,37.2,54.3,2025-05-25T01:20:42.116Z,2025-05-25T01:20:45Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5748897789,141,24.1,5748897791,212,22.1,5748897785,56,Back,5748897787,140,45.1,5748897793,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673557,140,1,1,17,13,ak0rmms5xl49w57i2rvid1tk9,1,58.9,24.4,2025-05-25T01:20:45.740Z,2025-05-25T01:20:49Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5748898093,141,11.0,5748898097,213,5.53,5748898089,56,Right,5748898091,140,68.2,5748898095,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673567,141,1,1,17,17,ak0rmms5xl49w57i2rvid1tk9,1,66.1,13.7,2025-05-25T01:20:49.715Z,2025-05-25T01:20:51Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5748898141,212,8.4,5748898137,140,69.9,5748898135,56,Right,5748898139,141,2.8,5748898143,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673593,142,1,1,17,18,ak0rmms5xl49w57i2rvid1tk9,1,69.9,3.5,2025-05-25T01:20:50.835Z,2025-05-25T01:20:53Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5748898285,212,15.9,5748898279,56,Right,5748898281,140,57.7,5748898287,213,2.51,5748898283,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673623,143,1,1,17,20,ak0rmms5xl49w57i2rvid1tk9,1,56.9,16.1,2025-05-25T01:20:53.356Z,2025-05-25T01:20:58Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5748898543,141,46.9,5748898547,213,2.08,5748898539,56,Back,5748898545,212,24.0,5748898541,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673667,144,1,1,17,25,ak0rmms5xl49w57i2rvid1tk9,1,52.1,58.4,2025-05-25T01:20:58.324Z,2025-05-25T01:21:03Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5748898775,213,1.06,5748898767,140,63.7,5748898765,56,Left,5748898773,212,24.9,5748898769,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673697,145,1,1,17,30,ak0rmms5xl49w57i2rvid1tk9,1,66.0,81.5,2025-05-25T01:21:03.196Z,2025-05-25T01:21:05Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5748898947,212,27.1,5748898943,140,42.3,5748898945,141,65.7,5748898941,56,Back,5748898949,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673747,146,1,1,17,32,ak0rmms5xl49w57i2rvid1tk9,1,37.6,63.0,2025-05-25T01:21:05.612Z,2025-05-25T01:21:10Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5748899255,212,27.5,5748899251,140,38.3,5748899249,56,Back,5748899253,141,22.5,5748899257,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673807,147,1,1,17,37,ak0rmms5xl49w57i2rvid1tk9,1,36.4,16.8,2025-05-25T01:21:10.259Z,2025-05-25T01:21:15Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5748899549,56,Back,5748899555,212,11.4,5748899551,140,42.2,5748899557,213,5.28,5748899553,141,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673797,132,83,1,17,41,cf5r1qpotp6n5i3vdchsp2en1,0,65.2,87.1,2025-05-25T01:21:13.892Z,2025-05-25T01:21:16Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5748899585,399,7i29w1zl3m6xdnurdll08jsvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673809,148,1,1,17,42,ak0rmms5xl49w57i2rvid1tk9,1,33.2,11.9,2025-05-25T01:21:15.267Z,2025-05-25T01:21:17Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5748899567,141,20.4,5748899563,56,Back,5748899571,213,2.53,5748899565,140,25.4,5748899569,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673879,149,1,1,17,44,ak0rmms5xl49w57i2rvid1tk9,1,22.9,21.2,2025-05-25T01:21:17.275Z,2025-05-25T01:21:22Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5748899971,213,2.32,5748899963,56,Back,5748899967,141,50.0,5748899969,212,26.9,5748899965,140,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673905,150,1,1,17,49,ak0rmms5xl49w57i2rvid1tk9,0,10.1,50.1,2025-05-25T01:21:22.308Z,2025-05-25T01:21:24Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5748900101,140,45.7,5748900097,157,,5748900105,141,62.0,5748900115,213,0.21,5748900099,56,Back,5748900111,212,38.2,5748900119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818673961,134,1,1,17,55,cf5r1qpotp6n5i3vdchsp2en1,0,54.7,30.0,2025-05-25T01:21:27.741Z,2025-05-25T01:21:28Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5748900487,56,Center,5748900497,1,,5748900493,212,37.1,5748900495,213,0.37,5748900489,140,87.7,5748900491,141,49.6,5748900485,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674055,152,1,1,18,2,ak0rmms5xl49w57i2rvid1tk9,1,13.0,40.7,2025-05-25T01:21:35.324Z,2025-05-25T01:21:40Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5748901125,212,17.2,5748901121,140,25.0,5748901119,56,Back,5748901117,123,,5748901127,213,5.53,5748901123,141,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674181,153,1,1,18,7,ak0rmms5xl49w57i2rvid1tk9,1,29.7,17.6,2025-05-25T01:21:40.364Z,2025-05-25T01:21:49Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5748901867,56,Back,5748901875,213,1.22,5748901871,141,27.0,5748901873,212,6.8,5748901869,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674205,154,1,1,18,16,ak0rmms5xl49w57i2rvid1tk9,1,51.2,57.6,2025-05-25T01:21:49.340Z,2025-05-25T01:21:51Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5748901989,212,23.7,5748901991,213,1.23,5748901985,140,58.7,5748901983,56,Left,5748901987,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674227,155,1,1,18,18,ak0rmms5xl49w57i2rvid1tk9,1,60.0,91.2,2025-05-25T01:21:51.220Z,2025-05-25T01:21:53Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5748902125,141,95.0,5748902121,140,70.1,5748902117,56,Left,5748902129,212,10.9,5748902131,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674345,156,1,1,18,20,ak0rmms5xl49w57i2rvid1tk9,1,70.1,95.0,2025-05-25T01:21:52.851Z,2025-05-25T01:22:03Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5748902753,141,91.2,5748902757,213,6.09,5748902755,212,13.5,5748902751,140,82.7,5748902749,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674263,135,83,1,18,23,cf5r1qpotp6n5i3vdchsp2en1,0,13.0,11.1,2025-05-25T01:21:56.308Z,2025-05-25T01:22:05Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5748902955,399,3ljxfq84ubqzlooixppmpfdd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674353,157,61,1,18,30,ak0rmms5xl49w57i2rvid1tk9,0,92.5,79.4,2025-05-25T01:22:02.980Z,2025-05-25T01:22:03Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5748902793,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674533,137,1,1,18,46,cf5r1qpotp6n5i3vdchsp2en1,1,14.0,45.4,2025-05-25T01:22:19.061Z,2025-05-25T01:22:21Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5748903747,123,,5748903751,140,15.5,5748903755,212,15.8,5748903757,213,1.47,5748903753,141,68.5,5748903749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674573,138,1,1,18,48,cf5r1qpotp6n5i3vdchsp2en1,1,19.0,69.6,2025-05-25T01:22:21.276Z,2025-05-25T01:22:26Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5748904005,213,0.87,5748904001,141,98.3,5748903997,56,Back,5748903999,140,34.8,5748904003,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674603,139,1,1,18,53,cf5r1qpotp6n5i3vdchsp2en1,1,41.4,95.1,2025-05-25T01:22:25.996Z,2025-05-25T01:22:29Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5748904171,140,56.2,5748904175,212,16.1,5748904173,141,89.0,5748904177,213,6.02,5748904169,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674643,140,1,1,18,56,cf5r1qpotp6n5i3vdchsp2en1,1,46.7,91.1,2025-05-25T01:22:29.069Z,2025-05-25T01:22:33Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5748904411,141,92.0,5748904415,213,3.11,5748904405,56,Back,5748904407,140,28.9,5748904413,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674627,158,83,1,18,59,ak0rmms5xl49w57i2rvid1tk9,0,64.7,10.7,2025-05-25T01:22:32.116Z,2025-05-25T01:22:36Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5748904729,399,3sp46qr51lu5o2213enn5xtjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674685,141,1,1,19,1,cf5r1qpotp6n5i3vdchsp2en1,1,32.4,96.8,2025-05-25T01:22:34.076Z,2025-05-25T01:22:36Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5748904669,140,17.8,5748904673,212,15.7,5748904671,141,91.8,5748904667,56,Back,5748904675,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674803,142,1,1,19,5,cf5r1qpotp6n5i3vdchsp2en1,1,17.0,74.8,2025-05-25T01:22:38.228Z,2025-05-25T01:22:47Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5748905411,141,89.6,5748905415,213,0.74,5748905409,140,27.6,5748905407,56,Back,5748905413,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674863,143,1,1,19,15,cf5r1qpotp6n5i3vdchsp2en1,1,30.3,71.2,2025-05-25T01:22:47.716Z,2025-05-25T01:22:52Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5748905721,140,29.4,5748905725,212,17.5,5748905727,213,4.66,5748905723,141,45.5,5748905719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674883,144,1,1,19,20,cf5r1qpotp6n5i3vdchsp2en1,1,34.7,59.6,2025-05-25T01:22:52.764Z,2025-05-25T01:22:53Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5748905847,213,2.37,5748905843,141,67.2,5748905839,56,Back,5748905845,212,7.4,5748905841,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674923,145,1,1,19,21,cf5r1qpotp6n5i3vdchsp2en1,1,29.6,67.2,2025-05-25T01:22:53.716Z,2025-05-25T01:22:56Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5748906021,212,10.0,5748906017,140,37.7,5748906015,56,Back,5748906023,213,0.55,5748906019,141,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674967,146,1,1,19,23,cf5r1qpotp6n5i3vdchsp2en1,1,36.5,73.3,2025-05-25T01:22:56.180Z,2025-05-25T01:22:59Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5748906371,141,50.1,5748906367,56,Back,5748906373,212,17.3,5748906377,213,4.29,5748906369,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818674993,147,1,1,19,27,cf5r1qpotp6n5i3vdchsp2en1,1,29.8,50.1,2025-05-25T01:22:59.708Z,2025-05-25T01:23:01Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5748906505,212,17.1,5748906501,140,32.5,5748906499,56,Back,5748906503,141,25.3,5748906507,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675047,148,1,1,19,28,cf5r1qpotp6n5i3vdchsp2en1,1,33.0,21.6,2025-05-25T01:23:01.460Z,2025-05-25T01:23:06Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5748906807,212,16.6,5748906803,140,44.2,5748906801,56,Back,5748906805,141,4.4,5748906809,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675043,159,83,1,19,33,ak0rmms5xl49w57i2rvid1tk9,0,66.2,93.2,2025-05-25T01:23:06.323Z,2025-05-25T03:08:08Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5748907159,399,6kp2pv58u27yf5tnclyhnuoh6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675077,149,1,1,19,33,cf5r1qpotp6n5i3vdchsp2en1,0,43.5,5.6,2025-05-25T01:23:06.428Z,2025-05-25T01:23:09Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5748906953,56,Right,5748906957,141,0.0,5748906961,213,6.09,5748906959,212,24.3,5748906955,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675085,150,5,1,19,36,cf5r1qpotp6n5i3vdchsp2en1,0,64.1,-1.0,2025-05-25T01:23:09.004Z,2025-05-25T01:53:19Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5748906981,56,Right,5748906985,347,,5748907131,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675107,160,5,1,19,36,ak0rmms5xl49w57i2rvid1tk9,1,35.9,101.0,2025-05-25T01:23:09.004Z,2025-05-25T01:53:19Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5748907077,347,,5748907075,56,Back,5748907123,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675179,161,1,1,19,40,ak0rmms5xl49w57i2rvid1tk9,1,37.2,100.0,2025-05-25T01:23:13.164Z,2025-05-25T01:23:17Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5748907463,213,4.07,5748907453,107,,5748907457,140,27.5,5748907459,141,80.9,5748907455,56,Back,5748907461,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675235,162,1,1,19,45,ak0rmms5xl49w57i2rvid1tk9,1,23.5,77.9,2025-05-25T01:23:17.699Z,2025-05-25T01:23:23Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5748907773,56,Back,5748907777,141,31.8,5748907781,213,4.79,5748907779,212,31.4,5748907775,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675279,163,1,1,19,50,ak0rmms5xl49w57i2rvid1tk9,1,33.6,25.9,2025-05-25T01:23:23.395Z,2025-05-25T01:23:28Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5748908063,140,42.4,5748908067,212,17.8,5748908069,213,5.26,5748908065,141,3.5,5748908061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675317,164,1,1,19,55,ak0rmms5xl49w57i2rvid1tk9,1,37.7,11.9,2025-05-25T01:23:28.684Z,2025-05-25T01:23:31Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5748908307,213,2.40,5748908303,141,25.9,5748908299,140,27.9,5748908305,212,14.0,5748908297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675371,165,1,1,19,58,ak0rmms5xl49w57i2rvid1tk9,1,29.0,27.6,2025-05-25T01:23:31.252Z,2025-05-25T01:23:35Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5748908593,141,95.4,5748908597,213,1.21,5748908587,196,,5748908585,155,,5748908599,1,,5748908589,56,Back,5748908591,140,45.5,5748908595,212,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675395,166,1,1,20,2,ak0rmms5xl49w57i2rvid1tk9,0,45.5,95.4,2025-05-25T01:23:34.787Z,2025-05-25T01:23:37Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5748908753,213,5.94,5748908749,141,78.5,5748908741,3,,5748908745,56,Center,5748908747,140,75.7,5748908755,1,,5748908751,212,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675507,152,1,1,20,5,cf5r1qpotp6n5i3vdchsp2en1,1,22.2,11.3,2025-05-25T01:23:38.628Z,2025-05-25T01:23:45Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5748909381,140,11.7,5748909379,56,Back,5748909385,212,22.2,5748909387,213,2.09,5748909383,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675575,153,1,1,20,13,cf5r1qpotp6n5i3vdchsp2en1,1,12.0,42.8,2025-05-25T01:23:45.708Z,2025-05-25T01:23:51Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5748909753,213,1.41,5748909745,56,Back,5748909749,141,75.3,5748909747,140,15.4,5748909751,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675611,154,1,1,20,18,cf5r1qpotp6n5i3vdchsp2en1,1,24.7,75.9,2025-05-25T01:23:51.188Z,2025-05-25T01:23:53Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5748910005,212,8.5,5748910001,140,31.4,5748910007,213,5.68,5748910003,141,68.8,5748909999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675633,155,1,1,20,21,cf5r1qpotp6n5i3vdchsp2en1,0,29.7,69.4,2025-05-25T01:23:53.756Z,2025-05-25T01:23:56Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5748910109,56,Left,5748910119,1,,5748910115,212,38.3,5748910111,140,62.3,5748910113,141,94.7,5748910117,213,0.47,5748910107,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675671,167,1,1,20,23,ak0rmms5xl49w57i2rvid1tk9,1,43.0,11.1,2025-05-25T01:23:56.323Z,2025-05-25T01:23:59Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5748910379,157,,5748910383,140,63.1,5748910387,212,21.2,5748910389,213,6.18,5748910391,1,,5748910385,141,8.0,5748910381,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675691,168,61,1,20,27,ak0rmms5xl49w57i2rvid1tk9,0,63.1,8.0,2025-05-25T01:23:59.724Z,2025-05-25T01:24:07Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5748910515,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675731,156,5,1,20,28,cf5r1qpotp6n5i3vdchsp2en1,1,21.3,101.8,2025-05-25T01:24:01.437Z,2025-05-25T01:53:20Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5748910739,56,Back,5748910771,233,169,5748910741,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675697,169,5,1,20,28,ak0rmms5xl49w57i2rvid1tk9,0,78.7,-1.8,2025-05-25T01:24:01.437Z,2025-05-25T01:53:20Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5748910543,56,Right,5748910781,233,156,5748910545,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675761,157,1,1,20,33,cf5r1qpotp6n5i3vdchsp2en1,1,24.6,100.0,2025-05-25T01:24:06.044Z,2025-05-25T01:24:10Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5748910925,213,3.99,5748910921,141,75.9,5748910919,140,9.6,5748910915,107,,5748910917,56,Back,5748910927,1,,5748910923,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675783,158,1,1,20,37,cf5r1qpotp6n5i3vdchsp2en1,1,9.8,74.8,2025-05-25T01:24:10.052Z,2025-05-25T01:24:12Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5748911049,212,22.9,5748911051,213,0.04,5748911045,140,31.6,5748911047,141,76.1,5748911043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818675795,159,1,1,20,39,cf5r1qpotp6n5i3vdchsp2en1,1,25.2,74.5,2025-05-25T01:24:12.356Z,2025-05-25T01:24:13Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5748911119,140,26.4,5748911121,141,62.9,5748911125,213,4.87,5748911123,212,8.0,5748911117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
