id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2803441635,386,1,2,50,34,daicfonrbj124lu2la2rctxck,1,65.9,57.3,2025-04-19T21:18:11.884Z,2025-04-19T21:18:15Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5664765749,213,0.96,5664765743,140,79.9,5664765741,56,Left,5664765745,141,88.1,5664765747,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803441691,387,1,2,50,37,daicfonrbj124lu2la2rctxck,1,92.6,85.9,2025-04-19T21:18:15.181Z,2025-04-19T21:18:20Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664766085,213,3.90,5664766081,141,76.2,5664766079,140,86.0,5664766083,212,9.6,5664766077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803441701,388,1,2,50,42,daicfonrbj124lu2la2rctxck,0,95.1,85.0,2025-04-19T21:18:20.158Z,2025-04-19T21:18:20Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664766147,212,6.0,5664766145,141,81.7,5664766141,56,Left,5664766143,140,89.8,5664766149,213,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803441709,438,8,2,50,43,b1rpb2ox52uxcmjrsnqd95pk5,1,10.3,14.0,2025-04-19T21:18:21.113Z,2025-04-19T21:18:21Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5664766183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803441729,440,50,2,50,45,b1rpb2ox52uxcmjrsnqd95pk5,1,14.8,13.4,2025-04-19T21:18:22.658Z,2025-04-19T22:23:27Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5664766271,285,,5664766269,56,Back,5664766469,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803441749,389,7,2,50,45,daicfonrbj124lu2la2rctxck,1,85.2,86.6,2025-04-19T21:18:22.659Z,2025-04-19T22:23:27Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664766371,56,Left,5664766457,233,440,5664766373,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803441761,390,50,2,50,46,daicfonrbj124lu2la2rctxck,1,81.6,82.7,2025-04-19T21:18:23.713Z,2025-04-19T22:23:28Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664766521,233,441,5664766425,286,,5664766423,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803441769,441,7,2,50,46,b1rpb2ox52uxcmjrsnqd95pk5,1,18.4,17.3,2025-04-19T21:18:23.714Z,2025-04-19T22:23:27Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5664766479,285,,5664766485,233,390,5664766477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803441785,442,1,2,50,47,b1rpb2ox52uxcmjrsnqd95pk5,1,27.8,24.7,2025-04-19T21:18:25.281Z,2025-04-19T21:18:27Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5664766561,56,Back,5664766573,212,6.5,5664766565,140,33.2,5664766569,141,29.5,5664766577,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803441929,443,1,2,50,49,b1rpb2ox52uxcmjrsnqd95pk5,1,33.5,30.7,2025-04-19T21:18:26.898Z,2025-04-19T21:18:38Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5664767379,141,18.6,5664767381,212,31.4,5664767383,213,6.02,5664767375,56,Right,5664767377,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442007,444,1,2,51,1,b1rpb2ox52uxcmjrsnqd95pk5,1,79.3,27.9,2025-04-19T21:18:38.658Z,2025-04-19T21:18:45Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5664767729,212,14.8,5664767723,56,Right,5664767725,140,69.8,5664767731,213,3.97,5664767727,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442045,445,2,2,51,7,b1rpb2ox52uxcmjrsnqd95pk5,1,73.4,22.1,2025-04-19T21:18:44.786Z,2025-04-19T21:18:49Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5664767953,56,Center,5664767905,141,33.0,5664767901,140,89.6,5664767951,7,8d6e9axgsli468lnomdbcgu6t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442395,392,1,2,51,38,daicfonrbj124lu2la2rctxck,1,13.6,69.9,2025-04-19T21:19:15.542Z,2025-04-19T21:19:18Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5664769859,5,,5664769867,140,79.8,5664769875,1,,5664769869,141,74.7,5664769871,212,69.6,5664769863,241,,5664769873,213,0.05,5664769861,157,,5664769865,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2803442407,393,61,2,51,40,daicfonrbj124lu2la2rctxck,1,79.8,74.7,2025-04-19T21:19:17.840Z,2025-04-19T22:16:33Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5664769901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442419,394,61,2,51,40,daicfonrbj124lu2la2rctxck,0,71.3,73.5,2025-04-19T21:19:18.060Z,2025-04-19T22:16:48Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664769963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442445,447,1,2,51,40,b1rpb2ox52uxcmjrsnqd95pk5,1,29.5,39.1,2025-04-19T21:19:18.178Z,2025-04-19T21:19:20Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5664770045,56,Back,5664770051,212,5.4,5664770053,213,2.61,5664770049,141,43.1,5664770047,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442469,448,1,2,51,42,b1rpb2ox52uxcmjrsnqd95pk5,0,27.3,34.3,2025-04-19T21:19:20.066Z,2025-04-19T21:19:21Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5664770191,140,73.1,5664770195,212,54.1,5664770187,157,,5664770199,1,,5664770193,141,0.0,5664770197,213,5.81,5664770189,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442649,395,5,2,51,44,daicfonrbj124lu2la2rctxck,1,31.2,101.5,2025-04-19T21:19:21.570Z,2025-04-19T22:22:30Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664771119,347,,5664771117,56,Back,5664771149,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442475,449,5,2,51,44,b1rpb2ox52uxcmjrsnqd95pk5,0,68.8,-1.5,2025-04-19T21:19:21.570Z,2025-04-19T22:22:31Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5664770245,56,Right,5664770247,347,,5664771179,233,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442669,396,1,2,51,58,daicfonrbj124lu2la2rctxck,0,38.4,100.0,2025-04-19T21:19:35.957Z,2025-04-19T21:19:37Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664771227,141,95.6,5664771225,140,55.3,5664771221,107,,5664771223,56,Left,5664771229,212,18.1,5664771231,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442677,397,61,2,52,1,daicfonrbj124lu2la2rctxck,0,50.6,94.9,2025-04-19T21:19:38.773Z,2025-04-19T21:19:38Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664771273,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442723,450,61,2,52,4,b1rpb2ox52uxcmjrsnqd95pk5,1,32.3,12.9,2025-04-19T21:19:41.936Z,2025-04-19T22:16:37Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5664771471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442759,398,1,2,52,6,daicfonrbj124lu2la2rctxck,1,19.9,88.5,2025-04-19T21:19:44.116Z,2025-04-19T21:19:46Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5664771647,213,0.68,5664771645,212,7.7,5664771641,140,25.6,5664771643,141,95.6,5664771639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442829,399,1,2,52,8,daicfonrbj124lu2la2rctxck,0,27.2,94.3,2025-04-19T21:19:46.246Z,2025-04-19T21:19:51Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664771991,1,,5664771989,213,6.00,5664771983,140,88.9,5664771981,56,Center,5664771979,155,,5664771985,141,66.7,5664771987,212,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442903,451,1,2,52,17,b1rpb2ox52uxcmjrsnqd95pk5,1,10.2,7.4,2025-04-19T21:19:55.299Z,2025-04-19T21:19:56Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5664772341,212,11.4,5664772335,56,Back,5664772337,140,20.9,5664772345,1,,5664772339,141,10.6,5664772333,157,,5664772343,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442913,452,1,2,52,19,b1rpb2ox52uxcmjrsnqd95pk5,0,20.9,10.6,2025-04-19T21:19:56.555Z,2025-04-19T21:19:57Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5664772405,56,Back,5664772401,3,,5664772403,168,,5664772409,141,18.3,5664772407,140,31.9,5664772413,213,0.43,5664772411,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442921,400,1,2,52,19,daicfonrbj124lu2la2rctxck,0,71.5,84.6,2025-04-19T21:19:56.870Z,2025-04-19T21:19:58Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664772447,56,Center,5664772457,1,,5664772451,141,70.2,5664772445,157,,5664772455,213,5.63,5664772449,140,83.8,5664772453,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803442961,454,1,2,52,22,b1rpb2ox52uxcmjrsnqd95pk5,1,12.4,27.9,2025-04-19T21:19:59.474Z,2025-04-19T21:20:00Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5664772611,140,12.5,5664772617,213,4.72,5664772615,212,9.6,5664772607,56,Back,5664772613,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443013,455,1,2,52,23,b1rpb2ox52uxcmjrsnqd95pk5,1,11.1,13.5,2025-04-19T21:20:00.363Z,2025-04-19T21:20:04Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5664772863,212,5.7,5664772859,140,12.3,5664772865,213,4.93,5664772857,56,Back,5664772861,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443011,401,83,2,52,26,daicfonrbj124lu2la2rctxck,0,79.5,96.7,2025-04-19T21:20:03.613Z,2025-04-19T21:20:05Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664772969,399,9jc85hbpruze4v8u1pjzsjt62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443023,456,50,2,52,26,b1rpb2ox52uxcmjrsnqd95pk5,1,15.2,4.4,2025-04-19T21:20:03.763Z,2025-04-19T22:23:29Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5664773021,233,402,5664772921,285,,5664772919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443029,402,7,2,52,26,daicfonrbj124lu2la2rctxck,1,84.8,95.6,2025-04-19T21:20:03.764Z,2025-04-19T22:23:28Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664772991,233,456,5664772931,286,,5664772929,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443065,403,3,2,52,27,daicfonrbj124lu2la2rctxck,0,82.6,91.4,2025-04-19T21:20:04.693Z,2025-04-19T22:23:29Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5664773133,233,457,5664773081,56,Left,5664773083,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443033,457,7,2,52,27,b1rpb2ox52uxcmjrsnqd95pk5,0,17.4,8.6,2025-04-19T21:20:04.694Z,2025-04-19T22:23:29Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5664772947,285,,5664772945,56,Back,5664773095,233,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443117,404,1,2,52,30,daicfonrbj124lu2la2rctxck,1,91.4,88.5,2025-04-19T21:20:07.660Z,2025-04-19T21:20:10Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664773339,140,86.2,5664773343,141,72.0,5664773349,213,4.26,5664773337,56,Center,5664773347,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443153,405,1,2,52,32,daicfonrbj124lu2la2rctxck,1,86.2,72.0,2025-04-19T21:20:10.149Z,2025-04-19T21:20:19Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,1.0,,5664773539,140,77.5,5664773545,213,3.49,5664773537,56,Center,5664773541,141,67.1,5664773543,212,9.7,5664774001,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443155,406,13,2,52,34,daicfonrbj124lu2la2rctxck,1,77.5,67.1,2025-04-19T21:20:11.509Z,2025-04-19T21:20:20Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5664774029,215,,5664774021,55,405,5664774019,29,,5664774033,231,51.6,5664773755,20,,5664773561,22,,5664774025,102,46.6,5664774017,74,,5664773563,18,,5664774031,230,5664774027,103,5664773565,56,79.2,Center,,,,,,,,,97.8,,,,,,
2803443175,407,5,2,52,36,daicfonrbj124lu2la2rctxck,0,101.2,45.9,2025-04-19T21:20:13.491Z,2025-04-19T22:22:31Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5664775109,233,458,5664773669,56,Center,5664773671,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443437,458,5,2,52,36,b1rpb2ox52uxcmjrsnqd95pk5,1,-1.2,54.1,2025-04-19T21:20:13.491Z,2025-04-19T22:15:25Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5664775079,56,Back,5664775081,346,,5664775095,233,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443461,459,1,2,53,2,b1rpb2ox52uxcmjrsnqd95pk5,1,4.4,46.6,2025-04-19T21:20:39.427Z,2025-04-19T21:20:42Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5664775219,237,,5664775213,212,10.6,5664775207,56,Back,5664775215,213,0.93,5664775211,141,59.1,5664775205,124,,5664775209,140,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443479,460,1,2,53,4,b1rpb2ox52uxcmjrsnqd95pk5,1,10.8,65.1,2025-04-19T21:20:42.001Z,2025-04-19T21:20:43Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5664775291,213,1.29,5664775287,141,86.2,5664775289,212,14.9,5664775283,56,Back,5664775285,140,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443553,461,1,2,53,6,b1rpb2ox52uxcmjrsnqd95pk5,1,15.1,86.3,2025-04-19T21:20:43.651Z,2025-04-19T21:20:48Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5664775657,213,0.01,5664775655,212,19.2,5664775651,140,33.4,5664775649,56,Back,5664775653,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443559,462,4,2,53,11,b1rpb2ox52uxcmjrsnqd95pk5,1,35.2,87.4,2025-04-19T21:20:48.476Z,2025-04-19T22:22:59Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5664775737,286,,5664775729,13,,5664775731,56,Back,5664775735,265,,5664775791,233,408,5664775733,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443565,408,4,2,53,11,daicfonrbj124lu2la2rctxck,0,64.8,12.6,2025-04-19T21:20:48.477Z,2025-04-19T22:22:59Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5664775781,265,,5664775853,233,462,5664775783,285,,5664775777,56,Right,5664775779,152,,5664775775,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443739,463,1,2,53,25,b1rpb2ox52uxcmjrsnqd95pk5,1,33.7,87.2,2025-04-19T21:21:02.484Z,2025-04-19T21:21:04Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5664776637,212,24.2,5664776629,152,,5664776631,56,Center,5664776635,141,71.2,5664776633,140,54.3,5664776627,5,,5664776639,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443781,464,1,2,53,27,b1rpb2ox52uxcmjrsnqd95pk5,1,58.1,69.7,2025-04-19T21:21:04.388Z,2025-04-19T21:21:07Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5664776859,140,66.1,5664776863,212,8.9,5664776857,56,Center,5664776861,141,65.2,5664776865,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443969,465,1,2,53,29,b1rpb2ox52uxcmjrsnqd95pk5,0,65.0,79.1,2025-04-19T21:21:07.100Z,2025-04-19T22:16:42Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5664777759,141,100.0,5664777763,213,0.64,5664777761,212,25.5,5664777755,56,Left,5664777757,140,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443943,409,5,2,53,38,daicfonrbj124lu2la2rctxck,1,27.2,-1.4,2025-04-19T21:21:15.359Z,2025-04-19T22:22:31Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5664975783,233,822,5664777669,347,,5664777667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803479737,822,5,2,53,38,b1rpb2ox52uxcmjrsnqd95pk5,0,72.8,101.4,2025-04-19T21:21:15.359Z,2025-04-19T22:22:32Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5664975747,56,Left,5664975805,233,409,5664975749,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803443983,410,1,2,53,42,daicfonrbj124lu2la2rctxck,1,25.8,0.0,2025-04-19T21:21:19.980Z,2025-04-19T21:21:23Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5664777885,213,0.19,5664777887,1,,5664777881,141,7.6,5664777879,140,52.7,5664777883,212,28.8,5664777877,56,Right,5664777875,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444005,411,1,2,53,45,daicfonrbj124lu2la2rctxck,1,52.8,6.5,2025-04-19T21:21:23.093Z,2025-04-19T21:21:26Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5664778031,213,0.68,5664778033,1,,5664778027,141,42.3,5664778029,212,38.7,5664778023,56,Center,5664778025,140,81.5,5664778021,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444009,412,50,2,53,48,daicfonrbj124lu2la2rctxck,1,76.6,42.6,2025-04-19T21:21:26.126Z,2025-04-19T21:21:31Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5664778159,233,466,5664778041,56,Center,5664778045,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444017,466,7,2,53,48,b1rpb2ox52uxcmjrsnqd95pk5,0,23.4,57.4,2025-04-19T21:21:26.127Z,2025-04-19T21:21:31Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5664778079,56,Back,5664778081,285,,5664778141,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444049,413,1,2,53,51,daicfonrbj124lu2la2rctxck,1,69.0,43.2,2025-04-19T21:21:28.796Z,2025-04-19T21:21:30Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5664778251,141,27.4,5664778255,213,4.75,5664778245,155,,5664778253,212,10.8,5664778249,140,69.4,5664778247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444053,414,1,2,53,52,daicfonrbj124lu2la2rctxck,0,69.4,27.4,2025-04-19T21:21:30.277Z,2025-04-19T21:21:30Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5664778279,141,32.7,5664778273,155,,5664778281,212,6.6,5664778275,56,Center,5664778277,140,74.7,5664778283,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444085,467,1,2,53,56,b1rpb2ox52uxcmjrsnqd95pk5,1,35.1,67.6,2025-04-19T21:21:33.864Z,2025-04-19T21:21:35Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5664778483,212,14.3,5664778477,56,Back,5664778485,213,1.19,5664778479,140,40.1,5664778481,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444109,415,45,2,53,59,daicfonrbj124lu2la2rctxck,0,60.8,11.2,2025-04-19T21:21:36.365Z,2025-04-19T22:23:46Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5664778741,233,469,5664778579,285,,5664778575,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444121,469,3,2,53,59,b1rpb2ox52uxcmjrsnqd95pk5,1,39.2,88.8,2025-04-19T21:21:36.365Z,2025-04-19T22:23:45Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5664778625,56,Back,5664778663,233,415,5664778627,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444129,470,4,2,54,0,b1rpb2ox52uxcmjrsnqd95pk5,1,42.0,85.4,2025-04-19T21:21:38.029Z,2025-04-19T21:21:42Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5664778839,13,,5664778847,286,,5664778877,233,416,5664778843,152,,5664778841,56,Back,5664778845,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444133,416,4,2,54,0,daicfonrbj124lu2la2rctxck,0,58.0,14.6,2025-04-19T21:21:38.030Z,2025-04-19T21:21:44Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5664778769,265,,5664778771,285,,5664778763,13,,5664778765,56,Right,5664778903,233,470,5664778767,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444191,417,17,2,54,5,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-04-19T21:21:42.814Z,2025-04-19T21:21:49Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5664779239,13,243,5664779449,393,,5664779235,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444497,471,1,2,54,35,b1rpb2ox52uxcmjrsnqd95pk5,1,59.5,86.8,2025-04-19T21:22:13.324Z,2025-04-19T21:22:14Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5664780675,56,Back,5664780671,5,,5664780679,141,67.3,5664780673,152,,5664780677,140,39.1,5664780683,213,3.70,5664780681,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444517,472,1,2,54,36,b1rpb2ox52uxcmjrsnqd95pk5,1,39.1,67.3,2025-04-19T21:22:14.071Z,2025-04-19T21:22:15Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5664780785,213,5.28,5664780787,1,,5664780781,141,16.4,5664780779,140,60.3,5664780783,212,41.2,5664780777,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444549,473,1,2,54,38,b1rpb2ox52uxcmjrsnqd95pk5,1,60.3,16.4,2025-04-19T21:22:15.453Z,2025-04-19T21:22:19Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5664780959,56,Right,5664780963,141,11.4,5664780961,140,86.4,5664780967,213,6.16,5664780965,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444553,474,61,2,54,41,b1rpb2ox52uxcmjrsnqd95pk5,0,86.4,11.4,2025-04-19T21:22:18.909Z,2025-04-19T22:16:57Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5664780981,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444579,420,1,2,54,43,daicfonrbj124lu2la2rctxck,1,22.5,92.4,2025-04-19T21:22:20.564Z,2025-04-19T21:22:21Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664781151,212,6.9,5664781145,56,Back,5664781149,141,92.8,5664781153,213,0.04,5664781147,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444611,421,1,2,54,44,daicfonrbj124lu2la2rctxck,1,29.1,92.8,2025-04-19T21:22:21.445Z,2025-04-19T21:22:24Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664781307,56,Back,5664781313,212,17.8,5664781311,141,69.7,5664781315,213,4.23,5664781309,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444629,422,1,2,54,46,daicfonrbj124lu2la2rctxck,0,23.0,69.0,2025-04-19T21:22:23.989Z,2025-04-19T21:22:26Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5664781403,141,79.3,5664781409,1,,5664781397,157,,5664781405,212,47.1,5664781401,140,67.4,5664781399,56,Left,5664781407,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803444749,476,1,2,54,53,b1rpb2ox52uxcmjrsnqd95pk5,1,30.4,19.4,2025-04-19T21:22:31.223Z,2025-04-19T21:22:35Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5664782007,212,10.6,5664781999,140,38.3,5664782003,141,9.7,5664782011,213,5.61,5664781995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
