id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2793230575,109,1,1,10,33,ak0rmms5xl49w57i2rvid1tk9,1,45.4,49.4,2025-03-29T23:18:01.804Z,2025-03-29T23:18:08Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608550295,140,65.1,5608550297,141,23.0,5608550291,56,Center,5608550299,212,27.4,5608550301,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793230593,110,1,1,10,39,ak0rmms5xl49w57i2rvid1tk9,0,66.0,43.4,2025-03-29T23:18:07.907Z,2025-03-29T23:18:10Z,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,,,5608550393,140,81.0,5608550399,213,0.93,5608550397,212,26.2,5608550391,56,Center,5608550395,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793230681,87,1,1,10,46,8cpjplodpphtkbt0hq8sr8mqs,0,2.2,2.5,2025-03-29T23:18:14.468Z,2025-03-29T23:18:15Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608550961,286,,5608550861,1,,5608550859,213,6.23,5608550855,141,2.3,5608550955,233,111,5608550849,157,,5608550857,212,2.5,5608550851,56,Back,5608550953,236,5608550853,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2793230697,111,74,1,10,46,ak0rmms5xl49w57i2rvid1tk9,1,95.8,93.9,2025-03-29T23:18:14.469Z,2025-03-30T01:45:42Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608550947,56,Left,5608550949,285,,5608550993,233,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793230781,88,5,1,10,48,8cpjplodpphtkbt0hq8sr8mqs,1,-0.8,16.8,2025-03-29T23:18:16.307Z,2025-03-30T01:56:12Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608551415,346,,5608551411,56,Back,5608551465,233,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793230713,112,5,1,10,48,ak0rmms5xl49w57i2rvid1tk9,0,100.8,83.2,2025-03-29T23:18:16.307Z,2025-03-30T01:56:13Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608551029,56,Left,5608551535,233,88,5608551031,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793230995,89,1,1,11,4,8cpjplodpphtkbt0hq8sr8mqs,1,3.9,40.7,2025-03-29T23:18:32.132Z,2025-03-29T23:18:33Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5608552709,212,21.5,5608552701,124,,5608552711,213,1.42,5608552703,56,Back,5608552715,237,,5608552707,141,72.0,5608552705,140,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231077,90,1,1,11,5,8cpjplodpphtkbt0hq8sr8mqs,0,6.9,72.0,2025-03-29T23:18:33.620Z,2025-03-29T23:18:38Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608553183,56,Left,5608553193,1,,5608553187,141,79.6,5608553185,140,68.6,5608553189,212,65.0,5608553181,155,,5608553191,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231221,114,1,1,11,14,ak0rmms5xl49w57i2rvid1tk9,1,28.4,14.0,2025-03-29T23:18:42.970Z,2025-03-29T23:18:46Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608553943,141,27.0,5608553947,213,1.55,5608553941,140,28.6,5608553939,56,Back,5608553945,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231285,115,1,1,11,17,ak0rmms5xl49w57i2rvid1tk9,1,28.9,32.5,2025-03-29T23:18:46.004Z,2025-03-29T23:18:49Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608554345,1,,5608554327,56,Back,5608554335,141,84.5,5608554343,213,1.56,5608554331,140,29.1,5608554339,212,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231393,116,1,1,11,21,ak0rmms5xl49w57i2rvid1tk9,1,31.3,83.0,2025-03-29T23:18:49.539Z,2025-03-29T23:18:56Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608554991,213,4.52,5608554989,212,9.9,5608554985,140,29.5,5608554987,141,68.7,5608554983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231439,117,1,1,11,28,ak0rmms5xl49w57i2rvid1tk9,1,36.2,45.4,2025-03-29T23:18:56.626Z,2025-03-29T23:18:59Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608555199,56,Back,5608555203,141,29.7,5608555201,140,34.9,5608555207,213,4.59,5608555205,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231493,118,1,1,11,31,ak0rmms5xl49w57i2rvid1tk9,1,37.3,26.5,2025-03-29T23:18:59.563Z,2025-03-29T23:19:03Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608555525,140,53.2,5608555531,213,5.55,5608555527,141,4.3,5608555529,212,22.5,5608555523,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231569,119,1,1,11,34,ak0rmms5xl49w57i2rvid1tk9,1,61.8,12.5,2025-03-29T23:19:02.916Z,2025-03-29T23:19:07Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5608555925,140,70.6,5608555931,213,0.87,5608555929,212,14.3,5608555923,56,Center,5608555927,141,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231585,120,1,1,11,39,ak0rmms5xl49w57i2rvid1tk9,1,68.4,27.3,2025-03-29T23:19:07.115Z,2025-03-29T23:19:08Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5608556007,140,58.7,5608556005,56,Center,5608556013,213,2.61,5608556009,141,36.1,5608556011,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231607,121,1,1,11,40,ak0rmms5xl49w57i2rvid1tk9,1,58.7,36.1,2025-03-29T23:19:08.059Z,2025-03-30T01:23:47Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608556135,56,Center,5608556143,213,0.99,5608556137,140,69.1,5608556141,212,20.0,5608556139,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231627,122,1,1,11,41,ak0rmms5xl49w57i2rvid1tk9,1,69.1,60.8,2025-03-29T23:19:09.098Z,2025-03-29T23:19:10Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5608556237,141,51.0,5608556239,212,9.4,5608556233,56,Center,5608556235,140,62.8,5608556241,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231687,123,1,1,11,42,ak0rmms5xl49w57i2rvid1tk9,1,62.8,51.0,2025-03-29T23:19:10.155Z,2025-03-29T23:19:14Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608556575,141,91.2,5608556571,56,Left,5608556577,212,27.5,5608556579,213,1.69,5608556573,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231723,124,1,1,11,45,ak0rmms5xl49w57i2rvid1tk9,0,60.9,93.3,2025-03-29T23:19:13.851Z,2025-03-29T23:19:15Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608556721,2,,5608556729,141,53.1,5608556731,212,36.8,5608556735,1,,5608556727,140,84.4,5608556723,155,,5608556725,56,Center,5608556733,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231765,92,12,1,11,47,8cpjplodpphtkbt0hq8sr8mqs,1,12.5,45.4,2025-03-29T23:19:15.619Z,2025-03-29T23:19:17Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608556957,140,29.0,5608556961,141,54.5,5608556967,213,0.34,5608556955,56,Back,5608556965,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231821,94,1,1,11,49,8cpjplodpphtkbt0hq8sr8mqs,1,29.5,57.5,2025-03-29T23:19:17.267Z,2025-03-29T23:19:18Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5608557211,56,Back,5608557217,212,9.1,5608557219,213,2.66,5608557213,140,21.8,5608557215,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793231937,95,1,1,11,50,8cpjplodpphtkbt0hq8sr8mqs,0,21.8,63.7,2025-03-29T23:19:18.651Z,2025-03-29T23:19:23Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5608557823,140,70.0,5608557827,212,53.5,5608557825,141,89.3,5608557819,56,Left,5608557829,213,0.33,5608557817,155,,5608557831,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232071,126,1,1,11,58,ak0rmms5xl49w57i2rvid1tk9,1,30.8,4.0,2025-03-29T23:19:26.890Z,2025-03-29T23:19:30Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608558555,56,Back,5608558563,213,1.29,5608558557,140,36.2,5608558561,212,20.6,5608558559,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232139,127,1,1,12,3,ak0rmms5xl49w57i2rvid1tk9,1,40.4,35.2,2025-03-29T23:19:31.947Z,2025-03-29T23:19:34Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608558977,141,62.9,5608558979,212,19.4,5608558973,56,Back,5608558975,140,44.7,5608558981,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232169,128,1,1,12,6,ak0rmms5xl49w57i2rvid1tk9,1,44.7,62.9,2025-03-29T23:19:34.571Z,2025-03-29T23:19:36Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608559145,141,74.4,5608559143,140,57.2,5608559147,212,15.3,5608559149,213,0.54,5608559141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232181,129,1,1,12,8,ak0rmms5xl49w57i2rvid1tk9,1,57.2,74.4,2025-03-29T23:19:36.235Z,2025-03-29T23:19:37Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5608559249,212,7.5,5608559251,213,3.31,5608559247,141,72.6,5608559243,56,Center,5608559245,140,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232221,130,1,1,12,9,ak0rmms5xl49w57i2rvid1tk9,1,50.2,72.6,2025-03-29T23:19:37.490Z,2025-03-29T23:19:39Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608559485,140,40.1,5608559487,141,69.9,5608559483,56,Back,5608559491,213,3.31,5608559489,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232299,131,1,1,12,11,ak0rmms5xl49w57i2rvid1tk9,1,40.1,69.9,2025-03-29T23:19:39.251Z,2025-03-29T23:19:42Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608559913,56,Back,5608559917,140,44.7,5608559921,212,12.3,5608559919,141,86.6,5608559923,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232329,132,1,1,12,14,ak0rmms5xl49w57i2rvid1tk9,1,54.4,88.6,2025-03-29T23:19:42.435Z,2025-03-29T23:21:25Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608560103,212,6.0,5608560101,141,97.1,5608560099,140,56.1,5608560105,213,1.27,5608560097,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232371,133,1,1,12,16,ak0rmms5xl49w57i2rvid1tk9,1,56.9,94.5,2025-03-29T23:19:44.466Z,2025-03-29T23:19:46Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608560273,141,85.4,5608560271,140,51.7,5608560277,213,3.99,5608560269,56,Left,5608560275,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232411,134,1,1,12,18,ak0rmms5xl49w57i2rvid1tk9,1,52.0,84.7,2025-03-29T23:19:46.218Z,2025-03-29T23:21:26Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608560511,212,8.6,5608560509,141,95.4,5608560505,56,Left,5608560513,213,1.01,5608560507,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232445,135,1,1,12,20,ak0rmms5xl49w57i2rvid1tk9,1,56.8,95.6,2025-03-29T23:19:48.227Z,2025-03-29T23:19:49Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608560591,140,52.1,5608560589,56,Left,5608560597,213,4.15,5608560593,141,84.1,5608560595,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232483,136,1,1,12,21,ak0rmms5xl49w57i2rvid1tk9,1,52.1,84.1,2025-03-29T23:19:49.786Z,2025-03-29T23:19:52Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608560817,141,76.7,5608560813,56,Back,5608560815,140,42.1,5608560821,213,3.59,5608560819,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232543,137,1,1,12,24,ak0rmms5xl49w57i2rvid1tk9,1,42.2,74.7,2025-03-29T23:19:52.787Z,2025-03-29T23:19:56Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608561147,141,59.0,5608561151,212,10.7,5608561143,140,41.5,5608561155,213,4.64,5608561137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232633,138,1,1,12,27,ak0rmms5xl49w57i2rvid1tk9,1,41.4,59.6,2025-03-29T23:19:55.986Z,2025-03-29T23:20:01Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608561723,141,21.6,5608561721,140,44.1,5608561727,213,4.82,5608561725,212,26.0,5608561719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232671,139,1,1,12,33,ak0rmms5xl49w57i2rvid1tk9,1,56.7,16.1,2025-03-29T23:20:01.467Z,2025-03-29T23:20:04Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608561923,140,67.5,5608561929,213,0.02,5608561927,212,11.3,5608561921,56,Right,5608561925,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232687,140,1,1,12,35,ak0rmms5xl49w57i2rvid1tk9,1,67.3,23.7,2025-03-29T23:20:03.922Z,2025-03-29T23:20:05Z,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,,,5608562003,141,37.7,5608561999,56,Center,5608562001,140,63.7,5608562007,213,1.95,5608562005,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232765,141,1,1,12,37,ak0rmms5xl49w57i2rvid1tk9,1,63.7,36.9,2025-03-29T23:20:05.451Z,2025-03-29T23:20:10Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608562439,141,38.5,5608562441,212,13.2,5608562437,140,76.2,5608562443,213,0.08,5608562435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232707,96,83,1,12,38,8cpjplodpphtkbt0hq8sr8mqs,0,22.7,63.1,2025-03-29T23:20:06.753Z,2025-03-29T23:20:18Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608562969,399,drbcpa8qvrgin42q3it10nieh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232769,142,4,1,12,40,ak0rmms5xl49w57i2rvid1tk9,1,75.4,36.2,2025-03-29T23:20:08.521Z,2025-03-29T23:20:15Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5608562499,152,,5608562501,265,,5608562523,233,97,5608562495,13,,5608562503,286,,5608562497,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793232737,97,4,1,12,40,8cpjplodpphtkbt0hq8sr8mqs,0,24.6,63.8,2025-03-29T23:20:08.522Z,2025-03-29T23:20:14Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608562333,56,Back,5608562337,265,,5608562335,152,,5608562339,285,,5608562569,233,142,5608562331,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234303,144,15,1,14,13,ak0rmms5xl49w57i2rvid1tk9,1,74.8,38.0,2025-03-29T23:21:41.659Z,2025-03-29T23:21:54Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608571747,82,,5608572037,78,,5608572047,458,,5608572055,231,48.6,5608572039,102,48.7,5608571101,56,Center,5608572049,146,81.4,5608571743,72,,5608571097,26,5608572051,147,40.8,5608571099,18,,,5608572065,233,98,5608572041,103,19,5608572053,230,98.2,,,,,,,,,,,,,
2793234337,98,10,1,14,13,8cpjplodpphtkbt0hq8sr8mqs,1,18.6,59.2,2025-03-29T23:21:41.759Z,2025-03-30T17:32:48Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5612121373,239,,5608571297,94,,5608572117,233,144,5608571299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234363,145,1,1,14,17,ak0rmms5xl49w57i2rvid1tk9,0,75.3,36.0,2025-03-29T23:21:45.066Z,2025-03-29T23:21:46Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608571419,155,,5608571433,213,0.95,5608571427,141,58.7,5608571421,56,Center,5608571423,140,85.8,5608571429,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234405,99,12,1,14,20,8cpjplodpphtkbt0hq8sr8mqs,1,11.0,31.3,2025-03-29T23:21:48.336Z,2025-03-29T23:21:55Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5608571655,56,Back,5608571705,15,,5608571657,140,4.0,5608571663,213,2.13,5608571661,212,13.8,5608571659,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234565,101,1,1,14,28,8cpjplodpphtkbt0hq8sr8mqs,1,5.1,38.6,2025-03-29T23:21:56.872Z,2025-03-29T23:21:59Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5608572605,56,Back,5608572613,213,1.34,5608572607,140,8.6,5608572603,123,,5608572611,212,16.1,5608572609,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234589,102,1,1,14,31,8cpjplodpphtkbt0hq8sr8mqs,1,9.1,67.2,2025-03-29T23:21:59.576Z,2025-03-29T23:22:01Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608572749,140,26.0,5608572753,212,17.8,5608572755,213,6.20,5608572793,189,,5608572751,141,64.9,5608572747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234603,103,1,1,14,33,8cpjplodpphtkbt0hq8sr8mqs,1,25.1,66.6,2025-03-29T23:22:01.288Z,2025-03-29T23:22:02Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5608572833,213,4.77,5608572825,56,Back,5608572827,140,25.9,5608572831,212,13.6,5608572829,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234631,104,1,1,14,34,8cpjplodpphtkbt0hq8sr8mqs,1,25.9,46.6,2025-03-29T23:22:02.072Z,2025-03-29T23:22:03Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608573001,213,1.52,5608572991,140,26.6,5608572989,56,Back,5608572997,212,15.3,5608572993,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234663,105,1,1,14,35,8cpjplodpphtkbt0hq8sr8mqs,1,26.6,69.1,2025-03-29T23:22:03.232Z,2025-03-29T23:22:05Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5608573183,56,Back,5608573187,141,46.3,5608573185,140,27.4,5608573189,212,15.5,5608573191,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234705,106,1,1,14,37,8cpjplodpphtkbt0hq8sr8mqs,1,29.0,40.1,2025-03-29T23:22:05.240Z,2025-03-29T23:22:08Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608573425,141,4.9,5608573421,56,Back,5608573427,212,24.0,5608573429,213,4.78,5608573423,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234773,107,1,1,14,39,8cpjplodpphtkbt0hq8sr8mqs,1,30.5,4.9,2025-03-29T23:22:07.952Z,2025-03-29T23:22:11Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608573825,56,Back,5608573833,213,6.24,5608573827,140,44.7,5608573831,212,14.9,5608573829,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234813,108,1,1,14,43,8cpjplodpphtkbt0hq8sr8mqs,0,43.6,9.6,2025-03-29T23:22:11.287Z,2025-03-29T23:22:21Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608574127,140,29.1,5608574129,141,0.0,5608574125,56,Back,5608574131,212,17.0,5608574133,213,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234819,109,5,1,14,45,8cpjplodpphtkbt0hq8sr8mqs,0,29.6,-1.4,2025-03-29T23:22:13.266Z,2025-03-30T01:56:13Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608574817,233,146,5608574157,347,,5608574155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234919,146,5,1,14,45,ak0rmms5xl49w57i2rvid1tk9,1,70.4,101.4,2025-03-29T23:22:13.266Z,2025-03-30T01:56:13Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608574789,233,109,5608574729,56,Left,5608574731,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234943,147,1,1,14,54,ak0rmms5xl49w57i2rvid1tk9,1,61.5,100.0,2025-03-29T23:22:22.386Z,2025-03-29T23:22:24Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608574855,140,43.4,5608574857,141,91.2,5608574853,56,Back,5608574851,107,,5608574859,212,20.3,5608574861,213,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234971,148,1,1,14,56,ak0rmms5xl49w57i2rvid1tk9,1,40.9,89.7,2025-03-29T23:22:24.370Z,2025-03-29T23:22:26Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608575023,212,10.3,5608575021,141,76.3,5608575017,56,Back,5608575025,213,5.20,5608575019,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793234993,149,1,1,14,58,ak0rmms5xl49w57i2rvid1tk9,1,45.7,76.1,2025-03-29T23:22:26.066Z,2025-03-29T23:22:27Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608575163,212,6.5,5608575157,56,Back,5608575161,141,83.2,5608575159,140,41.6,5608575165,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235087,150,1,1,14,59,ak0rmms5xl49w57i2rvid1tk9,1,40.7,84.1,2025-03-29T23:22:27.802Z,2025-03-29T23:22:32Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608575689,140,42.8,5608575693,212,9.7,5608575691,141,70.2,5608575695,213,4.94,5608575685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235125,151,1,1,15,4,ak0rmms5xl49w57i2rvid1tk9,1,41.3,67.2,2025-03-29T23:22:32.089Z,2025-03-29T23:22:35Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608575859,140,31.7,5608575861,141,31.9,5608575857,56,Back,5608575863,212,26.0,5608575865,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235165,152,1,1,15,7,ak0rmms5xl49w57i2rvid1tk9,1,29.0,36.6,2025-03-29T23:22:35.298Z,2025-03-29T23:22:39Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608576097,56,Back,5608576105,212,24.6,5608576119,213,2.66,5608576101,140,8.2,5608576103,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235185,153,1,1,15,10,ak0rmms5xl49w57i2rvid1tk9,1,8.2,53.3,2025-03-29T23:22:38.834Z,2025-03-29T23:22:40Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5608576217,141,50.7,5608576213,56,Back,5608576215,140,25.4,5608576221,213,6.19,5608576219,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235213,154,1,1,15,11,ak0rmms5xl49w57i2rvid1tk9,1,25.4,50.7,2025-03-29T23:22:39.890Z,2025-03-29T23:22:41Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608576367,140,15.7,5608576371,212,25.8,5608576365,56,Back,5608576369,141,15.8,5608576373,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235217,155,1,1,15,13,ak0rmms5xl49w57i2rvid1tk9,0,16.2,17.1,2025-03-29T23:22:41.738Z,2025-03-29T23:22:42Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608576395,141,16.4,5608576391,56,Back,5608576397,212,0.6,5608576399,213,5.44,5608576393,140,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793235225,110,61,1,15,14,8cpjplodpphtkbt0hq8sr8mqs,1,78.3,79.1,2025-03-29T23:22:42.644Z,2025-03-29T23:22:42Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5608576451,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
