id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2822663553,207,43,1,18,40,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-14T23:24:59.325Z,2025-06-14T23:58:09Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771244545,56,Back,5771244551,212,7.1,5771244549,141,62.7,5771244547,140,31.8,5771244553,213,5.22,5771318821,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663569,208,43,1,18,42,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-14T23:25:01.030Z,2025-06-14T23:57:59Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5771318429,144,1,5771244631,140,14.6,5771244633,141,53.7,5771244637,213,3.54,5771244629,56,Back,5771244635,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663583,209,1,1,18,46,daicfonrbj124lu2la2rctxck,1,14.7,51.8,2025-06-14T23:25:04.660Z,2025-06-14T23:25:08Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771244731,56,Back,5771244733,140,21.5,5771244737,212,15.4,5771244735,141,71.8,5771244739,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663587,210,3,1,18,49,daicfonrbj124lu2la2rctxck,0,28.6,82.9,2025-06-14T23:25:08.475Z,2025-06-15T01:09:20Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771244757,56,Back,5771244845,233,130,5771244759,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663607,130,7,1,18,49,6597wqy6gmpv3zjx7rp8cdj46,1,71.4,17.1,2025-06-14T23:25:08.476Z,2025-06-15T01:09:20Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771244835,233,210,5771244833,286,,5771244831,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663623,132,1,1,18,53,6597wqy6gmpv3zjx7rp8cdj46,1,74.1,23.0,2025-06-14T23:25:11.960Z,2025-06-14T23:25:15Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771244905,213,1.83,5771244897,56,Center,5771244903,212,5.4,5771244901,141,30.7,5771244899,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663627,133,61,1,18,56,6597wqy6gmpv3zjx7rp8cdj46,0,82.0,34.5,2025-06-14T23:25:15.463Z,2025-06-14T23:25:15Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771244913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663783,211,12,1,18,57,daicfonrbj124lu2la2rctxck,1,8.3,59.4,2025-06-14T23:25:15.763Z,2025-06-14T23:25:37Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5771245763,213,5.24,5771245761,212,31.0,5771245759,141,20.1,5771245755,56,Back,5771245757,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663651,134,1,1,18,59,6597wqy6gmpv3zjx7rp8cdj46,1,74.4,80.3,2025-06-14T23:25:17.935Z,2025-06-14T23:25:19Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771245079,56,Center,5771245085,212,11.0,5771245081,140,65.3,5771245083,141,72.3,5771245087,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663669,135,1,1,19,1,6597wqy6gmpv3zjx7rp8cdj46,1,67.3,73.8,2025-06-14T23:25:19.735Z,2025-06-14T23:25:24Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771245149,140,83.2,5771245153,212,19.4,5771245151,141,88.3,5771245155,213,0.53,5771245147,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663697,136,1,1,19,6,6597wqy6gmpv3zjx7rp8cdj46,1,75.4,91.1,2025-06-14T23:25:24.528Z,2025-06-14T23:25:28Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771245295,213,3.43,5771245287,56,Left,5771245289,140,65.1,5771245291,141,86.3,5771245293,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663713,137,1,1,19,9,6597wqy6gmpv3zjx7rp8cdj46,1,64.2,82.7,2025-06-14T23:25:28.008Z,2025-06-14T23:25:30Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771245407,140,72.6,5771245413,213,0.69,5771245411,212,11.5,5771245405,56,Left,5771245409,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663749,138,1,1,19,11,6597wqy6gmpv3zjx7rp8cdj46,1,72.5,93.5,2025-06-14T23:25:30.457Z,2025-06-14T23:25:33Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771245617,141,70.5,5771245611,155,,5771245615,140,86.2,5771245619,212,21.2,5771245613,56,Center,5771245621,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663751,139,3,1,19,15,6597wqy6gmpv3zjx7rp8cdj46,0,92.4,67.0,2025-06-14T23:25:33.833Z,2025-06-14T23:25:44Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771245869,233,212,5771245625,56,Center,5771245627,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663801,212,7,1,19,15,daicfonrbj124lu2la2rctxck,0,7.6,33.0,2025-06-14T23:25:33.834Z,2025-06-14T23:25:43Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771245859,233,139,5771245851,285,,5771245849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663829,213,56,1,19,22,daicfonrbj124lu2la2rctxck,1,3.8,32.2,2025-06-14T23:25:40.956Z,2025-06-14T23:25:44Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771245991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663809,140,61,1,19,22,6597wqy6gmpv3zjx7rp8cdj46,1,96.7,65.8,2025-06-14T23:25:41.088Z,2025-06-14T23:25:41Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771245891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663815,141,5,1,19,23,6597wqy6gmpv3zjx7rp8cdj46,0,101.0,66.4,2025-06-14T23:25:41.809Z,2025-06-14T23:25:49Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771246077,233,214,5771245933,56,Center,5771245935,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663845,214,5,1,19,23,daicfonrbj124lu2la2rctxck,1,-1.0,33.6,2025-06-14T23:25:41.809Z,2025-06-15T01:09:28Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771246071,233,141,5771246065,346,,5771246063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663873,215,1,1,19,32,daicfonrbj124lu2la2rctxck,1,4.6,46.3,2025-06-14T23:25:50.963Z,2025-06-14T23:25:53Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771246243,141,29.4,5771246245,212,12.1,5771246251,237,,5771246237,124,,5771246241,140,8.3,5771246247,213,5.04,5771246239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663887,216,1,1,19,34,daicfonrbj124lu2la2rctxck,1,7.8,28.3,2025-06-14T23:25:53.259Z,2025-06-14T23:25:56Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771246317,213,4.98,5771246311,140,11.0,5771246313,141,10.4,5771246315,212,12.6,5771246309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663917,217,1,1,19,37,daicfonrbj124lu2la2rctxck,1,13.8,8.0,2025-06-14T23:25:56.459Z,2025-06-14T23:26:00Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5771246503,56,Back,5771246513,1,,5771246505,140,43.5,5771246509,212,33.7,5771246501,155,,5771246507,141,26.7,5771246511,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663921,218,4,1,19,42,daicfonrbj124lu2la2rctxck,1,42.6,28.6,2025-06-14T23:26:00.859Z,2025-06-15T01:08:58Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5771246523,56,Back,5771246591,233,142,5771246527,265,,5771246521,13,,5771246529,286,,5771246525,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663919,142,4,1,19,42,6597wqy6gmpv3zjx7rp8cdj46,0,57.4,71.4,2025-06-14T23:26:00.860Z,2025-06-15T01:08:59Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771246573,56,Center,5771246571,13,,5771246577,265,,5771246617,233,218,5771246575,152,,5771246579,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664025,219,1,1,20,5,daicfonrbj124lu2la2rctxck,1,37.0,24.9,2025-06-14T23:26:24.140Z,2025-06-14T23:26:25Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5771247221,189,,5771247199,5,,5771247203,56,Back,5771247209,212,28.1,5771247205,140,31.8,5771247211,213,1.77,5771247207,141,65.4,5771247201,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664061,220,1,1,20,10,daicfonrbj124lu2la2rctxck,0,41.7,65.8,2025-06-14T23:26:29.466Z,2025-06-14T23:26:30Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771247417,140,61.5,5771247421,212,25.2,5771247423,213,0.60,5771247415,56,Left,5771247419,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664073,144,1,1,20,14,6597wqy6gmpv3zjx7rp8cdj46,1,43.0,18.3,2025-06-14T23:26:32.663Z,2025-06-14T23:26:34Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771247455,140,56.5,5771247459,212,15.6,5771247457,141,27.9,5771247461,213,0.43,5771247453,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664087,145,1,1,20,16,6597wqy6gmpv3zjx7rp8cdj46,1,58.4,27.9,2025-06-14T23:26:34.583Z,2025-06-14T23:27:57Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771247557,213,2.88,5771247553,141,32.7,5771247551,140,46.9,5771247549,56,Back,5771247555,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664089,146,1,1,20,19,6597wqy6gmpv3zjx7rp8cdj46,1,46.7,32.7,2025-06-14T23:26:37.967Z,2025-06-14T23:26:39Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771247577,56,Back,5771247583,212,16.2,5771247581,141,40.7,5771247579,140,32.2,5771247585,213,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664095,147,1,1,20,21,6597wqy6gmpv3zjx7rp8cdj46,1,31.8,40.7,2025-06-14T23:26:39.582Z,2025-06-14T23:26:41Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5771247603,140,38.5,5771247601,56,Back,5771247607,212,8.2,5771247605,141,34.6,5771247609,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664121,148,1,1,20,22,6597wqy6gmpv3zjx7rp8cdj46,1,38.3,34.6,2025-06-14T23:26:41.151Z,2025-06-14T23:26:47Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771247765,213,4.90,5771247761,141,9.8,5771247757,56,Back,5771247759,140,41.4,5771247763,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664131,149,1,1,20,28,6597wqy6gmpv3zjx7rp8cdj46,1,42.3,15.5,2025-06-14T23:26:47.383Z,2025-06-14T23:26:50Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5771247841,213,0.96,5771247839,212,18.3,5771247835,140,52.3,5771247837,141,37.6,5771247833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664145,150,1,1,20,32,6597wqy6gmpv3zjx7rp8cdj46,1,53.5,41.6,2025-06-14T23:26:50.543Z,2025-06-14T23:26:53Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771247919,140,58.4,5771247921,141,26.4,5771247923,212,11.5,5771247925,213,5.17,5771247917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664165,151,1,1,20,35,6597wqy6gmpv3zjx7rp8cdj46,1,61.9,23.9,2025-06-14T23:26:53.814Z,2025-06-14T23:26:57Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771248071,212,18.7,5771248073,213,5.62,5771248065,56,Right,5771248069,141,7.0,5771248067,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664169,152,1,1,20,38,6597wqy6gmpv3zjx7rp8cdj46,0,81.5,7.3,2025-06-14T23:26:57.046Z,2025-06-14T23:27:50Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771248087,140,86.8,5771248081,2,,5771248085,56,Center,5771248091,212,20.0,5771248089,141,35.5,5771248093,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664187,221,12,1,20,40,daicfonrbj124lu2la2rctxck,1,8.7,56.6,2025-06-14T23:26:59.418Z,2025-06-14T23:27:01Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771248205,212,12.5,5771248199,56,Back,5771248203,141,75.0,5771248201,140,8.3,5771248207,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664191,223,1,1,20,42,daicfonrbj124lu2la2rctxck,1,8.3,75.0,2025-06-14T23:27:01.145Z,2025-06-14T23:27:02Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771248219,213,1.41,5771248215,141,87.4,5771248213,140,9.6,5771248211,56,Back,5771248217,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664195,224,1,1,20,43,daicfonrbj124lu2la2rctxck,0,9.6,87.4,2025-06-14T23:27:02.442Z,2025-06-14T23:27:03Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771248231,56,Back,5771248237,212,20.2,5771248235,141,75.3,5771248239,213,5.86,5771248241,1,,5771248233,140,27.2,5771248229,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664229,154,1,1,20,48,6597wqy6gmpv3zjx7rp8cdj46,1,70.8,30.4,2025-06-14T23:27:06.670Z,2025-06-14T23:27:08Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771248391,140,65.4,5771248393,141,54.6,5771248397,213,1.90,5771248389,56,Center,5771248395,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664245,155,1,1,20,50,6597wqy6gmpv3zjx7rp8cdj46,1,66.4,57.6,2025-06-14T23:27:08.791Z,2025-06-14T23:27:10Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771248441,140,55.8,5771248443,141,52.1,5771248439,56,Center,5771248447,213,3.47,5771248445,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664249,156,1,1,20,52,6597wqy6gmpv3zjx7rp8cdj46,1,54.4,49.0,2025-06-14T23:27:10.543Z,2025-06-14T23:27:13Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5771248465,141,36.0,5771248469,213,5.54,5771248467,212,13.1,5771248461,56,Center,5771248463,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664263,157,1,1,20,55,6597wqy6gmpv3zjx7rp8cdj46,1,63.2,36.3,2025-06-14T23:27:13.702Z,2025-06-14T23:27:18Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771248545,212,22.2,5771248543,141,7.6,5771248541,140,73.2,5771248547,213,5.21,5771248539,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664273,158,1,1,20,59,6597wqy6gmpv3zjx7rp8cdj46,1,75.1,10.3,2025-06-14T23:27:18.046Z,2025-06-14T23:27:20Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771248595,56,Right,5771248599,141,8.3,5771248597,140,62.6,5771248603,213,3.24,5771248601,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664293,159,1,1,21,2,6597wqy6gmpv3zjx7rp8cdj46,1,61.2,10.3,2025-06-14T23:27:20.566Z,2025-06-14T23:27:26Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5771248705,212,15.2,5771248699,56,Center,5771248707,213,2.11,5771248703,141,29.5,5771248701,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664303,160,1,1,21,8,6597wqy6gmpv3zjx7rp8cdj46,1,52.8,30.1,2025-06-14T23:27:26.718Z,2025-06-14T23:27:29Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5771248791,141,38.0,5771248789,140,69.1,5771248787,56,Center,5771248795,213,0.30,5771248793,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664327,161,1,1,21,10,6597wqy6gmpv3zjx7rp8cdj46,1,65.4,37.7,2025-06-14T23:27:29.030Z,2025-06-14T23:27:31Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771248903,56,Center,5771248909,212,18.6,5771248905,140,50.6,5771248911,213,2.56,5771248907,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664349,162,1,1,21,12,6597wqy6gmpv3zjx7rp8cdj46,1,50.4,54.3,2025-06-14T23:27:31.046Z,2025-06-14T23:27:35Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771248981,213,4.16,5771248977,141,31.6,5771248979,212,18.1,5771248975,140,41.4,5771248973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664359,163,1,1,21,16,6597wqy6gmpv3zjx7rp8cdj46,1,38.7,28.8,2025-06-14T23:27:35.278Z,2025-06-14T23:27:37Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5771249007,140,42.2,5771249011,212,12.9,5771249013,213,5.00,5771249005,56,Back,5771249009,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664367,164,1,1,21,19,6597wqy6gmpv3zjx7rp8cdj46,1,41.3,11.6,2025-06-14T23:27:37.686Z,2025-06-14T23:27:39Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5771249041,56,Back,5771249047,212,6.4,5771249045,141,20.6,5771249049,213,1.87,5771249043,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664391,165,1,1,21,20,6597wqy6gmpv3zjx7rp8cdj46,0,39.1,20.4,2025-06-14T23:27:38.903Z,2025-06-14T23:27:41Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771249157,140,46.1,5771249159,141,0.0,5771249163,213,5.17,5771249161,212,16.7,5771249155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664395,166,5,1,21,22,6597wqy6gmpv3zjx7rp8cdj46,0,45.9,-1.8,2025-06-14T23:27:40.865Z,2025-06-15T01:09:28Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771249185,56,Back,5771249395,233,225,5771249187,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664425,225,5,1,21,22,daicfonrbj124lu2la2rctxck,1,54.1,101.8,2025-06-14T23:27:40.865Z,2025-06-15T01:09:28Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771249365,347,,5771249363,56,Left,5771249375,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664435,226,1,1,21,28,daicfonrbj124lu2la2rctxck,1,54.0,100.0,2025-06-14T23:27:47.386Z,2025-06-14T23:27:50Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771249445,212,19.1,5771249437,107,,5771249441,140,38.9,5771249439,56,Back,5771249447,213,3.73,5771249443,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664453,227,1,1,21,32,daicfonrbj124lu2la2rctxck,1,37.5,83.9,2025-06-14T23:27:50.530Z,2025-06-14T23:27:53Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771249527,140,32.4,5771249533,213,4.41,5771249531,212,17.8,5771249525,56,Back,5771249529,141,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664463,228,1,1,21,35,daicfonrbj124lu2la2rctxck,1,31.5,48.4,2025-06-14T23:27:53.642Z,2025-06-14T23:27:55Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771249575,141,29.4,5771249579,213,4.91,5771249577,212,13.2,5771249571,56,Back,5771249573,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664473,229,1,1,21,36,daicfonrbj124lu2la2rctxck,1,33.9,29.4,2025-06-14T23:27:55.060Z,2025-06-14T23:28:00Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5771249635,213,2.58,5771249629,140,14.5,5771249627,56,Back,5771249633,212,24.0,5771249631,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664495,230,1,1,21,41,daicfonrbj124lu2la2rctxck,1,17.7,49.7,2025-06-14T23:27:59.938Z,2025-06-14T23:28:03Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771249765,1,,5771249753,155,,5771249761,212,40.5,5771249757,140,42.1,5771249763,213,0.89,5771249759,141,95.9,5771249755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664501,231,1,1,21,44,daicfonrbj124lu2la2rctxck,0,42.1,95.9,2025-06-14T23:28:03.337Z,2025-06-14T23:28:04Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771249787,212,20.0,5771249783,140,45.4,5771249781,56,Back,5771249785,141,66.9,5771249779,3,,5771249789,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664509,167,1,1,21,46,6597wqy6gmpv3zjx7rp8cdj46,1,56.9,46.6,2025-06-14T23:28:05.206Z,2025-06-14T23:28:06Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771249853,213,5.08,5771249845,56,Center,5771249851,212,11.8,5771249849,141,30.4,5771249847,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664521,169,1,1,21,48,6597wqy6gmpv3zjx7rp8cdj46,0,64.4,26.2,2025-06-14T23:28:06.830Z,2025-06-14T23:28:07Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771249921,213,1.18,5771249915,140,71.2,5771249919,212,18.6,5771249913,56,Center,5771249917,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664529,232,8,1,21,49,daicfonrbj124lu2la2rctxck,1,33.4,51.3,2025-06-14T23:28:08.402Z,2025-06-14T23:28:08Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5771249953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664567,170,1,1,21,56,6597wqy6gmpv3zjx7rp8cdj46,0,85.4,67.0,2025-06-14T23:28:14.669Z,2025-06-14T23:28:15Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771250125,212,2.9,5771250119,56,Center,5771250123,141,62.9,5771250121,140,86.0,5771250127,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664581,233,61,1,21,58,daicfonrbj124lu2la2rctxck,1,9.2,35.8,2025-06-14T23:28:17.346Z,2025-06-14T23:28:17Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771250173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664627,171,1,1,22,3,6597wqy6gmpv3zjx7rp8cdj46,1,68.9,87.8,2025-06-14T23:28:22.349Z,2025-06-14T23:28:25Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5771250427,212,11.7,5771250421,56,Left,5771250425,141,80.8,5771250429,213,3.56,5771250423,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664653,172,1,1,22,7,6597wqy6gmpv3zjx7rp8cdj46,1,60.5,76.7,2025-06-14T23:28:25.597Z,2025-06-14T23:28:28Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771250525,212,23.5,5771250519,56,Left,5771250523,141,87.8,5771250521,140,81.7,5771250527,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822664657,173,1,1,22,9,6597wqy6gmpv3zjx7rp8cdj46,1,81.7,87.8,2025-06-14T23:28:28.349Z,2025-06-14T23:28:29Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771250543,56,Left,5771250547,141,90.6,5771250549,212,14.3,5771250545,140,68.2,5771250551,213,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
