id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2821700673,165,8,1,18,20,83cpn99fh7ulkwe8nezy8a3mx,1,71.1,42.4,2025-06-08T00:24:58.878Z,2025-06-08T00:27:17Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5765860951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699771,155,44,1,18,25,83cpn99fh7ulkwe8nezy8a3mx,1,37.0,64.2,2025-06-08T00:25:03.848Z,2025-06-08T02:26:32Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5765855837,56,Back,5765855839,285,,5765856005,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699787,133,44,1,18,25,5qfq6cwtrgzd2szijivns7rjl,0,63.0,35.8,2025-06-08T00:25:03.849Z,2025-06-08T02:26:32Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5765856037,233,155,5765855951,56,Center,5765855953,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699777,156,1,1,18,25,83cpn99fh7ulkwe8nezy8a3mx,0,46.9,59.6,2025-06-08T00:25:04.175Z,2025-06-08T00:25:04Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5765855879,213,0.06,5765855869,3,,5765855875,141,60.0,5765855877,212,4.9,5765855873,140,51.6,5765855871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699819,134,4,1,18,31,5qfq6cwtrgzd2szijivns7rjl,1,48.4,31.0,2025-06-08T00:25:09.774Z,2025-06-08T00:25:13Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5765856209,286,,5765856205,152,,5765856227,233,157,5765856207,265,,5765856203,56,Back,5765856201,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699815,157,4,1,18,31,83cpn99fh7ulkwe8nezy8a3mx,0,51.6,69.0,2025-06-08T00:25:09.775Z,2025-06-08T00:25:14Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5765856185,56,Center,5765856189,265,,5765856191,285,,5765856245,233,134,5765856183,13,,5765856187,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699861,135,1,1,18,34,5qfq6cwtrgzd2szijivns7rjl,1,60.8,17.1,2025-06-08T00:25:12.854Z,2025-06-08T00:25:15Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5765856431,141,25.2,5765856433,212,17.9,5765856427,56,Back,5765856423,5,,5765856429,140,44.6,5765856435,213,2.83,5765856425,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699885,136,1,1,18,36,5qfq6cwtrgzd2szijivns7rjl,1,44.6,25.2,2025-06-08T00:25:15.414Z,2025-06-08T00:25:20Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5765856611,56,Back,5765856617,212,21.2,5765856613,140,43.5,5765856615,141,56.3,5765856619,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699903,137,1,1,18,41,5qfq6cwtrgzd2szijivns7rjl,1,55.3,69.9,2025-06-08T00:25:19.879Z,2025-06-08T00:25:23Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5765856769,212,19.0,5765856771,213,0.65,5765856767,141,86.9,5765856763,56,Left,5765856765,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699919,138,1,1,18,44,5qfq6cwtrgzd2szijivns7rjl,1,72.5,88.6,2025-06-08T00:25:22.815Z,2025-06-08T00:25:25Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5765856841,56,Back,5765856847,212,36.7,5765856843,140,43.4,5765856851,1,,5765856845,141,58.8,5765856849,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700009,141,1,1,18,54,5qfq6cwtrgzd2szijivns7rjl,1,46.0,34.5,2025-06-08T00:25:33.102Z,2025-06-08T00:25:37Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5765857371,212,18.3,5765857365,56,Back,5765857373,213,1.71,5765857369,141,61.2,5765857367,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700025,142,1,1,18,58,5qfq6cwtrgzd2szijivns7rjl,1,46.2,63.0,2025-06-08T00:25:36.966Z,2025-06-08T00:25:39Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5765857491,56,Left,5765857497,212,26.4,5765857493,140,67.2,5765857499,213,0.58,5765857495,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700039,143,1,1,19,0,5qfq6cwtrgzd2szijivns7rjl,1,71.1,85.6,2025-06-08T00:25:39.326Z,2025-06-08T00:25:40Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765857583,212,6.5,5765857581,141,76.1,5765857579,140,70.7,5765857577,56,Center,5765857585,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700073,144,1,1,19,1,5qfq6cwtrgzd2szijivns7rjl,1,70.7,76.1,2025-06-08T00:25:40.191Z,2025-06-08T00:25:44Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5765857739,212,29.5,5765857733,56,Back,5765857737,141,74.8,5765857735,140,42.6,5765857741,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700105,145,1,1,19,5,5qfq6cwtrgzd2szijivns7rjl,1,42.6,72.1,2025-06-08T00:25:43.983Z,2025-06-08T00:25:49Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5765857903,212,24.3,5765857901,141,36.4,5765857899,140,44.1,5765857897,56,Back,5765857905,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700121,146,1,1,19,10,5qfq6cwtrgzd2szijivns7rjl,1,52.6,28.6,2025-06-08T00:25:49.142Z,2025-06-08T00:25:51Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5765857999,140,69.0,5765858001,141,18.3,5765858003,212,18.6,5765858005,213,5.90,5765857997,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700147,147,1,1,19,13,5qfq6cwtrgzd2szijivns7rjl,1,76.1,13.2,2025-06-08T00:25:51.678Z,2025-06-08T00:25:54Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5765858135,213,2.86,5765858129,140,64.1,5765858127,56,Right,5765858133,212,13.1,5765858131,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700157,148,1,1,19,15,5qfq6cwtrgzd2szijivns7rjl,1,64.1,18.6,2025-06-08T00:25:53.934Z,2025-06-08T00:25:54Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5765858169,141,28.9,5765858171,212,7.7,5765858165,56,Center,5765858173,213,1.14,5765858167,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700187,149,1,1,19,16,5qfq6cwtrgzd2szijivns7rjl,1,67.2,28.9,2025-06-08T00:25:54.711Z,2025-06-08T00:25:58Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5765858431,56,Back,5765858435,141,14.3,5765858437,212,21.2,5765858433,140,49.4,5765858439,213,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700239,150,1,1,19,19,5qfq6cwtrgzd2szijivns7rjl,1,45.1,13.7,2025-06-08T00:25:58.014Z,2025-06-08T00:26:04Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5765858719,1,,5765858715,212,36.8,5765858709,56,Back,5765858717,213,2.29,5765858713,141,54.6,5765858711,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700259,151,1,1,19,25,5qfq6cwtrgzd2szijivns7rjl,1,22.5,53.3,2025-06-08T00:26:04.430Z,2025-06-08T00:26:08Z,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,,,5765858837,56,Back,5765858841,141,62.7,5765858843,212,11.9,5765858845,213,0.57,5765858839,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700279,152,1,1,19,29,5qfq6cwtrgzd2szijivns7rjl,0,32.3,62.7,2025-06-08T00:26:08.088Z,2025-06-08T00:26:10Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5765858951,212,37.3,5765858945,56,Center,5765858953,213,6.23,5765858949,141,59.9,5765858947,140,67.8,5765858943,155,,5765858955,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700315,159,1,1,19,34,83cpn99fh7ulkwe8nezy8a3mx,1,41.5,29.2,2025-06-08T00:26:12.903Z,2025-06-08T00:26:14Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5765859115,140,53.5,5765859119,212,12.6,5765859111,3,,5765859121,213,0.06,5765859117,141,30.4,5765859113,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700333,161,1,1,19,35,83cpn99fh7ulkwe8nezy8a3mx,1,53.5,30.4,2025-06-08T00:26:14.438Z,2025-06-08T00:26:15Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5765859199,213,5.65,5765859197,212,7.8,5765859193,140,59.5,5765859195,141,23.6,5765859191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700347,162,1,1,19,37,83cpn99fh7ulkwe8nezy8a3mx,0,59.5,23.6,2025-06-08T00:26:15.664Z,2025-06-08T01:08:19Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5765859297,141,39.7,5765859293,56,Center,5765859301,213,0.38,5765859295,140,85.4,5765953463,155,,5765859299,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700439,154,1,1,19,48,5qfq6cwtrgzd2szijivns7rjl,1,14.0,57.3,2025-06-08T00:26:27.191Z,2025-06-08T00:26:30Z,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,,,5765859813,213,0.22,5765859811,212,18.5,5765859805,140,31.2,5765859809,141,63.3,5765859801,123,,5765859803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700495,158,1,1,19,54,5qfq6cwtrgzd2szijivns7rjl,1,32.7,63.4,2025-06-08T00:26:33.318Z,2025-06-08T00:26:37Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5765860035,213,1.81,5765860029,140,29.3,5765860033,212,15.4,5765860031,141,85.4,5765860027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700519,159,1,1,19,58,5qfq6cwtrgzd2szijivns7rjl,0,29.3,85.4,2025-06-08T00:26:36.966Z,2025-06-08T00:26:39Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765860155,213,6.15,5765860147,56,Center,5765860153,212,60.9,5765860157,1,,5765860151,141,73.6,5765860145,155,,5765860149,140,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700527,163,8,1,20,1,83cpn99fh7ulkwe8nezy8a3mx,1,33.0,25.0,2025-06-08T00:26:40.246Z,2025-06-08T00:26:40Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5765860213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700533,160,43,1,20,2,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-08T00:26:41.262Z,2025-06-08T00:26:51Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5765860241,286,0,5765860569,144,44,5765860239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700551,161,4,1,20,4,5qfq6cwtrgzd2szijivns7rjl,1,64.8,76.6,2025-06-08T00:26:43.254Z,2025-06-08T00:26:51Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5765860421,13,,5765860427,152,,5765860423,294,,5765860435,233,164,5765860425,56,Center,5765860429,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700547,164,4,1,20,4,83cpn99fh7ulkwe8nezy8a3mx,0,35.2,23.4,2025-06-08T00:26:43.255Z,2025-06-08T00:26:52Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5765860369,13,,5765860445,233,161,5765860377,152,,5765860373,294,,5765860379,285,,5765860375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700635,162,1,1,20,17,5qfq6cwtrgzd2szijivns7rjl,1,60.6,79.7,2025-06-08T00:26:55.559Z,2025-06-08T00:28:27Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5765860795,141,74.4,5765860789,152,,5765860799,213,3.26,5765860791,56,Back,5765860793,140,30.9,5765860797,212,31.4,5765860787,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701223,175,1,1,20,20,5qfq6cwtrgzd2szijivns7rjl,1,34.8,79.6,2025-06-08T00:26:59.030Z,2025-06-08T00:28:14Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765863897,140,42.2,5765863899,141,80.3,5765863901,212,7.8,5765863903,213,0.06,5765863895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701289,176,1,1,20,21,5qfq6cwtrgzd2szijivns7rjl,1,41.0,81.7,2025-06-08T00:27:00.445Z,2025-06-08T00:28:21Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5765864273,213,3.78,5765864271,212,7.6,5765864265,56,Back,5765864269,141,75.0,5765864267,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700691,163,1,1,20,23,5qfq6cwtrgzd2szijivns7rjl,1,34.9,71.8,2025-06-08T00:27:01.622Z,2025-06-08T00:27:03Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5765861053,213,0.47,5765861051,212,29.4,5765861045,56,Left,5765861049,141,91.5,5765861047,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700701,164,1,1,20,25,5qfq6cwtrgzd2szijivns7rjl,1,60.2,91.5,2025-06-08T00:27:03.743Z,2025-06-08T00:27:05Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765861109,212,11.8,5765861111,213,5.97,5765861107,141,86.2,5765861103,56,Left,5765861105,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700709,165,1,1,20,26,5qfq6cwtrgzd2szijivns7rjl,1,70.9,86.2,2025-06-08T00:27:05.191Z,2025-06-08T00:27:06Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5765861155,56,Center,5765861163,213,4.53,5765861161,212,5.7,5765861159,141,77.9,5765861157,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700717,166,1,1,20,27,5qfq6cwtrgzd2szijivns7rjl,0,68.6,77.8,2025-06-08T00:27:06.118Z,2025-06-08T00:27:06Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5765861195,141,75.7,5765861197,212,5.2,5765861193,140,73.4,5765861191,56,Center,5765861199,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700725,166,61,1,20,29,83cpn99fh7ulkwe8nezy8a3mx,1,33.7,13.9,2025-06-08T00:27:07.879Z,2025-06-08T00:27:08Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5765861247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700813,167,5,1,20,31,5qfq6cwtrgzd2szijivns7rjl,1,69.0,101.8,2025-06-08T00:27:10.134Z,2025-06-08T02:28:31Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5765861679,56,Left,5765861695,233,167,5765861681,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700743,167,5,1,20,31,83cpn99fh7ulkwe8nezy8a3mx,0,31.0,-1.8,2025-06-08T00:27:10.134Z,2025-06-08T02:28:31Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5765861727,233,167,5765861331,56,Back,5765861333,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700849,168,1,1,20,40,5qfq6cwtrgzd2szijivns7rjl,1,69.6,100.0,2025-06-08T00:27:18.838Z,2025-06-08T00:27:23Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5765861891,141,83.9,5765861893,212,12.6,5765861887,56,Left,5765861895,213,4.43,5765861885,107,,5765861889,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700859,169,61,1,20,43,5qfq6cwtrgzd2szijivns7rjl,0,68.1,87.2,2025-06-08T00:27:22.406Z,2025-06-08T00:27:30Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5765861929,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700851,168,3,1,20,44,83cpn99fh7ulkwe8nezy8a3mx,0,31.6,7.2,2025-06-08T00:27:23.317Z,2025-06-08T00:27:30Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5765862043,233,170,5765861899,56,Back,5765861901,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700873,170,7,1,20,44,5qfq6cwtrgzd2szijivns7rjl,1,68.4,92.8,2025-06-08T00:27:23.318Z,2025-06-08T00:27:29Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5765862013,56,Left,5765862015,286,,5765862011,167,,5765862037,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700973,169,5,1,20,46,83cpn99fh7ulkwe8nezy8a3mx,1,31.1,-1.8,2025-06-08T00:27:24.757Z,2025-06-08T02:28:31Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5765862497,233,171,5765862479,56,Back,5765862481,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700899,171,5,1,20,46,5qfq6cwtrgzd2szijivns7rjl,0,68.9,101.8,2025-06-08T00:27:24.757Z,2025-06-08T02:28:32Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5765862507,233,169,5765862153,56,Left,5765862155,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700989,170,1,1,20,59,83cpn99fh7ulkwe8nezy8a3mx,1,31.6,0.0,2025-06-08T00:27:37.550Z,2025-06-08T00:27:40Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5765862563,140,60.1,5765862567,212,31.2,5765862561,56,Right,5765862559,107,,5765862571,1,,5765862565,141,11.9,5765862569,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700993,171,1,1,21,2,83cpn99fh7ulkwe8nezy8a3mx,0,60.1,11.9,2025-06-08T00:27:40.693Z,2025-06-08T00:27:41Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5765862585,212,6.6,5765862577,168,,5765862583,141,14.6,5765862587,213,0.28,5765862581,140,66.1,5765862579,56,Right,5765862575,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701007,172,1,1,21,3,5qfq6cwtrgzd2szijivns7rjl,0,31.9,83.9,2025-06-08T00:27:41.806Z,2025-06-08T00:27:43Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765862675,213,0.91,5765862663,3,,5765862667,56,Back,5765862669,140,40.9,5765862673,212,15.5,5765862671,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701041,172,5,1,21,3,83cpn99fh7ulkwe8nezy8a3mx,1,59.2,-1.9,2025-06-08T00:27:42.285Z,2025-06-08T00:27:51Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5765862867,347,,5765862865,56,Right,5765862869,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701011,173,5,1,21,3,5qfq6cwtrgzd2szijivns7rjl,0,40.8,101.9,2025-06-08T00:27:42.285Z,2025-06-08T02:28:32Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765862873,233,172,5765862693,56,Back,5765862695,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701065,173,1,1,21,11,83cpn99fh7ulkwe8nezy8a3mx,1,59.5,0.0,2025-06-08T00:27:50.133Z,2025-06-08T00:27:55Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5765863041,1,,5765863037,212,26.3,5765863033,140,67.9,5765863035,141,34.7,5765863031,56,Center,5765863039,213,1.23,5765863029,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701071,174,4,1,21,16,83cpn99fh7ulkwe8nezy8a3mx,1,63.5,38.3,2025-06-08T00:27:55.341Z,2025-06-08T02:25:53Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5765863127,286,,5765863123,56,Center,5765863121,294,,5765863125,152,,5765863205,233,174,5765863119,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701089,174,4,1,21,16,5qfq6cwtrgzd2szijivns7rjl,0,36.5,61.7,2025-06-08T00:27:55.342Z,2025-06-08T02:25:55Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5765863177,13,,5766070633,294,,5765863181,152,,5765863187,285,,5765863215,233,174,5765863179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701457,175,1,1,22,3,83cpn99fh7ulkwe8nezy8a3mx,1,69.7,36.7,2025-06-08T00:28:42.077Z,2025-06-08T00:28:44Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5765865191,152,,5765865197,141,48.4,5765865195,140,72.8,5765865193,56,Center,5765865201,213,1.18,5765865189,5,,5765865199,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701477,176,1,1,22,6,83cpn99fh7ulkwe8nezy8a3mx,1,74.1,49.6,2025-06-08T00:28:44.645Z,2025-06-08T00:28:46Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5765865301,213,3.08,5765865299,212,4.7,5765865295,140,69.6,5765865297,141,50.0,5765865293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701501,177,1,1,22,8,83cpn99fh7ulkwe8nezy8a3mx,1,69.8,54.9,2025-06-08T00:28:46.637Z,2025-06-08T00:28:50Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5765865429,212,26.3,5765865423,56,Left,5765865427,141,89.3,5765865425,140,81.2,5765865431,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701545,178,1,1,22,12,83cpn99fh7ulkwe8nezy8a3mx,1,90.2,90.8,2025-06-08T00:28:50.620Z,2025-06-08T00:31:08Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,1.0,,5765865639,56,Center,5765865649,1,,5765871213,154,,5765865645,212,34.1,5765871211,210,15,5765865635,2,,5765865641,140,97.3,5765865647,213,4.93,5765865643,141,41.8,5765865637,155,,,,,,,,,,,,,,,,,,,,,,,,
2821701555,179,15,1,22,17,83cpn99fh7ulkwe8nezy8a3mx,1,97.0,43.0,2025-06-08T00:28:55.869Z,2025-06-08T02:46:46Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5765870947,15,,5765871253,146,99.1,5765871249,103,19,5765870945,24,,5765871243,55,178,5765865699,56,Center,5765871259,231,48.0,5765871257,230,99.4,5765953151,233,392,5765865697,60,,5765870953,82,,5765871255,147,5765871247,102,48.0,5765870951,328,5765871251,100,,5766100703,80,46.6,,,5765871239,29,5765871241,154,
2821717473,392,10,1,22,17,5qfq6cwtrgzd2szijivns7rjl,1,0.1,52.2,2025-06-08T00:28:55.969Z,2025-06-08T01:08:08Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765953125,56,Back,5765953123,94,,5765953169,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701639,177,12,1,22,20,5qfq6cwtrgzd2szijivns7rjl,1,14.5,88.7,2025-06-08T00:28:59.328Z,2025-06-08T01:08:27Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5765866167,212,63.2,5765866163,140,71.9,5765866165,141,60.9,5765866161,56,Center,5765866169,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701637,180,1,1,22,25,83cpn99fh7ulkwe8nezy8a3mx,1,36.7,32.2,2025-06-08T00:29:04.140Z,2025-06-08T00:29:06Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5765866155,213,2.97,5765866147,56,Back,5765866149,140,13.7,5765866153,212,24.5,5765866151,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701705,181,1,1,22,27,83cpn99fh7ulkwe8nezy8a3mx,1,13.4,38.0,2025-06-08T00:29:06.245Z,2025-06-08T00:29:15Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5765866563,212,15.9,5765866561,141,21.1,5765866559,140,23.9,5765866557,56,Back,5765866565,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821701719,182,1,1,22,36,83cpn99fh7ulkwe8nezy8a3mx,1,33.0,28.9,2025-06-08T00:29:15.062Z,2025-06-08T00:29:18Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5765866655,56,Back,5765866671,213,1.54,5765866667,212,20.1,5765866663,141,58.4,5765866659,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
