id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2796778611,124,1,1,13,29,6597wqy6gmpv3zjx7rp8cdj46,0,48.8,52.8,2025-04-05T23:20:09.266Z,2025-04-05T23:20:10Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5628065039,212,7.6,5628065033,56,Center,5628065041,213,1.25,5628065035,140,51.1,5628065037,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796778655,118,1,1,13,35,8cpjplodpphtkbt0hq8sr8mqs,0,36.4,2.2,2025-04-05T23:20:15.107Z,2025-04-06T00:10:10Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5628065323,212,36.1,5628065313,56,Right,5628065329,1,,5628065325,213,0.24,5628065315,140,69.8,5628065321,141,14.7,5628228973,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796778667,125,12,1,13,37,6597wqy6gmpv3zjx7rp8cdj46,1,28.3,83.8,2025-04-05T23:20:16.651Z,2025-04-05T23:20:18Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5628065437,213,5.40,5628065475,15,,5628065431,140,35.1,5628065433,141,71.1,5628065429,56,Back,5628065435,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796778703,126,1,1,13,39,6597wqy6gmpv3zjx7rp8cdj46,1,35.1,70.9,2025-04-05T23:20:18.658Z,2025-04-05T23:20:20Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5628065635,56,Back,5628065637,140,33.0,5628065641,212,7.5,5628065633,3,,5628065639,141,81.5,5628065643,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796778709,127,1,1,13,40,6597wqy6gmpv3zjx7rp8cdj46,0,33.0,81.4,2025-04-05T23:20:20.427Z,2025-04-05T23:20:21Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5628065681,212,3.8,5628065677,140,36.0,5628065683,213,5.71,5628065673,56,Back,5628065679,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796778705,119,61,1,13,41,8cpjplodpphtkbt0hq8sr8mqs,1,69.1,8.5,2025-04-05T23:20:20.607Z,2025-04-05T23:20:20Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5628065655,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796794511,302,3,1,13,43,8cpjplodpphtkbt0hq8sr8mqs,1,75.8,11.7,2025-04-05T23:20:22.571Z,2025-04-06T01:25:18Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5628245051,286,,5628245767,233,406,5628245049,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796809611,406,45,1,13,43,6597wqy6gmpv3zjx7rp8cdj46,0,24.2,88.3,2025-04-05T23:20:22.571Z,2025-04-06T01:25:18Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5628245783,233,302,5628245739,285,,5628245737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796778741,120,1,1,13,44,8cpjplodpphtkbt0hq8sr8mqs,0,69.2,10.1,2025-04-05T23:20:23.753Z,2025-04-06T01:17:09Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5628237235,212,3.3,5628237231,141,11.1,5628237239,213,2.94,5628237227,140,66.1,5628065913,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796778831,128,61,1,13,44,6597wqy6gmpv3zjx7rp8cdj46,1,32.0,91.9,2025-04-05T23:20:23.754Z,2025-04-06T02:42:53Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5628066501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796778869,121,5,1,13,54,8cpjplodpphtkbt0hq8sr8mqs,1,59.3,-2.0,2025-04-05T23:20:33.546Z,2025-04-06T01:26:08Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5628066795,347,,5628066791,56,Right,5628066867,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796778835,129,5,1,13,54,6597wqy6gmpv3zjx7rp8cdj46,0,40.7,102.0,2025-04-05T23:20:33.546Z,2025-04-06T00:04:29Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5628066883,233,121,5628066535,347,,5628066533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779183,122,1,1,14,28,8cpjplodpphtkbt0hq8sr8mqs,1,56.6,0.0,2025-04-05T23:21:08.300Z,2025-04-05T23:21:09Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5628068727,56,Back,5628068737,1,,5628068731,141,19.1,5628068733,212,22.7,5628068725,107,,5628068729,140,39.8,5628068735,213,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779209,123,1,1,14,30,8cpjplodpphtkbt0hq8sr8mqs,1,39.8,19.1,2025-04-05T23:21:09.596Z,2025-04-05T23:21:12Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5628068879,141,47.0,5628068881,212,21.5,5628068875,56,Back,5628068883,213,1.08,5628068877,140,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779245,124,1,1,14,32,8cpjplodpphtkbt0hq8sr8mqs,0,44.1,50.7,2025-04-05T23:21:12.164Z,2025-04-05T23:21:18Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5628069115,213,0.42,5628069375,157,,5628069109,140,100.0,5628069113,212,64.8,5628069117,1,,5628069111,141,89.7,5628069107,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779285,125,5,1,14,35,8cpjplodpphtkbt0hq8sr8mqs,0,100.6,85.1,2025-04-05T23:21:15.474Z,2025-04-06T01:26:09Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5628071197,233,130,5628069329,56,Left,5628069331,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779567,130,5,1,14,35,6597wqy6gmpv3zjx7rp8cdj46,1,-0.6,14.9,2025-04-05T23:21:15.474Z,2025-04-06T01:26:09Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5628071169,233,125,5628071147,346,,5628071145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779595,131,1,1,15,6,6597wqy6gmpv3zjx7rp8cdj46,0,3.6,41.9,2025-04-05T23:21:46.448Z,2025-04-05T23:21:50Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5628071339,140,58.7,5628071341,141,35.2,5628071347,1,,5628071335,124,,5628071343,212,58.0,5628071345,213,6.20,5628071351,74,,5628071337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779617,126,44,1,15,10,8cpjplodpphtkbt0hq8sr8mqs,1,44.9,60.6,2025-04-05T23:21:49.556Z,2025-04-06T01:25:28Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5628071519,285,,5628071511,56,Back,5628071515,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779599,132,44,1,15,10,6597wqy6gmpv3zjx7rp8cdj46,0,55.1,39.4,2025-04-05T23:21:49.557Z,2025-04-06T01:25:29Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5628071379,286,,5628071377,56,Center,5628071547,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779635,127,1,1,15,10,8cpjplodpphtkbt0hq8sr8mqs,1,49.5,55.5,2025-04-05T23:21:50.220Z,2025-04-06T00:05:52Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5628071643,212,39.1,5628071645,213,0.69,5628071637,56,Left,5628071639,140,78.1,5628071641,141,92.3,5628071647,1,,5628071635,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779641,128,61,1,15,15,8cpjplodpphtkbt0hq8sr8mqs,0,78.9,94.2,2025-04-05T23:21:54.749Z,2025-04-05T23:21:55Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5628071663,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779649,133,1,1,15,16,6597wqy6gmpv3zjx7rp8cdj46,0,14.7,20.7,2025-04-05T23:21:55.986Z,2025-04-05T23:21:56Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5628071723,212,15.7,5628071719,141,27.0,5628071713,157,,5628071727,1,,5628071725,213,0.28,5628071717,140,29.1,5628071715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779669,129,1,1,15,18,8cpjplodpphtkbt0hq8sr8mqs,0,70.4,83.2,2025-04-05T23:21:58.109Z,2025-04-05T23:21:58Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5628071849,213,5.58,5628071839,155,,5628071843,140,84.2,5628071845,141,65.1,5628071841,56,Center,5628071847,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779679,134,12,1,15,19,6597wqy6gmpv3zjx7rp8cdj46,1,17.1,33.6,2025-04-05T23:21:58.498Z,2025-04-05T23:21:59Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5628071899,213,0.98,5628071893,140,25.5,5628071909,15,,5628071895,141,53.1,5628071891,56,Back,5628071897,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779723,135,1,1,15,21,6597wqy6gmpv3zjx7rp8cdj46,1,13.4,49.9,2025-04-05T23:22:01.458Z,2025-04-05T23:22:02Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5628072159,141,46.3,5628072161,212,10.3,5628072155,56,Back,5628072157,140,3.9,5628072163,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779771,136,1,1,15,23,6597wqy6gmpv3zjx7rp8cdj46,1,4.3,46.6,2025-04-05T23:22:02.635Z,2025-04-05T23:22:07Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5628072465,213,0.36,5628072457,56,Back,5628072463,212,36.2,5628072459,140,36.6,5628072467,1,,5628072461,141,65.4,5628072455,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779779,137,44,1,15,26,6597wqy6gmpv3zjx7rp8cdj46,1,39.6,72.9,2025-04-05T23:22:05.811Z,2025-04-06T02:42:51Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5628072509,56,Back,5628072521,233,130,5628072511,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779761,130,44,1,15,26,8cpjplodpphtkbt0hq8sr8mqs,0,60.4,27.1,2025-04-05T23:22:05.812Z,2025-04-06T01:25:30Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5628072411,56,Center,5628072541,233,137,5628072413,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779797,138,1,1,15,26,6597wqy6gmpv3zjx7rp8cdj46,1,36.6,65.4,2025-04-05T23:22:05.835Z,2025-04-06T02:42:49Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5628072611,141,68.7,5628072617,213,0.54,5628072607,140,40.2,5628072615,212,4.4,5628072605,56,Back,5628072603,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779865,139,1,1,15,27,6597wqy6gmpv3zjx7rp8cdj46,0,40.0,74.4,2025-04-05T23:22:07.211Z,2025-04-06T01:32:05Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5628073009,141,75.7,5628073013,213,0.02,5628073003,155,,5628073015,1,,5628073011,212,37.0,5628073005,56,Center,5628073007,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779795,131,61,1,15,29,8cpjplodpphtkbt0hq8sr8mqs,0,57.4,22.8,2025-04-05T23:22:08.901Z,2025-04-06T00:07:37Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5628072597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779885,132,12,1,15,36,8cpjplodpphtkbt0hq8sr8mqs,1,18.3,24.6,2025-04-05T23:22:15.941Z,2025-04-05T23:22:17Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5628073185,167,,5628073145,141,0.0,5628073141,56,Back,5628073147,212,20.8,5628073149,213,5.23,5628073143,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779889,133,5,1,15,37,8cpjplodpphtkbt0hq8sr8mqs,0,31.0,-1.8,2025-04-05T23:22:16.894Z,2025-04-06T01:26:10Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5628073165,56,Back,5628073167,347,,5628073377,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779913,140,5,1,15,37,6597wqy6gmpv3zjx7rp8cdj46,1,69.0,101.8,2025-04-05T23:22:16.894Z,2025-04-06T01:26:09Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5628073303,56,Left,5628073305,347,,5628073321,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779941,141,1,1,15,39,6597wqy6gmpv3zjx7rp8cdj46,1,63.8,100.0,2025-04-05T23:22:19.002Z,2025-04-05T23:22:21Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5628073501,213,5.38,5628073497,141,87.5,5628073491,107,,5628073493,56,Left,5628073499,212,12.3,5628073495,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779959,142,1,1,15,41,6597wqy6gmpv3zjx7rp8cdj46,1,70.4,86.9,2025-04-05T23:22:21.267Z,2025-04-05T23:22:24Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5628073635,212,26.1,5628073629,56,Center,5628073631,140,67.8,5628073637,213,4.61,5628073633,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779969,143,1,1,15,44,6597wqy6gmpv3zjx7rp8cdj46,0,68.1,48.5,2025-04-05T23:22:24.339Z,2025-04-06T01:26:37Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5628073673,140,70.6,5628073761,233,134,5628073675,141,49.3,5628073681,213,0.20,5628073769,286,,5628073757,236,,5628073677,212,2.7,5628073671,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796779977,134,74,1,15,44,8cpjplodpphtkbt0hq8sr8mqs,1,31.9,47.5,2025-04-05T23:22:24.340Z,2025-04-06T02:02:50Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5628073735,285,,5628073733,56,Back,5628073799,233,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796780025,136,1,1,15,48,8cpjplodpphtkbt0hq8sr8mqs,1,38.5,52.4,2025-04-05T23:22:27.677Z,2025-04-05T23:22:28Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5628074001,56,Back,5628074007,212,12.3,5628074005,141,40.0,5628074009,213,3.90,5628074003,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796780041,137,1,1,15,49,8cpjplodpphtkbt0hq8sr8mqs,1,30.0,40.0,2025-04-05T23:22:28.813Z,2025-04-05T23:22:30Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5628074097,213,1.48,5628074091,140,31.4,5628074089,56,Back,5628074095,212,15.5,5628074093,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796780069,138,1,1,15,50,8cpjplodpphtkbt0hq8sr8mqs,1,31.4,62.7,2025-04-05T23:22:29.965Z,2025-04-05T23:22:33Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5628074303,140,40.7,5628074309,213,1.07,5628074305,141,88.7,5628074301,56,Back,5628074307,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796780135,139,2,1,15,53,8cpjplodpphtkbt0hq8sr8mqs,1,51.2,91.1,2025-04-05T23:22:33.461Z,2025-04-05T23:22:40Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5628074707,140,92.6,5628074783,7,7ad4uvgwiwtjy23nt3yjsmctm,5628074791,56,Left,5628074709,141,82.0,5628074787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796780415,145,43,1,16,6,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-05T23:22:46.339Z,2025-04-05T23:23:30Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5628077839,144,5,5628076435,56,Back,5628076439,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796780507,146,1,1,16,35,6597wqy6gmpv3zjx7rp8cdj46,0,21.5,31.6,2025-04-05T23:23:15.211Z,2025-04-06T00:10:24Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5628077045,213,0.06,5628077037,56,Center,5628078499,5,,5628229783,157,,5628077043,212,44.7,5628078501,152,,5628077047,1,,5628077041,141,35.7,5628077039,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2796780531,140,1,1,16,39,8cpjplodpphtkbt0hq8sr8mqs,0,26.9,68.2,2025-04-05T23:23:19.350Z,2025-04-05T23:23:21Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5628077175,1,,5628077169,141,75.4,5628077165,56,Back,5628077173,213,0.33,5628077171,212,15.2,5628077161,157,,5628077167,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796780525,147,43,1,16,40,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-05T23:23:20.227Z,2025-04-05T23:23:48Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5628077147,286,0,5628078873,144,44,5628077143,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796780587,148,4,1,16,41,6597wqy6gmpv3zjx7rp8cdj46,1,62.2,24.0,2025-04-05T23:23:20.924Z,2025-04-06T01:25:05Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5628077539,286,,5628077533,56,Center,5628078961,294,,5628079091,233,141,5628077531,13,,5628077535,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796780535,141,4,1,16,41,8cpjplodpphtkbt0hq8sr8mqs,0,37.8,76.0,2025-04-05T23:23:20.925Z,2025-04-06T02:54:13Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5628077211,285,,5628079101,233,148,5628077971,152,,5628077209,56,Back,5628077967,13,,5628079129,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781015,149,1,1,17,44,6597wqy6gmpv3zjx7rp8cdj46,0,68.9,17.6,2025-04-05T23:24:23.739Z,2025-04-05T23:24:25Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5628080493,5,,5628080515,212,33.7,5628080499,152,,5628080503,56,Center,5628080519,213,0.81,5628080507,140,90.9,5628080521,1,,5628080511,141,53.6,5628080489,2,,5628080497,155,,,,,,,,,,,,,,,,,,,,,,,,
2796781049,142,12,1,17,50,8cpjplodpphtkbt0hq8sr8mqs,1,5.9,43.6,2025-04-05T23:24:29.599Z,2025-04-05T23:24:31Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5628080777,167,,5628080713,141,13.1,5628080715,212,21.9,5628080711,140,0.0,5628080717,213,4.39,5628080707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781057,143,6,1,17,51,8cpjplodpphtkbt0hq8sr8mqs,0,3.0,25.6,2025-04-05T23:24:31.041Z,2025-04-06T01:25:51Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5628080835,73,,5628080855,233,150,5628080833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781051,150,6,1,17,51,6597wqy6gmpv3zjx7rp8cdj46,1,97.0,74.4,2025-04-05T23:24:31.041Z,2025-04-06T01:25:51Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5628080807,73,,5628080805,56,Center,5628080841,233,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781357,151,1,1,18,24,6597wqy6gmpv3zjx7rp8cdj46,0,99.5,99.5,2025-04-05T23:25:04.228Z,2025-04-05T23:25:06Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5628082697,6,,5628082721,213,4.51,5628082701,223,,5628082717,212,38.6,5628082713,141,44.0,5628082695,2,,5628082709,140,92.0,5628082699,155,,5628082705,56,Center,5628082725,1,,,,,,,,,,,,,,,,,,,,,,,,
2796781369,144,12,1,18,28,8cpjplodpphtkbt0hq8sr8mqs,1,7.5,57.5,2025-04-05T23:25:07.544Z,2025-04-05T23:25:17Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5628082827,141,21.5,5628082831,213,5.36,5628082863,15,,5628082825,140,25.2,5628082829,212,30.7,5628082823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781413,152,1,1,18,30,6597wqy6gmpv3zjx7rp8cdj46,1,73.2,72.4,2025-04-05T23:25:10.027Z,2025-04-05T23:25:12Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5628083071,141,87.1,5628083067,56,Left,5628083069,140,80.0,5628083075,213,0.95,5628083073,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781503,153,1,1,18,32,6597wqy6gmpv3zjx7rp8cdj46,1,76.4,86.0,2025-04-05T23:25:12.267Z,2025-04-06T02:16:04Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5628083541,56,Center,5628083547,212,19.0,5628083539,155,,5628083537,2,,5628083545,141,62.9,5628083549,213,5.31,5628083543,140,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781507,154,1,1,18,41,6597wqy6gmpv3zjx7rp8cdj46,0,84.9,71.8,2025-04-05T23:25:20.819Z,2025-04-06T02:42:09Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5628670313,141,39.9,5628670309,155,,5628083557,56,Center,5628670315,212,27.3,5628670317,213,5.37,5628670311,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781533,145,5,1,18,47,8cpjplodpphtkbt0hq8sr8mqs,1,-1.2,63.9,2025-04-05T23:25:26.721Z,2025-04-06T01:26:10Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5628083719,346,,5628226159,233,155,5628083717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781545,155,5,1,18,47,6597wqy6gmpv3zjx7rp8cdj46,0,101.2,36.1,2025-04-05T23:25:26.721Z,2025-04-06T01:26:10Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5628226179,233,145,5628083783,56,Center,5628083785,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781543,146,1,1,18,47,8cpjplodpphtkbt0hq8sr8mqs,1,4.8,61.2,2025-04-05T23:25:27.304Z,2025-04-05T23:25:29Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5628083767,140,8.2,5628083771,212,9.8,5628083777,237,,5628083765,56,Back,5628083773,213,1.20,5628083769,141,74.7,5628083795,189,,5628083763,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781551,147,1,1,18,50,8cpjplodpphtkbt0hq8sr8mqs,0,8.8,75.0,2025-04-05T23:25:30.392Z,2025-04-05T23:25:31Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5628083867,155,,5628083877,213,6.07,5628083871,140,55.4,5628083879,1,,5628083873,141,59.4,5628083869,56,Center,5628083875,212,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781553,156,1,1,18,51,6597wqy6gmpv3zjx7rp8cdj46,1,45.5,39.1,2025-04-05T23:25:30.636Z,2025-04-06T02:42:47Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5628083883,56,Center,5628083889,212,21.6,5628083885,140,65.2,5628083893,213,5.99,5628083881,3,,5628083887,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781571,158,1,1,18,52,6597wqy6gmpv3zjx7rp8cdj46,0,62.3,32.5,2025-04-05T23:25:32.061Z,2025-04-05T23:25:34Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5628084037,141,69.6,5628084035,140,59.3,5628084041,213,1.70,5628084033,56,Center,5628084039,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781617,149,1,1,18,59,8cpjplodpphtkbt0hq8sr8mqs,1,42.1,17.4,2025-04-05T23:25:38.856Z,2025-04-05T23:25:40Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5628084299,140,86.0,5628084305,213,0.74,5628084303,212,62.5,5628084295,157,,5628084307,1,,5628084301,141,79.4,5628084297,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781637,150,1,1,19,0,8cpjplodpphtkbt0hq8sr8mqs,0,86.0,79.4,2025-04-05T23:25:39.992Z,2025-04-06T00:09:40Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5628084441,213,4.04,5628084437,141,51.9,5628084435,140,71.9,5628084439,212,23.9,5628084433,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796781671,159,43,1,19,2,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-05T23:25:41.900Z,2025-04-05T23:27:54Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5628084629,140,33.6,5628084635,213,0.70,5628084633,212,28.6,5628084625,157,0,5628091187,144,1,5628084631,141,60.6,5628084637,1,0,5628084627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
