id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2809969647,203,1,1,24,37,5h878vnmkbuy2ummddprusxgq,1,25.3,32.7,2025-05-04T01:32:24.062Z,2025-05-04T01:32:32Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700767921,213,5.17,5700767919,212,18.0,5700767917,141,9.0,5700767915,140,32.9,5700767913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969679,204,1,1,24,45,5h878vnmkbuy2ummddprusxgq,1,73.3,20.2,2025-05-04T01:32:31.982Z,2025-05-04T01:32:35Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700768123,141,6.3,5700768125,212,14.6,5700768119,56,Right,5700768127,213,5.58,5700768121,140,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969707,205,1,1,24,48,5h878vnmkbuy2ummddprusxgq,1,80.3,6.4,2025-05-04T01:32:35.255Z,2025-05-04T01:32:37Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700768253,141,37.3,5700768257,213,1.91,5700768251,140,73.2,5700768255,212,22.3,5700768249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969739,206,1,1,24,51,5h878vnmkbuy2ummddprusxgq,1,73.7,37.0,2025-05-04T01:32:37.726Z,2025-05-04T04:08:17Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,1.0,,5700768475,213,5.54,5701024513,210,15,5700768473,212,9.1,5700768469,140,80.1,5700768471,141,27.9,5700768467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969747,207,15,1,24,53,5h878vnmkbuy2ummddprusxgq,1,79.5,27.7,2025-05-04T01:32:39.695Z,2025-05-04T04:08:17Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700769061,146,100,5700769055,102,50.3,5701024557,29,,5700769057,103,20.3,5700768503,56,Center,5701102903,215,,5701024561,55,206,5700769053,79,,5700769117,233,5700769001,72,,5700768501,18,,5700768499,22,5700769063,147,192,,,,,50,,,,,,,,,
2809969759,192,10,1,24,53,bk3zg8yaj5uoqhxzwons3bo8a,1,2.7,49.9,2025-05-04T01:32:39.795Z,2025-05-04T01:32:51Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5700769169,233,207,5700768569,56,Back,5700768563,173,,5700768567,182,,5700768565,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969837,208,5,1,24,58,5h878vnmkbuy2ummddprusxgq,1,79.6,101.2,2025-05-04T01:32:44.626Z,2025-05-04T03:31:12Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700768969,347,,5701034927,233,873,5700768965,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810019517,873,5,1,24,58,bk3zg8yaj5uoqhxzwons3bo8a,0,20.4,-1.2,2025-05-04T01:32:44.626Z,2025-05-04T03:31:12Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5701034901,347,,5701034931,233,208,5701034899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970017,209,1,1,25,18,5h878vnmkbuy2ummddprusxgq,1,75.7,100.0,2025-05-04T01:33:04.814Z,2025-05-04T02:05:55Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5700770071,56,Back,5700770081,1,,5700770069,107,,5700770077,212,40.3,5700770079,213,3.49,5700875625,189,,5700770075,141,81.1,5700770073,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970041,210,1,1,25,23,5h878vnmkbuy2ummddprusxgq,1,39.6,81.1,2025-05-04T01:33:10.223Z,2025-05-04T03:18:39Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,5700770247,213,3.93,5700770243,141,53.4,5700770241,140,21.6,5700770239,56,Back,5700770245,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970081,211,1,1,25,24,5h878vnmkbuy2ummddprusxgq,0,23.6,46.9,2025-05-04T01:33:10.934Z,2025-05-04T01:33:11Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5700770505,212,55.9,5700770499,56,Right,5700770503,141,0.0,5700770497,157,,5700770501,140,66.9,5700770507,213,5.66,5700770509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970137,193,5,1,25,24,bk3zg8yaj5uoqhxzwons3bo8a,1,33.5,101.0,2025-05-04T01:33:11.578Z,2025-05-04T03:18:37Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5700770803,56,Back,5700770805,347,,5700770885,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970089,212,5,1,25,24,5h878vnmkbuy2ummddprusxgq,0,66.5,-1.0,2025-05-04T01:33:11.578Z,2025-05-04T03:31:13Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5700770935,233,193,5700770539,56,Right,5700770541,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970155,194,1,1,25,30,bk3zg8yaj5uoqhxzwons3bo8a,1,34.7,100.0,2025-05-04T01:33:17.329Z,2025-05-04T01:33:19Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700770963,56,Back,5700770975,189,,5700770965,140,29.8,5700770971,213,4.26,5700770967,141,86.0,5700770969,212,11.7,5700770961,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970207,195,1,1,25,32,bk3zg8yaj5uoqhxzwons3bo8a,1,29.8,85.2,2025-05-04T01:33:19.425Z,2025-05-04T01:33:23Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700771339,213,0.51,5700771327,140,40.5,5700771329,141,94.5,5700771333,212,12.9,5700771321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970249,196,1,1,25,36,bk3zg8yaj5uoqhxzwons3bo8a,1,47.3,95.3,2025-05-04T01:33:23.161Z,2025-05-04T01:33:27Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700771583,140,29.0,5700771585,141,80.0,5700771589,213,3.64,5700771587,212,21.9,5700771581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970285,197,1,1,25,40,bk3zg8yaj5uoqhxzwons3bo8a,1,27.0,76.4,2025-05-04T01:33:27.074Z,2025-05-04T01:33:30Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700771825,141,80.4,5700771829,212,12.5,5700771817,56,Back,5700771833,213,0.22,5700771821,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970277,213,83,1,25,43,5h878vnmkbuy2ummddprusxgq,0,68.6,40.9,2025-05-04T01:33:30.078Z,2025-05-04T01:33:32Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700771947,399,akgtib8zyv5lrvh9mxunj2rdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970289,198,61,1,25,43,bk3zg8yaj5uoqhxzwons3bo8a,0,38.6,80.4,2025-05-04T01:33:30.193Z,2025-05-04T01:33:30Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5700771861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970321,215,1,1,25,45,5h878vnmkbuy2ummddprusxgq,1,65.8,34.9,2025-05-04T01:33:32.024Z,2025-05-04T01:33:33Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700772031,56,Center,5700772039,213,4.16,5700772037,212,8.2,5700772035,141,24.6,5700772033,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970347,216,1,1,25,46,5h878vnmkbuy2ummddprusxgq,1,61.7,24.6,2025-05-04T01:33:32.958Z,2025-05-04T01:33:35Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700772187,141,37.2,5700772191,213,1.94,5700772183,56,Center,5700772189,212,9.2,5700772185,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970403,217,2,1,25,48,5h878vnmkbuy2ummddprusxgq,1,59.0,39.0,2025-05-04T01:33:34.824Z,2025-05-04T01:33:40Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700772589,56,Center,5700772537,140,87.3,5700772587,1,,5700772539,141,73.6,5700772585,7,2mgcta30puk8kuwb5mo4zvcnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970601,200,1,1,26,7,bk3zg8yaj5uoqhxzwons3bo8a,1,16.5,41.0,2025-05-04T01:33:53.825Z,2025-05-04T01:33:55Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5700773617,241,,5700773627,213,1.35,5700773619,56,Back,5700773621,140,20.7,5700773623,141,70.1,5700773615,5,,5700773625,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970619,201,1,1,26,8,bk3zg8yaj5uoqhxzwons3bo8a,1,20.7,70.1,2025-05-04T01:33:55.305Z,2025-05-04T02:04:27Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700773727,213,1.36,5700773719,56,Back,5700773721,140,23.4,5700773723,141,89.6,5700773725,212,13.6,5700871705,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970689,202,1,1,26,10,bk3zg8yaj5uoqhxzwons3bo8a,1,23.4,89.6,2025-05-04T01:33:56.632Z,2025-05-04T01:34:03Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700774139,212,11.5,5700774141,213,0.16,5700774137,141,92.3,5700774133,56,Back,5700774135,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970645,218,83,1,26,12,5h878vnmkbuy2ummddprusxgq,0,72.5,9.4,2025-05-04T01:33:59.094Z,2025-05-04T01:34:04Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700774181,399,7b346y8ad54mkc0h1343ybs2x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970691,203,61,1,26,16,bk3zg8yaj5uoqhxzwons3bo8a,0,31.1,90.8,2025-05-04T01:34:02.921Z,2025-05-04T02:04:26Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5700774149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970707,220,1,1,26,17,5h878vnmkbuy2ummddprusxgq,1,76.5,21.9,2025-05-04T01:34:04.158Z,2025-05-04T01:34:05Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5700774229,213,1.71,5700774227,212,12.4,5700774223,140,74.9,5700774225,141,39.9,5700774221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970725,221,1,1,26,18,5h878vnmkbuy2ummddprusxgq,1,75.4,41.1,2025-05-04T01:34:05.278Z,2025-05-04T01:34:08Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5700774367,213,2.11,5700774363,141,59.5,5700774361,140,68.3,5700774365,212,14.6,5700774359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970749,222,1,1,26,21,5h878vnmkbuy2ummddprusxgq,1,72.6,61.3,2025-05-04T01:34:08.590Z,2025-05-04T01:34:10Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700774505,212,15.5,5700774501,140,83.9,5700774507,213,0.70,5700774499,56,Center,5700774503,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970751,223,1,1,26,23,5h878vnmkbuy2ummddprusxgq,0,87.7,76.2,2025-05-04T01:34:10.591Z,2025-05-04T01:34:11Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700774527,2,,5700774535,140,92.1,5700774539,212,6.7,5700774541,213,5.47,5700774537,141,69.0,5700774531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970763,204,61,1,26,25,bk3zg8yaj5uoqhxzwons3bo8a,1,7.5,28.3,2025-05-04T01:34:12.003Z,2025-05-04T01:34:12Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5700774609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970885,206,1,1,26,34,bk3zg8yaj5uoqhxzwons3bo8a,1,13.6,41.6,2025-05-04T01:34:21.089Z,2025-05-04T01:34:27Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5700775653,1,,5700775261,213,1.18,5700775253,56,Back,5700775255,140,27.3,5700775259,212,37.9,5700775257,141,93.2,5700775251,123,,5700775285,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970985,207,1,1,26,40,bk3zg8yaj5uoqhxzwons3bo8a,1,55.8,94.1,2025-05-04T01:34:27.025Z,2025-05-04T01:34:28Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700775745,141,80.1,5700775741,56,Left,5700775749,213,5.02,5700775747,212,10.0,5700775743,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970995,208,1,1,26,41,bk3zg8yaj5uoqhxzwons3bo8a,1,58.7,80.1,2025-05-04T01:34:28.353Z,2025-05-04T01:34:29Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5700775809,56,Left,5700775817,213,0.57,5700775813,141,93.3,5700775811,140,72.1,5700775815,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971021,209,1,1,26,42,bk3zg8yaj5uoqhxzwons3bo8a,1,72.1,93.3,2025-05-04T01:34:29.320Z,2025-05-04T01:34:31Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700775963,56,Center,5700775971,213,4.67,5700775967,141,63.8,5700775969,212,20.1,5700775965,140,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971047,210,1,1,26,44,bk3zg8yaj5uoqhxzwons3bo8a,0,71.4,59.4,2025-05-04T01:34:31.160Z,2025-05-04T01:34:33Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5700776109,140,65.7,5700776107,56,Center,5700776113,212,7.5,5700776111,141,52.8,5700776115,213,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971061,224,8,1,26,47,5h878vnmkbuy2ummddprusxgq,1,36.5,51.9,2025-05-04T01:34:34.095Z,2025-05-04T01:34:34Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5700776191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971091,211,1,1,26,49,bk3zg8yaj5uoqhxzwons3bo8a,0,50.5,59.6,2025-05-04T01:34:35.720Z,2025-05-04T01:34:36Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700776345,56,Center,5700776353,213,5.99,5700776351,212,6.9,5700776349,141,56.7,5700776347,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809989821,407,1,1,26,50,5h878vnmkbuy2ummddprusxgq,1,49.0,34.6,2025-05-04T01:34:36.626Z,2025-05-04T03:19:32Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5700871059,156,,5700871065,141,46.9,5700871063,140,34.9,5700871061,56,Back,5700871067,212,17.0,5700871069,213,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971119,225,1,1,26,50,5h878vnmkbuy2ummddprusxgq,1,37.6,51.9,2025-05-04T01:34:37.205Z,2025-05-04T01:34:39Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700776537,140,50.3,5700776541,212,13.8,5700776539,141,57.3,5700776543,213,0.27,5700776535,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971233,227,1,1,26,52,5h878vnmkbuy2ummddprusxgq,1,50.3,57.3,2025-05-04T01:34:39.469Z,2025-05-04T02:03:58Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5700777157,140,79.7,5700777159,141,84.1,5700777165,1,,5700777163,213,0.53,5700777161,212,35.8,5700777155,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971251,228,1,1,27,0,5h878vnmkbuy2ummddprusxgq,1,85.5,65.8,2025-05-04T01:34:46.950Z,2025-05-04T03:19:38Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,1.0,,5700777285,141,37.3,5701035187,154,,5700777281,140,87.3,5701035185,210,15,5700777289,213,4.81,5700777277,56,Center,5700777287,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971255,229,15,1,27,3,5h878vnmkbuy2ummddprusxgq,1,86.9,35.1,2025-05-04T01:34:49.934Z,2025-05-04T04:09:15Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700871895,82,,5700777309,56,Center,5700777307,63,,5700871995,103,19,5700872011,233,212,5701035225,29,,5701035229,55,228,5700872003,230,99.5,5700871891,20,5701035227,154,,5700871991,78,,5700871999,146,5700777305,22,,90.2,5700871993,102,48.4,,5700872001,147,38.4,5700872005,231,49.8,,,
2809971267,212,10,1,27,3,bk3zg8yaj5uoqhxzwons3bo8a,1,9.3,61.0,2025-05-04T01:34:50.034Z,2025-05-04T02:04:16Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700872025,233,229,5700777367,56,Back,5700777365,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971287,230,8,1,27,7,5h878vnmkbuy2ummddprusxgq,1,71.9,55.2,2025-05-04T01:34:54.150Z,2025-05-04T01:34:54Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700777505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971297,213,1,1,27,7,bk3zg8yaj5uoqhxzwons3bo8a,0,18.5,60.0,2025-05-04T01:34:54.361Z,2025-05-04T01:35:13Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5700777561,212,9.9,5700777565,1,,5700777553,157,,5700777557,140,25.7,5700777559,141,50.6,5700777555,56,Back,5700777563,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971325,231,1,1,27,9,5h878vnmkbuy2ummddprusxgq,1,72.3,45.4,2025-05-04T01:34:55.862Z,2025-05-04T02:04:45Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5700777729,56,Back,5700777745,213,3.19,5700777733,140,43.8,5700777737,141,43.3,5700777741,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971339,232,1,1,27,12,5h878vnmkbuy2ummddprusxgq,1,43.8,42.7,2025-05-04T01:34:58.821Z,2025-05-04T01:34:59Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700777777,140,49.1,5700777779,141,23.7,5700777783,213,5.12,5700777775,56,Back,5700777781,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971357,233,1,1,27,12,5h878vnmkbuy2ummddprusxgq,1,49.1,23.7,2025-05-04T01:34:59.421Z,2025-05-04T02:05:10Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700777901,56,Center,5700777905,141,34.5,5700777911,213,0.94,5700777903,140,54.2,5700777909,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971373,234,43,1,27,16,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-04T01:35:02.869Z,2025-05-04T02:05:21Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700874199,144,1,5700778027,141,42.4,5700778029,212,5.3,5700778025,140,53.4,5700778031,213,1.49,5700778023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971379,235,1,1,27,16,5h878vnmkbuy2ummddprusxgq,1,53.4,42.4,2025-05-04T01:35:03.429Z,2025-05-04T01:35:04Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700778065,56,Center,5700778073,213,4.79,5700778069,141,28.6,5700778067,140,54.1,5700778071,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971395,236,1,1,27,17,5h878vnmkbuy2ummddprusxgq,1,54.1,28.6,2025-05-04T01:35:04.063Z,2025-05-04T01:35:05Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700778161,140,34.0,5700778169,1,,5700778167,213,2.28,5700778165,212,32.4,5700778159,56,Back,5700778163,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971407,237,1,1,27,18,5h878vnmkbuy2ummddprusxgq,1,35.1,65.1,2025-05-04T01:35:05.589Z,2025-05-04T01:35:07Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,5700778257,213,4.31,5700778253,141,39.0,5700778249,56,Back,5700778251,140,28.0,5700778255,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971493,238,1,1,27,24,5h878vnmkbuy2ummddprusxgq,1,29.7,39.6,2025-05-04T01:35:11.134Z,2025-05-04T01:35:15Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700778701,140,29.0,5700778705,212,28.0,5700778699,56,Back,5700778707,213,1.60,5700778703,141,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971525,239,1,1,27,28,5h878vnmkbuy2ummddprusxgq,1,32.4,69.1,2025-05-04T01:35:14.901Z,2025-05-04T01:35:18Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,5700778919,212,16.2,5700778917,141,89.7,5700778921,213,1.05,5700778913,56,Back,5700778915,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971559,240,1,1,27,31,5h878vnmkbuy2ummddprusxgq,1,38.5,90.4,2025-05-04T01:35:17.797Z,2025-05-04T01:35:21Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5700779111,212,10.6,5700779105,56,Back,5700779109,141,76.0,5700779107,140,42.4,5700779113,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971649,241,1,1,27,34,5h878vnmkbuy2ummddprusxgq,1,44.6,76.8,2025-05-04T01:35:20.992Z,2025-05-04T04:26:21Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,1.0,,5700779655,1,,5700779651,212,47.7,5700779647,140,81.8,5700779643,155,,5700779649,141,36.6,5701051231,210,13,5700779645,56,Center,5700779653,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971657,242,13,1,27,39,5h878vnmkbuy2ummddprusxgq,1,88.3,34.6,2025-05-04T01:35:26.110Z,2025-05-04T05:08:23Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5701051243,29,,5700779903,20,,5700780175,230,98.1,5700779693,22,,5700780177,231,48.7,5700780171,103,62.5,5700779695,63,,5701051247,55,241,5701123217,81,5700780167,102,43.4,5700779699,56,Center,,,,,,,,,,,,,,,,,,,
2809971735,214,5,1,27,42,bk3zg8yaj5uoqhxzwons3bo8a,1,-0.6,58.7,2025-05-04T01:35:28.823Z,2025-05-04T03:31:13Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700780187,56,Back,5700780225,233,243,5700780189,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971685,243,5,1,27,42,5h878vnmkbuy2ummddprusxgq,0,100.6,41.3,2025-05-04T01:35:28.823Z,2025-05-04T03:19:42Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5700779879,346,,5700779877,56,Center,5700780247,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971845,215,1,1,27,47,bk3zg8yaj5uoqhxzwons3bo8a,1,4.6,50.0,2025-05-04T01:35:34.335Z,2025-05-04T01:35:46Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5700780877,124,,5700780891,237,,5700780887,213,5.36,5700780879,56,Back,5700780881,140,13.2,5700780883,141,32.6,5700780925,189,,5700780885,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971873,216,1,1,28,0,bk3zg8yaj5uoqhxzwons3bo8a,1,14.7,32.6,2025-05-04T01:35:47.480Z,2025-05-04T01:35:49Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5700781085,212,41.2,5700781083,141,92.9,5700781081,140,18.2,5700781121,189,,5700781087,213,1.48,5700781079,56,Back,5700781077,196,,5700781089,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971897,217,1,1,28,3,bk3zg8yaj5uoqhxzwons3bo8a,1,18.2,92.9,2025-05-04T01:35:49.663Z,2025-05-04T01:35:51Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700781269,212,15.2,5700781271,213,4.43,5700781267,141,71.4,5700781263,56,Back,5700781265,140,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971929,218,1,1,28,4,bk3zg8yaj5uoqhxzwons3bo8a,1,14.2,71.4,2025-05-04T01:35:51.399Z,2025-05-04T01:35:55Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5700781433,56,Back,5700781435,140,4.8,5700781441,213,3.78,5700781439,212,12.3,5700781437,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971951,219,1,1,28,8,bk3zg8yaj5uoqhxzwons3bo8a,1,3.6,51.5,2025-05-04T01:35:54.912Z,2025-05-04T01:35:57Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5700781607,1,,5700781595,155,,5700781601,141,6.5,5700781603,212,40.6,5700781599,140,29.0,5700781597,56,Back,5700781605,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971995,220,1,1,28,10,bk3zg8yaj5uoqhxzwons3bo8a,1,29.0,6.5,2025-05-04T01:35:57.080Z,2025-05-04T01:36:00Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700781877,212,13.5,5700781879,213,0.81,5700781871,56,Back,5700781869,3,,5700781873,140,37.9,5700781875,141,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
