id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2800341125,84,5,1,11,59,bu5w8wprynlj9mvphvy8sd94f,0,101.0,72.0,2025-04-13T00:48:48.333Z,2025-04-13T03:01:44Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5647665161,233,87,5647665037,56,Center,5647665039,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341081,87,5,1,11,59,87c66ubwpzykovmkaf1t46bis,1,-1.0,28.0,2025-04-13T00:48:48.333Z,2025-04-13T03:01:43Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5647664793,56,Back,5647664795,346,,5647665119,233,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341099,88,1,1,12,9,87c66ubwpzykovmkaf1t46bis,1,4.8,42.4,2025-04-13T00:48:58.234Z,2025-04-13T00:48:59Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5647664875,56,Back,5647664883,213,5.34,5647664887,237,,5647664877,140,9.3,5647664873,124,,5647664881,212,8.1,5647664879,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341117,89,1,1,12,11,87c66ubwpzykovmkaf1t46bis,1,9.3,32.8,2025-04-13T00:48:59.435Z,2025-04-13T03:10:02Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647664991,213,1.27,5647664989,212,10.9,5647664983,56,Back,5647664987,141,48.1,5647665025,189,,5647664985,140,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341175,90,1,1,12,13,87c66ubwpzykovmkaf1t46bis,1,12.4,48.1,2025-04-13T00:49:02.260Z,2025-04-13T00:49:04Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5647665279,56,Back,5647665281,140,19.4,5647665287,213,5.19,5647665283,141,27.1,5647665285,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341223,91,1,1,12,16,87c66ubwpzykovmkaf1t46bis,1,23.8,29.4,2025-04-13T00:49:04.570Z,2025-04-13T00:49:07Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647665555,140,13.6,5647665561,213,2.23,5647665551,56,Back,5647665557,141,49.9,5647665559,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341291,92,1,1,12,19,87c66ubwpzykovmkaf1t46bis,1,13.6,51.3,2025-04-13T00:49:07.474Z,2025-04-13T00:49:12Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5647665969,140,25.0,5647665973,212,21.6,5647665971,141,77.8,5647665967,56,Back,5647665975,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341349,93,1,1,12,23,87c66ubwpzykovmkaf1t46bis,1,34.5,82.9,2025-04-13T00:49:12.042Z,2025-04-13T00:49:16Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5647666239,140,42.6,5647666245,213,5.58,5647666241,141,72.3,5647666243,212,11.1,5647666237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341353,94,61,1,12,28,87c66ubwpzykovmkaf1t46bis,0,42.6,72.3,2025-04-13T00:49:16.777Z,2025-04-13T00:49:17Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,,5647666273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341379,85,3,1,12,28,bu5w8wprynlj9mvphvy8sd94f,1,54.2,37.1,2025-04-13T00:49:16.967Z,2025-04-13T03:01:32Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5647666395,56,Center,5647666447,233,96,5647666397,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341373,96,45,1,12,28,87c66ubwpzykovmkaf1t46bis,0,45.8,62.9,2025-04-13T00:49:16.967Z,2025-04-13T03:01:33Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,,5647666475,233,85,5647666361,285,,5647666359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341367,95,43,1,12,28,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-04-13T00:49:17.074Z,2025-04-13T00:49:22Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,,5647666749,144,3,5647666329,56,Back,5647666333,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341405,87,1,1,12,30,bu5w8wprynlj9mvphvy8sd94f,1,50.3,43.4,2025-04-13T00:49:18.776Z,2025-04-13T00:49:20Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5647666537,56,Center,5647666541,141,35.8,5647666543,212,10.9,5647666539,140,59.4,5647666545,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341417,88,1,1,12,31,bu5w8wprynlj9mvphvy8sd94f,1,59.4,35.8,2025-04-13T00:49:19.680Z,2025-04-13T00:49:21Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5647666619,212,9.3,5647666613,56,Center,5647666617,141,22.1,5647666621,213,4.69,5647666615,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341437,89,1,1,12,33,bu5w8wprynlj9mvphvy8sd94f,0,63.5,21.3,2025-04-13T00:49:21.400Z,2025-04-13T00:49:22Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5647666729,212,12.1,5647666727,141,10.9,5647666723,56,Right,5647666731,213,3.76,5647666725,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341521,98,1,1,12,36,87c66ubwpzykovmkaf1t46bis,1,46.8,90.8,2025-04-13T00:49:25.195Z,2025-04-13T00:49:27Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5647667153,140,59.6,5647667159,213,5.21,5647667157,212,28.2,5647667151,56,Center,5647667155,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341531,99,3,1,12,39,87c66ubwpzykovmkaf1t46bis,0,63.7,54.2,2025-04-13T00:49:27.466Z,2025-04-13T01:43:30Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,,5647667183,286,,5647667329,233,90,5647667181,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341543,90,7,1,12,39,bu5w8wprynlj9mvphvy8sd94f,1,38.4,45.8,2025-04-13T00:49:27.467Z,2025-04-13T00:49:30Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5647667287,233,99,5647667249,285,,5647667247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341585,92,1,1,12,40,bu5w8wprynlj9mvphvy8sd94f,0,32.2,45.8,2025-04-13T00:49:29.024Z,2025-04-13T00:49:30Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5647667439,140,49.2,5647667445,213,5.89,5647667437,56,Back,5647667441,141,34.9,5647667443,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341641,93,45,1,12,43,bu5w8wprynlj9mvphvy8sd94f,0,39.1,19.9,2025-04-13T00:49:32.384Z,2025-04-13T03:01:33Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5647667739,56,Back,5647668059,233,101,5647667741,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341685,101,3,1,12,43,87c66ubwpzykovmkaf1t46bis,1,60.9,80.1,2025-04-13T00:49:32.384Z,2025-04-13T03:01:33Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5647667947,286,,5647667945,56,Left,5647668029,233,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800376883,438,1,1,12,44,87c66ubwpzykovmkaf1t46bis,0,60.1,84.7,2025-04-13T00:49:32.392Z,2025-04-13T01:43:24Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5647870347,213,4.58,5647870343,141,76.7,5647870341,140,59.4,5647870345,212,5.5,5647870339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341649,100,8,1,12,45,87c66ubwpzykovmkaf1t46bis,1,60.3,78.7,2025-04-13T00:49:33.866Z,2025-04-13T03:02:32Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5647667753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341721,102,1,1,12,47,87c66ubwpzykovmkaf1t46bis,0,60.3,80.3,2025-04-13T00:49:35.985Z,2025-04-13T03:02:34Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5647668159,56,Center,5647668165,212,8.9,5647668161,140,59.1,5647668163,141,67.3,5647668167,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341797,95,1,1,12,50,bu5w8wprynlj9mvphvy8sd94f,0,37.1,28.6,2025-04-13T00:49:39.097Z,2025-04-13T01:35:10Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5647668609,140,88.1,5647668605,155,,5647668615,213,0.45,5647668613,212,59.5,5647668617,1,,5647668607,56,Center,5647668611,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341939,104,1,1,13,0,87c66ubwpzykovmkaf1t46bis,1,13.8,42.2,2025-04-13T00:49:48.905Z,2025-04-13T00:49:51Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5647669331,141,25.5,5647669327,56,Back,5647669333,212,11.4,5647669335,213,4.80,5647669329,140,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800341981,105,1,1,13,2,87c66ubwpzykovmkaf1t46bis,1,14.5,24.4,2025-04-13T00:49:51.297Z,2025-04-13T00:49:53Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647669571,140,17.1,5647669577,213,5.00,5647669573,141,10.7,5647669575,212,9.7,5647669569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342027,106,1,1,13,5,87c66ubwpzykovmkaf1t46bis,1,40.6,15.3,2025-04-13T00:49:53.802Z,2025-04-13T00:49:56Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5647669791,140,57.9,5647669789,56,Right,5647669797,213,5.97,5647669793,141,6.7,5647669795,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342031,107,61,1,13,7,87c66ubwpzykovmkaf1t46bis,0,57.0,7.4,2025-04-13T00:49:56.026Z,2025-04-13T00:49:56Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5647669825,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342087,96,1,1,13,10,bu5w8wprynlj9mvphvy8sd94f,1,47.3,84.1,2025-04-13T00:49:58.704Z,2025-04-13T00:50:00Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5647670149,140,42.8,5647670147,56,Back,5647670151,141,87.8,5647670153,212,5.4,5647670155,213,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342123,98,1,1,13,12,bu5w8wprynlj9mvphvy8sd94f,1,42.8,87.8,2025-04-13T00:50:00.743Z,2025-04-13T00:50:02Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5647670299,56,Back,5647670305,212,10.3,5647670301,140,48.5,5647670307,213,5.33,5647670303,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342173,100,1,1,13,13,bu5w8wprynlj9mvphvy8sd94f,1,52.6,69.1,2025-04-13T00:50:02.357Z,2025-04-13T00:52:02Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5647678365,56,Back,5647678387,141,77.1,5647678391,212,9.9,5647678397,213,2.56,5647678379,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342183,101,1,1,13,14,bu5w8wprynlj9mvphvy8sd94f,1,43.0,65.4,2025-04-13T00:50:02.520Z,2025-04-13T00:52:13Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5647678995,212,14.7,5647678991,140,51.1,5647678989,56,Center,5647678993,141,47.7,5647678997,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342163,99,1,1,13,15,bu5w8wprynlj9mvphvy8sd94f,1,52.7,62.4,2025-04-13T00:50:03.463Z,2025-04-13T00:52:13Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5647670465,140,43.7,5647670477,213,3.77,5647670473,212,11.6,5647670461,56,Back,5647670469,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342249,102,1,1,13,17,bu5w8wprynlj9mvphvy8sd94f,1,48.4,29.1,2025-04-13T00:50:05.512Z,2025-04-13T00:50:09Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5647670875,213,5.60,5647670863,140,62.9,5647670867,141,10.9,5647670859,56,Right,5647670871,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342259,103,4,1,13,21,bu5w8wprynlj9mvphvy8sd94f,1,61.8,13.8,2025-04-13T00:50:09.640Z,2025-04-13T03:01:14Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5647670947,56,Right,5647670951,265,,5647671161,233,108,5647670953,286,,5647670945,13,,5647670949,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342291,108,4,1,13,21,87c66ubwpzykovmkaf1t46bis,0,38.2,86.2,2025-04-13T00:50:09.641Z,2025-04-13T03:01:15Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5647671139,265,,5647671141,285,,5647671137,152,,5647671131,13,,5647671183,233,103,5647671135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342531,104,1,1,13,43,bu5w8wprynlj9mvphvy8sd94f,1,59.4,11.0,2025-04-13T00:50:31.984Z,2025-04-13T00:50:32Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5647672471,212,19.6,5647672465,56,Back,5647672473,213,2.80,5647672461,5,,5647672467,140,41.8,5647672469,141,20.7,5647672463,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342553,105,1,1,13,44,bu5w8wprynlj9mvphvy8sd94f,1,41.8,20.7,2025-04-13T00:50:32.767Z,2025-04-13T00:50:34Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5647672609,56,Back,5647672615,212,26.7,5647672613,141,58.5,5647672617,213,1.84,5647672611,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342565,106,1,1,13,46,bu5w8wprynlj9mvphvy8sd94f,1,34.7,60.5,2025-04-13T00:50:34.759Z,2025-04-13T00:50:35Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5647672665,141,82.0,5647672669,213,0.92,5647672663,140,45.3,5647672667,212,18.4,5647672661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342587,107,1,1,13,47,bu5w8wprynlj9mvphvy8sd94f,1,45.3,82.0,2025-04-13T00:50:35.663Z,2025-04-13T00:50:37Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5647672749,140,47.8,5647672753,212,10.4,5647672751,141,67.2,5647672747,56,Back,5647672755,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342619,108,1,1,13,48,bu5w8wprynlj9mvphvy8sd94f,1,47.2,69.1,2025-04-13T00:50:37.153Z,2025-04-13T00:50:39Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5647672909,213,2.34,5647672903,140,39.1,5647672907,212,12.2,5647672901,56,Back,5647672905,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342645,109,1,1,13,50,bu5w8wprynlj9mvphvy8sd94f,1,39.2,83.0,2025-04-13T00:50:39.216Z,2025-04-13T00:50:41Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5647673085,213,0.37,5647673081,141,89.4,5647673077,56,Back,5647673083,212,12.0,5647673079,140,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342675,110,1,1,13,52,bu5w8wprynlj9mvphvy8sd94f,1,49.9,89.4,2025-04-13T00:50:41.064Z,2025-04-13T00:50:42Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5647673229,212,15.7,5647673225,140,60.1,5647673231,213,5.47,5647673227,141,72.6,5647673223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342697,111,1,1,13,54,bu5w8wprynlj9mvphvy8sd94f,1,60.1,72.6,2025-04-13T00:50:42.600Z,2025-04-13T00:50:44Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5647673335,56,Left,5647673337,140,73.5,5647673343,213,0.54,5647673341,212,16.4,5647673339,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342707,112,1,1,13,56,bu5w8wprynlj9mvphvy8sd94f,1,74.8,87.1,2025-04-13T00:50:44.680Z,2025-04-13T00:50:46Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5647673381,56,Left,5647673387,212,4.6,5647673389,213,4.05,5647673383,140,72.1,5647673385,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342767,113,1,1,13,57,bu5w8wprynlj9mvphvy8sd94f,1,74.3,85.1,2025-04-13T00:50:46.111Z,2025-04-13T00:50:50Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5647673687,56,Left,5647673699,212,4.3,5647673703,213,1.27,5647673691,140,75.5,5647673695,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342723,109,83,1,13,58,87c66ubwpzykovmkaf1t46bis,0,18.0,12.5,2025-04-13T00:50:46.809Z,2025-04-13T00:50:51Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5647673833,399,bzs1s1yntau3dvzyvn6t7t785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342779,114,1,1,14,1,bu5w8wprynlj9mvphvy8sd94f,1,71.0,89.7,2025-04-13T00:50:50.024Z,2025-04-13T00:50:51Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5647673795,212,8.8,5647673789,140,63.0,5647673797,213,2.84,5647673793,141,93.5,5647673785,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342829,115,1,1,14,3,bu5w8wprynlj9mvphvy8sd94f,1,63.0,93.5,2025-04-13T00:50:51.407Z,2025-04-13T00:50:54Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5647674017,56,Center,5647674025,213,5.42,5647674023,212,22.9,5647674021,141,67.9,5647674015,155,,5647674019,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342845,116,44,1,14,5,bu5w8wprynlj9mvphvy8sd94f,1,76.4,65.0,2025-04-13T00:50:54.256Z,2025-04-13T03:07:42Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5647674097,56,Center,5647674099,286,,5647674123,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342833,110,44,1,14,5,87c66ubwpzykovmkaf1t46bis,0,23.6,35.0,2025-04-13T00:50:54.257Z,2025-04-13T03:07:43Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647674067,285,,5647674065,56,Back,5647674163,233,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342861,117,1,1,14,6,bu5w8wprynlj9mvphvy8sd94f,0,77.1,67.9,2025-04-13T00:50:55.120Z,2025-04-13T00:50:56Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5647674223,212,6.0,5647674221,141,67.6,5647674215,168,,5647674219,140,82.8,5647674213,3,,5647674217,56,Center,5647674225,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342847,111,61,1,14,6,87c66ubwpzykovmkaf1t46bis,1,24.1,36.6,2025-04-13T00:50:55.321Z,2025-04-13T00:50:55Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647674101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342897,112,1,1,14,9,87c66ubwpzykovmkaf1t46bis,1,12.0,31.2,2025-04-13T00:50:57.737Z,2025-04-13T00:50:59Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5647674389,3,,5647674397,212,7.8,5647674393,140,7.7,5647674391,56,Back,5647674395,141,40.6,5647674399,213,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800342927,114,1,1,14,12,87c66ubwpzykovmkaf1t46bis,1,7.7,40.6,2025-04-13T00:51:00.801Z,2025-04-13T00:51:07Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5647674563,287,,5647674545,140,33.9,5647674547,141,87.8,5647674549,212,42.3,5647674543,56,Back,5647674551,213,0.86,5647674905,1,,5647674541,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343041,115,1,1,14,18,87c66ubwpzykovmkaf1t46bis,1,49.1,94.2,2025-04-13T00:51:07.050Z,2025-04-13T00:51:14Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5647675245,56,Back,5647675251,212,7.7,5647675249,141,83.0,5647675247,140,48.1,5647675253,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343099,116,1,1,14,25,87c66ubwpzykovmkaf1t46bis,1,45.3,74.4,2025-04-13T00:51:14.146Z,2025-04-13T00:51:17Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5647675571,140,34.6,5647675577,213,3.18,5647675573,141,73.8,5647675575,212,11.2,5647675569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343121,117,1,1,14,29,87c66ubwpzykovmkaf1t46bis,1,34.6,73.8,2025-04-13T00:51:17.497Z,2025-04-13T00:51:19Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5647675691,56,Back,5647675699,213,4.84,5647675693,140,38.6,5647675697,212,32.7,5647675695,141,26.1,5647675701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343147,118,1,1,14,30,87c66ubwpzykovmkaf1t46bis,1,38.6,26.1,2025-04-13T00:51:19.218Z,2025-04-13T00:51:22Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647675849,141,6.4,5647675847,140,43.0,5647675851,212,14.2,5647675845,56,Back,5647675855,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343191,119,1,1,14,33,87c66ubwpzykovmkaf1t46bis,1,41.8,8.2,2025-04-13T00:51:21.889Z,2025-04-13T00:51:25Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5647676175,141,40.0,5647676179,213,2.19,5647676177,212,26.6,5647676173,140,27.0,5647676171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343227,120,1,1,14,36,87c66ubwpzykovmkaf1t46bis,1,27.5,40.0,2025-04-13T00:51:24.953Z,2025-04-13T00:51:27Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5647676387,56,Back,5647676395,213,0.62,5647676393,212,16.1,5647676389,140,40.0,5647676391,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343281,121,1,1,14,39,87c66ubwpzykovmkaf1t46bis,1,39.8,55.8,2025-04-13T00:51:27.418Z,2025-04-13T00:51:31Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5647676675,141,80.5,5647676679,213,1.68,5647676677,212,16.9,5647676673,140,38.0,5647676671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343397,122,1,1,14,42,87c66ubwpzykovmkaf1t46bis,1,38.9,83.2,2025-04-13T00:51:31.017Z,2025-04-13T00:51:39Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5647677315,140,66.0,5647677321,213,0.29,5647677319,212,29.7,5647677317,141,95.7,5647677313,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343399,123,4,1,14,50,87c66ubwpzykovmkaf1t46bis,1,67.0,96.3,2025-04-13T00:51:39.273Z,2025-04-13T03:01:15Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5647677355,13,,5647677573,233,118,5647677357,56,Left,5647677363,286,,5647677361,265,,5647677359,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343415,118,4,1,14,50,bu5w8wprynlj9mvphvy8sd94f,0,33.0,3.7,2025-04-13T00:51:39.274Z,2025-04-13T03:01:15Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5647677563,265,,5647677561,152,,5647677565,285,,5647677581,233,123,5647677559,56,Back,5647677557,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800343927,125,1,1,15,34,87c66ubwpzykovmkaf1t46bis,1,62.8,95.9,2025-04-13T00:52:22.410Z,2025-04-13T00:52:32Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5647680151,152,,5647680169,141,76.1,5647680171,212,13.6,5647680159,56,Center,5647680173,213,4.55,5647680133,5,,5647680167,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
