id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2823746307,188,1,1,18,2,b5l2e3csycjb8twvq9ek0j5gq,1,41.1,14.3,2025-06-22T00:27:02.443Z,2025-06-22T00:27:05Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777324659,212,6.3,5777324661,213,3.86,5777324655,140,36.6,5777324657,141,8.2,5777324653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746333,189,1,1,18,5,b5l2e3csycjb8twvq9ek0j5gq,1,36.6,8.2,2025-06-22T00:27:05.203Z,2025-06-22T00:27:09Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777324819,1,,5777324809,56,Back,5777324811,140,12.8,5777324817,213,2.29,5777324815,212,37.7,5777324813,141,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746357,190,1,1,18,8,b5l2e3csycjb8twvq9ek0j5gq,1,13.9,49.5,2025-06-22T00:27:08.595Z,2025-06-22T00:27:12Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5777324965,212,26.0,5777324967,213,5.40,5777324961,140,29.7,5777324959,56,Back,5777324963,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746377,192,1,1,18,12,b5l2e3csycjb8twvq9ek0j5gq,1,29.7,20.0,2025-06-22T00:27:12.577Z,2025-06-22T00:27:14Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777325049,212,7.3,5777325051,213,0.59,5777325045,140,35.5,5777325047,141,26.0,5777325043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746381,193,1,1,18,13,b5l2e3csycjb8twvq9ek0j5gq,1,35.5,26.0,2025-06-22T00:27:13.643Z,2025-06-22T00:27:15Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777325085,156,,5777325079,212,17.5,5777325077,141,19.2,5777325081,213,3.41,5777325075,140,19.4,5777325073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746425,194,1,1,18,15,b5l2e3csycjb8twvq9ek0j5gq,1,23.4,20.7,2025-06-22T00:27:15.339Z,2025-06-22T00:27:20Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777325311,213,2.25,5777325305,140,8.1,5777325309,212,25.5,5777325307,141,49.9,5777325303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746441,195,1,1,18,20,b5l2e3csycjb8twvq9ek0j5gq,1,9.4,61.4,2025-06-22T00:27:20.123Z,2025-06-22T00:27:23Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5777325403,155,,5777325413,213,0.54,5777325411,212,39.1,5777325405,56,Back,5777325407,140,41.3,5777325415,1,,5777325409,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746455,196,1,1,18,22,b5l2e3csycjb8twvq9ek0j5gq,1,41.3,91.1,2025-06-22T00:27:22.707Z,2025-06-22T00:27:24Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,5777325453,141,82.8,5777325449,56,Back,5777325455,212,7.3,5777325451,140,45.7,5777325457,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746461,197,1,1,18,24,b5l2e3csycjb8twvq9ek0j5gq,1,45.7,82.8,2025-06-22T00:27:24.011Z,2025-06-22T00:27:25Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5777325489,56,Back,5777325497,213,2.40,5777325491,140,41.0,5777325495,212,6.7,5777325493,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746501,198,1,1,18,24,b5l2e3csycjb8twvq9ek0j5gq,0,41.0,89.4,2025-06-22T00:27:24.756Z,2025-06-22T00:27:30Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,5777325761,212,31.5,5777325763,213,0.05,5777325757,140,71.0,5777325759,141,91.5,5777325755,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746523,180,1,1,18,32,c9xffml4i7ihblp1qhus9w3fu,1,8.8,12.6,2025-06-22T00:27:32.804Z,2025-06-22T00:27:35Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777325873,56,Back,5777325879,212,21.4,5777325877,141,43.7,5777325881,213,1.72,5777325875,140,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746543,181,1,1,18,35,c9xffml4i7ihblp1qhus9w3fu,1,4.7,44.8,2025-06-22T00:27:35.421Z,2025-06-22T00:27:40Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,5777325989,56,Back,5777325999,1,,5777325993,141,89.6,5777325995,212,33.0,5777325997,213,1.17,5777325991,140,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746553,182,1,1,18,40,c9xffml4i7ihblp1qhus9w3fu,0,16.8,93.9,2025-06-22T00:27:40.428Z,2025-06-22T00:27:43Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777326031,155,,5777326039,212,27.9,5777326037,141,98.6,5777326035,140,43.2,5777326041,213,0.11,5777326033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746551,199,61,1,18,42,b5l2e3csycjb8twvq9ek0j5gq,0,59.7,10.7,2025-06-22T00:27:42.363Z,2025-06-22T00:27:42Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777326029,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746595,183,5,1,18,43,c9xffml4i7ihblp1qhus9w3fu,1,42.0,101.8,2025-06-22T00:27:43.115Z,2025-06-22T01:09:55Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777326283,233,200,5777326279,56,Back,5777326281,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746565,200,5,1,18,43,b5l2e3csycjb8twvq9ek0j5gq,0,58.0,-1.8,2025-06-22T00:27:43.115Z,2025-06-22T00:27:51Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777326103,56,Right,5777326105,347,,5777326291,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746719,184,1,1,19,12,c9xffml4i7ihblp1qhus9w3fu,1,41.2,100.0,2025-06-22T00:28:12.172Z,2025-06-22T00:28:14Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777327035,141,77.6,5777327025,107,,5777327043,213,4.86,5777327031,140,43.5,5777327039,212,16.4,5777327027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746755,185,1,1,19,14,c9xffml4i7ihblp1qhus9w3fu,1,43.7,67.6,2025-06-22T00:28:14.732Z,2025-06-22T00:28:18Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,5777327173,140,53.3,5777327179,213,4.99,5777327171,56,Right,5777327177,212,36.6,5777327181,1,,5777327175,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746771,186,1,1,19,18,c9xffml4i7ihblp1qhus9w3fu,1,53.3,15.8,2025-06-22T00:28:18.300Z,2025-06-22T00:28:22Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,5777327285,56,Back,5777327293,213,2.86,5777327287,140,31.9,5777327289,141,25.3,5777327291,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746787,187,1,1,19,22,c9xffml4i7ihblp1qhus9w3fu,1,30.5,40.7,2025-06-22T00:28:22.859Z,2025-06-22T00:28:25Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777327373,212,17.8,5777327367,56,Back,5777327371,141,66.6,5777327375,213,1.71,5777327369,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746797,188,1,1,19,25,c9xffml4i7ihblp1qhus9w3fu,1,26.8,64.6,2025-06-22T00:28:25.748Z,2025-06-22T00:28:29Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777327461,212,16.7,5777327455,56,Back,5777327457,140,31.5,5777327463,213,1.27,5777327459,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746809,189,1,1,19,29,c9xffml4i7ihblp1qhus9w3fu,0,30.9,93.3,2025-06-22T00:28:29.307Z,2025-06-22T00:28:32Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,5777327519,141,91.2,5777327515,56,Left,5777327525,1,,5777327517,140,63.6,5777327521,212,34.4,5777327523,213,6.24,5777327513,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746811,201,44,1,19,30,b5l2e3csycjb8twvq9ek0j5gq,1,34.6,12.4,2025-06-22T00:28:30.691Z,2025-06-22T00:56:11Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5777327531,285,,5777327529,56,Back,5777327591,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746813,190,44,1,19,30,c9xffml4i7ihblp1qhus9w3fu,0,65.4,87.6,2025-06-22T00:28:30.692Z,2025-06-22T00:56:12Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,5777327533,56,Left,5777327599,233,201,5777327535,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746815,202,12,1,19,31,b5l2e3csycjb8twvq9ek0j5gq,1,31.8,17.2,2025-06-22T00:28:30.979Z,2025-06-22T00:28:41Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5777327539,140,38.6,5777327553,15,,5777327543,212,7.2,5777327537,56,Back,5777327545,213,6.15,5777327541,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746841,191,1,1,19,35,c9xffml4i7ihblp1qhus9w3fu,1,65.3,93.3,2025-06-22T00:28:34.996Z,2025-06-22T00:28:38Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,5777327763,212,6.6,5777327759,140,59.0,5777327765,213,3.23,5777327761,141,92.4,5777327757,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746875,192,1,1,19,38,c9xffml4i7ihblp1qhus9w3fu,1,55.9,75.6,2025-06-22T00:28:38.172Z,2025-06-22T00:28:43Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777327933,1,,5777327923,56,Back,5777327927,141,40.4,5777327931,213,3.85,5777327925,140,29.4,5777327929,212,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746901,193,1,1,19,44,c9xffml4i7ihblp1qhus9w3fu,1,33.9,32.8,2025-06-22T00:28:44.764Z,2025-06-22T00:28:47Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777328089,213,6.14,5777328083,140,56.8,5777328087,212,24.3,5777328081,56,Center,5777328085,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746953,194,1,1,19,47,c9xffml4i7ihblp1qhus9w3fu,1,56.8,25.3,2025-06-22T00:28:47.507Z,2025-06-22T00:29:03Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,1.0,5777328327,140,53.0,5777328331,212,5.7,5777328325,56,Right,5777328333,213,3.93,5777328705,210,13,5777328329,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746911,203,83,1,19,47,b5l2e3csycjb8twvq9ek0j5gq,0,38.4,78.7,2025-06-22T00:28:47.685Z,2025-06-22T00:29:04Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777328551,399,272w5ezobn1o53b3yxnbgjckq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746957,195,13,1,19,54,c9xffml4i7ihblp1qhus9w3fu,1,77.5,40.5,2025-06-22T00:28:54.348Z,2025-06-22T01:00:38Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,5777328347,18,,5777328763,231,48.9,5777328345,22,,5777328757,103,4.2,5777328755,102,57.0,5777328749,29,,5777328759,215,,5777328747,83,,5777328761,230,5777328349,56,Center,100,5777328751,55,194,5777328525,72,,,,,,,,,,,,,,,,,,,,,
2823746977,196,5,1,19,55,c9xffml4i7ihblp1qhus9w3fu,0,101.4,59.2,2025-06-22T00:28:55.899Z,2025-06-22T01:09:55Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,5777328515,346,,5777328513,56,Center,5777328675,233,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823746987,204,5,1,19,55,b5l2e3csycjb8twvq9ek0j5gq,1,-1.4,40.8,2025-06-22T00:28:55.899Z,2025-06-22T00:29:04Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777328607,346,,5777328617,233,196,5777328605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747183,205,1,1,20,26,b5l2e3csycjb8twvq9ek0j5gq,1,3.8,49.9,2025-06-22T00:29:26.475Z,2025-06-22T00:29:31Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5777330005,237,,5777329993,56,Back,5777330001,213,4.98,5777329991,124,,5777329999,212,20.8,5777329997,141,20.4,5777329995,140,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747205,206,1,1,20,30,b5l2e3csycjb8twvq9ek0j5gq,1,9.0,20.4,2025-06-22T00:29:30.883Z,2025-06-22T00:29:34Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5777330143,140,24.1,5777330147,212,17.7,5777330141,56,Back,5777330145,141,8.9,5777330149,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747251,207,1,1,20,34,b5l2e3csycjb8twvq9ek0j5gq,1,25.4,8.5,2025-06-22T00:29:34.131Z,2025-06-22T00:29:39Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777330373,213,1.01,5777330363,155,,5777330365,56,Back,5777330367,140,35.6,5777330369,141,33.6,5777330371,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747257,208,61,1,20,39,b5l2e3csycjb8twvq9ek0j5gq,1,40.9,17.9,2025-06-22T00:29:39.288Z,2025-06-22T00:29:40Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5777330393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747271,209,44,1,20,40,b5l2e3csycjb8twvq9ek0j5gq,1,35.7,17.0,2025-06-22T00:29:40.228Z,2025-06-22T00:56:12Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777330467,233,197,5777330457,285,,5777330455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747265,197,44,1,20,40,c9xffml4i7ihblp1qhus9w3fu,0,64.3,83.0,2025-06-22T00:29:40.229Z,2025-06-22T00:56:12Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777330423,56,Left,5777330425,286,,5777330515,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747291,210,1,1,20,40,b5l2e3csycjb8twvq9ek0j5gq,0,37.2,21.0,2025-06-22T00:29:40.819Z,2025-06-22T00:29:42Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777330545,212,7.3,5777330547,213,1.35,5777330541,140,38.7,5777330543,141,31.5,5777330537,3,,5777330539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747289,198,3,1,20,41,c9xffml4i7ihblp1qhus9w3fu,1,62.2,73.2,2025-06-22T00:29:41.284Z,2025-06-22T00:56:05Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777330533,286,,5777330565,233,211,5777330531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747295,211,45,1,20,41,b5l2e3csycjb8twvq9ek0j5gq,0,37.8,26.8,2025-06-22T00:29:41.284Z,2025-06-22T00:56:05Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777330563,285,,5777330587,233,198,5777330561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747311,212,83,1,20,45,b5l2e3csycjb8twvq9ek0j5gq,0,34.9,54.6,2025-06-22T00:29:45.389Z,2025-06-22T01:03:26Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5777330917,399,9etod4kwf9f5ye7jzc5ez0e3u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747343,200,1,1,20,48,c9xffml4i7ihblp1qhus9w3fu,1,68.5,38.8,2025-06-22T00:29:48.052Z,2025-06-22T00:29:51Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777330889,56,Right,5777330893,141,10.0,5777330895,212,20.2,5777330891,140,63.6,5777330897,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747361,201,1,1,20,51,c9xffml4i7ihblp1qhus9w3fu,1,74.3,12.6,2025-06-22T00:29:51.420Z,2025-06-22T00:29:54Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,5777331003,140,85.0,5777331001,56,Right,5777331007,212,12.1,5777331005,141,5.8,5777331009,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747365,202,1,1,20,54,c9xffml4i7ihblp1qhus9w3fu,0,85.1,12.0,2025-06-22T00:29:54.860Z,2025-06-22T00:29:58Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,5777331129,233,213,5777331023,212,8.7,5777331025,213,1.63,5777331017,56,Center,5777331021,141,24.7,5777331127,236,,5777331019,140,84.6,5777331133,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747381,213,74,1,20,54,b5l2e3csycjb8twvq9ek0j5gq,1,16.7,75.2,2025-06-22T00:29:54.861Z,2025-06-22T01:03:28Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777331125,285,,5777331135,233,202,5777331123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747413,203,5,1,20,57,c9xffml4i7ihblp1qhus9w3fu,1,80.4,-0.8,2025-06-22T00:29:57.637Z,2025-06-22T01:09:56Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,5777331353,56,Right,5777331433,233,214,5777331355,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747383,214,5,1,20,57,b5l2e3csycjb8twvq9ek0j5gq,0,19.6,100.8,2025-06-22T00:29:57.637Z,2025-06-22T01:09:56Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777331141,347,,5777331441,233,203,5777331139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747417,204,43,1,21,3,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-22T00:30:03.212Z,2025-06-22T01:08:48Z,,,,5777331381,344,0,5777422247,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823763443,378,1,1,21,10,c9xffml4i7ihblp1qhus9w3fu,1,77.8,0.0,2025-06-22T00:30:09.953Z,2025-06-22T01:08:30Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,5777421703,107,,5777421219,213,2.53,5777421217,212,14.3,5777421211,56,Right,5777421215,141,10.0,5777421213,140,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823763477,379,1,1,21,12,c9xffml4i7ihblp1qhus9w3fu,0,68.7,11.3,2025-06-22T00:30:11.953Z,2025-06-22T01:08:31Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,5777421395,212,15.4,5777421397,213,5.70,5777421391,140,80.9,5777421393,141,0.0,5777421387,155,,5777421389,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747603,205,5,1,21,14,c9xffml4i7ihblp1qhus9w3fu,0,74.3,-1.4,2025-06-22T00:30:13.979Z,2025-06-22T01:09:57Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,5777332563,56,Right,5777419393,233,216,5777332565,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747509,216,5,1,21,14,b5l2e3csycjb8twvq9ek0j5gq,1,25.7,101.4,2025-06-22T00:30:13.979Z,2025-06-22T01:09:56Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777419389,233,205,5777331893,56,Back,5777331895,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747441,215,43,1,21,25,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T00:30:25.099Z,2025-06-22T01:08:47Z,,,,5777422229,144,79,5777331505,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747661,217,1,1,21,41,b5l2e3csycjb8twvq9ek0j5gq,1,23.1,100.0,2025-06-22T00:30:40.995Z,2025-06-22T00:30:44Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777332901,212,28.2,5777332899,141,80.6,5777332905,1,,5777332903,213,5.76,5777332895,56,Back,5777332897,140,46.3,5777332893,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747665,218,44,1,21,44,b5l2e3csycjb8twvq9ek0j5gq,1,44.2,80.6,2025-06-22T00:30:44.203Z,2025-06-22T00:56:13Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5777332941,233,206,5777332913,56,Back,5777332915,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747669,206,44,1,21,44,c9xffml4i7ihblp1qhus9w3fu,0,55.8,19.4,2025-06-22T00:30:44.204Z,2025-06-22T00:56:13Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777332957,233,218,5777332921,286,,5777332919,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747677,219,1,1,21,44,b5l2e3csycjb8twvq9ek0j5gq,1,46.3,80.6,2025-06-22T00:30:44.395Z,2025-06-22T00:30:47Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5777332989,141,80.2,5777332985,56,Back,5777332981,3,,5777332993,213,6.18,5777332987,140,48.9,5777332983,168,,5777332991,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747679,220,1,1,21,45,b5l2e3csycjb8twvq9ek0j5gq,1,48.9,80.2,2025-06-22T00:30:45.859Z,2025-06-22T00:30:47Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777332999,140,48.1,5777333001,141,91.1,5777333005,213,1.68,5777333003,212,7.5,5777332997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747683,221,1,1,21,46,b5l2e3csycjb8twvq9ek0j5gq,1,48.1,91.1,2025-06-22T00:30:46.388Z,2025-06-22T00:30:48Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5777333013,141,81.8,5777333011,140,45.2,5777333017,213,4.26,5777333015,212,7.0,5777333009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747701,222,1,1,21,48,b5l2e3csycjb8twvq9ek0j5gq,1,45.9,83.1,2025-06-22T00:30:48.003Z,2025-06-22T00:30:50Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5777333109,140,55.5,5777333115,213,0.66,5777333107,56,Left,5777333111,141,94.5,5777333113,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747721,223,1,1,21,50,b5l2e3csycjb8twvq9ek0j5gq,0,56.2,94.5,2025-06-22T00:30:50.195Z,2025-06-22T00:30:53Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5777333193,140,50.9,5777333195,141,100.0,5777333197,212,7.4,5777333199,213,2.42,5777333191,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747739,207,5,1,21,53,c9xffml4i7ihblp1qhus9w3fu,1,48.7,-1.6,2025-06-22T00:30:53.114Z,2025-06-22T01:09:57Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,5777333275,56,Back,5777333277,347,,5777333279,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747725,224,5,1,21,53,b5l2e3csycjb8twvq9ek0j5gq,0,51.3,101.6,2025-06-22T00:30:53.114Z,2025-06-22T00:30:58Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5777333285,233,207,5777333215,56,Left,5777333217,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747829,208,1,1,22,11,c9xffml4i7ihblp1qhus9w3fu,1,55.2,0.0,2025-06-22T00:31:10.955Z,2025-06-22T00:31:14Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,5777333839,140,67.7,5777333835,107,,5777333843,212,14.1,5777333837,56,Right,5777333845,213,0.38,5777333841,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823747831,209,50,1,22,14,c9xffml4i7ihblp1qhus9w3fu,1,67.4,14.1,2025-06-22T00:31:14.186Z,2025-06-22T00:55:59Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,5777333855,286,,5777333905,233,225,5777333853,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
