id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2785788681,122,1,1,16,7,ck22dnk93ng8ax7wonlff7yms,0,33.8,21.9,2025-03-09T00:22:32.259Z,2025-03-09T00:22:36Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5567758679,168,,5567758583,140,41.0,5567758579,3,,5567758581,56,Back,5567758585,141,26.2,5567758587,212,8.1,5567758589,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788703,154,1,1,16,9,2n3wgr89m7jl8tmioemit2pgq,1,62.0,79.7,2025-03-09T00:22:34.095Z,2025-03-09T00:22:36Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567758695,140,46.6,5567758701,213,2.94,5567758699,212,16.5,5567758697,141,84.5,5567758693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788721,155,1,1,16,11,2n3wgr89m7jl8tmioemit2pgq,1,46.6,84.5,2025-03-09T00:22:36.639Z,2025-03-09T00:22:39Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5567758783,213,3.65,5567758775,56,Back,5567758781,212,18.4,5567758779,141,71.2,5567758777,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788745,156,1,1,16,15,2n3wgr89m7jl8tmioemit2pgq,1,30.6,71.1,2025-03-09T00:22:39.767Z,2025-03-09T00:22:43Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567758907,56,Back,5567758909,140,34.3,5567758919,213,4.88,5567758917,212,23.9,5567758913,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788759,157,1,1,16,19,2n3wgr89m7jl8tmioemit2pgq,1,39.2,34.5,2025-03-09T00:22:43.791Z,2025-03-09T00:22:45Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567758983,213,1.75,5567758981,212,19.2,5567758975,56,Back,5567758979,141,62.3,5567758977,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788767,158,1,1,16,20,2n3wgr89m7jl8tmioemit2pgq,1,36.0,62.3,2025-03-09T00:22:45.431Z,2025-03-09T00:22:48Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567759049,141,80.6,5567759047,140,38.9,5567759045,56,Back,5567759053,213,1.33,5567759051,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788789,159,1,1,16,23,2n3wgr89m7jl8tmioemit2pgq,1,39.7,82.6,2025-03-09T00:22:48.184Z,2025-03-09T00:22:51Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5567759125,56,Back,5567759131,212,17.4,5567759129,141,57.9,5567759127,140,35.4,5567759133,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788801,160,1,1,16,26,2n3wgr89m7jl8tmioemit2pgq,1,35.4,57.9,2025-03-09T00:22:51.183Z,2025-03-09T00:22:54Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567759187,212,21.7,5567759179,56,Back,5567759181,140,17.5,5567759183,141,41.9,5567759191,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788809,161,1,1,16,29,2n3wgr89m7jl8tmioemit2pgq,1,16.5,41.9,2025-03-09T00:22:53.911Z,2025-03-09T00:22:56Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5567759239,141,19.4,5567759237,140,26.1,5567759235,56,Back,5567759243,213,5.29,5567759241,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788829,162,1,1,16,34,2n3wgr89m7jl8tmioemit2pgq,0,28.8,16.7,2025-03-09T00:22:58.758Z,2025-03-09T00:23:00Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567759333,141,14.3,5567759331,140,63.9,5567759327,157,,5567759329,56,Right,5567759339,1,,5567759337,213,6.24,5567759335,212,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788849,123,1,1,16,38,ck22dnk93ng8ax7wonlff7yms,1,29.7,87.4,2025-03-09T00:23:03.133Z,2025-03-09T00:23:04Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5567759451,213,5.67,5567759443,56,Back,5567759445,140,40.4,5567759447,141,75.7,5567759449,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788859,125,1,1,16,39,ck22dnk93ng8ax7wonlff7yms,1,40.0,74.7,2025-03-09T00:23:04.554Z,2025-03-09T00:23:06Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5567759493,140,44.8,5567759491,56,Back,5567759495,141,88.6,5567759499,213,1.08,5567759497,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788871,126,1,1,16,41,ck22dnk93ng8ax7wonlff7yms,1,44.4,88.7,2025-03-09T00:23:06.359Z,2025-03-09T00:23:08Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5567759573,213,3.95,5567759563,140,37.3,5567759561,56,Back,5567759565,141,77.2,5567759569,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788891,127,1,1,16,43,ck22dnk93ng8ax7wonlff7yms,1,37.2,77.2,2025-03-09T00:23:07.955Z,2025-03-09T00:23:12Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5567759699,213,1.60,5567759697,212,8.5,5567759695,141,89.7,5567759691,56,Back,5567759693,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788917,128,1,1,16,47,ck22dnk93ng8ax7wonlff7yms,1,32.9,86.3,2025-03-09T00:23:12.674Z,2025-03-09T00:23:18Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567759885,212,22.2,5567759887,213,4.16,5567759879,56,Back,5567759881,140,21.9,5567759883,141,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788925,129,1,1,16,53,ck22dnk93ng8ax7wonlff7yms,1,22.0,52.8,2025-03-09T00:23:18.547Z,2025-03-09T00:23:20Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5567759939,141,30.3,5567759945,213,4.86,5567759935,140,24.1,5567759931,56,Back,5567759943,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788953,130,1,1,16,55,ck22dnk93ng8ax7wonlff7yms,1,25.4,27.9,2025-03-09T00:23:20.698Z,2025-03-09T00:23:25Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5567760091,56,Back,5567760099,213,5.44,5567760093,140,34.5,5567760097,212,14.3,5567760095,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788975,131,1,1,17,0,ck22dnk93ng8ax7wonlff7yms,1,40.6,11.4,2025-03-09T00:23:24.886Z,2025-03-09T00:23:28Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5567760221,213,1.56,5567760219,212,7.8,5567760217,141,22.8,5567760213,56,Back,5567760215,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785788995,132,1,1,17,3,ck22dnk93ng8ax7wonlff7yms,1,54.5,31.0,2025-03-09T00:23:28.023Z,2025-03-09T00:23:31Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5567760335,213,0.97,5567760331,141,52.8,5567760327,56,Center,5567760329,140,64.1,5567760333,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789043,133,1,1,17,6,ck22dnk93ng8ax7wonlff7yms,1,68.6,58.8,2025-03-09T00:23:31.138Z,2025-03-09T00:23:37Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5567760565,212,22.0,5567760559,56,Left,5567760567,213,1.01,5567760561,140,79.8,5567760563,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789063,134,1,1,17,12,ck22dnk93ng8ax7wonlff7yms,0,84.2,82.6,2025-03-09T00:23:36.938Z,2025-03-09T00:23:39Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567760681,56,Center,5567760677,2,,5567760679,155,,5567760689,213,5.09,5567760687,212,24.5,5567760685,141,49.1,5567760683,140,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789083,163,12,1,17,14,2n3wgr89m7jl8tmioemit2pgq,1,11.6,56.1,2025-03-09T00:23:39.302Z,2025-03-09T02:12:27Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567760769,140,0.0,5567760767,56,Back,5567760771,141,72.4,5567760775,213,2.40,5567760773,212,16.5,5567760803,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789079,135,6,1,17,15,ck22dnk93ng8ax7wonlff7yms,1,97.4,34.5,2025-03-09T00:23:40.217Z,2025-03-09T02:17:27Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567760925,233,164,5567760853,75,,5567760851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789105,164,6,1,17,15,2n3wgr89m7jl8tmioemit2pgq,0,2.6,65.5,2025-03-09T00:23:40.217Z,2025-03-09T02:17:28Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567760939,233,135,5567760919,73,,5567760917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789669,136,1,1,19,6,ck22dnk93ng8ax7wonlff7yms,1,99.5,0.5,2025-03-09T00:25:31.503Z,2025-03-09T00:25:48Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567764183,140,89.0,5567764181,56,Center,5567764175,6,,5567764185,141,26.1,5567764189,213,2.14,5567764187,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789681,137,1,1,19,11,ck22dnk93ng8ax7wonlff7yms,1,88.9,21.3,2025-03-09T00:25:35.991Z,2025-03-09T00:25:39Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5567764241,140,82.5,5567764239,56,Right,5567764249,213,4.10,5567764247,212,11.7,5567764243,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789699,138,1,1,19,14,ck22dnk93ng8ax7wonlff7yms,1,79.8,8.2,2025-03-09T00:25:38.888Z,2025-03-09T00:25:40Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567764351,56,Center,5567764357,212,15.0,5567764359,213,2.04,5567764353,140,73.3,5567764355,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789715,139,1,1,19,15,ck22dnk93ng8ax7wonlff7yms,1,72.6,28.8,2025-03-09T00:25:40.527Z,2025-03-09T00:25:43Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5567764437,212,16.4,5567764439,213,5.57,5567764433,140,84.4,5567764435,141,13.1,5567764431,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789719,140,1,1,19,18,ck22dnk93ng8ax7wonlff7yms,0,88.0,12.5,2025-03-09T00:25:42.848Z,2025-03-09T00:25:44Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5567764459,141,35.5,5567764457,140,92.0,5567764463,213,1.31,5567764455,56,Center,5567764451,2,,5567764461,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789755,165,12,1,19,20,2n3wgr89m7jl8tmioemit2pgq,1,10.8,72.1,2025-03-09T00:25:45.502Z,2025-03-09T00:25:47Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567764615,140,5.5,5567764621,213,4.25,5567764613,56,Back,5567764619,212,12.6,5567764617,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789821,167,1,1,19,28,2n3wgr89m7jl8tmioemit2pgq,1,14.9,46.0,2025-03-09T00:25:52.781Z,2025-03-09T00:26:00Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5567764973,213,1.70,5567764971,212,15.6,5567764965,56,Back,5567764963,123,,5567764969,141,68.8,5567764967,140,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789847,168,1,1,19,35,2n3wgr89m7jl8tmioemit2pgq,1,25.7,71.8,2025-03-09T00:26:00.372Z,2025-03-09T00:26:06Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567765113,141,57.8,5567765109,56,Back,5567765111,140,31.2,5567765115,212,11.1,5567765117,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789869,169,1,1,19,41,2n3wgr89m7jl8tmioemit2pgq,1,31.3,57.6,2025-03-09T00:26:06.597Z,2025-03-09T00:26:11Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5567765285,56,Back,5567765289,141,31.3,5567765291,212,17.9,5567765287,140,32.7,5567765293,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789887,170,1,1,19,46,2n3wgr89m7jl8tmioemit2pgq,0,38.6,25.0,2025-03-09T00:26:11.645Z,2025-03-09T00:26:14Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567765399,56,Right,5567765405,212,17.1,5567765407,213,6.09,5567765403,141,20.1,5567765401,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789909,142,1,1,19,52,ck22dnk93ng8ax7wonlff7yms,1,33.4,77.3,2025-03-09T00:26:16.767Z,2025-03-09T00:26:18Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5567765541,213,5.08,5567765531,56,Back,5567765535,140,37.4,5567765539,212,11.8,5567765537,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789915,143,1,1,19,53,ck22dnk93ng8ax7wonlff7yms,1,37.2,61.5,2025-03-09T00:26:18.103Z,2025-03-09T00:26:20Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5567765583,212,11.6,5567765585,213,5.26,5567765581,141,46.9,5567765579,140,43.0,5567765577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785789991,144,1,1,19,55,ck22dnk93ng8ax7wonlff7yms,1,43.0,46.9,2025-03-09T00:26:20.057Z,2025-03-09T00:26:35Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5567766057,1,,5567766051,212,46.9,5567766049,141,15.3,5567766047,140,82.7,5567766045,56,Right,5567766053,213,5.81,5567766041,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790013,145,1,1,20,10,ck22dnk93ng8ax7wonlff7yms,1,72.4,30.7,2025-03-09T00:26:35.240Z,2025-03-09T00:26:39Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5567766201,212,14.1,5567766195,56,Center,5567766203,213,0.51,5567766199,141,40.9,5567766193,155,,5567766197,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790017,146,61,1,20,14,ck22dnk93ng8ax7wonlff7yms,1,84.3,41.0,2025-03-09T00:26:39.217Z,2025-03-09T03:01:40Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5567766211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790063,172,1,1,20,22,2n3wgr89m7jl8tmioemit2pgq,1,10.6,54.3,2025-03-09T00:26:47.254Z,2025-03-09T00:26:53Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5567766473,141,30.3,5567766471,140,17.8,5567766469,56,Back,5567766467,123,,5567766477,213,5.15,5567766475,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790091,173,1,1,20,28,2n3wgr89m7jl8tmioemit2pgq,1,27.7,28.0,2025-03-09T00:26:52.885Z,2025-03-09T00:26:57Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567766599,213,1.61,5567766597,212,21.2,5567766593,140,27.0,5567766595,141,59.1,5567766591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790109,174,1,1,20,32,2n3wgr89m7jl8tmioemit2pgq,1,26.9,63.9,2025-03-09T00:26:57.181Z,2025-03-09T00:27:01Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567766695,213,3.95,5567766691,141,44.5,5567766693,212,18.2,5567766687,56,Back,5567766689,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790129,175,1,1,20,36,2n3wgr89m7jl8tmioemit2pgq,1,15.0,45.1,2025-03-09T00:27:01.229Z,2025-03-09T00:27:04Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5567766773,212,15.9,5567766777,213,5.16,5567766771,141,24.0,5567766769,140,21.6,5567766767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790149,176,1,1,20,39,2n3wgr89m7jl8tmioemit2pgq,1,21.6,24.0,2025-03-09T00:27:04.197Z,2025-03-09T00:27:06Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567766883,140,23.6,5567766887,212,8.9,5567766889,213,4.95,5567766885,141,11.3,5567766881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790183,177,1,1,20,41,2n3wgr89m7jl8tmioemit2pgq,1,24.8,10.6,2025-03-09T00:27:06.414Z,2025-03-09T00:27:12Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5567767041,212,29.4,5567767039,141,6.4,5567767037,140,52.7,5567767043,213,6.19,5567767035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790187,178,1,1,20,46,2n3wgr89m7jl8tmioemit2pgq,0,52.7,6.4,2025-03-09T00:27:11.606Z,2025-03-09T00:27:13Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5567767085,286,,5567767059,213,0.00,5567767057,212,3.5,5567767053,140,56.0,5567767055,141,6.4,5567767079,236,,5567767051,56,Right,5567767081,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790179,148,74,1,20,46,ck22dnk93ng8ax7wonlff7yms,1,39.9,94.5,2025-03-09T00:27:11.607Z,2025-03-09T00:27:13Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567767097,233,178,5567767027,56,Back,5567767029,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790193,149,5,1,20,47,ck22dnk93ng8ax7wonlff7yms,0,42.0,101.4,2025-03-09T00:27:12.654Z,2025-03-09T02:16:56Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5567767133,233,179,5567767089,347,,5567767087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790199,179,5,1,20,47,2n3wgr89m7jl8tmioemit2pgq,1,58.0,-1.4,2025-03-09T00:27:12.654Z,2025-03-09T02:16:56Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5567767103,56,Right,5567767105,347,,5567767121,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790207,180,1,1,20,50,2n3wgr89m7jl8tmioemit2pgq,1,54.0,0.0,2025-03-09T00:27:15.445Z,2025-03-09T00:27:19Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5567767181,213,2.49,5567767179,212,15.3,5567767177,141,12.6,5567767169,107,,5567767171,56,Back,5567767173,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790241,181,1,1,20,54,2n3wgr89m7jl8tmioemit2pgq,1,37.4,18.8,2025-03-09T00:27:18.980Z,2025-03-09T00:27:23Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567767295,140,24.1,5567767301,213,2.16,5567767299,212,25.0,5567767297,141,49.3,5567767293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790275,182,1,1,20,59,2n3wgr89m7jl8tmioemit2pgq,1,24.1,49.3,2025-03-09T00:27:23.756Z,2025-03-09T00:27:28Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5567767483,141,67.6,5567767479,56,Back,5567767481,140,25.5,5567767485,212,12.5,5567767487,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790339,183,1,1,21,4,2n3wgr89m7jl8tmioemit2pgq,0,27.0,86.2,2025-03-09T00:27:28.821Z,2025-03-09T00:27:35Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567767741,212,43.3,5567767735,56,Center,5567767743,213,6.13,5567767745,1,,5567767737,140,67.8,5567767739,141,76.7,5567767733,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790329,150,44,1,21,8,ck22dnk93ng8ax7wonlff7yms,1,26.0,20.1,2025-03-09T00:27:33.464Z,2025-03-09T02:17:40Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5567767719,56,Back,5567767887,233,184,5567767721,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790349,184,44,1,21,8,2n3wgr89m7jl8tmioemit2pgq,0,74.0,79.9,2025-03-09T00:27:33.465Z,2025-03-09T02:17:40Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5567767905,233,150,5567767777,286,,5567767773,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790343,151,12,1,21,9,ck22dnk93ng8ax7wonlff7yms,1,24.0,23.1,2025-03-09T00:27:33.789Z,2025-03-09T00:27:35Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5567767753,56,Back,5567767821,15,,5567767759,212,17.0,5567767757,141,0.0,5567767867,167,,5567767755,140,29.0,5567767761,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790363,152,5,1,21,10,ck22dnk93ng8ax7wonlff7yms,0,28.7,-0.8,2025-03-09T00:27:35.366Z,2025-03-09T02:16:56Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5567767857,347,,5567767855,56,Back,5567768043,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790389,185,5,1,21,10,2n3wgr89m7jl8tmioemit2pgq,1,71.3,100.8,2025-03-09T00:27:35.366Z,2025-03-09T02:16:56Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5567768027,233,152,5567768015,56,Left,5567768017,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790403,186,1,1,21,15,2n3wgr89m7jl8tmioemit2pgq,1,71.7,100.0,2025-03-09T00:27:40.436Z,2025-03-09T00:27:43Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567768097,1,,5567768083,140,45.9,5567768079,107,,5567768093,213,3.50,5567768081,56,Back,5567768089,212,28.9,5567768087,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790443,187,1,1,21,18,2n3wgr89m7jl8tmioemit2pgq,1,45.7,85.9,2025-03-09T00:27:43.565Z,2025-03-09T00:27:49Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567768311,141,47.6,5567768307,56,Back,5567768309,140,45.6,5567768315,213,4.71,5567768313,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790463,188,1,1,21,24,2n3wgr89m7jl8tmioemit2pgq,1,54.4,41.3,2025-03-09T00:27:49.541Z,2025-03-09T00:27:53Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5567768443,141,73.3,5567768441,140,44.7,5567768447,213,2.01,5567768439,56,Back,5567768445,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790487,189,1,1,21,28,2n3wgr89m7jl8tmioemit2pgq,1,43.4,72.7,2025-03-09T00:27:53.236Z,2025-03-09T00:27:56Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5567768563,56,Left,5567768569,212,24.4,5567768567,141,86.5,5567768565,140,64.9,5567768571,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790505,190,1,1,21,31,2n3wgr89m7jl8tmioemit2pgq,1,63.3,90.5,2025-03-09T00:27:56.245Z,2025-03-09T00:28:00Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567768683,213,5.51,5567768681,212,10.8,5567768675,56,Left,5567768679,141,79.4,5567768677,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790509,191,61,1,21,35,2n3wgr89m7jl8tmioemit2pgq,0,70.6,79.4,2025-03-09T00:27:59.996Z,2025-03-09T00:28:00Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5567768691,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790521,153,4,1,21,37,ck22dnk93ng8ax7wonlff7yms,1,31.0,18.8,2025-03-09T00:28:02.701Z,2025-03-09T02:17:30Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5568121597,295,,5567768837,285,,5567768769,56,Back,5567768767,13,,5567768771,152,,5567768833,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790525,192,4,1,21,37,2n3wgr89m7jl8tmioemit2pgq,0,69.0,81.2,2025-03-09T00:28:02.702Z,2025-03-09T02:17:30Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5567768813,56,Left,5567880911,295,,5567768811,13,,5567768819,286,,5567768839,233,153,5567768815,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785790695,154,1,1,22,2,ck22dnk93ng8ax7wonlff7yms,0,33.2,16.1,2025-03-09T00:28:27.540Z,2025-03-09T00:28:30Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5567769601,212,44.0,5567769589,5,,5567769593,152,,5567769605,1,,5567769591,155,,5567769603,213,0.06,5567769599,141,20.0,5567769597,140,75.0,5567769595,56,,,,,,,,,Right,,,,,,,,,,,,,,,
2785790725,193,1,1,22,5,2n3wgr89m7jl8tmioemit2pgq,1,29.3,72.1,2025-03-09T00:28:30.492Z,2025-03-09T00:28:32Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5567769731,140,26.5,5567769729,56,Back,5567769737,213,4.33,5567769735,212,7.8,5567769733,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
