id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2819824969,139,45,1,19,19,8cpjplodpphtkbt0hq8sr8mqs,0,93.8,82.2,2025-05-28T23:25:46.845Z,2025-05-29T00:09:02Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5755287985,233,188,5755287895,56,Left,5755287897,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819824977,188,3,1,19,19,2n3wgr89m7jl8tmioemit2pgq,1,6.2,17.8,2025-05-28T23:25:46.845Z,2025-05-28T23:38:52Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5755287981,233,139,5755287937,285,,5755287935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819824983,189,1,1,19,27,2n3wgr89m7jl8tmioemit2pgq,1,31.0,27.1,2025-05-28T23:25:54.701Z,2025-05-28T23:25:55Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5755287971,212,7.7,5755287965,56,Back,5755287967,140,26.3,5755287969,141,35.7,5755287973,213,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819824987,190,1,1,19,27,2n3wgr89m7jl8tmioemit2pgq,1,26.3,35.7,2025-05-28T23:25:55.397Z,2025-05-29T02:51:10Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5755288001,56,Back,5755288009,213,4.09,5755288007,212,10.9,5755288003,140,20.3,5755288005,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819824993,191,1,1,19,29,2n3wgr89m7jl8tmioemit2pgq,0,17.9,18.8,2025-05-28T23:25:56.533Z,2025-05-28T23:25:58Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5755288043,213,0.24,5755288035,56,Center,5755288045,1,,5755288039,141,36.0,5755288041,212,48.5,5755288037,140,62.7,5755288033,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819824999,140,8,1,19,32,8cpjplodpphtkbt0hq8sr8mqs,1,48.7,77.2,2025-05-28T23:25:59.613Z,2025-05-28T23:25:59Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755288059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825009,142,1,1,19,33,8cpjplodpphtkbt0hq8sr8mqs,1,67.2,64.2,2025-05-28T23:26:00.904Z,2025-05-28T23:26:06Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5755288111,1,,5755288101,56,Right,5755288109,213,4.97,5755288107,212,33.8,5755288103,140,75.4,5755288105,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825013,143,1,1,19,38,8cpjplodpphtkbt0hq8sr8mqs,1,76.1,12.6,2025-05-28T23:26:06.148Z,2025-05-28T23:26:09Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5755288125,56,Right,5755288133,213,2.97,5755288127,140,71.9,5755288129,141,13.7,5755288131,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825015,144,1,1,19,42,8cpjplodpphtkbt0hq8sr8mqs,1,76.3,11.1,2025-05-28T23:26:09.661Z,2025-05-28T23:26:11Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5755288145,212,16.9,5755288139,56,Right,5755288147,213,2.74,5755288143,141,20.7,5755288141,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825019,145,1,1,19,43,8cpjplodpphtkbt0hq8sr8mqs,1,61.5,20.7,2025-05-28T23:26:11.060Z,2025-05-28T23:26:13Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5755288151,56,Center,5755288155,141,25.5,5755288159,213,0.19,5755288157,212,17.2,5755288153,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825023,146,1,1,19,45,8cpjplodpphtkbt0hq8sr8mqs,1,73.7,29.4,2025-05-28T23:26:13.164Z,2025-05-28T23:26:16Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5755288185,140,77.0,5755288191,213,1.37,5755288189,212,17.2,5755288187,141,54.2,5755288183,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825025,147,1,1,19,48,8cpjplodpphtkbt0hq8sr8mqs,1,77.6,54.3,2025-05-28T23:26:15.805Z,2025-05-28T23:26:20Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5755288199,56,Center,5755288201,140,94.7,5755288207,213,0.75,5755288203,141,78.7,5755288205,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825033,148,1,1,19,53,8cpjplodpphtkbt0hq8sr8mqs,1,91.2,77.9,2025-05-28T23:26:20.507Z,2025-05-28T23:41:21Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,1.0,,5755288239,212,15.9,5755288241,213,5.04,5755302467,154,,5755288233,56,Center,5755288237,141,55.8,5755302465,210,13,5755288235,140,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825035,149,13,1,19,54,8cpjplodpphtkbt0hq8sr8mqs,1,96.1,55.8,2025-05-28T23:26:22.108Z,2025-05-29T01:41:10Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5755288249,56,Center,5755288247,61,,5755302485,154,,5755288445,102,59.7,5755288421,20,,5755302487,55,148,5755288451,230,99.0,5755288443,73,,5755302483,29,,5755288447,103,19.4,5755288453,231,5755288245,22,,,,,,,,,,,,,,52.5,,,,,,,,,
2819825037,192,43,1,19,54,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-28T23:26:22.237Z,2025-05-28T23:41:27Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5755302721,144,12,5755288265,212,8.3,5755288259,56,Back,5755288261,140,0.0,5755288263,141,37.9,5755288267,213,3.71,5755288269,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825039,150,5,1,19,55,8cpjplodpphtkbt0hq8sr8mqs,0,101.6,58.5,2025-05-28T23:26:23.267Z,2025-05-29T00:08:30Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5755288271,56,Center,5755300665,346,,5755300533,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825041,193,5,1,19,55,2n3wgr89m7jl8tmioemit2pgq,1,-1.6,41.5,2025-05-28T23:26:23.267Z,2025-05-28T23:40:33Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5755300539,233,150,5755300667,346,,5755288275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825149,194,43,1,20,50,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-28T23:27:18.390Z,2025-05-28T23:41:33Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5755288847,56,Center,5755288851,141,36.7,5755288855,213,6.25,5755302907,144,1,5755288849,140,66.3,5755288845,157,0,5755288853,212,64.7,5755288857,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819827677,269,1,1,20,52,2n3wgr89m7jl8tmioemit2pgq,0,5.0,47.9,2025-05-28T23:27:19.524Z,2025-05-28T23:41:57Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5755303765,140,50.0,5755303761,124,,5755303773,1,,5755303777,237,,5755303771,213,0.03,5755303763,56,Center,5755303767,141,50.0,5755303769,212,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825151,151,8,1,20,53,8cpjplodpphtkbt0hq8sr8mqs,1,41.1,64.6,2025-05-28T23:27:20.940Z,2025-05-28T23:27:21Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755288859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825159,152,1,1,20,55,8cpjplodpphtkbt0hq8sr8mqs,0,31.0,77.6,2025-05-28T23:27:23.244Z,2025-05-29T00:06:30Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755288899,213,6.08,5755304701,155,,5755288893,140,67.3,5755288901,1,,5755288897,212,38.9,5755288891,56,Center,5755288895,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825163,195,61,1,20,57,2n3wgr89m7jl8tmioemit2pgq,1,48.6,40.3,2025-05-28T23:27:24.652Z,2025-05-28T23:27:24Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5755288919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825173,196,12,1,21,1,2n3wgr89m7jl8tmioemit2pgq,1,31.9,26.4,2025-05-28T23:27:28.542Z,2025-05-28T23:27:31Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5755288959,212,26.9,5755288961,213,5.50,5755288973,167,,5755288955,140,50.1,5755288953,56,Right,5755288957,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825197,153,5,1,21,2,8cpjplodpphtkbt0hq8sr8mqs,1,49.4,101.4,2025-05-28T23:27:30.302Z,2025-05-29T00:08:30Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755289057,56,Back,5755289071,233,197,5755289059,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825175,197,5,1,21,2,2n3wgr89m7jl8tmioemit2pgq,0,50.6,-1.4,2025-05-28T23:27:30.302Z,2025-05-29T00:08:31Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5755288965,347,,5755289075,233,153,5755288963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825201,154,1,1,21,7,8cpjplodpphtkbt0hq8sr8mqs,1,54.1,100.0,2025-05-28T23:27:34.643Z,2025-05-28T23:27:36Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755289079,107,,5755289089,213,5.55,5755289087,212,14.1,5755289083,140,64.1,5755289081,56,Left,5755289085,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825203,155,1,1,21,7,8cpjplodpphtkbt0hq8sr8mqs,1,64.1,87.5,2025-05-28T23:27:35.483Z,2025-05-28T23:27:36Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5755289099,212,8.2,5755289101,213,2.53,5755289097,141,94.5,5755289093,56,Left,5755289095,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825211,156,1,1,21,8,8cpjplodpphtkbt0hq8sr8mqs,1,57.7,94.5,2025-05-28T23:27:36.274Z,2025-05-28T23:27:38Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755289133,56,Left,5755289137,140,77.1,5755289141,212,20.5,5755289139,141,90.9,5755289143,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825213,157,1,1,21,10,8cpjplodpphtkbt0hq8sr8mqs,1,76.4,91.8,2025-05-28T23:27:38.035Z,2025-05-28T23:27:40Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5755289159,140,67.1,5755289161,141,85.6,5755289157,56,Left,5755289165,213,3.55,5755289163,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825217,158,1,1,21,11,8cpjplodpphtkbt0hq8sr8mqs,0,69.0,86.6,2025-05-28T23:27:39.419Z,2025-05-28T23:27:40Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5755289169,56,Left,5755289175,212,5.3,5755289173,141,82.6,5755289177,213,3.68,5755289171,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825227,198,4,1,21,18,2n3wgr89m7jl8tmioemit2pgq,1,37.2,16.7,2025-05-28T23:27:45.629Z,2025-05-29T02:21:33Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5755289247,265,,5755289243,56,Back,5755289245,152,,5755295831,286,,5755295833,233,159,5755289241,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825229,159,4,1,21,18,8cpjplodpphtkbt0hq8sr8mqs,0,62.8,83.3,2025-05-28T23:27:45.630Z,2025-05-29T00:08:48Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5755289261,13,,5755289265,152,,5755295837,233,198,5755289269,285,,5755289267,265,,5755289263,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825249,199,1,1,21,28,2n3wgr89m7jl8tmioemit2pgq,1,35.3,20.7,2025-05-28T23:27:55.853Z,2025-05-28T23:34:39Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5755289387,56,Back,5755295805,152,,5755289395,213,2.37,5755289389,140,27.6,5755289391,141,32.2,5755289393,212,11.2,5755295803,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825263,200,1,1,21,30,2n3wgr89m7jl8tmioemit2pgq,1,28.3,33.6,2025-05-28T23:27:58.109Z,2025-05-28T23:28:04Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5755289457,155,,5755289465,212,56.9,5755289461,140,72.2,5755289459,56,Left,5755289467,213,0.63,5755289463,141,82.6,5755289469,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825269,201,61,1,21,35,2n3wgr89m7jl8tmioemit2pgq,0,71.7,82.9,2025-05-28T23:28:03.118Z,2025-05-28T23:42:23Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5755289497,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825261,160,4,1,21,36,8cpjplodpphtkbt0hq8sr8mqs,1,25.9,13.4,2025-05-28T23:28:03.932Z,2025-05-29T00:08:48Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5755289505,265,,5755289501,56,Back,5755289499,13,,5755289503,152,,5755289545,233,202,5755289507,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825273,202,4,1,21,36,2n3wgr89m7jl8tmioemit2pgq,0,74.1,86.6,2025-05-28T23:28:03.933Z,2025-05-29T00:08:49Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5755289535,56,Left,5755289549,233,160,5755289539,265,,5755289537,152,,5755289533,13,,5755289541,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825329,161,1,1,21,57,8cpjplodpphtkbt0hq8sr8mqs,1,23.0,11.9,2025-05-28T23:28:24.747Z,2025-05-28T23:28:31Z,cv7nd9tnk6j2ixvnlibiip2vp,R. Charles-Cook,,,5755289769,213,6.28,5755289771,1,,5755289755,5,,5755289763,140,86.6,5755289767,212,66.8,5755289759,152,,5755289761,56,Right,5755289765,141,11.6,5755289757,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825327,203,4,1,22,3,2n3wgr89m7jl8tmioemit2pgq,1,17.8,86.6,2025-05-28T23:28:31.189Z,2025-05-28T23:28:37Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5755289849,13,,5755289863,233,162,5755289855,152,,5755289851,294,,5755289857,285,,5755289853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825335,162,4,1,22,3,8cpjplodpphtkbt0hq8sr8mqs,0,82.2,13.4,2025-05-28T23:28:31.190Z,2025-05-28T23:28:38Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5755289833,294,,5755289837,152,,5755289839,286,,5755289881,233,203,5755289835,56,Right,5755289831,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825405,204,1,1,22,34,2n3wgr89m7jl8tmioemit2pgq,1,25.5,85.0,2025-05-28T23:29:01.998Z,2025-05-28T23:29:06Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5755290213,141,90.9,5755290217,213,0.07,5755290205,157,,5755290219,1,,5755290203,5,,5755290207,152,,5755290215,212,61.6,5755290209,56,Left,5755290211,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825407,205,61,1,22,38,2n3wgr89m7jl8tmioemit2pgq,0,83.6,90.8,2025-05-28T23:29:06.461Z,2025-05-28T23:43:20Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5755290229,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825413,163,61,1,22,41,8cpjplodpphtkbt0hq8sr8mqs,0,9.8,14.1,2025-05-28T23:29:08.963Z,2025-05-28T23:29:09Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5755290277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825417,206,1,1,22,44,2n3wgr89m7jl8tmioemit2pgq,0,91.2,71.4,2025-05-28T23:29:11.566Z,2025-05-29T02:51:22Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5755290297,213,4.53,5755290293,141,41.9,5755290295,212,20.4,5755290291,140,87.6,5755290289,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825447,164,12,1,22,46,8cpjplodpphtkbt0hq8sr8mqs,1,4.2,74.8,2025-05-28T23:29:14.219Z,2025-05-28T23:29:22Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755290449,212,37.1,5755290445,140,38.0,5755290451,213,0.30,5755290443,56,Back,5755290447,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819828785,285,1,1,22,51,2n3wgr89m7jl8tmioemit2pgq,1,47.2,16.6,2025-05-28T23:29:19.082Z,2025-05-28T23:44:29Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5755310039,213,6.14,5755310031,56,Right,5755310035,141,12.3,5755310033,140,67.2,5755310037,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825439,207,61,1,22,52,2n3wgr89m7jl8tmioemit2pgq,0,66.6,25.6,2025-05-28T23:29:20.102Z,2025-05-29T02:51:15Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5755290379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825453,165,12,1,22,54,8cpjplodpphtkbt0hq8sr8mqs,1,9.2,96.8,2025-05-28T23:29:22.019Z,2025-05-28T23:29:25Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755290481,141,100.0,5755290485,213,0.08,5755290479,140,46.3,5755290483,212,39.1,5755290525,167,,5755290477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825455,166,5,1,22,55,8cpjplodpphtkbt0hq8sr8mqs,0,44.0,101.4,2025-05-28T23:29:23.010Z,2025-05-29T00:08:31Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755290491,347,,5755290489,56,Back,5755290763,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825487,208,5,1,22,55,2n3wgr89m7jl8tmioemit2pgq,1,56.0,-1.4,2025-05-28T23:29:23.010Z,2025-05-29T00:08:31Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5755290759,233,166,5755290743,56,Right,5755290745,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825501,209,1,1,23,18,2n3wgr89m7jl8tmioemit2pgq,1,60.9,0.0,2025-05-28T23:29:45.796Z,2025-05-28T23:29:48Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5755290843,1,,5755290831,107,,5755290835,140,88.5,5755290839,212,42.5,5755290833,56,Center,5755290837,141,44.5,5755290841,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825515,211,44,1,23,20,2n3wgr89m7jl8tmioemit2pgq,1,89.6,33.5,2025-05-28T23:29:48.417Z,2025-05-29T00:09:12Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5755290909,56,Center,5755290925,233,167,5755290911,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825503,167,44,1,23,20,8cpjplodpphtkbt0hq8sr8mqs,0,10.4,66.5,2025-05-28T23:29:48.418Z,2025-05-29T00:09:12Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755290849,285,,5755290953,233,211,5755290847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825509,210,1,1,23,21,2n3wgr89m7jl8tmioemit2pgq,0,88.5,44.5,2025-05-28T23:29:48.637Z,2025-05-29T02:51:18Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5755290873,56,Center,5755290877,141,54.6,5755290879,212,8.3,5755290869,3,,5755290875,140,92.9,5755290881,213,0.98,5755290871,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825513,168,12,1,23,24,8cpjplodpphtkbt0hq8sr8mqs,1,7.0,59.9,2025-05-28T23:29:52.202Z,2025-05-28T23:29:55Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755290907,15,,5755290903,212,10.6,5755290957,167,,5755290905,213,2.42,5755290899,140,0.0,5755290901,141,70.2,5755290897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825517,212,43,1,23,24,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-28T23:29:52.421Z,2025-05-28T23:30:11Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5755290913,22,0,5755290917,56,Center,5755290923,252,0,5755290915,17,0,5755291179,144,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825557,213,43,1,23,26,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-28T23:29:53.861Z,2025-05-28T23:30:09Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5755291111,346,0,5755291109,56,Center,5755291165,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825521,169,6,1,23,26,8cpjplodpphtkbt0hq8sr8mqs,0,0.0,65.8,2025-05-28T23:29:53.989Z,2025-05-29T00:09:24Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5755295721,233,214,5755290961,73,,5755290959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825577,214,6,1,23,26,2n3wgr89m7jl8tmioemit2pgq,1,100.0,34.2,2025-05-28T23:29:53.989Z,2025-05-29T00:09:23Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5755291251,75,,5755295695,233,169,5755291249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825599,215,1,1,23,49,2n3wgr89m7jl8tmioemit2pgq,0,99.5,0.5,2025-05-28T23:30:16.965Z,2025-05-28T23:30:18Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5755291339,56,Center,5755291345,212,29.9,5755291341,140,91.5,5755291333,6,,5755291337,224,,5755291331,2,,5755291347,213,1.86,5755291343,141,42.7,5755291335,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825631,171,12,1,23,54,8cpjplodpphtkbt0hq8sr8mqs,1,5.7,69.1,2025-05-28T23:30:21.546Z,2025-05-28T23:30:27Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755291531,56,Back,5755291539,213,0.47,5755291537,212,38.7,5755291533,140,38.6,5755291535,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825633,216,1,1,23,56,2n3wgr89m7jl8tmioemit2pgq,0,64.1,7.6,2025-05-28T23:30:24.452Z,2025-05-28T23:30:32Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5755291545,56,Center,5755291705,157,,5755291553,213,0.45,5755291551,212,42.1,5755291547,140,100.0,5755291549,141,34.6,5755291555,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825683,172,5,1,23,59,8cpjplodpphtkbt0hq8sr8mqs,1,-0.8,66.2,2025-05-28T23:30:27.201Z,2025-05-29T00:08:32Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755291779,233,217,5755291771,56,Back,5755291773,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825669,217,5,1,23,59,2n3wgr89m7jl8tmioemit2pgq,0,100.8,33.8,2025-05-28T23:30:27.201Z,2025-05-29T00:08:32Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5755291693,346,,5755291691,56,Center,5755291783,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825697,173,1,1,24,6,8cpjplodpphtkbt0hq8sr8mqs,1,3.3,60.9,2025-05-28T23:30:33.561Z,2025-05-29T00:05:48Z,cv7nd9tnk6j2ixvnlibiip2vp,R. Charles-Cook,,,5755291869,237,,5755291855,124,,5755291863,212,27.0,5755291859,140,20.4,5755291861,141,90.6,5755291865,213,0.84,5755291857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819825707,174,1,1,24,10,8cpjplodpphtkbt0hq8sr8mqs,0,20.8,94.1,2025-05-28T23:30:38.001Z,2025-05-28T23:30:40Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5755291927,213,0.03,5755291923,141,96.6,5755291919,56,Left,5755291925,212,61.2,5755291921,140,79.1,5755291929,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
