id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value
2796683869,165,1,1,13,55,5x54jbfk11lrsmipgsx7cdbai,1,69.2,83.3,2025-04-05T20:51:01.747Z,2025-04-05T20:51:02Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627536345,141,78.1,5627536343,140,75.1,5627536349,213,5.76,5627536347,212,7.1,5627536341,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796683879,166,1,1,13,56,5x54jbfk11lrsmipgsx7cdbai,1,75.1,77.9,2025-04-05T20:51:02.627Z,2025-04-05T20:54:41Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5627536423,140,69.4,5627536429,213,2.27,5627536427,212,9.3,5627536425,141,88.4,5627536421,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796683921,167,1,1,13,57,5x54jbfk11lrsmipgsx7cdbai,1,69.6,88.6,2025-04-05T20:51:03.211Z,2025-04-05T20:51:07Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627536649,141,88.7,5627536651,212,14.4,5627536647,140,83.3,5627536645,56,Left,5627536653,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796683957,168,1,1,14,0,5x54jbfk11lrsmipgsx7cdbai,1,82.8,90.3,2025-04-05T20:51:06.899Z,2025-04-05T20:51:09Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5627536877,56,Left,5627536885,213,0.03,5627536883,212,7.1,5627536881,141,90.6,5627536879,140,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796683969,169,1,1,14,3,5x54jbfk11lrsmipgsx7cdbai,0,90.7,91.8,2025-04-05T20:51:09.699Z,2025-04-05T20:51:13Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5627536951,141,86.8,5627536943,2,,5627537191,236,,5627536949,140,91.2,5627536947,56,Left,5627537195,233,138,5627536955,213,4.87,5627537201,286,,5627536953,212,,,,,,,,,,,,,,,,,,,3.4,,,,,
2796684019,138,12,1,14,3,2n3wgr89m7jl8tmioemit2pgq,1,11.8,17.7,2025-04-05T20:51:09.799Z,2025-04-05T20:51:14Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5627537237,233,169,5627537159,56,Back,5627537157,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796684115,140,6,1,14,6,2n3wgr89m7jl8tmioemit2pgq,0,2.5,26.9,2025-04-05T20:51:12.491Z,2025-04-05T22:42:38Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5627537679,56,Back,5627542199,233,170,5627537681,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796684003,170,6,1,14,6,5x54jbfk11lrsmipgsx7cdbai,1,97.5,73.1,2025-04-05T20:51:12.491Z,2025-04-05T22:42:37Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5627537339,56,Center,5627542169,233,140,5627537341,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796684037,139,43,1,14,8,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T20:51:14.251Z,2025-04-05T20:51:16Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5627537255,140,0.0,5627537251,168,0,5627537397,144,1,5627537261,213,3.14,5627537249,3,0,5627537259,212,0,5627537253,56,Back,5627537257,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2796684443,171,1,1,14,34,5x54jbfk11lrsmipgsx7cdbai,0,99.5,99.5,2025-04-05T20:51:40.757Z,2025-04-05T20:51:42Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5627539551,2,,5627539561,140,95.2,5627539565,212,29.7,5627539555,155,,5627539567,213,4.56,5627539557,223,,5627539559,56,Center,5627539563,141,56.3,5627539553,6,,,,,,,,,,,,,,,,,,,,,,,,
2796684469,141,12,1,14,38,2n3wgr89m7jl8tmioemit2pgq,1,23.5,44.9,2025-04-05T20:51:44.322Z,2025-04-05T21:25:44Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5627539707,141,41.5,5627539711,213,6.03,5627539709,212,9.3,5627539703,56,Back,5627539705,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796684521,172,1,1,14,38,5x54jbfk11lrsmipgsx7cdbai,1,69.7,67.9,2025-04-05T20:51:44.963Z,2025-04-05T20:51:49Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627540023,212,12.1,5627540015,3,,5627540025,213,1.16,5627540017,56,Left,5627540019,140,74.3,5627540021,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796684527,173,1,1,14,43,5x54jbfk11lrsmipgsx7cdbai,0,75.9,88.1,2025-04-05T20:51:49.380Z,2025-04-05T20:51:50Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627540067,213,3.24,5627540061,140,71.5,5627540063,141,87.4,5627540065,212,4.6,5627540059,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796684561,142,1,1,14,44,2n3wgr89m7jl8tmioemit2pgq,0,43.8,36.1,2025-04-05T20:51:50.147Z,2025-04-05T20:51:51Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5627540217,212,24.6,5627540211,56,Center,5627540215,141,25.6,5627540213,140,66.2,5627540219,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796684589,174,12,1,14,46,5x54jbfk11lrsmipgsx7cdbai,1,34.3,88.3,2025-04-05T20:51:52.379Z,2025-04-05T20:51:54Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5627540353,213,1.66,5627540489,167,,5627540345,56,Back,5627540347,140,33.5,5627540349,141,100.0,5627540351,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796684719,143,5,1,14,47,2n3wgr89m7jl8tmioemit2pgq,1,63.8,-1.6,2025-04-05T20:51:53.034Z,2025-04-05T22:42:51Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5627541135,233,175,5627541043,56,Right,5627541045,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796684601,175,5,1,14,47,5x54jbfk11lrsmipgsx7cdbai,0,36.2,101.6,2025-04-05T20:51:53.034Z,2025-04-05T22:42:51Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5627540427,347,,5627541193,233,143,5627540425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796685157,144,27,1,15,22,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T20:52:28.524Z,2025-04-05T20:52:31Z,,,,,5627543775,53,dkk3twgai2ldi75eh0xr37hbe,5627543773,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796685447,177,28,1,15,36,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-04-05T20:52:42.396Z,2025-04-05T20:52:42Z,,,,,5627544849,55,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796686153,145,28,1,16,27,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T20:53:33.386Z,2025-04-05T20:53:33Z,,,,,5627548541,55,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687351,146,18,1,17,41,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T20:54:47.538Z,2025-04-05T20:55:46Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5627554995,59,11,5627554993,44,Forward,5627554991,42,,5627555083,55,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687361,147,19,1,17,41,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T20:54:47.539Z,2025-04-05T23:36:15Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5627558055,293,2,5627555039,59,17,5627555033,42,,5627555041,44,Forward,5627555037,145,7,5627555043,55,146,5627971141,292,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687645,148,1,1,18,13,2n3wgr89m7jl8tmioemit2pgq,1,57.6,0.0,2025-04-05T20:55:19.954Z,2025-04-05T20:55:21Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5627556455,107,,5627556461,141,15.2,5627556463,212,19.1,5627556459,140,43.1,5627556457,56,Back,5627556467,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687671,149,1,1,18,15,2n3wgr89m7jl8tmioemit2pgq,1,43.1,15.2,2025-04-05T20:55:21.354Z,2025-04-05T20:55:22Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5627556591,140,40.2,5627556597,213,1.71,5627556589,56,Back,5627556595,212,22.2,5627556593,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687675,150,1,1,18,16,2n3wgr89m7jl8tmioemit2pgq,0,40.2,47.6,2025-04-05T20:55:22.554Z,2025-04-05T20:55:23Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5627556619,140,56.6,5627556621,141,60.6,5627556625,213,0.47,5627556623,212,19.4,5627556617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687745,179,1,1,18,22,5x54jbfk11lrsmipgsx7cdbai,0,78.2,15.2,2025-04-05T20:55:28.888Z,2025-04-05T20:55:29Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5627556939,56,Center,5627556943,141,21.3,5627556945,212,4.8,5627556941,140,80.5,5627556947,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687771,151,12,1,18,24,2n3wgr89m7jl8tmioemit2pgq,1,16.8,60.3,2025-04-05T20:55:30.538Z,2025-04-05T21:28:26Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5627557077,140,21.8,5627557079,141,71.1,5627557081,212,9.0,5627557083,213,0.95,5627557075,56,Back,5627557099,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687825,153,1,1,18,28,2n3wgr89m7jl8tmioemit2pgq,1,26.0,75.3,2025-04-05T20:55:34.514Z,2025-04-05T20:55:35Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5627557339,140,14.9,5627557345,213,3.54,5627557341,141,68.1,5627557337,56,Back,5627557343,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687843,154,1,1,18,29,2n3wgr89m7jl8tmioemit2pgq,1,14.9,68.1,2025-04-05T20:55:35.194Z,2025-04-05T20:55:37Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5627557435,140,16.7,5627557433,56,Back,5627557439,212,9.0,5627557437,141,81.1,5627557441,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687857,155,1,1,18,33,2n3wgr89m7jl8tmioemit2pgq,0,15.7,89.0,2025-04-05T20:55:39.034Z,2025-04-05T20:55:39Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627557511,140,18.9,5627557509,56,Back,5627557517,213,1.18,5627557513,141,100.0,5627557515,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687859,156,5,1,18,33,2n3wgr89m7jl8tmioemit2pgq,0,20.1,101.4,2025-04-05T20:55:39.142Z,2025-04-05T22:42:52Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627557529,347,,5627558219,233,180,5627557527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796687997,180,5,1,18,33,5x54jbfk11lrsmipgsx7cdbai,1,79.9,-1.4,2025-04-05T20:55:39.142Z,2025-04-05T22:42:52Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5627558177,56,Right,5627558193,233,156,5627558179,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688019,181,1,1,18,43,5x54jbfk11lrsmipgsx7cdbai,1,77.9,0.0,2025-04-05T20:55:49.494Z,2025-04-05T20:55:51Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627558305,107,,5627558311,141,11.6,5627558315,213,0.98,5627558309,140,83.7,5627558313,212,10.9,5627558307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688023,182,1,1,18,44,5x54jbfk11lrsmipgsx7cdbai,0,84.0,11.9,2025-04-05T20:55:50.431Z,2025-04-05T20:55:54Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5627558385,156,,5627558355,213,3.38,5627558353,212,9.7,5627558347,56,Right,5627558349,140,75.0,5627558351,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688041,157,8,1,18,46,2n3wgr89m7jl8tmioemit2pgq,1,31.8,84.5,2025-04-05T20:55:52.570Z,2025-04-05T20:55:52Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627558439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688153,159,1,1,18,51,2n3wgr89m7jl8tmioemit2pgq,1,36.5,67.3,2025-04-05T20:55:57.378Z,2025-04-05T20:55:58Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5627558925,213,4.60,5627558917,56,Back,5627558919,140,34.0,5627558921,141,32.8,5627558923,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688175,160,1,1,18,52,2n3wgr89m7jl8tmioemit2pgq,1,34.0,32.8,2025-04-05T20:55:58.065Z,2025-04-05T20:55:59Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5627559025,212,5.4,5627559023,141,37.0,5627559019,56,Back,5627559027,213,2.59,5627559021,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688185,161,1,1,18,53,2n3wgr89m7jl8tmioemit2pgq,0,29.6,37.0,2025-04-05T20:55:59.186Z,2025-04-05T20:56:00Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5627559089,56,Back,5627559097,213,0.04,5627559091,140,36.7,5627559095,212,7.5,5627559093,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688233,183,1,1,18,56,5x54jbfk11lrsmipgsx7cdbai,1,61.5,56.7,2025-04-05T20:56:02.663Z,2025-04-05T20:56:03Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627559353,213,1.15,5627559347,141,69.3,5627559339,56,Center,5627559343,140,65.2,5627559351,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688265,185,1,1,18,57,5x54jbfk11lrsmipgsx7cdbai,1,65.2,69.3,2025-04-05T20:56:03.751Z,2025-04-05T20:56:06Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627559505,141,90.5,5627559511,213,1.75,5627559501,140,62.7,5627559507,212,14.7,5627559497,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688311,186,1,1,19,0,5x54jbfk11lrsmipgsx7cdbai,1,60.6,86.6,2025-04-05T20:56:06.047Z,2025-04-05T20:56:09Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5627559769,212,18.8,5627559765,140,43.7,5627559763,56,Back,5627559771,213,3.48,5627559767,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688357,187,1,1,19,3,5x54jbfk11lrsmipgsx7cdbai,1,43.5,71.4,2025-04-05T20:56:09.311Z,2025-04-05T20:56:13Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627560045,56,Back,5627560053,213,4.71,5627560049,141,34.2,5627560051,212,25.3,5627560047,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688395,188,1,1,19,6,5x54jbfk11lrsmipgsx7cdbai,1,44.3,30.3,2025-04-05T20:56:12.855Z,2025-04-05T20:56:16Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627560275,141,15.9,5627560273,140,64.2,5627560279,213,5.84,5627560277,212,23.1,5627560271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688433,189,1,1,19,10,5x54jbfk11lrsmipgsx7cdbai,1,60.1,17.4,2025-04-05T20:56:16.455Z,2025-04-05T20:56:19Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627560497,212,17.3,5627560489,56,Back,5627560501,213,2.82,5627560491,140,44.5,5627560493,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688481,190,1,1,19,13,5x54jbfk11lrsmipgsx7cdbai,1,43.5,24.1,2025-04-05T20:56:19.183Z,2025-04-05T20:56:22Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627560667,141,69.6,5627560673,213,1.54,5627560663,56,Back,5627560665,140,44.5,5627560669,212,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688521,191,1,1,19,16,5x54jbfk11lrsmipgsx7cdbai,1,45.1,66.7,2025-04-05T20:56:22.447Z,2025-04-05T20:56:25Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627560907,140,61.7,5627560913,213,0.35,5627560909,141,76.1,5627560905,56,Center,5627560911,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688539,192,1,1,19,19,5x54jbfk11lrsmipgsx7cdbai,0,62.5,76.7,2025-04-05T20:56:25.376Z,2025-04-05T20:56:26Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5627561001,212,7.4,5627560999,141,69.1,5627560995,56,Center,5627560997,140,67.5,5627561003,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688605,163,1,1,19,21,2n3wgr89m7jl8tmioemit2pgq,1,40.0,27.6,2025-04-05T20:56:27.601Z,2025-04-05T20:56:30Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5627561359,213,5.99,5627561355,141,25.0,5627561353,140,45.6,5627561351,56,Back,5627561357,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688609,164,61,1,19,24,2n3wgr89m7jl8tmioemit2pgq,0,42.8,22.1,2025-04-05T20:56:30.314Z,2025-04-05T21:28:46Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5627561365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688631,193,1,1,19,24,5x54jbfk11lrsmipgsx7cdbai,1,54.8,77.9,2025-04-05T20:56:30.315Z,2025-04-05T21:29:04Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5627680085,213,2.92,5627680083,212,15.4,5627561469,56,Back,5627680079,140,40.5,5627680081,141,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688661,195,1,1,19,27,5x54jbfk11lrsmipgsx7cdbai,1,39.0,86.6,2025-04-05T20:56:33.120Z,2025-04-05T20:56:35Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627561629,213,4.00,5627561621,141,69.3,5627561613,56,Back,5627561625,212,15.5,5627561617,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688723,196,1,1,19,29,5x54jbfk11lrsmipgsx7cdbai,1,28.8,66.1,2025-04-05T20:56:35.271Z,2025-04-05T20:56:39Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5627561943,212,13.3,5627561939,140,33.4,5627561945,213,5.08,5627561941,141,47.9,5627561937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688757,197,1,1,19,33,5x54jbfk11lrsmipgsx7cdbai,1,31.7,38.0,2025-04-05T20:56:39.472Z,2025-04-05T20:56:41Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627562111,213,0.95,5627562107,141,50.7,5627562099,56,Back,5627562103,140,37.6,5627562109,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688853,198,1,1,19,35,5x54jbfk11lrsmipgsx7cdbai,1,36.4,58.1,2025-04-05T20:56:41.623Z,2025-04-05T20:56:49Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627562571,212,28.3,5627562561,56,Left,5627562563,140,54.1,5627562573,213,0.85,5627562567,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688869,199,1,1,19,43,5x54jbfk11lrsmipgsx7cdbai,1,66.3,82.6,2025-04-05T20:56:49.159Z,2025-04-05T20:56:51Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5627562673,141,92.4,5627562675,212,17.4,5627562671,140,81.6,5627562677,213,0.39,5627562669,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688903,200,1,1,19,45,5x54jbfk11lrsmipgsx7cdbai,1,81.2,92.9,2025-04-05T20:56:51.064Z,2025-04-05T20:56:53Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5627562837,212,12.7,5627562839,213,3.25,5627562833,140,69.2,5627562831,56,Left,5627562835,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688937,201,1,1,19,47,5x54jbfk11lrsmipgsx7cdbai,1,69.4,83.8,2025-04-05T20:56:53.400Z,2025-04-05T20:56:56Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5627563039,141,53.6,5627563041,212,22.9,5627563037,140,59.8,5627563035,56,Center,5627563043,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688967,202,1,1,19,49,5x54jbfk11lrsmipgsx7cdbai,1,61.8,53.0,2025-04-05T20:56:56Z,2025-04-05T20:56:58Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627563217,141,38.9,5627563219,212,12.1,5627563221,213,5.37,5627563213,56,Center,5627563215,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688977,203,1,1,19,52,5x54jbfk11lrsmipgsx7cdbai,0,68.4,37.9,2025-04-05T20:56:58.314Z,2025-04-05T20:57:00Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627563273,141,31.5,5627563279,213,5.93,5627563269,56,Center,5627563277,212,12.5,5627563271,140,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796688985,165,8,1,19,55,2n3wgr89m7jl8tmioemit2pgq,1,33.0,62.0,2025-04-05T20:57:01.427Z,2025-04-05T20:57:01Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627563331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796689005,167,1,1,19,56,2n3wgr89m7jl8tmioemit2pgq,1,33.0,62.0,2025-04-05T20:57:02.393Z,2025-04-05T20:57:03Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627563453,141,54.2,5627563457,212,9.1,5627563449,56,Back,5627563461,213,5.66,5627563451,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796689013,168,1,1,19,57,2n3wgr89m7jl8tmioemit2pgq,0,40.1,54.2,2025-04-05T20:57:03.322Z,2025-04-05T20:57:44Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5627563523,56,Back,5627565891,236,,5627563529,212,2.7,5627563527,141,57.8,5627563525,140,41.1,5627565897,286,,5627565893,233,204,5627563531,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,
2796689047,204,74,1,19,57,5x54jbfk11lrsmipgsx7cdbai,1,67.4,39.4,2025-04-05T20:57:03.323Z,2025-04-05T22:42:45Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627565907,233,168,5627563699,56,Center,5627565861,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796689109,206,1,1,20,4,5x54jbfk11lrsmipgsx7cdbai,1,39.8,33.4,2025-04-05T20:57:10.872Z,2025-04-05T20:57:16Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627564039,141,69.6,5627564033,56,Back,5627564041,212,24.8,5627564043,213,1.46,5627564035,140,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796689157,207,1,1,20,10,5x54jbfk11lrsmipgsx7cdbai,1,43.0,73.5,2025-04-05T20:57:16.176Z,2025-04-05T20:57:20Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627564331,140,59.5,5627564327,56,Left,5627564337,213,0.50,5627564335,212,19.7,5627564333,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796689183,208,1,1,20,14,5x54jbfk11lrsmipgsx7cdbai,1,68.1,85.7,2025-04-05T20:57:20.529Z,2025-04-05T20:57:22Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5627564487,141,79.0,5627564489,212,9.8,5627564491,213,5.80,5627564483,56,Left,5627564485,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796689215,209,1,1,20,16,5x54jbfk11lrsmipgsx7cdbai,1,75.4,80.6,2025-04-05T20:57:22.416Z,2025-04-05T20:57:24Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5627564581,140,73.8,5627564579,56,Left,5627564587,213,1.75,5627564585,212,9.4,5627564583,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796689235,210,1,1,20,18,5x54jbfk11lrsmipgsx7cdbai,1,75.0,92.3,2025-04-05T20:57:24.121Z,2025-04-05T20:57:26Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5627564743,213,5.83,5627564735,56,Left,5627564739,141,79.7,5627564737,140,91.6,5627564741,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796689237,211,1,1,20,20,5x54jbfk11lrsmipgsx7cdbai,0,93.8,77.5,2025-04-05T20:57:26.496Z,2025-04-05T20:57:27Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5627564747,2,,5627564759,213,4.78,5627564753,140,95.0,5627564755,141,49.4,5627564751,56,Center,5627564757,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
