id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2785895355,151,1,1,16,33,bk3zg8yaj5uoqhxzwons3bo8a,1,31.1,66.1,2025-03-09T03:29:23.747Z,2025-03-09T03:29:30Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5568348135,141,40.6,5568348129,56,Back,5568348137,212,20.8,5568348139,213,4.13,5568348133,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895379,152,1,1,16,39,bk3zg8yaj5uoqhxzwons3bo8a,1,24.9,45.4,2025-03-09T03:29:29.899Z,2025-03-09T03:29:33Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5568348255,213,1.37,5568348247,56,Back,5568348249,140,27.4,5568348251,141,64.2,5568348253,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895395,153,1,1,16,43,bk3zg8yaj5uoqhxzwons3bo8a,1,27.2,70.3,2025-03-09T03:29:33.826Z,2025-03-09T03:29:35Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5568348333,213,5.81,5568348331,212,22.7,5568348325,56,Back,5568348329,141,55.1,5568348327,140,46.4,5568348323,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895407,154,1,1,16,45,bk3zg8yaj5uoqhxzwons3bo8a,1,46.8,54.0,2025-03-09T03:29:35.691Z,2025-03-09T04:16:54Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5568348385,168,,5568348395,213,5.84,5568348393,212,5.4,5568348391,141,50.6,5568348383,3,,5568348389,140,51.4,5568348387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895455,155,1,1,16,48,bk3zg8yaj5uoqhxzwons3bo8a,1,53.9,68.8,2025-03-09T03:29:38.498Z,2025-03-09T03:29:49Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,1.0,,5568348671,141,54.2,5568348673,212,19.2,5568348997,210,15,5568348669,140,69.6,5568348675,213,5.74,5568348667,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895461,156,15,1,16,52,bk3zg8yaj5uoqhxzwons3bo8a,1,84.0,62.0,2025-03-09T03:29:42.371Z,2025-03-09T03:29:50Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5568348705,17,,5568349037,215,,5568349035,103,8.2,5568349045,233,153,5568348707,56,Center,5568349033,102,49.9,5568349039,146,98.1,5568348703,22,,5568349029,55,5568348821,72,5568349025,78,,5568349041,147,5568349027,29,,,,,,,,,,155,,53.1,,,,,,,,,,
2785895469,153,10,1,16,52,7neuneh44n9rtsfsh6r0sb9no,1,3.3,48.5,2025-03-09T03:29:42.471Z,2025-03-09T03:29:50Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5568349065,233,156,5568348745,56,Back,5568348743,182,,5568348737,173,,5568348739,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895583,155,1,1,17,4,7neuneh44n9rtsfsh6r0sb9no,1,10.5,47.8,2025-03-09T03:29:54.029Z,2025-03-09T03:29:56Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5568349315,56,Back,5568349319,141,66.3,5568349321,212,17.7,5568349317,140,22.4,5568349313,123,,5568349323,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895609,156,1,1,17,6,7neuneh44n9rtsfsh6r0sb9no,1,22.4,66.3,2025-03-09T03:29:56.607Z,2025-03-09T03:29:59Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5568349487,212,18.2,5568349485,141,93.0,5568349481,56,Back,5568349489,213,1.54,5568349483,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895633,157,1,1,17,9,7neuneh44n9rtsfsh6r0sb9no,0,22.5,93.2,2025-03-09T03:29:59.333Z,2025-03-09T04:48:32Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568349587,56,Back,5568349589,140,40.1,5568349591,141,92.3,5568349593,212,18.5,5568349595,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895643,157,8,1,17,13,bk3zg8yaj5uoqhxzwons3bo8a,1,56.4,12.5,2025-03-09T03:30:03.100Z,2025-03-09T03:30:03Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5568349685,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895659,158,5,1,17,13,7neuneh44n9rtsfsh6r0sb9no,1,36.2,102.0,2025-03-09T03:30:03.724Z,2025-03-09T05:45:57Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5568349787,347,,5568349785,56,Back,5568349795,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895655,158,5,1,17,13,bk3zg8yaj5uoqhxzwons3bo8a,0,63.8,-2.0,2025-03-09T03:30:03.724Z,2025-03-09T05:45:58Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5568349775,347,,5568349813,233,158,5568349773,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895727,159,1,1,17,23,7neuneh44n9rtsfsh6r0sb9no,1,29.7,100.0,2025-03-09T03:30:13.453Z,2025-03-09T03:30:16Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568350189,213,4.96,5568350183,140,34.5,5568350181,56,Back,5568350187,212,20.8,5568350179,107,,5568350185,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895877,160,1,1,17,25,7neuneh44n9rtsfsh6r0sb9no,0,34.5,71.7,2025-03-09T03:30:15.820Z,2025-03-09T05:34:42Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5568351023,1,,5568351011,56,Back,5568351013,140,24.8,5568351021,213,4.39,5568351017,141,26.2,5568351019,212,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895805,159,79,1,17,37,bk3zg8yaj5uoqhxzwons3bo8a,0,0.0,0.0,2025-03-09T03:30:27.239Z,2025-03-09T03:30:27Z,,,,,5568350605,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895879,161,79,1,17,51,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-03-09T03:30:41.076Z,2025-03-09T06:51:53Z,,,,,5568351037,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895897,160,50,1,17,55,bk3zg8yaj5uoqhxzwons3bo8a,1,41.8,80.0,2025-03-09T03:30:45.603Z,2025-03-09T04:16:31Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5568448027,233,404,5568447939,286,,5568351115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785914967,404,7,1,17,55,7neuneh44n9rtsfsh6r0sb9no,0,58.2,20.0,2025-03-09T03:30:45.604Z,2025-03-09T04:51:10Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5568447997,56,Right,5568447999,285,,5568448001,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785927881,678,61,1,17,56,bk3zg8yaj5uoqhxzwons3bo8a,0,35.5,76.1,2025-03-09T03:30:46.338Z,2025-03-09T04:50:54Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5568507335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895903,162,1,1,17,57,7neuneh44n9rtsfsh6r0sb9no,1,63.3,12.9,2025-03-09T03:30:47.101Z,2025-03-09T06:51:15Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5568351157,140,65.9,5568351159,141,24.6,5568351161,212,8.4,5568351155,56,Center,5568351163,213,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895929,163,1,1,17,58,7neuneh44n9rtsfsh6r0sb9no,1,65.8,24.9,2025-03-09T03:30:48.092Z,2025-03-09T04:51:03Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,1.0,,5568351279,141,21.9,5568351519,210,15,5568351281,212,13.8,5568351275,56,Center,5568351283,213,6.13,5568351277,140,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895935,164,15,1,17,59,7neuneh44n9rtsfsh6r0sb9no,1,79.9,34.2,2025-03-09T03:30:49.453Z,2025-03-09T06:11:21Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5568351297,18,,5568351567,215,,5568351565,103,5.7,5568351295,22,,5568580549,233,870,5568351299,56,Center,5568602565,72,,5568351569,146,99.9,5568351563,102,5568351571,147,5568351555,78,,5568351557,29,5568351559,55,,,,,,,,,,48.4,46.4,,163,,,,,,,,,
2785944185,870,10,1,17,59,bk3zg8yaj5uoqhxzwons3bo8a,1,3.4,54.4,2025-03-09T03:30:49.553Z,2025-03-09T05:50:16Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5568580529,182,,5568580557,233,164,5568580527,178,,5568580531,56,Back,5568580525,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785944191,871,43,1,18,0,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-09T03:30:50.002Z,2025-03-09T05:50:33Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5568581057,144,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896067,162,1,1,18,10,bk3zg8yaj5uoqhxzwons3bo8a,1,9.6,48.7,2025-03-09T03:31:00.460Z,2025-03-09T03:31:05Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5568352073,212,23.4,5568352071,141,79.7,5568352065,123,,5568352069,140,19.2,5568352067,56,Back,5568352075,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896105,163,1,1,18,15,bk3zg8yaj5uoqhxzwons3bo8a,1,24.0,81.2,2025-03-09T03:31:05.643Z,2025-03-09T03:31:09Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5568352263,56,Back,5568352267,141,62.7,5568352269,212,19.2,5568352265,140,10.2,5568352271,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896129,164,1,1,18,18,bk3zg8yaj5uoqhxzwons3bo8a,1,10.2,62.7,2025-03-09T03:31:08.834Z,2025-03-09T03:31:11Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5568352399,56,Back,5568352403,141,37.1,5568352401,140,7.5,5568352407,213,4.55,5568352405,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896183,165,1,1,18,21,bk3zg8yaj5uoqhxzwons3bo8a,0,6.3,30.9,2025-03-09T03:31:11.178Z,2025-03-09T03:31:16Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5568352705,155,,5568352715,212,39.7,5568352719,213,6.00,5568352707,56,Back,5568352713,141,14.7,5568352709,140,42.6,5568352723,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896181,165,8,1,18,25,7neuneh44n9rtsfsh6r0sb9no,1,60.6,81.8,2025-03-09T03:31:15.452Z,2025-03-09T03:31:16Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568352699,56,Left,5568352761,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896401,166,5,1,18,27,7neuneh44n9rtsfsh6r0sb9no,0,100.9,79.4,2025-03-09T03:31:17.778Z,2025-03-09T05:45:58Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568353865,346,,5568353859,56,Left,5568353969,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896355,166,5,1,18,27,bk3zg8yaj5uoqhxzwons3bo8a,1,-0.9,20.6,2025-03-09T03:31:17.778Z,2025-03-09T05:45:58Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5568353941,233,166,5568353611,346,,5568353609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896373,167,1,1,18,48,bk3zg8yaj5uoqhxzwons3bo8a,1,4.8,61.8,2025-03-09T03:31:38.779Z,2025-03-09T03:31:41Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5568353733,56,Back,5568353739,212,17.2,5568353741,213,1.08,5568353731,124,,5568353737,141,84.1,5568353745,237,,5568353735,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896405,168,1,1,18,51,bk3zg8yaj5uoqhxzwons3bo8a,1,15.2,85.6,2025-03-09T03:31:41.474Z,2025-03-09T03:31:45Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5568353897,155,,5568353901,140,42.1,5568353903,141,67.3,5568353899,56,Back,5568353905,212,30.9,5568353907,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896415,169,3,1,18,55,bk3zg8yaj5uoqhxzwons3bo8a,0,42.0,68.0,2025-03-09T03:31:45.072Z,2025-03-09T03:31:49Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5568354037,233,167,5568353987,56,Back,5568353989,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896417,167,7,1,18,55,7neuneh44n9rtsfsh6r0sb9no,1,58.0,32.0,2025-03-09T03:31:45.073Z,2025-03-09T03:31:50Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5568354031,233,169,5568354009,285,,5568354007,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896445,169,1,1,18,57,7neuneh44n9rtsfsh6r0sb9no,0,61.2,37.1,2025-03-09T03:31:47.606Z,2025-03-09T03:31:50Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5568354153,56,Center,5568354157,141,31.5,5568354159,212,6.7,5568354155,140,66.4,5568354161,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896421,170,8,1,18,57,bk3zg8yaj5uoqhxzwons3bo8a,1,30.8,69.6,2025-03-09T03:31:47.902Z,2025-03-09T03:31:48Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5568354013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896449,170,8,1,19,0,7neuneh44n9rtsfsh6r0sb9no,1,57.5,27.3,2025-03-09T03:31:50.042Z,2025-03-09T06:51:57Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568354175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896475,171,1,1,19,0,bk3zg8yaj5uoqhxzwons3bo8a,1,40.6,71.4,2025-03-09T03:31:50.811Z,2025-03-09T03:31:55Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5568354321,56,Back,5568354329,213,3.88,5568354327,212,13.3,5568354323,140,31.2,5568354325,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896487,172,1,1,19,5,bk3zg8yaj5uoqhxzwons3bo8a,1,31.8,49.7,2025-03-09T03:31:55.266Z,2025-03-09T03:31:56Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5568354391,56,Back,5568354399,213,4.38,5568354397,212,20.8,5568354393,140,25.4,5568354395,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896497,173,1,1,19,6,bk3zg8yaj5uoqhxzwons3bo8a,1,25.4,23.1,2025-03-09T03:31:56.219Z,2025-03-09T03:31:58Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5568354451,140,23.7,5568354453,141,45.1,5568354457,213,1.69,5568354455,212,15.1,5568354449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896507,174,1,1,19,8,bk3zg8yaj5uoqhxzwons3bo8a,1,23.3,45.8,2025-03-09T03:31:58.218Z,2025-03-09T03:31:59Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5568354535,213,0.53,5568354529,140,32.1,5568354527,56,Back,5568354531,141,53.7,5568354533,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896513,175,1,1,19,9,bk3zg8yaj5uoqhxzwons3bo8a,1,32.2,53.9,2025-03-09T03:31:59.370Z,2025-03-09T03:32:00Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5568354573,213,3.73,5568354565,56,Back,5568354571,212,18.4,5568354611,156,,5568354569,141,38.9,5568354567,140,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896589,176,1,1,19,18,bk3zg8yaj5uoqhxzwons3bo8a,1,24.3,45.2,2025-03-09T03:32:08.019Z,2025-03-09T03:32:11Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5568355059,212,17.9,5568355053,140,26.1,5568355061,213,1.47,5568355057,141,71.4,5568355049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896601,177,1,1,19,21,bk3zg8yaj5uoqhxzwons3bo8a,1,26.5,71.5,2025-03-09T03:32:11.515Z,2025-03-09T03:32:12Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5568355125,56,Back,5568355131,212,17.3,5568355133,213,6.08,5568355129,141,66.4,5568355127,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896643,178,1,1,19,22,bk3zg8yaj5uoqhxzwons3bo8a,1,42.0,67.0,2025-03-09T03:32:12.626Z,2025-03-09T03:32:18Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5568355369,212,17.8,5568355367,141,91.8,5568355363,56,Back,5568355371,213,1.89,5568355365,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896703,179,1,1,19,28,bk3zg8yaj5uoqhxzwons3bo8a,1,57.6,83.2,2025-03-09T03:32:18.226Z,2025-03-09T05:43:37Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,1.0,,5568574333,210,14,5568355679,212,12.7,5568355673,56,Center,5568355681,213,5.07,5568355675,140,61.8,5568355677,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896709,180,14,1,19,33,bk3zg8yaj5uoqhxzwons3bo8a,1,73.6,51.9,2025-03-09T03:32:23.474Z,2025-03-09T05:43:37Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5568355713,18,,5568356759,20,,5568356881,103,20.9,5568355715,56,Center,5568574355,55,179,5568356879,102,44.2,5568355711,22,,5568356885,230,94.2,5568356887,231,5568356877,75,5568574353,29,,5568574359,215,,,,,,,,,,,,52.0,,,,,,,,,,,,
2785896725,181,1,1,19,38,bk3zg8yaj5uoqhxzwons3bo8a,0,79.3,38.2,2025-03-09T03:32:28.597Z,2025-03-09T03:32:29Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5568355815,141,59.4,5568355817,212,17.4,5568355811,56,Center,5568355819,213,0.98,5568355813,140,88.6,5568355809,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896731,171,12,1,19,40,7neuneh44n9rtsfsh6r0sb9no,1,12.1,50.1,2025-03-09T03:32:30.003Z,2025-03-09T03:32:31Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5568355881,56,Back,5568355883,140,23.9,5568355889,213,0.44,5568355911,15,,5568355887,212,13.7,5568355885,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896751,172,44,1,19,41,7neuneh44n9rtsfsh6r0sb9no,1,22.6,60.4,2025-03-09T03:32:31.898Z,2025-03-09T05:59:09Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5568356003,233,182,5568355979,56,Back,5568355981,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896743,182,44,1,19,41,bk3zg8yaj5uoqhxzwons3bo8a,0,77.4,39.6,2025-03-09T03:32:31.899Z,2025-03-09T05:59:09Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5568355955,56,Center,5568356015,233,172,5568355957,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896761,173,12,1,19,42,7neuneh44n9rtsfsh6r0sb9no,1,23.9,59.4,2025-03-09T03:32:32.507Z,2025-03-09T03:32:34Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5568356041,213,0.30,5568356033,56,Back,5568356043,15,,5568356039,212,16.2,5568356037,141,66.4,5568356035,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896783,183,1,1,19,44,bk3zg8yaj5uoqhxzwons3bo8a,1,67.1,40.1,2025-03-09T03:32:34.181Z,2025-03-09T03:32:37Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5568356147,212,13.0,5568356145,141,27.6,5568356139,3,,5568356149,213,5.57,5568356143,140,76.5,5568356141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896785,184,43,1,19,47,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-09T03:32:37.514Z,2025-03-09T04:15:32Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5568356165,212,8.1,5568356167,213,5.72,5568356159,56,Center,5568356163,141,21.3,5568356161,140,82.9,5568446497,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896813,185,61,1,19,49,bk3zg8yaj5uoqhxzwons3bo8a,0,63.4,7.1,2025-03-09T03:32:39.419Z,2025-03-09T05:35:30Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5568356329,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896807,174,1,1,19,50,7neuneh44n9rtsfsh6r0sb9no,0,15.8,88.6,2025-03-09T03:32:40.100Z,2025-03-09T03:32:41Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568356299,1,,5568356293,141,91.8,5568356291,140,38.2,5568356287,157,,5568356295,212,23.6,5568356297,213,0.09,5568356289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896905,175,5,1,19,52,7neuneh44n9rtsfsh6r0sb9no,1,34.8,101.7,2025-03-09T03:32:42.266Z,2025-03-09T05:45:59Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568356811,56,Back,5568356847,233,186,5568356815,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896821,186,5,1,19,52,bk3zg8yaj5uoqhxzwons3bo8a,0,65.2,-1.7,2025-03-09T03:32:42.266Z,2025-03-09T05:45:59Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5568356347,56,Right,5568356349,347,,5568356891,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896943,176,1,1,20,4,7neuneh44n9rtsfsh6r0sb9no,1,33.4,100.0,2025-03-09T03:32:54.826Z,2025-03-09T03:32:58Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5568356947,56,Left,5568356951,141,85.9,5568356953,212,26.3,5568356945,107,,5568356955,213,5.87,5568356949,140,56.3,5568356957,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896945,177,3,1,20,8,7neuneh44n9rtsfsh6r0sb9no,0,59.1,86.0,2025-03-09T03:32:58.187Z,2025-03-09T05:48:02Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5568359629,233,187,5568356961,56,Left,5568357961,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896939,187,7,1,20,8,bk3zg8yaj5uoqhxzwons3bo8a,1,40.9,14.0,2025-03-09T03:32:58.188Z,2025-03-09T05:48:02Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5568359619,285,,5568356943,56,Back,5568359625,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896953,178,61,1,20,9,7neuneh44n9rtsfsh6r0sb9no,0,56.4,80.5,2025-03-09T03:32:59.259Z,2025-03-09T05:36:00Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5568356997,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896955,188,1,1,20,9,bk3zg8yaj5uoqhxzwons3bo8a,1,38.1,18.5,2025-03-09T03:32:59.866Z,2025-03-09T03:33:01Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5568357011,140,36.8,5568357013,141,24.1,5568357009,56,Back,5568357017,213,1.91,5568357015,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896979,190,1,1,20,14,bk3zg8yaj5uoqhxzwons3bo8a,1,67.2,39.1,2025-03-09T03:33:04.362Z,2025-03-09T03:35:56Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,1.0,5568363449,23,,5568359211,154,,5568357147,212,17.6,5568357145,141,22.8,5568359207,210,16,5568357141,56,Center,5568357143,140,80.2,5568357149,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
