id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/17/value,qualifier/15/value,qualifier/16/value
2816134543,134,1,1,19,56,83cpn99fh7ulkwe8nezy8a3mx,0,85.0,14.5,2025-05-17T23:26:38.984Z,2025-05-17T23:26:39Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5734822123,213,1.48,5734822119,141,55.3,5734822121,212,27.9,5734822113,56,Center,5734822107,2,,5734822117,140,87.5,5734822109,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134565,189,12,1,19,59,2n3wgr89m7jl8tmioemit2pgq,1,23.0,40.6,2025-05-17T23:26:41.931Z,2025-05-17T23:26:43Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5734822217,213,0.27,5734822213,141,51.3,5734822209,56,Back,5734822211,140,47.8,5734822239,15,,5734822215,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134571,135,44,1,19,59,83cpn99fh7ulkwe8nezy8a3mx,1,52.4,45.2,2025-05-17T23:26:42.319Z,2025-05-18T01:27:38Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734822261,56,Center,5734822265,286,,5734822407,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134585,190,44,1,19,59,2n3wgr89m7jl8tmioemit2pgq,0,47.6,54.8,2025-05-17T23:26:42.320Z,2025-05-18T01:27:38Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5734822367,56,Back,5734822419,233,135,5734822423,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134597,136,1,1,20,0,83cpn99fh7ulkwe8nezy8a3mx,1,56.8,40.8,2025-05-17T23:26:42.622Z,2025-05-17T23:26:45Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734822465,140,61.6,5734822463,56,Center,5734822461,3,,5734822467,141,39.1,5734822469,212,5.2,5734822471,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134635,137,1,1,20,2,83cpn99fh7ulkwe8nezy8a3mx,1,61.6,41.2,2025-05-17T23:26:44.807Z,2025-05-17T23:26:49Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5734822677,141,55.0,5734822679,212,12.0,5734822673,56,Center,5734822671,3,,5734822681,213,2.24,5734822675,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134697,138,1,1,20,7,83cpn99fh7ulkwe8nezy8a3mx,0,64.8,61.2,2025-05-17T23:26:49.655Z,2025-05-17T23:27:23Z,bteydgv4om5ylyoznx9vesogl,N. McCabe,,,5734823057,141,35.2,5734823059,212,31.0,5734823053,56,Center,5734823051,155,,5734823061,213,5.68,5734823055,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134667,191,44,1,20,10,2n3wgr89m7jl8tmioemit2pgq,1,13.1,66.8,2025-05-17T23:26:52.947Z,2025-05-18T01:27:38Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5734822881,285,,5734823133,233,139,5734822879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134699,139,44,1,20,10,83cpn99fh7ulkwe8nezy8a3mx,0,86.9,33.2,2025-05-17T23:26:52.948Z,2025-05-18T01:27:39Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5734823153,233,191,5734823075,286,,5734823073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134681,192,12,1,20,10,2n3wgr89m7jl8tmioemit2pgq,1,16.5,69.6,2025-05-17T23:26:53.203Z,2025-05-17T23:26:56Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5734822965,212,12.1,5734822953,56,Back,5734822989,15,,5734822961,141,78.2,5734822967,213,2.64,5734822957,140,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134707,193,4,1,20,13,2n3wgr89m7jl8tmioemit2pgq,1,9.2,70.0,2025-05-17T23:26:56.427Z,2025-05-18T01:26:44Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5735214569,294,,5734823123,152,,5734823119,13,,5734823121,56,Back,5734823343,233,140,5734823127,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134709,140,4,1,20,13,83cpn99fh7ulkwe8nezy8a3mx,0,90.8,30.0,2025-05-17T23:26:56.428Z,2025-05-18T01:26:44Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5734823319,286,,5734823315,56,Center,5734823313,294,,5734823311,13,,5734823317,152,,5734823353,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816134979,194,1,1,20,47,2n3wgr89m7jl8tmioemit2pgq,0,11.9,71.2,2025-05-17T23:27:29.747Z,2025-05-17T23:27:30Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5734824707,56,Center,5734824711,141,75.0,5734824713,212,48.9,5734824715,213,0.05,5734824709,140,58.4,5734824705,152,,5734824717,1,,5734824701,5,,5734824703,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816135005,141,1,1,20,49,83cpn99fh7ulkwe8nezy8a3mx,0,35.7,30.7,2025-05-17T23:27:31.966Z,2025-05-17T23:28:19Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5734824841,212,30.3,5734824843,213,0.01,5734824837,140,64.6,5734824839,141,31.0,5734824833,3,,5734824835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816135025,195,44,1,20,51,2n3wgr89m7jl8tmioemit2pgq,1,43.2,73.1,2025-05-17T23:27:33.790Z,2025-05-18T01:27:39Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5734824955,56,Back,5734824957,285,,5734825047,233,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816135009,142,44,1,20,51,83cpn99fh7ulkwe8nezy8a3mx,0,56.8,26.9,2025-05-17T23:27:33.791Z,2025-05-18T01:27:39Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5734825011,233,195,5734824865,286,,5734824863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816135049,196,1,1,20,52,2n3wgr89m7jl8tmioemit2pgq,0,45.3,71.8,2025-05-17T23:27:34.735Z,2025-05-18T01:29:28Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5734828215,213,4.06,5734825063,56,Back,5734828211,141,66.9,5734828207,3,,5734828209,140,42.9,5734828213,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816135017,143,61,1,20,52,83cpn99fh7ulkwe8nezy8a3mx,1,64.5,31.2,2025-05-17T23:27:34.982Z,2025-05-18T01:29:00Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5734824899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816135119,197,1,1,20,55,2n3wgr89m7jl8tmioemit2pgq,1,43.4,58.1,2025-05-17T23:27:37.819Z,2025-05-17T23:27:44Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5734825453,56,Back,5734825455,140,32.1,5734825461,213,4.17,5734825459,212,23.1,5734825457,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816135137,144,27,1,20,59,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-05-17T23:27:42.067Z,2025-05-17T23:27:47Z,,,,,5734825539,53,achy1l1rfq2d4ftn6l1esht9m,5734825537,41,Injury,5734825597,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816135129,198,27,1,20,59,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-17T23:27:42.067Z,2025-05-17T23:27:46Z,,,,,5734825497,41,Injury,5734825553,233,144,5734825501,53,38ghqgck8fwnxap6em08avzs9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816135401,145,28,1,21,3,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-05-17T23:27:46.020Z,2025-05-18T01:28:07Z,,,,,5734827287,55,144,5735222189,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816135135,199,28,1,21,3,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-17T23:27:46.020Z,2025-05-18T01:28:07Z,,,,,5735222181,233,145,5734825529,55,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136073,202,1,1,23,6,2n3wgr89m7jl8tmioemit2pgq,1,31.4,45.7,2025-05-17T23:29:49.507Z,2025-05-17T23:29:54Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5734831523,213,0.43,5734831517,140,75.5,5734831521,212,51.0,5734831519,141,77.0,5734831525,1,,5734831515,56,Center,5734831513,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136053,149,4,1,23,9,83cpn99fh7ulkwe8nezy8a3mx,1,18.7,12.4,2025-05-17T23:29:52.166Z,2025-05-18T01:26:44Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5734831479,285,,5734831473,294,,5734831475,56,Back,5734831469,13,,5734831477,152,,5734831633,233,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136075,203,4,1,23,9,2n3wgr89m7jl8tmioemit2pgq,0,81.3,87.6,2025-05-17T23:29:52.167Z,2025-05-18T01:26:45Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,,5734831639,233,149,5734831583,152,,5734831581,56,Left,5735214943,294,,5734831579,13,,5734831587,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136299,150,1,1,23,37,83cpn99fh7ulkwe8nezy8a3mx,0,12.9,6.1,2025-05-17T23:30:20.422Z,2025-05-17T23:30:25Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5734832857,5,,5734832867,141,30.9,5734832863,56,Center,5734832861,152,,5734832865,140,70.6,5734832859,157,,5734832871,213,0.27,5734832873,1,,5734832869,212,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136309,204,44,1,23,41,2n3wgr89m7jl8tmioemit2pgq,1,30.2,65.9,2025-05-17T23:30:24.077Z,2025-05-18T01:27:40Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5734832927,56,Back,5734832929,285,,5734832981,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136305,151,44,1,23,41,83cpn99fh7ulkwe8nezy8a3mx,0,69.8,34.1,2025-05-17T23:30:24.078Z,2025-05-18T01:27:40Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5734832989,233,204,5734832909,286,,5734832907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136361,205,1,1,23,42,2n3wgr89m7jl8tmioemit2pgq,1,31.4,60.5,2025-05-17T23:30:24.900Z,2025-05-17T23:30:30Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5734833271,140,38.6,5734833273,141,60.8,5734833275,212,7.6,5734833269,56,Back,5734833279,213,0.03,5734833267,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136321,152,4,1,23,45,83cpn99fh7ulkwe8nezy8a3mx,1,61.0,29.0,2025-05-17T23:30:27.598Z,2025-05-18T01:26:45Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5734833095,56,Center,5734833091,13,,5734833093,294,,5734833099,286,,5734833097,152,,5734833321,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136367,206,4,1,23,45,2n3wgr89m7jl8tmioemit2pgq,0,39.0,71.0,2025-05-17T23:30:27.599Z,2025-05-18T01:26:46Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5734833293,13,,5734833341,233,152,5734833295,56,Back,5734833301,285,,5734833297,152,,5735215201,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136397,153,1,1,23,50,83cpn99fh7ulkwe8nezy8a3mx,1,40.0,22.3,2025-05-17T23:30:33.086Z,2025-05-17T23:30:35Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5734833477,141,42.1,5734833479,212,15.1,5734833475,140,33.5,5734833469,5,,5734833471,152,,5734833481,213,2.04,5734833473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136417,154,1,1,23,52,83cpn99fh7ulkwe8nezy8a3mx,1,33.5,40.8,2025-05-17T23:30:35.454Z,2025-05-17T23:30:37Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734833573,213,6.16,5734833571,212,5.9,5734833567,140,39.1,5734833569,141,39.7,5734833565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136441,155,1,1,23,54,83cpn99fh7ulkwe8nezy8a3mx,1,42.9,30.4,2025-05-17T23:30:36.806Z,2025-05-17T23:30:39Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5734833727,213,3.32,5734833723,141,27.9,5734833721,140,33.7,5734833719,56,Back,5734833725,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136499,156,1,1,23,56,83cpn99fh7ulkwe8nezy8a3mx,0,32.5,27.3,2025-05-17T23:30:39.054Z,2025-05-17T23:30:45Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734834029,56,Center,5734834039,1,,5734834031,140,65.0,5734834033,141,27.1,5734834035,212,34.1,5734834027,157,,5734834037,213,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136531,207,1,1,24,2,2n3wgr89m7jl8tmioemit2pgq,0,35.4,73.8,2025-05-17T23:30:45.547Z,2025-05-17T23:30:51Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5734834207,3,,5734834211,140,37.8,5734834209,56,Back,5734834213,141,67.8,5734834215,212,4.8,5734834217,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136523,157,61,1,24,4,83cpn99fh7ulkwe8nezy8a3mx,1,64.3,27.4,2025-05-17T23:30:46.846Z,2025-05-17T23:30:47Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5734834171,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136539,208,43,1,24,5,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-17T23:30:47.588Z,2025-05-17T23:30:51Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5734834385,144,61,5734834239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136559,158,1,1,24,6,83cpn99fh7ulkwe8nezy8a3mx,1,63.6,27.4,2025-05-17T23:30:49.214Z,2025-05-17T23:30:50Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5734834367,213,5.31,5734834357,56,Right,5734834359,140,67.1,5734834365,212,6.5,5734834361,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136579,159,1,1,24,8,83cpn99fh7ulkwe8nezy8a3mx,0,73.3,10.3,2025-05-17T23:30:50.654Z,2025-05-17T23:30:52Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5734834477,155,,5734834487,213,1.28,5734834473,2,,5734834483,141,59.1,5734834481,140,82.8,5734834485,212,34.7,5734834479,56,Center,5734834489,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136621,209,1,1,24,11,2n3wgr89m7jl8tmioemit2pgq,1,13.3,38.3,2025-05-17T23:30:54.092Z,2025-05-17T23:30:56Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5734834779,56,Back,5734834781,140,6.7,5734834783,141,42.4,5734834785,212,7.5,5734834787,213,2.76,5734834777,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136773,211,1,1,24,20,2n3wgr89m7jl8tmioemit2pgq,1,7.5,41.6,2025-05-17T23:31:03.131Z,2025-05-18T01:29:41Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5734835599,212,12.9,5734835601,213,5.70,5735226613,123,,5734835593,56,Back,5734835595,140,17.8,5734835597,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136801,212,1,1,24,27,2n3wgr89m7jl8tmioemit2pgq,1,17.8,30.7,2025-05-17T23:31:10.203Z,2025-05-17T23:31:13Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5734835727,213,5.46,5734835725,212,15.7,5734835723,141,13.8,5734835721,140,28.0,5734835719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136823,213,1,1,24,30,2n3wgr89m7jl8tmioemit2pgq,1,28.4,13.7,2025-05-17T23:31:13.011Z,2025-05-17T23:31:14Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5734835847,141,26.8,5734835853,213,2.09,5734835849,212,10.2,5734835841,56,Back,5734835843,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136837,214,1,1,24,31,2n3wgr89m7jl8tmioemit2pgq,1,23.6,26.8,2025-05-17T23:31:14.075Z,2025-05-17T23:31:16Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5734835923,141,9.5,5734835921,140,29.0,5734835919,56,Back,5734835925,212,13.1,5734835927,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136899,215,1,1,24,33,2n3wgr89m7jl8tmioemit2pgq,0,28.5,10.6,2025-05-17T23:31:16.123Z,2025-05-17T23:31:22Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5734836273,140,73.9,5734836281,1,,5734836271,56,Right,5734836269,155,,5734836275,141,8.2,5734836279,213,6.25,5734836277,212,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136911,160,1,1,24,40,83cpn99fh7ulkwe8nezy8a3mx,1,17.7,81.1,2025-05-17T23:31:22.870Z,2025-05-17T23:32:09Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5734836341,141,82.0,5734836343,212,2.3,5734836339,140,19.8,5734836345,213,0.27,5734836337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136929,162,1,1,24,41,83cpn99fh7ulkwe8nezy8a3mx,1,30.8,84.7,2025-05-17T23:31:24.189Z,2025-05-17T23:31:26Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5734836431,141,76.6,5734836433,212,8.3,5734836435,213,3.87,5734836429,140,24.9,5734836427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816136975,163,1,1,24,43,83cpn99fh7ulkwe8nezy8a3mx,1,22.8,73.5,2025-05-17T23:31:25.990Z,2025-05-17T23:31:30Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734836667,56,Back,5734836669,140,10.9,5734836675,213,4.26,5734836673,212,28.4,5734836671,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137043,164,1,1,24,50,83cpn99fh7ulkwe8nezy8a3mx,1,8.9,27.4,2025-05-17T23:31:33.134Z,2025-05-17T23:31:37Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5734837057,56,Back,5734837067,212,44.7,5734837055,196,,5734837063,141,91.6,5734837053,155,,5734837059,140,17.9,5734837071,1,,5734837069,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137061,165,1,1,24,55,83cpn99fh7ulkwe8nezy8a3mx,0,14.5,90.0,2025-05-17T23:31:37.734Z,2025-05-17T23:31:39Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5734837159,141,79.2,5734837163,213,6.02,5734837155,56,Back,5734837161,212,28.3,5734837165,1,,5734837153,157,,5734837157,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137095,216,1,1,24,58,2n3wgr89m7jl8tmioemit2pgq,1,59.8,38.5,2025-05-17T23:31:40.899Z,2025-05-17T23:31:42Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5734837315,140,63.0,5734837313,56,Center,5734837321,213,5.07,5734837317,141,25.3,5734837319,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137101,218,1,1,25,0,2n3wgr89m7jl8tmioemit2pgq,0,63.0,25.2,2025-05-17T23:31:42.947Z,2025-05-17T23:31:43Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5734837355,141,26.7,5734837353,140,66.8,5734837351,56,Center,5734837357,212,4.1,5734837359,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137113,166,1,1,25,1,83cpn99fh7ulkwe8nezy8a3mx,1,30.9,80.7,2025-05-17T23:31:43.974Z,2025-05-17T23:31:45Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5734837435,141,77.7,5734837431,56,Back,5734837433,140,40.7,5734837439,213,6.09,5734837437,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137127,168,1,1,25,2,83cpn99fh7ulkwe8nezy8a3mx,1,40.4,77.7,2025-05-17T23:31:45.341Z,2025-05-17T23:31:47Z,bteydgv4om5ylyoznx9vesogl,N. McCabe,,,5734837489,213,2.23,5734837487,212,8.6,5734837485,141,87.7,5734837483,140,35.4,5734837481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137145,169,1,1,25,4,83cpn99fh7ulkwe8nezy8a3mx,1,35.4,87.7,2025-05-17T23:31:46.917Z,2025-05-17T23:31:49Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5734837577,141,81.9,5734837581,213,4.61,5734837573,56,Back,5734837575,140,35.0,5734837579,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137153,170,4,1,25,6,83cpn99fh7ulkwe8nezy8a3mx,1,34.6,70.2,2025-05-17T23:31:49.310Z,2025-05-18T01:26:46Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5734837635,294,,5734837633,13,,5734837639,152,,5734837641,286,,5734837731,233,219,5734837637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137161,219,4,1,25,6,2n3wgr89m7jl8tmioemit2pgq,0,65.4,29.8,2025-05-17T23:31:49.311Z,2025-05-18T01:26:47Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5734837717,13,,5734837747,233,170,5734837725,285,,5734837719,294,,5734837721,56,Center,5734837723,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137231,171,1,1,25,11,83cpn99fh7ulkwe8nezy8a3mx,1,25.4,68.4,2025-05-17T23:31:54.103Z,2025-05-17T23:31:59Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5734837965,152,,5734837963,5,,5734837975,213,0.80,5734837969,140,34.8,5734837967,56,Back,5734837971,141,83.4,5734837973,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137237,172,1,1,25,16,83cpn99fh7ulkwe8nezy8a3mx,0,36.6,85.0,2025-05-17T23:31:58.854Z,2025-05-17T23:33:21Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5734838029,141,68.2,5734838027,140,68.4,5734838035,1,,5734838033,213,5.95,5734838025,56,Center,5734838031,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137239,173,43,1,25,17,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-05-17T23:31:59.799Z,2025-05-17T23:33:22Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5734838045,56,Center,5734838053,189,0,5734842035,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137313,221,1,1,25,21,2n3wgr89m7jl8tmioemit2pgq,1,13.2,56.6,2025-05-17T23:32:03.555Z,2025-05-17T23:32:08Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5734838377,140,17.7,5734838381,212,15.9,5734838383,213,1.27,5734838375,56,Back,5734838379,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137341,222,1,1,25,25,2n3wgr89m7jl8tmioemit2pgq,1,22.9,73.3,2025-05-17T23:32:08.027Z,2025-05-17T23:32:12Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5734838557,213,4.09,5734838549,56,Back,5734838555,212,18.0,5734838553,141,51.8,5734838551,140,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137397,223,1,1,25,29,2n3wgr89m7jl8tmioemit2pgq,1,11.1,52.1,2025-05-17T23:32:12.075Z,2025-05-17T23:32:19Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5734838867,213,4.91,5734838861,140,13.8,5734838863,141,31.0,5734838865,212,14.6,5734838859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137423,224,1,1,25,37,2n3wgr89m7jl8tmioemit2pgq,1,14.2,34.3,2025-05-17T23:32:19.612Z,2025-05-17T23:32:22Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5734839037,212,38.5,5734839029,155,,5734839041,1,,5734839039,213,6.04,5734839033,140,49.8,5734839031,56,Back,5734839035,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816137429,225,1,1,25,39,2n3wgr89m7jl8tmioemit2pgq,1,49.8,20.6,2025-05-17T23:32:22.355Z,2025-05-17T23:32:23Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5734839077,140,34.9,5734839075,56,Back,5734839083,213,3.28,5734839081,212,15.8,5734839095,156,,5734839079,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
