id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2816231809,166,4,1,18,15,kfq8fhwnmycbtad1u0fyefx0,1,61.8,30.2,2025-05-18T02:26:13.835Z,2025-05-18T02:52:21Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5735364299,286,,5735364293,56,Center,5735364341,233,176,5735364291,13,,5735364297,265,,5735364295,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231811,176,4,1,18,15,2iwybwokic7nmr1t33abdbjoq,0,38.2,69.8,2025-05-18T02:26:13.836Z,2025-05-18T02:52:22Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5735364307,56,Back,5735364311,265,,5735364305,13,,5735364309,152,,5735364313,285,,5735364353,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231989,167,1,1,18,35,kfq8fhwnmycbtad1u0fyefx0,1,77.3,27.7,2025-05-18T02:26:34.291Z,2025-05-18T02:28:09Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5735365365,152,,5735365389,189,,5735365373,212,17.0,5735365367,56,Right,5735365375,213,3.67,5735365369,140,63.3,5735365371,141,15.2,5735365363,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232101,168,1,1,18,46,kfq8fhwnmycbtad1u0fyefx0,1,57.2,12.6,2025-05-18T02:26:45.659Z,2025-05-18T02:26:46Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5735365963,213,2.26,5735365959,141,38.8,5735365955,56,Back,5735365957,140,43.1,5735365961,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232105,169,1,1,18,47,kfq8fhwnmycbtad1u0fyefx0,1,43.1,38.8,2025-05-18T02:26:46.315Z,2025-05-18T02:26:47Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5735366005,141,29.8,5735366009,212,7.8,5735366013,213,4.04,5735366003,140,38.5,5735366001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232117,170,1,1,18,48,kfq8fhwnmycbtad1u0fyefx0,0,38.5,29.8,2025-05-18T02:26:46.891Z,2025-05-18T02:27:13Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5735366093,212,19.0,5735366091,141,47.8,5735366087,56,Center,5735366095,213,0.70,5735366089,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233021,201,1,1,18,48,2iwybwokic7nmr1t33abdbjoq,0,46.5,50.1,2025-05-18T02:26:47.558Z,2025-05-18T02:28:37Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5735371499,213,0.02,5735371493,140,59.5,5735371497,212,13.7,5735371491,56,Center,5735371495,141,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232123,171,43,1,18,49,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-05-18T02:26:48.204Z,2025-05-18T02:27:14Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,,5735366125,140,41.7,5735366127,141,49.4,5735367419,144,1,5735366123,56,Back,5735366131,213,3.04,5735366129,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232151,172,1,1,18,51,kfq8fhwnmycbtad1u0fyefx0,0,42.0,49.4,2025-05-18T02:26:50.723Z,2025-05-18T02:26:53Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5735366293,212,47.8,5735366287,140,72.7,5735366281,155,,5735366297,213,0.83,5735366301,1,,5735366291,141,100.0,5735366283,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232161,173,5,1,18,54,kfq8fhwnmycbtad1u0fyefx0,0,75.4,101.1,2025-05-18T02:26:53.226Z,2025-05-18T04:14:55Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5735367079,233,177,5735366333,56,Left,5735366335,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232257,177,5,1,18,54,2iwybwokic7nmr1t33abdbjoq,1,24.6,-1.1,2025-05-18T02:26:53.226Z,2025-05-18T04:14:55Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735367057,233,173,5735366989,56,Back,5735366993,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232293,178,1,1,19,9,2iwybwokic7nmr1t33abdbjoq,1,19.8,0.0,2025-05-18T02:27:08.036Z,2025-05-18T02:27:10Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735367149,213,1.20,5735367139,107,,5735367143,140,23.9,5735367147,212,12.0,5735367141,56,Back,5735367145,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232315,179,1,1,19,11,2iwybwokic7nmr1t33abdbjoq,1,26.2,17.0,2025-05-18T02:27:10.029Z,2025-05-18T02:27:11Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5735367259,141,6.5,5735367263,213,4.01,5735367255,56,Back,5735367257,140,20.5,5735367261,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232341,180,1,1,19,12,2iwybwokic7nmr1t33abdbjoq,1,21.4,5.8,2025-05-18T02:27:11.469Z,2025-05-18T02:27:15Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735367435,56,Back,5735367439,141,14.4,5735367437,140,10.7,5735367441,212,12.7,5735367443,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232393,181,1,1,19,16,2iwybwokic7nmr1t33abdbjoq,1,14.7,15.3,2025-05-18T02:27:15.477Z,2025-05-18T02:27:19Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735367733,56,Back,5735367743,1,,5735367739,212,53.9,5735367735,140,31.4,5735367737,141,90.3,5735367731,196,,5735367741,213,1.24,5735367729,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232413,182,1,1,19,20,2iwybwokic7nmr1t33abdbjoq,1,33.3,91.5,2025-05-18T02:27:19.125Z,2025-05-18T02:27:21Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5735367865,56,Back,5735367873,213,3.84,5735367867,140,25.9,5735367871,212,10.1,5735367869,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232449,183,1,1,19,22,2iwybwokic7nmr1t33abdbjoq,1,27.2,81.7,2025-05-18T02:27:21.205Z,2025-05-18T02:27:23Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5735368055,140,35.6,5735368057,141,90.9,5735368061,213,0.62,5735368059,212,10.8,5735368053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232485,184,1,1,19,24,2iwybwokic7nmr1t33abdbjoq,1,35.0,88.1,2025-05-18T02:27:23.661Z,2025-05-18T02:27:26Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5735368223,141,70.8,5735368227,213,4.78,5735368221,140,35.8,5735368219,56,Back,5735368225,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232515,185,1,1,19,27,2iwybwokic7nmr1t33abdbjoq,1,35.8,69.3,2025-05-18T02:27:26.173Z,2025-05-18T02:27:29Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5735368397,56,Back,5735368403,212,8.2,5735368405,213,2.20,5735368399,140,31.2,5735368401,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232547,186,1,1,19,30,2iwybwokic7nmr1t33abdbjoq,1,29.5,85.1,2025-05-18T02:27:29.245Z,2025-05-18T02:27:32Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5735368553,141,84.5,5735368551,140,15.2,5735368557,213,3.17,5735368549,56,Back,5735368555,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232585,187,1,1,19,33,2iwybwokic7nmr1t33abdbjoq,1,9.3,80.0,2025-05-18T02:27:32.421Z,2025-05-18T02:27:35Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5735368775,213,4.54,5735368769,140,4.9,5735368771,141,41.9,5735368773,212,26.3,5735368767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232609,188,1,1,19,36,2iwybwokic7nmr1t33abdbjoq,1,8.4,37.4,2025-05-18T02:27:35.509Z,2025-05-18T02:27:38Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5735368927,56,Back,5735368933,212,20.8,5735368929,140,23.8,5735368931,141,18.2,5735368935,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232615,189,1,1,19,39,2iwybwokic7nmr1t33abdbjoq,1,26.3,19.2,2025-05-18T02:27:38.429Z,2025-05-18T02:27:39Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735368975,56,Back,5735368987,213,0.35,5735368983,212,7.0,5735368977,140,32.6,5735368979,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232627,190,1,1,19,40,2iwybwokic7nmr1t33abdbjoq,1,33.9,22.2,2025-05-18T02:27:39.413Z,2025-05-18T02:27:40Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5735369039,212,10.9,5735369033,56,Back,5735369035,140,24.5,5735369037,141,15.3,5735369041,213,3.59,5735369071,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232697,191,1,1,19,47,2iwybwokic7nmr1t33abdbjoq,1,29.8,19.1,2025-05-18T02:27:45.917Z,2025-05-18T02:27:48Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735369489,141,40.6,5735369487,140,15.0,5735369485,56,Back,5735369491,212,21.3,5735369493,213,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232741,192,1,1,19,49,2iwybwokic7nmr1t33abdbjoq,1,14.3,45.2,2025-05-18T02:27:48.349Z,2025-05-18T02:27:53Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5735369793,213,1.12,5735369775,140,23.1,5735369771,56,Back,5735369787,212,21.0,5735369781,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232755,193,1,1,19,54,2iwybwokic7nmr1t33abdbjoq,1,26.6,84.1,2025-05-18T02:27:53.190Z,2025-05-18T02:27:54Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5735369879,212,9.7,5735369867,56,Back,5735369871,140,34.3,5735369881,213,0.59,5735369875,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232773,194,1,1,19,55,2iwybwokic7nmr1t33abdbjoq,1,35.4,91.7,2025-05-18T02:27:54.733Z,2025-05-18T02:27:56Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5735369993,213,3.14,5735369991,212,11.1,5735369985,56,Back,5735369987,140,24.8,5735369989,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232789,195,1,1,19,57,2iwybwokic7nmr1t33abdbjoq,1,26.6,92.0,2025-05-18T02:27:56.309Z,2025-05-18T02:27:57Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5735370085,141,80.5,5735370083,140,28.0,5735370087,212,8.0,5735370081,56,Back,5735370089,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232813,196,1,1,19,58,2iwybwokic7nmr1t33abdbjoq,1,28.4,80.2,2025-05-18T02:27:57.357Z,2025-05-18T02:28:00Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5735370229,213,3.74,5735370227,212,20.9,5735370223,140,11.9,5735370221,56,Back,5735370225,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232847,197,1,1,20,1,2iwybwokic7nmr1t33abdbjoq,1,11.7,62.7,2025-05-18T02:28:00.726Z,2025-05-18T02:28:05Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5735370415,56,Back,5735370427,212,18.4,5735370431,213,5.40,5735370423,141,41.8,5735370419,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232895,198,1,1,20,6,2iwybwokic7nmr1t33abdbjoq,1,27.5,35.1,2025-05-18T02:28:05.342Z,2025-05-18T02:28:11Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735370703,141,19.5,5735370707,213,5.11,5735370701,140,31.8,5735370697,56,Back,5735370705,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232917,199,1,1,20,12,2iwybwokic7nmr1t33abdbjoq,1,31.1,28.0,2025-05-18T02:28:11.302Z,2025-05-18T02:34:22Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5735370853,140,38.3,5735370859,213,0.63,5735370855,141,36.1,5735370857,212,9.4,5735370849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232927,200,1,1,20,14,2iwybwokic7nmr1t33abdbjoq,0,40.4,34.0,2025-05-18T02:28:13.622Z,2025-05-18T02:28:14Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5735370921,141,19.1,5735370923,212,15.9,5735370915,56,Right,5735370917,140,52.1,5735370925,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232949,175,1,1,20,17,kfq8fhwnmycbtad1u0fyefx0,1,46.0,74.1,2025-05-18T02:28:16.108Z,2025-05-18T02:28:19Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5735371097,213,3.39,5735371091,140,36.1,5735371093,141,70.3,5735371089,56,Back,5735371095,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232979,176,1,1,20,20,kfq8fhwnmycbtad1u0fyefx0,1,39.2,66.7,2025-05-18T02:28:19.484Z,2025-05-18T02:28:25Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,,5735371213,56,Back,5735371219,212,15.9,5735371221,213,2.97,5735371215,140,24.3,5735371217,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233005,177,1,1,20,26,kfq8fhwnmycbtad1u0fyefx0,1,24.8,66.4,2025-05-18T02:28:25.485Z,2025-05-18T02:28:29Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5735371405,141,40.4,5735371407,212,17.7,5735371401,56,Back,5735371403,140,23.9,5735371409,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233027,178,1,1,20,30,kfq8fhwnmycbtad1u0fyefx0,1,23.1,39.5,2025-05-18T02:28:29.557Z,2025-05-18T02:28:33Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5735371529,212,28.1,5735371531,213,0.78,5735371523,56,Back,5735371525,140,42.1,5735371527,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233043,179,1,1,20,34,kfq8fhwnmycbtad1u0fyefx0,1,37.5,66.0,2025-05-18T02:28:33.709Z,2025-05-18T02:28:36Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5735371615,140,45.0,5735371621,213,5.20,5735371617,141,44.2,5735371619,212,16.8,5735371613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233051,180,1,1,20,37,kfq8fhwnmycbtad1u0fyefx0,1,45.1,44.0,2025-05-18T02:28:36.709Z,2025-05-18T02:28:38Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,,5735371667,56,Back,5735371673,212,14.8,5735371685,156,,5735371675,213,2.19,5735371671,141,61.7,5735371669,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233057,181,1,1,20,39,kfq8fhwnmycbtad1u0fyefx0,1,37.0,61.8,2025-05-18T02:28:38.421Z,2025-05-18T02:28:40Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5735371725,212,13.0,5735371719,56,Back,5735371727,213,3.94,5735371721,140,28.4,5735371723,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233075,182,1,1,20,41,kfq8fhwnmycbtad1u0fyefx0,1,29.1,49.3,2025-05-18T02:28:39.845Z,2025-05-18T03:05:57Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5735371829,212,9.4,5735371831,213,5.23,5735371823,56,Back,5735371825,140,33.5,5735371827,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233087,183,1,1,20,43,kfq8fhwnmycbtad1u0fyefx0,1,33.7,37.3,2025-05-18T02:28:42.413Z,2025-05-18T02:28:44Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,,5735371899,56,Back,5735371905,212,12.0,5735371901,140,32.6,5735371907,213,4.62,5735371903,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233109,184,1,1,20,45,kfq8fhwnmycbtad1u0fyefx0,1,25.2,15.2,2025-05-18T02:28:44.013Z,2025-05-18T02:28:46Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5735371997,56,Back,5735372001,141,27.1,5735372005,213,0.58,5735371999,140,37.0,5735372003,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233125,185,1,1,20,47,kfq8fhwnmycbtad1u0fyefx0,1,37.0,27.1,2025-05-18T02:28:46.501Z,2025-05-18T02:28:48Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,,5735372103,56,Back,5735372109,212,15.0,5735372107,141,39.2,5735372111,213,2.56,5735372105,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233159,186,1,1,20,49,kfq8fhwnmycbtad1u0fyefx0,1,26.6,39.7,2025-05-18T02:28:48.741Z,2025-05-18T02:28:54Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5735372325,140,26.6,5735372327,141,75.4,5735372331,213,1.57,5735372329,212,24.3,5735372323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233201,187,1,1,20,58,kfq8fhwnmycbtad1u0fyefx0,1,28.0,62.4,2025-05-18T02:28:57.238Z,2025-05-18T02:28:59Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5735372579,56,Back,5735372583,141,21.0,5735372585,212,29.7,5735372587,213,5.04,5735372581,140,37.1,5735372577,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233205,188,61,1,21,0,kfq8fhwnmycbtad1u0fyefx0,1,37.4,20.9,2025-05-18T02:28:59.077Z,2025-05-18T02:29:14Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5735372613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233259,189,1,1,21,6,kfq8fhwnmycbtad1u0fyefx0,1,39.0,19.4,2025-05-18T02:29:04.845Z,2025-05-18T02:29:10Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,,5735372955,141,26.5,5735372961,213,0.22,5735372951,140,59.4,5735372959,212,22.0,5735372947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233285,190,1,1,21,10,kfq8fhwnmycbtad1u0fyefx0,0,65.6,27.1,2025-05-18T02:29:09.789Z,2025-05-18T02:29:12Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,,5735373081,196,,5735373087,141,100.0,5735373085,140,83.7,5735373093,1,,5735373083,56,Left,5735373089,212,54.4,5735373079,155,,5735373091,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233289,191,5,1,21,13,kfq8fhwnmycbtad1u0fyefx0,0,84.8,101.8,2025-05-18T02:29:12.546Z,2025-05-18T04:14:56Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,,5735374031,233,202,5735373109,56,Left,5735373111,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233447,202,5,1,21,13,2iwybwokic7nmr1t33abdbjoq,1,15.2,-1.8,2025-05-18T02:29:12.546Z,2025-05-18T04:14:56Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735374003,56,Back,5735374023,233,191,5735374005,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233461,203,1,1,21,36,2iwybwokic7nmr1t33abdbjoq,1,12.6,0.0,2025-05-18T02:29:34.951Z,2025-05-18T02:29:36Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735374069,107,,5735374077,212,15.0,5735374071,56,Back,5735374075,141,15.8,5735374079,213,0.93,5735374073,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233467,204,1,1,21,37,2iwybwokic7nmr1t33abdbjoq,1,22.0,17.0,2025-05-18T02:29:36.463Z,2025-05-18T02:29:38Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5735374107,140,17.9,5735374111,212,9.3,5735374105,56,Back,5735374121,156,,5735374113,213,4.23,5735374109,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233495,205,1,1,21,41,2iwybwokic7nmr1t33abdbjoq,0,16.2,5.0,2025-05-18T02:29:40.311Z,2025-05-18T02:29:41Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735374241,141,9.5,5735374243,212,7.3,5735374237,56,Back,5735374239,140,9.9,5735374245,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233541,192,8,1,21,43,kfq8fhwnmycbtad1u0fyefx0,1,61.6,70.9,2025-05-18T02:29:42.342Z,2025-05-18T04:37:28Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5735374377,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233539,206,83,1,21,44,2iwybwokic7nmr1t33abdbjoq,0,12.2,7.9,2025-05-18T02:29:43.311Z,2025-05-18T04:37:28Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735563295,399,6d45ccicyo6dregi9cm4ad4kq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233579,193,61,1,21,50,kfq8fhwnmycbtad1u0fyefx0,0,61.1,85.4,2025-05-18T02:29:49.358Z,2025-05-18T02:29:49Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5735374593,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233587,194,5,1,21,51,kfq8fhwnmycbtad1u0fyefx0,0,77.8,101.8,2025-05-18T02:29:50.238Z,2025-05-18T04:14:57Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5735374637,347,,5735374871,233,207,5735374635,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233623,207,5,1,21,51,2iwybwokic7nmr1t33abdbjoq,1,22.2,-1.8,2025-05-18T02:29:50.238Z,2025-05-18T04:14:57Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735374813,56,Back,5735374847,233,194,5735374815,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233637,208,1,1,21,57,2iwybwokic7nmr1t33abdbjoq,1,13.0,0.0,2025-05-18T02:29:56.424Z,2025-05-18T02:29:59Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735374919,141,6.4,5735374913,107,,5735374923,213,0.32,5735374917,140,28.8,5735374915,56,Back,5735374921,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233639,209,44,1,22,0,2iwybwokic7nmr1t33abdbjoq,1,43.2,20.9,2025-05-18T02:29:58.807Z,2025-05-18T04:38:56Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5735374929,56,Back,5735374931,285,,5735374945,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233641,195,44,1,22,0,kfq8fhwnmycbtad1u0fyefx0,0,56.8,79.1,2025-05-18T02:29:58.808Z,2025-05-18T04:38:57Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5735374937,56,Left,5735374963,233,209,5735374967,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233653,210,1,1,22,0,2iwybwokic7nmr1t33abdbjoq,0,30.4,7.3,2025-05-18T02:29:58.850Z,2025-05-18T02:30:05Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5735375019,213,0.41,5735375009,56,Back,5735375013,140,44.4,5735375001,3,,5735375017,212,16.0,5735375015,141,16.7,5735375005,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233671,197,1,1,22,3,kfq8fhwnmycbtad1u0fyefx0,1,55.7,64.8,2025-05-18T02:30:02.486Z,2025-05-18T02:30:03Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5735375105,140,34.1,5735375107,141,66.1,5735375101,56,Back,5735375111,213,3.10,5735375109,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233705,198,1,1,22,4,kfq8fhwnmycbtad1u0fyefx0,1,34.2,66.1,2025-05-18T02:30:03.750Z,2025-05-18T02:30:08Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5735375305,56,Left,5735375307,140,54.7,5735375311,212,25.6,5735375313,213,0.57,5735375309,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233739,199,1,1,22,9,kfq8fhwnmycbtad1u0fyefx0,1,56.5,85.6,2025-05-18T02:30:08.742Z,2025-05-18T02:30:13Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5735375497,141,73.6,5735375495,140,64.6,5735375493,56,Center,5735375499,212,11.8,5735375501,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
