id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/value
2813172387,177,1,1,16,55,bk3zg8yaj5uoqhxzwons3bo8a,1,33.3,14.9,2025-05-11T01:23:53.527Z,2025-05-11T01:23:54Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5718490513,140,30.4,5718490517,212,3.2,5718490519,213,3.46,5718490511,56,Back,5718490515,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813172469,178,1,1,16,55,bk3zg8yaj5uoqhxzwons3bo8a,1,30.4,13.4,2025-05-11T01:23:54.287Z,2025-05-11T01:24:01Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718491083,212,5.9,5718491077,56,Back,5718491079,140,35.3,5718491085,213,0.52,5718491081,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813172473,179,4,1,17,2,bk3zg8yaj5uoqhxzwons3bo8a,1,35.0,17.7,2025-05-11T01:24:00.976Z,2025-05-11T02:10:00Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5718491159,13,,5718491167,286,,5718491163,152,,5718491359,233,128,5718491161,56,Back,5718491165,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813172509,128,4,1,17,2,2iwybwokic7nmr1t33abdbjoq,0,65.0,82.3,2025-05-11T01:24:00.977Z,2025-05-11T02:10:00Z,a5h691d1wvz871qz9t1cmi68k,J. Ping,,,5718491367,233,179,5718491343,13,,5718491351,285,,5718491347,152,,5718491345,56,Left,5718491349,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813172557,180,43,1,17,8,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-11T01:24:06.488Z,2025-05-11T01:24:23Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718491527,5,0,5718491543,213,2.13,5718491535,56,Back,5718491531,152,0,5718491541,212,7.3,5718491539,141,25.3,5718491537,140,31.0,5718492533,144,1,,,,,,,,,,,,,,,,,,,,,,,,
2813172825,181,1,1,17,27,bk3zg8yaj5uoqhxzwons3bo8a,1,38.3,17.3,2025-05-11T01:24:25.535Z,2025-05-11T01:24:30Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718493007,56,Back,5718493011,140,31.6,5718493015,141,29.7,5718493017,212,11.0,5718493019,213,2.27,5718493003,152,,5718492995,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813172863,182,1,1,17,32,bk3zg8yaj5uoqhxzwons3bo8a,1,31.3,31.8,2025-05-11T01:24:30.512Z,2025-05-11T01:24:33Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5718493233,140,35.1,5718493231,56,Back,5718493235,141,18.0,5718493237,212,10.2,5718493239,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813172933,183,1,1,17,34,bk3zg8yaj5uoqhxzwons3bo8a,1,37.0,16.5,2025-05-11T01:24:33.224Z,2025-05-11T01:24:37Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718493537,141,30.1,5718493539,212,10.2,5718493541,213,2.00,5718493535,140,33.0,5718493533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813172959,184,1,1,17,38,bk3zg8yaj5uoqhxzwons3bo8a,1,32.0,32.5,2025-05-11T01:24:36.983Z,2025-05-11T01:24:39Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5718493717,56,Back,5718493719,140,40.5,5718493727,213,0.80,5718493721,141,46.0,5718493725,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813172967,185,1,1,17,41,bk3zg8yaj5uoqhxzwons3bo8a,0,39.8,47.2,2025-05-11T01:24:39.671Z,2025-05-11T01:24:40Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718493781,212,4.3,5718493775,56,Back,5718493779,141,41.0,5718493777,140,40.6,5718493783,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813172983,129,8,1,17,43,2iwybwokic7nmr1t33abdbjoq,1,63.6,37.3,2025-05-11T01:24:41.873Z,2025-05-11T01:51:45Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,,5718493873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173031,131,1,1,17,45,2iwybwokic7nmr1t33abdbjoq,1,63.0,31.9,2025-05-11T01:24:43.784Z,2025-05-11T01:24:45Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5718494143,141,12.5,5718494145,212,14.2,5718494141,140,67.9,5718494139,56,Right,5718494147,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173067,132,1,1,17,47,2iwybwokic7nmr1t33abdbjoq,1,67.9,12.5,2025-05-11T01:24:45.353Z,2025-05-11T01:24:49Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5718494343,213,2.55,5718494335,56,Back,5718494341,212,27.6,5718494337,140,46.0,5718494339,141,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173107,133,1,1,17,51,2iwybwokic7nmr1t33abdbjoq,1,47.3,32.5,2025-05-11T01:24:49.848Z,2025-05-11T01:24:52Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5718494581,56,Back,5718494585,141,58.1,5718494583,140,45.3,5718494589,213,1.69,5718494587,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173177,134,1,1,17,54,2iwybwokic7nmr1t33abdbjoq,1,46.4,62.1,2025-05-11T01:24:52.488Z,2025-05-11T01:24:59Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5718494985,213,1.19,5718494981,141,84.2,5718494979,140,52.1,5718494977,56,Left,5718494983,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173185,135,4,1,17,59,2iwybwokic7nmr1t33abdbjoq,1,45.2,87.8,2025-05-11T01:24:57.606Z,2025-05-11T01:25:01Z,a5h691d1wvz871qz9t1cmi68k,J. Ping,,,5718495119,265,,5718495117,152,,5718495115,56,Back,5718495159,233,186,5718495121,286,,5718495113,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173159,186,4,1,17,59,bk3zg8yaj5uoqhxzwons3bo8a,0,54.8,12.2,2025-05-11T01:24:57.607Z,2025-05-11T01:25:02Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5718494929,285,,5718495197,233,135,5718494927,265,,5718494923,56,Right,5718494921,13,,5718494925,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173279,136,1,1,18,4,2iwybwokic7nmr1t33abdbjoq,1,45.5,88.1,2025-05-11T01:25:02.928Z,2025-05-11T01:25:08Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718495603,140,35.4,5718495605,141,38.6,5718495601,56,Back,5718495611,1,,5718495609,213,4.41,5718495599,152,,5718495597,5,,5718495607,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,
2813173293,137,1,1,18,10,2iwybwokic7nmr1t33abdbjoq,1,35.5,37.6,2025-05-11T01:25:08.528Z,2025-05-11T01:25:10Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5718495693,141,65.6,5718495695,212,19.2,5718495691,140,37.6,5718495689,56,Back,5718495697,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173339,138,1,1,18,11,2iwybwokic7nmr1t33abdbjoq,1,37.6,65.6,2025-05-11T01:25:09.800Z,2025-05-11T01:25:14Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5718495959,56,Back,5718495967,213,3.49,5718495963,141,51.6,5718495961,140,12.3,5718495965,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173385,139,1,1,18,15,2iwybwokic7nmr1t33abdbjoq,1,12.3,51.6,2025-05-11T01:25:14.256Z,2025-05-11T01:25:19Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5718496245,212,19.9,5718496241,140,23.5,5718496243,141,28.0,5718496247,213,5.34,5718496239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173429,140,1,1,18,21,2iwybwokic7nmr1t33abdbjoq,1,35.4,23.0,2025-05-11T01:25:19.312Z,2025-05-11T01:25:21Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5718496501,212,14.6,5718496499,141,5.3,5718496495,56,Back,5718496497,140,43.3,5718496503,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173457,141,1,1,18,23,2iwybwokic7nmr1t33abdbjoq,0,43.3,5.3,2025-05-11T01:25:21.464Z,2025-05-11T01:25:23Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718496693,140,59.9,5718496697,212,18.3,5718496699,213,0.32,5718496695,141,13.7,5718496691,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173513,187,61,1,18,27,bk3zg8yaj5uoqhxzwons3bo8a,0,40.6,84.7,2025-05-11T01:25:25.952Z,2025-05-11T01:58:17Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718496971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173625,142,5,1,18,28,2iwybwokic7nmr1t33abdbjoq,1,54.9,-1.8,2025-05-11T01:25:26.844Z,2025-05-11T04:31:33Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718497503,347,,5718497529,233,188,5718497501,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173517,188,5,1,18,28,bk3zg8yaj5uoqhxzwons3bo8a,0,45.1,101.8,2025-05-11T01:25:26.844Z,2025-05-11T04:31:33Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718496983,347,,5718497551,233,142,5718496981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173673,143,1,1,18,36,2iwybwokic7nmr1t33abdbjoq,0,49.7,0.0,2025-05-11T01:25:35.288Z,2025-05-11T01:25:40Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718497747,140,69.4,5718497749,141,23.3,5718497743,107,,5718497753,213,0.67,5718497751,212,26.3,5718497755,1,,5718497745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173677,189,44,1,18,40,bk3zg8yaj5uoqhxzwons3bo8a,1,29.9,78.5,2025-05-11T01:25:38.967Z,2025-05-11T01:25:41Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718497765,56,Back,5718497767,285,,5718497865,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173679,144,44,1,18,40,2iwybwokic7nmr1t33abdbjoq,0,70.7,19.6,2025-05-11T01:25:38.968Z,2025-05-11T01:25:41Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5718497779,286,,5718497777,56,Right,5718497891,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173693,190,1,1,18,41,bk3zg8yaj5uoqhxzwons3bo8a,0,28.0,84.1,2025-05-11T01:25:39.495Z,2025-05-11T01:25:40Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718497837,56,Back,5718497839,140,40.8,5718497835,3,,5718497845,213,0.42,5718497841,141,93.0,5718497843,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173699,145,43,1,18,42,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-11T01:25:40.753Z,2025-05-11T01:27:35Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5718505925,144,44,5718497879,56,Right,5718497881,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173713,191,43,1,18,42,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-11T01:25:40.754Z,2025-05-11T01:27:26Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718505381,144,44,5718497933,56,Back,5718497957,233,145,5718497935,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173707,146,1,1,18,42,2iwybwokic7nmr1t33abdbjoq,0,62.8,13.1,2025-05-11T01:25:41.023Z,2025-05-11T01:25:42Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5718497917,212,3.6,5718497919,213,0.41,5718497911,56,Right,5718497909,3,,5718497915,141,15.2,5718497913,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173747,192,61,1,18,48,bk3zg8yaj5uoqhxzwons3bo8a,0,37.2,91.1,2025-05-11T01:25:46.431Z,2025-05-11T01:25:46Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5718498185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173881,147,5,1,18,49,2iwybwokic7nmr1t33abdbjoq,1,64.0,-1.2,2025-05-11T01:25:47.335Z,2025-05-11T04:31:34Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5718498957,56,Right,5718499003,233,193,5718498959,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173757,193,5,1,18,49,bk3zg8yaj5uoqhxzwons3bo8a,0,36.0,101.2,2025-05-11T01:25:47.335Z,2025-05-11T03:50:32Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5718498241,347,,5718499025,233,147,5718498239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173921,148,1,1,18,59,2iwybwokic7nmr1t33abdbjoq,1,64.9,0.0,2025-05-11T01:25:57.352Z,2025-05-11T01:25:59Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718499111,140,72.9,5718499109,56,Right,5718499115,212,15.7,5718499107,107,,5718499113,141,18.7,5718499117,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173929,149,1,1,19,0,2iwybwokic7nmr1t33abdbjoq,1,72.9,18.7,2025-05-11T01:25:59.231Z,2025-05-11T01:26:01Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5718499177,156,,5718499149,141,11.5,5718499147,140,74.0,5718499153,213,4.94,5718499145,56,Right,5718499151,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173949,150,1,1,19,2,2iwybwokic7nmr1t33abdbjoq,0,75.1,4.9,2025-05-11T01:26:00.775Z,2025-05-11T01:26:06Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5718499239,213,1.35,5718499237,212,0.5,5718499677,233,194,5718499681,286,,5718499235,141,5.6,5718499231,56,Right,5718499675,236,,5718499233,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,
2813173981,194,74,1,19,2,bk3zg8yaj5uoqhxzwons3bo8a,1,18.3,92.3,2025-05-11T01:26:00.776Z,2025-05-11T02:10:04Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5718499437,285,,5718499497,233,150,5718499433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174023,151,5,1,19,4,2iwybwokic7nmr1t33abdbjoq,1,80.2,-1.5,2025-05-11T01:26:02.735Z,2025-05-11T04:31:34Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5718499695,233,195,5718499617,347,,5718499615,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813173997,195,5,1,19,4,bk3zg8yaj5uoqhxzwons3bo8a,0,19.8,101.5,2025-05-11T01:26:02.735Z,2025-05-11T04:31:35Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5718499711,233,151,5718499491,347,,5718499489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174327,152,1,1,19,27,2iwybwokic7nmr1t33abdbjoq,0,81.2,0.0,2025-05-11T01:26:25.544Z,2025-05-11T01:26:26Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718501167,107,,5718501177,141,45.2,5718501179,212,32.9,5718501175,140,89.2,5718501171,56,Center,5718501181,213,1.31,5718501183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174339,196,12,1,19,28,bk3zg8yaj5uoqhxzwons3bo8a,1,13.4,57.2,2025-05-11T01:26:26.903Z,2025-05-11T01:27:50Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718501237,213,5.89,5718501231,140,37.7,5718501235,212,27.7,5718501233,141,41.5,5718501253,15,,5718501229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174403,153,1,1,19,32,2iwybwokic7nmr1t33abdbjoq,1,65.5,64.2,2025-05-11T01:26:30.463Z,2025-05-11T01:26:32Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718501607,140,70.0,5718501617,213,1.20,5718501609,141,82.1,5718501605,56,Left,5718501613,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174441,154,1,1,19,33,2iwybwokic7nmr1t33abdbjoq,1,69.7,81.5,2025-05-11T01:26:32.127Z,2025-05-11T01:26:34Z,a5h691d1wvz871qz9t1cmi68k,J. Ping,,,5718501739,212,7.3,5718501737,141,84.6,5718501741,213,2.85,5718501735,140,63.0,5718501733,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174469,155,3,1,19,36,2iwybwokic7nmr1t33abdbjoq,1,62.6,83.2,2025-05-11T01:26:34.343Z,2025-05-11T03:50:24Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718501893,56,Left,5718501929,233,197,5718501895,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174451,197,45,1,19,36,bk3zg8yaj5uoqhxzwons3bo8a,0,37.4,16.8,2025-05-11T01:26:34.343Z,2025-05-11T03:50:25Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5718501803,56,Back,5718501949,233,155,5718501805,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174491,156,1,1,19,37,2iwybwokic7nmr1t33abdbjoq,0,70.3,85.7,2025-05-11T01:26:36.111Z,2025-05-11T01:26:38Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718502029,140,72.6,5718502025,56,Center,5718502039,213,5.07,5718502035,212,7.0,5718502031,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174517,198,1,1,19,39,bk3zg8yaj5uoqhxzwons3bo8a,0,26.7,23.7,2025-05-11T01:26:37.704Z,2025-05-11T01:26:40Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718502187,141,0.0,5718502189,212,38.7,5718502181,157,,5718502191,213,5.81,5718502185,140,59.6,5718502193,1,,5718502183,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174719,157,5,1,19,41,2iwybwokic7nmr1t33abdbjoq,1,42.0,101.6,2025-05-11T01:26:39.977Z,2025-05-11T04:31:35Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718503259,233,199,5718503207,56,Back,5718503213,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174519,199,5,1,19,41,bk3zg8yaj5uoqhxzwons3bo8a,0,58.0,-1.6,2025-05-11T01:26:39.977Z,2025-05-11T04:31:36Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718502201,347,,5718502199,56,Right,5718503299,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174807,158,1,1,19,57,2iwybwokic7nmr1t33abdbjoq,1,44.3,100.0,2025-05-11T01:26:56.254Z,2025-05-11T01:27:01Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718503643,1,,5718503627,107,,5718503641,213,5.87,5718503635,140,65.5,5718503631,56,Left,5718503637,141,86.7,5718503639,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174809,159,61,1,20,3,2iwybwokic7nmr1t33abdbjoq,0,65.5,86.7,2025-05-11T01:27:01.367Z,2025-05-11T01:49:05Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,,5718503655,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174861,201,1,1,20,4,bk3zg8yaj5uoqhxzwons3bo8a,1,36.0,30.6,2025-05-11T01:27:03.151Z,2025-05-11T01:27:04Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5718503917,212,23.8,5718503919,213,2.68,5718503915,141,46.1,5718503911,56,Back,5718503913,140,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174891,202,1,1,20,5,bk3zg8yaj5uoqhxzwons3bo8a,1,14.4,48.1,2025-05-11T01:27:04.199Z,2025-05-11T01:27:06Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5718504077,213,5.44,5718504069,141,35.1,5718504065,140,21.9,5718504063,56,Back,5718504073,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813174943,203,1,1,20,7,bk3zg8yaj5uoqhxzwons3bo8a,1,21.1,36.1,2025-05-11T01:27:06.232Z,2025-05-11T01:27:10Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5718504337,213,5.28,5718504333,141,15.0,5718504329,56,Back,5718504331,140,29.8,5718504335,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175041,204,1,1,20,12,bk3zg8yaj5uoqhxzwons3bo8a,1,32.5,10.1,2025-05-11T01:27:10.352Z,2025-05-11T01:27:17Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718504815,140,80.7,5718504809,155,,5718504823,1,,5718504821,213,0.60,5718504813,56,Center,5718504819,212,61.1,5718504817,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175045,205,3,1,20,17,bk3zg8yaj5uoqhxzwons3bo8a,0,81.7,65.7,2025-05-11T01:27:15.853Z,2025-05-11T02:10:08Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718504843,56,Center,5718504845,286,,5718505129,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175099,160,7,1,20,17,2iwybwokic7nmr1t33abdbjoq,1,18.3,34.3,2025-05-11T01:27:15.854Z,2025-05-11T02:10:08Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718505059,56,Back,5718505061,285,,5718505099,233,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175105,161,4,1,20,22,2iwybwokic7nmr1t33abdbjoq,1,5.6,16.0,2025-05-11T01:27:20.750Z,2025-05-11T01:27:27Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718505179,285,,5718505169,56,Back,5718505177,265,,5718505173,152,,5718505165,13,,5718505213,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175087,206,4,1,20,22,bk3zg8yaj5uoqhxzwons3bo8a,0,94.4,84.0,2025-05-11T01:27:20.751Z,2025-05-11T01:27:27Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718505075,265,,5718505071,56,Left,5718505073,152,,5718505251,233,161,5718505069,13,,5718505077,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175579,162,1,1,20,54,2iwybwokic7nmr1t33abdbjoq,1,4.0,14.6,2025-05-11T01:27:53.231Z,2025-05-11T01:27:56Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5718507497,141,19.7,5718507487,5,,5718507499,212,62.4,5718507489,157,,5718507491,152,,5718507495,140,63.3,5718507503,1,,5718507493,56,Right,5718507501,213,0.06,,,,,,,,,,,,,,,,,,,,,
2813175589,163,44,1,20,58,2iwybwokic7nmr1t33abdbjoq,1,63.0,29.8,2025-05-11T01:27:56.534Z,2025-05-11T01:27:58Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5718507633,233,207,5718507535,56,Center,5718507537,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175595,207,44,1,20,58,bk3zg8yaj5uoqhxzwons3bo8a,0,36.9,73.6,2025-05-11T01:27:56.535Z,2025-05-11T01:27:58Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718507671,233,163,5718507565,56,Back,5718507567,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175599,164,1,1,20,58,2iwybwokic7nmr1t33abdbjoq,0,63.3,19.7,2025-05-11T01:27:56.662Z,2025-05-11T01:27:57Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5718507597,56,Right,5718507607,213,6.24,5718507599,140,64.8,5718507595,168,,5718507605,212,1.6,5718507601,141,19.6,5718507593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175611,208,61,1,20,59,bk3zg8yaj5uoqhxzwons3bo8a,1,37.1,66.9,2025-05-11T01:27:57.579Z,2025-05-11T01:27:58Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5718507643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175631,209,1,1,21,0,bk3zg8yaj5uoqhxzwons3bo8a,0,40.4,61.5,2025-05-11T01:27:58.719Z,2025-05-11T01:27:59Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5718507719,56,Center,5718507723,141,46.9,5718507717,3,,5718507725,212,16.4,5718507721,140,52.8,5718507727,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175663,165,1,1,21,1,2iwybwokic7nmr1t33abdbjoq,1,44.9,62.0,2025-05-11T01:27:59.678Z,2025-05-11T01:28:02Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718507873,212,14.4,5718507875,213,0.42,5718507871,141,70.7,5718507869,140,57.4,5718507867,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813175685,166,1,1,21,3,2iwybwokic7nmr1t33abdbjoq,0,60.9,75.5,2025-05-11T01:28:01.757Z,2025-05-11T01:28:04Z,a5h691d1wvz871qz9t1cmi68k,J. Ping,,,5718507983,141,55.5,5718507981,140,95.4,5718507985,212,38.7,5718507979,56,Center,5718507989,1,,5718507987,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
