id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2813210265,115,5,1,17,20,8cpjplodpphtkbt0hq8sr8mqs,1,-1.2,74.4,2025-05-11T02:27:40.698Z,2025-05-11T04:43:01Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5718676347,233,171,5718675993,346,,5718675991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210315,171,5,1,17,20,7neuneh44n9rtsfsh6r0sb9no,0,101.2,25.6,2025-05-11T02:27:40.698Z,2025-05-11T04:43:01Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718676391,233,115,5718676337,346,,5718676335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210275,116,1,1,17,44,8cpjplodpphtkbt0hq8sr8mqs,1,4.6,50.9,2025-05-11T02:28:04.537Z,2025-05-11T02:28:06Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5718676043,140,8.3,5718676039,124,,5718676051,213,4.98,5718676047,141,29.8,5718676055,237,,5718676041,56,Back,5718676049,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210285,117,1,1,17,45,8cpjplodpphtkbt0hq8sr8mqs,1,8.0,30.1,2025-05-11T02:28:06.153Z,2025-05-11T02:28:09Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5718676109,140,22.5,5718676117,213,5.54,5718676113,141,9.4,5718676115,212,20.7,5718676105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210295,118,1,1,17,48,8cpjplodpphtkbt0hq8sr8mqs,1,19.3,5.3,2025-05-11T02:28:09.033Z,2025-05-11T02:28:11Z,n6ubi9lw3fjau0xzvd09myqy,J. O'Brien,,,5718676221,141,15.6,5718676219,140,43.5,5718676217,56,Back,5718676223,212,26.4,5718676215,155,,5718676225,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210301,119,1,1,17,50,8cpjplodpphtkbt0hq8sr8mqs,1,41.0,17.3,2025-05-11T02:28:10.825Z,2025-05-11T02:28:13Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5718676253,56,Back,5718676255,140,36.0,5718676261,213,4.12,5718676259,212,9.4,5718676257,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210313,120,43,1,17,52,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-11T02:28:12.793Z,2025-05-11T02:28:17Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5718676417,144,3,5718676329,56,Back,5718676331,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210317,121,61,1,17,52,8cpjplodpphtkbt0hq8sr8mqs,0,34.9,5.2,2025-05-11T02:28:13.386Z,2025-05-11T03:07:55Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5718676339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210319,172,1,1,17,53,7neuneh44n9rtsfsh6r0sb9no,1,73.6,83.8,2025-05-11T02:28:13.648Z,2025-05-11T02:29:05Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5718676365,213,3.27,5718676363,212,16.5,5718676357,56,Left,5718676361,141,80.8,5718676359,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210321,173,1,1,17,56,7neuneh44n9rtsfsh6r0sb9no,1,58.0,80.8,2025-05-11T02:28:16.441Z,2025-05-11T02:28:17Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718676407,141,83.0,5718676403,56,Left,5718676405,140,60.8,5718676411,213,0.47,5718676409,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210335,175,1,1,17,56,7neuneh44n9rtsfsh6r0sb9no,1,60.8,83.0,2025-05-11T02:28:17.328Z,2025-05-11T02:33:14Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5718676493,212,7.8,5718676487,56,Center,5718676489,140,60.4,5718676495,213,4.66,5718676491,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210399,176,1,1,18,1,7neuneh44n9rtsfsh6r0sb9no,1,61.8,45.5,2025-05-11T02:28:21.937Z,2025-05-11T02:28:27Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718676835,140,67.4,5718676843,213,5.15,5718676833,56,Center,5718676837,141,27.1,5718676841,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210429,177,1,1,18,7,7neuneh44n9rtsfsh6r0sb9no,1,69.8,26.1,2025-05-11T02:28:27.641Z,2025-05-11T02:28:30Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718676967,213,5.25,5718676959,56,Right,5718676961,140,76.5,5718676965,212,13.7,5718676963,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210469,178,1,1,18,10,7neuneh44n9rtsfsh6r0sb9no,1,77.2,9.7,2025-05-11T02:28:30.713Z,2025-05-11T02:28:40Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5718677269,56,Center,5718677271,140,57.8,5718677277,213,2.54,5718677273,141,30.3,5718677275,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210479,122,27,1,18,19,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-11T02:28:39.963Z,2025-05-11T02:28:58Z,,,,,5718677699,53,2co6fedrz8anjzy9ise76dplh,5718677697,41,Injury,5718677319,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210471,179,27,1,18,19,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-05-11T02:28:39.963Z,2025-05-11T02:28:42Z,,,,,5718677311,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210883,123,28,1,18,20,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-11T02:28:40.810Z,2025-05-11T03:12:43Z,,,,,5718751597,233,180,5718679273,55,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210473,180,28,1,18,20,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-05-11T02:28:40.810Z,2025-05-11T03:12:42Z,,,,,5718677283,55,179,5718751581,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210923,183,1,1,19,31,7neuneh44n9rtsfsh6r0sb9no,1,56.3,37.6,2025-05-11T02:29:51.482Z,2025-05-11T02:30:12Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718680125,189,,5718679423,141,33.9,5718679425,212,11.5,5718679419,56,Back,5718679421,140,45.6,5718679427,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210939,184,1,1,19,34,7neuneh44n9rtsfsh6r0sb9no,1,45.6,33.9,2025-05-11T02:29:54.658Z,2025-05-11T02:30:15Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718679527,140,52.6,5718679525,56,Center,5718679533,213,0.51,5718679531,212,8.4,5718679529,141,40.0,5718680187,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210945,185,1,1,19,36,7neuneh44n9rtsfsh6r0sb9no,1,55.9,65.5,2025-05-11T02:29:56.498Z,2025-05-11T02:29:57Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718679565,141,85.4,5718679563,140,67.5,5718679567,212,18.2,5718679561,56,Left,5718679569,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210949,186,1,1,19,36,7neuneh44n9rtsfsh6r0sb9no,0,67.5,85.4,2025-05-11T02:29:57.290Z,2025-05-11T02:29:58Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5718679593,141,83.2,5718679595,212,2.8,5718679589,56,Left,5718679591,140,69.8,5718679597,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210955,125,83,1,19,37,8cpjplodpphtkbt0hq8sr8mqs,0,26.0,14.7,2025-05-11T02:29:58.035Z,2025-05-11T02:30:02Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5718679845,399,7y9k549gjh2183ylplvwg2q5l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210965,187,4,1,19,39,7neuneh44n9rtsfsh6r0sb9no,1,74.1,87.0,2025-05-11T02:30:00.033Z,2025-05-11T02:38:48Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5718679745,265,,5718679743,152,,5718679799,233,126,5718679747,286,,5718679739,13,,5718679741,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210967,126,4,1,19,39,8cpjplodpphtkbt0hq8sr8mqs,0,25.9,13.0,2025-05-11T02:30:00.034Z,2025-05-11T02:38:49Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5718679803,233,187,5718679759,265,,5718679761,285,,5718679755,56,Back,5718679753,13,,5718679757,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813210997,127,17,1,19,43,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-11T02:30:03.668Z,2025-05-11T02:30:37Z,n6ubi9lw3fjau0xzvd09myqy,J. O'Brien,,,5718680777,184,,5718679951,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211323,188,1,1,20,35,7neuneh44n9rtsfsh6r0sb9no,0,78.6,84.8,2025-05-11T02:30:56.380Z,2025-05-11T02:31:01Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718681669,213,5.11,5718681661,140,87.4,5718681659,56,Center,5718681645,2,,5718681649,5,,5718681657,152,,5718681667,212,23.7,5718681653,155,,5718681665,141,,,,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2813212181,151,44,1,20,37,8cpjplodpphtkbt0hq8sr8mqs,1,10.4,44.8,2025-05-11T02:30:58.165Z,2025-05-11T03:11:38Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5718686325,56,Back,5718686507,233,189,5718686327,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211329,189,44,1,20,37,7neuneh44n9rtsfsh6r0sb9no,0,89.6,55.2,2025-05-11T02:30:58.166Z,2025-05-11T03:11:38Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5718681703,286,,5718681699,56,Center,5718686533,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211317,128,12,1,20,38,8cpjplodpphtkbt0hq8sr8mqs,1,13.9,40.1,2025-05-11T02:30:58.492Z,2025-05-11T02:39:23Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5718681627,213,1.66,5718681621,140,12.2,5718681619,56,Back,5718681625,212,19.5,5718681635,15,,5718681623,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211343,129,12,1,20,40,8cpjplodpphtkbt0hq8sr8mqs,1,11.5,66.9,2025-05-11T02:31:00.860Z,2025-05-11T02:31:04Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5718681731,56,Back,5718681739,213,0.58,5718681737,212,14.3,5718681733,140,22.9,5718681755,15,,5718681735,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211375,190,13,1,20,43,7neuneh44n9rtsfsh6r0sb9no,1,82.1,35.0,2025-05-11T02:31:03.923Z,2025-05-11T03:14:25Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718711057,230,97.6,5718753961,24,,5718711059,231,48.7,5718711045,73,,5718687701,153,,5718681921,18,,5718711049,103,37.5,5718711055,147,64.8,5718711053,146,5718711047,102,65.2,89.5,5718687695,20,5718711051,458,5718681923,56,Center,,,,,,,,,,,,,,,,,,,
2813211369,130,12,1,20,43,8cpjplodpphtkbt0hq8sr8mqs,1,12.9,44.5,2025-05-11T02:31:04.100Z,2025-05-11T02:34:35Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5718681891,141,74.1,5718681889,140,25.6,5718681935,15,,5718681895,213,0.99,5718681887,56,Back,5718681893,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211415,131,45,1,20,49,8cpjplodpphtkbt0hq8sr8mqs,0,25.3,84.3,2025-05-11T02:31:09.844Z,2025-05-11T02:38:53Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5718682155,285,,5718682153,56,Back,5718682215,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211425,191,3,1,20,49,7neuneh44n9rtsfsh6r0sb9no,1,74.7,15.7,2025-05-11T02:31:09.844Z,2025-05-11T02:38:53Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718682211,233,131,5718682199,286,,5718682197,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211435,192,1,1,20,51,7neuneh44n9rtsfsh6r0sb9no,0,86.8,17.3,2025-05-11T02:31:11.658Z,2025-05-11T02:31:13Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718682241,155,,5718682249,212,33.9,5718682253,1,,5718682251,213,1.43,5718682239,2,,5718682247,141,66.7,5718682243,56,Center,5718682245,140,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211433,132,12,1,20,52,8cpjplodpphtkbt0hq8sr8mqs,1,9.9,50.3,2025-05-11T02:31:12.996Z,2025-05-11T02:31:31Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5718682233,141,90.0,5718682235,212,40.4,5718682255,15,,5718682229,56,Back,5718682231,140,38.5,5718682237,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211469,193,1,1,20,59,7neuneh44n9rtsfsh6r0sb9no,1,64.0,24.9,2025-05-11T02:31:19.851Z,2025-05-11T02:41:53Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718682411,213,2.03,5718682409,212,6.9,5718682403,56,Center,5718682405,140,61.1,5718682407,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211503,194,1,1,21,0,7neuneh44n9rtsfsh6r0sb9no,1,61.1,34.0,2025-05-11T02:31:21.331Z,2025-05-11T02:41:51Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718682613,56,Center,5718682615,140,51.7,5718682619,212,11.1,5718682621,213,2.66,5718682617,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211545,195,1,1,21,7,7neuneh44n9rtsfsh6r0sb9no,1,55.7,24.7,2025-05-11T02:31:28.131Z,2025-05-11T05:53:37Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5718682851,140,56.8,5718682855,212,2.3,5718682853,141,21.8,5718682857,213,5.24,5718682849,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214677,291,1,1,21,9,7neuneh44n9rtsfsh6r0sb9no,1,53.6,33.9,2025-05-11T02:31:29.761Z,2025-05-11T02:40:52Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718700951,140,59.4,5718700955,212,9.1,5718700953,141,23.9,5718700957,213,5.44,5718700949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211551,196,1,1,21,10,7neuneh44n9rtsfsh6r0sb9no,0,56.8,21.8,2025-05-11T02:31:31.299Z,2025-05-11T02:45:24Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718682887,212,19.1,5718682881,56,Center,5718682889,213,0.94,5718682885,141,44.6,5718682883,140,67.5,5718682879,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211559,133,12,1,21,11,8cpjplodpphtkbt0hq8sr8mqs,1,18.8,40.0,2025-05-11T02:31:31.572Z,2025-05-11T02:31:33Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5718682917,141,31.9,5718682921,213,6.00,5718682919,212,19.6,5718682915,140,36.7,5718682923,15,,5718682913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211601,135,1,1,21,13,8cpjplodpphtkbt0hq8sr8mqs,1,36.7,32.1,2025-05-11T02:31:33.444Z,2025-05-11T02:31:37Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5718683161,213,3.85,5718683159,212,25.1,5718683157,141,8.2,5718683153,56,Back,5718683155,140,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211615,136,1,1,21,16,8cpjplodpphtkbt0hq8sr8mqs,1,22.2,3.5,2025-05-11T02:31:37.420Z,2025-05-11T02:31:39Z,n6ubi9lw3fjau0xzvd09myqy,J. O'Brien,,,5718683217,140,44.3,5718683219,141,1.4,5718683221,212,23.2,5718683215,56,Back,5718683223,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211619,137,1,1,21,18,8cpjplodpphtkbt0hq8sr8mqs,0,44.3,1.6,2025-05-11T02:31:39.244Z,2025-05-11T02:31:41Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5718683255,140,45.0,5718683253,56,Back,5718683257,141,3.1,5718683347,236,,5718683353,286,,5718683261,213,0.95,5718683349,233,197,5718683259,212,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211631,197,74,1,21,18,7neuneh44n9rtsfsh6r0sb9no,1,59.9,93.2,2025-05-11T02:31:39.245Z,2025-05-11T02:38:58Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5718683327,56,Left,5718683359,233,137,5718683329,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211717,138,5,1,21,20,8cpjplodpphtkbt0hq8sr8mqs,1,43.7,-1.6,2025-05-11T02:31:41.276Z,2025-05-11T02:31:55Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5718683757,347,,5718683807,233,198,5718683755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211641,198,5,1,21,20,7neuneh44n9rtsfsh6r0sb9no,0,56.3,101.6,2025-05-11T02:31:41.276Z,2025-05-11T04:43:02Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5718683369,347,,5718683815,233,138,5718683367,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211731,139,1,1,21,33,8cpjplodpphtkbt0hq8sr8mqs,1,42.4,0.0,2025-05-11T02:31:54.364Z,2025-05-11T02:31:56Z,n6ubi9lw3fjau0xzvd09myqy,J. O'Brien,,,5718683841,212,18.1,5718683839,141,14.0,5718683837,140,28.6,5718683843,213,2.50,5718683833,107,,5718683835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211761,140,1,1,21,35,8cpjplodpphtkbt0hq8sr8mqs,1,28.6,14.0,2025-05-11T02:31:55.468Z,2025-05-11T02:31:59Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5718684027,141,40.9,5718684029,212,27.8,5718684031,213,2.42,5718684025,140,8.7,5718684023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211785,141,1,1,21,39,8cpjplodpphtkbt0hq8sr8mqs,0,7.1,39.1,2025-05-11T02:31:59.709Z,2025-05-11T02:32:03Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5718684135,140,50.5,5718684133,56,Center,5718684137,141,41.8,5718684141,213,0.04,5718684143,1,,5718684139,212,45.6,5718684131,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211801,199,44,1,21,41,7neuneh44n9rtsfsh6r0sb9no,1,52.0,57.2,2025-05-11T02:32:02.300Z,2025-05-11T03:11:39Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718684247,233,142,5718684195,56,Center,5718684197,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211797,142,44,1,21,41,8cpjplodpphtkbt0hq8sr8mqs,0,48.0,42.8,2025-05-11T02:32:02.301Z,2025-05-11T03:11:40Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5718684251,233,199,5718684191,56,Back,5718684255,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211805,200,1,1,21,42,7neuneh44n9rtsfsh6r0sb9no,0,56.2,55.4,2025-05-11T02:32:02.908Z,2025-05-11T02:32:03Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718684215,56,Center,5718684223,213,5.33,5718684213,3,,5718684217,140,60.3,5718684219,141,46.4,5718684221,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211821,143,1,1,21,44,8cpjplodpphtkbt0hq8sr8mqs,0,25.3,50.0,2025-05-11T02:32:04.678Z,2025-05-11T02:32:05Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5718684291,141,49.6,5718684285,3,,5718684295,213,6.26,5718684289,140,39.2,5718684287,56,Back,5718684293,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211853,202,1,1,21,44,7neuneh44n9rtsfsh6r0sb9no,1,61.1,50.1,2025-05-11T02:32:05.180Z,2025-05-11T02:32:09Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718684463,213,0.72,5718684455,56,Center,5718684461,212,20.7,5718684459,141,70.2,5718684457,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211859,203,1,1,21,49,7neuneh44n9rtsfsh6r0sb9no,0,71.7,72.4,2025-05-11T02:32:09.724Z,2025-05-11T02:46:37Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5718684489,212,2.6,5718684481,140,72.6,5718684477,56,Center,5718684509,236,,5718684491,213,5.08,5718684511,233,144,5718684515,286,,5718684485,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211855,144,74,1,21,49,8cpjplodpphtkbt0hq8sr8mqs,1,25.1,39.2,2025-05-11T02:32:09.725Z,2025-05-11T02:32:11Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5718684523,233,203,5718684473,285,,5718684471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211993,146,1,1,22,12,8cpjplodpphtkbt0hq8sr8mqs,0,13.9,64.2,2025-05-11T02:32:33.094Z,2025-05-11T02:32:39Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5718685229,140,65.9,5718685231,141,76.9,5718685227,56,Center,5718685237,1,,5718685233,212,55.3,5718685235,213,0.16,5718685225,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813212005,204,44,1,22,18,7neuneh44n9rtsfsh6r0sb9no,1,37.2,33.6,2025-05-11T02:32:38.596Z,2025-05-11T02:32:46Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718685289,56,Back,5718685351,233,147,5718685291,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813211995,147,44,1,22,18,8cpjplodpphtkbt0hq8sr8mqs,0,62.8,66.4,2025-05-11T02:32:38.597Z,2025-05-11T02:32:45Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5718685379,233,204,5718685241,56,Center,5718685243,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813212007,205,1,1,22,18,7neuneh44n9rtsfsh6r0sb9no,0,41.6,49.1,2025-05-11T02:32:39.108Z,2025-05-11T02:34:56Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718685303,140,46.0,5718685305,141,46.7,5718685301,56,Back,5718685309,213,5.94,5718685307,212,4.9,5718685299,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813212025,148,1,1,22,21,8cpjplodpphtkbt0hq8sr8mqs,1,28.9,86.3,2025-05-11T02:32:41.549Z,2025-05-11T02:32:42Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5718685421,3,,5718685429,212,16.3,5718685431,213,0.44,5718685427,141,96.6,5718685423,56,Back,5718685425,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813212047,149,1,1,22,22,8cpjplodpphtkbt0hq8sr8mqs,0,43.1,96.6,2025-05-11T02:32:42.582Z,2025-05-11T02:32:45Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5718685549,3,,5718685557,212,22.6,5718685553,140,64.6,5718685555,141,95.4,5718685551,56,Left,5718685559,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813212053,206,1,1,22,25,7neuneh44n9rtsfsh6r0sb9no,0,33.0,20.7,2025-05-11T02:32:46.012Z,2025-05-11T02:32:46Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5718685593,1,,5718685587,141,28.8,5718685585,140,60.1,5718685583,56,Center,5718685589,212,29.0,5718685581,157,,5718685591,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813212071,207,4,1,22,28,7neuneh44n9rtsfsh6r0sb9no,1,59.0,15.2,2025-05-11T02:32:48.652Z,2025-05-11T02:32:56Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718685767,152,,5718685765,56,Right,5718685763,294,,5718685795,233,150,5718685769,286,,5718685761,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
