id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2788896659,68,1,1,12,32,224tl8u2smnbyliroayk69nt0,1,43.5,81.8,2025-03-16T00:49:15.995Z,2025-03-16T00:49:21Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5584797243,56,Back,5584797249,212,8.4,5584797247,141,94.1,5584797245,140,44.2,5584797251,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788896667,69,1,1,12,33,224tl8u2smnbyliroayk69nt0,1,44.2,94.1,2025-03-16T00:49:16.691Z,2025-03-16T00:49:21Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5584797289,56,Back,5584797293,141,76.6,5584797291,140,47.9,5584797297,213,5.03,5584797295,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788896669,70,1,1,12,35,224tl8u2smnbyliroayk69nt0,1,43.6,76.9,2025-03-16T00:49:18.923Z,2025-03-16T00:49:22Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5584797323,212,16.1,5584797315,56,Back,5584797325,213,2.65,5584797321,141,88.1,5584797319,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788896693,71,1,1,12,39,224tl8u2smnbyliroayk69nt0,0,30.2,83.3,2025-03-16T00:49:22.387Z,2025-03-16T00:49:24Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5584797509,56,Center,5584797511,140,67.9,5584797519,1,,5584797513,141,78.2,5584797515,212,39.7,5584797507,155,,5584797517,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788896737,117,8,1,12,44,87c66ubwpzykovmkaf1t46bis,1,35.9,31.6,2025-03-16T00:49:27.673Z,2025-03-16T01:38:10Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584797825,56,Back,5584986355,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788896877,119,1,1,12,52,87c66ubwpzykovmkaf1t46bis,1,13.8,42.7,2025-03-16T00:49:35.793Z,2025-03-16T00:49:37Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5584798603,141,30.1,5584798599,56,Back,5584798601,140,12.5,5584798597,123,,5584798607,213,4.55,5584798605,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788896893,120,1,1,12,54,87c66ubwpzykovmkaf1t46bis,1,12.5,30.1,2025-03-16T00:49:37.553Z,2025-03-16T00:49:39Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584798737,212,15.1,5584798739,213,0.36,5584798733,140,26.0,5584798731,56,Back,5584798735,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788896929,121,1,1,12,55,87c66ubwpzykovmkaf1t46bis,1,26.0,38.0,2025-03-16T00:49:39Z,2025-03-16T00:49:42Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5584798969,141,24.3,5584798973,213,3.82,5584798965,56,Back,5584798967,140,15.0,5584798971,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788896983,122,1,1,12,58,87c66ubwpzykovmkaf1t46bis,1,19.8,25.0,2025-03-16T00:49:42.105Z,2025-03-16T00:49:45Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584799217,212,17.1,5584799207,56,Back,5584799215,141,5.5,5584799219,213,5.40,5584799211,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788896997,123,1,1,13,1,87c66ubwpzykovmkaf1t46bis,1,30.1,5.5,2025-03-16T00:49:44.978Z,2025-03-16T00:49:46Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584799357,140,34.3,5584799355,56,Back,5584799361,212,5.3,5584799363,213,0.59,5584799359,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897009,124,1,1,13,3,87c66ubwpzykovmkaf1t46bis,0,34.3,9.8,2025-03-16T00:49:46.520Z,2025-03-16T00:49:47Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5584799433,212,7.6,5584799437,213,4.68,5584799429,141,0.0,5584799421,56,Back,5584799425,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897221,72,5,1,13,3,224tl8u2smnbyliroayk69nt0,1,62.2,101.2,2025-03-16T00:49:47.300Z,2025-03-16T03:08:24Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5584800701,56,Left,5584800703,347,,5584800751,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897017,125,5,1,13,3,87c66ubwpzykovmkaf1t46bis,0,37.8,-1.2,2025-03-16T00:49:47.300Z,2025-03-16T03:08:25Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5584799467,56,Back,5584799469,347,,5584800763,233,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897281,73,1,1,13,20,224tl8u2smnbyliroayk69nt0,1,56.7,100.0,2025-03-16T00:50:04.122Z,2025-03-16T00:50:09Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5584801129,213,5.32,5584801123,140,66.0,5584801121,56,Left,5584801119,107,,5584801127,212,17.2,5584801125,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897289,74,50,1,13,26,224tl8u2smnbyliroayk69nt0,1,73.8,93.2,2025-03-16T00:50:09.523Z,2025-03-16T00:50:14Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5584801295,233,126,5584801165,56,Left,5584801167,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897305,126,7,1,13,26,87c66ubwpzykovmkaf1t46bis,1,26.2,6.8,2025-03-16T00:50:09.524Z,2025-03-16T01:37:47Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5584801233,56,Back,5584801231,167,,5584801235,285,,5584801257,233,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897413,75,5,1,13,27,224tl8u2smnbyliroayk69nt0,1,73.4,100.8,2025-03-16T00:50:11.273Z,2025-03-16T03:08:25Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5584801897,347,,5584801929,233,127,5584801895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897347,127,5,1,13,27,87c66ubwpzykovmkaf1t46bis,0,26.6,-0.8,2025-03-16T00:50:11.273Z,2025-03-16T00:50:21Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5584801945,233,75,5584801497,347,,5584801495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897425,76,1,1,13,37,224tl8u2smnbyliroayk69nt0,1,71.5,100.0,2025-03-16T00:50:20.690Z,2025-03-16T00:50:22Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5584801997,213,5.75,5584801987,107,,5584801995,212,17.5,5584801989,56,Left,5584801993,141,88.6,5584801991,140,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897455,77,1,1,13,39,224tl8u2smnbyliroayk69nt0,0,93.1,87.7,2025-03-16T00:50:22.514Z,2025-03-16T00:50:27Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5584802175,140,95.7,5584802169,2,,5584802181,213,4.77,5584802177,141,20.7,5584802173,56,Right,5584802179,212,45.6,5584802373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897539,128,1,1,13,45,87c66ubwpzykovmkaf1t46bis,0,5.3,81.0,2025-03-16T00:50:28.634Z,2025-03-16T02:48:41Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584802649,140,44.4,5584802641,157,,5584802653,212,42.6,5584802651,141,97.7,5584802645,56,Back,5584802657,1,,5584802655,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897543,129,43,1,13,48,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-16T00:50:31.514Z,2025-03-16T00:50:36Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584802675,56,Back,5584802677,347,0,5584802979,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897637,78,1,1,13,54,224tl8u2smnbyliroayk69nt0,1,19.7,8.6,2025-03-16T00:50:37.354Z,2025-03-16T00:50:39Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584803275,212,16.7,5584803277,213,2.06,5584803267,56,Back,5584803271,140,12.3,5584803273,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897675,79,1,1,13,56,224tl8u2smnbyliroayk69nt0,0,12.3,30.1,2025-03-16T00:50:39.571Z,2025-03-16T00:50:42Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5584803493,212,80.1,5584803489,140,88.3,5584803491,141,19.2,5584803497,1,,5584803487,56,Right,5584803485,157,,5584803495,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897691,130,12,1,14,0,87c66ubwpzykovmkaf1t46bis,1,18.2,81.8,2025-03-16T00:50:43.760Z,2025-03-16T00:50:45Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584803591,141,100.0,5584803593,212,13.3,5584803589,140,18.4,5584803595,213,1.56,5584803651,167,,5584803587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897883,80,5,1,14,0,224tl8u2smnbyliroayk69nt0,1,82.8,-1.4,2025-03-16T00:50:44.210Z,2025-03-16T03:08:25Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5584804607,347,,5584804629,233,131,5584804605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897697,131,5,1,14,0,87c66ubwpzykovmkaf1t46bis,0,17.2,101.4,2025-03-16T00:50:44.210Z,2025-03-16T03:08:26Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584804697,233,80,5584803623,56,Back,5584803627,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897933,81,1,1,14,13,224tl8u2smnbyliroayk69nt0,1,87.3,0.0,2025-03-16T00:50:56.522Z,2025-03-16T00:51:37Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5584804881,107,,5584804891,213,0.61,5584804883,56,Right,5584804889,212,8.2,5584804885,140,93.7,5584804887,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897941,82,1,1,14,15,224tl8u2smnbyliroayk69nt0,0,93.7,5.3,2025-03-16T00:50:59.258Z,2025-03-16T00:51:00Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5584804943,212,25.7,5584804937,56,Center,5584804935,155,,5584804941,141,41.3,5584804939,140,100.0,5584804933,2,,5584804945,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788897979,83,5,1,14,16,224tl8u2smnbyliroayk69nt0,0,100.9,45.6,2025-03-16T00:50:59.344Z,2025-03-16T03:08:26Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5584805975,233,132,5584805159,346,,5584805157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788898103,132,5,1,14,16,87c66ubwpzykovmkaf1t46bis,1,-0.9,54.4,2025-03-16T00:50:59.344Z,2025-03-16T02:51:27Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584805867,56,Back,5584805869,346,,5584805921,233,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788898195,133,1,1,14,30,87c66ubwpzykovmkaf1t46bis,1,4.9,47.5,2025-03-16T00:51:13.328Z,2025-03-16T00:51:18Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5584806515,124,,5584806517,56,Back,5584806525,213,5.19,5584806523,212,15.0,5584806529,237,,5584806519,140,11.4,5584806521,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788898245,134,1,1,14,35,87c66ubwpzykovmkaf1t46bis,1,19.0,28.6,2025-03-16T00:51:18.656Z,2025-03-16T00:51:22Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584806775,196,,5584806789,213,1.29,5584806783,140,31.6,5584806791,1,,5584806771,155,,5584806787,212,47.1,5584806785,141,95.0,5584806779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788898339,135,1,1,14,39,87c66ubwpzykovmkaf1t46bis,1,32.2,94.8,2025-03-16T00:51:22.409Z,2025-03-16T00:51:28Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5584807317,140,86.1,5584807325,1,,5584807315,56,Left,5584807321,212,56.8,5584807313,155,,5584807319,141,87.8,5584807323,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788898349,136,1,1,14,44,87c66ubwpzykovmkaf1t46bis,0,97.2,90.4,2025-03-16T00:51:28.056Z,2025-03-16T00:51:37Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5584807393,212,3.2,5584807565,233,84,5584807385,155,,5584807383,2,,5584807389,140,97.4,5584807563,236,,5584807569,286,,5584807391,141,85.7,5584807387,56,Left,5584807395,213,4.78,,,,,,,,,,,,,,,,,,,,,
2788898389,84,12,1,14,44,224tl8u2smnbyliroayk69nt0,1,1.7,15.6,2025-03-16T00:51:28.156Z,2025-03-16T00:51:32Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5584807555,185,,5584807557,56,Back,5584807609,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788898393,85,6,1,14,46,224tl8u2smnbyliroayk69nt0,0,3.1,16.6,2025-03-16T00:51:30.128Z,2025-03-16T03:08:12Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5584807737,56,Back,5584807739,73,,5584807789,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788898361,137,6,1,14,46,87c66ubwpzykovmkaf1t46bis,1,96.9,83.4,2025-03-16T00:51:30.128Z,2025-03-16T03:08:12Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5584807485,56,Left,5584807763,233,85,5584807487,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788898815,138,1,1,15,17,87c66ubwpzykovmkaf1t46bis,0,99.5,99.5,2025-03-16T00:52:00.968Z,2025-03-16T00:52:02Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5584810029,212,35.8,5584810023,56,Center,5584810011,2,,5584810019,155,,5584810021,224,,5584810031,213,4.51,5584810033,1,,5584810027,141,47.9,5584810015,6,,5584810025,140,92.8,,,,,,,,,,,,,,,,,,,,,
2788898825,86,12,1,15,19,224tl8u2smnbyliroayk69nt0,1,6.2,53.9,2025-03-16T00:52:02.930Z,2025-03-16T00:52:16Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5584810097,213,6.11,5584810095,212,17.7,5584810123,15,,5584810089,56,Back,5584810093,141,49.3,5584810091,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788898859,139,15,1,15,22,87c66ubwpzykovmkaf1t46bis,1,76.8,45.0,2025-03-16T00:52:05.935Z,2025-03-16T03:30:31Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5584811967,147,47.7,5584811959,103,19,5585197819,25,,5584811969,230,98.5,5584811963,139,,5584811957,102,50.9,5584811965,146,87.2,5584811971,231,48.7,5585198609,72,,5584811961,458,,5585224083,78,5584811579,82,5584810319,18,5584810321,56,Center,,,,,,,,,,,,
2788898961,141,61,1,15,23,87c66ubwpzykovmkaf1t46bis,1,86.1,51.5,2025-03-16T00:52:06.351Z,2025-03-16T00:52:20Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5584810945,56,Center,5584811399,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788964601,736,50,1,15,25,224tl8u2smnbyliroayk69nt0,1,14.2,72.2,2025-03-16T00:52:08.307Z,2025-03-16T03:07:46Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5585158181,233,151,5585158123,56,Back,5585158125,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788900569,151,7,1,15,25,87c66ubwpzykovmkaf1t46bis,1,85.8,27.8,2025-03-16T00:52:08.308Z,2025-03-16T03:07:46Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584820251,56,Center,5584820253,286,,5585158171,233,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788898923,140,15,1,15,28,87c66ubwpzykovmkaf1t46bis,1,85.5,38.5,2025-03-16T00:52:11.442Z,2025-03-16T03:31:08Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584812381,231,47.8,5585224585,233,87,5584810735,17,,5584812375,146,93.4,5584812207,82,,5585198861,72,,5584812355,102,47.6,5584812351,80,,5584812377,147,43.5,5584810737,56,Center,5584812379,230,5585197597,25,5584812367,458,5584812359,103,19,98.1,,,,,,,,,,,
2788898999,87,10,1,15,28,224tl8u2smnbyliroayk69nt0,1,6.6,56.5,2025-03-16T00:52:11.542Z,2025-03-16T03:31:08Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5585124199,94,,5584811141,56,Back,5585224589,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899117,89,1,1,15,37,224tl8u2smnbyliroayk69nt0,1,0.8,52.2,2025-03-16T00:52:20.529Z,2025-03-16T00:52:23Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5584811835,140,13.8,5584811843,212,20.8,5584811825,123,,5584811831,56,Back,5584811845,213,5.43,5584811839,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899145,90,1,1,15,40,224tl8u2smnbyliroayk69nt0,1,19.5,30.4,2025-03-16T00:52:23.657Z,2025-03-16T00:52:25Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584812027,213,1.01,5584812025,212,19.6,5584812023,141,54.8,5584812019,56,Back,5584812021,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899193,91,1,1,15,42,224tl8u2smnbyliroayk69nt0,1,28.3,48.8,2025-03-16T00:52:25.546Z,2025-03-16T02:38:09Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5584812333,56,Back,5584812339,212,17.2,5584812341,213,2.99,5584812335,140,12.1,5584812337,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899213,92,1,1,15,46,224tl8u2smnbyliroayk69nt0,1,13.3,55.2,2025-03-16T00:52:30.281Z,2025-03-16T02:38:15Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5584812477,213,1.18,5584812469,140,20.3,5584812473,212,19.1,5584812471,141,81.1,5584812467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899263,93,1,1,15,48,224tl8u2smnbyliroayk69nt0,1,20.3,81.1,2025-03-16T00:52:31.593Z,2025-03-16T00:52:34Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5584812761,56,Back,5584812769,213,0.72,5584812763,140,30.1,5584812765,141,94.4,5584812767,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899321,94,1,1,15,51,224tl8u2smnbyliroayk69nt0,1,30.6,93.5,2025-03-16T00:52:34.457Z,2025-03-16T00:52:39Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5584813055,56,Back,5584813069,213,4.92,5584813061,141,76.4,5584813059,140,32.9,5584813067,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899327,95,4,1,15,56,224tl8u2smnbyliroayk69nt0,1,41.0,81.2,2025-03-16T00:52:39.529Z,2025-03-16T00:52:45Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5584813127,286,,5584813125,265,,5584813169,233,142,5584813123,152,,5584813121,56,Back,5584813119,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899325,142,4,1,15,56,87c66ubwpzykovmkaf1t46bis,0,59.0,18.8,2025-03-16T00:52:39.530Z,2025-03-16T00:52:46Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5584813103,265,,5584813097,13,,5584813099,56,Right,5584813105,285,,5584813101,152,,5584813179,233,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899559,96,1,1,16,13,224tl8u2smnbyliroayk69nt0,1,36.6,75.9,2025-03-16T00:52:56.392Z,2025-03-16T00:52:57Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5584814499,152,,5584814507,141,56.0,5584814497,5,,5584814511,213,3.95,5584814503,140,24.4,5584814509,212,18.6,5584814501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899619,97,1,1,16,14,224tl8u2smnbyliroayk69nt0,1,24.4,53.9,2025-03-16T00:52:57.609Z,2025-03-16T00:53:01Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5584814817,140,28.1,5584814823,213,4.95,5584814821,212,16.6,5584814813,56,Back,5584814819,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899695,98,1,1,16,17,224tl8u2smnbyliroayk69nt0,1,30.1,30.3,2025-03-16T00:53:00.785Z,2025-03-16T00:53:04Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584815189,212,16.4,5584815193,213,1.88,5584815185,141,53.3,5584815181,140,25.3,5584815177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899813,99,1,1,16,21,224tl8u2smnbyliroayk69nt0,1,27.6,53.7,2025-03-16T00:53:04.521Z,2025-03-16T00:53:10Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5584815883,213,1.52,5584815875,56,Back,5584815881,212,22.8,5584815877,140,28.7,5584815879,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899821,100,1,1,16,26,224tl8u2smnbyliroayk69nt0,0,59.0,89.7,2025-03-16T00:53:10.289Z,2025-03-16T00:53:10Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5584815931,213,6.12,5584815921,56,Left,5584815927,141,85.4,5584815923,140,76.1,5584815929,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899875,143,1,1,16,29,87c66ubwpzykovmkaf1t46bis,0,28.8,9.7,2025-03-16T00:53:13.199Z,2025-03-16T01:37:04Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5584825147,1,,5584825145,157,,5584816169,140,39.0,5584816175,213,0.72,5584816173,212,14.3,5584816167,56,Back,5584816171,141,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899941,101,1,1,16,31,224tl8u2smnbyliroayk69nt0,1,57.4,70.3,2025-03-16T00:53:15.112Z,2025-03-16T00:53:19Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5584816637,141,34.6,5584816643,1,,5584816635,140,88.5,5584816641,213,5.64,5584816633,56,Center,5584816639,212,40.7,5584816631,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788899951,102,61,1,16,36,224tl8u2smnbyliroayk69nt0,0,88.0,34.3,2025-03-16T00:53:19.504Z,2025-03-16T00:53:20Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5584816685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788900277,103,5,1,16,37,224tl8u2smnbyliroayk69nt0,0,100.8,37.0,2025-03-16T00:53:20.472Z,2025-03-16T03:08:27Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5584818545,56,Center,5584818547,346,,5584818711,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788900151,144,5,1,16,37,87c66ubwpzykovmkaf1t46bis,1,-0.8,63.0,2025-03-16T00:53:20.472Z,2025-03-16T03:08:26Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5584817845,346,,5584817843,56,Back,5584818675,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788900193,145,1,1,16,51,87c66ubwpzykovmkaf1t46bis,1,4.1,59.4,2025-03-16T00:53:34.471Z,2025-03-16T00:53:37Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584818091,56,Back,5584818103,237,,5584818093,140,9.5,5584818099,213,5.00,5584818089,124,,5584818095,141,30.7,5584818097,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788900281,146,1,1,16,54,87c66ubwpzykovmkaf1t46bis,0,11.2,29.2,2025-03-16T00:53:37.768Z,2025-03-16T00:53:43Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584818555,140,60.5,5584818551,155,,5584818557,141,35.5,5584818559,212,51.9,5584818553,56,Center,5584818563,1,,5584818561,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788900289,104,44,1,16,59,224tl8u2smnbyliroayk69nt0,1,38.5,58.9,2025-03-16T00:53:42.582Z,2025-03-16T03:07:59Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584818601,56,Back,5584818603,285,,5584818697,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788900283,147,44,1,16,59,87c66ubwpzykovmkaf1t46bis,0,61.5,41.1,2025-03-16T00:53:42.583Z,2025-03-16T03:07:59Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5584818571,56,Center,5584818739,233,104,5584818573,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788900329,105,1,1,16,59,224tl8u2smnbyliroayk69nt0,1,36.9,49.6,2025-03-16T00:53:42.928Z,2025-03-16T02:38:44Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584818849,140,38.5,5584818841,56,Back,5584818835,3,,5584818855,141,57.2,5584818861,212,5.4,5584818863,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
