id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value
2797567673,118,1,1,15,18,87c66ubwpzykovmkaf1t46bis,1,70.2,83.0,2025-04-06T20:23:27.143Z,2025-04-06T23:00:09Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632334679,141,88.7,5632334675,56,Left,5632334677,140,74.6,5632334683,213,0.70,5632334681,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797567711,119,1,1,15,20,87c66ubwpzykovmkaf1t46bis,0,81.9,90.2,2025-04-06T20:23:29.374Z,2025-04-06T20:23:31Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5632334905,140,73.2,5632334903,56,Center,5632334909,212,12.3,5632334907,141,78.1,5632334911,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797567741,89,1,1,15,23,2iwybwokic7nmr1t33abdbjoq,1,38.6,18.8,2025-04-06T20:23:32.426Z,2025-04-06T20:23:34Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5632335147,213,2.16,5632335139,56,Back,5632335141,140,36.0,5632335143,141,24.8,5632335145,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797567843,91,1,1,15,27,2iwybwokic7nmr1t33abdbjoq,1,52.7,27.4,2025-04-06T20:23:36.402Z,2025-04-06T20:23:40Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5632335775,141,11.6,5632335773,140,72.2,5632335771,56,Right,5632335779,213,5.80,5632335777,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797567847,92,3,1,15,31,2iwybwokic7nmr1t33abdbjoq,0,73.0,14.8,2025-04-06T20:23:40.418Z,2025-04-06T20:23:48Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5632335805,56,Right,5632336157,233,120,5632335807,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797567891,120,7,1,15,31,87c66ubwpzykovmkaf1t46bis,0,27.0,85.2,2025-04-06T20:23:40.419Z,2025-04-06T20:23:48Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632336147,233,92,5632336101,56,Back,5632336103,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797567909,93,1,1,15,35,2iwybwokic7nmr1t33abdbjoq,1,79.8,11.6,2025-04-06T20:23:44.426Z,2025-04-06T20:23:46Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5632336225,56,Right,5632336233,213,4.24,5632336229,141,5.6,5632336227,140,77.8,5632336231,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797567943,94,1,1,15,37,2iwybwokic7nmr1t33abdbjoq,1,77.8,5.6,2025-04-06T20:23:46.306Z,2025-04-06T20:23:49Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5632336439,213,6.24,5632336431,141,5.2,5632336435,212,6.5,5632336423,56,Right,5632336425,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797567947,95,1,1,15,40,2iwybwokic7nmr1t33abdbjoq,0,75.7,3.7,2025-04-06T20:23:49.034Z,2025-04-06T20:23:50Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5632336479,141,28.9,5632336471,2,,5632336477,140,81.7,5632336483,213,1.22,5632336475,56,Center,5632336481,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797567979,121,12,1,15,41,87c66ubwpzykovmkaf1t46bis,1,20.4,73.5,2025-04-06T20:23:50.561Z,2025-04-06T20:23:51Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5632336691,212,8.7,5632336687,140,28.7,5632336689,141,74.5,5632336693,213,0.08,5632336685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568043,123,1,1,15,44,87c66ubwpzykovmkaf1t46bis,1,32.4,74.5,2025-04-06T20:23:53.622Z,2025-04-06T20:23:58Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5632337117,1,,5632337109,140,67.6,5632337105,155,,5632337111,141,73.2,5632337107,56,Center,5632337115,213,6.26,5632337113,212,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568149,124,1,1,15,49,87c66ubwpzykovmkaf1t46bis,1,67.5,88.7,2025-04-06T20:23:58.582Z,2025-04-06T20:24:04Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5632337653,213,5.93,5632337647,140,85.9,5632337651,212,20.6,5632337649,141,78.1,5632337645,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568213,125,1,1,15,54,87c66ubwpzykovmkaf1t46bis,1,95.9,76.9,2025-04-06T20:24:04.005Z,2025-04-06T20:24:08Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5632338029,213,3.33,5632338027,212,18.0,5632338021,56,Center,5632338025,141,72.0,5632338023,140,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568309,126,1,1,15,59,87c66ubwpzykovmkaf1t46bis,1,70.4,70.9,2025-04-06T20:24:08.781Z,2025-04-06T20:24:15Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5632338557,56,Left,5632338565,213,0.64,5632338563,212,15.8,5632338559,140,82.4,5632338561,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568385,127,1,1,16,6,87c66ubwpzykovmkaf1t46bis,1,84.4,90.8,2025-04-06T20:24:15.477Z,2025-04-06T20:24:21Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5632339009,56,Center,5632339011,140,67.1,5632339019,213,3.81,5632339015,212,23.1,5632339013,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568413,128,1,1,16,12,87c66ubwpzykovmkaf1t46bis,1,69.5,72.7,2025-04-06T20:24:21.053Z,2025-04-06T20:24:23Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632339157,212,5.5,5632339159,213,0.98,5632339151,56,Left,5632339155,141,79.4,5632339153,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568523,129,1,1,16,14,87c66ubwpzykovmkaf1t46bis,1,69.1,80.8,2025-04-06T20:24:23.477Z,2025-04-06T20:24:32Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5632339773,213,3.50,5632339769,141,73.2,5632339767,140,56.0,5632339765,56,Center,5632339771,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568541,130,1,1,16,23,87c66ubwpzykovmkaf1t46bis,1,56.8,70.2,2025-04-06T20:24:32.693Z,2025-04-06T20:24:34Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5632339895,140,44.4,5632339893,56,Back,5632339899,212,25.7,5632339901,213,4.18,5632339897,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568577,131,1,1,16,25,87c66ubwpzykovmkaf1t46bis,1,43.4,36.7,2025-04-06T20:24:34.540Z,2025-04-06T20:24:37Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632340149,141,15.6,5632340145,56,Right,5632340153,213,5.28,5632340147,140,52.2,5632340151,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568603,132,1,1,16,28,87c66ubwpzykovmkaf1t46bis,1,45.3,17.6,2025-04-06T20:24:37.604Z,2025-04-06T20:24:39Z,9623rc4ywvt5nvq15qknn9l3o,J. Osorio,,,5632340317,140,40.5,5632340315,56,Back,5632340325,212,6.4,5632340329,213,2.49,5632340321,141,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568651,133,1,1,16,30,87c66ubwpzykovmkaf1t46bis,1,38.5,30.3,2025-04-06T20:24:39.600Z,2025-04-06T20:24:43Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5632340633,213,2.89,5632340625,56,Back,5632340627,140,16.5,5632340629,141,39.1,5632340631,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568697,134,1,1,16,33,87c66ubwpzykovmkaf1t46bis,1,14.8,39.5,2025-04-06T20:24:42.830Z,2025-04-06T20:24:46Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5632340899,140,23.2,5632340897,56,Back,5632340901,141,22.4,5632340903,212,14.6,5632340905,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568781,135,1,1,16,37,87c66ubwpzykovmkaf1t46bis,0,28.6,18.0,2025-04-06T20:24:46.724Z,2025-04-06T20:24:53Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632341385,212,79.1,5632341377,196,,5632341383,141,87.2,5632341389,1,,5632341381,140,89.2,5632341379,56,Left,5632341387,213,0.64,5632341375,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568939,97,1,1,16,44,2iwybwokic7nmr1t33abdbjoq,1,6.4,13.6,2025-04-06T20:24:53.386Z,2025-04-06T20:25:02Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5632342247,56,Back,5632342255,141,35.2,5632342259,213,1.82,5632342257,212,15.1,5632342251,140,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568995,98,1,1,16,53,2iwybwokic7nmr1t33abdbjoq,0,8.8,34.6,2025-04-06T20:25:02.595Z,2025-04-06T21:04:29Z,cdaayu6d9xzn4gyn5jg5p6vl6,T. Henry,,,5632342559,155,,5632342561,56,Back,5632342569,213,1.19,5632342565,141,57.5,5632342563,140,14.7,5632342567,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797568963,136,61,1,16,55,87c66ubwpzykovmkaf1t46bis,1,44.8,38.2,2025-04-06T20:25:04.899Z,2025-04-06T23:00:08Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5632342401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569025,99,1,1,16,57,2iwybwokic7nmr1t33abdbjoq,1,25.5,91.7,2025-04-06T20:25:06.922Z,2025-04-06T20:25:08Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5632342725,56,Back,5632342733,213,0.01,5632342731,212,10.9,5632342729,141,91.8,5632342727,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569039,100,1,1,16,59,2iwybwokic7nmr1t33abdbjoq,0,35.9,91.8,2025-04-06T20:25:08.426Z,2025-04-06T20:25:10Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5632342801,141,92.1,5632342935,236,,5632342939,233,137,5632342803,212,2.9,5632342805,213,3.07,5632342799,140,33.1,5632342949,286,,5632342797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569053,137,74,1,16,59,87c66ubwpzykovmkaf1t46bis,1,83.3,8.0,2025-04-06T20:25:08.427Z,2025-04-06T22:58:23Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5632342897,56,Right,5632342899,285,,5632342997,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569157,101,5,1,17,1,2iwybwokic7nmr1t33abdbjoq,1,28.8,101.7,2025-04-06T20:25:10.595Z,2025-04-06T22:58:32Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5632343485,56,Back,5632343487,347,,5632343517,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569077,138,5,1,17,1,87c66ubwpzykovmkaf1t46bis,0,71.2,-1.7,2025-04-06T20:25:10.595Z,2025-04-06T22:58:33Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5632343549,233,101,5632343025,347,,5632343023,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569379,102,1,1,17,20,2iwybwokic7nmr1t33abdbjoq,1,30.2,100.0,2025-04-06T20:25:29.370Z,2025-04-06T20:25:33Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5632344807,140,42.3,5632344809,141,94.1,5632344811,212,13.7,5632344813,213,5.90,5632344805,56,Back,5632344803,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569389,103,61,1,17,24,2iwybwokic7nmr1t33abdbjoq,0,42.3,94.1,2025-04-06T20:25:33.378Z,2025-04-06T20:25:33Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5632344841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569475,139,1,1,17,28,87c66ubwpzykovmkaf1t46bis,0,38.3,16.1,2025-04-06T20:25:37.707Z,2025-04-06T20:25:40Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632345359,157,,5632345369,213,5.90,5632345361,56,Right,5632345365,141,0.0,5632345363,140,66.7,5632345373,1,,5632345367,212,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569565,104,5,1,17,31,2iwybwokic7nmr1t33abdbjoq,1,32.1,101.6,2025-04-06T20:25:40.171Z,2025-04-06T22:35:02Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5632345871,347,,5632345869,56,Back,5632345881,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569481,140,5,1,17,31,87c66ubwpzykovmkaf1t46bis,0,67.9,-1.6,2025-04-06T20:25:40.171Z,2025-04-06T22:58:33Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632345387,56,Right,5632345389,347,,5632345897,233,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569585,105,1,1,17,36,2iwybwokic7nmr1t33abdbjoq,1,28.5,100.0,2025-04-06T20:25:45.490Z,2025-04-06T20:25:47Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5632345969,56,Back,5632345977,213,4.91,5632345967,107,,5632345973,141,84.8,5632345975,212,11.5,5632345971,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569715,106,1,1,17,37,2iwybwokic7nmr1t33abdbjoq,1,30.6,84.8,2025-04-06T20:25:46.458Z,2025-04-06T20:25:55Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5632346721,56,Back,5632346729,212,6.6,5632346725,140,31.6,5632346731,213,1.41,5632346727,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569717,107,61,1,17,46,2iwybwokic7nmr1t33abdbjoq,0,24.3,94.7,2025-04-06T20:25:55.724Z,2025-04-06T20:25:56Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5632346743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569747,141,61,1,17,48,87c66ubwpzykovmkaf1t46bis,1,68.2,21.5,2025-04-06T20:25:57.914Z,2025-04-06T20:25:58Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5632346893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569761,142,50,1,17,50,87c66ubwpzykovmkaf1t46bis,1,71.2,15.0,2025-04-06T20:25:59.354Z,2025-04-06T20:26:06Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5632346949,56,Right,5632346951,286,,5632347133,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569785,108,7,1,17,50,2iwybwokic7nmr1t33abdbjoq,0,28.8,85.0,2025-04-06T20:25:59.355Z,2025-04-06T23:00:37Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5632347113,233,142,5632347079,56,Back,5632347081,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569799,143,1,1,17,51,87c66ubwpzykovmkaf1t46bis,1,72.4,18.2,2025-04-06T20:26:00.763Z,2025-04-06T23:00:07Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5632347171,56,Right,5632347179,213,2.25,5632347173,140,71.0,5632347175,141,20.9,5632347177,212,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569827,144,61,1,17,57,87c66ubwpzykovmkaf1t46bis,0,85.0,15.5,2025-04-06T20:26:06.194Z,2025-04-06T20:26:06Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5632347341,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569879,110,1,1,17,58,2iwybwokic7nmr1t33abdbjoq,1,3.4,90.8,2025-04-06T20:26:07.427Z,2025-04-06T20:26:10Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5632347613,56,Back,5632347615,140,5.2,5632347621,213,4.88,5632347619,212,11.2,5632347617,141,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569897,111,1,1,18,1,2iwybwokic7nmr1t33abdbjoq,0,8.1,74.3,2025-04-06T20:26:10.451Z,2025-04-06T23:00:36Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5632347751,213,0.06,5632347747,141,79.4,5632347753,1,,5632347743,56,Left,5632347745,140,61.5,5632347741,155,,5632347749,212,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797569993,145,1,1,18,9,87c66ubwpzykovmkaf1t46bis,1,21.8,24.9,2025-04-06T20:26:18.818Z,2025-04-06T20:26:21Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5632348131,140,22.2,5632348137,212,12.5,5632348141,213,1.54,5632348127,56,Back,5632348133,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570013,146,1,1,18,12,87c66ubwpzykovmkaf1t46bis,1,24.4,54.5,2025-04-06T20:26:21.242Z,2025-04-06T20:26:24Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5632348281,212,16.1,5632348283,213,1.26,5632348277,140,29.1,5632348275,56,Back,5632348279,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570037,147,1,1,18,14,87c66ubwpzykovmkaf1t46bis,1,29.5,85.7,2025-04-06T20:26:23.978Z,2025-04-06T20:26:27Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632348455,140,38.6,5632348453,56,Back,5632348461,213,5.86,5632348459,212,10.5,5632348457,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570025,112,45,1,18,16,2iwybwokic7nmr1t33abdbjoq,0,57.0,30.8,2025-04-06T20:26:25.867Z,2025-04-06T22:49:23Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5632348373,285,,5632348735,233,148,5632348371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570075,148,3,1,18,16,87c66ubwpzykovmkaf1t46bis,1,43.0,69.2,2025-04-06T20:26:25.867Z,2025-04-06T22:49:22Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5632348689,233,112,5632348657,286,,5632348655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570117,149,1,1,18,22,87c66ubwpzykovmkaf1t46bis,1,41.0,69.6,2025-04-06T20:26:31.426Z,2025-04-06T20:26:35Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5632348949,213,3.59,5632348941,56,Back,5632348943,140,14.7,5632348945,141,49.9,5632348947,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570161,150,1,1,18,26,87c66ubwpzykovmkaf1t46bis,1,13.2,50.7,2025-04-06T20:26:35.586Z,2025-04-06T20:26:38Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5632349133,140,24.0,5632349135,141,67.0,5632349139,213,0.77,5632349137,212,15.9,5632349131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570197,151,1,1,18,29,87c66ubwpzykovmkaf1t46bis,1,24.4,67.6,2025-04-06T20:26:38.370Z,2025-04-06T20:26:42Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5632349327,56,Back,5632349331,141,75.0,5632349335,213,0.91,5632349333,212,6.4,5632349329,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570229,152,1,1,18,33,87c66ubwpzykovmkaf1t46bis,1,28.8,90.9,2025-04-06T20:26:42.218Z,2025-04-06T20:26:44Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632349493,141,74.4,5632349495,212,15.1,5632349491,140,19.2,5632349497,213,3.98,5632349489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570309,153,1,1,18,35,87c66ubwpzykovmkaf1t46bis,1,22.1,76.0,2025-04-06T20:26:44.538Z,2025-04-06T20:26:50Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5632349913,213,4.18,5632349907,140,12.6,5632349911,212,19.6,5632349905,56,Back,5632349909,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570335,154,1,1,18,41,87c66ubwpzykovmkaf1t46bis,1,12.5,49.7,2025-04-06T20:26:50.473Z,2025-04-06T20:26:52Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5632350053,56,Back,5632350055,140,24.7,5632350059,212,16.7,5632350061,213,5.59,5632350057,141,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570389,155,1,1,18,43,87c66ubwpzykovmkaf1t46bis,1,26.6,28.5,2025-04-06T20:26:52.185Z,2025-04-06T20:26:56Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632350317,213,2.43,5632350309,56,Back,5632350315,212,14.7,5632350313,141,42.7,5632350311,140,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570445,156,1,1,18,47,87c66ubwpzykovmkaf1t46bis,1,12.8,43.1,2025-04-06T20:26:56.417Z,2025-04-06T20:27:00Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5632350633,213,5.41,5632350627,141,21.6,5632350623,140,24.5,5632350619,56,Back,5632350629,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570487,157,1,1,18,51,87c66ubwpzykovmkaf1t46bis,1,26.1,23.7,2025-04-06T20:27:00.393Z,2025-04-06T20:27:04Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632350887,56,Back,5632350889,140,13.5,5632350897,212,17.2,5632350901,213,2.45,5632350891,141,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570535,158,1,1,18,55,87c66ubwpzykovmkaf1t46bis,1,11.5,43.6,2025-04-06T20:27:04.089Z,2025-04-06T20:27:07Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5632351187,212,15.3,5632351189,213,0.76,5632351181,56,Back,5632351183,140,22.1,5632351185,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570567,159,1,1,18,57,87c66ubwpzykovmkaf1t46bis,1,21.8,67.6,2025-04-06T20:27:06.913Z,2025-04-06T20:27:09Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5632351381,140,27.5,5632351383,141,80.5,5632351385,212,10.6,5632351387,213,0.97,5632351379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570625,160,1,1,19,0,87c66ubwpzykovmkaf1t46bis,1,29.0,88.0,2025-04-06T20:27:09.801Z,2025-04-06T20:27:15Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632351745,141,64.0,5632351743,140,71.0,5632351749,213,5.93,5632351741,56,Center,5632351751,1,,5632351739,155,,5632351747,212,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570673,161,1,1,19,6,87c66ubwpzykovmkaf1t46bis,0,90.3,69.1,2025-04-06T20:27:15.690Z,2025-04-06T20:27:19Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5632352021,212,24.4,5632352011,155,,5632352017,141,33.3,5632352015,140,91.6,5632352013,56,Center,5632352025,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570865,113,5,1,19,10,2iwybwokic7nmr1t33abdbjoq,1,-1.4,60.5,2025-04-06T20:27:19.689Z,2025-04-06T22:58:33Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5632353011,56,Back,5632353013,346,,5632353075,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797570683,162,5,1,19,10,87c66ubwpzykovmkaf1t46bis,0,101.4,39.5,2025-04-06T20:27:19.689Z,2025-04-06T22:58:34Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5632353099,233,113,5632352059,346,,5632352057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797571027,114,1,1,19,37,2iwybwokic7nmr1t33abdbjoq,1,4.2,51.2,2025-04-06T20:27:46.243Z,2025-04-06T21:01:59Z,cdaayu6d9xzn4gyn5jg5p6vl6,T. Henry,,,5632353857,56,Back,5632353861,141,68.9,5632353869,237,,5632353859,140,8.6,5632353855,124,,5632353863,212,12.9,5632353865,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
