id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2823722187,201,1,1,22,9,224tl8u2smnbyliroayk69nt0,0,59.8,57.9,2025-06-21T23:29:39.765Z,2025-06-21T23:29:45Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5777188757,213,0.50,5777188759,1,,5777188753,141,72.3,5777188749,56,Center,5777188751,140,76.8,5777188755,212,20.4,5777188747,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722175,191,44,1,22,12,5qfq6cwtrgzd2szijivns7rjl,1,16.6,36.0,2025-06-21T23:29:42.016Z,2025-06-22T00:37:50Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5777188661,285,,5777188803,233,202,5777188659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722197,202,44,1,22,12,224tl8u2smnbyliroayk69nt0,0,83.4,64.0,2025-06-21T23:29:42.017Z,2025-06-22T01:53:11Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777188779,286,,5777188777,56,Center,5777188807,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722181,192,12,1,22,12,5qfq6cwtrgzd2szijivns7rjl,1,9.9,44.2,2025-06-21T23:29:42.672Z,2025-06-21T23:29:48Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5777188681,56,Back,5777188687,212,5.3,5777188685,141,38.8,5777188689,213,5.53,5777188683,140,13.6,5777188883,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722249,203,1,1,22,16,224tl8u2smnbyliroayk69nt0,1,70.8,69.4,2025-06-21T23:29:46.167Z,2025-06-22T01:53:19Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5777189051,56,Center,5777189055,141,49.3,5777189057,212,13.7,5777189053,140,70.9,5777189059,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722323,204,1,1,22,22,224tl8u2smnbyliroayk69nt0,1,71.2,42.1,2025-06-21T23:29:52.079Z,2025-06-22T01:53:03Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777189383,212,25.5,5777189381,141,33.1,5777189379,140,94.8,5777189385,213,6.04,5777189377,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722391,205,1,1,22,30,224tl8u2smnbyliroayk69nt0,0,94.8,33.1,2025-06-21T23:29:59.992Z,2025-06-22T01:53:13Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5777189811,213,1.69,5777189805,140,91.7,5777189807,141,74.4,5777189803,56,Center,5777189809,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722397,193,43,1,22,30,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-21T23:30:00.377Z,2025-06-21T23:30:19Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5777189829,56,Back,5777189907,144,5,5777189831,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722401,194,4,1,22,31,5qfq6cwtrgzd2szijivns7rjl,1,14.5,8.7,2025-06-21T23:30:01.218Z,2025-06-22T01:35:38Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5777189873,152,,5777189869,13,,5777189877,285,,5777390305,233,217,5777189875,265,,5777189871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723155,217,4,1,22,31,224tl8u2smnbyliroayk69nt0,0,85.5,91.3,2025-06-21T23:30:01.219Z,2025-06-22T01:35:38Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5777194227,152,,5777390321,233,194,5777194231,286,,5777194223,13,,5777194229,265,,5777194225,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722531,195,1,1,23,3,5qfq6cwtrgzd2szijivns7rjl,0,13.4,29.7,2025-06-21T23:30:33.377Z,2025-06-21T23:30:37Z,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,,,5777190517,141,12.0,5777190507,5,,5777190523,1,,5777190509,157,,5777190519,212,76.3,5777190513,56,Right,5777190515,140,85.2,5777190511,152,,5777190521,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,
2823722557,207,44,1,23,7,224tl8u2smnbyliroayk69nt0,1,23.2,82.2,2025-06-21T23:30:37.054Z,2025-06-22T01:40:49Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777190685,285,,5777190701,233,196,5777190683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722539,196,44,1,23,7,5qfq6cwtrgzd2szijivns7rjl,0,76.8,17.8,2025-06-21T23:30:37.055Z,2025-06-22T01:40:50Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5777190717,233,207,5777190567,286,,5777190565,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722569,208,1,1,23,7,224tl8u2smnbyliroayk69nt0,1,37.1,72.4,2025-06-21T23:30:37.544Z,2025-06-22T01:53:14Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777190765,213,0.59,5777190759,140,45.5,5777190761,141,81.1,5777190757,56,Back,5777190755,3,,5777190763,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722575,209,1,1,23,10,224tl8u2smnbyliroayk69nt0,0,45.5,81.1,2025-06-21T23:30:40.416Z,2025-06-22T01:53:15Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5777190789,140,46.6,5777190793,212,12.4,5777190791,141,63.0,5777190787,56,Back,5777190795,213,4.81,5777191613,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722599,197,1,1,23,11,5qfq6cwtrgzd2szijivns7rjl,1,63.4,36.9,2025-06-21T23:30:41.362Z,2025-06-21T23:30:44Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5777190907,1,,5777190903,212,25.7,5777190895,157,,5777190901,141,69.4,5777190899,140,51.0,5777190905,213,2.10,5777190897,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722611,198,1,1,23,14,5qfq6cwtrgzd2szijivns7rjl,1,51.0,69.4,2025-06-21T23:30:44.095Z,2025-06-21T23:30:45Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777190971,212,6.5,5777190965,56,Back,5777190963,3,,5777190969,141,71.2,5777190973,213,2.95,5777190967,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722639,199,1,1,23,15,5qfq6cwtrgzd2szijivns7rjl,0,37.6,73.8,2025-06-21T23:30:45.767Z,2025-06-21T23:30:49Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5777191121,141,45.4,5777191125,213,5.91,5777191115,157,,5777191119,140,84.3,5777191127,1,,5777191123,212,52.7,5777191117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722657,210,44,1,23,18,224tl8u2smnbyliroayk69nt0,1,24.1,43.0,2025-06-21T23:30:48.230Z,2025-06-22T01:40:50Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777191225,285,,5777191223,56,Back,5777191263,233,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722645,200,44,1,23,18,5qfq6cwtrgzd2szijivns7rjl,0,75.9,57.0,2025-06-21T23:30:48.231Z,2025-06-22T01:40:50Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5777191279,233,210,5777191149,56,Center,5777191151,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722667,211,1,1,23,19,224tl8u2smnbyliroayk69nt0,0,37.7,33.9,2025-06-21T23:30:48.988Z,2025-06-22T01:39:02Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777191295,141,0.0,5777191291,56,Back,5777191293,140,47.2,5777191289,3,,5777191299,213,5.10,5777191297,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722673,201,5,1,23,20,5qfq6cwtrgzd2szijivns7rjl,1,53.8,101.4,2025-06-21T23:30:50.647Z,2025-06-22T02:27:01Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5777191311,56,Left,5777191341,233,212,5777191313,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722669,212,5,1,23,20,224tl8u2smnbyliroayk69nt0,0,46.2,-1.4,2025-06-21T23:30:50.647Z,2025-06-22T02:27:02Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777191301,56,Back,5777191373,233,201,5777191303,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722707,202,1,1,23,22,5qfq6cwtrgzd2szijivns7rjl,1,55.5,100.0,2025-06-21T23:30:52.344Z,2025-06-21T23:30:55Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777191515,107,,5777191521,141,72.4,5777191525,213,3.85,5777191523,212,30.2,5777191517,56,Back,5777191519,140,33.6,5777191527,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722757,203,1,1,23,25,5qfq6cwtrgzd2szijivns7rjl,1,33.3,72.3,2025-06-21T23:30:55.815Z,2025-06-21T23:31:00Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5777191815,56,Back,5777191817,140,30.3,5777191823,213,4.53,5777191819,141,46.7,5777191821,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722819,204,1,1,23,30,5qfq6cwtrgzd2szijivns7rjl,1,30.3,46.7,2025-06-21T23:31:00.247Z,2025-06-21T23:31:07Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5777192217,213,5.87,5777192207,155,,5777192209,56,Right,5777192219,1,,5777192213,141,5.8,5777192215,212,68.8,5777192211,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722823,205,3,1,23,37,5qfq6cwtrgzd2szijivns7rjl,0,98.6,9.6,2025-06-21T23:31:07.295Z,2025-06-21T23:31:11Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5777192331,233,213,5777192237,286,,5777192235,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722837,213,7,1,23,37,224tl8u2smnbyliroayk69nt0,1,1.4,90.4,2025-06-21T23:31:07.296Z,2025-06-21T23:31:12Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777192283,167,,5777192305,233,205,5777192287,285,,5777192285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722827,206,6,1,23,38,5qfq6cwtrgzd2szijivns7rjl,1,98.0,9.3,2025-06-21T23:31:08.272Z,2025-06-22T01:35:49Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5777192279,56,Right,5777192443,233,214,5777192281,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823722839,214,6,1,23,38,224tl8u2smnbyliroayk69nt0,0,2.0,90.7,2025-06-21T23:31:08.272Z,2025-06-22T01:35:50Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777192471,233,206,5777192439,56,Back,5777192441,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723101,207,1,1,24,12,5qfq6cwtrgzd2szijivns7rjl,1,99.5,0.5,2025-06-21T23:31:42.128Z,2025-06-21T23:31:54Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,1.0,,5777194127,210,13,5777193823,212,44.2,5777193813,155,,5777193819,140,92.8,5777193809,2,,5777193815,224,,5777193825,213,1.73,5777193817,56,Center,5777194129,154,,5777193827,1,,5777193811,6,,5777193821,141,,,,,,,,,,,,64.6,,,,
2823723119,208,44,1,24,16,5qfq6cwtrgzd2szijivns7rjl,1,92.7,49.8,2025-06-21T23:31:46.376Z,2025-06-22T01:40:51Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5777193903,56,Center,5777193905,286,,5777193963,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723129,215,44,1,24,16,224tl8u2smnbyliroayk69nt0,0,7.3,50.2,2025-06-21T23:31:46.377Z,2025-06-22T01:40:51Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777193949,285,,5777193947,56,Back,5777193991,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723123,209,13,1,24,17,5qfq6cwtrgzd2szijivns7rjl,1,92.3,48.3,2025-06-21T23:31:46.959Z,2025-06-22T02:16:25Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5777193915,56,Center,5777194165,102,39.8,5777194159,154,,5777194037,15,,5777194155,75,,5777194169,230,98.8,5777193913,17,,5777194041,328,,5777194161,55,207,5777194035,25,,5777194157,29,,5777194171,231,5777194167,103,38.9,,,,,,,,,51.4,,,,
2823723135,210,5,1,24,18,5qfq6cwtrgzd2szijivns7rjl,0,100.6,42.0,2025-06-21T23:31:48.334Z,2025-06-22T02:27:02Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5777194001,346,,5777194175,233,216,5777193999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723151,216,5,1,24,18,224tl8u2smnbyliroayk69nt0,1,-0.6,58.0,2025-06-21T23:31:48.334Z,2025-06-22T02:27:02Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777194109,56,Back,5777194149,233,210,5777194111,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723357,218,1,1,24,43,224tl8u2smnbyliroayk69nt0,1,4.4,43.1,2025-06-21T23:32:13.834Z,2025-06-21T23:32:19Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5777195329,212,60.0,5777195323,56,Center,5777195327,141,21.5,5777195331,213,6.04,5777195333,1,,5777195325,140,59.8,5777195321,124,,5777195337,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723367,219,61,1,24,49,224tl8u2smnbyliroayk69nt0,0,59.8,21.5,2025-06-21T23:32:19.706Z,2025-06-21T23:32:20Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5777195367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723421,212,1,1,24,51,5qfq6cwtrgzd2szijivns7rjl,1,30.6,49.3,2025-06-21T23:32:20.999Z,2025-06-21T23:32:27Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5777195689,212,23.8,5777195683,56,Back,5777195687,141,16.7,5777195691,213,5.09,5777195685,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723427,213,1,1,24,57,5qfq6cwtrgzd2szijivns7rjl,1,67.0,14.0,2025-06-21T23:32:27.615Z,2025-06-21T23:32:28Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5777195731,212,10.5,5777195727,140,77.0,5777195725,56,Right,5777195729,141,13.7,5777195733,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723433,214,1,1,24,58,5qfq6cwtrgzd2szijivns7rjl,1,77.0,13.7,2025-06-21T23:32:28.639Z,2025-06-21T23:32:29Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5777195765,56,Right,5777195771,212,11.2,5777195767,140,66.5,5777195795,156,,5777195773,213,2.99,5777195769,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723473,215,1,1,25,0,5qfq6cwtrgzd2szijivns7rjl,1,64.4,16.8,2025-06-21T23:32:30.735Z,2025-06-21T23:32:33Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5777195993,140,68.5,5777195999,213,1.39,5777195991,56,Center,5777195995,141,50.9,5777195997,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723491,216,1,1,25,3,5qfq6cwtrgzd2szijivns7rjl,1,68.2,53.1,2025-06-21T23:32:33.390Z,2025-06-21T23:32:35Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5777196089,140,71.9,5777196093,212,17.2,5777196087,56,Center,5777196095,213,1.34,5777196091,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723519,217,1,1,25,5,5qfq6cwtrgzd2szijivns7rjl,1,73.5,85.1,2025-06-21T23:32:35.392Z,2025-06-21T23:32:38Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5777196263,141,65.8,5777196267,213,3.98,5777196265,212,17.7,5777196261,140,62.2,5777196259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723527,218,1,1,25,8,5qfq6cwtrgzd2szijivns7rjl,1,61.8,67.5,2025-06-21T23:32:38.006Z,2025-06-21T23:32:38Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5777196305,212,9.8,5777196307,213,5.40,5777196301,140,67.7,5777196299,56,Center,5777196303,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723539,219,1,1,25,8,5qfq6cwtrgzd2szijivns7rjl,1,67.7,56.4,2025-06-21T23:32:38.847Z,2025-06-22T01:40:44Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,1.0,,5777196369,213,1.98,5777196363,140,64.3,5777362487,210,15,5777196361,56,Center,5777196367,212,9.0,5777196365,141,68.5,5777196373,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723567,220,15,1,25,13,5qfq6cwtrgzd2szijivns7rjl,1,74.9,59.5,2025-06-21T23:32:43.559Z,2025-06-22T02:23:46Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5777196499,18,,5777472633,76,,5777482181,233,220,5777361161,20,,5777362545,146,99.1,5777362543,215,,5777196501,56,Center,5777362541,103,11.4,5777196497,22,,5777362535,55,219,5777362533,29,,5777362539,102,5777362547,147,53.8,,,,,,,,,53.6,,,,
2823723605,220,10,1,25,13,224tl8u2smnbyliroayk69nt0,1,2.3,49.6,2025-06-21T23:32:43.659Z,2025-06-22T01:53:16Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5777482185,233,220,5777196729,182,,5777196823,177,,5777196731,56,Back,5777196825,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723695,222,1,1,25,24,224tl8u2smnbyliroayk69nt0,1,7.8,45.2,2025-06-21T23:32:54.459Z,2025-06-21T23:32:58Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5777197193,140,11.8,5777197189,123,,5777197199,213,5.09,5777197197,212,11.3,5777197195,141,29.8,5777197191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723707,223,1,1,25,28,224tl8u2smnbyliroayk69nt0,1,11.8,29.8,2025-06-21T23:32:58.569Z,2025-06-21T23:33:00Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777197323,213,1.54,5777197315,56,Back,5777197317,140,12.3,5777197319,141,55.5,5777197321,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723723,225,1,1,25,32,224tl8u2smnbyliroayk69nt0,1,13.1,60.0,2025-06-21T23:33:01.978Z,2025-06-21T23:33:03Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777197411,212,24.8,5777197405,56,Back,5777197407,140,23.6,5777197409,141,92.6,5777197413,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723771,226,1,1,25,33,224tl8u2smnbyliroayk69nt0,1,23.5,91.1,2025-06-21T23:33:03.850Z,2025-06-21T23:33:08Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5777197691,212,16.1,5777197685,56,Back,5777197693,213,5.12,5777197689,141,69.3,5777197687,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723793,227,1,1,25,38,224tl8u2smnbyliroayk69nt0,1,34.8,79.4,2025-06-21T23:33:08.874Z,2025-06-21T23:33:11Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5777197779,141,94.5,5777197781,212,10.5,5777197777,140,36.7,5777197783,213,1.38,5777197775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724933,237,83,1,25,44,5qfq6cwtrgzd2szijivns7rjl,0,56.7,12.6,2025-06-21T23:33:14.830Z,2025-06-21T23:36:28Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5777204567,399,e8rbnbqkrxia3lgt7agaid4kq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723885,228,1,1,25,46,224tl8u2smnbyliroayk69nt0,1,37.2,94.8,2025-06-21T23:33:16.090Z,2025-06-21T23:33:23Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5777198297,56,Back,5777198299,140,23.0,5777198303,212,14.9,5777198305,213,3.14,5777198301,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723823,221,79,1,25,46,5qfq6cwtrgzd2szijivns7rjl,0,0.0,0.0,2025-06-21T23:33:16.735Z,2025-06-21T23:33:16Z,,,,,5777197923,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723889,229,79,1,25,53,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:33:23.858Z,2025-06-21T23:33:24Z,,,,,5777198323,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723911,223,1,1,25,56,5qfq6cwtrgzd2szijivns7rjl,1,44.9,35.4,2025-06-21T23:33:25.975Z,2025-06-21T23:33:27Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5777198437,213,1.93,5777198435,212,27.1,5777198431,140,35.9,5777198429,56,Back,5777198433,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723961,224,1,1,25,57,5qfq6cwtrgzd2szijivns7rjl,1,35.9,72.7,2025-06-21T23:33:27.599Z,2025-06-21T23:33:34Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5777198701,212,22.6,5777198699,141,39.5,5777198703,213,4.76,5777198695,56,Back,5777198697,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823723989,225,1,1,26,4,5qfq6cwtrgzd2szijivns7rjl,1,41.9,56.7,2025-06-21T23:33:34.632Z,2025-06-21T23:33:37Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5777198857,212,13.0,5777198859,213,1.92,5777198853,140,37.6,5777198851,56,Back,5777198855,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724049,226,1,1,26,7,5qfq6cwtrgzd2szijivns7rjl,1,37.6,72.6,2025-06-21T23:33:37.518Z,2025-06-22T00:09:22Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5777199121,212,13.3,5777199119,141,57.8,5777199115,56,Back,5777199117,140,45.9,5777199123,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724055,227,1,1,26,13,5qfq6cwtrgzd2szijivns7rjl,0,53.4,62.1,2025-06-21T23:33:42.999Z,2025-06-21T23:33:45Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5777199189,212,49.4,5777199183,56,Right,5777199193,1,,5777199187,141,9.5,5777199185,140,85.9,5777199191,213,5.47,5777199181,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724761,244,12,1,26,14,224tl8u2smnbyliroayk69nt0,1,14.9,55.8,2025-06-21T23:33:44.701Z,2025-06-22T01:42:29Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777203303,141,66.6,5777203299,56,Back,5777203317,15,,5777203301,140,20.4,5777203305,212,9.3,5777203307,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724075,230,12,1,26,15,224tl8u2smnbyliroayk69nt0,1,8.6,74.4,2025-06-21T23:33:45.382Z,2025-06-22T01:53:18Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5777199339,213,4.94,5777199333,140,10.7,5777199335,141,60.3,5777199337,212,9.8,5777199341,15,,5777199331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724079,228,61,1,26,19,5qfq6cwtrgzd2szijivns7rjl,0,72.7,13.7,2025-06-21T23:33:49.415Z,2025-06-21T23:33:49Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5777199343,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724197,229,27,1,26,37,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-21T23:34:07.296Z,2025-06-22T01:58:20Z,,,,,5777491245,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724237,231,27,1,26,37,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:34:07.296Z,2025-06-22T02:09:27Z,,,,,5777498203,53,69pe2d0b9ughzcn3iqarracr8,5777491241,233,229,5777498201,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724215,230,28,1,26,44,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-21T23:34:14.488Z,2025-06-22T01:58:20Z,,,,,5777200069,55,229,5777491255,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724241,232,28,1,26,44,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:34:14.488Z,2025-06-22T01:58:20Z,,,,,5777491251,233,230,5777200197,55,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
