id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/value
2809821009,212,44,1,20,42,e3k8yw2rbmphyfu5htn4yi5jk,1,78.1,47.8,2025-05-03T21:30:07.719Z,2025-05-03T23:25:14Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5699945157,56,Center,5699945451,233,152,5699945159,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821017,152,44,1,20,42,2n3wgr89m7jl8tmioemit2pgq,0,21.9,52.2,2025-05-03T21:30:07.720Z,2025-05-03T23:25:15Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5699945205,56,Back,5700047559,189,,5699945207,285,,5699945513,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821013,213,13,1,20,43,e3k8yw2rbmphyfu5htn4yi5jk,1,86.0,47.3,2025-05-03T21:30:08.191Z,2025-05-03T23:30:46Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5699945623,231,48.0,5699945621,230,98.2,5699945383,328,,5699945617,102,47.9,5699945613,55,211,5699945611,154,,5699945619,103,66.7,5699945185,17,,5699945187,56,5699945183,22,,5699945607,74,5699945379,15,5699945609,29,,,,,,,Center,,,,,,,,,,,,,,,
2809821123,153,5,1,20,45,2n3wgr89m7jl8tmioemit2pgq,1,-1.3,58.3,2025-05-03T21:30:10.248Z,2025-05-03T23:26:55Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5699945783,233,214,5699945723,346,,5699945721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821021,214,5,1,20,45,e3k8yw2rbmphyfu5htn4yi5jk,0,101.3,41.7,2025-05-03T21:30:10.248Z,2025-05-03T23:26:55Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5699945221,56,Center,5699945799,233,153,5699945223,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821265,154,1,1,21,2,2n3wgr89m7jl8tmioemit2pgq,1,3.5,49.1,2025-05-03T21:30:27.509Z,2025-05-03T21:30:30Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5699946461,141,22.1,5699946459,140,7.6,5699946455,124,,5699946463,212,18.9,5699946457,56,Back,5699946465,213,4.94,5699946469,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821309,155,1,1,21,7,2n3wgr89m7jl8tmioemit2pgq,1,13.2,23.3,2025-05-03T21:30:32.780Z,2025-05-03T21:30:34Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5699946743,155,,5699946747,56,Center,5699946755,141,77.9,5699946759,213,0.66,5699946761,1,,5699946751,140,59.2,5699946757,212,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821379,156,1,1,21,9,2n3wgr89m7jl8tmioemit2pgq,1,59.2,76.7,2025-05-03T21:30:34.433Z,2025-05-03T21:30:40Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5699947115,140,43.1,5699947119,212,17.3,5699947111,3,,5699947113,56,Back,5699947117,141,82.0,5699947123,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821409,157,1,1,21,15,2n3wgr89m7jl8tmioemit2pgq,0,70.3,83.2,2025-05-03T21:30:40.477Z,2025-05-03T21:30:42Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5699947271,155,,5699947273,56,Center,5699947277,141,44.2,5699947269,2,,5699947275,140,96.2,5699947283,1,,5699947279,212,38.0,5699947281,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821521,216,1,1,21,18,e3k8yw2rbmphyfu5htn4yi5jk,1,9.6,48.1,2025-05-03T21:30:43.375Z,2025-05-03T21:30:52Z,5htuxrszecd448kld1yguwpas,C. Garner,,,5699947853,140,26.2,5699947857,212,18.3,5699947851,56,Back,5699947859,213,5.97,5699947855,141,39.8,5699947845,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821589,217,1,1,21,27,e3k8yw2rbmphyfu5htn4yi5jk,1,30.8,40.3,2025-05-03T21:30:52.279Z,2025-05-03T21:30:57Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5699948219,213,1.82,5699948209,140,28.6,5699948213,212,9.5,5699948207,56,Back,5699948211,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821605,218,1,1,21,32,e3k8yw2rbmphyfu5htn4yi5jk,1,30.6,53.6,2025-05-03T21:30:57.079Z,2025-05-03T21:30:58Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5699948335,213,5.40,5699948327,56,Back,5699948333,212,15.9,5699948329,140,40.2,5699948331,141,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821663,219,1,1,21,33,e3k8yw2rbmphyfu5htn4yi5jk,1,40.4,35.3,2025-05-03T21:30:58.567Z,2025-05-03T21:31:04Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5699948677,141,12.2,5699948673,56,Back,5699948675,140,43.7,5699948679,212,16.1,5699948681,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821697,220,1,1,21,38,e3k8yw2rbmphyfu5htn4yi5jk,1,63.0,7.1,2025-05-03T21:31:03.695Z,2025-05-03T21:31:07Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5699948879,212,11.3,5699948875,140,72.8,5699948873,56,Right,5699948877,141,14.0,5699948885,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821719,221,1,1,21,41,e3k8yw2rbmphyfu5htn4yi5jk,1,72.9,14.5,2025-05-03T21:31:06.751Z,2025-05-03T21:31:08Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5699948971,56,Right,5699948977,212,11.1,5699948973,140,63.4,5699948975,141,7.3,5699948979,213,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821765,222,1,1,21,43,e3k8yw2rbmphyfu5htn4yi5jk,1,63.6,7.0,2025-05-03T21:31:08.327Z,2025-05-03T21:31:11Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5699949235,141,13.3,5699949233,140,64.1,5699949237,212,4.3,5699949231,56,Right,5699949243,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821735,158,83,1,21,45,2n3wgr89m7jl8tmioemit2pgq,0,29.8,81.7,2025-05-03T21:31:10.502Z,2025-05-03T21:31:14Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5699949413,399,6692w96w6qmvgcpo02dehq4iy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821775,223,1,1,21,46,e3k8yw2rbmphyfu5htn4yi5jk,1,66.1,16.3,2025-05-03T21:31:11.479Z,2025-05-03T21:31:13Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5699949317,140,62.5,5699949315,56,Right,5699949321,212,3.9,5699949323,213,3.34,5699949319,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821783,224,1,1,21,48,e3k8yw2rbmphyfu5htn4yi5jk,1,59.6,16.0,2025-05-03T21:31:12.831Z,2025-05-03T21:31:17Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5699949369,141,28.9,5699949365,56,Center,5699949363,155,,5699949367,140,73.7,5699949371,212,17.2,5699949373,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821833,225,44,1,21,52,e3k8yw2rbmphyfu5htn4yi5jk,1,79.5,34.0,2025-05-03T21:31:17.238Z,2025-05-03T23:25:15Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5699960261,233,166,5699949675,56,Center,5699949677,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823565,166,44,1,21,52,2n3wgr89m7jl8tmioemit2pgq,0,20.5,66.0,2025-05-03T21:31:17.239Z,2025-05-03T23:25:15Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5699960271,233,225,5699959477,285,,5699959475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821861,226,1,1,21,52,e3k8yw2rbmphyfu5htn4yi5jk,1,73.7,28.9,2025-05-03T21:31:17.327Z,2025-05-03T23:17:50Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5699949795,141,31.1,5699949799,213,0.11,5699949791,56,Center,5699949789,3,,5699949797,212,14.1,5699949793,140,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821873,227,4,1,21,55,e3k8yw2rbmphyfu5htn4yi5jk,1,87.9,35.5,2025-05-03T21:31:20.791Z,2025-05-03T21:34:24Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5699950239,233,159,5699961911,348,caoq1dpq6lz1btrd75s9xuz56,5699950097,152,,5699950101,286,,5699950093,13,,5699950091,9,,5699950099,265,,5699950095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821875,159,4,1,21,55,2n3wgr89m7jl8tmioemit2pgq,0,12.1,64.5,2025-05-03T21:31:20.792Z,2025-05-03T21:34:24Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5699950211,13,,5699950217,265,,5699950213,56,Back,5699950209,9,,5699950215,152,,5699950219,285,,5699950255,233,227,5699950497,55,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821951,160,17,1,22,3,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-03T21:31:28.296Z,2025-05-04T00:08:14Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5699950465,55,159,5699950459,31,,5699950463,13,243,5700442075,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809822921,162,58,1,23,24,2n3wgr89m7jl8tmioemit2pgq,0,0.0,0.0,2025-05-03T21:32:49.662Z,2025-05-03T23:21:27Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5699956471,233,229,5699955945,9,,5699955951,73,,5699955953,56,Back,5699955949,179,,5699955947,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809822945,229,16,1,23,24,e3k8yw2rbmphyfu5htn4yi5jk,1,88.5,50.0,2025-05-03T21:32:49.662Z,2025-05-03T23:31:44Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5699957291,103,3.8,5699957289,102,48.2,5699957287,78,,5699956343,375,23:24.110,5699957301,280,PENALTY_WON,5699956339,374,2025-05-03 22:32:48.938,5699956085,17,,5699957293,390,246814,5699957297,230,5699956089,214,,5699957299,231,5699957295,458,5699956087,56,Center,5699956083,9,5699956331,20,,99.7,,50.4,5699957303,281,5699957305,282,5699957411,353,162,5699957309,472,,21y2ogvprtdai47j36w9m22cq,e3k8yw2rbmphyfu5htn4yi5jk,227
2809823451,163,1,1,24,17,2n3wgr89m7jl8tmioemit2pgq,1,50.1,50.3,2025-05-03T21:33:42.604Z,2025-05-03T21:33:44Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5699958949,212,17.7,5699958945,141,64.2,5699958941,140,35.9,5699958953,213,2.58,5699958959,279,G,5699958939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823505,164,1,1,24,19,2n3wgr89m7jl8tmioemit2pgq,0,35.9,64.2,2025-05-03T21:33:44.261Z,2025-05-03T21:33:48Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5699959199,56,Left,5699959197,157,,5699959205,212,41.3,5699959209,1,,5699959201,140,66.7,5699959203,141,100.0,5699959207,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823513,165,5,1,24,21,2n3wgr89m7jl8tmioemit2pgq,0,69.0,101.7,2025-05-03T21:33:46.118Z,2025-05-03T23:26:56Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5699959241,347,,5699959239,56,Left,5699959467,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823539,230,5,1,24,21,e3k8yw2rbmphyfu5htn4yi5jk,1,31.0,-1.7,2025-05-03T21:33:46.118Z,2025-05-03T23:26:55Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5699959441,233,165,5699959371,56,Back,5699959373,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823585,231,1,1,24,24,e3k8yw2rbmphyfu5htn4yi5jk,1,27.1,0.0,2025-05-03T21:33:49.734Z,2025-05-03T21:33:53Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5699959567,107,,5699959569,56,Back,5699959571,140,35.6,5699959577,213,1.16,5699959573,141,28.7,5699959575,212,22.5,5699959579,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823595,232,1,1,24,27,e3k8yw2rbmphyfu5htn4yi5jk,1,35.6,28.7,2025-05-03T21:33:52.743Z,2025-05-03T21:33:54Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5699959615,140,34.7,5699959619,212,5.7,5699959617,141,20.5,5699959613,56,Back,5699959621,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823659,233,1,1,24,29,e3k8yw2rbmphyfu5htn4yi5jk,1,34.5,20.3,2025-05-03T21:33:53.886Z,2025-05-03T21:33:58Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5699959987,213,1.75,5699959983,212,31.9,5699959979,141,66.5,5699959975,140,29.1,5699959973,56,Back,5699959971,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823691,234,1,1,24,33,e3k8yw2rbmphyfu5htn4yi5jk,1,32.1,77.9,2025-05-03T21:33:58.487Z,2025-05-03T21:34:00Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5699960173,213,0.09,5699960171,212,30.8,5699960165,56,Left,5699960169,141,81.8,5699960167,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823757,235,1,1,24,35,e3k8yw2rbmphyfu5htn4yi5jk,1,59.7,85.1,2025-05-03T21:34:00.543Z,2025-05-03T21:34:05Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5699960471,140,70.2,5699960473,141,85.1,5699960477,213,0.00,5699960469,56,Left,5699960475,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823765,236,1,1,24,40,e3k8yw2rbmphyfu5htn4yi5jk,0,85.3,88.2,2025-05-03T21:34:05.471Z,2025-05-03T21:34:06Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5699960519,155,,5699960517,2,,5699960527,212,33.9,5699960523,140,89.8,5699960521,56,Center,5699960529,213,4.85,5699960531,1,,5699960525,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823783,167,12,1,24,41,2n3wgr89m7jl8tmioemit2pgq,1,11.9,62.3,2025-05-03T21:34:06.724Z,2025-05-03T21:34:12Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5699960631,56,Back,5699960637,212,30.5,5699960633,140,40.9,5699960699,15,,5699960635,141,58.7,5699960639,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823823,237,1,1,24,43,e3k8yw2rbmphyfu5htn4yi5jk,1,67.4,45.5,2025-05-03T21:34:08.246Z,2025-05-03T21:34:18Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,1.0,,5699961461,210,13,5699960943,56,Center,5699960947,141,36.8,5699960945,140,66.0,5699960949,212,6.1,5699960951,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823825,238,13,1,24,44,e3k8yw2rbmphyfu5htn4yi5jk,1,75.0,38.5,2025-05-03T21:34:09.414Z,2025-05-03T23:32:07Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5699961171,72,,5699961531,81,,5699961533,29,,5699960959,22,,5699960961,18,,5699961535,55,237,5699960963,56,Center,5699961539,102,41.2,5699961545,230,5699961543,215,,5699961547,231,5699961541,103,,,,,,,,,98.9,63.9,49.5,,,,,,,,,,,,,
2809824193,168,5,1,24,46,2n3wgr89m7jl8tmioemit2pgq,1,-1.2,60.6,2025-05-03T21:34:11.208Z,2025-05-03T23:26:56Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5699963043,233,239,5699962997,56,Back,5699962999,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809823833,239,5,1,24,46,e3k8yw2rbmphyfu5htn4yi5jk,0,101.2,39.4,2025-05-03T21:34:11.208Z,2025-05-03T23:26:57Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5699961011,346,,5699963061,233,168,5699961009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824297,169,1,1,25,11,2n3wgr89m7jl8tmioemit2pgq,1,4.2,51.3,2025-05-03T21:34:36.084Z,2025-05-03T21:34:43Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5699963527,140,10.1,5699963523,124,,5699963539,237,,5699963531,212,21.6,5699963529,141,81.7,5699963533,213,1.28,5699963525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824301,170,50,1,25,17,2n3wgr89m7jl8tmioemit2pgq,1,31.1,77.9,2025-05-03T21:34:42.325Z,2025-05-03T23:21:18Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5699963679,233,240,5699963561,56,Back,5699963563,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824307,240,7,1,25,17,e3k8yw2rbmphyfu5htn4yi5jk,1,68.9,22.1,2025-05-03T21:34:42.326Z,2025-05-03T23:21:17Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5699963597,56,Center,5699963649,233,170,5699963653,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824377,242,1,1,25,23,e3k8yw2rbmphyfu5htn4yi5jk,0,66.8,13.1,2025-05-03T21:34:48.422Z,2025-05-03T21:42:23Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5699964003,212,26.2,5699963997,56,Center,5699964001,141,41.5,5699963999,140,83.6,5699963995,155,,5699964005,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824417,171,12,1,25,26,2n3wgr89m7jl8tmioemit2pgq,1,20.9,65.8,2025-05-03T21:34:51.198Z,2025-05-03T21:34:56Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5699964215,212,13.7,5699964209,56,Back,5699964211,140,33.6,5699964217,213,0.22,5699964213,141,70.2,5699964253,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809828727,212,44,1,25,26,2n3wgr89m7jl8tmioemit2pgq,1,35.4,76.4,2025-05-03T21:34:51.270Z,2025-05-03T21:40:56Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5699988663,56,Back,5699988667,285,,5699988679,233,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809828459,314,44,1,25,26,e3k8yw2rbmphyfu5htn4yi5jk,0,64.6,23.6,2025-05-03T21:34:51.271Z,2025-05-03T21:40:57Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5699988715,233,212,5699987061,286,,5699987059,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809828783,213,61,1,25,27,2n3wgr89m7jl8tmioemit2pgq,1,29.1,80.6,2025-05-03T21:34:52.084Z,2025-05-03T21:40:58Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5699989005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824491,243,61,1,25,30,e3k8yw2rbmphyfu5htn4yi5jk,1,62.5,8.0,2025-05-03T21:34:55.542Z,2025-05-03T21:42:35Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5699964601,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824477,172,61,1,25,31,2n3wgr89m7jl8tmioemit2pgq,0,34.8,71.2,2025-05-03T21:34:56.078Z,2025-05-03T21:34:56Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5699964543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824495,244,4,1,25,32,e3k8yw2rbmphyfu5htn4yi5jk,1,63.3,26.3,2025-05-03T21:34:57.518Z,2025-05-03T23:11:26Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5699964785,233,173,5699964695,13,,5699964699,56,Center,5699964701,152,,5699964697,294,,5699964703,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824499,173,4,1,25,32,2n3wgr89m7jl8tmioemit2pgq,0,36.7,73.7,2025-05-03T21:34:57.519Z,2025-05-03T23:11:26Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5699964801,233,244,5699964751,13,,5699964753,294,,5699964757,152,,5699964755,56,Back,5699964759,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824523,245,1,1,25,37,e3k8yw2rbmphyfu5htn4yi5jk,1,59.1,16.4,2025-05-03T21:35:02.110Z,2025-05-03T21:44:33Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5699964839,140,44.5,5699964835,152,,5699964837,56,Back,5699964833,5,,5699964841,141,25.0,5699964843,212,16.4,5699964845,213,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824579,246,1,1,25,40,e3k8yw2rbmphyfu5htn4yi5jk,1,44.6,44.6,2025-05-03T21:35:05.478Z,2025-05-03T21:35:09Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5699965179,213,1.62,5699965175,141,68.7,5699965177,212,16.4,5699965173,140,43.8,5699965171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824595,247,1,1,25,44,e3k8yw2rbmphyfu5htn4yi5jk,0,59.0,69.2,2025-05-03T21:35:09.134Z,2025-05-03T21:35:10Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5699965251,56,Center,5699965257,212,21.9,5699965253,140,79.6,5699965255,141,74.0,5699965259,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824641,174,12,1,25,48,2n3wgr89m7jl8tmioemit2pgq,1,13.0,11.6,2025-05-03T21:35:12.956Z,2025-05-03T21:35:22Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5699965561,56,Back,5699965567,212,5.0,5699965563,140,12.2,5699965565,141,18.9,5699965569,213,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824653,248,61,1,25,48,e3k8yw2rbmphyfu5htn4yi5jk,1,83.9,90.6,2025-05-03T21:35:12.957Z,2025-05-03T21:35:19Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5699965643,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824741,175,5,1,25,49,2n3wgr89m7jl8tmioemit2pgq,1,15.3,-1.4,2025-05-03T21:35:14.260Z,2025-05-03T23:26:57Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5699966067,233,249,5699966049,56,Back,5699966051,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824665,249,5,1,25,49,e3k8yw2rbmphyfu5htn4yi5jk,0,84.7,101.4,2025-05-03T21:35:14.260Z,2025-05-03T23:26:57Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5699965725,56,Left,5699966083,233,175,5699965727,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824793,176,1,1,26,0,2n3wgr89m7jl8tmioemit2pgq,1,14.6,0.0,2025-05-03T21:35:25.359Z,2025-05-03T21:35:26Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5699966345,141,11.4,5699966347,212,10.4,5699966329,107,,5699966351,213,0.91,5699966333,56,Back,5699966339,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824799,177,1,1,26,1,2n3wgr89m7jl8tmioemit2pgq,0,20.7,11.4,2025-05-03T21:35:26.574Z,2025-05-03T21:35:27Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5699966379,213,5.66,5699966375,141,8.5,5699966373,140,23.3,5699966377,212,3.4,5699966371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824807,250,8,1,26,3,e3k8yw2rbmphyfu5htn4yi5jk,1,64.0,93.8,2025-05-03T21:35:28.181Z,2025-05-03T21:35:28Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5699966427,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809824883,178,5,1,26,3,2n3wgr89m7jl8tmioemit2pgq,1,27.5,-1.1,2025-05-03T21:35:28.805Z,2025-05-03T23:26:58Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5699966809,347,,5699966877,233,251,5699966807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
