id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2813221665,175,1,1,27,2,7c9knuwazz9k9449u5rnuuy5m,1,26.1,25.2,2025-05-11T03:04:15.546Z,2025-05-11T03:04:18Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5718739473,140,44.5,5718739471,56,Back,5718739475,141,6.5,5718739479,213,5.70,5718739477,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221681,176,1,1,27,4,7c9knuwazz9k9449u5rnuuy5m,1,45.4,6.5,2025-05-11T03:04:17.865Z,2025-05-11T03:04:21Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,5718739549,141,25.2,5718739545,56,Center,5718739547,140,61.3,5718739553,213,0.65,5718739551,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221683,177,3,1,27,8,7c9knuwazz9k9449u5rnuuy5m,0,57.3,18.6,2025-05-11T03:04:21.313Z,2025-05-11T04:38:05Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,5718739557,56,Right,5718739559,286,,5718739633,233,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221691,250,7,1,27,8,ak0rmms5xl49w57i2rvid1tk9,0,42.7,81.4,2025-05-11T03:04:21.314Z,2025-05-11T04:38:04Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,5718739625,233,177,5718739607,285,,5718739603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221695,251,61,1,27,11,ak0rmms5xl49w57i2rvid1tk9,1,45.8,89.4,2025-05-11T03:04:24.481Z,2025-05-11T03:04:25Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,5718739619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221709,178,1,1,27,13,7c9knuwazz9k9449u5rnuuy5m,1,36.6,6.8,2025-05-11T03:04:26.770Z,2025-05-11T03:04:28Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,5718739733,213,2.98,5718739731,212,13.0,5718739727,140,24.4,5718739725,56,Back,5718739729,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221739,179,1,1,27,15,7c9knuwazz9k9449u5rnuuy5m,1,25.1,11.4,2025-05-11T03:04:28.593Z,2025-05-11T03:04:33Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5718739879,141,54.6,5718739875,56,Back,5718739883,213,1.89,5718739881,212,30.9,5718739877,140,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221759,180,1,1,27,20,7c9knuwazz9k9449u5rnuuy5m,1,19.5,60.2,2025-05-11T03:04:33.570Z,2025-05-11T03:04:37Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,5718739999,141,34.3,5718739995,56,Back,5718740003,213,5.29,5718739997,140,30.5,5718740001,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221779,181,1,1,27,23,7c9knuwazz9k9449u5rnuuy5m,1,25.2,36.6,2025-05-11T03:04:36.929Z,2025-05-11T03:07:54Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,5718740113,213,6.13,5718740111,212,37.7,5718740105,56,Center,5718740109,141,28.3,5718740107,140,60.7,5718740115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222733,206,1,1,27,24,7c9knuwazz9k9449u5rnuuy5m,1,61.7,20.7,2025-05-11T03:04:37.576Z,2025-05-11T03:07:53Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,5718744917,56,Center,5718744921,141,22.4,5718744915,168,,5718744919,140,68.0,5718744923,212,6.7,5718744925,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221781,182,50,1,27,29,7c9knuwazz9k9449u5rnuuy5m,1,66.0,22.4,2025-05-11T03:04:42.537Z,2025-05-11T03:07:39Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,5718740125,286,,5718740261,233,252,5718740123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221797,252,7,1,27,29,ak0rmms5xl49w57i2rvid1tk9,1,34.0,77.6,2025-05-11T03:04:42.538Z,2025-05-11T03:07:56Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718740255,233,182,5718740245,285,,5718740243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221825,253,1,1,27,34,ak0rmms5xl49w57i2rvid1tk9,1,32.9,92.4,2025-05-11T03:04:47.609Z,2025-05-11T03:05:29Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718741327,141,96.3,5718740389,56,Back,5718741329,212,9.9,5718741331,213,0.27,5718741325,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221829,254,61,1,27,35,ak0rmms5xl49w57i2rvid1tk9,0,38.7,91.5,2025-05-11T03:04:48.785Z,2025-05-11T05:02:21Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,5718740405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221811,183,43,1,27,36,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-11T03:04:49.962Z,2025-05-11T03:09:17Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,5718746727,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221813,184,1,1,27,36,7c9knuwazz9k9449u5rnuuy5m,1,63.6,4.4,2025-05-11T03:04:50.065Z,2025-05-11T03:04:51Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,5718740331,212,18.3,5718740333,213,2.38,5718740327,140,51.0,5718740325,56,Center,5718740329,141,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221821,185,1,1,27,37,7c9knuwazz9k9449u5rnuuy5m,1,51.0,23.0,2025-05-11T03:04:51.162Z,2025-05-11T03:04:52Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,5718740373,56,Back,5718740377,141,39.4,5718740381,213,2.65,5718740375,140,31.3,5718740379,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221839,186,1,1,27,39,7c9knuwazz9k9449u5rnuuy5m,1,31.8,37.6,2025-05-11T03:04:52.329Z,2025-05-11T03:04:53Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,5718740459,56,Back,5718740465,212,22.0,5718740463,141,69.9,5718740461,140,30.9,5718740467,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221853,187,1,1,27,40,7c9knuwazz9k9449u5rnuuy5m,1,28.8,67.8,2025-05-11T03:04:53.737Z,2025-05-11T03:04:55Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5718740547,212,24.3,5718740541,56,Back,5718740543,140,46.5,5718740545,141,90.8,5718740549,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221877,188,1,1,27,42,7c9knuwazz9k9449u5rnuuy5m,1,43.1,88.9,2025-05-11T03:04:55.433Z,2025-05-11T03:04:59Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,5718740667,141,69.3,5718740671,213,4.34,5718740663,56,Back,5718740669,212,14.3,5718740665,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221881,189,1,1,27,45,7c9knuwazz9k9449u5rnuuy5m,0,38.1,69.3,2025-05-11T03:04:58.777Z,2025-05-11T03:09:50Z,9elhnfsovx9efu5f92mkkls7o,C. Pearson,,5718740709,212,32.6,5718740705,140,65.9,5718740707,141,90.8,5718740711,213,0.46,5718740713,1,,5718740701,155,,5718740703,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221895,255,44,1,27,46,ak0rmms5xl49w57i2rvid1tk9,1,30.3,16.5,2025-05-11T03:04:59.680Z,2025-05-11T04:37:19Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,5718740797,285,,5718747375,233,209,5718740795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813223131,209,44,1,27,46,7c9knuwazz9k9449u5rnuuy5m,0,69.7,83.5,2025-05-11T03:04:59.681Z,2025-05-11T04:37:20Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,5718747371,56,Left,5718747373,286,,5718747379,233,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221903,256,1,1,27,47,ak0rmms5xl49w57i2rvid1tk9,1,38.7,19.6,2025-05-11T03:05:00.249Z,2025-05-11T03:24:33Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,5718740839,56,Right,5718740847,213,6.16,5718740837,3,,5718740845,212,18.6,5718740843,141,16.1,5718740841,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221901,190,43,1,27,51,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-11T03:05:04.497Z,2025-05-11T03:10:07Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,5718747581,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221905,257,43,1,27,51,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-11T03:05:04.633Z,2025-05-11T03:09:16Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,5718746707,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221909,258,1,1,27,51,ak0rmms5xl49w57i2rvid1tk9,0,56.2,13.7,2025-05-11T03:05:04.769Z,2025-05-11T03:09:28Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,5718740857,56,Right,5718740863,212,10.5,5718740861,141,10.1,5718740859,140,65.9,5718740865,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221911,259,43,1,27,52,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-11T03:05:05.856Z,2025-05-11T03:09:25Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,5718740869,56,Right,5718746865,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221941,191,1,1,27,56,7c9knuwazz9k9449u5rnuuy5m,1,42.0,84.4,2025-05-11T03:05:09.762Z,2025-05-11T03:10:26Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,5718740983,213,4.00,5718740981,212,15.4,5718740977,140,32.4,5718740975,56,Back,5718740979,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813221945,192,1,1,27,59,7c9knuwazz9k9449u5rnuuy5m,0,32.0,62.4,2025-05-11T03:05:12.370Z,2025-05-11T03:10:28Z,9elhnfsovx9efu5f92mkkls7o,C. Pearson,,5718741007,213,6.00,5718740997,155,,5718741009,1,,5718740999,56,Center,5718741005,212,59.9,5718741003,141,37.7,5718741001,140,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222005,261,1,1,28,4,ak0rmms5xl49w57i2rvid1tk9,1,9.6,63.2,2025-05-11T03:05:18.113Z,2025-05-11T03:05:29Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,5718741317,141,83.3,5718741315,140,22.8,5718741319,212,19.5,5718741321,213,0.78,5718741311,123,,5718741313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813223227,297,1,1,28,16,ak0rmms5xl49w57i2rvid1tk9,1,38.7,84.0,2025-05-11T03:05:30.164Z,2025-05-11T03:10:09Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,5718747605,212,7.8,5718747599,56,Back,5718747601,140,32.0,5718747607,213,3.58,5718747603,141,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813223263,298,1,1,28,17,ak0rmms5xl49w57i2rvid1tk9,1,29.4,82.4,2025-05-11T03:05:30.339Z,2025-05-11T03:10:22Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718747813,213,0.47,5718747811,212,6.9,5718747807,140,35.3,5718747805,56,Back,5718747809,141,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222065,262,1,1,28,19,ak0rmms5xl49w57i2rvid1tk9,1,35.2,92.0,2025-05-11T03:05:32.889Z,2025-05-11T03:05:38Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,5718741695,213,4.34,5718741687,56,Back,5718741693,212,7.0,5718741691,141,82.4,5718741689,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222077,263,1,1,28,24,ak0rmms5xl49w57i2rvid1tk9,1,32.8,82.4,2025-05-11T03:05:38.041Z,2025-05-11T03:10:48Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718741731,141,31.7,5718741733,212,34.6,5718741737,1,,5718741729,140,35.3,5718741735,213,4.79,5718741727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222105,264,1,1,28,27,ak0rmms5xl49w57i2rvid1tk9,1,38.8,19.7,2025-05-11T03:05:40.977Z,2025-05-11T03:05:44Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,5718741863,56,Back,5718741871,213,5.31,5718741867,141,6.8,5718741865,140,44.5,5718741869,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222117,265,1,1,28,30,ak0rmms5xl49w57i2rvid1tk9,1,44.5,6.8,2025-05-11T03:05:44.001Z,2025-05-11T03:05:46Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718741911,141,16.3,5718741913,212,19.9,5718741907,56,Right,5718741915,213,0.33,5718741909,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222119,266,61,1,28,33,ak0rmms5xl49w57i2rvid1tk9,0,62.4,16.3,2025-05-11T03:05:46.369Z,2025-05-11T03:05:47Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,5718741921,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222129,194,1,1,28,33,7c9knuwazz9k9449u5rnuuy5m,1,35.9,69.3,2025-05-11T03:05:47.233Z,2025-05-11T03:05:48Z,9elhnfsovx9efu5f92mkkls7o,C. Pearson,,5718741951,212,20.7,5718741953,213,0.32,5718741947,140,54.6,5718741949,141,79.0,5718741945,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222143,195,1,1,28,35,7c9knuwazz9k9449u5rnuuy5m,1,54.6,79.0,2025-05-11T03:05:48.609Z,2025-05-11T03:05:50Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,5718742019,213,4.83,5718742015,141,53.7,5718742013,140,56.5,5718742017,212,17.3,5718742011,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222145,196,50,1,28,37,7c9knuwazz9k9449u5rnuuy5m,1,55.0,61.6,2025-05-11T03:05:50.617Z,2025-05-11T03:14:08Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,5718742025,286,,5718753483,233,323,5718742023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813224209,323,7,1,28,37,ak0rmms5xl49w57i2rvid1tk9,0,45.0,38.4,2025-05-11T03:05:50.618Z,2025-05-11T03:14:09Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718753463,285,,5718753477,233,196,5718753461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222175,268,1,1,28,43,ak0rmms5xl49w57i2rvid1tk9,1,61.5,26.6,2025-05-11T03:05:56.305Z,2025-05-11T03:05:57Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,5718742165,140,52.2,5718742169,212,12.3,5718742163,56,Right,5718742171,213,3.80,5718742167,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222191,269,1,1,28,44,ak0rmms5xl49w57i2rvid1tk9,1,52.2,15.5,2025-05-11T03:05:57.241Z,2025-05-11T03:06:00Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,5718742233,140,32.6,5718742231,56,Back,5718742237,212,26.7,5718742239,213,2.45,5718742235,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222229,270,1,1,28,46,ak0rmms5xl49w57i2rvid1tk9,1,32.6,40.6,2025-05-11T03:06:00.185Z,2025-05-11T03:06:06Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,5718742405,213,5.92,5718742399,140,44.1,5718742403,212,12.9,5718742401,141,33.8,5718742397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222247,271,1,1,28,52,ak0rmms5xl49w57i2rvid1tk9,1,47.3,58.1,2025-05-11T03:06:05.993Z,2025-05-11T03:06:11Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,5718742503,140,54.7,5718742501,56,Left,5718742505,141,96.8,5718742509,213,1.28,5718742507,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222261,272,1,1,28,58,ak0rmms5xl49w57i2rvid1tk9,1,54.7,96.8,2025-05-11T03:06:11.505Z,2025-05-11T03:06:12Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,5718742571,140,55.1,5718742577,213,4.75,5718742573,141,80.4,5718742569,56,Left,5718742575,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222285,273,1,1,28,59,ak0rmms5xl49w57i2rvid1tk9,1,55.1,80.4,2025-05-11T03:06:12.721Z,2025-05-11T03:06:17Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,5718742695,212,20.7,5718742689,56,Back,5718742697,213,3.26,5718742691,140,35.5,5718742693,141,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222287,274,1,1,29,3,ak0rmms5xl49w57i2rvid1tk9,1,35.5,76.8,2025-05-11T03:06:16.889Z,2025-05-11T03:06:18Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718742715,212,8.0,5718742709,56,Back,5718742711,140,41.5,5718742717,213,0.66,5718742713,141,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222289,275,1,1,29,4,ak0rmms5xl49w57i2rvid1tk9,1,41.5,84.0,2025-05-11T03:06:18.105Z,2025-05-11T03:06:19Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,5718742723,56,Back,5718742727,141,69.6,5718742725,140,41.6,5718742731,213,4.72,5718742729,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222317,276,1,1,29,5,ak0rmms5xl49w57i2rvid1tk9,1,41.6,69.6,2025-05-11T03:06:18.777Z,2025-05-11T03:06:24Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,5718742843,56,Back,5718742851,213,4.50,5718742847,141,31.9,5718742845,140,36.3,5718742849,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222327,277,1,1,29,11,ak0rmms5xl49w57i2rvid1tk9,1,52.8,23.9,2025-05-11T03:06:24.489Z,2025-05-11T03:06:26Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,5718742913,212,11.4,5718742911,141,9.5,5718742915,213,5.25,5718742907,56,Right,5718742909,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222345,278,1,1,29,13,ak0rmms5xl49w57i2rvid1tk9,1,56.6,16.0,2025-05-11T03:06:26.673Z,2025-05-11T03:06:30Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,5718742999,56,Back,5718743005,212,13.7,5718743003,141,20.5,5718743007,213,2.92,5718743001,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222355,279,1,1,29,17,ak0rmms5xl49w57i2rvid1tk9,1,43.9,20.5,2025-05-11T03:06:30.490Z,2025-05-11T03:06:32Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,5718743065,141,5.5,5718743069,213,5.73,5718743063,140,59.5,5718743061,56,Right,5718743067,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222381,280,1,1,29,19,ak0rmms5xl49w57i2rvid1tk9,1,59.5,5.5,2025-05-11T03:06:32.241Z,2025-05-11T03:06:37Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718743161,141,7.1,5718743163,212,29.1,5718743165,213,0.04,5718743159,140,87.2,5718743157,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222383,281,1,1,29,24,ak0rmms5xl49w57i2rvid1tk9,0,96.1,6.5,2025-05-11T03:06:37.745Z,2025-05-11T03:06:42Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,5718743199,2,,5718743205,140,92.5,5718743209,212,28.5,5718743277,233,197,5718743207,141,48.1,5718743211,213,1.70,5718743203,56,Center,5718743201,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222395,197,11,1,29,28,7c9knuwazz9k9449u5rnuuy5m,0,5.1,54.8,2025-05-11T03:06:42.097Z,2025-05-11T05:03:43Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,5718743269,56,Back,5718743271,88,,5718743301,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222415,199,1,1,29,30,7c9knuwazz9k9449u5rnuuy5m,1,9.5,47.8,2025-05-11T03:06:43.633Z,2025-05-11T03:14:40Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5718743365,140,13.5,5718743369,212,11.4,5718743363,56,Back,5718743371,213,1.19,5718743367,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222421,200,1,1,29,31,7c9knuwazz9k9449u5rnuuy5m,0,13.5,63.4,2025-05-11T03:06:44.497Z,2025-05-11T03:18:47Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,5718743383,141,30.3,5718743381,140,37.5,5718743379,56,Back,5718743387,213,5.55,5718743389,1,,5718743385,212,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222443,283,1,1,29,32,ak0rmms5xl49w57i2rvid1tk9,1,64.4,77.1,2025-05-11T03:06:46.226Z,2025-05-11T03:06:48Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,5718743485,56,Center,5718743489,141,65.7,5718743491,212,9.7,5718743493,213,5.36,5718743487,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222453,284,1,1,29,34,ak0rmms5xl49w57i2rvid1tk9,1,70.0,65.7,2025-05-11T03:06:47.802Z,2025-05-11T03:06:50Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,5718743559,213,2.68,5718743555,141,71.6,5718743557,212,8.9,5718743551,56,Center,5718743553,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222469,285,1,1,29,36,ak0rmms5xl49w57i2rvid1tk9,1,62.4,71.6,2025-05-11T03:06:49.818Z,2025-05-11T03:06:53Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,5718743629,213,4.57,5718743625,141,48.4,5718743627,212,15.9,5718743623,140,60.3,5718743621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222487,286,1,1,29,41,ak0rmms5xl49w57i2rvid1tk9,1,60.2,41.6,2025-05-11T03:06:54.538Z,2025-05-11T03:06:58Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718743707,56,Left,5718743715,213,1.55,5718743709,140,60.8,5718743717,1,,5718743713,212,33.9,5718743711,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222505,287,1,1,29,44,ak0rmms5xl49w57i2rvid1tk9,1,60.8,91.4,2025-05-11T03:06:57.978Z,2025-05-11T03:07:01Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,5718743799,56,Left,5718743805,212,10.1,5718743803,141,83.7,5718743807,213,3.69,5718743801,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222517,288,1,1,29,48,ak0rmms5xl49w57i2rvid1tk9,1,52.6,83.7,2025-05-11T03:07:01.370Z,2025-05-11T03:07:03Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718743845,140,62.6,5718743849,212,10.5,5718743851,213,6.19,5718743847,141,82.2,5718743843,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222555,289,1,1,29,49,ak0rmms5xl49w57i2rvid1tk9,1,62.6,82.2,2025-05-11T03:07:02.898Z,2025-05-11T03:07:08Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,5718743989,140,65.2,5718743987,56,Center,5718743993,212,12.4,5718743991,141,64.4,5718743995,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222581,290,1,1,29,55,ak0rmms5xl49w57i2rvid1tk9,1,66.5,58.1,2025-05-11T03:07:08.746Z,2025-05-11T03:07:16Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,5718744147,1,,5718744139,140,81.1,5718744145,213,5.14,5718744137,56,Right,5718744141,141,8.3,5718744143,212,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813222585,291,1,1,30,2,ak0rmms5xl49w57i2rvid1tk9,0,92.3,20.2,2025-05-11T03:07:16.067Z,2025-05-11T03:07:17Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,5718744173,212,11.6,5718744171,141,37.0,5718744167,56,Center,5718744169,140,90.3,5718744163,2,,5718744175,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
