id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2810758783,137,1,1,15,50,7neuneh44n9rtsfsh6r0sb9no,0,39.4,6.8,2025-05-04T23:23:26.767Z,2025-05-04T23:23:27Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5705042483,212,45.0,5705042479,140,80.0,5705042487,1,,5705042477,56,Center,5705042485,213,0.32,5705042481,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810758891,109,4,1,16,3,b5l2e3csycjb8twvq9ek0j5gq,1,37.2,89.8,2025-05-04T23:23:39.138Z,2025-05-04T23:32:44Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,5705047433,233,138,5705043129,265,,5705043119,13,,5705043131,286,,5705043125,152,,5705043121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810758965,138,4,1,16,3,7neuneh44n9rtsfsh6r0sb9no,0,62.8,10.2,2025-05-04T23:23:39.139Z,2025-05-04T23:32:46Z,23vdzclmewq139wius9oy3m51,S. Herrera,,5705043895,285,,5705043515,56,Right,5705043519,265,,5705047441,233,109,5705043517,152,,5705043513,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759083,110,1,1,16,18,b5l2e3csycjb8twvq9ek0j5gq,1,40.2,84.7,2025-05-04T23:23:54.666Z,2025-05-04T23:24:01Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,5705044207,5,,5705044209,155,,5705044217,140,85.8,5705044219,141,12.6,5705044221,212,68.5,5705044225,1,,5705044213,152,,5705044223,213,5.49,5705044211,196,,5705044215,56,,,,,,,,,,Right,,,,,,,,,,,,,,,,,
2810759089,111,1,1,16,25,b5l2e3csycjb8twvq9ek0j5gq,0,92.3,7.1,2025-05-04T23:24:01.314Z,2025-05-04T23:24:03Z,777irocsl9y6fja05sevniy95,C. Riley,,5705044301,236,,5705044251,155,,5705044253,56,Right,5705044303,233,139,5705044307,286,,5705044257,141,19.5,5705044261,213,1.73,5705044255,140,91.0,5705044249,2,,5705044259,212,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,
2810759101,139,12,1,16,25,7neuneh44n9rtsfsh6r0sb9no,1,12.1,81.4,2025-05-04T23:24:01.414Z,2025-05-04T23:24:03Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5705044299,56,Back,5705044295,185,,5705044351,233,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760363,156,1,1,16,26,7neuneh44n9rtsfsh6r0sb9no,1,20.2,72.3,2025-05-04T23:24:02.767Z,2025-05-04T23:27:38Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5705051865,141,65.4,5705051861,56,Back,5705051863,140,45.9,5705051867,212,27.4,5705051869,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759195,141,4,1,16,33,7neuneh44n9rtsfsh6r0sb9no,1,45.6,52.8,2025-05-04T23:24:09.568Z,2025-05-04T23:24:12Z,23vdzclmewq139wius9oy3m51,S. Herrera,,5705044801,13,,5705044805,152,,5705044803,56,Back,5705044807,265,,5705044809,286,,5705044853,233,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759187,112,4,1,16,33,b5l2e3csycjb8twvq9ek0j5gq,0,54.4,47.2,2025-05-04T23:24:09.569Z,2025-05-04T23:26:25Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5705044815,56,Center,5705044867,233,141,5705044821,285,,5705044813,13,,5705044817,152,,5705044819,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759403,142,1,1,16,56,7neuneh44n9rtsfsh6r0sb9no,1,45.1,42.1,2025-05-04T23:24:32.487Z,2025-05-04T23:24:33Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,5705045977,213,3.52,5705045965,152,,5705045961,5,,5705045973,141,34.8,5705045975,212,13.3,5705045971,140,33.3,5705045969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759423,143,1,1,16,57,7neuneh44n9rtsfsh6r0sb9no,1,33.3,34.8,2025-05-04T23:24:33.279Z,2025-05-04T23:24:34Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5705046063,212,12.0,5705046057,56,Back,5705046065,213,5.02,5705046061,141,18.0,5705046059,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759437,144,1,1,16,58,7neuneh44n9rtsfsh6r0sb9no,0,36.8,18.0,2025-05-04T23:24:34.432Z,2025-05-04T23:24:41Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5705046159,1,,5705046153,212,32.1,5705046147,56,Center,5705046149,140,63.0,5705046155,213,0.54,5705046151,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759463,113,8,1,17,1,b5l2e3csycjb8twvq9ek0j5gq,1,28.6,44.6,2025-05-04T23:24:37.393Z,2025-05-04T23:24:38Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5705046299,15,,5705046279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759505,115,1,1,17,4,b5l2e3csycjb8twvq9ek0j5gq,1,41.6,76.4,2025-05-04T23:24:40.602Z,2025-05-04T23:24:43Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5705046539,56,Back,5705046549,213,2.96,5705046545,212,12.2,5705046541,140,30.2,5705046543,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759535,116,43,1,17,6,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-05-04T23:24:42.809Z,2025-05-04T23:24:52Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,5705046737,141,69.7,5705046739,212,8.1,5705046961,144,1,5705046735,140,37.3,5705046741,213,5.87,5705046733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759541,117,4,1,17,10,b5l2e3csycjb8twvq9ek0j5gq,1,31.6,74.2,2025-05-04T23:24:46.127Z,2025-05-04T23:24:51Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,5705046815,233,145,5705046793,152,,5705046789,13,,5705046797,285,,5705046795,265,,5705046791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759531,145,4,1,17,10,7neuneh44n9rtsfsh6r0sb9no,0,68.4,25.8,2025-05-04T23:24:46.128Z,2025-05-04T23:24:52Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5705046853,233,117,5705046755,286,,5705046751,152,,5705046753,265,,5705046747,13,,5705046749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759867,118,1,1,17,50,b5l2e3csycjb8twvq9ek0j5gq,1,18.1,84.8,2025-05-04T23:25:26.337Z,2025-05-04T23:25:27Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,5705048779,140,50.5,5705048777,56,Left,5705048789,213,0.08,5705048773,5,,5705048791,1,,5705048781,141,89.0,5705048785,212,34.1,5705048775,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759879,119,1,1,17,51,b5l2e3csycjb8twvq9ek0j5gq,1,50.5,89.0,2025-05-04T23:25:26.857Z,2025-05-04T23:25:28Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,5705048845,140,31.3,5705048841,56,Back,5705048853,213,3.29,5705048849,141,84.7,5705048851,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759897,120,1,1,17,52,b5l2e3csycjb8twvq9ek0j5gq,1,31.1,84.7,2025-05-04T23:25:28.489Z,2025-05-04T23:25:31Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,5705048939,56,Back,5705048947,213,4.17,5705048945,212,10.0,5705048941,140,26.2,5705048943,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759901,121,43,1,17,55,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-05-04T23:25:30.914Z,2025-05-04T23:26:35Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5705052547,144,61,5705048957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759913,122,61,1,17,56,b5l2e3csycjb8twvq9ek0j5gq,1,28.3,66.4,2025-05-04T23:25:32.323Z,2025-05-04T23:25:32Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5705049037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759951,123,1,1,17,59,b5l2e3csycjb8twvq9ek0j5gq,1,33.8,57.5,2025-05-04T23:25:35.004Z,2025-05-04T23:25:35Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5705049241,140,21.5,5705049245,212,16.5,5705049243,141,42.5,5705049239,56,Back,5705049247,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759961,124,1,1,17,59,b5l2e3csycjb8twvq9ek0j5gq,1,21.5,42.5,2025-05-04T23:25:35.674Z,2025-05-04T23:25:36Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5705049311,56,Back,5705049315,141,46.3,5705049319,213,0.22,5705049317,212,11.9,5705049313,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759989,125,1,1,18,0,b5l2e3csycjb8twvq9ek0j5gq,1,32.7,46.3,2025-05-04T23:25:36.497Z,2025-05-04T23:25:40Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5705049493,212,14.1,5705049487,56,Back,5705049491,141,26.7,5705049495,213,5.05,5705049489,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810759991,126,1,1,18,4,b5l2e3csycjb8twvq9ek0j5gq,0,32.9,13.7,2025-05-04T23:25:40.089Z,2025-05-04T23:25:42Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,5705049513,56,Back,5705049525,213,0.01,5705049521,212,9.0,5705049625,236,,5705049517,141,13.8,5705049515,140,41.5,5705049511,155,,5705049633,286,,5705049627,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760009,146,74,1,18,4,7neuneh44n9rtsfsh6r0sb9no,1,65.2,89.6,2025-05-04T23:25:40.090Z,2025-05-05T01:14:05Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5705049583,56,Left,5705049653,233,126,5705049585,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760023,127,1,1,18,7,b5l2e3csycjb8twvq9ek0j5gq,0,29.3,9.7,2025-05-04T23:25:42.918Z,2025-05-04T23:26:39Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,5705049709,140,34.4,5705052825,286,,5705049715,213,0.08,5705052819,236,,5705052775,157,,5705049713,212,5.4,5705052777,1,,5705049707,56,Back,5705052821,233,147,5705049711,141,,,,,,,,,,10.3,,,,,,,,,,,,,,,,,
2810760021,147,74,1,18,7,7neuneh44n9rtsfsh6r0sb9no,1,67.2,91.7,2025-05-04T23:25:42.919Z,2025-05-04T23:25:44Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5705049783,233,127,5705049699,56,Left,5705049701,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760061,128,1,1,18,9,b5l2e3csycjb8twvq9ek0j5gq,0,27.2,10.4,2025-05-04T23:25:45.321Z,2025-05-04T23:25:48Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5705049937,56,Center,5705049939,140,84.6,5705049947,213,0.20,5705049951,1,,5705049943,212,61.5,5705049935,157,,5705049941,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760071,148,44,1,18,13,7neuneh44n9rtsfsh6r0sb9no,1,31.9,65.5,2025-05-04T23:25:48.887Z,2025-05-05T01:20:48Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5705050005,285,,5705050003,56,Back,5705050071,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760075,129,44,1,18,13,b5l2e3csycjb8twvq9ek0j5gq,0,68.1,34.5,2025-05-04T23:25:48.888Z,2025-05-05T01:20:48Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5705050023,286,,5705050021,56,Center,5705050085,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760077,149,12,1,18,13,7neuneh44n9rtsfsh6r0sb9no,1,34.3,51.5,2025-05-04T23:25:49.327Z,2025-05-04T23:25:53Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5705050031,141,60.8,5705050035,213,0.91,5705050033,212,8.0,5705050027,56,Back,5705050029,140,39.0,5705050051,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760101,150,1,1,18,14,7neuneh44n9rtsfsh6r0sb9no,0,42.1,67.9,2025-05-04T23:25:50.024Z,2025-05-05T01:12:36Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5705050259,155,,5705050261,56,Left,5705050265,141,81.5,5705050263,140,62.2,5705050269,213,0.41,5705050267,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760109,130,1,1,18,17,b5l2e3csycjb8twvq9ek0j5gq,0,35.4,21.0,2025-05-04T23:25:52.835Z,2025-05-04T23:25:54Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5705050309,212,26.9,5705050299,56,Right,5705050305,141,15.9,5705050297,3,,5705050301,140,60.8,5705050311,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760119,151,44,1,18,17,7neuneh44n9rtsfsh6r0sb9no,1,37.5,82.6,2025-05-04T23:25:53.809Z,2025-05-05T01:20:48Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5705050345,56,Back,5705050389,233,775,5705050347,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810807381,775,44,1,18,18,b5l2e3csycjb8twvq9ek0j5gq,0,62.5,17.4,2025-05-04T23:25:53.810Z,2025-05-05T01:20:49Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5705296481,56,Right,5705296483,286,,5705296517,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760139,152,1,1,18,18,7neuneh44n9rtsfsh6r0sb9no,1,40.6,77.6,2025-05-04T23:25:54.247Z,2025-05-05T01:13:16Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5705050467,213,5.65,5705050463,141,65.2,5705050459,56,Center,5705050461,140,51.5,5705050465,212,14.2,5705050457,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760143,153,44,1,18,20,7neuneh44n9rtsfsh6r0sb9no,1,49.2,72.5,2025-05-04T23:25:56.247Z,2025-05-05T01:13:06Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,5705050485,56,Back,5705296531,285,,5705296527,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760125,131,44,1,18,20,b5l2e3csycjb8twvq9ek0j5gq,0,50.8,27.5,2025-05-04T23:25:56.248Z,2025-05-05T01:20:49Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5705050405,233,153,5705050367,56,Center,5705050369,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760149,154,1,1,18,20,7neuneh44n9rtsfsh6r0sb9no,0,51.5,65.2,2025-05-04T23:25:56.696Z,2025-05-05T01:13:18Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,5705050515,141,50.4,5705050511,56,Back,5705050513,140,45.0,5705050519,213,4.12,5705050517,212,12.2,5705050509,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760157,132,3,1,18,21,b5l2e3csycjb8twvq9ek0j5gq,1,55.2,45.6,2025-05-04T23:25:57.797Z,2025-05-04T23:32:36Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5705050569,233,155,5705050555,56,Center,5705050557,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760155,155,45,1,18,21,7neuneh44n9rtsfsh6r0sb9no,0,44.8,54.4,2025-05-04T23:25:57.797Z,2025-05-05T01:13:26Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5705050591,233,132,5705050553,285,,5705050551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760199,133,1,1,18,23,b5l2e3csycjb8twvq9ek0j5gq,1,51.2,47.3,2025-05-04T23:25:58.984Z,2025-05-04T23:26:04Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5705050843,141,73.6,5705050845,212,21.4,5705050841,140,40.0,5705050839,56,Back,5705050847,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760209,134,1,1,18,26,b5l2e3csycjb8twvq9ek0j5gq,1,42.0,72.9,2025-05-04T23:26:02.377Z,2025-05-04T23:26:05Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,5705050903,141,70.2,5705050905,212,18.3,5705050901,140,59.3,5705050897,56,Center,5705050907,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760253,135,1,1,18,29,b5l2e3csycjb8twvq9ek0j5gq,1,65.0,67.3,2025-05-04T23:26:05.401Z,2025-05-04T23:26:09Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5705051109,140,64.6,5705051107,56,Center,5705051113,212,20.7,5705051111,141,36.9,5705051115,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760299,136,1,1,18,33,b5l2e3csycjb8twvq9ek0j5gq,1,67.4,27.9,2025-05-04T23:26:09.434Z,2025-05-04T23:26:15Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,5705051441,212,12.2,5705051435,56,Right,5705051443,213,5.28,5705051439,141,12.8,5705051437,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760303,137,1,1,18,39,b5l2e3csycjb8twvq9ek0j5gq,1,71.2,20.0,2025-05-04T23:26:15.210Z,2025-05-04T23:26:15Z,777irocsl9y6fja05sevniy95,C. Riley,,5705051455,56,Right,5705051463,213,3.11,5705051459,141,20.6,5705051457,140,59.2,5705051461,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760311,138,1,1,18,39,b5l2e3csycjb8twvq9ek0j5gq,1,59.2,20.6,2025-05-04T23:26:15.744Z,2025-05-04T23:26:17Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5705051509,212,7.6,5705051507,141,10.1,5705051503,56,Right,5705051511,213,4.37,5705051505,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760343,139,1,1,18,41,b5l2e3csycjb8twvq9ek0j5gq,1,56.8,10.1,2025-05-04T23:26:16.929Z,2025-05-04T23:26:20Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5705051741,212,26.3,5705051735,56,Center,5705051743,213,1.74,5705051739,141,48.2,5705051737,140,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760367,140,1,1,18,44,b5l2e3csycjb8twvq9ek0j5gq,1,52.7,48.4,2025-05-04T23:26:20.464Z,2025-05-04T23:26:22Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5705051895,212,22.9,5705051891,140,58.8,5705051889,56,Left,5705051893,141,80.8,5705051897,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760399,141,1,1,18,46,b5l2e3csycjb8twvq9ek0j5gq,1,58.8,80.8,2025-05-04T23:26:22.626Z,2025-05-04T23:26:26Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,5705052061,212,15.9,5705052057,140,71.2,5705052059,141,94.1,5705052063,213,0.61,5705052055,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760449,142,1,1,18,50,b5l2e3csycjb8twvq9ek0j5gq,1,71.3,86.6,2025-05-04T23:26:25.864Z,2025-05-04T23:26:31Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,5705052387,212,35.5,5705052389,213,3.35,5705052383,140,38.2,5705052391,1,,5705052385,141,75.9,5705052381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760461,143,1,1,18,55,b5l2e3csycjb8twvq9ek0j5gq,0,43.0,73.5,2025-05-04T23:26:31.344Z,2025-05-04T23:26:32Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5705052419,56,Center,5705052417,155,,5705052421,140,82.5,5705052425,212,46.8,5705052475,4,,5705052427,213,5.80,5705052429,1,,5705052423,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760507,158,1,1,18,58,7neuneh44n9rtsfsh6r0sb9no,1,12.3,66.3,2025-05-04T23:26:34.134Z,2025-05-04T23:26:37Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,5705052695,140,27.7,5705052691,123,,5705052699,212,19.2,5705052701,213,0.57,5705052697,141,81.4,5705052693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760537,159,1,1,19,1,7neuneh44n9rtsfsh6r0sb9no,1,27.7,81.4,2025-05-04T23:26:37.502Z,2025-05-04T23:26:41Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5705052853,140,53.0,5705052859,212,27.7,5705052851,56,Left,5705052855,141,92.7,5705052863,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760545,160,1,1,19,5,7neuneh44n9rtsfsh6r0sb9no,0,49.2,93.0,2025-05-04T23:26:41.006Z,2025-05-04T23:26:41Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,5705052907,213,3.50,5705052899,56,Back,5705052901,140,45.0,5705052905,212,4.7,5705052903,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760555,144,8,1,19,7,b5l2e3csycjb8twvq9ek0j5gq,1,52.3,29.5,2025-05-04T23:26:42.954Z,2025-05-04T23:26:43Z,777irocsl9y6fja05sevniy95,C. Riley,,5705052957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760581,161,4,1,19,9,7neuneh44n9rtsfsh6r0sb9no,1,38.8,86.2,2025-05-04T23:26:45.583Z,2025-05-05T01:13:45Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5705053173,265,,5705053167,13,,5705053169,56,Back,5705053175,286,,5705053171,152,,5705053303,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760605,145,4,1,19,9,b5l2e3csycjb8twvq9ek0j5gq,0,61.2,13.8,2025-05-04T23:26:45.584Z,2025-05-05T01:13:45Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,5705053285,13,,5705053291,265,,5705053313,233,161,5705053287,56,Right,5705053289,152,,5705053293,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760647,162,1,1,19,15,7neuneh44n9rtsfsh6r0sb9no,1,38.1,89.6,2025-05-04T23:26:51.272Z,2025-05-04T23:26:52Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5705053465,141,72.9,5705053457,5,,5705053461,56,Back,5705053459,152,,5705053463,140,38.0,5705053467,212,11.4,5705053469,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760657,163,1,1,19,16,7neuneh44n9rtsfsh6r0sb9no,1,38.0,72.9,2025-05-04T23:26:51.967Z,2025-05-04T23:26:53Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,5705053527,213,3.54,5705053519,56,Back,5705053525,212,15.1,5705053521,140,24.7,5705053523,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760679,164,1,1,19,17,7neuneh44n9rtsfsh6r0sb9no,1,24.7,64.3,2025-05-04T23:26:53.182Z,2025-05-04T23:26:55Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5705053647,141,30.3,5705053649,212,24.5,5705053643,56,Back,5705053645,140,32.3,5705053651,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760703,165,1,1,19,19,7neuneh44n9rtsfsh6r0sb9no,1,32.3,30.3,2025-05-04T23:26:55.774Z,2025-05-04T23:26:58Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5705053779,56,Back,5705053787,213,1.91,5705053785,212,16.6,5705053781,140,27.1,5705053783,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760731,166,1,1,19,22,7neuneh44n9rtsfsh6r0sb9no,1,28.4,53.0,2025-05-04T23:26:58.150Z,2025-05-04T23:27:01Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5705053943,212,5.6,5705053937,56,Back,5705053939,140,33.7,5705053941,141,52.8,5705053945,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810760777,167,1,1,19,25,7neuneh44n9rtsfsh6r0sb9no,1,37.6,58.7,2025-05-04T23:27:01.566Z,2025-05-04T23:27:05Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,5705054159,213,1.00,5705054157,212,24.3,5705054153,140,50.1,5705054151,56,Left,5705054155,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
