id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId
2823507677,121,1,1,14,0,ak0rmms5xl49w57i2rvid1tk9,1,50.1,49.9,2025-06-20T23:22:26.973Z,2025-06-20T23:22:31Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5775998309,213,2.89,5775998301,56,Back,5775998307,212,18.3,5775998303,140,33.2,5775998311,279,G,5775998305,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507683,122,1,1,14,5,ak0rmms5xl49w57i2rvid1tk9,1,34.2,55.7,2025-06-20T23:22:31.244Z,2025-06-20T23:22:35Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5775998341,140,44.8,5775998345,212,24.8,5775998347,213,1.11,5775998339,56,Back,5775998343,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507695,123,1,1,14,8,ak0rmms5xl49w57i2rvid1tk9,1,44.6,88.3,2025-06-20T23:22:35.061Z,2025-06-20T23:22:40Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5775998407,212,24.5,5775998403,140,24.1,5775998409,213,3.64,5775998401,56,Back,5775998405,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507705,124,1,1,14,13,ak0rmms5xl49w57i2rvid1tk9,1,25.6,69.9,2025-06-20T23:22:39.997Z,2025-06-20T23:22:43Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5775998455,212,31.7,5775998451,140,23.8,5775998457,213,4.65,5775998453,141,23.3,5775998449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507709,125,1,1,14,17,ak0rmms5xl49w57i2rvid1tk9,1,30.8,16.7,2025-06-20T23:22:43.725Z,2025-06-20T23:22:45Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5775998473,213,5.59,5775998465,56,Back,5775998471,212,14.6,5775998467,140,41.5,5775998469,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507715,126,1,1,14,19,ak0rmms5xl49w57i2rvid1tk9,1,41.1,5.8,2025-06-20T23:22:45.533Z,2025-06-20T23:22:48Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5775998505,212,15.4,5775998499,56,Back,5775998501,140,28.4,5775998507,213,2.62,5775998503,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507717,127,1,1,14,21,ak0rmms5xl49w57i2rvid1tk9,1,30.4,22.2,2025-06-20T23:22:48.092Z,2025-06-20T23:22:50Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5775998541,213,2.21,5775998535,140,17.9,5775998533,56,Back,5775998537,141,48.4,5775998539,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507727,128,1,1,14,24,ak0rmms5xl49w57i2rvid1tk9,1,18.7,49.3,2025-06-20T23:22:50.396Z,2025-06-20T23:22:53Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5775998581,212,14.4,5775998577,140,23.0,5775998575,56,Back,5775998579,141,69.4,5775998583,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507749,129,1,1,14,27,ak0rmms5xl49w57i2rvid1tk9,1,27.6,70.8,2025-06-20T23:22:53.429Z,2025-06-20T23:23:00Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5775998703,212,20.0,5775998701,141,51.8,5775998699,140,13.0,5775998705,213,3.84,5775998697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507755,130,1,1,14,33,ak0rmms5xl49w57i2rvid1tk9,1,16.3,49.6,2025-06-20T23:23:00.077Z,2025-06-20T23:23:01Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5775998715,141,10.4,5775998719,213,5.31,5775998721,1,,5775998711,56,Back,5775998717,212,32.2,5775998713,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507757,131,1,1,14,35,ak0rmms5xl49w57i2rvid1tk9,1,33.5,10.4,2025-06-20T23:23:01.197Z,2025-06-20T23:23:03Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5775998743,212,13.2,5775998739,140,30.1,5775998737,56,Back,5775998745,213,1.84,5775998741,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507775,132,1,1,14,36,ak0rmms5xl49w57i2rvid1tk9,1,30.3,25.8,2025-06-20T23:23:02.989Z,2025-06-20T23:23:07Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5775998849,212,10.5,5775998851,213,4.97,5775998847,141,10.9,5775998843,56,Back,5775998845,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507781,133,1,1,14,40,ak0rmms5xl49w57i2rvid1tk9,1,34.4,16.8,2025-06-20T23:23:07.100Z,2025-06-20T23:23:10Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5775998893,213,0.91,5775998887,140,43.8,5775998891,212,16.1,5775998889,141,35.5,5775998885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507797,134,1,1,14,43,ak0rmms5xl49w57i2rvid1tk9,1,43.2,37.7,2025-06-20T23:23:09.958Z,2025-06-20T23:23:13Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5775998961,56,Back,5775998965,141,75.9,5775998969,213,1.85,5775998963,140,36.2,5775998967,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507803,135,1,1,14,47,ak0rmms5xl49w57i2rvid1tk9,1,43.4,84.5,2025-06-20T23:23:13.765Z,2025-06-20T23:23:15Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5775998993,140,66.2,5775998997,212,25.1,5775998995,141,95.7,5775998999,213,0.31,5775998991,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507813,136,1,1,14,49,ak0rmms5xl49w57i2rvid1tk9,1,66.2,95.7,2025-06-20T23:23:15.397Z,2025-06-20T23:23:21Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5775999055,141,94.8,5775999051,56,Left,5775999059,213,6.25,5775999053,140,86.6,5775999057,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507815,137,61,1,14,55,ak0rmms5xl49w57i2rvid1tk9,0,93.0,80.5,2025-06-20T23:23:21.830Z,2025-06-20T23:23:22Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5775999067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507823,77,1,1,14,56,ck22dnk93ng8ax7wonlff7yms,1,7.5,18.8,2025-06-20T23:23:23.014Z,2025-06-20T23:23:24Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5775999135,140,11.8,5775999141,213,5.14,5775999139,212,10.8,5775999137,141,4.3,5775999133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507831,79,1,1,14,58,ck22dnk93ng8ax7wonlff7yms,1,11.8,4.3,2025-06-20T23:23:24.603Z,2025-06-20T23:23:28Z,bezle40rjwnkdskjbf9yg4sq2,X. Zengue,,,5775999183,213,0.29,5775999175,56,Back,5775999179,141,10.0,5775999181,212,13.7,5775999177,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507827,138,83,1,15,0,ak0rmms5xl49w57i2rvid1tk9,0,88.0,91.4,2025-06-20T23:23:26.854Z,2025-06-20T23:23:32Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5775999303,399,cf36p7zpnrtxhebod6rtsmr1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507841,80,1,1,15,1,ck22dnk93ng8ax7wonlff7yms,1,24.3,10.0,2025-06-20T23:23:27.942Z,2025-06-20T23:23:31Z,cf36p7zpnrtxhebod6rtsmr1m,A. Midence,,,5775999263,212,14.1,5775999257,56,Back,5775999261,141,18.5,5775999259,140,36.5,5775999265,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507847,139,4,1,15,5,ak0rmms5xl49w57i2rvid1tk9,1,69.8,82.0,2025-06-20T23:23:31.749Z,2025-06-20T23:23:36Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5775999337,265,,5775999333,56,Left,5775999331,13,,5775999339,286,,5775999341,233,81,5775999335,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823507849,81,4,1,15,5,ck22dnk93ng8ax7wonlff7yms,0,30.2,18.0,2025-06-20T23:23:31.750Z,2025-06-20T23:23:37Z,5m3bxdstyhzoplpzam8c94t90,F. Ajago,,,5775999315,265,,5775999309,13,,5775999347,233,139,5775999317,285,,5775999313,152,,5775999311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508009,141,1,1,16,2,ak0rmms5xl49w57i2rvid1tk9,0,73.3,84.1,2025-06-20T23:24:28.301Z,2025-06-20T23:24:29Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5776000255,213,5.47,5776000239,2,,5776000245,152,,5776000247,56,Center,5776000243,155,,5776000251,141,54.9,5776000241,5,,5776000253,212,27.3,5776000249,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508013,82,12,1,16,5,ck22dnk93ng8ax7wonlff7yms,1,9.8,44.9,2025-06-20T23:24:31.829Z,2025-06-20T23:24:41Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5776000269,56,Back,5776000275,212,36.8,5776000291,15,,5776000271,140,37.6,5776000277,213,0.66,5776000273,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508033,142,1,1,16,8,ak0rmms5xl49w57i2rvid1tk9,1,60.0,22.8,2025-06-20T23:24:34.846Z,2025-06-20T23:24:42Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5776000399,140,52.8,5776000403,212,18.6,5776000405,213,1.99,5776000397,56,Center,5776000401,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508029,83,83,1,16,15,ck22dnk93ng8ax7wonlff7yms,0,33.6,53.7,2025-06-20T23:24:41.389Z,2025-06-20T23:24:43Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5776000421,399,drbcpa8qvrgin42q3it10nieh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508037,143,1,1,16,16,ak0rmms5xl49w57i2rvid1tk9,0,70.0,33.3,2025-06-20T23:24:42.844Z,2025-06-20T23:24:44Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5776000417,213,5.86,5776000413,141,29.1,5776000415,212,6.9,5776000409,56,Center,5776000411,140,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508049,84,8,1,16,19,ck22dnk93ng8ax7wonlff7yms,1,26.6,67.9,2025-06-20T23:24:45.261Z,2025-06-20T23:24:45Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5776000483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508059,144,50,1,16,21,ak0rmms5xl49w57i2rvid1tk9,1,74.1,20.1,2025-06-20T23:24:47.378Z,2025-06-21T01:09:01Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5776000527,56,Right,5776002523,286,,5776005165,233,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508847,99,7,1,16,21,ck22dnk93ng8ax7wonlff7yms,1,25.9,79.9,2025-06-20T23:24:47.379Z,2025-06-21T01:09:01Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5776005157,56,Back,5776005159,285,,5776005161,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508105,86,4,1,16,23,ck22dnk93ng8ax7wonlff7yms,1,24.0,77.2,2025-06-20T23:24:49.412Z,2025-06-21T01:08:43Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5776000799,13,,5776000805,265,,5776000801,56,Back,5776001975,233,145,5776000803,152,,5776000807,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508071,145,4,1,16,23,ak0rmms5xl49w57i2rvid1tk9,0,76.0,22.8,2025-06-20T23:24:49.413Z,2025-06-21T01:08:43Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5776000573,265,,5776000571,152,,5776001985,233,86,5776000567,13,,5776000575,286,,5776000569,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508207,87,1,1,17,15,ck22dnk93ng8ax7wonlff7yms,0,26.0,79.3,2025-06-20T23:25:41.564Z,2025-06-20T23:25:45Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5776001425,5,,5776001435,141,74.2,5776001441,1,,5776001431,56,Center,5776001429,152,,5776001439,213,6.22,5776001433,140,74.9,5776001437,212,51.5,5776001427,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508225,146,1,1,17,19,ak0rmms5xl49w57i2rvid1tk9,1,31.0,12.9,2025-06-20T23:25:45.709Z,2025-06-20T23:25:50Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5776001545,141,13.7,5776001537,56,Back,5776001533,3,,5776001547,212,5.4,5776001541,140,36.1,5776001549,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508243,148,1,1,17,24,ak0rmms5xl49w57i2rvid1tk9,1,36.1,13.7,2025-06-20T23:25:50.348Z,2025-06-20T23:28:36Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5776001613,212,25.3,5776001607,56,Back,5776001611,141,23.7,5776001609,140,12.9,5776001615,213,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508253,149,1,1,17,27,ak0rmms5xl49w57i2rvid1tk9,1,12.4,24.3,2025-06-20T23:25:54.044Z,2025-06-20T23:28:34Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5776001703,56,Back,5776001707,141,52.1,5776001705,140,5.2,5776001711,213,1.95,5776001709,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508263,150,1,1,17,29,ak0rmms5xl49w57i2rvid1tk9,1,5.2,52.1,2025-06-20T23:25:55.468Z,2025-06-20T23:25:56Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5776001755,56,Back,5776001759,141,70.2,5776001761,212,14.4,5776001757,140,12.3,5776001763,213,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508283,151,1,1,17,30,ak0rmms5xl49w57i2rvid1tk9,1,12.3,70.2,2025-06-20T23:25:56.317Z,2025-06-20T23:26:00Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5776001875,141,57.2,5776001879,213,5.64,5776001871,56,Back,5776001873,140,23.6,5776001877,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508291,152,1,1,17,34,ak0rmms5xl49w57i2rvid1tk9,1,32.0,69.0,2025-06-20T23:26:00.268Z,2025-06-20T23:26:03Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5776001931,213,1.44,5776001929,212,17.2,5776001927,141,94.1,5776001923,56,Back,5776001925,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508301,153,1,1,17,37,ak0rmms5xl49w57i2rvid1tk9,1,36.5,91.5,2025-06-20T23:26:03.365Z,2025-06-20T23:26:07Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5776002023,141,73.5,5776002027,213,3.95,5776002025,212,17.0,5776002021,140,25.3,5776002019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508311,154,1,1,17,40,ak0rmms5xl49w57i2rvid1tk9,1,24.0,70.3,2025-06-20T23:26:07.012Z,2025-06-20T23:26:09Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5776002079,212,23.9,5776002075,140,34.3,5776002077,141,38.9,5776002081,213,5.18,5776002073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508335,155,1,1,17,43,ak0rmms5xl49w57i2rvid1tk9,1,34.3,38.9,2025-06-20T23:26:09.452Z,2025-06-20T23:26:14Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5776002185,213,5.19,5776002181,141,7.3,5776002177,56,Back,5776002179,140,44.9,5776002183,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508343,156,1,1,17,48,ak0rmms5xl49w57i2rvid1tk9,1,56.5,7.3,2025-06-20T23:26:14.605Z,2025-06-20T23:26:17Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5776002221,56,Back,5776002229,213,2.80,5776002223,140,45.1,5776002227,212,12.7,5776002225,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508361,157,1,1,17,51,ak0rmms5xl49w57i2rvid1tk9,1,44.4,22.2,2025-06-20T23:26:17.782Z,2025-06-20T23:26:23Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5776002373,1,,5776002371,213,0.96,5776002365,140,77.7,5776002363,56,Left,5776002367,141,95.9,5776002361,196,,5776002359,155,,5776002369,212,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508363,158,61,1,17,57,ak0rmms5xl49w57i2rvid1tk9,0,77.7,95.9,2025-06-20T23:26:23.180Z,2025-06-20T23:26:23Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5776002377,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508365,159,5,1,17,57,ak0rmms5xl49w57i2rvid1tk9,0,71.5,101.5,2025-06-20T23:26:23.844Z,2025-06-20T23:26:40Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5776002379,56,Left,5776002381,347,,5776002649,233,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508415,88,5,1,17,57,ck22dnk93ng8ax7wonlff7yms,1,27.7,-1.4,2025-06-20T23:26:23.948Z,2025-06-20T23:26:41Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5776002641,56,Back,5776002645,233,159,5776002643,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508427,89,1,1,18,13,ck22dnk93ng8ax7wonlff7yms,0,30.1,0.0,2025-06-20T23:26:40.068Z,2025-06-20T23:26:45Z,bezle40rjwnkdskjbf9yg4sq2,X. Zengue,,,5776002689,140,59.4,5776002691,141,34.9,5776002687,56,Center,5776002697,1,,5776002693,212,39.6,5776002685,107,,5776002695,213,0.68,5776002701,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508437,161,1,1,18,21,ak0rmms5xl49w57i2rvid1tk9,1,36.1,60.9,2025-06-20T23:26:47.756Z,2025-06-20T23:26:48Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5776002733,140,47.5,5776002737,212,13.9,5776002735,141,71.2,5776002739,213,0.53,5776002731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508451,162,1,1,18,22,ak0rmms5xl49w57i2rvid1tk9,1,47.5,71.2,2025-06-20T23:26:48.620Z,2025-06-20T23:26:50Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5776002817,212,17.4,5776002813,140,32.8,5776002811,56,Back,5776002819,213,2.66,5776002815,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508467,163,1,1,18,24,ak0rmms5xl49w57i2rvid1tk9,1,29.0,81.1,2025-06-20T23:26:50.404Z,2025-06-20T23:26:54Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5776002865,140,15.2,5776002871,213,4.00,5776002863,56,Back,5776002867,141,56.6,5776002869,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508477,164,1,1,18,28,ak0rmms5xl49w57i2rvid1tk9,1,14.9,53.1,2025-06-20T23:26:54.597Z,2025-06-20T23:26:58Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5776002915,212,24.6,5776002911,140,29.4,5776002909,56,Back,5776002913,141,24.6,5776002917,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508481,165,1,1,18,32,ak0rmms5xl49w57i2rvid1tk9,1,33.4,26.4,2025-06-20T23:26:58.220Z,2025-06-20T23:27:00Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5776002955,56,Back,5776002959,141,2.5,5776002961,212,18.0,5776002963,213,5.16,5776002957,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508485,166,1,1,18,34,ak0rmms5xl49w57i2rvid1tk9,1,39.6,3.2,2025-06-20T23:27:00.357Z,2025-06-20T23:27:03Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5776002985,141,15.6,5776002983,140,30.0,5776002987,212,13.1,5776002989,213,2.44,5776002981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508489,167,1,1,18,36,ak0rmms5xl49w57i2rvid1tk9,0,31.9,18.9,2025-06-20T23:27:03.069Z,2025-06-20T23:27:07Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5776003031,213,0.67,5776003021,155,,5776003029,212,60.9,5776003027,141,74.5,5776003023,56,Center,5776003033,1,,5776003025,140,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508499,90,1,1,18,41,ck22dnk93ng8ax7wonlff7yms,1,25.9,19.5,2025-06-20T23:27:07.828Z,2025-06-20T23:27:10Z,bezle40rjwnkdskjbf9yg4sq2,X. Zengue,,,5776003095,212,23.6,5776003091,140,9.9,5776003089,56,Back,5776003097,213,2.36,5776003087,3,,5776003093,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508525,93,1,1,18,51,ck22dnk93ng8ax7wonlff7yms,0,11.8,41.0,2025-06-20T23:27:17.508Z,2025-06-20T23:27:22Z,1rknkp6cfxg6powoea2tttoiy,B. Thompson,,,5776003247,198,,5776003259,1,,5776003251,140,63.3,5776003249,56,Center,5776003253,141,42.8,5776003257,213,0.02,5776003255,212,54.1,5776003245,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508531,168,44,1,18,55,ak0rmms5xl49w57i2rvid1tk9,1,37.8,56.9,2025-06-20T23:27:21.867Z,2025-06-21T01:09:24Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5776003279,56,Back,5776003331,233,94,5776003281,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508529,94,44,1,18,55,ck22dnk93ng8ax7wonlff7yms,0,62.2,43.1,2025-06-20T23:27:21.868Z,2025-06-21T01:09:25Z,5m3bxdstyhzoplpzam8c94t90,F. Ajago,,,5776003337,233,168,5776003275,56,Center,5776003277,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508535,169,1,1,18,56,ak0rmms5xl49w57i2rvid1tk9,0,39.6,56.4,2025-06-20T23:27:22.269Z,2025-06-20T23:27:23Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5776003289,56,Center,5776003291,140,51.0,5776003287,3,,5776003297,213,5.65,5776003293,141,43.6,5776003295,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508589,95,1,1,18,59,ck22dnk93ng8ax7wonlff7yms,1,61.9,68.8,2025-06-20T23:27:25.995Z,2025-06-20T23:27:34Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5776003571,140,70.1,5776003575,212,16.8,5776003569,56,Left,5776003577,213,1.03,5776003573,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508597,96,1,1,19,8,ck22dnk93ng8ax7wonlff7yms,0,93.1,87.2,2025-06-20T23:27:34.656Z,2025-06-20T23:27:38Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5776003627,2,,5776003637,212,28.4,5776003633,140,91.0,5776003629,155,,5776003639,213,4.63,5776003631,56,Center,5776003635,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508601,170,44,1,19,11,ak0rmms5xl49w57i2rvid1tk9,1,10.5,53.8,2025-06-20T23:27:38.083Z,2025-06-21T01:09:25Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5776003647,56,Back,5776003663,233,97,5776003649,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508599,97,44,1,19,11,ck22dnk93ng8ax7wonlff7yms,0,89.5,46.2,2025-06-20T23:27:38.084Z,2025-06-21T01:09:25Z,5m3bxdstyhzoplpzam8c94t90,F. Ajago,,,5776003645,286,,5776003667,233,170,5776003643,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823508603,171,12,1,19,12,ak0rmms5xl49w57i2rvid1tk9,1,12.9,52.5,2025-06-20T23:27:38.988Z,2025-06-20T23:27:41Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5776003655,141,60.6,5776003659,213,2.67,5776003661,15,,5776003651,56,Back,5776003657,212,12.1,5776003653,140,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
