id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2793236685,124,1,1,16,34,6597wqy6gmpv3zjx7rp8cdj46,1,99.8,99.3,2025-03-29T23:24:09.168Z,2025-03-30T01:25:42Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5608585137,213,4.62,5608585123,223,,5608585131,140,96.6,5608585139,1,,5608585135,212,35.3,5608585119,155,,5608585111,2,,5608585133,141,47.6,5608585127,56,Center,5608585115,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236533,156,4,1,16,35,e3k8yw2rbmphyfu5htn4yi5jk,1,5.2,52.0,2025-03-29T23:24:09.957Z,2025-03-30T02:09:09Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5608584689,13,,5608584695,152,,5608584697,285,,5608584693,56,Back,5609061199,233,125,5608584691,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236695,125,4,1,16,35,6597wqy6gmpv3zjx7rp8cdj46,0,94.8,48.0,2025-03-29T23:24:09.958Z,2025-03-30T01:28:52Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5608585257,152,,5608585253,56,Center,5608585249,13,,5609061229,233,156,5608585265,286,,5609064687,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236847,157,1,1,16,53,e3k8yw2rbmphyfu5htn4yi5jk,1,4.4,49.1,2025-03-29T23:24:28.066Z,2025-03-29T23:24:29Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5608586055,140,19.2,5608586057,141,66.0,5608586061,213,0.64,5608586051,152,,5608586053,56,Back,5608586059,212,19.3,5608586049,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793236973,158,1,1,16,54,e3k8yw2rbmphyfu5htn4yi5jk,1,19.2,66.0,2025-03-29T23:24:29.427Z,2025-03-29T23:24:36Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5608586787,212,21.5,5608586783,140,14.8,5608586785,141,35.1,5608586781,56,Back,5608586789,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237017,159,1,1,17,1,e3k8yw2rbmphyfu5htn4yi5jk,0,17.6,27.0,2025-03-29T23:24:36.379Z,2025-03-29T23:24:39Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5608586975,157,,5608586985,141,18.2,5608587001,1,,5608586979,56,Right,5608586995,213,6.18,5608586981,140,71.1,5608586989,212,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237037,126,44,1,17,3,6597wqy6gmpv3zjx7rp8cdj46,1,27.2,84.8,2025-03-29T23:24:38.442Z,2025-03-29T23:24:44Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5608587119,233,160,5608587095,56,Back,5608587097,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237023,160,44,1,17,3,e3k8yw2rbmphyfu5htn4yi5jk,0,72.8,15.2,2025-03-29T23:24:38.443Z,2025-03-29T23:24:45Z,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,,,5608587029,286,,5608587157,233,126,5608587027,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237123,127,1,1,17,3,6597wqy6gmpv3zjx7rp8cdj46,0,24.2,89.0,2025-03-29T23:24:38.736Z,2025-03-30T01:24:12Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5608587597,3,,5608587607,213,6.13,5608587603,141,84.5,5608587605,212,19.8,5608587601,140,42.8,5608587599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237069,161,1,1,17,5,e3k8yw2rbmphyfu5htn4yi5jk,1,59.9,21.3,2025-03-29T23:24:40.587Z,2025-03-29T23:24:41Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5608587327,212,12.5,5608587321,56,Back,5608587325,141,30.6,5608587323,140,49.6,5608587319,3,,5608587329,213,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237077,162,1,1,17,6,e3k8yw2rbmphyfu5htn4yi5jk,1,49.6,30.6,2025-03-29T23:24:41.683Z,2025-03-29T23:24:42Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5608587377,213,4.10,5608587367,56,Back,5608587371,141,13.1,5608587373,212,14.6,5608587369,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237103,163,1,1,17,7,e3k8yw2rbmphyfu5htn4yi5jk,1,41.6,13.1,2025-03-29T23:24:42.722Z,2025-03-29T23:24:44Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5608587505,213,2.12,5608587495,56,Back,5608587497,140,35.1,5608587503,212,13.0,5608587499,141,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237195,164,1,1,17,9,e3k8yw2rbmphyfu5htn4yi5jk,1,35.1,29.4,2025-03-29T23:24:43.962Z,2025-03-29T23:24:49Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5608588021,213,2.62,5608588013,56,Back,5608588019,212,26.7,5608588017,141,49.0,5608588015,140,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237235,165,1,1,17,14,e3k8yw2rbmphyfu5htn4yi5jk,1,13.1,49.0,2025-03-29T23:24:49.160Z,2025-03-29T23:24:51Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5608588305,56,Back,5608588315,1,,5608588309,141,91.8,5608588313,213,1.01,5608588311,212,34.4,5608588307,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237301,166,1,1,17,16,e3k8yw2rbmphyfu5htn4yi5jk,1,29.4,92.3,2025-03-29T23:24:51.524Z,2025-03-29T23:24:56Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5608588665,212,13.2,5608588655,140,21.4,5608588673,213,4.02,5608588651,56,Back,5608588659,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237329,167,1,1,17,21,e3k8yw2rbmphyfu5htn4yi5jk,1,21.6,76.7,2025-03-29T23:24:56.170Z,2025-03-29T23:24:58Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5608588857,212,26.0,5608588859,213,4.79,5608588851,56,Back,5608588855,141,38.6,5608588853,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237349,168,1,1,17,23,e3k8yw2rbmphyfu5htn4yi5jk,1,24.4,37.7,2025-03-29T23:24:58.666Z,2025-03-29T23:25:00Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5608588969,56,Back,5608588971,140,31.5,5608588975,212,10.2,5608588973,141,47.9,5608588977,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237437,169,1,1,17,25,e3k8yw2rbmphyfu5htn4yi5jk,1,31.5,47.9,2025-03-29T23:24:59.946Z,2025-03-29T23:25:06Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5608589465,56,Back,5608589469,141,34.3,5608589473,213,3.89,5608589471,212,13.6,5608589467,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237451,170,1,1,17,31,e3k8yw2rbmphyfu5htn4yi5jk,0,28.8,26.7,2025-03-29T23:25:06.306Z,2025-03-29T23:25:08Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5608589565,56,Center,5608589575,1,,5608589567,140,75.2,5608589573,213,6.22,5608589571,212,48.8,5608589569,141,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237463,128,1,1,17,33,6597wqy6gmpv3zjx7rp8cdj46,0,29.3,75.9,2025-03-29T23:25:08.392Z,2025-03-30T01:29:04Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5608589637,141,76.0,5608589639,212,3.7,5608589641,213,0.02,5608589635,140,32.8,5608589633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237529,171,1,1,17,36,e3k8yw2rbmphyfu5htn4yi5jk,1,68.4,25.0,2025-03-29T23:25:11.370Z,2025-03-29T23:25:13Z,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,,,5608590041,213,1.59,5608590031,140,68.2,5608590033,141,37.9,5608590039,212,8.8,5608590029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237559,172,1,1,17,38,e3k8yw2rbmphyfu5htn4yi5jk,1,66.0,38.8,2025-03-29T23:25:13.442Z,2025-03-29T23:25:16Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5608590209,140,55.1,5608590207,56,Center,5608590213,212,14.0,5608590215,213,2.53,5608590211,141,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237627,173,1,1,17,41,e3k8yw2rbmphyfu5htn4yi5jk,1,55.1,50.6,2025-03-29T23:25:16.315Z,2025-03-29T23:25:19Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5608590587,140,60.9,5608590589,141,87.2,5608590593,213,1.33,5608590591,212,25.6,5608590585,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237659,174,1,1,17,44,e3k8yw2rbmphyfu5htn4yi5jk,1,63.0,89.3,2025-03-29T23:25:19.610Z,2025-03-29T23:25:21Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5608590735,141,78.8,5608590741,213,4.05,5608590733,140,57.7,5608590731,56,Center,5608590739,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237691,175,1,1,17,46,e3k8yw2rbmphyfu5htn4yi5jk,1,58.1,75.3,2025-03-29T23:25:21.138Z,2025-03-29T23:25:23Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5608590981,141,65.1,5608590985,213,5.62,5608590983,212,11.2,5608590977,56,Center,5608590979,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237699,176,1,1,17,48,e3k8yw2rbmphyfu5htn4yi5jk,0,66.0,66.1,2025-03-29T23:25:23.154Z,2025-03-29T23:25:23Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5608591029,212,14.3,5608591025,140,65.2,5608591023,56,Left,5608591031,213,1.63,5608591027,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237743,130,1,1,17,50,6597wqy6gmpv3zjx7rp8cdj46,1,35.6,21.0,2025-03-29T23:25:25.065Z,2025-03-29T23:25:26Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5608591261,56,Back,5608591265,141,39.4,5608591263,140,31.3,5608591269,213,1.92,5608591267,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237857,131,1,1,17,50,6597wqy6gmpv3zjx7rp8cdj46,1,31.3,39.4,2025-03-29T23:25:25.904Z,2025-03-29T23:25:32Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5608591897,141,52.1,5608591899,212,16.6,5608591893,140,44.8,5608591901,213,0.55,5608591889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237869,132,4,1,17,57,6597wqy6gmpv3zjx7rp8cdj46,1,53.5,56.4,2025-03-29T23:25:32.425Z,2025-03-30T01:23:08Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5608591991,265,,5608591993,286,,5608591985,13,,5608592111,233,177,5608591987,56,Center,5608591989,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237863,177,4,1,17,57,e3k8yw2rbmphyfu5htn4yi5jk,0,46.5,43.6,2025-03-29T23:25:32.426Z,2025-03-30T01:23:08Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5608592047,56,Back,5608592051,265,,5608592053,285,,5608592979,55,178,5608592049,152,,5608592045,13,,5608592153,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793237917,178,17,1,18,2,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-03-29T23:25:37.691Z,2025-03-30T02:16:42Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5608592925,55,177,5608592923,13,243,5609174081,392,,5608592919,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238457,133,1,1,18,34,6597wqy6gmpv3zjx7rp8cdj46,1,53.2,63.4,2025-03-29T23:26:09.767Z,2025-03-29T23:26:17Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5608595539,56,Center,5608595537,152,,5608595551,213,4.96,5608595541,140,59.0,5608595543,141,27.4,5608595535,5,,5608595547,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238469,134,1,1,18,42,6597wqy6gmpv3zjx7rp8cdj46,1,59.0,27.4,2025-03-29T23:26:17.383Z,2025-03-29T23:26:18Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5608595609,140,55.7,5608595607,56,Center,5608595615,213,1.71,5608595611,141,64.5,5608595613,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238479,135,1,1,18,43,6597wqy6gmpv3zjx7rp8cdj46,1,55.7,64.5,2025-03-29T23:26:18.607Z,2025-03-29T23:26:20Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5608595705,155,,5608595715,213,0.57,5608595709,140,84.8,5608595717,1,,5608595707,56,Left,5608595711,141,93.0,5608595713,212,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238485,136,3,1,18,45,6597wqy6gmpv3zjx7rp8cdj46,1,80.6,82.4,2025-03-29T23:26:20.680Z,2025-03-30T01:23:26Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5608595727,286,,5608603405,233,179,5608595725,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238517,179,45,1,18,45,e3k8yw2rbmphyfu5htn4yi5jk,0,19.4,17.6,2025-03-29T23:26:20.680Z,2025-03-30T02:09:13Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5608603343,56,Back,5608603345,285,,5608603449,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238493,137,3,1,18,46,6597wqy6gmpv3zjx7rp8cdj46,0,82.0,86.2,2025-03-29T23:26:21.168Z,2025-03-30T01:23:21Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5608595767,286,,5608596417,233,180,5608595765,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238575,180,7,1,18,46,e3k8yw2rbmphyfu5htn4yi5jk,1,18.0,13.8,2025-03-29T23:26:21.169Z,2025-03-30T01:23:21Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5608596371,233,137,5608596237,285,,5608596235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238587,181,4,1,18,51,e3k8yw2rbmphyfu5htn4yi5jk,1,23.0,14.2,2025-03-29T23:26:26.241Z,2025-03-29T23:26:32Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5608596503,152,,5608596501,56,Back,5608596545,233,138,5608596499,13,,5608596509,285,,5608596507,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238571,138,4,1,18,51,6597wqy6gmpv3zjx7rp8cdj46,0,77.0,85.8,2025-03-29T23:26:26.242Z,2025-03-29T23:26:33Z,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,,,5608596329,13,,5608596337,286,,5608596333,152,,5608596331,56,Left,5608596335,265,,5608596583,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238763,182,1,1,19,1,e3k8yw2rbmphyfu5htn4yi5jk,1,26.7,10.1,2025-03-29T23:26:36.618Z,2025-03-29T23:26:39Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5608597459,56,Back,5608597467,213,2.23,5608597461,140,15.2,5608597463,141,32.8,5608597457,152,,5608597455,5,,5608597465,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238809,183,1,1,19,4,e3k8yw2rbmphyfu5htn4yi5jk,1,15.2,32.8,2025-03-29T23:26:39.650Z,2025-03-29T23:26:42Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5608597737,212,18.0,5608597735,141,57.2,5608597733,140,21.9,5608597731,56,Back,5608597739,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238923,184,1,1,19,7,e3k8yw2rbmphyfu5htn4yi5jk,1,23.2,56.9,2025-03-29T23:26:42.675Z,2025-03-29T23:26:48Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5608598375,140,19.7,5608598377,141,27.3,5608598381,213,4.53,5608598373,56,Back,5608598379,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238937,185,1,1,19,13,e3k8yw2rbmphyfu5htn4yi5jk,0,21.6,18.6,2025-03-29T23:26:48.826Z,2025-03-29T23:26:50Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5608598489,56,Center,5608598487,155,,5608598495,212,39.1,5608598497,213,0.27,5608598499,1,,5608598491,140,57.5,5608598493,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793238961,139,1,1,19,16,6597wqy6gmpv3zjx7rp8cdj46,0,38.1,60.0,2025-03-29T23:26:51.919Z,2025-03-29T23:26:53Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5608598643,140,85.1,5608598641,56,Center,5608598651,1,,5608598649,213,0.01,5608598647,212,49.4,5608598645,141,60.5,5608598639,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239127,186,1,1,19,23,e3k8yw2rbmphyfu5htn4yi5jk,1,16.5,44.0,2025-03-29T23:26:58.698Z,2025-03-29T23:27:04Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5608599555,56,Back,5608599559,141,20.4,5608599561,212,16.2,5608599563,213,4.83,5608599557,140,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239139,187,1,1,19,29,e3k8yw2rbmphyfu5htn4yi5jk,1,19.5,21.0,2025-03-29T23:27:04.756Z,2025-03-29T23:27:06Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5608599631,56,Back,5608599633,140,31.4,5608599637,212,14.8,5608599635,141,32.8,5608599641,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239223,188,1,1,19,31,e3k8yw2rbmphyfu5htn4yi5jk,1,31.4,32.8,2025-03-29T23:27:05.965Z,2025-03-29T23:27:10Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5608600109,140,21.2,5608600115,213,4.14,5608600111,141,8.2,5608600113,212,19.9,5608600107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239335,189,1,1,19,35,e3k8yw2rbmphyfu5htn4yi5jk,1,26.5,12.6,2025-03-29T23:27:10.627Z,2025-03-29T23:27:17Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5608600695,140,46.8,5608600689,155,,5608600699,212,46.6,5608600691,196,,5608600693,56,Back,5608600703,1,,5608600701,213,1.10,5608600697,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239383,191,44,1,19,41,e3k8yw2rbmphyfu5htn4yi5jk,1,53.6,86.9,2025-03-29T23:27:16.816Z,2025-03-30T02:09:15Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5608601181,286,,5608601177,233,140,5608600975,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239349,140,44,1,19,41,6597wqy6gmpv3zjx7rp8cdj46,0,46.4,13.1,2025-03-29T23:27:16.817Z,2025-03-30T01:23:33Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5608601199,233,191,5608600755,285,,5608600753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239341,190,61,1,19,42,e3k8yw2rbmphyfu5htn4yi5jk,0,47.4,73.5,2025-03-29T23:27:17.354Z,2025-03-30T02:09:16Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5608600721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239547,141,5,1,19,44,6597wqy6gmpv3zjx7rp8cdj46,1,39.7,-1.3,2025-03-29T23:27:19.264Z,2025-03-30T01:41:08Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5608602055,233,192,5608602025,347,,5608602023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239433,192,5,1,19,44,e3k8yw2rbmphyfu5htn4yi5jk,0,60.3,101.3,2025-03-29T23:27:19.264Z,2025-03-30T01:41:08Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5608601271,56,Left,5608601273,347,,5608602085,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239593,142,1,1,19,56,6597wqy6gmpv3zjx7rp8cdj46,1,32.2,0.0,2025-03-29T23:27:30.960Z,2025-03-29T23:27:34Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5608602285,212,22.5,5608602287,213,1.98,5608602279,56,Back,5608602283,141,28.6,5608602281,140,23.7,5608602277,107,,5608602289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239651,143,1,1,19,59,6597wqy6gmpv3zjx7rp8cdj46,1,21.3,30.1,2025-03-29T23:27:33.959Z,2025-03-29T23:27:36Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5608602593,213,2.64,5608602591,212,16.3,5608602585,56,Back,5608602587,140,7.7,5608602589,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239729,144,1,1,20,1,6597wqy6gmpv3zjx7rp8cdj46,1,7.7,41.6,2025-03-29T23:27:36.747Z,2025-03-29T23:27:40Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5608603037,141,82.4,5608603033,56,Back,5608603031,155,,5608603039,212,33.8,5608603035,140,26.1,5608603041,213,0.96,5608603043,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239769,145,1,1,20,5,6597wqy6gmpv3zjx7rp8cdj46,1,27.1,92.6,2025-03-29T23:27:40.526Z,2025-03-29T23:27:43Z,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,,,5608603305,212,14.6,5608603303,141,85.6,5608603299,140,40.2,5608603293,56,Back,5608603307,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239805,146,1,1,20,7,6597wqy6gmpv3zjx7rp8cdj46,0,40.2,85.3,2025-03-29T23:27:42.887Z,2025-03-29T23:27:46Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5608603517,141,75.9,5608603565,156,,5608603519,212,10.0,5608603515,140,32.9,5608603513,56,Back,5608603521,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239831,194,1,1,20,11,e3k8yw2rbmphyfu5htn4yi5jk,1,69.6,24.9,2025-03-29T23:27:46.074Z,2025-03-29T23:27:47Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5608603657,213,4.75,5608603649,56,Right,5608603651,140,69.9,5608603655,212,7.8,5608603653,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239845,195,1,1,20,12,e3k8yw2rbmphyfu5htn4yi5jk,1,70.0,13.4,2025-03-29T23:27:47.193Z,2025-03-29T23:27:48Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5608603765,213,6.21,5608603759,140,82.8,5608603761,141,11.9,5608603763,212,13.5,5608603757,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239849,196,1,1,20,13,e3k8yw2rbmphyfu5htn4yi5jk,0,87.4,13.2,2025-03-29T23:27:48.674Z,2025-03-29T23:27:49Z,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,,,5608603807,140,89.1,5608603811,212,7.6,5608603813,213,1.33,5608603805,56,Center,5608603809,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239851,147,61,1,20,14,6597wqy6gmpv3zjx7rp8cdj46,1,12.7,79.7,2025-03-29T23:27:49.266Z,2025-03-29T23:27:49Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5608603821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793239903,149,61,1,20,18,6597wqy6gmpv3zjx7rp8cdj46,0,26.8,88.0,2025-03-29T23:27:53.414Z,2025-03-29T23:27:53Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5608604073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
