id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value
2809790905,110,1,1,8,48,daicfonrbj124lu2la2rctxck,1,25.3,49.9,2025-05-03T20:39:39.302Z,2025-05-03T20:39:43Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5699775333,56,Back,5699775339,212,16.4,5699775337,141,73.5,5699775341,213,1.35,5699775335,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809790939,111,1,1,8,53,daicfonrbj124lu2la2rctxck,1,29.9,73.4,2025-05-03T20:39:43.429Z,2025-05-03T20:39:46Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699775523,56,Back,5699775529,141,48.5,5699775533,213,4.35,5699775531,212,18.1,5699775527,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809790991,112,1,1,8,55,daicfonrbj124lu2la2rctxck,1,23.5,46.9,2025-05-03T20:39:46.285Z,2025-05-03T20:39:50Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5699775849,213,4.89,5699775841,56,Back,5699775843,140,25.5,5699775845,141,29.3,5699775847,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791033,113,1,1,8,59,daicfonrbj124lu2la2rctxck,1,25.6,30.1,2025-05-03T20:39:50.221Z,2025-05-03T20:39:54Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5699776109,212,34.3,5699776103,56,Back,5699776111,213,1.50,5699776107,141,80.4,5699776105,140,28.0,5699776113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791075,114,1,1,9,4,daicfonrbj124lu2la2rctxck,1,28.0,80.4,2025-05-03T20:39:54.685Z,2025-05-03T20:39:57Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699776329,56,Back,5699776335,212,10.2,5699776337,213,0.78,5699776331,140,34.9,5699776333,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791103,115,1,1,9,5,daicfonrbj124lu2la2rctxck,1,26.5,93.2,2025-05-03T20:39:56.389Z,2025-05-03T22:57:20Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5699776479,212,6.0,5699776475,141,85.4,5699776481,213,5.19,5699776467,56,Back,5699776469,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809817195,436,61,1,9,6,daicfonrbj124lu2la2rctxck,0,29.1,67.8,2025-05-03T20:39:56.410Z,2025-05-03T22:57:18Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699924327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809817423,324,1,1,9,7,87c66ubwpzykovmkaf1t46bis,0,70.2,24.6,2025-05-03T20:39:57.410Z,2025-05-03T21:23:43Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5699925529,56,Center,5699925535,212,0.9,5699925537,213,0.96,5699926087,286,,5699925531,140,70.7,5699926083,233,116,5699925533,141,25.7,5699926081,236,,,,,,,,,,,,,,,,,,,,,,,,
2809791119,116,74,1,9,7,daicfonrbj124lu2la2rctxck,1,30.4,63.8,2025-05-03T20:39:57.411Z,2025-05-03T21:23:34Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699776555,56,Back,5699778379,285,,5699925607,233,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791131,117,1,1,9,9,daicfonrbj124lu2la2rctxck,0,31.8,52.4,2025-05-03T20:40:00.397Z,2025-05-03T20:40:01Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5699776621,212,7.1,5699776619,141,62.7,5699776615,56,Back,5699776617,140,33.0,5699776623,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791187,51,1,1,9,10,87c66ubwpzykovmkaf1t46bis,0,84.1,23.7,2025-05-03T20:40:00.464Z,2025-05-03T21:31:49Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5699776943,141,12.5,5699776941,140,90.6,5699776939,56,Right,5699776945,212,10.2,5699776947,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791169,118,61,1,9,13,daicfonrbj124lu2la2rctxck,1,27.9,67.4,2025-05-03T20:40:03.438Z,2025-05-03T20:40:03Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5699776821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791205,53,3,1,9,15,87c66ubwpzykovmkaf1t46bis,0,87.4,9.8,2025-05-03T20:40:05.728Z,2025-05-03T20:40:11Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5699777207,233,119,5699777035,56,Right,5699777037,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791233,119,7,1,9,15,daicfonrbj124lu2la2rctxck,1,12.6,90.2,2025-05-03T20:40:05.729Z,2025-05-03T20:40:12Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5699777169,233,53,5699777161,56,Back,5699777159,167,,5699777163,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791249,54,5,1,9,16,87c66ubwpzykovmkaf1t46bis,1,85.4,-0.8,2025-05-03T20:40:07.257Z,2025-05-03T22:43:01Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5699777261,347,,5699777259,56,Right,5699777539,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791287,120,5,1,9,16,daicfonrbj124lu2la2rctxck,0,14.6,100.8,2025-05-03T20:40:07.257Z,2025-05-03T22:43:01Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5699777469,56,Back,5699777589,233,54,5699777471,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791437,55,1,1,9,28,87c66ubwpzykovmkaf1t46bis,0,83.9,0.0,2025-05-03T20:40:19.376Z,2025-05-03T20:40:22Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5699778275,56,Center,5699778277,140,94.8,5699778283,213,1.14,5699778279,141,35.1,5699778285,1,,5699778273,107,,5699778281,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791491,122,1,1,9,35,daicfonrbj124lu2la2rctxck,1,11.4,55.5,2025-05-03T20:40:26.244Z,2025-05-03T20:40:27Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5699778565,141,40.4,5699778567,212,24.8,5699778569,213,5.86,5699778561,56,Back,5699778563,140,32.9,5699778559,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791539,123,1,1,9,37,daicfonrbj124lu2la2rctxck,1,32.9,40.4,2025-05-03T20:40:27.573Z,2025-05-03T20:40:31Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5699778811,213,4.66,5699778805,140,31.8,5699778807,141,8.6,5699778803,56,Back,5699778809,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791575,124,1,1,9,40,daicfonrbj124lu2la2rctxck,1,32.7,7.6,2025-05-03T20:40:30.796Z,2025-05-03T20:40:33Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5699779029,141,26.6,5699779037,213,1.52,5699779017,56,Back,5699779023,140,33.3,5699779033,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791653,125,1,1,9,42,daicfonrbj124lu2la2rctxck,1,34.1,26.8,2025-05-03T20:40:33.404Z,2025-05-03T20:40:39Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5699779479,56,Right,5699779483,141,10.0,5699779481,140,50.5,5699779487,213,5.70,5699779485,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791629,56,83,1,9,47,87c66ubwpzykovmkaf1t46bis,0,51.9,82.5,2025-05-03T20:40:37.754Z,2025-05-03T21:32:17Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,5699779675,399,8pqvmz8g1yhe7hqqc1d68c4mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791683,126,1,1,9,49,daicfonrbj124lu2la2rctxck,1,62.5,26.8,2025-05-03T20:40:39.644Z,2025-05-03T20:40:41Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699779639,212,20.2,5699779641,213,1.68,5699779635,140,60.4,5699779637,141,56.4,5699779633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791813,127,1,1,9,56,daicfonrbj124lu2la2rctxck,1,67.7,83.3,2025-05-03T20:40:46.764Z,2025-05-03T20:40:50Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5699780337,141,75.5,5699780341,212,20.4,5699780329,56,Back,5699780345,213,3.40,5699780333,140,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791849,128,1,1,9,59,daicfonrbj124lu2la2rctxck,1,48.9,75.5,2025-05-03T20:40:49.876Z,2025-05-03T20:40:52Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699780561,213,5.51,5699780553,56,Center,5699780559,212,12.9,5699780557,141,62.3,5699780555,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791921,129,1,1,10,1,daicfonrbj124lu2la2rctxck,1,57.7,62.3,2025-05-03T20:40:52.004Z,2025-05-03T20:40:57Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699780845,213,4.25,5699780839,140,48.0,5699780843,212,22.7,5699780837,56,Back,5699780841,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791935,130,1,1,10,6,daicfonrbj124lu2la2rctxck,1,48.0,32.5,2025-05-03T20:40:56.804Z,2025-05-03T20:40:59Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5699780957,141,5.0,5699780955,140,68.8,5699780959,212,28.8,5699780953,56,Right,5699780961,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791957,131,1,1,10,8,daicfonrbj124lu2la2rctxck,1,68.8,4.9,2025-05-03T20:40:59.003Z,2025-05-03T20:41:01Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5699781139,140,46.0,5699781145,213,3.10,5699781143,212,24.0,5699781137,56,Back,5699781141,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809791991,132,1,1,10,10,daicfonrbj124lu2la2rctxck,1,46.0,6.4,2025-05-03T20:41:01.284Z,2025-05-03T20:41:04Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5699781319,56,Back,5699781323,141,20.3,5699781325,212,13.0,5699781327,213,2.33,5699781321,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792015,133,1,1,10,13,daicfonrbj124lu2la2rctxck,1,37.5,20.3,2025-05-03T20:41:04.236Z,2025-05-03T20:41:07Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5699781477,212,25.3,5699781475,141,53.4,5699781479,213,2.04,5699781471,56,Back,5699781473,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792061,134,1,1,10,16,daicfonrbj124lu2la2rctxck,1,26.5,53.7,2025-05-03T20:41:07.372Z,2025-05-03T20:41:13Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5699781855,141,66.6,5699781849,56,Back,5699781863,213,0.59,5699781859,212,15.9,5699781851,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792087,135,1,1,10,22,daicfonrbj124lu2la2rctxck,1,39.1,66.6,2025-05-03T20:41:13.060Z,2025-05-03T20:41:15Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699782005,141,61.4,5699782007,212,8.3,5699782001,56,Back,5699782009,213,5.85,5699782003,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792099,136,1,1,10,24,daicfonrbj124lu2la2rctxck,1,46.3,61.4,2025-05-03T20:41:14.804Z,2025-05-03T20:41:16Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5699782099,141,68.4,5699782101,212,16.0,5699782103,213,2.84,5699782097,140,31.8,5699782095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792203,137,1,1,10,25,daicfonrbj124lu2la2rctxck,1,31.8,68.4,2025-05-03T20:41:16.244Z,2025-05-03T20:41:25Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699782661,141,89.6,5699782659,140,49.1,5699782663,212,23.2,5699782665,213,0.67,5699782657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792231,138,1,1,10,34,daicfonrbj124lu2la2rctxck,1,47.1,87.9,2025-05-03T20:41:24.803Z,2025-05-03T20:41:26Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,5699782823,56,Back,5699782829,212,18.8,5699782827,141,72.0,5699782825,140,32.4,5699782831,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792245,139,1,1,10,36,daicfonrbj124lu2la2rctxck,1,32.4,72.0,2025-05-03T20:41:26.692Z,2025-05-03T20:41:27Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699782931,213,5.77,5699782925,140,40.1,5699782927,141,65.3,5699782929,212,9.3,5699782923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792269,140,1,1,10,37,daicfonrbj124lu2la2rctxck,1,40.1,65.3,2025-05-03T20:41:27.732Z,2025-05-03T20:41:29Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5699783051,213,2.42,5699783049,212,7.5,5699783043,56,Back,5699783045,140,34.7,5699783047,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792327,141,1,1,10,38,daicfonrbj124lu2la2rctxck,1,34.7,72.6,2025-05-03T20:41:29.188Z,2025-05-03T20:41:36Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699783491,56,Left,5699783499,213,0.43,5699783495,141,92.1,5699783497,212,31.5,5699783493,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792345,142,1,1,10,46,daicfonrbj124lu2la2rctxck,1,67.9,83.4,2025-05-03T20:41:36.611Z,2025-05-03T20:41:38Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5699783583,213,0.06,5699783579,141,86.0,5699783575,56,Left,5699783577,140,95.7,5699783581,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792359,143,1,1,10,47,daicfonrbj124lu2la2rctxck,1,95.7,86.0,2025-05-03T20:41:37.811Z,2025-05-03T20:41:38Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5699783667,56,Left,5699783673,212,10.4,5699783669,140,86.2,5699783671,141,90.5,5699783677,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792411,144,1,1,10,48,daicfonrbj124lu2la2rctxck,1,86.2,90.5,2025-05-03T20:41:38.644Z,2025-05-03T20:41:42Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5699783927,2,,5699783939,213,4.69,5699783931,56,Center,5699783933,140,85.2,5699783941,1,,5699783937,212,46.8,5699783935,141,21.7,5699783929,155,,,,,,,,,,,,,,,,,,,,,,,,
2809792431,145,1,1,10,51,daicfonrbj124lu2la2rctxck,1,85.2,21.7,2025-05-03T20:41:42.083Z,2025-05-03T20:42:06Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,1.0,5699784077,212,10.1,5699784083,213,2.66,5699784065,56,Center,5699785403,210,13,5699784069,140,76.7,5699784073,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792441,146,13,1,10,52,daicfonrbj124lu2la2rctxck,1,76.7,28.6,2025-05-03T20:41:43.403Z,2025-05-03T20:42:06Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699785461,215,,5699784111,22,,5699785463,230,98.2,5699785459,103,69.4,5699785449,29,,5699785451,55,145,5699784333,20,,5699784113,18,,5699784115,56,Center,5699785465,231,5699785457,102,5699785447,74,,,,,,,,,,,,47.5,48.2,
2809792785,57,5,1,10,54,87c66ubwpzykovmkaf1t46bis,1,-1.2,50.3,2025-05-03T20:41:44.522Z,2025-05-03T22:43:01Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5699786045,346,,5699786069,233,147,5699786043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792449,147,5,1,10,54,daicfonrbj124lu2la2rctxck,0,101.2,49.7,2025-05-03T20:41:44.522Z,2025-05-03T22:43:02Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699786077,233,57,5699784179,346,,5699784177,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792909,58,1,1,11,24,87c66ubwpzykovmkaf1t46bis,1,4.6,48.7,2025-05-03T20:42:14.734Z,2025-05-03T20:42:25Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5699786819,237,,5699786811,212,23.8,5699786805,56,Back,5699786807,140,23.6,5699786813,213,5.71,5699786809,141,29.6,5699786803,124,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792913,59,1,1,11,34,87c66ubwpzykovmkaf1t46bis,1,27.3,32.1,2025-05-03T20:42:24.871Z,2025-05-03T21:32:56Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5699786855,140,40.4,5699786857,141,26.3,5699786853,56,Back,5699786861,213,6.00,5699786859,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792919,60,1,1,11,35,87c66ubwpzykovmkaf1t46bis,1,40.2,26.3,2025-05-03T20:42:25.574Z,2025-05-03T20:42:26Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5699786877,56,Back,5699786883,212,11.7,5699786881,141,33.2,5699786879,140,30.0,5699786885,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792931,61,1,1,11,36,87c66ubwpzykovmkaf1t46bis,1,30.0,33.2,2025-05-03T20:42:26.431Z,2025-05-03T21:33:05Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5699786943,141,55.6,5699786939,56,Back,5699786947,213,1.68,5699786945,212,15.3,5699786941,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809792955,62,1,1,11,37,87c66ubwpzykovmkaf1t46bis,1,27.2,54.4,2025-05-03T20:42:27.871Z,2025-05-03T20:42:30Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,5699787079,213,0.58,5699787071,56,Back,5699787073,140,40.8,5699787075,141,68.3,5699787077,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793009,63,1,1,11,39,87c66ubwpzykovmkaf1t46bis,1,40.4,68.2,2025-05-03T20:42:30.374Z,2025-05-03T20:42:35Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,5699787443,140,25.8,5699787441,56,Back,5699787449,213,2.88,5699787445,141,74.3,5699787447,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793089,64,1,1,11,45,87c66ubwpzykovmkaf1t46bis,1,25.8,65.9,2025-05-03T20:42:35.719Z,2025-05-03T22:39:36Z,ks7omik17xov44i4hhjrldyh,M. Taintor,1.0,5699787951,213,5.44,5699787949,212,54.8,5699787943,56,Right,5699787953,1,,5700207529,196,,5699803727,210,15,5699787947,141,5.8,5699787945,140,60.5,5700207527,155,,,,,,,,,,,,,,,,,,,,,
2809793099,65,15,1,11,52,87c66ubwpzykovmkaf1t46bis,1,78.1,31.7,2025-05-03T20:42:42.806Z,2025-05-03T20:46:53Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5699803755,146,83.7,5699803757,147,36.5,5699788011,18,,5699803745,55,64,5699803739,72,,5699788013,56,Center,5699803795,233,148,5699788009,22,,5699803343,82,,5699803759,230,5699803749,102,5699803751,103,5699803741,78,,5699803761,231,45.8,5699803743,29,,5699803753,215,95.6,50.3,19
2809793125,148,10,1,11,52,daicfonrbj124lu2la2rctxck,1,16.3,63.5,2025-05-03T20:42:42.906Z,2025-05-03T20:46:53Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699788149,56,Back,5699803835,233,65,5699788145,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793185,66,1,1,11,57,87c66ubwpzykovmkaf1t46bis,1,87.8,5.0,2025-05-03T20:42:47.839Z,2025-05-03T20:42:52Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5699788519,140,70.4,5699788525,213,3.18,5699788517,56,Right,5699788523,212,18.3,5699788521,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793235,67,1,1,12,1,87c66ubwpzykovmkaf1t46bis,1,62.9,8.9,2025-05-03T20:42:52.247Z,2025-05-03T20:42:57Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5699788847,212,20.7,5699788845,141,26.7,5699788843,140,46.9,5699788841,56,Back,5699788849,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793259,68,1,1,12,8,87c66ubwpzykovmkaf1t46bis,1,46.9,35.0,2025-05-03T20:42:58.863Z,2025-05-03T20:43:00Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,5699789067,56,Back,5699789075,213,1.57,5699789069,140,46.9,5699789073,212,16.3,5699789071,141,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793283,69,1,1,12,9,87c66ubwpzykovmkaf1t46bis,1,46.8,58.8,2025-05-03T20:42:59.943Z,2025-05-03T20:43:02Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5699789193,140,46.1,5699789199,213,4.67,5699789189,56,Back,5699789197,212,16.4,5699789195,141,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793307,70,1,1,12,11,87c66ubwpzykovmkaf1t46bis,1,52.0,33.6,2025-05-03T20:43:02.407Z,2025-05-03T20:43:03Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,5699789353,140,66.1,5699789357,141,22.4,5699789349,56,Center,5699789363,213,5.81,5699789359,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793387,71,1,1,12,13,87c66ubwpzykovmkaf1t46bis,1,65.8,24.0,2025-05-03T20:43:03.679Z,2025-05-03T20:43:09Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5699789767,56,Center,5699789775,213,1.63,5699789773,212,10.6,5699789769,140,65.2,5699789771,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793397,72,1,1,12,18,87c66ubwpzykovmkaf1t46bis,1,65.0,40.9,2025-05-03T20:43:08.934Z,2025-05-03T22:40:12Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,5699789859,212,8.0,5699789853,56,Center,5699789861,213,6.27,5699789855,140,72.6,5699789857,141,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793425,73,1,1,12,19,87c66ubwpzykovmkaf1t46bis,1,72.6,41.1,2025-05-03T20:43:10.055Z,2025-05-03T20:43:11Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,5699790019,141,51.3,5699790015,56,Center,5699790017,140,67.3,5699790023,213,2.25,5699790021,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793453,74,1,1,12,21,87c66ubwpzykovmkaf1t46bis,1,69.5,53.4,2025-05-03T20:43:11.686Z,2025-05-03T22:40:17Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,5699790187,212,27.4,5699790191,213,1.29,5699790177,56,Left,5699790183,141,92.1,5699790179,140,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793461,75,1,1,12,23,87c66ubwpzykovmkaf1t46bis,1,76.9,92.3,2025-05-03T20:43:13.583Z,2025-05-03T20:43:14Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5699790221,140,74.1,5699790225,212,7.8,5699790227,213,4.33,5699790223,141,81.6,5699790219,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793481,76,1,1,12,23,87c66ubwpzykovmkaf1t46bis,1,74.2,81.2,2025-05-03T20:43:14.351Z,2025-05-03T20:43:17Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,5699790359,56,Left,5699790363,141,95.1,5699790369,213,1.41,5699790361,140,75.7,5699790365,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793531,77,1,1,12,26,87c66ubwpzykovmkaf1t46bis,1,76.0,94.8,2025-05-03T20:43:17.303Z,2025-05-03T20:43:22Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5699790671,140,58.7,5699790675,212,19.8,5699790677,213,3.55,5699790673,141,83.1,5699790669,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793581,78,1,1,12,31,87c66ubwpzykovmkaf1t46bis,1,58.7,78.1,2025-05-03T20:43:22.320Z,2025-05-03T20:43:27Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,5699790985,213,3.97,5699790979,140,48.2,5699790981,141,60.4,5699790977,56,Back,5699790983,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793593,79,1,1,12,37,87c66ubwpzykovmkaf1t46bis,1,51.9,67.1,2025-05-03T20:43:27.622Z,2025-05-03T20:43:30Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,5699791077,56,Center,5699791083,212,17.9,5699791081,141,58.5,5699791079,140,68.0,5699791085,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793599,80,61,1,12,39,87c66ubwpzykovmkaf1t46bis,0,68.7,57.3,2025-05-03T20:43:30.311Z,2025-05-03T20:43:30Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,5699791109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809793663,150,1,1,12,45,daicfonrbj124lu2la2rctxck,1,21.3,49.1,2025-05-03T20:43:35.705Z,2025-05-03T20:43:37Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5699791533,141,29.9,5699791531,140,26.4,5699791535,212,14.1,5699791537,213,5.10,5699791529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
