id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/value
2800393997,109,1,1,15,19,ak0rmms5xl49w57i2rvid1tk9,1,26.3,83.8,2025-04-13T02:22:03.038Z,2025-04-13T02:22:04Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5647962587,213,0.20,5647962581,140,43.8,5647962583,141,89.3,5647962579,56,Back,5647962585,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394029,111,1,1,15,21,ak0rmms5xl49w57i2rvid1tk9,1,34.3,77.6,2025-04-13T02:22:04.678Z,2025-04-13T02:22:08Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5647962729,140,37.5,5647962733,212,6.6,5647962731,141,69.3,5647962735,213,5.25,5647962727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394039,112,1,1,15,24,ak0rmms5xl49w57i2rvid1tk9,0,39.6,69.3,2025-04-13T02:22:08.302Z,2025-04-13T04:21:05Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5647962799,212,33.8,5647962797,141,86.0,5647962803,1,,5647962801,213,0.34,5647962793,56,Left,5647962795,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394067,155,12,1,15,25,kfq8fhwnmycbtad1u0fyefx0,1,33.0,18.6,2025-04-13T02:22:08.812Z,2025-04-13T04:20:35Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5647962931,213,3.92,5647962923,56,Back,5647962927,141,0.0,5647962929,212,19.1,5647962925,140,20.0,5647962987,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394057,113,5,1,15,27,ak0rmms5xl49w57i2rvid1tk9,1,75.8,101.3,2025-04-13T02:22:10.902Z,2025-04-13T05:16:09Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5647962869,56,Left,5647962871,347,,5647962983,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394071,156,5,1,15,27,kfq8fhwnmycbtad1u0fyefx0,0,24.2,-1.3,2025-04-13T02:22:10.902Z,2025-04-13T05:16:10Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5647963007,233,113,5647962947,56,Back,5647962949,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394165,114,1,1,15,40,ak0rmms5xl49w57i2rvid1tk9,1,67.5,100.0,2025-04-13T02:22:24.014Z,2025-04-13T02:22:26Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5647963417,141,83.5,5647963411,107,,5647963413,56,Left,5647963421,213,3.83,5647963419,212,19.8,5647963415,140,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394213,115,1,1,15,42,ak0rmms5xl49w57i2rvid1tk9,1,49.7,83.0,2025-04-13T02:22:26.014Z,2025-04-13T02:22:30Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647963607,141,48.7,5647963603,56,Back,5647963611,213,4.58,5647963605,140,46.7,5647963609,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394229,116,1,1,15,46,ak0rmms5xl49w57i2rvid1tk9,1,47.1,44.6,2025-04-13T02:22:30.438Z,2025-04-13T02:22:32Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5647963669,140,43.9,5647963671,141,60.2,5647963673,212,11.1,5647963667,56,Back,5647963675,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394283,117,1,1,15,49,ak0rmms5xl49w57i2rvid1tk9,1,43.9,60.2,2025-04-13T02:22:32.718Z,2025-04-13T02:22:37Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647963911,140,53.0,5647963917,213,1.04,5647963913,141,84.1,5647963909,56,Left,5647963915,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394313,118,1,1,15,53,ak0rmms5xl49w57i2rvid1tk9,1,55.5,77.3,2025-04-13T02:22:37.389Z,2025-04-13T02:22:40Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5647964065,141,64.6,5647964069,213,3.72,5647964061,56,Back,5647964067,212,15.9,5647964063,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394341,119,1,1,15,56,ak0rmms5xl49w57i2rvid1tk9,1,44.7,66.1,2025-04-13T02:22:40.550Z,2025-04-13T02:22:44Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647964223,140,53.8,5647964221,56,Center,5647964229,213,0.67,5647964227,212,12.2,5647964225,141,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394365,120,1,1,16,0,ak0rmms5xl49w57i2rvid1tk9,1,58.4,79.4,2025-04-13T02:22:44.318Z,2025-04-13T02:22:49Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5647964375,212,14.2,5647964373,141,59.9,5647964371,140,63.3,5647964377,213,5.08,5647964369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394389,121,1,1,16,5,ak0rmms5xl49w57i2rvid1tk9,1,67.7,79.3,2025-04-13T02:22:49.213Z,2025-04-13T02:22:52Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5647964543,140,76.7,5647964539,56,Center,5647964549,212,13.0,5647964545,141,66.1,5647964551,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394393,122,61,1,16,8,ak0rmms5xl49w57i2rvid1tk9,0,74.8,64.8,2025-04-13T02:22:51.941Z,2025-04-13T02:22:52Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5647964571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394427,158,1,1,16,9,kfq8fhwnmycbtad1u0fyefx0,1,32.0,50.0,2025-04-13T02:22:53.627Z,2025-04-13T02:22:54Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5647964745,141,61.5,5647964743,140,39.3,5647964741,56,Back,5647964749,213,0.80,5647964747,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394433,159,1,1,16,10,kfq8fhwnmycbtad1u0fyefx0,1,39.3,61.5,2025-04-13T02:22:54.458Z,2025-04-13T02:22:56Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5647964797,140,36.7,5647964799,141,35.8,5647964803,213,4.56,5647964801,212,17.7,5647964795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394451,160,1,1,16,12,kfq8fhwnmycbtad1u0fyefx0,1,36.6,32.4,2025-04-13T02:22:55.928Z,2025-04-13T02:22:59Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5647964901,213,5.48,5647964893,56,Back,5647964897,141,15.3,5647964895,140,47.2,5647964899,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394465,161,1,1,16,15,kfq8fhwnmycbtad1u0fyefx0,1,47.2,15.3,2025-04-13T02:22:58.958Z,2025-04-13T02:23:00Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5647964975,141,78.4,5647964967,155,,5647964981,1,,5647964979,213,1.02,5647964969,196,,5647964973,140,72.3,5647964977,212,50.4,5647964971,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394483,162,1,1,16,17,kfq8fhwnmycbtad1u0fyefx0,0,72.3,78.4,2025-04-13T02:23:00.700Z,2025-04-13T02:23:02Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5647965063,56,Center,5647965061,3,,5647965069,212,21.8,5647965067,141,46.9,5647965065,140,76.2,5647965071,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394507,123,3,1,16,19,ak0rmms5xl49w57i2rvid1tk9,1,30.6,50.2,2025-04-13T02:23:03.221Z,2025-04-13T02:23:08Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647965205,233,163,5647965165,56,Back,5647965167,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394499,163,45,1,16,19,kfq8fhwnmycbtad1u0fyefx0,0,69.4,49.8,2025-04-13T02:23:03.221Z,2025-04-13T02:23:07Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5647965147,286,,5647965239,233,123,5647965145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394565,125,1,1,16,21,ak0rmms5xl49w57i2rvid1tk9,1,28.9,40.9,2025-04-13T02:23:05.086Z,2025-04-13T02:23:08Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647965389,140,35.9,5647965393,212,13.7,5647965391,141,57.9,5647965387,56,Back,5647965395,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394587,126,1,1,16,23,ak0rmms5xl49w57i2rvid1tk9,1,35.2,58.2,2025-04-13T02:23:07.125Z,2025-04-13T02:23:12Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5647965475,56,Back,5647965477,140,26.6,5647965479,141,67.8,5647965483,213,2.52,5647965481,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394605,127,1,1,16,28,ak0rmms5xl49w57i2rvid1tk9,1,28.7,67.6,2025-04-13T02:23:12.117Z,2025-04-13T02:23:13Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5647965565,212,16.6,5647965559,56,Back,5647965561,140,38.6,5647965567,213,0.89,5647965563,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394607,128,1,1,16,29,ak0rmms5xl49w57i2rvid1tk9,1,38.6,86.6,2025-04-13T02:23:13.198Z,2025-04-13T02:23:14Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5647965595,140,33.7,5647965599,212,7.7,5647965601,213,3.99,5647965597,141,78.1,5647965593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394629,129,1,1,16,30,ak0rmms5xl49w57i2rvid1tk9,1,33.7,78.1,2025-04-13T02:23:14.253Z,2025-04-13T02:23:17Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5647965725,212,11.8,5647965719,56,Back,5647965723,141,66.0,5647965727,213,3.92,5647965721,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394673,130,1,1,16,33,ak0rmms5xl49w57i2rvid1tk9,1,29.1,59.4,2025-04-13T02:23:17.430Z,2025-04-13T02:23:22Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647965937,141,31.2,5647965939,212,19.9,5647965933,56,Back,5647965935,140,34.0,5647965941,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394723,131,1,1,16,38,ak0rmms5xl49w57i2rvid1tk9,0,43.7,30.4,2025-04-13T02:23:22.061Z,2025-04-13T02:23:27Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5647966197,212,56.0,5647966193,140,94.9,5647966189,56,Right,5647966201,1,,5647966199,213,6.00,5647966183,155,,5647966195,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394757,164,1,1,16,46,kfq8fhwnmycbtad1u0fyefx0,1,14.5,87.4,2025-04-13T02:23:30.186Z,2025-04-13T04:23:46Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5647966355,212,22.7,5647966357,213,4.46,5647966351,140,9.1,5647966353,141,55.1,5647966349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394801,165,1,1,16,48,kfq8fhwnmycbtad1u0fyefx0,1,9.1,55.1,2025-04-13T02:23:31.934Z,2025-04-13T04:23:48Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5647966561,213,1.01,5647966557,141,71.4,5647966559,212,13.1,5647966553,56,Back,5647966555,140,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394829,166,1,1,16,52,kfq8fhwnmycbtad1u0fyefx0,1,17.6,71.2,2025-04-13T02:23:35.996Z,2025-04-13T02:23:39Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5647966709,213,0.44,5647966705,141,87.4,5647966703,140,39.6,5647966701,56,Back,5647966707,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394855,167,1,1,16,55,kfq8fhwnmycbtad1u0fyefx0,1,39.3,89.3,2025-04-13T02:23:39.386Z,2025-04-13T02:23:43Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5647966839,212,8.6,5647966837,141,80.0,5647966833,56,Back,5647966835,140,33.8,5647966841,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394851,132,83,1,16,59,ak0rmms5xl49w57i2rvid1tk9,0,68.8,8.2,2025-04-13T02:23:42.749Z,2025-04-13T02:23:44Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5647966889,399,9x7teazvqgbnj3pnam6rf2xgp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394861,168,1,1,16,59,kfq8fhwnmycbtad1u0fyefx0,1,33.0,84.4,2025-04-13T02:23:43.085Z,2025-04-13T02:23:44Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5647966851,141,83.2,5647966853,212,12.4,5647966849,140,21.2,5647966847,56,Back,5647966855,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394877,169,1,1,17,1,kfq8fhwnmycbtad1u0fyefx0,1,21.2,83.2,2025-04-13T02:23:45.319Z,2025-04-13T02:23:48Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5647966971,141,70.3,5647966965,155,,5647966973,212,24.7,5647966969,140,43.2,5647966967,56,Back,5647966975,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394885,170,44,1,17,4,kfq8fhwnmycbtad1u0fyefx0,1,43.8,75.4,2025-04-13T02:23:48.617Z,2025-04-13T02:23:54Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5647966995,285,,5647966999,233,133,5647966993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394881,133,44,1,17,4,ak0rmms5xl49w57i2rvid1tk9,0,56.2,24.6,2025-04-13T02:23:48.618Z,2025-04-13T02:23:55Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5647966987,286,,5647966985,56,Center,5647967021,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394887,171,61,1,17,5,kfq8fhwnmycbtad1u0fyefx0,1,43.2,70.3,2025-04-13T02:23:49.383Z,2025-04-13T02:23:49Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5647966997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394895,134,1,1,17,7,ak0rmms5xl49w57i2rvid1tk9,1,50.2,27.7,2025-04-13T02:23:50.773Z,2025-04-13T02:23:51Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647967049,212,3.9,5647967045,140,53.0,5647967051,213,5.56,5647967043,56,Center,5647967047,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394907,136,1,1,17,8,ak0rmms5xl49w57i2rvid1tk9,1,53.0,23.9,2025-04-13T02:23:51.945Z,2025-04-13T02:23:53Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5647967123,140,57.8,5647967121,56,Right,5647967129,213,5.33,5647967127,212,8.7,5647967125,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394915,137,1,1,17,9,ak0rmms5xl49w57i2rvid1tk9,1,59.5,10.9,2025-04-13T02:23:53.310Z,2025-04-13T02:23:55Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5647967175,213,0.92,5647967167,56,Center,5647967169,140,65.0,5647967173,212,9.6,5647967171,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394945,138,1,1,17,11,ak0rmms5xl49w57i2rvid1tk9,1,65.5,17.9,2025-04-13T02:23:55.669Z,2025-04-13T02:23:59Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5647967343,140,63.8,5647967349,213,4.54,5647967341,56,Right,5647967347,212,10.4,5647967345,141,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394953,139,1,1,17,16,ak0rmms5xl49w57i2rvid1tk9,1,65.4,2.8,2025-04-13T02:23:59.709Z,2025-04-13T03:08:24Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5647967389,56,Right,5647967391,140,52.8,5647967397,213,2.84,5647967393,141,8.8,5647967395,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394967,140,1,1,17,18,ak0rmms5xl49w57i2rvid1tk9,1,52.8,8.8,2025-04-13T02:24:01.766Z,2025-04-13T02:24:04Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5647967491,141,24.7,5647967493,212,12.8,5647967489,140,46.3,5647967495,213,2.13,5647967487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800394987,141,1,1,17,21,ak0rmms5xl49w57i2rvid1tk9,1,46.9,26.5,2025-04-13T02:24:05.245Z,2025-04-13T02:24:09Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5647967595,212,31.9,5647967589,56,Center,5647967597,213,1.28,5647967591,140,55.5,5647967593,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395013,142,1,1,17,25,ak0rmms5xl49w57i2rvid1tk9,1,64.4,75.6,2025-04-13T02:24:09.277Z,2025-04-13T02:24:11Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647967725,213,1.42,5647967719,140,66.3,5647967717,56,Left,5647967723,212,13.0,5647967721,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395059,143,1,1,17,27,ak0rmms5xl49w57i2rvid1tk9,1,63.3,93.5,2025-04-13T02:24:11.637Z,2025-04-13T02:24:16Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5647967971,212,12.8,5647967975,213,4.06,5647967963,140,55.9,5647967967,141,78.5,5647967959,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395077,144,1,1,17,32,ak0rmms5xl49w57i2rvid1tk9,1,56.2,74.4,2025-04-13T02:24:16.086Z,2025-04-13T02:24:17Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5647968055,56,Center,5647968059,141,70.9,5647968057,140,70.3,5647968061,212,15.0,5647968063,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395087,145,1,1,17,34,ak0rmms5xl49w57i2rvid1tk9,1,70.3,70.9,2025-04-13T02:24:17.757Z,2025-04-13T02:24:19Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5647968095,140,68.3,5647968101,213,4.50,5647968093,56,Center,5647968099,212,10.1,5647968097,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395107,146,1,1,17,35,ak0rmms5xl49w57i2rvid1tk9,1,68.3,56.3,2025-04-13T02:24:18.837Z,2025-04-13T02:24:22Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5647968265,140,61.3,5647968271,213,4.30,5647968269,212,18.1,5647968263,56,Center,5647968267,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395117,147,1,1,17,38,ak0rmms5xl49w57i2rvid1tk9,1,61.3,31.9,2025-04-13T02:24:21.877Z,2025-04-13T02:24:23Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5647968293,56,Right,5647968301,213,4.17,5647968297,141,17.4,5647968299,212,11.5,5647968295,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395151,148,1,1,17,39,ak0rmms5xl49w57i2rvid1tk9,1,55.6,17.4,2025-04-13T02:24:23.069Z,2025-04-13T02:24:28Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5647968485,212,16.5,5647968481,140,68.3,5647968487,213,5.65,5647968479,56,Right,5647968483,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395161,149,1,1,17,44,ak0rmms5xl49w57i2rvid1tk9,1,69.6,5.9,2025-04-13T02:24:27.966Z,2025-04-13T03:07:38Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5647968545,141,23.9,5647968543,140,73.7,5647968549,213,1.23,5647968547,212,13.0,5647968541,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395177,150,1,1,17,45,ak0rmms5xl49w57i2rvid1tk9,1,73.7,23.9,2025-04-13T02:24:29.605Z,2025-04-13T02:24:32Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5647968665,141,10.4,5647968667,212,10.0,5647968669,213,4.30,5647968661,56,Right,5647968663,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395189,151,1,1,17,49,ak0rmms5xl49w57i2rvid1tk9,0,72.7,6.1,2025-04-13T02:24:33.372Z,2025-04-13T03:06:53Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5647968721,141,36.1,5647968723,212,30.8,5647968717,56,Center,5647968713,155,,5647968719,140,94.7,5647968725,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395197,172,12,1,17,51,kfq8fhwnmycbtad1u0fyefx0,1,6.3,71.4,2025-04-13T02:24:34.679Z,2025-04-13T02:58:31Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5647968755,56,Back,5647968781,15,,5647968763,213,6.25,5647968759,141,70.5,5647968761,212,16.1,5647968757,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395231,153,61,1,17,53,ak0rmms5xl49w57i2rvid1tk9,0,84.8,46.2,2025-04-13T02:24:37.285Z,2025-04-13T03:07:18Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5647969903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395221,152,45,1,17,54,ak0rmms5xl49w57i2rvid1tk9,0,89.1,37.7,2025-04-13T02:24:38.261Z,2025-04-13T04:10:44Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5647969023,233,173,5647968889,56,Center,5647968891,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395235,173,3,1,17,54,kfq8fhwnmycbtad1u0fyefx0,1,10.9,62.3,2025-04-13T02:24:38.261Z,2025-04-13T04:10:43Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5647968953,56,Back,5647968955,285,,5647968987,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395273,174,1,1,17,56,kfq8fhwnmycbtad1u0fyefx0,1,14.5,64.6,2025-04-13T02:24:39.777Z,2025-04-13T04:23:51Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5647969145,213,4.96,5647969137,56,Back,5647969143,212,13.6,5647969141,141,45.2,5647969139,140,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395303,176,1,1,17,59,kfq8fhwnmycbtad1u0fyefx0,1,21.8,33.3,2025-04-13T02:24:43.112Z,2025-04-13T04:23:56Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5647969225,140,27.3,5647969231,141,54.5,5647969237,213,1.19,5647969235,212,15.5,5647969221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395361,177,1,1,18,0,kfq8fhwnmycbtad1u0fyefx0,1,28.2,67.1,2025-04-13T02:24:44.627Z,2025-04-13T04:23:58Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5647969501,140,56.4,5647969507,213,0.43,5647969503,141,86.9,5647969499,56,Left,5647969509,1,,5647969497,155,,5647969505,212,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395365,178,4,1,18,7,kfq8fhwnmycbtad1u0fyefx0,1,54.4,89.6,2025-04-13T02:24:50.828Z,2025-04-13T02:24:57Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5647969539,265,,5647969543,286,,5647969555,233,154,5647969535,152,,5647969531,56,Left,5647969529,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800395345,154,4,1,18,7,ak0rmms5xl49w57i2rvid1tk9,0,45.6,10.4,2025-04-13T02:24:50.829Z,2025-04-13T02:24:58Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5647969477,56,Back,5647969481,265,,5647969583,233,178,5647969479,152,,5647969483,285,,5647969475,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
