id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/13/value
2815528801,116,5,1,14,29,8cpjplodpphtkbt0hq8sr8mqs,0,8.2,101.6,2025-05-17T01:20:59.316Z,2025-05-17T03:40:51Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5731554889,347,,5731555367,233,140,5731554887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815528873,140,5,1,14,29,5h878vnmkbuy2ummddprusxgq,1,91.8,-1.6,2025-05-17T01:20:59.316Z,2025-05-17T03:40:50Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5731555359,233,116,5731555337,347,,5731555335,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815528887,141,1,1,14,47,5h878vnmkbuy2ummddprusxgq,1,91.7,0.0,2025-05-17T01:21:17.261Z,2025-05-17T01:21:20Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5731555433,140,84.4,5731555429,107,,5731555439,213,2.10,5731555437,212,15.2,5731555435,141,17.6,5731555431,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815528895,142,1,1,14,50,5h878vnmkbuy2ummddprusxgq,1,83.6,17.6,2025-05-17T01:21:20.166Z,2025-05-17T01:21:21Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5731555471,56,Right,5731555477,212,8.1,5731555479,213,4.96,5731555473,140,85.5,5731555475,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815528943,143,1,1,14,51,5h878vnmkbuy2ummddprusxgq,1,85.5,6.1,2025-05-17T01:21:21.381Z,2025-05-17T01:21:30Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5731555727,212,7.0,5731555723,140,91.8,5731555729,213,0.33,5731555721,56,Right,5731555725,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815528955,144,1,1,15,0,5h878vnmkbuy2ummddprusxgq,1,91.8,9.4,2025-05-17T01:21:30.741Z,2025-05-17T01:21:32Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5731555797,141,6.7,5731555801,213,3.30,5731555793,56,Right,5731555795,140,80.6,5731555799,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815528959,145,1,1,15,2,5h878vnmkbuy2ummddprusxgq,1,80.6,6.7,2025-05-17T01:21:32.493Z,2025-05-17T01:21:35Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5731555819,56,Right,5731555827,213,2.83,5731555821,140,63.5,5731555825,212,18.9,5731555823,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815528963,146,1,1,15,4,5h878vnmkbuy2ummddprusxgq,1,63.5,15.3,2025-05-17T01:21:34.925Z,2025-05-17T01:21:38Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5731555853,1,,5731555845,140,41.9,5731555847,141,50.6,5731555851,213,2.33,5731555843,56,Back,5731555849,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815528985,147,1,1,15,7,5h878vnmkbuy2ummddprusxgq,1,44.5,52.4,2025-05-17T01:21:37.829Z,2025-05-17T01:21:40Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5731555927,140,54.4,5731555929,141,53.9,5731555933,213,0.10,5731555931,212,10.4,5731555925,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815528995,148,1,1,15,10,5h878vnmkbuy2ummddprusxgq,1,55.1,53.4,2025-05-17T01:21:40.590Z,2025-05-17T01:21:43Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5731555997,141,22.5,5731555993,56,Center,5731555995,140,60.7,5731556001,213,4.99,5731555999,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529005,149,1,1,15,13,5h878vnmkbuy2ummddprusxgq,1,60.6,22.4,2025-05-17T01:21:43.149Z,2025-05-17T01:21:46Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5731556069,213,1.99,5731556065,141,49.4,5731556063,140,52.9,5731556061,56,Center,5731556067,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529017,150,1,1,15,16,5h878vnmkbuy2ummddprusxgq,1,52.0,46.1,2025-05-17T01:21:46.245Z,2025-05-17T01:21:49Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5731556133,213,0.59,5731556129,141,55.4,5731556127,140,60.9,5731556125,56,Center,5731556131,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529049,151,1,1,15,18,5h878vnmkbuy2ummddprusxgq,1,60.8,55.8,2025-05-17T01:21:48.805Z,2025-05-17T01:21:52Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5731556277,56,Center,5731556285,213,1.16,5731556283,212,15.0,5731556281,141,76.0,5731556279,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529103,152,1,1,15,22,5h878vnmkbuy2ummddprusxgq,1,70.7,83.2,2025-05-17T01:21:52.244Z,2025-05-17T01:21:59Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5731556529,140,73.6,5731556533,212,8.4,5731556527,56,Left,5731556535,213,1.20,5731556531,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529115,153,1,1,15,29,5h878vnmkbuy2ummddprusxgq,1,72.6,87.8,2025-05-17T01:21:59.389Z,2025-05-17T02:07:25Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5731556601,212,44.0,5731556599,141,67.6,5731556597,140,32.8,5731556605,1,,5731556595,56,Back,5731556603,213,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529105,117,83,1,15,29,8cpjplodpphtkbt0hq8sr8mqs,0,32.5,3.7,2025-05-17T01:21:59.901Z,2025-05-17T01:22:04Z,n6ubi9lw3fjau0xzvd09myqy,J. O'Brien,,,5731556717,399,2mxaagzu9rb92z9880yjllbzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529137,154,1,1,15,31,5h878vnmkbuy2ummddprusxgq,1,32.8,67.6,2025-05-17T01:22:01.349Z,2025-05-17T01:22:04Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5731556699,141,36.1,5731556701,212,21.8,5731556697,140,28.9,5731556703,213,4.52,5731556695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529143,155,1,1,15,34,5h878vnmkbuy2ummddprusxgq,1,32.8,33.0,2025-05-17T01:22:04.156Z,2025-05-17T01:22:05Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5731556771,212,17.8,5731556765,56,Back,5731556769,141,11.4,5731556767,140,42.4,5731556773,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529157,156,1,1,15,35,5h878vnmkbuy2ummddprusxgq,1,42.4,11.4,2025-05-17T01:22:05.405Z,2025-05-17T01:22:07Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5731556843,213,2.58,5731556835,56,Back,5731556837,140,31.5,5731556841,212,13.5,5731556839,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529179,157,1,1,15,37,5h878vnmkbuy2ummddprusxgq,1,31.5,21.9,2025-05-17T01:22:07.452Z,2025-05-17T01:22:12Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5731556961,213,2.42,5731556957,141,44.9,5731556955,140,14.5,5731556953,56,Back,5731556959,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529195,158,1,1,15,42,5h878vnmkbuy2ummddprusxgq,1,14.4,45.1,2025-05-17T01:22:12.524Z,2025-05-17T01:22:15Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5731557045,56,Back,5731557053,213,1.11,5731557049,141,70.3,5731557051,212,19.2,5731557047,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529205,159,1,1,15,45,5h878vnmkbuy2ummddprusxgq,1,22.6,70.3,2025-05-17T01:22:15.685Z,2025-05-17T01:22:20Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5731557117,141,93.0,5731557125,213,0.80,5731557115,140,37.0,5731557121,212,21.6,5731557113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529213,160,1,1,15,50,5h878vnmkbuy2ummddprusxgq,1,37.0,93.0,2025-05-17T01:22:20.717Z,2025-05-17T01:22:23Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5731557153,56,Back,5731557155,140,26.6,5731557159,212,14.5,5731557161,213,3.86,5731557157,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529221,161,1,1,15,52,5h878vnmkbuy2ummddprusxgq,1,26.6,77.9,2025-05-17T01:22:23.085Z,2025-05-17T01:22:26Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5731557201,140,23.6,5731557207,213,4.57,5731557199,56,Back,5731557205,212,22.5,5731557203,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529255,162,1,1,15,56,5h878vnmkbuy2ummddprusxgq,1,24.8,41.3,2025-05-17T01:22:26.509Z,2025-05-17T01:22:38Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5731557361,140,28.5,5731557367,213,4.98,5731557359,56,Back,5731557363,141,20.1,5731557365,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529261,163,1,1,16,7,5h878vnmkbuy2ummddprusxgq,1,27.2,17.9,2025-05-17T01:22:37.852Z,2025-05-17T01:22:39Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5731557397,213,1.90,5731557391,140,22.4,5731557393,141,39.5,5731557395,212,15.5,5731557387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529269,164,1,1,16,9,5h878vnmkbuy2ummddprusxgq,1,22.3,39.1,2025-05-17T01:22:39.172Z,2025-05-17T02:07:50Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5731557443,212,28.1,5731557441,141,58.1,5731557437,56,Back,5731557439,140,46.1,5731557445,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815539531,402,1,1,16,10,5h878vnmkbuy2ummddprusxgq,1,44.4,92.3,2025-05-17T01:22:40.141Z,2025-05-17T02:07:52Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5731614207,212,8.5,5731614247,189,,5731614203,140,38.8,5731614209,213,3.95,5731614201,56,Back,5731614205,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529301,165,1,1,16,11,5h878vnmkbuy2ummddprusxgq,1,46.1,58.1,2025-05-17T01:22:41.549Z,2025-05-17T01:22:48Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5731557633,140,49.4,5731557639,213,4.83,5731557637,212,30.2,5731557635,141,14.0,5731557631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529299,118,83,1,16,18,8cpjplodpphtkbt0hq8sr8mqs,0,40.7,76.1,2025-05-17T01:22:48.212Z,2025-05-17T01:22:50Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5731557667,399,1jhs3g95t0ah1hx3fwlo14kmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529303,166,1,1,16,18,5h878vnmkbuy2ummddprusxgq,1,59.8,14.6,2025-05-17T01:22:48.724Z,2025-05-17T01:22:49Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5731557647,141,20.3,5731557645,140,43.5,5731557643,56,Back,5731557651,213,2.92,5731557649,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529327,167,1,1,16,21,5h878vnmkbuy2ummddprusxgq,1,43.5,20.3,2025-05-17T01:22:51.733Z,2025-05-17T01:22:55Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5731557771,56,Back,5731557783,212,14.8,5731557779,141,41.6,5731557775,140,40.5,5731557787,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529335,168,1,1,16,24,5h878vnmkbuy2ummddprusxgq,1,53.4,47.5,2025-05-17T01:22:54.989Z,2025-05-17T01:22:59Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5731557851,212,23.5,5731557843,56,Left,5731557845,140,53.2,5731557847,141,82.0,5731557855,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529355,169,1,1,16,29,5h878vnmkbuy2ummddprusxgq,1,65.9,80.3,2025-05-17T01:22:59.245Z,2025-05-17T01:23:02Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5731557951,56,Left,5731557957,212,18.6,5731557959,213,0.59,5731557953,140,80.6,5731557955,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529361,170,1,1,16,32,5h878vnmkbuy2ummddprusxgq,1,80.6,94.8,2025-05-17T01:23:02.612Z,2025-05-17T02:08:09Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5731557991,141,74.4,5731557989,140,74.7,5731557987,56,Center,5731557995,213,4.29,5731557993,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529375,171,1,1,16,36,5h878vnmkbuy2ummddprusxgq,1,70.5,70.5,2025-05-17T01:23:06.636Z,2025-05-17T01:23:09Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5731558071,212,8.4,5731558065,56,Center,5731558069,141,73.0,5731558073,213,0.20,5731558067,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529381,172,1,1,16,39,5h878vnmkbuy2ummddprusxgq,1,76.5,75.9,2025-05-17T01:23:09.631Z,2025-05-17T01:23:10Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5731558097,141,62.9,5731558099,212,9.5,5731558093,56,Center,5731558101,213,4.34,5731558095,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529397,173,1,1,16,40,5h878vnmkbuy2ummddprusxgq,1,73.2,62.9,2025-05-17T01:23:10.245Z,2025-05-17T01:23:13Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5731558197,213,3.37,5731558189,56,Center,5731558191,140,60.1,5731558193,141,58.2,5731558195,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529401,174,1,1,16,43,5h878vnmkbuy2ummddprusxgq,1,63.0,55.7,2025-05-17T01:23:13.660Z,2025-05-17T01:23:16Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5731558217,141,35.5,5731558213,56,Center,5731558221,213,4.47,5731558215,140,59.8,5731558219,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529413,175,1,1,16,45,5h878vnmkbuy2ummddprusxgq,1,59.8,35.5,2025-05-17T01:23:15.947Z,2025-05-17T01:23:19Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5731558277,141,17.6,5731558273,56,Right,5731558275,140,69.5,5731558279,212,15.9,5731558281,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529419,176,1,1,16,49,5h878vnmkbuy2ummddprusxgq,1,69.8,17.4,2025-05-17T01:23:19.564Z,2025-05-17T01:23:22Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5731558311,1,,5731558305,141,56.3,5731558301,56,Back,5731558309,213,2.32,5731558303,140,46.4,5731558307,212,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529427,177,1,1,16,51,5h878vnmkbuy2ummddprusxgq,1,48.3,56.3,2025-05-17T01:23:21.817Z,2025-05-17T01:23:23Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5731558361,140,63.2,5731558367,213,0.33,5731558359,56,Center,5731558365,212,16.6,5731558363,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529437,178,1,1,16,53,5h878vnmkbuy2ummddprusxgq,0,63.2,64.3,2025-05-17T01:23:23.756Z,2025-05-17T01:23:28Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5731558415,213,6.07,5731558473,236,,5731558479,286,,5731558411,141,62.6,5731558413,212,5.5,5731558407,56,Center,5731558475,233,119,5731558409,140,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529451,119,74,1,16,53,8cpjplodpphtkbt0hq8sr8mqs,1,41.5,34.5,2025-05-17T01:23:23.757Z,2025-05-17T03:39:53Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5731558573,233,178,5731558471,285,,5731558469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529461,179,1,1,16,57,5h878vnmkbuy2ummddprusxgq,1,48.0,85.7,2025-05-17T01:23:27.652Z,2025-05-17T01:23:29Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5731558537,141,78.1,5731558541,213,3.56,5731558533,56,Back,5731558539,212,12.7,5731558535,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529473,180,1,1,16,59,5h878vnmkbuy2ummddprusxgq,1,34.9,70.5,2025-05-17T01:23:29.420Z,2025-05-17T01:23:31Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5731558617,212,20.3,5731558613,140,25.7,5731558619,213,4.22,5731558611,56,Back,5731558615,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529481,181,1,1,17,0,5h878vnmkbuy2ummddprusxgq,1,29.5,39.1,2025-05-17T01:23:31.012Z,2025-05-17T01:23:34Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5731558659,212,20.4,5731558655,140,11.8,5731558653,56,Back,5731558661,213,2.71,5731558657,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529511,182,1,1,17,3,5h878vnmkbuy2ummddprusxgq,1,11.8,51.8,2025-05-17T01:23:33.900Z,2025-05-17T01:23:40Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5731558783,212,20.8,5731558785,213,0.98,5731558777,140,22.8,5731558775,56,Back,5731558781,141,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529517,183,3,1,17,8,5h878vnmkbuy2ummddprusxgq,0,25.7,90.1,2025-05-17T01:23:38.979Z,2025-05-17T03:40:00Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5731611003,233,120,5731558807,56,Back,5731610995,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529505,120,7,1,17,8,8cpjplodpphtkbt0hq8sr8mqs,1,74.3,9.9,2025-05-17T01:23:38.980Z,2025-05-17T03:40:00Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5731610787,286,,5731558759,56,Right,5731610997,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529553,121,5,1,17,11,8cpjplodpphtkbt0hq8sr8mqs,0,74.1,-1.5,2025-05-17T01:23:41.649Z,2025-05-17T03:40:51Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5731559011,56,Right,5731559057,233,184,5731559013,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529555,184,5,1,17,11,5h878vnmkbuy2ummddprusxgq,1,25.9,101.5,2025-05-17T01:23:41.649Z,2025-05-17T03:40:51Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5731559017,347,,5731559049,233,121,5731559015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529647,185,1,1,17,26,5h878vnmkbuy2ummddprusxgq,1,29.4,100.0,2025-05-17T01:23:56.339Z,2025-05-17T01:24:05Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5731559567,141,92.1,5731559561,107,,5731559565,140,48.3,5731559563,56,Back,5731559571,213,5.97,5731559569,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529621,122,83,1,17,30,8cpjplodpphtkbt0hq8sr8mqs,0,63.2,8.6,2025-05-17T01:24:00.877Z,2025-05-17T01:24:06Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5731559605,399,cqmvrx028gh19yh8qh7w01y0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815530659,158,83,1,17,31,8cpjplodpphtkbt0hq8sr8mqs,0,57.7,7.7,2025-05-17T01:24:02.108Z,2025-05-17T01:28:24Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5731565291,399,cqmvrx028gh19yh8qh7w01y0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529649,186,50,1,17,32,5h878vnmkbuy2ummddprusxgq,1,41.6,90.1,2025-05-17T01:24:02.708Z,2025-05-17T03:40:01Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5731559753,233,123,5731559585,286,,5731559583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529667,123,7,1,17,32,8cpjplodpphtkbt0hq8sr8mqs,0,58.4,9.9,2025-05-17T01:24:02.709Z,2025-05-17T03:40:01Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5731559731,285,,5731559691,56,Right,5731559727,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815530719,159,45,1,17,35,8cpjplodpphtkbt0hq8sr8mqs,0,59.8,9.4,2025-05-17T01:24:05.180Z,2025-05-17T01:28:50Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5731565511,285,,5731565509,56,Right,5731565801,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815530765,219,3,1,17,35,5h878vnmkbuy2ummddprusxgq,1,40.2,90.6,2025-05-17T01:24:05.180Z,2025-05-17T01:28:51Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5731565783,56,Back,5731565785,286,,5731565789,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529661,188,1,1,17,37,5h878vnmkbuy2ummddprusxgq,1,47.7,88.4,2025-05-17T01:24:07.380Z,2025-05-17T01:24:08Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5731559657,212,4.3,5731559651,56,Back,5731559653,140,43.9,5731559655,141,85.9,5731559659,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529671,189,1,1,17,37,5h878vnmkbuy2ummddprusxgq,1,43.9,85.9,2025-05-17T01:24:07.955Z,2025-05-17T02:08:57Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5731559707,56,Back,5731559713,212,6.7,5731559709,140,49.6,5731559715,213,5.82,5731559711,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529659,187,1,1,17,38,5h878vnmkbuy2ummddprusxgq,0,47.5,92.1,2025-05-17T01:24:08.683Z,2025-05-17T02:08:55Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5731559637,56,Back,5731559641,141,88.4,5731559645,213,4.80,5731559643,212,2.5,5731559639,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529675,124,8,1,17,38,8cpjplodpphtkbt0hq8sr8mqs,1,62.4,24.3,2025-05-17T01:24:08.909Z,2025-05-17T01:24:09Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5731559725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529687,126,43,1,17,41,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-17T01:24:11.396Z,2025-05-17T01:27:27Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5731564231,144,56,5731559775,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529709,127,1,1,17,41,8cpjplodpphtkbt0hq8sr8mqs,0,71.4,52.6,2025-05-17T01:24:11.452Z,2025-05-17T02:02:56Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5731610197,1,,5731559927,213,1.35,5731559919,56,Left,5731559921,140,78.4,5731559923,141,100.0,5731559925,212,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529715,129,5,1,17,45,8cpjplodpphtkbt0hq8sr8mqs,0,80.8,101.4,2025-05-17T01:24:16.059Z,2025-05-17T03:40:52Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5731559945,56,Left,5731560005,233,190,5731559947,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529723,190,5,1,17,45,5h878vnmkbuy2ummddprusxgq,1,19.2,-1.4,2025-05-17T01:24:16.059Z,2025-05-17T03:40:52Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5731559981,347,,5731559979,56,Back,5731560001,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529713,128,43,1,17,47,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-17T01:24:17.212Z,2025-05-17T02:02:54Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5731559941,56,Left,5731610199,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815529743,191,1,1,17,52,5h878vnmkbuy2ummddprusxgq,1,19.0,0.0,2025-05-17T01:24:23.115Z,2025-05-17T01:24:27Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5731560099,213,1.16,5731560093,140,23.5,5731560097,212,11.7,5731560089,107,,5731560095,141,14.4,5731560091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
