id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/16/value
2818587741,121,1,1,11,2,5qfq6cwtrgzd2szijivns7rjl,1,25.2,24.0,2025-05-24T23:18:22.574Z,2025-05-24T23:18:26Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748426449,213,6.19,5748426443,140,71.0,5748426447,212,48.3,5748426445,141,17.6,5748426441,56,Right,5748426451,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818587789,122,1,1,11,5,5qfq6cwtrgzd2szijivns7rjl,1,53.1,18.2,2025-05-24T23:18:26.102Z,2025-05-24T23:18:29Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748426665,213,2.52,5748426661,212,21.7,5748426653,56,Back,5748426655,140,36.3,5748426659,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818587841,123,1,1,11,9,5qfq6cwtrgzd2szijivns7rjl,1,32.9,46.1,2025-05-24T23:18:29.704Z,2025-05-24T23:18:34Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5748426947,213,1.38,5748426943,141,70.5,5748426945,212,16.9,5748426941,140,36.0,5748426939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818587909,124,1,1,11,13,5qfq6cwtrgzd2szijivns7rjl,1,37.3,73.9,2025-05-24T23:18:33.877Z,2025-05-24T23:18:38Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5748427247,141,90.2,5748427245,140,63.9,5748427251,213,0.38,5748427249,212,30.0,5748427243,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818587995,125,1,1,11,17,5qfq6cwtrgzd2szijivns7rjl,1,66.0,92.6,2025-05-24T23:18:38.053Z,2025-05-24T23:18:44Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5748427663,56,Left,5748427665,140,59.8,5748427671,213,3.90,5748427669,212,8.9,5748427667,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588067,126,1,1,11,23,5qfq6cwtrgzd2szijivns7rjl,1,44.5,68.1,2025-05-24T23:18:43.814Z,2025-05-24T23:18:48Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5748428043,141,11.1,5748428049,1,,5748428045,212,41.1,5748428039,56,Right,5748428041,140,57.5,5748428047,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588079,127,1,1,11,27,5qfq6cwtrgzd2szijivns7rjl,1,60.0,11.1,2025-05-24T23:18:47.861Z,2025-05-24T23:18:50Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748428145,56,Right,5748428151,212,9.2,5748428147,140,66.1,5748428153,213,0.81,5748428149,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588087,128,1,1,11,29,5qfq6cwtrgzd2szijivns7rjl,1,64.1,15.6,2025-05-24T23:18:49.957Z,2025-05-24T23:18:50Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5748428195,56,Right,5748428197,140,64.6,5748428203,213,5.12,5748428201,212,1.3,5748428199,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588093,129,1,1,11,30,5qfq6cwtrgzd2szijivns7rjl,0,64.6,13.8,2025-05-24T23:18:50.662Z,2025-05-24T23:18:51Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748428215,140,63.2,5748428213,56,Center,5748428219,212,5.8,5748428221,213,1.83,5748428217,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588101,116,8,1,11,31,ck22dnk93ng8ax7wonlff7yms,1,34.5,75.7,2025-05-24T23:18:51.637Z,2025-05-24T23:18:51Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748428245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588115,117,50,1,11,32,ck22dnk93ng8ax7wonlff7yms,1,36.9,76.5,2025-05-24T23:18:52.708Z,2025-05-25T02:02:50Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748428297,56,Back,5748428299,286,,5748428413,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588137,130,7,1,11,32,5qfq6cwtrgzd2szijivns7rjl,1,63.1,23.5,2025-05-24T23:18:52.709Z,2025-05-25T02:02:50Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748428367,285,,5748428365,56,Center,5748428387,233,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588193,131,1,1,11,34,5qfq6cwtrgzd2szijivns7rjl,1,55.4,27.3,2025-05-24T23:18:54.766Z,2025-05-24T23:18:59Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5748428649,56,Back,5748428653,141,25.3,5748428657,213,3.20,5748428655,212,24.8,5748428651,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588203,132,1,1,11,39,5qfq6cwtrgzd2szijivns7rjl,1,32.2,31.8,2025-05-24T23:18:59.438Z,2025-05-24T23:19:00Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748428717,141,28.2,5748428719,212,3.9,5748428721,213,5.61,5748428713,56,Back,5748428715,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588219,133,1,1,11,40,5qfq6cwtrgzd2szijivns7rjl,1,35.1,28.2,2025-05-24T23:19:00.486Z,2025-05-24T23:19:01Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5748428787,141,30.9,5748428785,140,51.1,5748428791,213,0.11,5748428789,212,16.9,5748428783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588249,134,1,1,11,41,5qfq6cwtrgzd2szijivns7rjl,1,52.2,31.5,2025-05-24T23:19:01.550Z,2025-05-24T23:19:03Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5748428927,56,Back,5748428929,140,40.2,5748428931,141,20.3,5748428935,213,3.69,5748428933,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588287,135,1,1,11,42,5qfq6cwtrgzd2szijivns7rjl,1,40.2,20.3,2025-05-24T23:19:03.022Z,2025-05-24T23:19:06Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748429143,56,Right,5748429149,212,21.9,5748429151,213,6.05,5748429145,140,60.5,5748429147,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588317,136,1,1,11,45,5qfq6cwtrgzd2szijivns7rjl,1,56.8,10.9,2025-05-24T23:19:06.158Z,2025-05-24T23:19:08Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748429301,212,22.6,5748429305,213,2.88,5748429291,140,36.0,5748429295,141,19.5,5748429287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588365,137,1,1,11,48,5qfq6cwtrgzd2szijivns7rjl,1,35.7,19.7,2025-05-24T23:19:08.750Z,2025-05-24T23:19:12Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748429611,140,29.4,5748429615,212,21.8,5748429613,141,50.3,5748429609,56,Back,5748429617,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588385,138,1,1,11,51,5qfq6cwtrgzd2szijivns7rjl,1,29.4,50.3,2025-05-24T23:19:12.014Z,2025-05-24T23:19:14Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748429727,140,28.3,5748429733,212,19.1,5748429725,56,Back,5748429735,213,4.65,5748429731,141,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588417,139,1,1,11,54,5qfq6cwtrgzd2szijivns7rjl,1,25.6,26.8,2025-05-24T23:19:14.405Z,2025-05-24T23:19:16Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748429911,213,0.45,5748429903,56,Back,5748429909,212,18.4,5748429905,140,41.4,5748429907,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588447,140,1,1,11,55,5qfq6cwtrgzd2szijivns7rjl,1,52.7,25.3,2025-05-24T23:19:16.245Z,2025-05-24T23:19:18Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5748430067,140,56.8,5748430073,213,5.44,5748430069,141,18.2,5748430063,56,Right,5748430071,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588459,141,1,1,11,58,5qfq6cwtrgzd2szijivns7rjl,1,57.6,23.7,2025-05-24T23:19:18.765Z,2025-05-24T23:19:20Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748430133,140,62.7,5748430139,213,0.98,5748430135,141,35.4,5748430131,56,Center,5748430137,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588501,142,1,1,12,0,5qfq6cwtrgzd2szijivns7rjl,1,65.5,35.8,2025-05-24T23:19:20.453Z,2025-05-24T23:19:25Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5748430345,56,Right,5748430351,212,11.3,5748430347,140,69.9,5748430353,213,5.14,5748430349,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588507,143,4,1,12,5,5qfq6cwtrgzd2szijivns7rjl,1,71.4,22.1,2025-05-24T23:19:25.478Z,2025-05-25T02:02:28Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5748430409,13,,5748430417,152,,5748430507,233,118,5748430421,265,,5748430425,286,,5748430413,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818588515,118,4,1,12,5,ck22dnk93ng8ax7wonlff7yms,0,28.6,77.9,2025-05-24T23:19:25.479Z,2025-05-25T02:02:29Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748430473,265,,5748430467,13,,5748430471,152,,5748430475,285,,5748430527,233,143,5748430469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589259,144,1,1,12,56,5qfq6cwtrgzd2szijivns7rjl,0,64.7,13.2,2025-05-24T23:20:16.790Z,2025-05-24T23:20:19Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5748434067,1,,5748434057,56,Center,5748434051,5,,5748434055,152,,5748434065,213,0.70,5748434061,141,52.2,5748434049,2,,5748434059,140,94.7,5748434063,212,41.2,5748434053,155,,,,,,,,,,,,,,,,,,,,,,,,
2818589335,120,1,1,13,5,ck22dnk93ng8ax7wonlff7yms,1,10.4,50.0,2025-05-24T23:20:26.211Z,2025-05-24T23:20:31Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5748434449,123,,5748434459,213,0.83,5748434525,287,,5748434453,140,26.1,5748434457,212,24.5,5748434451,56,Back,5748434455,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589425,121,1,1,13,11,ck22dnk93ng8ax7wonlff7yms,1,34.5,79.3,2025-05-24T23:20:31.612Z,2025-05-24T23:20:35Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748434913,212,9.3,5748434915,213,1.05,5748434911,141,91.1,5748434909,140,38.9,5748434907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589489,122,1,1,13,14,ck22dnk93ng8ax7wonlff7yms,1,37.0,88.7,2025-05-24T23:20:35.363Z,2025-05-24T23:20:39Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5748435187,212,15.9,5748435189,213,4.19,5748435183,140,29.4,5748435181,56,Back,5748435185,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589543,123,1,1,13,18,ck22dnk93ng8ax7wonlff7yms,1,31.4,64.8,2025-05-24T23:20:39.307Z,2025-05-24T23:20:42Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748435539,212,21.2,5748435541,213,4.78,5748435537,141,33.7,5748435533,56,Back,5748435535,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589603,124,1,1,13,22,ck22dnk93ng8ax7wonlff7yms,1,35.2,29.8,2025-05-24T23:20:42.619Z,2025-05-24T23:20:46Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748435821,213,5.79,5748435819,212,26.2,5748435817,141,11.7,5748435815,140,57.2,5748435813,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589637,125,1,1,13,26,ck22dnk93ng8ax7wonlff7yms,1,56.0,11.6,2025-05-24T23:20:46.658Z,2025-05-24T23:20:50Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5748435995,56,Center,5748436003,213,1.35,5748435997,140,58.4,5748436001,212,11.8,5748435999,141,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589679,126,1,1,13,29,ck22dnk93ng8ax7wonlff7yms,1,59.9,29.2,2025-05-24T23:20:49.869Z,2025-05-25T00:02:54Z,cf36p7zpnrtxhebod6rtsmr1m,A. Midence,,,5748436221,212,10.5,5748436219,141,44.6,5748436213,56,Center,5748436223,213,1.45,5748436215,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589717,127,1,1,13,33,ck22dnk93ng8ax7wonlff7yms,1,65.1,53.6,2025-05-24T23:20:53.723Z,2025-05-24T23:20:55Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748436411,140,76.3,5748436415,212,18.9,5748436413,141,75.4,5748436409,56,Center,5748436417,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589763,128,1,1,13,35,ck22dnk93ng8ax7wonlff7yms,1,76.8,77.5,2025-05-24T23:20:55.536Z,2025-05-25T00:01:20Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5748436563,212,10.3,5748436561,141,63.6,5748436565,213,5.12,5748436559,140,80.7,5748436557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818618015,404,1,1,13,36,ck22dnk93ng8ax7wonlff7yms,1,83.7,59.6,2025-05-24T23:20:56.380Z,2025-05-25T00:01:39Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5748589933,141,68.8,5748589931,140,78.6,5748589935,212,8.2,5748589937,213,2.28,5748589929,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589807,145,43,1,13,38,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-05-24T23:20:59.181Z,2025-05-25T00:02:53Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5748593757,144,8,5748436743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589809,129,50,1,13,38,ck22dnk93ng8ax7wonlff7yms,1,78.4,70.2,2025-05-24T23:20:59.276Z,2025-05-25T02:02:51Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5748596443,233,146,5748436749,56,Center,5748436751,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589847,146,7,1,13,38,5qfq6cwtrgzd2szijivns7rjl,0,21.6,29.8,2025-05-24T23:20:59.277Z,2025-05-25T02:02:51Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5748596413,233,129,5748436913,285,,5748436911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589841,130,1,1,13,40,ck22dnk93ng8ax7wonlff7yms,1,77.4,78.7,2025-05-24T23:21:01.101Z,2025-05-24T23:21:02Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5748436891,141,68.4,5748436895,212,7.6,5748436889,140,74.7,5748436887,56,Center,5748436897,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589865,131,1,1,13,41,ck22dnk93ng8ax7wonlff7yms,1,74.7,68.2,2025-05-24T23:21:01.821Z,2025-05-24T23:21:03Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748437005,140,73.6,5748437007,141,55.1,5748437011,213,4.58,5748437003,56,Center,5748437009,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589897,132,1,1,13,43,ck22dnk93ng8ax7wonlff7yms,1,72.5,56.0,2025-05-24T23:21:03.469Z,2025-05-25T00:05:30Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5748437169,141,34.0,5748437167,140,74.9,5748437173,213,4.88,5748437165,56,Center,5748437171,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818620677,405,1,1,13,45,ck22dnk93ng8ax7wonlff7yms,1,76.0,23.3,2025-05-24T23:21:05.380Z,2025-05-25T00:05:48Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5748603423,141,27.3,5748603425,212,14.7,5748603421,140,62.2,5748603419,56,Center,5748603427,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589911,147,43,1,13,47,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-05-24T23:21:07.537Z,2025-05-25T00:05:47Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5748437265,56,Back,5748603379,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818589959,133,1,1,13,51,ck22dnk93ng8ax7wonlff7yms,1,60.5,26.2,2025-05-24T23:21:11.492Z,2025-05-24T23:21:13Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748437593,213,1.63,5748437587,140,59.9,5748437585,56,Center,5748437589,141,40.7,5748437591,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590027,134,1,1,13,52,ck22dnk93ng8ax7wonlff7yms,1,59.9,40.7,2025-05-24T23:21:13.195Z,2025-05-24T23:21:18Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748437889,56,Back,5748437893,140,48.0,5748437895,141,59.3,5748437899,213,2.35,5748437897,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590039,135,1,1,13,57,ck22dnk93ng8ax7wonlff7yms,1,47.5,56.7,2025-05-24T23:21:18.323Z,2025-05-25T00:06:04Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748438007,212,14.0,5748438005,141,38.2,5748438001,56,Center,5748438009,213,5.16,5748438003,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590047,136,1,1,14,0,ck22dnk93ng8ax7wonlff7yms,1,55.1,36.3,2025-05-24T23:21:20.437Z,2025-05-24T23:21:21Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748438099,213,5.18,5748438083,56,Right,5748438097,212,14.0,5748438087,140,61.1,5748438093,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590085,137,1,1,14,1,ck22dnk93ng8ax7wonlff7yms,1,61.1,17.9,2025-05-24T23:21:21.461Z,2025-05-24T23:21:24Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748438263,56,Right,5748438271,213,5.76,5748438265,140,73.0,5748438267,141,7.4,5748438269,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590109,138,1,1,14,3,ck22dnk93ng8ax7wonlff7yms,1,72.9,5.8,2025-05-24T23:21:23.796Z,2025-05-24T23:21:25Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5748438387,141,11.7,5748438385,140,71.0,5748438391,213,2.03,5748438389,212,4.5,5748438383,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590127,139,1,1,14,5,ck22dnk93ng8ax7wonlff7yms,1,70.3,12.0,2025-05-24T23:21:25.619Z,2025-05-24T23:21:27Z,cf36p7zpnrtxhebod6rtsmr1m,A. Midence,,,5748438509,141,22.8,5748438511,212,7.4,5748438507,140,70.0,5748438505,56,Center,5748438513,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590167,140,1,1,14,6,ck22dnk93ng8ax7wonlff7yms,1,69.9,20.4,2025-05-24T23:21:27.140Z,2025-05-24T23:21:30Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748438699,140,78.1,5748438715,213,0.47,5748438703,141,26.8,5748438709,212,9.6,5748438697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590171,141,61,1,14,9,ck22dnk93ng8ax7wonlff7yms,0,79.6,25.8,2025-05-24T23:21:30.210Z,2025-05-24T23:21:30Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748438723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590219,148,1,1,14,10,5qfq6cwtrgzd2szijivns7rjl,1,33.3,76.3,2025-05-24T23:21:31.333Z,2025-05-24T23:21:34Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5748438947,213,2.24,5748438943,141,85.9,5748438941,140,28.4,5748438945,212,8.3,5748438939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590241,149,1,1,14,14,5qfq6cwtrgzd2szijivns7rjl,1,28.4,85.9,2025-05-24T23:21:34.725Z,2025-05-24T23:21:36Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5748439037,56,Back,5748439045,213,3.78,5748439039,140,20.1,5748439041,141,76.4,5748439043,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590255,150,1,1,14,15,5qfq6cwtrgzd2szijivns7rjl,0,20.0,76.3,2025-05-24T23:21:36.061Z,2025-05-25T00:02:16Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5748439111,56,Back,5748439115,141,91.4,5748439113,140,44.5,5748439109,155,,5748439119,213,0.38,5748439117,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590309,143,1,1,14,17,ck22dnk93ng8ax7wonlff7yms,1,55.4,5.0,2025-05-24T23:21:38.226Z,2025-05-24T23:21:41Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5748439373,141,10.3,5748439371,140,66.7,5748439375,212,12.4,5748439369,56,Right,5748439377,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590321,144,1,1,14,21,ck22dnk93ng8ax7wonlff7yms,1,62.4,15.2,2025-05-24T23:21:41.497Z,2025-05-24T23:21:42Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5748439443,213,2.55,5748439427,140,45.9,5748439439,212,20.9,5748439433,141,32.4,5748439425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590365,145,1,1,14,21,ck22dnk93ng8ax7wonlff7yms,1,45.9,32.4,2025-05-24T23:21:42.374Z,2025-05-24T23:21:45Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748439687,141,28.5,5748439685,140,57.9,5748439691,213,6.08,5748439689,212,12.9,5748439683,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590405,146,1,1,14,25,ck22dnk93ng8ax7wonlff7yms,1,54.2,28.6,2025-05-24T23:21:45.614Z,2025-05-24T23:21:48Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748439923,56,Right,5748439931,213,4.96,5748439925,140,56.7,5748439927,141,13.1,5748439929,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590415,147,1,1,14,28,ck22dnk93ng8ax7wonlff7yms,1,59.5,14.9,2025-05-24T23:21:48.675Z,2025-05-24T23:21:49Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748439991,141,22.8,5748439995,213,1.40,5748439989,140,60.4,5748439993,212,5.5,5748439985,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590467,148,1,1,14,29,ck22dnk93ng8ax7wonlff7yms,1,60.5,22.8,2025-05-24T23:21:49.676Z,2025-05-24T23:21:53Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5748440215,141,29.5,5748440211,140,62.7,5748440223,213,1.10,5748440209,56,Center,5748440219,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590493,149,1,1,14,32,ck22dnk93ng8ax7wonlff7yms,1,62.4,34.3,2025-05-24T23:21:53.163Z,2025-05-24T23:21:56Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5748440377,56,Center,5748440383,212,16.8,5748440379,140,54.2,5748440385,213,2.11,5748440381,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590541,150,1,1,14,35,ck22dnk93ng8ax7wonlff7yms,1,56.8,62.7,2025-05-24T23:21:56.059Z,2025-05-24T23:22:00Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5748440717,56,Left,5748440725,213,0.86,5748440721,141,92.7,5748440719,140,73.5,5748440723,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590583,151,1,1,14,39,ck22dnk93ng8ax7wonlff7yms,1,76.3,90.8,2025-05-24T23:22:00.222Z,2025-05-24T23:22:04Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5748440953,140,90.3,5748440959,213,6.06,5748440955,141,85.9,5748440951,56,Left,5748440957,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818590587,152,50,1,14,44,ck22dnk93ng8ax7wonlff7yms,1,89.1,88.4,2025-05-24T23:22:04.611Z,2025-05-25T02:02:52Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5748441113,233,152,5748440979,56,Left,5748440981,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
