id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2785826745,197,5,1,19,20,5x54jbfk11lrsmipgsx7cdbai,0,35.1,101.2,2025-03-09T01:27:20.884Z,2025-03-09T03:33:12Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5567965283,347,,5567965813,233,138,5567965281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785826845,139,1,1,19,29,c9xffml4i7ihblp1qhus9w3fu,1,62.4,0.0,2025-03-09T01:27:30.419Z,2025-03-09T01:27:32Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5567965855,56,Center,5567965865,1,,5567965859,141,43.9,5567965863,213,1.51,5567965853,107,,5567965861,212,30.9,5567965857,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785826937,140,1,1,19,30,c9xffml4i7ihblp1qhus9w3fu,1,64.3,43.9,2025-03-09T01:27:31.634Z,2025-03-09T01:27:42Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567966399,212,31.4,5567966395,140,75.2,5567966401,213,1.20,5567966393,56,Left,5567966397,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785826941,141,1,1,19,31,c9xffml4i7ihblp1qhus9w3fu,0,75.5,86.8,2025-03-09T01:27:32.524Z,2025-03-09T01:32:56Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5567966427,2,,5567966433,140,88.8,5567966437,212,17.1,5567966439,213,5.67,5567966431,56,Center,5567966435,141,72.3,5567966429,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785826857,198,12,1,19,32,5x54jbfk11lrsmipgsx7cdbai,1,6.9,38.9,2025-03-09T01:27:33.308Z,2025-03-09T01:27:42Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5567965941,212,25.0,5567965937,140,10.6,5567965983,15,,5567965935,56,Back,5567965939,141,2.6,5567965943,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785826933,199,4,1,19,35,5x54jbfk11lrsmipgsx7cdbai,1,11.5,5.4,2025-03-09T01:27:36.139Z,2025-03-09T03:32:14Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5567966411,56,Back,5567978589,233,142,5567966417,285,,5567966415,265,,5567966409,13,,5567966413,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785826993,142,4,1,19,35,c9xffml4i7ihblp1qhus9w3fu,0,88.5,94.6,2025-03-09T01:27:36.140Z,2025-03-09T01:33:00Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5567966757,13,,5567966761,152,,5567978629,233,199,5567966763,265,,5567966759,56,Left,5567966765,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827333,200,1,1,20,33,5x54jbfk11lrsmipgsx7cdbai,0,9.0,6.8,2025-03-09T01:28:34.588Z,2025-03-09T03:27:17Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5567968737,213,0.01,5567968727,152,,5567968731,140,70.2,5567968723,5,,5567968733,141,7.9,5567968735,212,64.3,5567968729,56,Right,5567968725,157,,5567968739,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785849021,368,1,1,20,34,c9xffml4i7ihblp1qhus9w3fu,0,16.9,79.0,2025-03-09T01:28:34.664Z,2025-03-09T03:30:41Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5568088597,212,5.1,5568088589,157,,5568088593,140,15.1,5568088595,141,72.1,5568088591,56,Back,5568088599,213,4.33,5568088601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827339,201,44,1,20,36,5x54jbfk11lrsmipgsx7cdbai,1,65.2,11.7,2025-03-09T01:28:37.291Z,2025-03-09T03:32:50Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5567968767,286,,5567968801,233,143,5567968765,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827343,143,44,1,20,36,c9xffml4i7ihblp1qhus9w3fu,0,34.8,88.3,2025-03-09T01:28:37.292Z,2025-03-09T02:02:40Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5567968829,233,201,5567968783,285,,5567968781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827357,202,1,1,20,36,5x54jbfk11lrsmipgsx7cdbai,0,70.2,7.9,2025-03-09T01:28:37.500Z,2025-03-09T03:36:50Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5567968899,3,,5567968901,168,,5567968911,213,0.33,5567968907,141,15.9,5567968909,212,16.6,5567968905,140,85.1,5567968903,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827377,144,61,1,20,42,c9xffml4i7ihblp1qhus9w3fu,1,12.1,70.5,2025-03-09T01:28:43.547Z,2025-03-09T02:02:42Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5567969031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827393,146,1,1,20,45,c9xffml4i7ihblp1qhus9w3fu,1,16.4,86.5,2025-03-09T01:28:45.746Z,2025-03-09T02:03:10Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5567969131,140,30.1,5567969135,212,15.3,5567969129,56,Back,5567969133,141,78.9,5567969137,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827397,147,1,1,20,45,c9xffml4i7ihblp1qhus9w3fu,0,23.4,41.1,2025-03-09T01:28:46.347Z,2025-03-09T02:03:10Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5567969209,213,5.03,5567969201,56,Back,5567969205,141,10.9,5567969203,140,29.8,5567969207,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830699,202,1,1,20,46,c9xffml4i7ihblp1qhus9w3fu,0,24.5,13.8,2025-03-09T01:28:46.786Z,2025-03-09T01:41:10Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5567989877,56,Center,5567989887,1,,5567989881,141,42.5,5567989883,212,49.5,5567989875,155,,5567989879,140,67.8,5567989885,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827407,203,8,1,20,47,5x54jbfk11lrsmipgsx7cdbai,1,67.3,12.9,2025-03-09T01:28:48.611Z,2025-03-09T01:28:48Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5567969249,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827431,205,1,1,20,49,5x54jbfk11lrsmipgsx7cdbai,1,77.3,11.1,2025-03-09T01:28:49.747Z,2025-03-09T01:28:50Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5567969413,140,63.8,5567969419,213,3.23,5567969415,141,9.2,5567969417,212,14.2,5567969411,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827443,206,1,1,20,50,5x54jbfk11lrsmipgsx7cdbai,1,63.8,9.2,2025-03-09T01:28:50.683Z,2025-03-09T03:29:17Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5567969509,140,83.1,5567969513,212,24.0,5567969505,155,,5567969515,213,0.57,5567969511,141,28.2,5567969507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827455,207,61,1,20,52,5x54jbfk11lrsmipgsx7cdbai,1,81.7,29.7,2025-03-09T01:28:53.356Z,2025-03-09T03:30:18Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5567969571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828193,215,3,1,20,53,5x54jbfk11lrsmipgsx7cdbai,0,81.2,23.8,2025-03-09T01:28:53.755Z,2025-03-09T03:32:31Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5568350409,233,369,5568350385,286,,5567974191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785849597,369,7,1,20,53,c9xffml4i7ihblp1qhus9w3fu,1,18.8,76.2,2025-03-09T01:28:53.756Z,2025-03-09T03:32:30Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5568091691,285,,5568091689,56,Back,5568350387,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827497,149,1,1,20,55,c9xffml4i7ihblp1qhus9w3fu,0,19.5,82.8,2025-03-09T01:28:55.756Z,2025-03-09T02:04:04Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5567969817,56,Back,5567969825,213,4.98,5567969821,141,60.1,5567969823,212,16.0,5567969819,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785849809,370,1,1,20,56,c9xffml4i7ihblp1qhus9w3fu,1,22.8,53.1,2025-03-09T01:28:56.664Z,2025-03-09T02:03:52Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5568092723,213,4.71,5568092717,140,22.8,5568092715,56,Back,5568092719,141,16.4,5568092721,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785849861,371,1,1,20,57,c9xffml4i7ihblp1qhus9w3fu,0,24.2,11.0,2025-03-09T01:28:57.664Z,2025-03-09T02:03:58Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5568092983,141,51.0,5568092977,155,,5568092987,213,0.44,5568092989,1,,5568092979,56,Center,5568092981,140,79.2,5568092985,212,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827561,208,44,1,20,58,5x54jbfk11lrsmipgsx7cdbai,1,32.8,63.3,2025-03-09T01:28:58.771Z,2025-03-09T03:32:50Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5567970183,285,,5568322569,233,223,5567970181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785832347,223,44,1,20,58,c9xffml4i7ihblp1qhus9w3fu,0,67.2,36.7,2025-03-09T01:28:58.772Z,2025-03-09T03:32:51Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5568322591,233,208,5567999561,56,Center,5567999563,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827567,209,12,1,20,58,5x54jbfk11lrsmipgsx7cdbai,1,31.2,73.6,2025-03-09T01:28:59.235Z,2025-03-09T03:27:57Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5567970219,140,38.2,5567970223,212,7.6,5567970221,141,70.8,5567970225,213,6.03,5567970229,15,,5567970217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827529,150,1,1,20,59,c9xffml4i7ihblp1qhus9w3fu,1,22.9,54.3,2025-03-09T01:29:00.083Z,2025-03-09T03:28:01Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567969989,212,29.7,5567969985,140,23.9,5567969991,213,4.75,5567969983,56,Back,5567969987,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827557,151,1,1,21,1,c9xffml4i7ihblp1qhus9w3fu,0,25.2,7.0,2025-03-09T01:29:02.292Z,2025-03-09T01:29:05Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5567970161,213,0.52,5567970151,155,,5567970157,141,44.8,5567970159,212,52.0,5567970155,140,68.2,5567970153,56,Center,5567970163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827583,210,1,1,21,7,5x54jbfk11lrsmipgsx7cdbai,1,38.2,70.8,2025-03-09T01:29:07.867Z,2025-03-09T01:29:09Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5567970321,140,44.0,5567970325,212,10.2,5567970317,3,,5567970327,213,5.35,5567970319,56,Back,5567970323,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827585,211,50,1,21,8,5x54jbfk11lrsmipgsx7cdbai,1,43.6,52.4,2025-03-09T01:29:09.587Z,2025-03-09T03:32:32Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5567970339,286,,5567970537,233,152,5567970337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827605,152,7,1,21,8,c9xffml4i7ihblp1qhus9w3fu,1,56.4,47.6,2025-03-09T01:29:09.588Z,2025-03-09T03:32:31Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5567970435,285,,5567970499,233,211,5567970433,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827723,154,1,1,21,14,c9xffml4i7ihblp1qhus9w3fu,1,54.1,49.9,2025-03-09T01:29:14.683Z,2025-03-09T01:29:28Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5567971173,212,2.6,5567971169,140,53.2,5567971171,141,46.4,5567971175,213,4.33,5567971167,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785827877,213,27,1,21,36,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-03-09T01:29:37.387Z,2025-03-09T01:29:51Z,,,,,5567972159,41,Injury,5567972161,53,b6t0f1g03ixymivs4fbaiewic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828157,214,28,1,23,30,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-03-09T01:31:31.491Z,2025-03-09T01:31:52Z,,,,,5567973953,55,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828471,156,28,1,23,46,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-09T01:31:47.027Z,2025-03-09T01:31:47Z,,,,,5567976101,55,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828503,158,1,1,23,49,c9xffml4i7ihblp1qhus9w3fu,1,53.0,31.2,2025-03-09T01:31:50.418Z,2025-03-09T01:31:51Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567976257,141,63.6,5567976261,213,1.59,5567976253,56,Center,5567976255,140,52.5,5567976259,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828515,159,1,1,23,50,c9xffml4i7ihblp1qhus9w3fu,1,52.5,63.6,2025-03-09T01:31:51.634Z,2025-03-09T01:31:55Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5567976329,141,94.8,5567976325,56,Left,5567976333,213,0.89,5567976331,212,27.3,5567976327,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828519,160,1,1,23,54,c9xffml4i7ihblp1qhus9w3fu,1,68.9,94.8,2025-03-09T01:31:54.834Z,2025-03-09T01:31:56Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5567976363,213,3.68,5567976355,56,Left,5567976359,141,83.3,5567976357,140,56.3,5567976361,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828531,161,1,1,23,55,c9xffml4i7ihblp1qhus9w3fu,0,56.3,83.3,2025-03-09T01:31:56.338Z,2025-03-09T01:31:57Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5567976417,56,Left,5567976425,213,6.16,5567976421,141,81.5,5567976423,212,10.2,5567976419,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828527,217,8,1,23,56,5x54jbfk11lrsmipgsx7cdbai,1,37.6,23.7,2025-03-09T01:31:56.826Z,2025-03-09T01:31:57Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5567976403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828559,218,43,1,23,58,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-03-09T01:31:58.746Z,2025-03-09T03:20:45Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5567976591,285,0,5567976589,56,Center,5568322153,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828545,162,61,1,23,59,c9xffml4i7ihblp1qhus9w3fu,0,54.9,75.7,2025-03-09T01:32:00.146Z,2025-03-09T01:32:00Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567976513,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828589,163,1,1,24,2,c9xffml4i7ihblp1qhus9w3fu,1,46.0,50.7,2025-03-09T01:32:03.234Z,2025-03-09T01:32:06Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5567976729,213,0.84,5567976725,141,97.8,5567976723,140,73.6,5567976731,1,,5567976721,56,Left,5567976719,155,,5567976727,212,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828595,164,1,1,24,6,c9xffml4i7ihblp1qhus9w3fu,1,73.6,97.8,2025-03-09T01:32:06.754Z,2025-03-09T01:32:09Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5567976787,56,Left,5567976791,141,82.3,5567976795,213,3.73,5567976793,212,18.9,5567976789,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828617,165,1,1,24,8,c9xffml4i7ihblp1qhus9w3fu,1,58.7,82.3,2025-03-09T01:32:09.170Z,2025-03-09T01:32:11Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567976917,212,22.4,5567976911,56,Center,5567976913,140,51.9,5567976915,141,51.0,5567976919,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828629,166,1,1,24,10,c9xffml4i7ihblp1qhus9w3fu,1,51.9,51.0,2025-03-09T01:32:11.370Z,2025-03-09T01:32:13Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5567977023,141,17.4,5567977019,56,Right,5567977027,213,4.85,5567977021,140,55.0,5567977025,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828645,167,1,1,24,13,c9xffml4i7ihblp1qhus9w3fu,1,55.0,17.4,2025-03-09T01:32:13.722Z,2025-03-09T01:32:16Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5567977119,213,5.69,5567977115,141,4.6,5567977113,140,67.4,5567977111,56,Right,5567977117,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828653,168,1,1,24,15,c9xffml4i7ihblp1qhus9w3fu,1,66.3,7.6,2025-03-09T01:32:16.162Z,2025-03-09T01:32:17Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5567977163,56,Center,5567977167,141,23.1,5567977171,213,1.46,5567977169,212,10.6,5567977165,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828663,169,1,1,24,16,c9xffml4i7ihblp1qhus9w3fu,1,67.4,23.1,2025-03-09T01:32:17.322Z,2025-03-09T01:32:20Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567977241,213,3.12,5567977237,141,23.9,5567977239,212,28.4,5567977235,140,40.4,5567977233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828721,170,1,1,24,19,c9xffml4i7ihblp1qhus9w3fu,1,41.0,24.0,2025-03-09T01:32:19.906Z,2025-03-09T01:32:28Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5567977599,141,70.5,5567977603,212,33.8,5567977593,56,Center,5567977597,140,52.3,5567977611,1,,5567977607,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828743,171,1,1,24,27,c9xffml4i7ihblp1qhus9w3fu,1,55.1,72.1,2025-03-09T01:32:28.210Z,2025-03-09T01:32:31Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5567977747,213,6.13,5567977741,140,68.3,5567977743,141,69.0,5567977745,212,14.0,5567977739,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828747,172,4,1,24,30,c9xffml4i7ihblp1qhus9w3fu,1,64.1,74.8,2025-03-09T01:32:30.827Z,2025-03-09T03:32:15Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5567977787,152,,5567977791,265,,5567977781,13,,5567977875,233,219,5567977783,56,Center,5567977793,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785828753,219,4,1,24,30,5x54jbfk11lrsmipgsx7cdbai,0,35.9,25.2,2025-03-09T01:32:30.828Z,2025-03-09T03:32:15Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5567977825,152,,5567977821,13,,5567977831,265,,5567977895,233,172,5567977837,285,,5567977823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829039,173,1,1,25,14,c9xffml4i7ihblp1qhus9w3fu,0,66.6,72.3,2025-03-09T01:33:15.034Z,2025-03-09T03:25:32Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567979509,140,100.0,5567979505,152,,5567979513,212,41.7,5567979503,155,,5567979515,213,5.76,5567979517,1,,5567979501,5,,5567979511,141,41.8,5567979507,56,5567979499,2,,,,,,,,Center,,,,,,,,,,,,,,,,,,,
2785829263,174,5,1,25,15,c9xffml4i7ihblp1qhus9w3fu,0,101.2,34.2,2025-03-09T01:33:15.914Z,2025-03-09T03:33:12Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567980757,56,Center,5567980759,346,,5567980787,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829201,220,5,1,25,15,5x54jbfk11lrsmipgsx7cdbai,1,-1.2,65.8,2025-03-09T01:33:15.914Z,2025-03-09T03:33:12Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5567980447,56,Back,5567980449,346,,5567980771,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829225,221,1,1,25,45,5x54jbfk11lrsmipgsx7cdbai,1,5.7,59.7,2025-03-09T01:33:45.794Z,2025-03-09T01:33:50Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5567980589,212,27.0,5567980603,237,,5567980585,141,21.0,5567980593,213,4.94,5567980579,56,Back,5567980577,124,,5567980581,140,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829239,222,1,1,25,49,5x54jbfk11lrsmipgsx7cdbai,0,18.7,7.9,2025-03-09T01:33:49.873Z,2025-03-09T01:33:51Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5567980655,56,Back,5567980661,212,23.3,5567980659,141,24.3,5567980657,140,38.2,5567980663,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829269,175,1,1,25,51,c9xffml4i7ihblp1qhus9w3fu,0,61.8,85.7,2025-03-09T01:33:52.498Z,2025-03-09T01:33:53Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5567980809,1,,5567980799,56,Center,5567980805,212,25.0,5567980801,140,80.3,5567980803,141,62.6,5567980797,157,,5567980807,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829281,223,1,1,25,52,5x54jbfk11lrsmipgsx7cdbai,0,20.0,40.1,2025-03-09T01:33:53.258Z,2025-03-09T01:33:56Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5567980895,213,5.94,5567980893,212,31.2,5567980885,3,,5567980889,140,48.0,5567980887,56,Back,5567980891,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829285,176,1,1,25,56,c9xffml4i7ihblp1qhus9w3fu,1,45.1,74.8,2025-03-09T01:33:56.867Z,2025-03-09T01:33:59Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5567980931,56,Center,5567980937,212,14.3,5567980929,3,,5567980935,141,73.3,5567980939,213,6.21,5567980933,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829289,177,61,1,25,58,c9xffml4i7ihblp1qhus9w3fu,0,58.7,73.3,2025-03-09T01:33:58.825Z,2025-03-09T01:33:59Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5567980947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829303,224,3,1,25,59,5x54jbfk11lrsmipgsx7cdbai,0,45.5,31.5,2025-03-09T01:34:00.009Z,2025-03-09T03:32:33Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5567981029,56,Back,5567981031,286,,5567981085,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829305,178,7,1,25,59,c9xffml4i7ihblp1qhus9w3fu,1,54.5,68.5,2025-03-09T01:34:00.010Z,2025-03-09T03:32:32Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567981077,233,224,5567981045,56,Center,5567981047,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829311,180,1,1,26,2,c9xffml4i7ihblp1qhus9w3fu,0,52.6,70.9,2025-03-09T01:34:03.203Z,2025-03-09T01:34:16Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567981517,236,,5567981095,56,Center,5567981501,213,4.54,5567981495,140,52.4,5567981523,286,,5567981499,212,1.2,5567981497,141,69.1,5567981519,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
