id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2822677035,191,1,1,19,59,bu5w8wprynlj9mvphvy8sd94f,1,33.3,87.2,2025-06-14T23:57:31.385Z,2025-06-14T23:57:33Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5771317383,56,Back,5771317391,213,3.12,5771317389,212,8.8,5771317385,140,24.9,5771317387,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677041,192,1,1,20,1,bu5w8wprynlj9mvphvy8sd94f,1,24.9,87.5,2025-06-14T23:57:33.321Z,2025-06-14T23:57:34Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5771317407,212,4.4,5771317403,140,25.3,5771317401,56,Back,5771317405,141,93.9,5771317409,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677063,193,1,1,20,2,bu5w8wprynlj9mvphvy8sd94f,1,25.3,93.9,2025-06-14T23:57:34.073Z,2025-06-14T23:57:36Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771317527,140,22.3,5771317533,213,3.92,5771317531,212,4.4,5771317529,141,89.3,5771317525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677123,194,1,1,20,4,bu5w8wprynlj9mvphvy8sd94f,1,21.4,84.4,2025-06-14T23:57:36.769Z,2025-06-14T23:57:44Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5771317875,140,72.2,5771317879,212,54.5,5771317871,155,,5771317877,141,68.2,5771317881,213,6.08,5771317873,56,Center,5771317883,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677139,195,1,1,20,12,bu5w8wprynlj9mvphvy8sd94f,1,75.4,64.5,2025-06-14T23:57:44.009Z,2025-06-14T23:57:54Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,1.0,,5771317985,213,5.17,5771317979,140,82.9,5771317977,56,Center,5771317981,141,40.7,5771317983,212,18.0,5771318241,154,,5771318239,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677141,196,15,1,20,14,bu5w8wprynlj9mvphvy8sd94f,1,83.3,41.6,2025-06-14T23:57:46.410Z,2025-06-14T23:57:55Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5771317999,22,,5771318255,102,47.9,5771318259,328,,5771318263,147,48.0,5771318001,17,,5771318245,80,,5771318249,154,,5771318261,146,98.1,5771318003,56,Center,5771318247,29,5771318075,72,5771318251,55,,195,5771318257,103,1.9,5771318295,233,194,,,,,,,
2822677151,194,10,1,20,14,5qfq6cwtrgzd2szijivns7rjl,1,3.5,49.9,2025-06-14T23:57:46.510Z,2025-06-14T23:57:55Z,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,,,5771318049,182,,5771318051,56,Back,5771318045,173,,5771318319,233,196,5771318047,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677165,196,1,1,20,18,5qfq6cwtrgzd2szijivns7rjl,1,3.5,49.9,2025-06-14T23:57:50.501Z,2025-06-14T23:57:51Z,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,,,5771318143,212,35.7,5771318137,56,Back,5771318145,213,0.50,5771318151,287,,5771318135,123,,5771318141,141,75.3,5771318147,1,,5771318139,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,
2822677237,197,1,1,20,24,5qfq6cwtrgzd2szijivns7rjl,1,33.5,75.7,2025-06-14T23:57:56.094Z,2025-06-14T23:58:03Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771318585,141,66.7,5771318589,213,5.54,5771318587,212,9.1,5771318581,56,Back,5771318583,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677241,198,4,1,20,27,5qfq6cwtrgzd2szijivns7rjl,1,46.4,69.6,2025-06-14T23:57:58.857Z,2025-06-15T00:27:05Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771393853,295,,5771318633,56,Back,5771318635,152,,5771318639,286,,5771318649,233,197,5771318631,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677205,197,4,1,20,27,bu5w8wprynlj9mvphvy8sd94f,0,53.6,30.4,2025-06-14T23:57:58.858Z,2025-06-14T23:58:10Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5771318681,233,198,5771318473,56,Center,5771318469,13,,5771318475,152,,5771318477,285,,5771318471,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677267,199,1,1,20,32,5qfq6cwtrgzd2szijivns7rjl,1,39.9,66.7,2025-06-14T23:58:04.509Z,2025-06-15T00:36:50Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771318803,213,4.98,5771318793,152,,5771318799,141,60.6,5771318795,56,Back,5771318801,212,4.3,5771318797,140,41.0,5771318791,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677289,200,1,1,20,34,5qfq6cwtrgzd2szijivns7rjl,1,41.0,60.6,2025-06-14T23:58:06.781Z,2025-06-14T23:58:12Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771318943,141,65.1,5771318941,140,33.2,5771318939,56,Back,5771318947,213,2.78,5771318945,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677297,201,1,1,20,41,5qfq6cwtrgzd2szijivns7rjl,0,33.2,65.1,2025-06-14T23:58:12.862Z,2025-06-14T23:58:16Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771319081,189,,5771318981,56,Center,5771318983,140,93.2,5771318987,212,64.2,5771318989,213,6.09,5771318991,1,,5771318985,141,47.0,5771318979,155,,,,,,,,,,,,,,,,,,,,,,,,,
2822677303,198,52,1,20,42,bu5w8wprynlj9mvphvy8sd94f,1,8.6,59.6,2025-06-14T23:58:14.018Z,2025-06-14T23:58:16Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5771319075,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677369,199,1,1,20,55,bu5w8wprynlj9mvphvy8sd94f,1,11.0,53.1,2025-06-14T23:58:27.268Z,2025-06-14T23:58:28Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5771319387,213,0.91,5771319383,141,90.0,5771319381,140,29.4,5771319377,123,,5771319385,212,31.7,5771319379,56,Back,5771319409,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677411,200,1,1,20,58,bu5w8wprynlj9mvphvy8sd94f,1,37.3,91.8,2025-06-14T23:58:30.754Z,2025-06-14T23:58:35Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5771319587,140,60.4,5771319585,56,Left,5771319589,141,79.4,5771319591,212,25.7,5771319593,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677437,201,1,1,21,3,bu5w8wprynlj9mvphvy8sd94f,1,60.5,64.0,2025-06-14T23:58:35.619Z,2025-06-15T00:35:21Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5771319757,141,62.9,5771319755,140,52.0,5771319759,212,9.0,5771319753,56,Center,5771319761,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677463,202,1,1,21,10,bu5w8wprynlj9mvphvy8sd94f,1,52.6,64.0,2025-06-14T23:58:42.714Z,2025-06-14T23:58:44Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5771319929,140,63.6,5771319935,213,1.00,5771319933,212,21.4,5771319931,141,90.5,5771319927,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677467,203,1,1,21,12,bu5w8wprynlj9mvphvy8sd94f,1,63.6,90.5,2025-06-14T23:58:44.259Z,2025-06-14T23:58:45Z,c14ntw6zvozswy685dztldl1x,F. Celeste,,,5771319965,141,71.2,5771319969,213,4.42,5771319967,212,13.7,5771319963,140,59.8,5771319961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677485,204,1,1,21,13,bu5w8wprynlj9mvphvy8sd94f,0,59.8,71.2,2025-06-14T23:58:45.002Z,2025-06-14T23:58:46Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5771320063,141,58.2,5771320061,140,68.5,5771320067,213,5.51,5771320059,56,Center,5771320065,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677495,202,8,1,21,16,5qfq6cwtrgzd2szijivns7rjl,1,32.9,47.5,2025-06-14T23:58:47.990Z,2025-06-14T23:58:48Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5771320143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677509,204,1,1,21,16,5qfq6cwtrgzd2szijivns7rjl,1,32.9,47.5,2025-06-14T23:58:48.677Z,2025-06-14T23:58:49Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5771320213,141,35.4,5771320211,140,46.5,5771320217,213,5.76,5771320209,56,Back,5771320215,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677519,205,1,1,21,17,5qfq6cwtrgzd2szijivns7rjl,1,46.5,35.4,2025-06-14T23:58:49.694Z,2025-06-14T23:58:51Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5771320285,212,6.7,5771320279,56,Back,5771320287,213,3.95,5771320281,140,42.1,5771320283,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677535,206,1,1,21,19,5qfq6cwtrgzd2szijivns7rjl,1,42.0,28.2,2025-06-14T23:58:51.550Z,2025-06-14T23:58:54Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771320419,141,11.9,5771320415,56,Right,5771320423,213,5.78,5771320417,140,61.0,5771320421,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677545,207,1,1,21,22,5qfq6cwtrgzd2szijivns7rjl,1,60.9,11.9,2025-06-14T23:58:54.430Z,2025-06-14T23:58:56Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771320477,141,12.3,5771320481,213,3.13,5771320475,140,39.8,5771320479,212,22.2,5771320473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677579,208,1,1,21,24,5qfq6cwtrgzd2szijivns7rjl,1,39.8,12.3,2025-06-14T23:58:56.255Z,2025-06-14T23:59:00Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771320671,56,Back,5771320673,140,31.6,5771320677,212,11.4,5771320679,213,2.43,5771320675,141,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677605,209,1,1,21,28,5qfq6cwtrgzd2szijivns7rjl,1,31.6,23.3,2025-06-14T23:59:00.173Z,2025-06-14T23:59:03Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5771320825,213,1.91,5771320817,56,Back,5771320819,140,27.4,5771320823,212,13.4,5771320821,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677629,210,1,1,21,31,5qfq6cwtrgzd2szijivns7rjl,1,27.4,41.9,2025-06-14T23:59:03.086Z,2025-06-14T23:59:07Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5771320983,141,25.0,5771320981,140,37.1,5771320987,213,5.44,5771320979,56,Back,5771320985,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677679,211,1,1,21,35,5qfq6cwtrgzd2szijivns7rjl,1,44.1,24.3,2025-06-14T23:59:07.566Z,2025-06-14T23:59:18Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5771321301,213,5.96,5771321299,212,29.4,5771321295,140,70.7,5771321297,141,10.7,5771321293,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677683,212,1,1,21,47,5qfq6cwtrgzd2szijivns7rjl,1,79.6,11.0,2025-06-14T23:59:18.855Z,2025-06-14T23:59:20Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771321331,140,47.7,5771321337,213,3.21,5771321339,1,,5771321335,212,33.6,5771321333,141,7.6,5771321329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677701,213,1,1,21,48,5qfq6cwtrgzd2szijivns7rjl,1,47.7,7.4,2025-06-14T23:59:20.663Z,2025-06-14T23:59:23Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5771321449,212,23.7,5771321445,140,44.7,5771321451,213,1.70,5771321447,141,41.9,5771321443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677715,214,1,1,21,52,5qfq6cwtrgzd2szijivns7rjl,1,51.3,45.7,2025-06-14T23:59:23.815Z,2025-06-14T23:59:27Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5771321521,140,79.9,5771321527,213,0.76,5771321529,1,,5771321525,212,41.4,5771321519,56,Left,5771321523,141,87.7,5771321517,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677717,215,1,1,21,55,5qfq6cwtrgzd2szijivns7rjl,0,76.1,92.7,2025-06-14T23:59:27.726Z,2025-06-15T00:00:01Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771321541,140,84.2,5771321547,213,5.84,5771321539,56,Left,5771322757,236,,5771322763,286,,5771322759,233,205,5771321545,212,9.4,5771321543,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,
2822677725,205,74,1,21,55,bu5w8wprynlj9mvphvy8sd94f,1,17.8,9.7,2025-06-14T23:59:27.727Z,2025-06-15T00:38:55Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771322793,233,215,5771321587,56,Back,5771322755,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677731,206,5,1,21,58,bu5w8wprynlj9mvphvy8sd94f,0,17.3,-1.8,2025-06-14T23:59:29.934Z,2025-06-15T00:40:11Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771321609,347,,5771321691,233,216,5771321607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677739,216,5,1,21,58,5qfq6cwtrgzd2szijivns7rjl,1,82.7,101.8,2025-06-14T23:59:29.934Z,2025-06-15T00:26:47Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771321651,347,,5771321649,56,Left,5771321679,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677751,217,1,1,21,59,5qfq6cwtrgzd2szijivns7rjl,1,80.9,100.0,2025-06-14T23:59:31.350Z,2025-06-14T23:59:34Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771321769,212,22.6,5771321765,140,62.2,5771321773,1,,5771321767,141,84.7,5771321761,107,,5771321771,213,3.66,5771321763,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677771,218,1,1,22,2,5qfq6cwtrgzd2szijivns7rjl,1,58.6,85.0,2025-06-14T23:59:34.135Z,2025-06-14T23:59:39Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5771321887,141,56.7,5771321889,212,30.3,5771321891,213,3.83,5771321885,140,36.3,5771321883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677783,219,1,1,22,7,5qfq6cwtrgzd2szijivns7rjl,1,40.2,52.5,2025-06-14T23:59:39.735Z,2025-06-14T23:59:42Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5771321975,140,62.5,5771321979,212,26.4,5771321977,141,34.6,5771321981,213,5.80,5771321973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677839,220,1,1,22,10,5qfq6cwtrgzd2szijivns7rjl,1,63.1,30.6,2025-06-14T23:59:42.207Z,2025-06-14T23:59:49Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5771322233,212,22.7,5771322227,56,Right,5771322231,141,12.2,5771322235,213,5.70,5771322229,140,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677879,221,1,1,22,17,5qfq6cwtrgzd2szijivns7rjl,1,83.0,11.4,2025-06-14T23:59:49.327Z,2025-06-15T00:00:12Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,1.0,,5771322489,141,50.4,5771322491,212,28.8,5771322485,56,Center,5771322481,2,,5771322487,140,93.7,5771322493,213,1.17,5771323255,210,13,5771323257,154,,5771322483,155,,,,,,,,,,,,,,,,,,,,,,
2822677887,222,44,1,22,20,5qfq6cwtrgzd2szijivns7rjl,1,93.1,55.2,2025-06-14T23:59:52.696Z,2025-06-15T01:46:15Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771322531,56,Center,5771322577,233,207,5771322533,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677871,207,44,1,22,20,bu5w8wprynlj9mvphvy8sd94f,0,6.9,44.8,2025-06-14T23:59:52.697Z,2025-06-15T01:46:16Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771322601,233,222,5771322431,56,Back,5771322433,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677893,223,13,1,22,21,5qfq6cwtrgzd2szijivns7rjl,1,93.3,53.4,2025-06-14T23:59:52.943Z,2025-06-15T02:02:13Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771323293,103,37.5,5771323287,55,221,5771323281,84,,5771323295,230,98.4,5771322561,17,,5771322831,15,,5771323283,29,,5771322563,56,Center,5771322559,22,,5771322835,328,5771323285,154,5771323291,102,,41.8,5771323297,231,51.4,,,,,,,,,,
2822677919,208,5,1,22,24,bu5w8wprynlj9mvphvy8sd94f,1,-0.7,59.8,2025-06-14T23:59:56.508Z,2025-06-15T00:26:49Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5771322827,233,224,5771322739,56,Back,5771322743,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822677931,224,5,1,22,24,5qfq6cwtrgzd2szijivns7rjl,0,100.7,40.2,2025-06-14T23:59:56.508Z,2025-06-15T00:40:11Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5771322819,56,Center,5771322837,233,208,5771322821,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678063,209,1,1,22,50,bu5w8wprynlj9mvphvy8sd94f,0,4.5,53.6,2025-06-15T00:00:22.716Z,2025-06-15T00:00:25Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5771323719,124,,5771323731,1,,5771323723,140,54.5,5771323735,74,,5771323727,212,53.9,5771323721,56,Center,5771323729,213,0.23,5771323725,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,
2822678077,225,44,1,22,52,5qfq6cwtrgzd2szijivns7rjl,1,46.2,25.6,2025-06-15T00:00:24.371Z,2025-06-15T00:00:29Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5771323791,56,Back,5771323793,285,,5771323795,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678067,210,44,1,22,52,bu5w8wprynlj9mvphvy8sd94f,0,53.8,74.4,2025-06-15T00:00:24.372Z,2025-06-15T00:00:28Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5771323819,233,225,5771323753,286,,5771323751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678107,226,1,1,22,52,5qfq6cwtrgzd2szijivns7rjl,0,46.6,21.9,2025-06-15T00:00:24.655Z,2025-06-15T01:50:34Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5771323971,212,7.9,5771323963,3,,5771323965,56,Center,5771323973,213,0.43,5771323969,141,26.7,5771323967,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678091,211,1,1,22,53,bu5w8wprynlj9mvphvy8sd94f,0,31.7,58.5,2025-06-15T00:00:25.708Z,2025-06-15T00:00:27Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5771323879,56,Center,5771323885,212,35.9,5771323889,1,,5771323881,140,64.3,5771323883,141,74.4,5771323887,213,0.31,5771323877,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678233,216,83,1,23,0,bu5w8wprynlj9mvphvy8sd94f,0,52.0,75.4,2025-06-15T00:00:32.309Z,2025-06-15T00:35:46Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5771324863,399,du5dg5x7as3ub1iemjuwdd6uh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678149,227,1,1,23,1,5qfq6cwtrgzd2szijivns7rjl,1,34.1,17.9,2025-06-15T00:00:33.576Z,2025-06-15T00:35:47Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5771324177,56,Back,5771324183,212,5.2,5771324181,141,11.0,5771324185,213,5.17,5771324179,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678153,228,3,1,23,2,5qfq6cwtrgzd2szijivns7rjl,0,39.3,9.8,2025-06-15T00:00:34.203Z,2025-06-15T00:38:51Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771324227,233,212,5771324205,56,Back,5771324207,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678137,212,7,1,23,2,bu5w8wprynlj9mvphvy8sd94f,1,60.7,90.2,2025-06-15T00:00:34.204Z,2025-06-15T00:38:50Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5771324223,233,228,5771324115,56,Left,5771324113,167,,5771324117,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678139,213,5,1,23,8,bu5w8wprynlj9mvphvy8sd94f,0,54.8,101.6,2025-06-15T00:00:40.087Z,2025-06-15T00:40:12Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5771324405,233,229,5771324121,347,,5771324119,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678173,229,5,1,23,8,5qfq6cwtrgzd2szijivns7rjl,1,45.2,-1.6,2025-06-15T00:00:40.087Z,2025-06-15T00:26:53Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771324389,233,213,5771324367,347,,5771324365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678183,230,1,1,23,9,5qfq6cwtrgzd2szijivns7rjl,0,34.4,0.0,2025-06-15T00:00:41.175Z,2025-06-15T00:00:43Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771324445,141,12.2,5771324451,1,,5771324449,213,0.26,5771324441,56,Right,5771324447,212,36.4,5771324439,107,,5771324443,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678197,214,12,1,23,13,bu5w8wprynlj9mvphvy8sd94f,1,22.5,96.3,2025-06-15T00:00:45.100Z,2025-06-15T00:00:46Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5771324557,167,,5771324533,212,8.2,5771324527,56,Back,5771324531,141,100.0,5771324529,140,29.6,5771324535,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678199,215,5,1,23,13,bu5w8wprynlj9mvphvy8sd94f,0,32.6,101.5,2025-06-15T00:00:45.423Z,2025-06-15T00:40:12Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5771324537,56,Back,5771324539,347,,5771324745,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678229,231,5,1,23,13,5qfq6cwtrgzd2szijivns7rjl,1,67.4,-1.5,2025-06-15T00:00:45.423Z,2025-06-15T00:26:55Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771324731,347,,5771324737,233,215,5771324729,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678237,232,1,1,23,19,5qfq6cwtrgzd2szijivns7rjl,1,58.1,0.0,2025-06-15T00:00:51.407Z,2025-06-15T00:00:57Z,lp6scacgnnb3d9uxypl2cn4k,A. Rodriguez,,,5771324835,212,22.6,5771324839,1,,5771324831,140,59.8,5771324837,213,1.49,5771324829,56,Center,5771324833,141,31.2,5771324827,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678255,233,1,1,23,29,5qfq6cwtrgzd2szijivns7rjl,1,61.3,25.2,2025-06-15T00:01:00.855Z,2025-06-15T00:13:47Z,1m1s5p5j607baa6lany39txxw,L. Álvarez,,,5771324969,141,31.8,5771324973,213,0.19,5771324971,212,23.6,5771324965,56,Center,5771324967,140,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822683813,303,61,1,23,30,5qfq6cwtrgzd2szijivns7rjl,0,86.8,48.1,2025-06-15T00:01:02.072Z,2025-06-15T00:13:49Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5771355193,56,Center,5771355831,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822683481,312,12,1,23,30,bu5w8wprynlj9mvphvy8sd94f,1,12.8,63.4,2025-06-15T00:01:02.120Z,2025-06-15T00:12:58Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5771353363,140,15.7,5771353395,233,235,5771353367,212,3.3,5771353393,397,,5771353361,56,Back,5771353369,213,0.38,5771353365,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678271,235,74,1,23,30,5qfq6cwtrgzd2szijivns7rjl,1,86.3,35.2,2025-06-15T00:01:02.121Z,2025-06-15T00:32:46Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5771351433,285,,5771351431,397,,5771351429,56,Center,5771403411,233,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678261,217,1,1,23,30,bu5w8wprynlj9mvphvy8sd94f,1,10.3,65.2,2025-06-15T00:01:02.596Z,2025-06-15T00:32:46Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5771324995,56,Back,5771324999,141,63.6,5771324997,140,23.0,5771325003,213,6.20,5771325001,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822678309,219,1,1,23,31,bu5w8wprynlj9mvphvy8sd94f,1,24.1,64.6,2025-06-15T00:01:03.724Z,2025-06-15T00:33:41Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5771325265,141,90.8,5771325269,213,1.00,5771325267,212,21.2,5771325263,140,35.1,5771325261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
